#漢字	音標	解釋
㐴	pʰɑ̟n1	
榛	t͡sə̞n1	
榜	pɑŋ3	
樧	sɑ7	
榤	t͡ɕi̯e̞7	
榥	xwɑŋ3	
榨	t͡sɑ5	
榮	jyn2	
榰	t͡szᵚ1	
榴	l̃i̯ə̞ʊ̯2	石榴一詞在口語中後字會讀作陰平
榷	t͡ɕi̯ɔ7	
榻	tʰɑ7	
榼	kʰɔ7	
榾	kɔ7	
槄	tʰɑʊ̯1	
槅	kɐ̝7	
槉	t͡ɕi̯e̞7	
槊	sɔ7	
構	kə̞ʊ̯5	
槌	t͡sʰwe̞ɪ̯2	
槍	t͡ɕʰi̯ɑŋ1	
槎	t͡sʰɑ2	
槎	t͡sɑ5	
槐	xwɑɪ̯2	
槓	kɑŋ5	
槖	tʰɔ7	
槢	ɕi̯e̞7	
槨	kɔ7	
槭	t͡ɕi̯ɔ7	
槲	xɔ7	
槳	t͡ɕi̯ɑŋ5	白讀
槳	t͡ɕi̯ɑŋ3	
槷	l̃i̯e̞7	
槽	t͡sʰɑʊ̯2	
樀	ti̯e̞7	
樁	t͡swɑŋ1	
樂	l̃ɔ7	
樂	jɔ7	
樋	tʰɔŋ1	
樍	t͡ɕi̯e̞7	
樎	sɔ7	
樒	mᵇi̯e̞7	
樓	l̃ə̞ʊ̯2	
樕	sɔ7	
標	pi̯ɑʊ̯1	
樚	l̃ɔ7	
樞	su̜1	
樟	t͡sɑŋ1	
模	mᵇu̜2	
樣	jɑŋ5	
樧	sɑ7	
樴	t͡se̞7	
樵	t͡ɕʰi̯ɑʊ̯2	
樹	su̜5	
樺	xwɑ2	
樾	ɥe̞7	
橃	fɑ7	
橄	kɑ̟n3	橄欖
橋	t͡ɕʰi̯ɑʊ̯2	
橐	tʰɔ7	
橘	t͡ɕy̑e̞7	
橙	t͡sʰə̞n2	
橚	ɕi̯ɔ7	
橛	t͡ɕy̑e̞7	
橜	t͡ɕy̑e̞7	
機	t͡ɕi1	
橢	tʰɔ3	
橫	xwɑ̟n2	白讀
橫	xwə̞n2	
檀	tʰɑ̟n2	
檍	je̞7	
檗	pɐ̝7	
檝	t͡ɕi̯e̞7	
檡	t͡sʰɐ̝7	
檢	t͡ɕi̯ɐ̝n3	
檳	pin1	
檴	xɔ7	
檾	t͡ɕʰyn3	
櫃	kwe̞ɪ̯5	
櫍	t͡se̞7	
櫓	l̃u̜3	
櫛	t͡se̞7	
櫝	tɔ7	
櫟	l̃i̯e̞7	
櫡	t͡sɔ7	
櫪	l̃i̯e̞7	
櫭	t͡ɕi̯e̞7	
櫱	l̃i̯e̞7	
櫻	ŋə̞n1	
櫻	jin1	文讀，如：～花
欂	pɔ7	
欂	pɐ̝7	
欄	l̃ɑ̟n2	
欇	sɐ̝7	
權	t͡ɕʰy̑ɐ̝n2	
欒	l̃wɑ̟n2	
欖	l̃ɑ̟n3	
欘	t͡sɔ7	
欘	sɔ7	
欚	l̃i3	
欛	pɑ5	
欝	jɔ7	
欠	t͡ɕʰi̯ɐ̝n5	
次	t͡sʰzᵚ5	
欣	ɕin1	
欥	je̞7	
欥	jɔ7	
欪	ɕi̯e̞7	
欪	t͡sʰɔ7	
欮	t͡ɕy̑e̞7	
欯	ɕi̯e̞7	
欰	ɕi̯ɔ7	
欱	xɔ7	
欲	jɔ7	
欵	kʰwɑ̟n3	
欶	sɔ7	
欺	t͡ɕʰi1	
欻	ɕi̯ɔ7	
欽	t͡ɕʰin1	
款	kʰwɑ̟n3	
歁	kʰɔ7	
歃	sɑ7	
歇	ɕi̯e̞7	
歉	t͡ɕʰi̯ɐ̝n5	
歊	ɕi̯ɑʊ̯1	
歌	kɔ1	
歐	ŋə̞ʊ̯1	
歒	ti̯e̞7	
歘	ɕi̯ɔ7	
歙	sɐ̝7	
歙	ɕi̯e̞7	
歜	t͡sʰɔ7	
歠	t͡sʰwɐ̝7	
歡	xɔ1	白讀2,如:吃～皮,表示撿便宜
歡	xwɑɪ̯1	
歡	xwɑ̟n1	
止	t͡szᵚ3	
正	t͡sə̞n1	
正	t͡sə̞n5	
此	t͡sʰzᵚ3	
步	pu̜5	
武	ʋ̩3	
歪	wɑɪ̯1	
歰	sɐ̝7	生三
歲	swe̞ɪ̯5	歲大：過輩，老了
歷	l̃i̯e̞7	
歸	kwe̞ɪ̯1	
歹	tɑɪ̯3	
歺	ŋɔ7	
死	szᵚ3	
歾	mᵇɔ7	
歿	mᵇɔ7	
殁	mᵇɔ7	
殃	jɑŋ1	
殆	tɑɪ̯5	
殈	ɕi̯ɔ7	
殉	ɕyn5	
殊	su̜1	
殍	pʰi̯ɑʊ̯3	
殐	sɔ7	
殕	ŋɐ̝7	
殖	t͡se̞7	
殗	je̞7	
殘	t͡sʰɑ̟n2	
殛	t͡ɕi̯e̞7	
殜	ti̯e̞7	
殝	t͡sə̞n1	
殞	jyn3	
殟	jyn1	品嘗（酒等）
殟	ɔ7	
殤	sɑŋ1	
殧	t͡ɕi̯ɔ7	
殩	t͡sʰwɑ̟n5	
殮	l̃i̯ɐ̝n5	
殯	pin1	
殰	tɔ7	
殲	t͡ɕʰi̯ɐ̝n1	
段	twɑ̟n5	
殷	jin1	
殺	sɑ7	
殼	t͡ɕʰi̯ɔ7	地殼，殼牌
殿	ti̯ɐ̝n5	
毀	xwe̞ɪ̯3	
毃	t͡ɕʰi̯ɔ7	
毅	l̃i5	
毆	ŋə̞ʊ̯1	
毋	ʋ̩2	
母	mᵇu̜3	
每	mᵇe̞ɪ̯3	
毒	tɔ7	
毓	jɔ7	
比	pi3	
毗	pʰi2	
毘	pʰi2	
毛	mᵇɑʊ̯2	
毣	mᵇɔ7	
毫	xɑʊ̯2	
毯	tʰɑ̟n3	
毱	t͡ɕi̯ɔ7	
毳	t͡sʰwe̞ɪ̯5	
毼	xɔ7	
毾	tʰɑ7	
氂	l̃i2	
氈	t͡sɑ̟n1	
氏	szᵚ5	
民	mᵇin2	
氒	t͡ɕy̑e̞7	
氓	mᵇɑŋ2	
氟	fɔ7	
氣	t͡ɕʰi5	
氦	xɑɪ̯5	
氪	kʰɐ̝7	
氯	l̃ɔ7	
水	swe̞ɪ̯3	
氷	pin1	
永	jyn3	
汀	tʰin1	
汁	t͡se̞7	
求	t͡ɕʰi̯ə̞ʊ̯2	
汃	pʰɑ7	
汊	t͡sʰɑ5	
汋	sɔ7	
汏	tʰɑ7	
汐	ɕi̯e̞7	
汓	ɕi̯ə̞ʊ̯2	形容詞，表示臉皮厚，粘人
汔	t͡ɕʰi̯e̞7	
汗	xɑ̟n5	
汙	ʋ̩1	
汝	zu̜3	
汞	kɔŋ3	
江	t͡ɕi̯ɑŋ1	
池	t͡sʰzᵚ2	
汨	mᵇi̯e̞7	
汩	jɔ7	
汪	wɑŋ1	
汭	zwe̞ɪ̯5	
汲	t͡ɕi̯e̞7	
汴	pi̯ɐ̝n5	
決	t͡ɕy̑e̞7	
汽	t͡ɕʰi5	
沂	ji2	
沃	ɔ7	
沅	ɥɐ̝n2	
沆	xɑŋ2	理論讀音，實際多讀去聲
沆	xɑŋ5	
沉	t͡sʰə̞n2	
沌	tʰə̞n2	
沌	tə̞n5	
沏	t͡ɕʰi̯e̞7	
沐	mᵇɔ7	
沑	l̃ɔ7	
沒	mᵇɔ7	
沓	tʰɑ7	
沕	mᵇi5	扎入水中埋頭猛進.打～子:潜泳 ～起腦殼整:潜水專攻某事.俗字可作(㴹)
沕	ɔ7	
沖	t͡sʰɔŋ1	
沙	sɑ1	
沛	pʰe̞ɪ̯5	
沞	t͡sɑ7	
沫	mᵇɔ7	
沭	sɔ7	
沰	tʰɔ7	
河	xɔ2	
沸	fe̞ɪ̯5	
油	jə̞ʊ̯2	
沺	tʰi̯ɐ̝n2	
治	t͡szᵚ5	
沼	t͡sɑʊ̯1	
沾	t͡sɑ̟n1	
沿	ɥɐ̝n2	
況	kʰwɑŋ5	
泄	ɕi5	
泅	ɕi̯ə̞ʊ̯2	最老派
泆	je̞7	
泉	t͡ɕʰy̑ɐ̝n2	
泊	pɐ̝7	
泌	mᵇi̯e̞7	
泎	t͡sɐ̝7	
泏	t͡sɔ7	
泐	l̃ɐ̝7	
泔	kɑ̟n1	
法	fɑ7	
泖	mᵇɑʊ̯3	
泛	fɑ̟n5	
泡	pʰɑʊ̯1	燈～
泡	pʰɑʊ̯5	
波	pɔ1	
泣	ɕi̯e̞7	
泥	l̃i2	
泦	t͡ɕi̯ɔ7	
泧	ɥe̞7	
泧	ɕy̑e̞7	
注	t͡su̜5	
泬	ɕy̑e̞7	
泯	mᵇin3	
泰	tʰɑɪ̯5	
泳	jyn5	
泵	pɔŋ5	
泵	pɑŋ5	
泹	tɑ̟n3	1:～水，表示一種鹵水，用於點豆花。2.作動詞，表示用開水或鹽水短暫浸泡
洋	jɑŋ2	
洌	l̃i̯e̞7	
洎	t͡ɕi5	
洑	fɔ7	
洓	t͡ɕʰi̯e̞7	
洗	ɕi3	
洛	l̃ɔ7	
洞	tɔŋ5	
津	t͡ɕin1	
洦	pʰɐ̝7	
洧	we̞ɪ̯3	
洪	xɔŋ2	
洫	ɕi̯ɔ7	
洮	jɑʊ̯2	
洱	ɭ̩3	
洲	t͡sə̞ʊ̯1	
活	xɔ7	
洽	t͡ɕʰi̯ɑ7	
派	pʰɑɪ̯5	
流	l̃i̯ə̞ʊ̯2	
浖	l̃ɐ̝7	
浙	t͡sɐ̝7	
浚	t͡ɕyn5	
浜	pɑŋ1	
浞	t͡sɔ7	
浡	pɔ7	
浣	kʰwɑ̟n3	
浥	je̞7	
浦	pʰu̜3	
浩	xɑʊ̯5	
浪	l̃ɑŋ5	
浮	fʋ̩2	
浮	fə̞ʊ̯2	老派文讀
浴	jɔ7	洗浴：洗澡
海	xɑɪ̯3	
浸	t͡ɕʰin5	
浹	t͡ɕi̯ɑ7	
浺	t͡sʰɔŋ1	
浽	ɕy1	動詞泛指噴撒液體或火花一類東西
涅	l̃i̯e̞7	
消	ɕi̯ɑʊ̯1	
涉	sɐ̝7	
涎	ɕi̯ɐ̝n2	
涑	sɔ7	
涓	t͡ɕy̑ɐ̝n1	
涕	tʰi5	
涮	swɑ̟n5	
涯	ŋɑɪ̯2	
液	ji5	
涸	xɔ7	
涼	l̃i̯ɑŋ2	
涾	tʰɑ7	
涿	t͡sɔ7	
淁	t͡ɕʰi̯e̞7	
淂	tɐ̝7	
淄	t͡szᵚ1	
淅	ɕi̯e̞7	
淆	ɕi̯ɑʊ̯2	
淈	kɔ7	
淋	l̃in2	
淐	t͡sʰɑŋ1	表示水噴涌而出
淑	sɔ7	
淒	t͡ɕʰi1	
淔	t͡sʰe̞7	水名
淕	l̃ɔ7	
淚	l̃we̞ɪ̯5	
淝	fe̞ɪ̯2	
淡	tɑ̟n5	
淢	jɔ7	
淢	ɕi̯ɔ7	
淤	jy1	
淥	l̃ɔ7	
淦	kɑ̟n5	
淧	mᵇi̯e̞7	
淨	t͡ɕin5	
淩	l̃in2	
淪	l̃ə̞n2	
淫	jin2	
淬	t͡sʰwe̞ɪ̯5	
淮	xwɑɪ̯2	
淯	jɔ7	
深	sə̞n1	
淳	swə̞n2	
淴	ɔ7	
淵	ɥɐ̝n1	
混	xwə̞n5	
淹	ŋɑ̟n1	
淹	jɐ̝n1	
淺	t͡ɕʰi̯ɐ̝n3	
添	tʰi̯ɐ̝n1	
淼	mᵇi̯ɑʊ̯3	
清	t͡ɕʰin1	
澀	sɐ̝7	
溪	t͡ɕʰi1	
減	t͡ɕi̯ɐ̝n3	
渠	t͡ɕʰy2	
渡	tu̜5	
渣	t͡sɑ1	
渤	pɔ7	
渥	ɔ7	
渧	ti5	滴也
渫	ɕi̯e̞7	
測	t͡sʰɐ̝7	
港	kɑŋ3	
渴	kʰɔ7	
渺	mᵇi̯ɑʊ̯3	
渽	t͡sɑɪ̯1	
渾	xwə̞n2	
渾	kʰwə̞n2	白讀，表示一整個的意思
湀	t͡ɕʰy̑e̞7	
湁	t͡sʰe̞7	
湂	ŋɔ7	
湆	t͡ɕʰi̯e̞7	
湊	tə̞ʊ̯5	白讀，作動詞
湊	t͡sʰə̞ʊ̯5	
湍	tʰwɑ̟n1	
湐	pɐ̝7	
湒	t͡ɕi̯e̞7	
湖	fʋ̩2	
湘	ɕi̯ɑŋ1	
湜	t͡se̞7	
湢	pi̯e̞7	
湧	jɔŋ3	
湨	t͡ɕi̯ɔ7	
湯	tʰɑŋ1	
湱	xwɐ̝7	
湲	ɥɐ̝n2	
湽	t͡szᵚ1	
溂	l̃ɑ7	
溉	kʰɑɪ̯5	
源	ɥɐ̝n2	
溔	jɑʊ̯3	
準	t͡swə̞n3	
溗	sə̞n2	
溘	kʰɔ7	
溜	l̃i̯ə̞ʊ̯1	
溜	l̃i̯ə̞ʊ̯5	
溝	kə̞ʊ̯1	
溢	je̞7	
溥	pʰu̜3	溥儀
溥	pɔ7	水名
溦	we̞ɪ̯2	
溧	l̃i̯e̞7	
溪	t͡ɕʰi1	
溫	wə̞n1	
溭	t͡sɐ̝7	
溶	jɔŋ2	
溹	sɔ7	
溺	l̃i̯e̞7	
溼	se̞7	
溽	zɔ7	
滀	t͡sʰɔ7	
滂	pʰɑŋ2	
滃	ɔŋ5	沉沒於溶液或水中
滅	mᵇi̯e̞7	
滆	xɐ̝7	
滇	ti̯ɐ̝n1	
滈	ɕi̯ɔ7	
滋	t͡szᵚ1	
滌	ti̯e̞7	
滎	jyn2	
滐	t͡ɕi̯e̞7	
滑	xwɑ7	
滔	tʰɑʊ̯1	罵，也作（謟）（𰵽）（弢）通常講（日～）
滔	tʰɑʊ̯1	
滬	fʋ̩5	
滭	pi̯e̞7	
滯	t͡sʰzᵚ5	最老派
滯	t͡szᵚ5	
滲	sə̞n5	
滴	ti̯e̞7	
滵	mᵇi̯e̞7	
滸	fʋ̩3	
滾	kwə̞n3	
滿	mᵇɑ̟n3	
滿	mᵇə̞n3	白讀
漁	jy2	
漂	pʰi̯ɑʊ̯1	
漂	pʰi̯ɑʊ̯5	
漆	t͡ɕʰi̯e̞7	
漉	l̃ɔ7	
漍	kwɐ̝7	
漏	l̃ə̞ʊ̯5	
漐	t͡sʰe̞7	
漑	kʰɑɪ̯5	
漓	l̃i2	
演	jɐ̝n3	
漚	ŋə̞ʊ̯1	
漚	ŋə̞ʊ̯5	
漞	mᵇi̯e̞7	
漠	mᵇɔ7	
漢	xɑ̟n5	
漤	l̃ɑ̟n3	作動詞，表示用鹽漬，以利於保存。又作（灠)（𰜐)
漫	mᵇɑ̟n5	
漬	t͡szᵚ5	
漯	tʰɑ7	
漱	su̜5	
漲	t͡sɑŋ3	
漳	t͡sɑŋ1	
漷	kʰɔ7	水名在魯又許虢切
漷	xwɐ̝7	
漸	t͡ɕi̯ɐ̝n5	
漿	t͡ɕi̯ɑŋ1	
潄	su̜5	
潎	pʰi̯e̞7	
潏	t͡ɕy̑e̞7	
潑	pɔ7	活潑
潑	pʰɔ7	潑水
潔	t͡ɕi̯e̞7	
潗	t͡ɕi̯e̞7	
潘	pʰɑ̟n1	
潚	ɕi̯ɔ7	
潛	t͡ɕʰi̯ɐ̝n2	
潝	ɕi̯e̞7	
潞	l̃u̜5	
潟	ɕi̯e̞7	
潤	zwə̞n5	
潦	l̃i̯ɑʊ̯2	
潩	je̞7	
潪	t͡se̞7	
潭	tʰɑ̟n2	
潮	t͡sʰɑʊ̯2	
潯	ɕyn2	
潰	kʰwe̞ɪ̯5	
潲	sɑʊ̯5	
潶	xɐ̝7	
潷	pi̯e̞7	
潸	sɑ̟n1	
潺	t͡sʰɑ̟n2	
澀	sɐ̝7	生三
澁	sɐ̝7	生三
澄	t͡sʰə̞n2	
澄	t͡sə̞n5	動詞.～清：把～變清澈
澆	t͡ɕi̯ɑʊ̯1	
澇	l̃ɑʊ̯2	
澈	t͡sʰɐ̝7	
澓	fɔ7	
澗	t͡ɕi̯ɐ̝n5	
澠	mᵇi̯ɐ̝n3	
澠	sə̞n2	
澡	t͡sɑʊ̯3	
澤	t͡sʰɐ̝7	
澧	l̃i3	
澩	t͡sɔ7	
澩	ɕi̯ɔ7	
澲	l̃i̯e̞7	
澶	tɑ̟n5	
澶	sɑ̟n2	
澺	je̞7	
澼	pʰi̯e̞7	
澾	tʰɑ7	
激	t͡ɕi̯e̞7	
濁	t͡sʰɔ7	
濃	l̃ɔŋ2	
濇	sɐ̝7	生三
濇	sɐ̝7	
濈	t͡sɐ̝7	莊三
濊	xɔ7	水聲
濋	t͡sʰu̜3	
濌	tʰɑ7	
濏	sɐ̝7	
濕	se̞7	
濗	mᵇi̯e̞7	
濙	jyn2	
濙	jyn3	
濞	pʰi5	
濟	t͡ɕi5	
濤	tʰɑʊ̯1	文讀音，主要用作人名
濤	tʰɑʊ̯2	
濩	xɔ7	
濫	l̃ɑ̟n5	
濮	pʰɔ7	
濯	t͡sɔ7	
濲	kɔ7	
濴	jyn2	
濺	t͡ɕi̯ɐ̝n5	
濼	pʰɔ7	
濼	l̃ɔ7	
濾	l̃we̞ɪ̯5	
瀄	t͡se̞7	
瀅	jyn2	
瀆	tɔ7	
瀉	ɕi3	
瀋	sə̞n3	
瀎	mᵇi̯e̞7	
瀏	l̃i̯ə̞ʊ̯2	
瀑	pʰɔ7	
瀖	xɔ7	
瀝	l̃i̯e̞7	
瀣	ɕi̯ɑɪ̯5	
瀥	ɕi̯ɔ7	
瀨	l̃ɑɪ̯5	
瀷	je̞7	
瀹	jɔ7	
瀾	l̃ɑ̟n2	
灂	t͡sɔ7	
灄	sɐ̝7	
灋	fɑ7	
灌	kwɑ̟n5	
灑	sɑ3	
灑	sɑ1	
灕	l̃i2	
灘	tʰɑ̟n1	
灝	xɑʊ̯5	
灠	l̃ɑ̟n3	作動詞，表示用鹽漬，以利於保存。又作（漤)（𰜐)
灣	wɑ̟n1	
灤	l̃wɑ̟n2	
灨	kɑ̟n5	
灪	jɔ7	
火	xɔ3	
灰	xwe̞ɪ̯1	
灶	t͡sɑʊ̯5	
灸	t͡ɕi̯ə̞ʊ̯1	
灼	t͡sɔ7	
災	t͡sɑɪ̯1	
炅	t͡ɕyn3	
炈	jɔ7	
炊	t͡sʰwe̞ɪ̯1	
炎	jɐ̝n1	
炒	t͡sʰɑʊ̯3	
炔	t͡ɕʰy̑e̞7	
炕	kʰɑŋ5	
炘	ɕin1	
炙	t͡szᵚ5	
炙	t͡se̞7	理論讀音，實際讀麻韻
炟	tɑ7	
炠	ɕi̯ɑ7	
炢	t͡sɔ7	
炥	fɔ7	
炦	pʰɑ7	
炪	t͡swɐ̝7	
炪	t͡sʰɔ7	
炭	tʰɑ̟n5	
炮	pʰɑʊ̯5	
炯	t͡ɕyn3	
炳	pin3	
炸	t͡sɑ5	
爲	we̞ɪ̯2	
爲	we̞ɪ̯5	
烈	l̃i̯e̞7	
烊	jɑŋ2	
烏	ʋ̩1	
烑	jɑʊ̯2	
烒	se̞7	
烕	ɕy̑e̞7	
烖	t͡sɑɪ̯1	
烘	xɔŋ1	
烙	l̃ɔ7	
烚	ɕi̯ɑ7	
烤	kʰɑʊ̯3	
烰	fə̞ʊ̯2	
烹	pʰə̞n1	
烼	ɕi̯ɔ7	
烾	t͡sʰe̞7	
焀	xɔ7	
焃	xwɐ̝7	
焅	kʰɔ7	
焆	je̞7	
焆	ɥe̞7	
焇	ɕi̯ɑʊ̯1	
焈	ɕi1	
焉	jɐ̝n1	
焌	t͡ɕʰi̯ɔ7	
焎	ɕi̯e̞7	
焚	fə̞n2	
焞	tə̞n1	
焞	swə̞n2	
焟	ɕi̯e̞7	
無	ʋ̩2	
焥	ɔ7	
焦	t͡ɕi̯ɑʊ̯1	
焫	zwɐ̝7	
焭	t͡ɕʰyn2	
焯	t͡sɔ7	明顯，明白
焯	t͡sʰɔ7	焯水
焰	jɐ̝n5	
焱	ɕi̯ɔ7	
焲	je̞7	
焴	jɔ7	
然	zɑ̟n2	
煉	l̃i̯ɐ̝n5	
煍	t͡ɕʰi̯ə̞ʊ̯1	表示煙霧繚繞，熏的樣子
煎	t͡ɕi̯ɐ̝n1	
煙	jɐ̝n1	
煚	t͡ɕyn3	
煛	t͡ɕyn3	
煜	jɔ7	
煞	sɑ7	
煠	t͡sɑ7	
煠	je̞7	
煢	t͡ɕʰyn2	
煥	xwɑ̟n5	
煦	ɕy5	
照	t͡sɑʊ̯5	
煨	we̞ɪ̯1	
煩	fɑ̟n2	
煬	jɑŋ2	
煮	t͡su̜3	
煵	l̃ɑ̟n2	
煽	sɑ̟n1	～風點火
煽	sɑ̟n5	
熁	ɕi̯e̞7	
熄	ɕi̯e̞7	
熆	xɔ7	
熇	xɔ7	
熊	ɕi̯ɔŋ2	
熏	ɕyn1	
熒	jyn2	
熔	jɔŋ2	
熗	t͡ɕʰi̯ɑŋ5	
熘	l̃i̯ə̞ʊ̯2	
熙	ɕi1	
熚	pi̯e̞7	
熝	l̃ɔ7	
熟	sɔ7	
熠	je̞7	
熨	jyn5	
熬	ŋɑʊ̯2	
熭	ɥe̞7	
熱	zɐ̝7	
熲	t͡ɕyn3	
熵	sɑŋ1	
熻	ɕi̯e̞7	
熼	je̞7	
燁	je̞7	
燃	zɑ̟n2	
燈	tə̞n1	
燉	tə̞n5	
燊	sə̞n1	
燋	t͡ɕi̯ɑʊ̯1	
燎	l̃i̯ɑʊ̯2	
燎	l̃i̯ɑʊ̯3	
燏	jɔ7	
燐	l̃in2	
燒	sɑʊ̯1	
燕	jɐ̝n1	地名
燕	jɐ̝n5	
燙	tʰɑŋ5	
燚	je̞7	
營	jyn2	
燡	je̞7	
燥	t͡sʰɑʊ̯5	
燦	t͡sʰɑ̟n5	
燩	t͡ɕʰi̯e̞7	
燭	t͡sɔ7	
燮	ɕi̯e̞7	
燹	ɕi̯ɐ̝n3	
爀	xɐ̝7	
爃	jyn2	
爆	pɑʊ̯5	
爇	zwɐ̝7	
爊	ŋɑʊ̯1	油鏖
爊	ŋɑʊ̯1	
爍	sɔ7	
爐	l̃u̜2	
爕	ɕi̯e̞7	
爗	je̞7	
爚	jɔ7	
爛	l̃ɑ̟n5	
爝	t͡ɕi̯ɔ7	
爨	t͡sʰwɑ̟n5	
爩	jɔ7	
爪	t͡sɑʊ̯3	
爪	t͡swɑ3	白讀，表示手腳僵硬。如：爪起個手
爬	pɑ1	白讀
爬	pʰɑ2	
爭	t͡sə̞n1	
爯	t͡sʰə̞n1	
爰	ɥɐ̝n2	
爵	t͡ɕi̯ɔ7	
父	fʋ̩5	
爸	pɑ2	
爹	ti1	
爺	ji2	
爻	ɕi̯ɑʊ̯2	
爽	swɑŋ3	又音
爾	ɭ̩3	
牀	t͡sʰwɑŋ2	
牃	ti̯e̞7	
牄	t͡ɕʰi̯ɑŋ1	
牆	t͡ɕʰi̯ɑŋ2	
片	pʰi̯ɐ̝n5	
版	pɑ̟n3	
牌	pʰɑɪ̯2	
牏	jy2	
牐	t͡sɑ7	
牒	ti̯e̞7	
牘	tɔ7	
牙	jɑ2	
牛	l̃i̯ə̞ʊ̯2	
牝	pin5	
牟	mᵇu̜2	
牡	mᵇɑʊ̯3	
牢	l̃ɑʊ̯2	
牧	mᵇɔ7	
物	ɔ7	
牯	ku̜3	1.表示公牛。2.形容人犟，固執
牲	sə̞n1	
特	tʰɐ̝7	
牽	t͡ɕʰi̯ɐ̝n1	
牿	kɔ7	
犀	ɕi1	
犁	l̃i2	
犆	t͡se̞7	
犍	t͡ɕʰi̯ɐ̝n2	～為縣地名在川西
犍	t͡ɕi̯ɐ̝n5	
犑	t͡ɕi̯ɔ7	
犒	kʰɑʊ̯5	
犖	l̃ɔ7	
犛	l̃i2	
犛	mᵇɑʊ̯2	～牛
犟	t͡ɕi̯ɑŋ5	
犢	tɔ7	
犣	l̃i̯e̞7	
犦	pɔ7	
犧	ɕi1	
犬	t͡ɕʰy̑ɐ̝n3	
犮	pʰɑ7	
犯	fɑ̟n5	
犳	t͡sɔ7	
犺	kʰɑŋ5	
狀	t͡swɑŋ5	
狂	kʰwɑŋ2	
狃	l̃i̯ə̞ʊ̯5	動
狄	ti̯e̞7	
狊	t͡ɕi̯ɔ7	
狎	ɕi̯ɑ7	
狐	fʋ̩2	
狒	fe̞ɪ̯5	
狗	kə̞ʊ̯3	
狘	ɕy̑e̞7	
狚	tɑ7	
狠	xə̞n3	
狡	t͡ɕi̯ɑʊ̯2	白讀，口齒伶俐，說話厲害
狡	t͡ɕi̯ɑʊ̯3	
狢	xɔ7	
狤	t͡ɕi̯e̞7	
狧	tʰɑ7	
狩	sə̞ʊ̯5	
狸	l̃i2	
狹	ɕi̯ɑ7	
狺	l̃in2	
狼	l̃ɑŋ2	
猁	l̃i5	猞～
猊	ŋi1	～𠺪：形容人吝嗇
猋	pi̯ɑʊ̯1	作動詞, 表示噴出,如:～槍，又作（飈）
猙	t͡sə̞n1	
猛	mᵇɔŋ3	
猜	t͡sʰɑɪ̯1	
猝	t͡sʰɔ7	
猞	se̞ɪ̯5	～猁
猰	jɑ7	
猲	xɔ7	
猲	t͡ɕi̯e̞7	
猲	ɕi̯e̞7	
猴	xə̞ʊ̯2	
猶	jə̞ʊ̯2	
猷	jə̞ʊ̯2	
猼	pɔ7	
猾	xwɑ7	
獃	ŋɑɪ̯2	
獄	jɔ7	
獅	szᵚ1	
獎	t͡ɕi̯ɑŋ3	
獛	pʰɔ7	
獝	ɕi̯ɔ7	
獠	l̃i̯ɑʊ̯2	
獡	sɔ7	
獥	ɕi̯e̞7	
獥	t͡ɕi̯e̞7	
獦	l̃i̯e̞7	戎姓俗作田獦字非
獦	kɔ7	
獨	tɔ7	
獰	l̃in2	
獲	xwɐ̝7	
獴	mᵇɔŋ2	
獵	l̃i̯e̞7	
獷	kwɑŋ3	
獸	sə̞ʊ̯5	
獺	tʰɑ7	
獻	ɕi̯ɐ̝n5	
玃	t͡ɕi̯ɔ7	
玄	ɕy̑ɐ̝n2	
率	swɑɪ̯5	
率	l̃ɔ7	
率	sɔ7	老派文讀，如效率
玉	jy5	
玊	ɕi̯ɔ7	
王	wɑŋ2	
玏	l̃ɐ̝7	
玐	pɑ7	
玓	ti̯e̞7	
玠	kɑɪ̯5	
玥	ɥe̞7	
玦	t͡ɕy̑e̞7	
玩	wɑ̟n2	
玫	mᵇe̞ɪ̯2	
玻	pɔ1	
玾	t͡ɕi̯ɑ7	
珀	pɐ̝7	
珄	sə̞n1	
珉	mᵇin2	
珊	swɑ̟n1	
珌	pi̯e̞7	
珍	t͡sə̞n1	
珏	t͡ɕi̯ɔ7	
珞	l̃ɔ7	
珠	t͡su̜1	
珧	jɑʊ̯2	
珨	ɕi̯ɑ7	
珩	xə̞n2	
珬	ɕi̯ɔ7	
班	pɑ̟n1	
現	ɕi̯ɐ̝n5	
珿	t͡sʰɔ7	
球	t͡ɕʰi̯ə̞ʊ̯2	
理	l̃i3	
琈	fə̞ʊ̯2	
琉	l̃i̯ə̞ʊ̯2	
琙	jɔ7	
琛	t͡sʰə̞n1	
琡	t͡sɔ7	
琢	t͡sɔ7	
琥	fʋ̩3	
琴	t͡ɕʰin2	
琵	pʰi2	
琶	pɑ1	琵琶
琶	pʰɑ2	
琺	fɑ7	
琿	xwə̞n2	
琿	xwe̞ɪ̯1	～琿地名在黑龍江黑河
瑇	tɑɪ̯5	
瑇	tɔ7	
瑕	ɕi̯ɑ2	
瑗	ɥɐ̝n5	
瑞	swe̞ɪ̯5	
瑟	sɐ̝7	
瑠	l̃i̯ə̞ʊ̯2	
瑣	sɔ3	
瑤	jɑʊ̯2	
瑩	jyn2	
瑪	mᵇɑ3	
瑮	l̃i̯e̞7	
瑰	kwe̞ɪ̯5	
瑲	t͡ɕʰi̯ɑŋ1	
瑴	t͡ɕi̯ɔ7	
璀	t͡sʰwe̞ɪ̯3	
