#漢字	音標	解釋
䉪	lui2	一種捕魚工具、深䉪，地名
尷	kam1	
尹	wɐn2	姓氏
尹	wɐn5	
尹	wun2	姓氏，又音
尹	wun5	又音
尺	tsʰiak7b	
尼	nei4	
尼	ni4	又音
尼	niɛ4	又音
尾	mei2	
尾	mi2	又音
尾	miɛ2	又音
尿	niau6	
局	kʊk8	
屁	pʰei1	
屁	pʰi1	又音
屁	pʰiɛ1	又音
居	kui1	
屆	kai1	
屈	wɐt7a	
屈	wut7a	又音
屋	ŋʊk7a	
屍	si1	
屎	si2	
屏	pɪŋ2	屏除
屏	pʰɪŋ4	屏幕
屑	sit7b	
展	tsin2	
屜	hɔi1	
屠	hou4	
屢	lui1	
層	tʰaŋ4	
履	lui5	
屬	sʊk8	屬於
屬	tsʊk8	屬文
屯	hɐn4	
屯	tsɐn1	
山	san1	
屹	ŋɐt8	
岌	kʰɐp7a	
岑	sɐm4	
岔	tsʰa1	
岡	kɔŋ1	
岩	ŋam4	
岱	ʔɔi6	
岳	ŋɔk8	
岷	mɐn4	
岸	ŋɔn6	
峇	pa1	
峙	si6	
峨	ŋɔ4	
峪	jʊk8	
峭	tʰiau1	
峯	fʊŋ1	
島	ʔau2	
峻	tɐn1	
峽	hap8	
崁	ham1	
崇	sʊŋ4	
崎	kʰei1	崎嶇
崎	kʰei4	長崎
崎	kʰi1	崎嶇，又音
崎	kʰi4	長崎，又音
崎	kʰiɛ1	崎嶇，又音
崎	kʰiɛ4	長崎，又音
崑	kʰun1	又音
崑	kʰwɐn1	
崔	tʰui1	
崖	ŋai4	
崗	kɔŋ1	
崙	lɐn4	
崛	kun8	又音
崛	kwɐt8	
崢	tsaŋ1	
崩	paŋ1	
嵌	hɐm6	
嵐	lam4	
嵩	sʊŋ1	
嵬	ŋɔi4	
嶄	tsam2	
嶇	kʰui1	
嶸	wɪŋ4	
嶺	liaŋ5	南嶺，白讀
嶺	lɪŋ1	嶺澳
嶺	lɪŋ5	嶺南
嶼	tui6	島嶼
嶼	ji5	大嶼山，山名
嶽	ŋɔk8	
巉	tsʰam4	
巍	ŋɔi4	
巒	luan4	
巔	ʔin1	
巖	ŋam4	
川	tsʰuan1	
州	tsɐu1	
巡	tʰɐn4	
巢	tsʰau4	
工	kʊŋ1	
左	tɔ2	
巧	hiau2	
巨	kui6	
巫	mou4	
巫	mu4	又音
巫	muɔ4	又音
差	tsʰa1	差別
差	tsʰai1	出差
差	tsʰi1	參差
己	kei2	
己	ki2	又音
己	kiɛ2	又音
已	ji5	
巳	ti6	
巴	pa2	
巷	hɔŋ6	
巾	kɐn1	
市	si5	
布	pou1	
布	pu1	又音
布	puɔ1	又音
帆	fan4	
希	hei1	
希	hi1	又音
希	hiɛ1	又音
帕	pʰak7b	
帖	hiap7b	
帛	pak8	
帝	ʔɔi1	
帥	sɐt7a	
帥	sui1	
師	si1	
席	tiak8	涼席
席	tiak9	又音
席	tɪk8	席位
帳	tsiaŋ1	
帶	ʔai1	
帶	ʔai5	
帷	wi4	
常	siaŋ4	
帽	mau6	
幅	fʊk7a	
幌	fɔŋ2	
幔	man6	
幕	mɔk8	
幟	tsʰi1	
幢	tsʰɔŋ4	幡幢
幢	hɔŋ4	海幢寺
幢	ʔʊŋ6	一幢樓
幣	pɔi6	
幫	pɔŋ1	
干	kɔn1	
平	pʰiaŋ4	便宜；平嶺，地名
平	pʰɪŋ4	
年	nin4	
并	pɪŋ6	
幸	haŋ6	
幹	kɔn1	
幻	wan6	
幼	jou1	
幽	jou1	
幾	kei1	幾乎
幾	kei2	幾個
幾	ki1	幾乎，又音
幾	ki2	幾個，又音
幾	kiɛ1	幾乎，又音
幾	kiɛ2	幾個，又音
广	jiam2	
庄	tsɔŋ1	
庇	pei1	比較
庇	pi1	比較，又音
庇	piɛ1	比較，又音
牀	tsʰɔŋ4	
序	tui6	
底	ʔɛ2	
店	ʔiam1	
庚	kaŋ1	
府	fu2	
庠	tʰɔŋ4	
度	ʔɔk8	量度
度	ʔou6	度量衡
度	ʔu6	度量衡，又音
度	ʔuɔ6	度量衡，又音
座	tɔ6	
庫	fu1	
庭	hɪŋ4	
庵	ŋam2	茶庵
庶	si1	
康	hɔŋ1	
庸	jʊŋ4	
廁	tsʰi1	
廂	siaŋ1	
廈	ha6	
廉	liam4	
廊	lɔŋ4	
廓	kʰɔk7b	
廖	liau6	
廚	tsʰi4	
廚	tsʰui4	
廝	si1	
廟	miau6	
廠	tsʰɔŋ2	
廢	fi1	
廣	kɔŋ2	
廩	lɐm5	
廬	lou4	
廬	lu4	又音
廬	luɔ4	又音
廳	hiaŋ1	
延	jin4	
廷	hɪŋ4	
建	kin1	
廿	ja6	
廿	jia6	
弄	nʊŋ6	
弇	jiam2	
弊	pɔi6	
式	sɪk7a	
弓	kʊŋ1	
弔	ʔiau1	
引	jɐn2	
弗	fɐt7a	
弗	fut7a	又音
弘	waŋ4	
弛	tsʰi4	
弟	ʔɛ6	
弟	ʔɔi6	又音
弦	jin4	
弧	wu4	
弩	nou5	
弩	nu5	又音
弩	nuɔ5	又音
弱	jiak8	
張	tsiaŋ1	
強	kiaŋ6	倔強
強	kʰiaŋ1	勉強
強	kʰiaŋ4	強壯
彆	pit7b	
彈	han4	彈劾
彈	ʔan6	彈丸
彌	mei4	
彌	mi4	又音
彌	miɛ4	又音
彌	nei4	
彌	ni4	又音
彌	niɛ4	又音
彎	wan1	
彗	wi6	
彙	wuai6	
形	jɪŋ4	
彤	hʊŋ4	
彥	jin6	
彩	tʰɔi2	
彪	piau1	
彬	pɐn1	
彭	pʰaŋ4	
彰	tsiaŋ1	
影	jiaŋ2	人影，白讀
影	jɪŋ2	
彷	fɔŋ2	
彷	pʰɔŋ4	
役	jɪk8	
彼	pei2	
彼	pi2	又音
彼	piɛ2	又音
彿	fɐt7a	
彿	fut7a	又音
往	wɔŋ5	
征	tsɪŋ1	
待	ʔɔi6	
很	hɐn2	
徉	jiaŋ4	
徊	wuai4	
律	lɐt8	效率
後	hou6	
徐	tʰui4	
徑	kɪŋ1	
徒	hou4	
徒	hu4	又音
徒	huɔ4	又音
得	ʔak7a	
得	ʔak7b	得知隨
徘	pʰuai4	
徙	sai2	
徜	siaŋ4	
從	tʊŋ6	
從	sʊŋ1	
從	tʰʊŋ4	
御	ji6	
徨	wɔŋ4	
復	fʊk8	復原
復	fʊk7a	回復
循	tʰɐn4	
徬	pʰɔŋ4	彷徨
微	mei4	
微	mi4	又音
微	miɛ4	又音
徵	tsi2	古代五音之一
徵	tsɪŋ1	徵求
德	ʔak7a	
徹	tsʰit7b	
徽	fi1	
心	sɐm1	
必	pit7a	
忌	kei6	
忌	ki6	又音
忌	kiɛ6	又音
忍	jɐn2	
忐	han2	
忑	hɪk7a	
忒	hɪk7a	
忖	tʰɐn2	
志	tsi1	
忘	mɔŋ4	
忙	mɔŋ4	
忠	tsʊŋ1	
忡	tsʰʊŋ1	
忪	sʊŋ1	惺忪
忪	tsʊŋ1	怔忪
快	fai1	
忱	sɐm4	
念	niam6	
忽	fɐt7a	
忽	fut7a	又音
忿	fɐn6	
忿	fun6	又音
怎	tsɐm2	
怒	nou6	
怒	nu6	又音
怒	nuɔ6	又音
怔	tsɪŋ1	
怕	pʰa1	
怖	pou1	
怖	pu1	又音
怖	puɔ1	又音
思	si1	
思	sɔi1	于思
怠	ʔɔi6	
怡	ji4	
急	kɐp7a	
性	sɪŋ1	
怨	juan1	
怪	kwai1	
怯	hiap7b	
怵	tsɐt7a	
恁	jɐm6	
恁	nɪŋ4	
恃	tsʰi1	
恆	haŋ4	
恍	fɔŋ2	
恐	hʊŋ2	
恕	si1	
恢	fui1	
恣	ti1	恣意
恤	sɐt7a	
恥	tsʰi2	
恨	hɐn6	
恩	jɐn1	
恬	hiam4	
恭	kʊŋ1	
息	sɪk7a	
恰	hɐp7a	
恿	jʊŋ2	
悄	tʰiau2	
悅	juat8	
悉	sɪk7a	
悍	hɔn6	
悔	fuai1	
悖	puai1	
悖	puai6	
悚	sʊŋ2	
悟	m6	
悠	jou4	
患	wan6	
您	nei1	
您	ni1	又音
您	niɛ1	又音
悱	fi2	
悲	pei1	
悲	pi1	又音
悲	piɛ1	又音
悴	sui6	
悵	tsʰiaŋ1	
悶	muan6	
悸	kwi1	
悼	ʔau6	
悽	tʰɔi1	
情	tʰiaŋ4	情願，白讀
情	tʰɪŋ4	
惆	tsʰɐu4	
惋	wuan2	
惑	wak8	
惕	hɪk7a	
惘	mɔŋ2	
惚	fɐt7a	
惚	fut7a	又音
惜	siak7b	疼愛，白讀
惜	sɪk7a	
惜	tʰiak7b	疼愛，白讀
惟	wi4	
惠	wi6	
惡	ŋɔk7a	
惡	ŋɔk7b	惡毒
惡	wu1	可惡
惦	ʔiam1	
惰	ʔɔ6	
惱	nau2	
想	siaŋ2	
惴	tsui1	
惶	wɔŋ4	
惹	jia2	
惺	sɪŋ1	
惻	tsʰak7b	
愁	sou4	
愈	ji6	
愉	ji4	
意	ji1	
愕	ŋɔk8	
愚	ji4	
愛	ŋɔi1	
愜	hiap7b	
感	kam2	
愣	lɪŋ6	
愧	kʰwi1	
愴	tsʰɔŋ1	
愾	kʰɔi1	
慄	lɐt8	
慈	tʰi4	
態	hai1	
慌	fɔŋ1	
慎	sɐn6	
慕	mou6	
慕	mu6	又音
慕	muɔ6	又音
慘	tʰam2	
慚	tʰam4	
慢	man6	
慣	kwan1	
慧	wi6	
慨	kʰɔi1	
慫	sʊŋ2	
慮	lui6	
慰	wi1	
慶	hɪŋ1	
慷	hɔŋ2	
慾	jʊk8	
憂	jou1	
憊	pei6	
憊	pi6	又音
憊	piɛ6	又音
憎	taŋ1	
憐	lin4	
憑	pʰaŋ4	
憔	tʰiau4	
憚	ʔan6	
憤	fɐn6	
憤	fun6	又音
憧	tsʰʊŋ2	
憨	ham1	
憩	hei1	
憩	hi1	又音
憩	hiɛ1	又音
憫	mɐn1	
憫	mɐn2	
憬	kɪŋ2	
憲	hin1	
憶	jɪk7a	
憾	ham6	
懂	ʔʊŋ2	
懇	hɐn2	
懈	hai6	
應	jɪŋ1	
懊	ŋau1	
懍	lɐm5	
懦	nɔ6	
懲	tsʰɪŋ4	
懵	mʊŋ2	
懶	lan1	
懷	wai4	
懸	juan4	
懼	kui6	
懾	siap7b	
懿	ji1	
戀	lin2	
戈	kɔ1	
戊	mou6	
戊	mu6	又音
戊	muɔ6	又音
戌	sɐt7a	
成	siaŋ4	白讀
成	sɪŋ4	
我	ŋai1	
我	ŋɔ1	
戒	kai1	
戕	tsʰiaŋ4	
或	wak8	
戚	tʰɪk7a	
截	tit8	
戰	tsin1	
戲	hei1	
戲	hi1	又音
戲	hiɛ1	又音
戳	tsʰɔk7b	
戴	ʔai1	
戶	fu6	又音
戶	wu6	
戾	lui6	
房	fɔŋ4	
房	fɔŋ5	變調
所	sɔ2	
扁	pin2	扁平
扁	pʰin1	一葉扁舟
扇	sin1	
扈	wu6	
扉	fi1	
手	sou2	
才	tʰɔi4	
扎	tsat7b	
扒	pʰa2	扒飯
扒	pʰa4	豬扒
打	ʔa2	
扔	wɪŋ2	
托	hɔk7b	
扛	kɔŋ1	
扣	kʰou1	
扭	nɐu2	
扮	pan6	
扯	tsʰi2	
扯	tsʰia2	
扶	fu4	
批	pʰɔi1	
扼	ŋak7a	
找	tsau2	
承	sɪŋ4	
技	kei6	
技	ki6	又音
技	kiɛ6	又音
抄	tsʰau1	
抄	tsʰau2	
抉	kʰit7b	
把	pa2	
抑	jɪk7a	
抒	si1	
抓	tsau2	
投	hou4	
抖	ʔou2	
抗	kʰɔŋ1	
折	sit8	折本
折	tsit7b	
披	pʰei1	
披	pʰi1	又音
披	pʰiɛ1	又音
抬	hɔi4	
抱	pʰau1	擁抱
抱	pʰau2	抱住
抵	ʔɛ2	
抹	mat7b	抹檯
抹	muat7b	
押	ŋat7b	
抽	tsʰɐu1	
拂	fɐt7a	
拂	fut7a	又音
拄	tsi2	
拆	tsʰak7b	
拇	mou5	
拇	mu5	又音
拇	muɔ5	又音
拈	niam1	拈花惹草
拈	niam2	拈線
拉	lai1	
拋	pʰiau1	
拌	puan6	
拍	pʰak7b	
拎	lɪŋ1	
拐	kwai2	
拑	kʰiam4	
拒	kʰui1	
拓	hɔk7b	
拓	ʔap8	拓本
拔	pɐt8	
拖	hɔ1	
拘	kʰui1	
拙	tsit7b	骨折
拚	pʰuan1	
招	tsiau1	
拜	pai1	
括	kʰuat7b	
拭	sɪk7a	
拮	kit7b	
拯	tsʰɪŋ2	
拱	kʊŋ2	
拳	kʰin4	
拴	san1	
拴	tʰin4	
拷	hiau1	
拼	pʰɪŋ1	
拾	sɐp8	
拿	na4	
持	tsʰi4	
指	tsi2	
按	ŋɔn1	
挑	hau1	挑達
挑	hiau1	挑水
挖	wat7b	
挨	ŋai5	
挪	nɔ4	
挫	tʰɔ1	
振	tsɐn1	
挺	hɪŋ1	
挽	wan1	
挾	hiap7b	
捆	kʰun2	又音
捆	kʰwɐn2	
捉	tsɔk7a	
捉	tsʊk7a	
捌	pɛt7b	
捏	niap8	
捐	kin1	
捕	pou6	
捕	pu6	又音
捕	puɔ6	又音
捧	pʰʊŋ2	
捨	sia2	
捩	lit8	捩手
捩	lɔi6	
据	kui1	
捱	ŋai4	
捲	kin2	
捷	tit8	
捺	nat8	
掀	hin1	
掃	sau1	
掄	lɐn4	
授	sou6	
掉	ʔiau6	
掌	tsiaŋ2	
掏	hau4	
掐	hap7b	
排	pʰai4	
掘	kun8	又音
掘	kwɐt8	
掙	tsaŋ1	掙脫
掙	tsaŋ6	掙錢
掛	kwa1	
掛	kʰwa1	
掠	liak8	
採	tʰɔi2	
探	ham1	
掣	tsɔi1	
接	tiap7b	
控	hʊŋ1	
推	hui1	
掩	jiam2	
措	tʰou1	
措	tʰu1	又音
措	tʰuɔ1	又音
掬	kʊk7a	
揀	kan2	
揆	kʰwi5	
揉	jou4	
揍	tou1	
描	miau4	
提	hɔi4	
插	tsʰap7b	
揖	jɐp7a	
揚	jiaŋ4	
換	wuan6	
揠	ŋat7b	
握	ŋak7a	
揣	tsʰin2	
揪	tsɐu1	
揭	kʰit7b	
揮	fi1	
援	wuan4	
搆	kou1	
損	sɐn2	
搏	pɔk7b	
搓	tʰɔ1	
搔	sau1	
搖	jiau4	
搗	ʔau2	
搜	sou2	
搞	kiau2	
搥	tsʰui4	
搧	sin1	
搬	puan1	
搭	ʔap7b	
搶	tsʰiaŋ2	
搶	tʰiaŋ1	
摀	wu2	
摆	pai2	
摒	pɪŋ2	
摔	sɐt7a	
摘	tsak8	
摟	lɐu2	
摟	lou4	摟抱
摧	tʰui1	
摩	mɔ1	
摯	tsi1	
摳	kʰou1	
摸	mɔ2	
摹	mou4	
摹	mu4	又音
摹	muɔ4	又音
摺	tsiap7b	
摻	tsʰam1	
撅	kʰit7b	
撇	pʰit7b	
撈	lau1	撈麵
撈	lau2	撈頭
撈	lau4	打撈
撐	tsʰaŋ1	
撒	sat7b	
撓	nau4	
撕	si1	
撞	tsɔŋ6	
撢	ʔan6	雞毛撢子
撤	tsʰit7b	
撥	puat8	
撩	liau2	撩開
撩	liau4	撩動
撫	fu2	
播	pɔ1	
撮	tʰuat7b	
撰	tsan6	
撲	pʰɔk7b	
撼	ham6	
撿	kiam2	
擁	jʊŋ2	
擂	lui4	
擄	lou1	
擄	lu1	又音
擄	luɔ1	又音
擅	sin6	
擇	tsak8	
擊	kɪk7a	
擋	ʔɔŋ1	摒擋
擋	ʔɔŋ2	阻擋
操	tʰau1	
擎	kʰɪŋ4	
擒	kʰɐm4	
擔	ʔam1	
據	kui1	
擠	tɔi1	
擢	tsɔk8	
擣	ʔau2	
擤	saŋ1	
擦	tsʰat7b	
擬	ji5	
擱	kɔk7b	
擲	tsak8	
擴	kʰɔŋ1	
擺	pai2	
擻	sou1	擻火
擻	sou2	抖擻
擾	jiau2	
攀	pʰan1	
攏	lʊŋ5	
攔	lan4	
攘	jiaŋ4	攘除
攘	jiaŋ5	擾攘
攙	tsʰam1	參加
攜	kʰwi4	
攝	siap7b	
攤	han1	
攪	kiau2	
攬	lam2	
攬	lam5	
支	tsi1	
收	sou1	
攸	jou4	
改	kɔi2	
攻	kʊŋ1	
放	fɔŋ1	
政	tsɪŋ1	
故	ku1	
效	hiau6	
敏	mɐn1	
救	kɐu1	
敕	tsʰɪk7a	
敖	ŋau4	
敗	pai6	
敘	tui6	
教	kiau1	教室
敝	pɔi6	
敞	tsʰɔŋ2	
敢	kam2	
散	san1	散文
散	san2	散步
敦	ʔɐn1	
敬	kiaŋ1	敬惜，白讀
敬	kɪŋ1	尊敬
敲	hiau1	
整	tsɪŋ2	
敵	ʔɪk8	
敷	fu1	
數	sɔk7b	數見不鮮
數	sou1	數字
數	sou2	數一下
數	su1	數字，又音
數	su2	數一下，又音
數	suɔ1	數字，又音
數	suɔ2	數一下，又音
斂	liam1	
斃	pɔi6	
文	mɐn4	
斐	fi2	
斑	pan1	
斕	lan4	
斗	ʔou2	
料	liau6	
斛	fʊk8	
斜	tsʰia4	
斟	tsɐm1	
斤	kɐn1	
斥	tsʰɪk7a	
斧	fu2	
斬	tsam2	
斯	si1	
新	sɐn1	
斷	huan1	斷咗
斷	ʔuan6	診斷
斷	ʔuan6	恩斷義絕
方	fɔŋ1	
於	ji1	
施	si1	
旁	pʰɔŋ4	
旅	lui5	
旋	sin4	
旋	sin6	
族	tʊk8	
旗	kʰei4	
旗	kʰi4	又音
旗	kʰiɛ4	又音
既	kei1	
既	ki1	又音
既	kiɛ1	又音
日	jɐt8	
旦	ʔan1	
旨	tsi2	
早	tau2	
旬	tʰɐn4	
旭	jʊk7a	
旱	hɔn1	
旺	wɔŋ6	
昂	ŋɔŋ4	
昆	kʰun1	又音
昆	kʰwɐn1	
昇	sɪŋ1	
昌	tsʰiaŋ1	
明	miaŋ4	明解，白讀
明	mɪŋ4	
昏	fɐn1	
昏	fun1	又音
易	ji6	容易
易	jɪk8	交易
昔	sɪk7a	
星	sɪŋ1	
映	jiaŋ2	放映，白讀
映	jɪŋ2	
春	tsʰɐn1	
昧	muai6	
昨	tɔk8	
昭	tsʰiau1	
是	si6	
昱	jʊk7a	
晁	tsʰiau4	
時	si2	該時、恁時，變調
時	si4	
晃	fɔŋ2	
晉	tɐn1	
晌	hiaŋ2	
晏	ŋan1	
曬	sai1	
晚	man5	
晝	tsɐu1	
晤	m6	
晦	fuai1	
晨	sɐn4	
普	pʰou2	
普	pʰu2	又音
普	pʰuɔ2	又音
景	kɪŋ2	
晰	sɪk7a	
晴	tʰiaŋ4	晴水，白讀，天放晴
晴	tʰɪŋ4	
晶	tɪŋ1	
晷	kwi2	
智	tsi1	
晾	lɔŋ6	
暄	hin1	
暇	ha6	
暈	wɐn4	頭暈
暈	wɐn6	日暈
暈	wun4	頭暈，又音
暈	wun6	日暈，又音
暉	fi1	
暑	si2	
暖	nuan1	
暗	ŋam1	
暢	tsʰiaŋ1	
暨	kʰei1	
暨	kʰi1	又音
暨	kʰiɛ1	又音
暫	tam6	
暮	mou6	
暮	mu6	又音
暮	muɔ6	又音
暱	nat7b	暱埋，躲藏
暱	nɪk7a	
暱	nɪk7a	暱名
暴	pau6	凶暴
暴	pʊk8	一暴十寒
曆	lɪk8	
曉	hiau2	
曙	si1	
曜	jiau6	
曝	pʊk8	
曠	kʰɔŋ1	
曦	hei1	
曦	hi1	又音
曦	hiɛ1	又音
曰	jiak7b	
曰	juat8	
曲	kʰʊk7a	
曳	jai6	
更	kaŋ1	
書	si1	
曹	tʰau4	
曼	man6	
曾	taŋ1	曾孫
曾	tʰaŋ4	曾經
替	hɔi1	
最	tui1	
會	wuai5	會游泳
會	wuai6	會計
月	juat8	
月	juat9	
有	jou1	
有	jou6	十有一
朋	pʰaŋ4	
服	fʊk8	
朔	sɔk7b	
朕	tsɐm6	
朗	lɔŋ5	
望	mɔŋ6	
朝	tsʰiau4	朝廷
朝	tsiau1	朝夕
朝	tsiau4	朝早
期	kei1	期年
期	ki1	期年，又音
期	kiɛ1	期年，又音
期	kʰei4	日期
期	kʰi4	日期，又音
期	kʰiɛ4	日期，又音
朦	mʊŋ4	
朧	lʊŋ4	
木	mʊk8	
木	mʊk9	變調
未	mei6	
未	mi6	又音
未	miɛ6	又音
末	muat8	
本	puan2	
札	tsat7b	
朮	sɐt8	
朱	tsi1	
朵	ʔɔ2	
朽	nɐu2	
杆	kɔn1	
杉	tsʰam1	
李	lei2	姓氏
李	li2	又音
李	liɛ2	又音
杏	haŋ6	
材	tʰɔi4	
村	tʰɐn1	
村	tʰɐn5	
杖	tsiaŋ6	
杜	ʔou6	
杜	ʔu6	又音
杜	ʔuɔ6	又音
杞	kei2	
杞	ki2	又音
杞	kiɛ2	又音
束	tsʰʊk7a	
杭	hɔŋ4	
杯	puai1	
杰	kit8	
東	ʔʊŋ1	
杳	miau1	
杵	tsʰi1	
杷	pʰa4	
杼	tsʰi1	
松	tʰʊŋ4	
板	pan2	
枇	pʰei4	
枇	pʰi4	又音
枇	pʰiɛ4	又音
枉	wɔŋ2	
析	sɪk7a	
枒	ŋa4	
枕	tsɐm1	枕戈待旦
枕	tsɐm2	枕頭
林	lɐm4	
枚	muai4	
果	kɔ2	
枝	tsi1	
枯	fu1	
枳	tsi2	
枴	kwai2	
架	ka1	
架	ka5	變調
枷	ka1	
枸	kou2	
柄	piaŋ1	
柄	pɪŋ2	
柏	pʰak7a	柏樹
柏	pʰak7b	
某	mou1	
柑	kam1	
柒	tʰɐt7a	
染	jiam1	
柔	jou4	
柚	jou6	
柢	ʔɔi2	
查	tsʰa4	檢查
查	tsa1	姓查
柯	fɔ1	
柯	kʰɔ1	
柯	ŋɔ1	
柱	tsʰi1	
柳	lɐu5	
柴	tsʰai4	
柵	tsʰak7b	木柵
柵	san1	柵極
柿	tsʰi2	
柿	si2	柿餅
柿	si5	
栓	san1	
栗	lɐt8	
校	kiau1	校對
校	hiau6	學校
栩	hui2	
株	tsi1	
核	hɐt8	
核	wɐt5	
核	wɐt8	
核	wut5	又音
核	wut8	又音
根	kɐn1	
格	kak9	
格	kak7b	
栽	tɔi1	
桁	haŋ1	三桁瓦，地名
桁	pʰaŋ1	三桁瓦，地名，連讀
桂	kwi1	
桃	hau4	
桅	wi4	
框	hɔŋ1	
案	ŋɔn1	
桌	tsʰiak7b	
桐	hʊŋ4	
桑	sɔŋ1	
桓	wuan4	
桔	kɐt7a	桔梗
桔	kʰit7b	桔柣
桕	kʰɐu1	
桶	hʊŋ2	
桿	kɔn1	
梁	liaŋ4	
梅	muai4	
梓	ti2	
梗	kaŋ2	
梗	kwaŋ2	
條	hiau4	
梢	sau1	
梧	m4	
梨	lei4	
梨	li4	又音
梨	liɛ4	又音
梭	sɔ1	
梯	hɛ1	
械	hai6	
梳	sɔ1	
梵	fan4	
棄	hei1	
棄	hi1	又音
棄	hiɛ1	又音
棉	min4	
棋	kʰei4	
棋	kʰi4	又音
棋	kʰiɛ4	又音
棍	kun1	又音
棍	kwɐn1	
棒	pʰaŋ5	
棕	tsʊŋ1	
棗	tau2	
棘	kɪk7a	
棚	pʰaŋ4	
棟	ʔʊŋ6	
棠	hɔŋ4	
棧	tsan6	
森	sɐm1	
棲	tʰɔi1	
棵	fɔ2	
棺	kuan1	
椅	ji2	
植	tsɪk8	
椎	tsʰui4	鐵椎
椎	tsui1	脊椎
椏	ŋa1	
椒	tiau1	
椰	jia4	
楊	jiaŋ4	
楓	fʊŋ1	
楔	sit7b	
楚	tsʰɔ2	
楞	lɪŋ4	楞角
楞	lɪŋ6	發楞
楠	nam4	
楣	mei4	
楣	mi4	又音
楣	miɛ4	又音
楨	tsɪŋ1	
業	jiap8	
極	kɪk8	
楷	kai1	楷書
楷	kʰai2	楷模
概	kʰɔi1	
榆	ji4	
榔	lɔŋ4	
榕	jʊŋ4	
榜	pɔŋ2	
榨	tsa1	
榭	tia6	
榮	wɪŋ4	
榴	lɐu4	
榻	hap7b	
構	kʰou1	
槌	tsʰui4	
槍	tʰiaŋ1	
槎	tsʰa4	
槐	wai4	
槓	kɔŋ1	
槳	tiaŋ2	
槽	tʰau4	
槿	kɐn2	
樁	tsɔŋ1	
樂	lɔk8	快樂
樂	ŋau6	仁者樂山
樂	ŋɔk8	音樂
樅	tʊŋ1	
樊	fan4	
樓	lou4	
標	piau1	
樞	si1	
樟	tsiaŋ1	
模	mou4	
模	mu4	又音
模	muɔ4	又音
樣	jiaŋ6	
樵	tʰiau4	
樸	pʰɔk7b	
樹	si6	
樺	wa4	
橄	kam1	
橋	kʰiau4	
橘	kɐt7a	
橙	tsʰaŋ4	
橛	kit8	兩橛
橛	kʰit7b	木橛子
機	kei1	
機	ki1	又音
機	kiɛ1	又音
橡	tiaŋ6	
橢	hɔ1	
橫	waŋ4	
檀	han4	
檔	ʔɔŋ1	拍檔
檔	ʔɔŋ2	檔案
檜	kʰuai2	
檢	kiam2	
檬	mʊŋ1	
檯	hɔi4	
檳	pɐn1	
檸	nɪŋ5	
檻	lam6	
櫃	kwi6	
櫓	lou1	
櫓	lu1	又音
櫓	luɔ1	又音
櫚	lui4	
櫛	tsit7b	
櫥	tsʰi5	
櫥	tsʰui4	
櫸	kui2	
櫻	jɪŋ1	
欄	lan4	
權	kʰin4	
欖	lam2	
欖	lam5	
欠	hiam1	
次	tʰi1	
欣	jɐn1	
欲	jʊk8	
欸	ʔai2	
欺	hei1	
欺	hi1	又音
欺	hiɛ1	又音
欽	jɐm1	
款	fuan2	
歇	hit7b	
歉	hiam1	
歌	kɔ1	
歎	han1	
歐	ŋou1	
歡	fuan1	
止	tsi2	
正	tsiaŋ1	好正，白讀
正	tsɪŋ1	正月
此	tʰi2	
步	pou6	
步	pu6	又音
步	puɔ6	又音
武	mou5	
武	mu5	又音
武	muɔ5	又音
歧	kʰei4	
歧	kʰi4	又音
歧	kʰiɛ4	又音
歪	wai1	
歲	sui1	
歷	lɪk8	
歸	kwi1	
歹	ʔai2	
死	sei2	
死	si2	又音
死	siɛ2	又音
殃	jiaŋ1	
殆	ʔɔi6	
殉	sɐn1	
殊	si4	
殖	tsɪk8	
殘	tʰan4	
殫	ʔan1	
殮	liam6	
段	ʔuan6	
殷	jɐn1	
殺	sai1	殺哀
殺	sat7b	殺敵
殼	hɔk7b	
殿	ʔin6	
毀	wi2	
毅	ŋɔi6	
毋	mou4	
毋	mu4	又音
毋	muɔ4	又音
母	mou2	
母	mou5	
母	mu2	又音
母	mu5	又音
母	muɔ2	又音
母	muɔ5	又音
每	muai1	
每	muai2	
每	muai5	
毒	ʔʊk8	
比	pei2	被動
比	pi2	被動，又音
比	piɛ2	被動，又音
毛	mau4	
毫	hau4	
毬	kʰɐu4	
毯	han2	
毽	kin1	
氈	tsin1	
氏	si6	姓氏
氏	tsi1	月氏
民	mɐn4	
氛	fɐn1	
氛	fun1	又音
氣	hei1	
氣	hi1	又音
氣	hiɛ1	又音
氧	jiaŋ5	
氫	hɪŋ1	
氯	lʊk8	
水	sui2	
永	wɪŋ5	
氾	fan6	
汀	hɪŋ1	
汁	tsɐp7a	
求	kʰɐu4	
汐	tɪk8	
汗	hɔn4	可汗
汗	hɔn6	流汗
汙	wu1	
汝	ji1	
江	kɔŋ1	
池	tsʰi4	
污	wu1	
汪	wɔŋ1	
汰	hai1	
汲	kɐp8	
汲	kʰɐp8	
汲	kʰɐp7a	
汴	pin6	
決	kʰit7b	
汽	hei1	
汽	hi1	又音
汽	hiɛ1	又音
沁	sɐm1	
沂	ji4	
沃	jʊk7a	
沈	sɐm2	
沉	tsʰɐm4	
沌	ʔɐn6	
沏	tʰɔi1	
沐	mʊk8	
沒	muat8	
沓	ʔap8	
沖	tsʰʊŋ1	
沙	sa1	
沙	sa5	變調
