#漢字	音標	解釋
䉪	lui2	一種捕魚工具、深䉪，地名
待	tui6	
很	hɐn2	
徉	jœŋ4	
徊	wui4	
律	lɐt8	效率
後	hou6	
徐	tsʰui4	
徑	kɪŋ1	
徒	hu4	
得	tɪk7a	
得	tɪk7b	得知隨
徘	pʰui4	
徙	sai2	
徜	sœŋ4	
從	tsʰʊŋ4	
從	sʊŋ1	
從	tsʊŋ6	
御	ji6	
徨	wɐŋ4	
復	fʊk8	復原
復	fʊk7a	回復
循	tsʰɐn4	
徬	pʰɔŋ4	彷徨
微	mi4	
徵	tsi2	古代五音之一
徵	tsɪŋ1	徵求
德	tɪk7a	
徹	tsʰit7b	
徽	fi1	
心	sɐm1	
必	pit7a	
忌	ki6	
忍	jin2	
忐	han2	
忑	hɪk7a	
忒	hɪk7a	
忖	tsʰun2	
志	tsi1	
忘	mɔŋ4	
忙	mɔŋ4	
忠	tsʊŋ1	
忡	tsʰʊŋ1	
忪	sʊŋ1	惺忪
忪	tsʊŋ1	怔忪
快	fai1	
忱	sɐm4	
念	nim6	
忽	fut7a	
忿	fun6	
怎	tsɐm2	
怒	nu6	
怔	tsɪŋ1	
怕	pʰa1	
怖	pu1	
思	si1	
思	sui1	于思
怠	tui6	
怡	ji4	
急	kɐp7a	
性	sɪŋ1	
怨	jan1	
怪	kwai1	
怯	hip7b	
怵	tsɐt7a	
恁	jim6	
恁	nɪŋ4	
恃	tsʰi1	
恆	hɐŋ4	
恍	fɐŋ2	
恐	hʊŋ2	
恕	si1	
恢	fui1	
恣	tsi1	恣意
恤	sɐt7a	
恥	tsʰi2	
恨	hɐn6	
恩	jin1	
恬	him4	
恭	kʊŋ1	
息	sɪk7a	
恰	hɐp7a	
恿	jʊŋ2	
悄	tsʰiu2	
悅	jat8	
悉	sɪk7a	
悍	hun6	
悔	fui1	
悖	pui1	
悖	pui6	
悚	sʊŋ2	
悟	m6	
悠	jiu4	
患	wan6	
您	ni1	
悱	fi2	
悲	pi1	
悴	sui6	
悵	tsʰœŋ1	
悶	mun6	
悸	kwi1	
悼	tau6	
悽	tsʰei1	
情	tsʰɛŋ4	情願，白讀
情	tsʰɪŋ4	
惆	tsʰiu4	
惋	wun2	
惑	wɐk8	
惕	hɪk7a	
惘	mɔŋ2	
惚	fut7a	
惜	tsʰɛk7b	疼愛，白讀
惜	sɛk7b	疼愛，白讀
惜	sɪk7a	
惟	wi4	
惠	wi6	
惡	wu1	可惡
惡	ʔɔk7a	
惡	ʔɔk7b	惡毒
惦	tim1	
惰	tu6	
惱	nau2	
想	sœŋ2	
惴	tsui1	
惶	wɐŋ4	
惹	jia2	
惺	sɪŋ1	
惻	tsʰɐk7b	
愁	sou4	
愈	ji6	
愉	ji4	
意	ji1	
愕	ŋɔk8	
愚	ji4	
愛	ʔui1	
愜	hip7b	
感	kɐm2	
愣	lɪŋ6	
愧	kʰwi1	
愴	tsʰɔŋ1	
愾	kʰui1	
慄	lɐt8	
慈	tsʰi4	
態	hai1	
慌	fɐŋ1	
慎	sɐn6	
慕	mu6	
慘	tsʰam2	
慚	tsʰam4	
慢	man6	
慣	kwan1	
慧	wi6	
慨	kʰui1	
慫	sʊŋ2	
慮	lui6	
慰	wi1	
慶	hɪŋ1	
慷	hɔŋ2	
慾	jʊk8	
憂	jiu1	
憊	pi6	
憎	tsɐŋ1	
憐	lin4	
憑	pʰɐŋ4	
憔	tsʰiu4	
憚	tan6	
憤	fun6	
憧	tsʰʊŋ2	
憨	hɐm1	
憩	hi1	
憫	mɐn1	
憫	mɐn2	
憬	kɪŋ2	
憲	hin1	
憶	jɪk7a	
憾	hɐm6	
懂	tʊŋ2	
懇	hɐn2	
懈	hai6	
應	jɪŋ1	
懊	ʔau1	
懍	lɐm5	
懦	nu6	
懲	tsʰɪŋ4	
懵	mʊŋ2	
懶	lan1	
懷	wai4	
懸	jan4	
懼	kui6	
懾	sip7b	
懿	ji1	
戀	lin2	
戈	kwa1	
戊	mu6	
戌	sɐt7a	
成	sɛŋ4	白讀
成	sɪŋ4	
我	ŋai1	
我	ŋu1	
戒	kai1	
戕	tsʰœŋ4	
或	wɐk8	
戚	tsʰɪk7a	
截	tsit8	
戰	tsin1	
戲	hi1	
戳	tsʰɔk7b	
戴	tai1	
戶	fu6	又音
戶	wu6	
戾	lui6	
房	fɐŋ4	
房	fɐŋ5	變調
所	su2	
扁	pin2	扁平
扁	pʰin1	一葉扁舟
扇	sin1	
扈	wu6	
扉	fi1	
手	siu2	
才	tsʰui4	
扎	tsat7b	
扒	pʰa2	扒飯
扒	pʰa4	豬扒
打	ta2	
扔	wɪŋ2	
托	hɔk7b	
扛	kɔŋ1	
扣	kʰou1	
扭	nɐu2	
扮	pan6	
扯	tsʰi2	
扯	tsʰia2	
扶	fu4	
批	pʰei1	
扼	ʔɪk7a	
找	tsau2	
承	sɪŋ4	
技	ki6	
抄	tsʰau1	
抄	tsʰau2	
抉	kʰit7b	
把	pa2	
抑	jɪk7a	
抒	si1	
抓	tsau2	
投	hou4	
抖	tou2	
抗	kʰɔŋ1	
折	sit8	折本
折	tsiat1	語氣助詞
折	tsit7b	
披	pʰi1	
抬	hui4	
抱	pʰau1	擁抱
抱	pʰau2	抱住
抵	tei2	
抹	mat7b	抹檯
抹	mut7b	
押	ʔat7b	
抽	tsʰiu1	
拂	fut7a	
拄	tsi2	
拆	tsʰɐk7b	
拇	mu5	
拈	nim1	拈花惹草
拈	nim2	拈線
拉	lai1	
拋	pʰɛu1	
拌	pun6	
拍	pʰɐk7b	
拎	lɪŋ1	
拐	kwai2	
拑	kʰim4	
拒	kʰui1	
拓	tap8	拓本
拓	hɔk7b	
拔	pɐt8	
拖	hu1	
拘	kʰui1	
拙	tsit7b	骨折
拚	pʰun1	
招	tsiu1	
拜	pai1	
括	kʰut7b	
拭	sɪk7a	
拮	kit7b	
拯	tsʰɪŋ2	
拱	kʊŋ2	
拳	kʰin4	
拴	tsʰin4	
拴	san1	
拷	hɛu1	
拼	pʰɪŋ1	
拾	sɐp8	
拿	na4	
持	tsʰi4	
指	tsi2	
按	ʔun1	
挑	hau1	挑達
挑	hiu1	挑水
挖	wat7b	
挨	ʔai5	
挪	nu4	
挫	tsʰu1	
振	tsɐn1	
挺	hɪŋ1	
挽	wan1	
挾	hip7b	
捆	kʰun2	
捉	tsɔk7a	
捉	tsʊk7a	
捌	pɛt7b	
捏	nip8	
捐	kin1	
捕	pu6	
捧	pʰʊŋ2	
捨	sia2	
捩	lei6	
捩	lit8	捩手
据	kui1	
捱	ŋai4	
捲	kin2	
捷	tsit8	
捺	nat8	
掀	hin1	
掃	sau1	
掄	lɐn4	
授	siu6	
掉	tiu6	
掌	tsœŋ2	
掏	hau4	
掐	hap7b	
排	pʰai4	
掘	kut8	
掙	tsɐŋ1	掙脫
掙	tsɐŋ6	掙錢
掛	kwa1	
掛	kʰwa1	
掠	lœk8	
採	tsʰui2	
探	ham1	
掣	tsei1	
接	tsip7b	
控	hʊŋ1	
推	hui1	
掩	jam2	
措	tsʰu1	
掬	kʊk7a	
揀	kan2	
揆	kʰwi5	
揉	jiu4	
揍	tsou1	
描	miu4	
提	hei4	
插	tsʰap7b	
揖	jip7a	
揚	jœŋ4	
換	wun6	
揠	ʔat7b	
握	ʔɪk7a	
揣	tsʰin2	
揪	tsɐu1	
揭	kʰit7b	
揮	fi1	
援	wun4	
搆	kou1	
損	sun2	
搏	pɔk7b	
搓	tsʰu1	
搔	sau1	
搖	jau4	
搗	tau2	
搜	sou2	
搞	kɛu2	
搥	tsʰui4	
搧	sin1	
搬	pun1	
搭	tap7b	
搶	tsʰœŋ1	
搶	tsʰœŋ2	
摀	wu2	
摆	pai2	
摒	pɪŋ2	
摔	sɐt7a	
摘	tsɐk8	
摟	lɐu2	
摟	lou4	摟抱
摧	tsʰui1	
摩	mu1	
摯	tsi1	
摳	kʰou1	
摸	mu2	
摹	mu4	
摺	tsip7b	
摻	tsʰam1	
撅	kʰit7b	
撇	pʰit7b	
撈	lau1	撈麵
撈	lau2	撈頭
撈	lau4	打撈
撐	tsʰɐŋ1	
撒	sat7b	
撓	nau4	
撕	si1	
撞	tsɔŋ6	
撢	tan6	雞毛撢子
撤	tsʰit7b	
撥	put8	
撩	liu2	撩開
撩	liu4	撩動
撫	fu2	
播	pu1	
撮	tsʰut7b	
撰	tsan6	
撲	pʰɔk7b	
撼	hɐm6	
撿	kim2	
擁	jʊŋ2	
擂	lui4	
擄	lu1	
擅	sin6	
擇	tsɐk8	
擊	kɪk7a	
擋	tɔŋ1	摒擋
擋	tɔŋ2	阻擋
操	tsʰau1	
擎	kʰɪŋ4	
擒	kʰɐm4	
擔	tam1	
據	kui1	
擠	tsei1	
擢	tsɔk8	
擣	tau2	
擤	sɐŋ1	
擦	tsʰat7b	
擬	ji5	
擱	kɔk7b	
擲	tsɐk8	
擴	kʰwɐŋ1	
擺	pai2	
擻	sou1	擻火
擻	sou2	抖擻
擾	jau2	
攀	pʰan1	
攏	lʊŋ5	
攔	lan4	
攘	jœŋ4	攘除
攘	jœŋ5	擾攘
攙	tsʰam1	參加
攜	kʰwi4	
攝	sip7b	
攤	han1	
攪	kɛu2	
攬	lam2	
攬	lam5	
支	tsi1	
收	siu1	
攸	jiu4	
改	kui2	
攻	kʊŋ1	
放	fɐŋ1	
政	tsɪŋ1	
故	ku1	
效	hɛu6	
敏	mɐn1	
救	kɐu1	
敕	tsʰɪk7a	
敖	ŋau4	
敗	pai6	
敘	tsui6	
教	kɛu1	教室
敝	pei6	
敞	tsʰɔŋ2	
敢	kɐm2	
散	san1	散文
散	san2	散步
敦	tun1	
敬	kɛŋ1	敬惜，白讀
敬	kɪŋ1	尊敬
敲	hɛu1	
整	tsɪŋ2	
敵	tɪk8	
敷	fu1	
數	sɔk7b	數見不鮮
數	su1	數字
數	su2	數一下
斂	lim1	
斃	pei6	
文	mɐn4	
斐	fi2	
斑	pan1	
斕	lan4	
斗	tou2	
料	liu6	
斛	fʊk8	
斜	tsʰia4	
斟	tsɐm1	
斤	kɐn1	
斥	tsʰɪk7a	
斧	fu2	
斬	tsam2	
斯	si1	
新	sɐn1	
斷	tun6	診斷
斷	tun6	恩斷義絕
斷	hun1	斷咗
方	fɐŋ1	
於	ji1	
施	si1	
旁	pʰɔŋ4	
旅	lui5	
旋	sin4	
旋	sin6	
族	tsʊk8	
旗	kʰi4	
既	ki1	
日	jit8	
旦	tan1	
旨	tsi2	
早	tsau2	
旬	tsʰɐn4	
旭	jʊk7a	
旱	hun1	
旺	wɐŋ6	
昂	ŋɔŋ4	
昆	kʰun1	
昇	sɪŋ1	
昌	tsʰœŋ1	
明	mɛŋ4	明解，白讀
明	mɪŋ4	
昏	fun1	
易	ji6	容易
易	jɪk8	交易
昔	sɪk7a	
星	sɪŋ1	
映	jɛŋ2	放映，白讀
映	jɪŋ2	
春	tsʰɐn1	
昧	mui6	
昨	tsɔk8	
昭	tsʰiu1	
是	si6	
昱	jʊk7a	
晁	tsʰiu4	
時	si2	該時、恁時，變調
時	si4	
晃	fɐŋ2	
晉	tsɐn1	
晌	hœŋ2	
晏	ʔan1	
曬	sai1	
晚	man5	
晝	tsiu1	
晤	m6	
晦	fui1	
晨	sɐn4	
普	pʰu2	
景	kɪŋ2	
晰	sɪk7a	
晴	tsʰɛŋ4	晴水，白讀，天放晴
晴	tsʰɪŋ4	
晶	tsɪŋ1	
晷	kwi2	
智	tsi1	
晾	lɔŋ6	
暄	hin1	
暇	ha6	
暈	wun4	頭暈
暈	wun6	日暈
暉	fi1	
暑	si2	
暖	nun1	
暗	ʔɐm1	
暢	tsʰœŋ1	
暨	kʰi1	
暫	tsam6	
暮	mu6	
暱	nat7b	暱埋，躲藏
暱	nɪk7a	
暱	nɪk7a	暱名
暴	pau6	凶暴
暴	pʊk8	一暴十寒
曆	lɪk8	
曉	hiu2	
曙	si1	
曜	jau6	
曝	pʊk8	
曠	kʰwɐŋ1	
曦	hi1	
曰	jat8	
曰	jœk7b	
曲	kʰʊk7a	
曳	jai6	
更	kɪŋ1	
書	si1	
曹	tsʰau4	
曼	man6	
曾	tsʰɐŋ4	曾經
曾	tsɐŋ1	曾孫
替	hei1	
最	tsui1	
會	wui5	會游泳
會	wui6	會計
月	jat8	
月	jat9	
有	jiu1	
有	jiu6	十有一
朋	pʰɐŋ4	
服	fʊk8	
朔	sɔk7b	
朕	tsɐm6	
朗	lɔŋ5	
望	mɔŋ6	
朝	tsʰiu4	朝廷
朝	tsiau4	朝早
朝	tsiu1	朝夕
期	ki1	期年
期	kʰi4	日期
朦	mʊŋ4	
朧	lʊŋ4	
木	mʊk8	
木	mʊk9	變調
未	mi6	
末	mut8	
本	pun2	
札	tsat7b	
朮	sɐt8	
朱	tsi1	
朵	tu2	
朽	nɐu2	
杆	kun1	
杉	tsʰam1	
李	li2	姓氏
杏	hɐŋ6	
材	tsʰui4	
村	tsʰun1	
村	tsʰun5	
杖	tsœŋ6	
杜	tu6	
杞	ki2	
束	tsʰʊk7a	
杭	hɔŋ4	
杯	pui1	
杰	kit8	
東	tʊŋ1	
杳	miu1	
杵	tsʰi1	
杷	pʰa4	
杼	tsʰi1	
松	tsʰʊŋ4	
板	pan2	
枇	pʰi4	
枉	wɐŋ2	
析	sɪk7a	
枒	ŋa4	
枕	tsɐm1	枕戈待旦
枕	tsɐm2	枕頭
林	lɐm4	
枚	mui4	
果	kwa2	
枝	tsi1	
枯	fu1	
枳	tsi2	
枴	kwai2	
架	ka1	
架	ka5	變調
枷	ka1	
枸	kou2	
柄	pɛŋ1	
柄	pɪŋ2	
柏	pʰɐk7b	
柏	pʰɪk7a	柏樹
某	mou1	
柑	kɐm1	
柒	tsʰɐt7a	
染	jam1	
柔	jiu4	
柚	jiu6	
柢	tei2	
查	tsʰa4	檢查
查	tsa1	姓查
柯	fa1	
柯	kʰu1	
柯	ʔu1	
柱	tsʰi1	
柳	lɐu5	
柴	tsʰai4	
柵	tsʰɐk7b	木柵
柵	san1	柵極
柿	si2	柿餅
柿	si2	
柿	si5	
栓	san1	
栗	lɐt8	
校	kɛu1	校對
校	hɛu6	學校
栩	hui2	
株	tsi1	
核	hɐt8	
核	wut5	
核	wut8	
根	kɐn1	
格	kɐk9	
格	kɐk7b	
栽	tsui1	
桁	hɐŋ1	三桁瓦，地名
桁	pʰɐŋ1	三桁瓦，地名，連讀
桂	kwi1	
桃	hau4	
桅	wi4	
框	hɔŋ1	
案	ʔun1	
桌	tsʰœk7b	
桐	hʊŋ4	
桑	sɔŋ1	
桓	wun4	
桔	kɐt7a	桔梗
桔	kʰit7b	桔柣
桕	kʰɐu1	
桶	hʊŋ2	
桿	kun1	
梁	lœŋ4	
梅	mui4	
梓	tsi2	
梗	kɐŋ2	
梗	kwɐŋ2	
條	hiu4	
梢	sau1	
梧	m4	
梨	li4	
梭	su1	
梯	hei1	
械	hai6	
梳	su1	
梵	fan4	
棄	hi1	
棉	min4	
棋	kʰi4	
棍	kun1	
棒	pʰɐŋ5	
棕	tsʊŋ1	
棗	tsau2	
棘	kɪk7a	
棚	pʰɐŋ4	
棟	tʊŋ6	
棠	hɔŋ4	
棧	tsan6	
森	sɐm1	
棲	tsʰei1	
棵	fa2	
棺	kun1	
椅	ji2	
植	tsɪk8	
椎	tsʰui4	鐵椎
椎	tsui1	脊椎
椏	ʔa1	
椒	tsiu1	
椰	jia4	
楊	jœŋ4	
楓	fʊŋ1	
楔	sit7b	
楚	tsʰu2	
楞	lɪŋ4	楞角
楞	lɪŋ6	發楞
楠	nam4	
楣	mi4	
楨	tsɪŋ1	
業	jap8	
極	kɪk8	
楷	kai1	楷書
楷	kʰai2	楷模
概	kʰui1	
榆	ji4	
榔	lɔŋ4	
榕	jʊŋ4	
榜	pɔŋ2	
榨	tsa1	
榭	tsia6	
榮	wɪŋ4	
榴	lɐu4	
榻	hap7b	
構	kʰou1	
槌	tsʰui4	
槍	tsʰœŋ1	
槎	tsʰa4	
槐	wai4	
槓	kɔŋ1	
槳	tsœŋ2	
槽	tsʰau4	
槿	kɐn2	
樁	tsɔŋ1	
樂	lɔk8	快樂
樂	ŋau6	仁者樂山
樂	ŋɔk8	音樂
樅	tsʊŋ1	
樊	fan4	
樓	lou4	
標	piu1	
樞	si1	
樟	tsœŋ1	
模	mu4	
樣	jœŋ6	
樵	tsʰiu4	
樸	pʰɔk7b	
樹	si6	
樺	wa4	
橄	kam1	
橋	kʰiu4	
橘	kɐt7a	
橙	tsʰɐŋ4	
橛	kit8	兩橛
橛	kʰit7b	木橛子
機	ki1	
橡	tsœŋ6	
橢	hu1	
橫	wɐŋ4	
檀	han4	
檔	tɔŋ1	拍檔
檔	tɔŋ2	檔案
檜	kʰui2	
檢	kim2	
檬	mʊŋ1	
檯	hui4	
檳	pɐn1	
檸	nɪŋ5	
檻	lam6	
櫃	kwi6	
櫓	lu1	
櫚	lui4	
櫛	tsit7b	
櫥	tsʰi5	
櫥	tsʰui4	
櫸	kui2	
櫻	jɪŋ1	
欄	lan4	
權	kʰin4	
欖	lam2	
欖	lam5	
欠	him1	
次	si1	
欣	jin1	
欲	jʊk8	
欸	ʔai2	
欺	hi1	
欽	jim1	
款	fun2	
歇	hit7b	
歉	him1	
歌	ku1	
歎	han1	
歐	ʔou1	
歡	fun1	
止	tsi2	
正	tsɛŋ1	好正，白讀
正	tsɪŋ1	正月
此	tsʰi2	
步	pu6	
武	mu5	
歧	kʰi4	
歪	wai1	
歲	sui1	
歷	lɪk8	
歸	kwi1	
歹	tai2	
死	si2	
殃	jœŋ1	
殆	tui6	
殉	sɐn1	
殊	si4	
殖	tsɪk8	
殘	tsʰan4	
殫	tan1	
殮	lim6	
段	tun6	
殷	jin1	
殺	sai1	殺哀
殺	sat7b	殺敵
殼	hɔk7b	
殿	tin6	
毀	wi2	
毅	ŋei6	
毋	mu4	
母	mu2	
母	mu5	
每	mui1	
每	mui2	
每	mui5	
毒	tʊk8	
比	pi2	被動
毛	mau4	
毫	hau4	
毬	kʰɐu4	
毯	han2	
毽	kin1	
氈	tsin1	
氏	si6	姓氏
氏	tsi1	月氏
民	mɐn4	
氛	fun1	
氣	hi1	
氧	jœŋ5	
氫	hɪŋ1	
氯	lʊk8	
水	sui2	
永	wɪŋ5	
氾	fan6	
汀	hɪŋ1	
汁	tsɐp7a	
求	kʰɐu4	
汐	tsɪk8	
汗	hun4	可汗
汗	hun6	流汗
汙	wu1	
汝	ji1	
江	kɔŋ1	
池	tsʰi4	
污	wu1	
汪	wɐŋ1	
汰	hai1	
汲	kɐp8	
汲	kʰɐp8	
汲	kʰɐp7a	
汴	pin6	
決	kʰit7b	
汽	hi1	
沁	sɐm1	
沂	ji4	
沃	jʊk7a	
沈	sɐm2	
沉	tsʰɐm4	
沌	tun6	
沏	tsʰei1	
沐	mʊk8	
沒	mut8	
沓	tap8	
沖	tsʰʊŋ1	
沙	sa1	
沙	sa5	變調
沛	pʰui1	
沫	mut8	
沮	tsui1	沮水，水名
沮	tsui1	沮洳
沮	tsui2	沮喪
沱	hu4	
河	hu4	
沸	fi1	
油	jiu4	
治	tsi6	
沼	tsiu2	
沽	ku1	
沾	tsim1	
沿	jan4	
況	fɐŋ1	
泄	sit7b	
泉	tsʰin4	
泊	pɔk8	
泌	pi1	
法	fat7a	
法	fat7b	
泛	fan6	
泡	pʰau1	好多泡
泡	pʰɛu1	燈泡
泡	pʰɛu1	浸泡
波	pu1	
泣	jip7a	
泥	nei4	泥土
泥	ni6	拘泥
注	tsi1	
泰	hai1	
泳	wɪŋ6	
洄	wui4	
洋	jœŋ4	
洗	sai2	
洛	lɔk7b	
洞	tʊŋ6	
津	tsɐn1	
洩	jai6	洩洩
洩	sit7b	排洩
洪	hʊŋ4	
洱	ni2	
洱	ni6	
洲	tsiu1	
洶	hʊŋ1	
活	wut8	
洽	hɐp7a	
派	pʰai1	
派	pʰai2	老派新派
流	lɐu4	
浙	tsit7b	
浞	tsɔk8	
浣	wun2	
浦	pʰu2	
浩	hau6	
浪	lɔŋ4	滄浪
浪	lɔŋ6	波浪
浪	nɔŋ6	
浪	nɔŋ6	波浪（又音）
浮	fou4	
浴	jʊk8	
海	hui2	
浸	tsɐm1	
浹	tsip7b	
涂	hu4	
涇	kɪŋ1	
消	siu1	
涉	sip7b	
涓	kin1	
涔	sɐm4	
涕	hei1	
涯	ŋai4	
液	jɪk8	無射
涴	jan1	
涵	ham4	
涸	kʰɔk7b	
涼	lœŋ4	
淅	sɪk7a	
淆	ŋau4	
淇	kʰi4	
淋	lɐm4	
淌	hɔŋ2	
淑	sʊk8	
淒	tsʰei1	
淘	hau4	
淙	tsʊŋ1	
淚	lui6	
淡	tam6	冷淡
淡	ham1	好淡
淨	tsɛŋ6	乾淨，白讀
淨	tsɪŋ6	
淪	lɐn4	
淫	jim4	
淬	sui6	
淮	wai4	
深	sɐm1	
淳	sɐn4	
淵	jan1	
混	wun6	
淹	jam1	
淺	tsʰin2	
添	him1	
清	tsʰɛŋ1	水清，白讀
清	tsʰɪŋ1	
渙	wun6	
減	kɛm2	
渝	ji4	
渠	kʰui4	
渡	tu6	
渣	tsa1	
渤	put8	
渥	ʔɪk7a	
渦	kwa1	渦河
渦	wa1	漩渦
測	tsʰɐk7b	
渭	wi6	
港	kʰɔŋ2	
渲	sin1	
渴	hut7b	
游	jiu4	
渺	miu5	
渾	wun4	渾人，雄渾
渾	wun6	
湃	pai1	
湊	tsʰou1	
湍	tsʰun2	
湖	wu4	
湘	sœŋ1	
湛	tsam1	
湧	jʊŋ2	
湯	hɔŋ1	
湲	wun4	
溉	kʰui1	
源	jan4	
準	tsɐn2	
溜	lɐu6	
溝	kʰou1	
溢	jit8	
溪	kʰei1	
溫	wun1	
溯	su1	
溶	jʊŋ4	
溺	nɪk8	溺死
溺	niu6	便溺
溼	sɐp7a	
滂	pʰɔŋ4	
滄	tsʰɔŋ1	
滅	mit8	
滋	tsi1	
滌	tɪk8	
滑	kut7a	滑稽
滑	wɛt8	光滑
滔	hau1	
滬	wu6	
滯	tsei6	
滲	sɐm1	
滴	tɛk7b	滴水，白讀
滴	tɪk8	
滷	lu1	
滸	wu2	
滾	kun2	
滿	mun2	
漁	ji4	
漂	pʰiu1	
漆	tsʰɐt7a	
漉	lʊk7a	
漏	lou6	
漓	li4	
演	jan2	
漠	mɔk8	
漢	hun1	
漣	lin4	
漩	sin4	
漪	ji1	
漫	man6	
漬	tsi1	
漱	sou1	
漲	tsœŋ1	
漳	tsœŋ1	
漸	tsim1	漸車帷裳
漸	tsim6	逐漸
漾	jœŋ6	
漿	tsœŋ1	
潁	wɪŋ6	
潑	pʰut7b	
潔	kit7a	
潔	kit7b	
潘	pʰun1	
潛	tsʰim4	
潢	wɐŋ4	
潤	jin6	
潦	liu5	
潭	ham4	
潮	tsʰiau4	地名
潮	tsʰiu4	
潰	kʰui2	
潺	san4	
澀	sap7b	
澄	tsʰɪŋ4	
澆	kiu1	
澈	tsʰit7b	
澎	pʰɐŋ4	
澗	kan1	
澗	kan2	地名，石澗
澡	tsʰau1	
澤	tsɐk8	
澱	tin6	
澳	ʔau1	
澹	tam6	
激	kɪk7a	
濁	tsʊk8	
濃	nʊŋ4	
濕	sɐp7a	
濘	nɪŋ6	
濛	mʊŋ4	
濟	tsei1	救濟
濤	hau4	
濫	lam6	
濯	tsɔk8	
濱	pɐn1	
濺	tsin1	濺濺
濺	tsin6	飛濺
濾	lui6	
瀆	tʊk8	
瀉	sia1	
瀏	lɐu4	
瀑	pʊk8	
瀕	pʰɐn4	
瀚	hun6	
瀝	lɛk8	大瀝，地名
瀝	lɛk7b	瀝乾
瀝	lɪk8	瀝乾
瀟	siu1	
瀰	mi4	
瀰	ni4	
瀾	lan4	
灌	kun1	
灑	sa2	
灘	han1	
灣	wan1	
灣	wan4	南灣，地名
火	fa2	
灰	fui1	
灶	tsau1	
灸	kɐu1	
灼	tsœk7b	
災	tsui1	
炊	tsʰui1	
炎	jam4	
炒	tsʰau2	
炕	hɔŋ1	
炕	kʰɔŋ1	
炙	tsɛk7b	
炫	jan5	
炬	kui6	
炭	han1	
炮	pʰau1	
炯	kwɪŋ2	
炳	pɪŋ2	
炸	tsa1	
烈	lit8	
烊	jœŋ4	
烏	wu1	
烘	hʊŋ1	
烙	lɔk7b	
烤	hɛu1	
烯	hi1	
烷	jan4	
烹	pʰɐŋ1	
烽	fʊŋ1	
焉	jan1	焉知非福
焉	jan4	心不在焉
焙	pui6	
焚	fun4	
無	mu4	
焦	tsiu1	
焰	jam6	
然	jan4	
煉	lin6	
煌	wɐŋ4	
煎	tsin1	
煒	wi2	
煒	wi5	
煙	jan1	
煞	sat7b	
煤	mui4	
煥	wun6	
煦	hui2	
照	tsiu1	
煩	fan4	
煮	tsi2	
煲	pau1	
煲	pau5	煲仔，變調
煽	sin1	
熄	sɪk7a	
熊	hʊŋ4	
熊	jʊŋ4	人熊，白讀，傳說中的怪物
熔	jʊŋ4	
熙	hi1	
熟	sʊk8	
熨	hɔŋ1	
熨	wut7a	熨貼
熬	ŋau4	
熱	jat8	
熹	hi1	
熾	tsʰi1	
燃	jan4	
燄	jam6	
燈	tɪŋ1	
燉	tun6	
燎	liu4	
燒	siu1	
燕	jan1	燕子
燙	hɔŋ1	
燜	mun6	
營	jɪŋ4	
燠	jʊk2	
燥	tsʰau1	
燦	tsʰan1	
燭	tsʊk7a	
燹	sin2	
燻	fun1	
爆	pɛu1	
爍	sœk7b	
爐	lu4	
爛	lan6	
爪	tsau2	
爬	pʰa4	
爭	tsɐŋ1	
爲	wi4	人爲
爲	wi6	爲何
爵	tsœk7a	
父	fu6	
爸	pa5	
爹	tia1	
爺	jia4	
爽	sɔŋ2	
爾	ji5	
牆	tsʰœŋ4	
片	pʰin1	
版	pan2	
牌	pʰai4	
牙	ŋa4	
牙	ŋa5	變調
牚	tsʰɐŋ1	
牛	ŋou4	
牟	mou4	
牠	ha1	
牡	mau5	
牢	lau4	
牧	mʊk8	
物	mɐt8	
牲	sɐŋ1	
牴	tei2	
特	tɪk8	
牽	hin1	
犀	sei1	
犁	lei4	
犄	ki1	
犢	tʊk8	
犧	hi1	
犬	hin2	
犯	fan6	
狀	tsɔŋ6	
狂	kʰwɐŋ4	
狄	tɪk8	
狐	wu4	
狗	kou2	
狠	hɐn2	
狡	kɛu2	
狩	siu1	
狸	li4	
狹	hap8	
狼	lɔŋ4	
狽	pui1	
猖	tsʰœŋ1	
猙	tsɐŋ1	
猛	mɐŋ2	發猛（發脾氣）
猛	mɐŋ5	
猜	tsʰai2	
猝	tsʰut7a	
猝	tsut7a	
猩	sɪŋ1	
猴	hou4	
猶	jiu4	
猾	wɛt8	
猿	jan4	
獄	jʊk8	
獅	si1	
獎	tsœŋ2	
獗	kʰit7b	
獨	tʊk8	
獰	nɪŋ4	
獲	wɐk8	
獵	lip8	
獷	kwɐŋ2	
獷	kʰwɐŋ1	
獸	sou1	
獺	tsʰat7b	
獻	hin1	
獼	mi4	
獼	ni4	
玄	jan4	
率	lɐt8	
率	sɐt7a	率領
玉	jʊk8	
王	wɐŋ4	國王
王	wɐŋ6	王天下
玖	kɐu2	
玩	wan2	去玩
玩	wun6	玩弄
玫	mui4	
玲	lɪŋ4	
玷	tim1	
玻	pu1	
珀	pʰɐk7b	
珊	san1	
珍	tsɐn1	
珠	tsi1	
班	pan1	
珮	pʰui1	
現	jan6	
球	kʰɐu4	
琅	lɔŋ4	
理	li5	
琇	sɐu1	
琉	lɐu4	
琢	tœk7b	
琥	fu2	
琦	kʰi4	
琪	kʰi4	
琳	lɐm4	
琴	kʰɐm4	
琵	pʰi4	
琶	pʰa4	
瑋	wi2	
瑋	wi5	
瑕	ha4	
瑙	nau2	
瑚	wu4	
瑛	jɪŋ1	
瑜	ji4	
