	字	IPA	吴拼	注释	声母	韵母	调值	吴拼声	吴拼韵	调类	原注	校注	多音字
3034	吊	tyœ⁵³			t	yœ	⁵³			5			
3035	挑	tʰyœ⁴⁴			tʰ	yœ	⁴⁴			1			
3036	跳	tʰyœ⁵³			tʰ	yœ	⁵³			5			
3037	粜	tʰyœ⁵³			tʰ	yœ	⁵³			5			
3038	帖	tʰyœ⁴²⁴			tʰ	yœ	⁴²⁴			7			
3039	贴	tʰyœ⁴²⁴			tʰ	yœ	⁴²⁴			7			
3040	条	dɦyœ³¹			dɦ	yœ	³¹			2			
3041	□	dɦyœ³¹		走，去【按】或为“趒”	dɦ	yœ	³¹			2	走，去	【按】或为“趒”	127
3042	调	dɦyœ²¹²			dɦ	yœ	²¹²			6			
3043	掉	dɦyœ²¹²			dɦ	yœ	²¹²			6			
3044	叠	dɦyœ³¹³			dɦ	yœ	³¹³			8			
3045	碟	dɦyœ³¹³			dɦ	yœ	³¹³			8			
3046	牒	dɦyœ³¹³			dɦ	yœ	³¹³			8			
3047	蝶	dɦyœ³¹³			dɦ	yœ	³¹³			8			
3048	谍	dɦyœ³¹³			dɦ	yœ	³¹³			8			
3049	了	lyœ³⁵			l	yœ	³⁵			3			
3050	□	lyœ³⁵		狗~~：狗尾草	l	yœ	³⁵			3	狗~~：狗尾草		127
3051	□	lyœ³⁵		~箸=：干净	l	yœ	³⁵			3	~箸=：干净		127
3052	猎	lyœ⁴²⁴		1	l	yœ	⁴²⁴			7	1		2
3053	略	lyœ⁴²⁴		1	l	yœ	⁴²⁴			7	1		2
3054	掠	lyœ⁴²⁴		1	l	yœ	⁴²⁴			7	1		2
3055	□	lyœ⁴²⁴		水=~：夸	l	yœ	⁴²⁴			7	水=~：夸		127
3056	料	lɦyœ²¹²			lɦ	yœ	²¹²			6			
3057	廖	lɦyœ²¹²		姓	lɦ	yœ	²¹²			6	姓		
3058	燎	lɦyœ²¹²			lɦ	yœ	²¹²			6			
3059	疗	lɦyœ²¹²			lɦ	yœ	²¹²			6			
3060	聊	lɦyœ²¹²			lɦ	yœ	²¹²			6			
3061	辽	lɦyœ²¹²			lɦ	yœ	²¹²			6			
3062	撩	lɦyœ²¹²		撩起来	lɦ	yœ	²¹²			6	撩起来		
3063	寥	lɦyœ²¹²			lɦ	yœ	²¹²			6			
3064	猎	lɦyœ³¹³		2	lɦ	yœ	³¹³			8	2		2
3065	略	lɦyœ³¹³		2	lɦ	yœ	³¹³			8	2		2
3066	掠	lɦyœ³¹³		2	lɦ	yœ	³¹³			8	2		2
3067	□	lɦyœ³¹³		2。水=~：夸	lɦ	yœ	³¹³			8	2。水=~：夸		127
3068	焦	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3069	蕉	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3070	椒	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3071	朝	tʃyœ⁴⁴		明~	tʃ	yœ	⁴⁴			1	明~		2
3072	昭	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3073	招	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3074	沼	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3075	骄	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3076	娇	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3077	浇	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3078	绢	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3079	捐	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3080	专	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3081	砖	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3082	矫	tʃyœ⁴⁴			tʃ	yœ	⁴⁴			1			
3083	照	tʃyœ⁵³			tʃ	yœ	⁵³			5			
3084	叫	tʃyœ⁵³			tʃ	yœ	⁵³			5			
3085	着	tʃyœ⁴²⁴		1。穿：~衣裳	tʃ	yœ	⁴²⁴			7	1。穿：~衣裳		3
3086	斫	tʃyœ⁴²⁴		砍	tʃ	yœ	⁴²⁴			7	砍		
3087	缲	tʃʰyœ⁴⁴			tʃʰ	yœ	⁴⁴			1			
3088	超	tʃʰyœ⁴⁴			tʃʰ	yœ	⁴⁴			1			
3089	铲	tʃʰyœ⁴⁴		2	tʃʰ	yœ	⁴⁴			1	2		2
3090	雀	tʃʰyœ⁴²⁴			tʃʰ	yœ	⁴²⁴			7			
3091	鹊	tʃʰyœ⁴²⁴			tʃʰ	yœ	⁴²⁴			7			
3092	朝	dʒɦyœ³¹		~代	dʒɦ	yœ	³¹			2	~代		2
3093	潮	dʒɦyœ³¹			dʒɦ	yœ	³¹			2			
3094	乔	dʒɦyœ³¹			dʒɦ	yœ	³¹			2			
3095	侨	dʒɦyœ³¹			dʒɦ	yœ	³¹			2			
3096	桥	dʒɦyœ³¹			dʒɦ	yœ	³¹			2			
3097	荞	dʒɦyœ³¹			dʒɦ	yœ	³¹			2			
3098	椽	dʒɦyœ³¹			dʒɦ	yœ	³¹			2			2
3099	赵	dʒɦyœ¹³			dʒɦ	yœ	¹³			4			
3100	兆	dʒɦyœ¹³			dʒɦ	yœ	¹³			4			
3101	召	dʒɦyœ²¹²			dʒɦ	yœ	²¹²			6			
3102	轿	dʒɦyœ²¹²			dʒɦ	yœ	²¹²			6			
3103	着	dʒɦyœ³¹³		2。时态助词	dʒɦ	yœ	³¹³			8	2。时态助词		3
3104	悄	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3105	消	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3106	宵	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3107	霄	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3108	硝	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3109	销	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3110	烧	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3111	嚣	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3112	箫	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3113	萧	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3114	梢	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3115	捎	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3116	稍	ʃyœ⁴⁴			ʃ	yœ	⁴⁴			1			
3117	小	ʃyœ³⁵			ʃ	yœ	³⁵			3			
3118	少	ʃyœ³⁵			ʃ	yœ	³⁵			3			
3119	晓	ʃyœ³⁵			ʃ	yœ	³⁵			3			
3120	笑	ʃyœ⁵³			ʃ	yœ	⁵³			5			
3121	鞘	ʃyœ⁵³			ʃ	yœ	⁵³			5			
3122	削	ʃyœ⁴²⁴			ʃ	yœ	⁴²⁴			7			
3123	闪	ʃyœ⁴²⁴		~龙：闪电	ʃ	yœ	⁴²⁴			7	~龙：闪电		2
3124	浓	ɲɦyœ³¹		1	ɲɦ	yœ	³¹			2	1		3
3125	绕	ɲɦyœ²¹²		~线，~脚	ɲɦ	yœ	²¹²			6	~线，~脚		2
3126	妖	yœ⁴⁴				yœ	⁴⁴			1			
3127	邀	yœ⁴⁴				yœ	⁴⁴			1			
3128	腰	yœ⁴⁴				yœ	⁴⁴			1			
3129	吆	yœ⁴⁴		~喝		yœ	⁴⁴			1	~喝		
3130	扰	yœ³⁵				yœ	³⁵			3			
3131	绕	yœ³⁵		围~		yœ	³⁵			3	围~		2
3132	舀	yœ³⁵				yœ	³⁵			3			
3133	要	yœ⁵³				yœ	⁵³			5			
3134	摇	jɦyœ³¹			jɦ	yœ	³¹			2			
3135	谣	jɦyœ³¹			jɦ	yœ	³¹			2			
3136	窑	jɦyœ³¹			jɦ	yœ	³¹			2			
3137	韶	jɦyœ²¹²		~关	jɦ	yœ	²¹²			6	~关		
3138	绍	jɦyœ²¹²			jɦ	yœ	²¹²			6			
3139	邵	jɦyœ²¹²			jɦ	yœ	²¹²			6			
3140	姚	jɦyœ²¹²			jɦ	yœ	²¹²			6			
3141	勺	jɦyœ³¹³			jɦ	yœ	³¹³			8			
3142	芍	jɦyœ³¹³			jɦ	yœ	³¹³			8			
3143	噍	jɦyœ³¹³		牛倒噍	jɦ	yœ	³¹³			8	牛倒噍		
3144	嚼	jɦyœ³¹³			jɦ	yœ	³¹³			8			2
3145	奔	paŋ⁴⁴			p	aŋ	⁴⁴			1			
3146	錛	paŋ⁴⁴			p	aŋ	⁴⁴			1			
3147	本	paŋ³⁵			p	aŋ	³⁵			3			
3148	畚	paŋ³⁵			p	aŋ	³⁵			3			
3149	粪	paŋ⁵³		1	p	aŋ	⁵³			5	1		2
3150	喷	pʰaŋ⁴⁴		~水	pʰ	aŋ	⁴⁴			1	~水		2
3151	喷	pʰaŋ⁵³		~香，~嚏	pʰ	aŋ	⁵³			5	~香，~嚏		2
3152	塳	bɦaŋ³¹			bɦ	aŋ	³¹			2			
3153	笨	bɦaŋ²¹²			bɦ	aŋ	²¹²			6			
3154	门	maŋ³⁵		1。~前	m	aŋ	³⁵			3	1。~前		2
3155	门	mɦaŋ³¹		2	mɦ	aŋ	³¹			2	2		2
3156	蚊	mɦaŋ³¹		1	mɦ	aŋ	³¹			2	1		2
3157	明	mɦaŋ³¹		~年，~朝	mɦ	aŋ	³¹			2	~年，~朝		2
3158	闷	mɦaŋ²¹²			mɦ	aŋ	²¹²			6			
3159	忘	mɦaŋ²¹²		2。~记	mɦ	aŋ	²¹²			6	2。~记		2
3160	分	faŋ⁴⁴		~开	f	aŋ	⁴⁴			1	~开		
3161	芬	faŋ⁴⁴			f	aŋ	⁴⁴			1			
3162	纷	faŋ⁴⁴			f	aŋ	⁴⁴			1			
3163	粉	faŋ³⁵			f	aŋ	³⁵			3			
3164	粪	faŋ⁵³		2	f	aŋ	⁵³			5	2		2
3165	奋	faŋ⁵³			f	aŋ	⁵³			5			
3166	□	vaŋ⁴⁴		蹲	v	aŋ	⁴⁴			1	蹲		127
3167	坟	vɦaŋ³¹			vɦ	aŋ	³¹			2			
3168	文	vɦaŋ³¹			vɦ	aŋ	³¹			2			
3169	纹	vɦaŋ³¹			vɦ	aŋ	³¹			2			
3170	蚊	vɦaŋ³¹			vɦ	aŋ	³¹			2			2
3171	闻	vɦaŋ³¹			vɦ	aŋ	³¹			2			
3172	焚	vɦaŋ¹³			vɦ	aŋ	¹³			4			
3173	愤	vɦaŋ¹³			vɦ	aŋ	¹³			4			
3174	忿	vɦaŋ¹³			vɦ	aŋ	¹³			4			
3175	吻	vɦaŋ¹³			vɦ	aŋ	¹³			4			
3176	刎	vɦaŋ¹³			vɦ	aŋ	¹³			4			
3177	馄	vɦaŋ²¹²			vɦ	aŋ	²¹²			6			
3178	浑	vɦaŋ²¹²			vɦ	aŋ	²¹²			6			
3179	混	vɦaŋ²¹²			vɦ	aŋ	²¹²			6			
3180	份	vɦaŋ²¹²			vɦ	aŋ	²¹²			6			
3181	问	vɦaŋ²¹²			vɦ	aŋ	²¹²			6			
3182	登	taŋ⁴⁴			t	aŋ	⁴⁴			1			
3183	灯	taŋ⁴⁴			t	aŋ	⁴⁴			1			
3184	肫	taŋ⁴⁴		1。鸡~	t	aŋ	⁴⁴			1	1。鸡~		2
3185	等	taŋ³⁵			t	aŋ	³⁵			3			
3186	丼	taŋ³⁵		酒~：酒靥	t	aŋ	³⁵			3	酒~：酒靥		
3187	顿	taŋ⁵³			t	aŋ	⁵³			5			
3188	托	taŋ⁵³			t	aŋ	⁵³			5			2
3189	凳	taŋ⁵³			t	aŋ	⁵³			5			
3190	鐙	taŋ⁵³			t	aŋ	⁵³			5			
3191	□	tʰaŋ⁴⁴		凸	tʰ	aŋ	⁴⁴			1	凸		127
3192	瞪	tʰaŋ⁵³			tʰ	aŋ	⁵³			5			
3193	腾	dɦaŋ³¹			dɦ	aŋ	³¹			2			
3194	誊	dɦaŋ³¹			dɦ	aŋ	³¹			2			
3195	藤	dɦaŋ³¹			dɦ	aŋ	³¹			2			
3196	疼	dɦaŋ³¹			dɦ	aŋ	³¹			2			
3197	邓	dɦaŋ³¹			dɦ	aŋ	³¹			2			
3198	饨	dɦaŋ³¹			dɦ	aŋ	³¹			2			
3199	断	dɦaŋ¹³			dɦ	aŋ	¹³			4			2
3200	𥫱	dɦaŋ²¹²		丢	dɦ	aŋ	²¹²			6	丢		
3201	能	nɦaŋ³¹			nɦ	aŋ	³¹			2			
3202	人	nɦaŋ³¹		种田~：农民	nɦ	aŋ	³¹			2	种田~：农民		2
3203	暖	nɦaŋ¹³		2	nɦ	aŋ	¹³			4	2		2
3204	卵	laŋ³⁵		2	l	aŋ	³⁵			3	2		2
3205	仑	lɦaŋ³¹			lɦ	aŋ	³¹			2			
3206	伦	lɦaŋ³¹			lɦ	aŋ	³¹			2			
3207	沦	lɦaŋ³¹			lɦ	aŋ	³¹			2			
3208	轮	lɦaŋ³¹			lɦ	aŋ	³¹			2			
3209	楞	lɦaŋ³¹			lɦ	aŋ	³¹			2			
3210	薐	lɦaŋ³¹		菠~菜	lɦ	aŋ	³¹			2	菠~菜		
3211	针	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3212	津	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3213	珍	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3214	榛	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3215	臻	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3216	真	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3217	诊	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3218	疹	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3219	曾	tsaŋ⁴⁴		姓	ts	aŋ	⁴⁴			1	姓		2
3220	增	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3221	憎	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3222	蹭	tsaŋ⁴⁴			ts	aŋ	⁴⁴			1			
3223	斟	tsaŋ³⁵			ts	aŋ	³⁵			3			
3224	枕	tsaŋ³⁵			ts	aŋ	³⁵			3			
3225	浸	tsaŋ⁵³			ts	aŋ	⁵³			5			2
3226	进	tsaŋ⁵³			ts	aŋ	⁵³			5			
3227	晋	tsaŋ⁵³			ts	aŋ	⁵³			5			
3228	镇	tsaŋ⁵³			ts	aŋ	⁵³			5			
3229	振	tsaŋ⁵³			ts	aŋ	⁵³			5			
3230	震	tsaŋ⁵³			ts	aŋ	⁵³			5			
3231	亲	tsʰaŋ⁴⁴			tsʰ	aŋ	⁴⁴			1			
3232	浸	tsʰaŋ⁵³			tsʰ	aŋ	⁵³			5			2
3233	寝	tsʰaŋ⁵³			tsʰ	aŋ	⁵³			5			
3234	趁	tsʰaŋ⁵³			tsʰ	aŋ	⁵³			5			
3235	衬	tsʰaŋ⁵³			tsʰ	aŋ	⁵³			5			
3236	沉	dzɦaŋ³¹			dzɦ	aŋ	³¹			2			
3237	陈	dzɦaŋ³¹			dzɦ	aŋ	³¹			2			
3238	尘	dzɦaŋ³¹			dzɦ	aŋ	³¹			2			
3239	臣	dzɦaŋ³¹			dzɦ	aŋ	³¹			2			
3240	阵	dzɦaŋ²¹²			dzɦ	aŋ	²¹²			6			
3241	慎	dzɦaŋ²¹²			dzɦ	aŋ	²¹²			6			
3242	心	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3243	森	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3244	参	saŋ⁴⁴		人~	s	aŋ	⁴⁴			1	人~		2
3245	深	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3246	辛	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3247	新	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3248	薪	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3249	身	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3250	申	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3251	伸	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3252	僧	saŋ⁴⁴			s	aŋ	⁴⁴			1			
3253	沈	saŋ³⁵			s	aŋ	³⁵			3			
3254	审	saŋ³⁵			s	aŋ	³⁵			3			
3255	婶	saŋ³⁵			s	aŋ	³⁵			3			
3256	讯	saŋ³⁵			s	aŋ	³⁵			3			
3257	冗	saŋ³⁵			s	aŋ	³⁵			3			
3258	迅	saŋ³⁵			s	aŋ	³⁵			3			
3259	信	saŋ⁵³			s	aŋ	⁵³			5			
3260	寻	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3261	岑	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3262	秦	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3263	神	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3264	娠	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3265	辰	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3266	晨	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3267	人	zɦaŋ³¹		工~	zɦ	aŋ	³¹			2	工~		2
3268	仁	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3269	层	zɦaŋ³¹			zɦ	aŋ	³¹			2			
3270	葚	zɦaŋ¹³		桑~	zɦ	aŋ	¹³			4	桑~		
3271	甚	zɦaŋ¹³			zɦ	aŋ	¹³			4			
3272	尽	zɦaŋ¹³			zɦ	aŋ	¹³			4			
3273	肾	zɦaŋ¹³			zɦ	aŋ	¹³			4			
3274	任	zɦaŋ²¹²		责~	zɦ	aŋ	²¹²			6	责~		2
3275	曾	zɦaŋ²¹²		曾经	zɦ	aŋ	²¹²			6	曾经		2
3276	赠	zɦaŋ²¹²			zɦ	aŋ	²¹²			6			
3277	今	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			2
3278	金	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3279	襟	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3280	巾	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3281	斤	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3282	筋	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3283	京	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3284	荆	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3285	惊	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3286	经	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3287	茎	tʃaŋ⁴⁴			tʃ	aŋ	⁴⁴			1			
3288	锦	tʃaŋ³⁵			tʃ	aŋ	³⁵			3			
3289	紧	tʃaŋ³⁵			tʃ	aŋ	³⁵			3			
3290	境	tʃaŋ³⁵			tʃ	aŋ	³⁵			3			
3291	景	tʃaŋ³⁵			tʃ	aŋ	³⁵			3			
3292	警	tʃaŋ³⁵			tʃ	aŋ	³⁵			3			
3293	颈	tʃaŋ³⁵			tʃ	aŋ	³⁵			3			
3294	径	tʃaŋ³⁵		捷~	tʃ	aŋ	³⁵			3	捷~		
3295	禁	tʃaŋ⁵³			tʃ	aŋ	⁵³			5			
3296	劲	tʃaŋ⁵³			tʃ	aŋ	⁵³			5			
3297	敬	tʃaŋ⁵³			tʃ	aŋ	⁵³			5			
3298	竟	tʃaŋ⁵³			tʃ	aŋ	⁵³			5			
3299	镜	tʃaŋ⁵³			tʃ	aŋ	⁵³			5			
3300	钦	tʃʰaŋ⁴⁴			tʃʰ	aŋ	⁴⁴			1			
3301	卿	tʃʰaŋ⁴⁴			tʃʰ	aŋ	⁴⁴			1			
3302	轻	tʃʰaŋ⁴⁴			tʃʰ	aŋ	⁴⁴			1			
3303	磬	tʃʰaŋ⁴⁴			tʃʰ	aŋ	⁴⁴			1			
3304	庆	tʃʰaŋ⁵³			tʃʰ	aŋ	⁵³			5			
3305	琴	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3306	禽	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3307	擒	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3308	妗	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3309	勤	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3310	擎	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3311	鲸	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3312	芹	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3313	竞	dʒɦaŋ³¹			dʒɦ	aŋ	³¹			2			
3314	赚	dʒɦaŋ¹³			dʒɦ	aŋ	¹³			4			
3315	近	dʒɦaŋ¹³			dʒɦ	aŋ	¹³			4			
3316	谨	dʒɦaŋ²¹²			dʒɦ	aŋ	²¹²			6			
3317	仅	dʒɦaŋ²¹²			dʒɦ	aŋ	²¹²			6			
3318	欣	ʃaŋ⁴⁴			ʃ	aŋ	⁴⁴			1			
3319	兴	ʃaŋ⁴⁴		兴旺	ʃ	aŋ	⁴⁴			1	兴旺		2
3320	馨	ʃaŋ⁴⁴			ʃ	aŋ	⁴⁴			1			
3321	衅	ʃaŋ⁵³			ʃ	aŋ	⁵³			5			
3322	兴	ʃaŋ⁵³		高兴	ʃ	aŋ	⁵³			5	高兴		2
3323	吟	ɲɦaŋ³¹			ɲɦ	aŋ	³¹			2			
3324	银	ɲɦaŋ³¹			ɲɦ	aŋ	³¹			2			
3325	凝	ɲɦaŋ³¹		汤凝成冻了	ɲɦ	aŋ	³¹			2	汤凝成冻了		
3326	迎	ɲɦaŋ³¹			ɲɦ	aŋ	³¹			2			
3327	宁	ɲɦaŋ³¹		安~，~可	ɲɦ	aŋ	³¹			2	安~，~可		
3328	妊	ɲɦaŋ³¹			ɲɦ	aŋ	³¹			2			
3329	忍	ɲɦaŋ¹³			ɲɦ	aŋ	¹³			4			
3330	壬	ɲɦaŋ²¹²			ɲɦ	aŋ	²¹²			6			
3331	任	ɲɦaŋ²¹²		姓	ɲɦ	aŋ	²¹²			6	姓		2
3332	赁	ɲɦaŋ²¹²			ɲɦ	aŋ	²¹²			6			
3333	紝	ɲɦaŋ²¹²			ɲɦ	aŋ	²¹²			6			
3334	刃	ɲɦaŋ²¹²			ɲɦ	aŋ	²¹²			6			
3335	认	ɲɦaŋ²¹²			ɲɦ	aŋ	²¹²			6			
3336	韧	ɲɦaŋ²¹²			ɲɦ	aŋ	²¹²			6			
3337	跟	kaŋ⁴⁴			k	aŋ	⁴⁴			1			
3338	昆	kaŋ⁴⁴			k	aŋ	⁴⁴			1			
3339	滚	kaŋ³⁵			k	aŋ	³⁵			3			
3340	□	kaŋ³⁵		咙~：喉咙	k	aŋ	³⁵			3	咙~：喉咙		127
3341	棍	kaŋ⁵³			k	aŋ	⁵³			5			
3342	□	kaŋ⁵³		骂	k	aŋ	⁵³			5	骂		127
3343	坤	kʰaŋ⁴⁴			kʰ	aŋ	⁴⁴			1			
3344	啃	kʰaŋ⁴⁴			kʰ	aŋ	⁴⁴			1			2
3345	捆	kʰaŋ³⁵			kʰ	aŋ	³⁵			3			
3346	肯	kʰaŋ³⁵			kʰ	aŋ	³⁵			3			
3347	□	kʰaŋ³⁵		埯	kʰ	aŋ	³⁵			3	埯		127
3348	啃	kʰaŋ³⁵		龈	kʰ	aŋ	³⁵			3	龈		2
3349	垦	kʰaŋ³⁵			kʰ	aŋ	³⁵			3			
3350	恳	kʰaŋ³⁵			kʰ	aŋ	³⁵			3			
3351	困	kʰaŋ⁵³			kʰ	aŋ	⁵³			5			2
3352	□	ɡɦaŋ¹³		~脓：溃脓	ɡɦ	aŋ	¹³			4	~脓：溃脓		127
3353	很	haŋ³⁵			h	aŋ	³⁵			3			
3354	夯	haŋ⁵³			h	aŋ	⁵³			5			2
3355	恒	ɦaŋ³¹			ɦ	aŋ	³¹			2			
3356	恨	ɦaŋ²¹²			ɦ	aŋ	²¹²			6			
3357	音	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3358	阴	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3359	荫	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3360	因	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3361	姻	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3362	泅	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3363	殷	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3364	应	jaŋ⁴⁴		~当，~用	j	aŋ	⁴⁴			1	~当，~用		2
3365	鹰	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3366	蝇	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3367	英	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3368	婴	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3369	缨	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3370	道	jaŋ⁴⁴			j	aŋ	⁴⁴			1			2
3371	鹦	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3372	樱	jaŋ⁴⁴			j	aŋ	⁴⁴			1			
3373	饮	jaŋ³⁵			j	aŋ	³⁵			3			
3374	引	jaŋ³⁵			j	aŋ	³⁵			3			
3375	隐	jaŋ³⁵			j	aŋ	³⁵			3			
3376	尹	jaŋ³⁵			j	aŋ	³⁵			3			
3377	影	jaŋ³⁵			j	aŋ	³⁵			3			
3378	映	jaŋ³⁵			j	aŋ	³⁵			3			
3379	印	jaŋ⁵³			j	aŋ	⁵³			5			
3380	应	jaŋ⁵³		~对，响~	j	aŋ	⁵³			5	~对，响~		2
3381	淫	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3382	寅	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3383	盈	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3384	羸	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3385	形	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3386	型	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3387	刑	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3388	颖	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3389	孕	jɦaŋ³¹			jɦ	aŋ	³¹			2			
3390	彬	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3391	宾	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3392	槟	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3393	殡	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3394	鬓	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3395	冰	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3396	兵	peŋ⁴⁴			p	eŋ	⁴⁴			1			
3397	禀	peŋ³⁵			p	eŋ	³⁵			3			
3398	丙	peŋ³⁵			p	eŋ	³⁵			3			
3399	秉	peŋ³⁵			p	eŋ	³⁵			3			
3400	饼	peŋ³⁵			p	eŋ	³⁵			3			
3401	柄	peŋ⁵³			p	eŋ	⁵³			5			
3402	并	peŋ⁵³		1。合并	p	eŋ	⁵³			5	1。合并		2
3403	拼	pʰeŋ⁴⁴		性交	pʰ	eŋ	⁴⁴			1	性交		2
3404	乒	pʰeŋ⁴⁴			pʰ	eŋ	⁴⁴			1			
3405	品	pʰeŋ³⁵			pʰ	eŋ	³⁵			3			
3406	聘	pʰeŋ³⁵			pʰ	eŋ	³⁵			3			
3407	拼	pʰeŋ⁵³			pʰ	eŋ	⁵³			5			2
3408	姘	pʰeŋ⁵³		~头	pʰ	eŋ	⁵³			5	~头		
3409	贫	bɦeŋ³¹			bɦ	eŋ	³¹			2			2
3410	频	bɦeŋ³¹			bɦ	eŋ	³¹			2			
3411	凭	bɦeŋ³¹			bɦ	eŋ	³¹			2			
