繁體	简体	聲韻	聲調	注釋		阴平324	阳平423
做	做	tso	55				
債	债	tsɑ	55				
冀	冀	tsɿ	55				
再	再	tsa	55				
制	制	tsɿ	55				
劑	剂	tsɿ	55				
圳	圳	tsəŋ	55	深～			
壯	壮	tsɔ̃	55				
奏	奏	tsəu	55				
宰	宰	tsa	55				
寄	寄	tsɿ	55				
志	志	tsɿ	55				
振	振	tsəŋ	55				
擠	挤	tsɿ	55				
既	既	tsɿ	55				
晉	晋	tsəŋ	55				
智	智	tsɿ	55				
最	最	tsei	55				
浸	浸	tsəŋ	55				
漈	漈	tsɿ	55				
澡	澡	tsɑɔ	55				
濟	济	tsɿ	55				
灶	灶	tsɑɔ	55				
痣	痣	tsɿ	55				
皺	皱	tsəu	55				
祭	祭	tsɿ	55				
穄	穄	tsɿ	55				
笊	笊	tsɑɔ	55				
粽	粽	tsoŋ	55				
系	系	tsɿ	55	～鞋帶			
縉	缙	tsəŋ	55				
縐	绉	tsəu	55				
繼	继	tsɿ	55				
纂	纂	tsuɛ	55				
罩	罩	tsɑɔ	55				
置	置	tsɿ	55				
至	至	tsɿ	55				
致	致	tsɿ	55				
葬	葬	tsɔ̃	55				
蘸	蘸	tsã	55				
計	计	tsɿ	55				
記	记	tsɿ	55				
贅	赘	tsei	55				
贊	赞	tsã	55				
躁	躁	tsɑɔ	55				
載	载	tsa	55				
進	进	tsəŋ	55				
鄒	邹	tsəu	55				
醉	醉	tsei	55				
錐	锥	tsei	55				
鎮	镇	tsəŋ	55				
鑽	钻	tsuɛ	55	～進去			
鑽	钻	tsuɛ	55	名詞			
際	际	tsɿ	55				
震	震	tsəŋ	55				
髻	髻	tsɿ	55				
□	□	tsʰã	55	差，不中用			
□	□	tsʰei	55	砍			
乘	乘	tsʰəŋ	55	～車			
企	企	tsʰɿ	55				
侈	侈	tsʰɿ	55				
凊	凊	tsʰəŋ	55	冷			
刺	刺	tsʰɿ	55	～刀			
器	器	tsʰɿ	55				
寸	寸	tsʰuɛ	55				
岔	岔	tsʰo	55				
戧	戗	tsʰɛ	55				
措	措	tsʰu	55				
棄	弃	tsʰɿ	55				
次	次	tsʰɿ	55				
氣	气	tsʰɿ	55				
汽	汽	tsʰɿ	55				
湊	凑	tsʰəu	55				
燦	灿	tsʰã	55				
疵	疵	tsʰɿ	55				
砌	砌	tsʰɿ	55				
竄	窜	tsʰuɛ	55				
篡	篡	tsʰuɛ	55				
糙	糙	tsʰɑɔ	55				
翅	翅	tsʰɿ	55				
翠	翠	tsʰei	55				
耖	耖	tsʰɑɔ	55				
脆	脆	tsʰei	55				
菜	菜	tsʰa	55				
蔡	蔡	tsʰɑ	55				
醋	醋	tsʰu	55				
鈔	钞	tsʰɑɔ	55				
銼	锉	tsʰu	55				
錯	错	tsʰu	55				
鰭	鳍	tsʰɿ	55				
世	世	sɿ	55				
信	信	səŋ	55				
勢	势	sɿ	55	形～			
喪	丧	sɔ̃	55	～失			
嗽	嗽	səu	55				
四	四	sɿ	55				
塑	塑	su	55				
婿	婿	sɿ	55				
宋	宋	soŋ	55				
帥	帅	sɑ	55				
戲	戏	sɿ	55				
掃	扫	sɑɔ	55	～地；～帚			
散	散	sã	55	鞋帶～了，分～			
數	数	su	55	名詞			
曬	晒	sɑ	55				
滲	渗	səŋ	55				
燥	燥	sɑɔ	55				
瘦	瘦	səu	55				
碎	碎	sei	55				
稍	稍	sɑɔ	55	～息			
算	算	suɛ	55				
系	系	sɿ	55				
系	系	sɿ	55	中文～			
素	素	su	55				
細	细	sɿ	55				
肆	肆	sɿ	55				
蒜	蒜	suɛ	55				
訊	讯	səŋ	55				
訴	诉	su	55				
試	试	sɿ	55				
賜	赐	sɿ	55				
賽	赛	sei	55				
迅	迅	səŋ	55				
送	送	soŋ	55				
□	□	tʃio	55	扔			
□	□	tʃyɛ	55	～光：精光			
中	中	tʃioŋ	55	射～			
仗	仗	tʃiã	55				
俊	俊	tʃyɪŋ	55				
借	借	tʃio	55				
劍	剑	tʃie	55				
勁	劲	tʃiŋ	55	有～			
占	占	tʃie	55				
卷	卷	tʃyɛ	55				
句	句	tʃy	55				
咎	咎	tʃiu	55				
咒	咒	tʃiu	55				
壯	壮	tʃiɔ̃	55				
季	季	tʃy	55				
將	将	tʃiã	55	大～			
建	建	tʃie	55				
戰	战	tʃie	55				
據	据	tʃy	55				
政	政	tʃiŋ	55				
救	救	tʃiu	55				
敬	敬	tʃiŋ	55				
晝	昼	tʃiu	55				
桂	桂	tʃy	55				
棬	桊	tʃioŋ	55				
棬	桊	tʃyɪŋ	55				
正	正	tʃiŋ	55	～反			
沾	沾	tʃie	55				
注	注	tʃy	55				
漿	浆	tʃiã	55				
濺	溅	tʃie	55				
灸	灸	tʃiu	55				
照	照	tʃiɑɔ	55				
甑	甑	tʃiŋ	55				
症	症	tʃiŋ	55				
瘴	瘴	tʃiã	55				
眷	眷	tʃyɛ	55				
瞻	瞻	tʃie	55				
禁	禁	tʃiŋ	55				
種	种	tʃiɔ̃	55	～樹			
究	究	tʃiu	55				
竟	竟	tʃiŋ	55				
筧	笕	tʃie	55				
箭	箭	tʃie	55				
絹	绢	tʃyɛ	55				
著	着	tʃy	55				
蔗	蔗	tʃio	55				
薦	荐	tʃie	55				
蛀	蛀	tʃy	55				
衆	衆	tʃioŋ	55				
見	见	tʃie	55				
詔	诏	tʃiɑɔ	55				
證	证	tʃiŋ	55				
貴	贵	tʃy	55				
醉	醉	tʃy	55				
醬	酱	tʃiã	55				
鋸	锯	tʃy	55				
鏡	镜	tʃiŋ	55				
鑄	铸	tʃy	55				
障	障	tʃiã	55				
霑	霑	tʃie	55				
□	□	tʃʰie	55	～新：嶄新			
□	□	tʃʰy	55	房子			
串	串	tʃʰyɪŋ	55	一～珠			
俏	俏	tʃʰiɑɔ	55				
倡	倡	tʃʰiã	55				
券	券	tʃʰyɛ	55				
勸	劝	tʃʰyɛ	55				
去	去	tʃʰy	55				
唱	唱	tʃʰiã	55				
嗅	嗅	tʃʰiu	55				
慶	庆	tʃʰiŋ	55				
暢	畅	tʃʰiã	55				
欠	欠	tʃʰie	55				
歉	歉	tʃʰie	55				
磬	磬	tʃʰiŋ	55				
秤	秤	tʃʰiŋ	55				
竅	窍	tʃʰiɑɔ	55				
笑	笑	tʃʰiɑɔ	55				
笡	笡	tʃʰio	55	斜			
臭	臭	tʃʰiu	55				
處	处	tʃʰy	55	～州，～所			
趨	趋	tʃʰy	55				
銃	铳	tʃʰioŋ	55				
勝	胜	ʃiŋ	55				
卸	卸	ʃio	55				
向	向	ʃiã	55				
姓	姓	ʃiŋ	55				
少	少	ʃiɑɔ	55	～年			
庶	庶	ʃy	55				
性	性	ʃiŋ	55				
恕	恕	ʃy	55				
憲	宪	ʃie	55				
扇	扇	ʃie	55	動詞；名詞			
擤	擤	ʃiŋ	55				
旬	旬	ʃyɪŋ	55				
朽	朽	ʃiu	55				
楦	楦	ʃyɛ	55				
歲	岁	ʃy	55				
殉	殉	ʃyɪŋ	55				
況	况	ʃiɔ̃	55				
濬	濬	ʃyɪŋ	55				
瀉	泻	ʃio	55				
獸	兽	ʃiu	55				
獻	献	ʃie	55				
相	相	ʃiã	55	宰～；看			
秀	秀	ʃiu	55				
稅	税	ʃy	55				
笑	笑	ʃiɑɔ	55				
絮	絮	ʃy	55				
線	线	ʃie	55				
繡	绣	ʃiu	55				
聖	圣	ʃiŋ	55				
興	兴	ʃiŋ	55	高～			
舍	舍	ʃio	55	宿～			
舜	舜	ʃyɪŋ	55				
莧	苋	ʃie	55				
行	行	ʃiŋ	55	否～：不行			
訓	训	ʃyɪŋ	55				
赦	赦	ʃio	55				
釁	衅	ʃiŋ	55				
銷	销	ʃiɑɔ	55	揳			
鏽	锈	ʃiu	55				
閃	闪	ʃie	55				
鞘	鞘	ʃiɑɔ	55				
□	□	xəu	55	汙～：髒			
化	化	xo	55				
哈	哈	xa	55	大笑聲			
哮	哮	xɑɔ	55	～□ku324：哮喘			
哼	哼	xəŋ	55	打花～：打瞌睡			
喚	唤	xã	55				
喚	唤	xuã	55				
嘩	哗	xuɑ	55	～啦			
好	好	xəu	55	喜～			
孝	孝	xɑɔ	55				
悔	悔	xuei	55				
戽	戽	xu	55				
晦	晦	xuei	55				
況	况	xɔ̃	55				
漢	汉	xuɛ	55				
煥	焕	xuã	55				
穢	秽	xuei	55				
耗	耗	xəu	55				
酵	酵	xɑɔ	55				
鱟	鲎	xəu	55	虹			
嗎	吗	mɑ	55				
無	无	m	55				
鞔	鞔	mɛ	55				
□	□	nɛ	55	挑著重擔站起來			
□	□	ŋɑɔ	55	不要。「否樂」的合音			
娛	娱	ŋ	55				
悟	悟	ŋ	55				
硬	硬	ŋɛ	55				
誤	误	ŋ	55				
餓	饿	ŋ	55				
弄	弄	loŋ	55	肏			
溜	溜	liu	55				
□	□	a	55	那			
□	□	ie	55	測量			
□	□	i	55	這			
□	□	i	55	籮～：籮			
□	□	oŋ	55	微凸			
□	□	uəŋ	55	彎下，低下			
□	□	ɑ	55	一種像韭菜的植物			
□	□	əu	55	田～：小水溝			
一	一	i	55				
亞	亚	o	55				
億	亿	i	55				
兗	兖	ie	55				
凹	凹	ɑɔ	55	腳～：腘			
印	印	iŋ	55				
厭	厌	ie	55				
叫	叫	iɑɔ	55	哭			
哦	哦	o	55	語氣詞			
啞	哑	o	55				
圳	圳	yɛ	55	水～兒：地名			
堰	堰	ie	55				
奧	奥	ɑɔ	55				
奧	奥	əu	55				
嫁	嫁	io	55				
宴	宴	ie	55				
幼	幼	iu	55				
怨	怨	yɛ	55				
惡	恶	u	55	可～			
意	意	i	55				
愛	爱	a	55				
憶	忆	i	55				
應	应	iŋ	55	～當；響～			
懊	懊	ɑɔ	55	～悔			
懊	懊	əu	55	～悔			
拗	拗	ɑɔ	55	阻礙			
按	按	uɛ	55				
擁	拥	iɔ̃	55				
暗	暗	ɛ	55				
案	案	uɛ	55				
沃	沃	o	55				
沃	沃	əu	55				
涴	涴	u	55	屎			
湮	湮	ie	55				
澳	澳	əu	55				
熓	熓	u	55	用文火燒煮			
燕	燕	ie	55				
甕	瓮	oŋ	55				
甬	甬	iɔ̃	55				
系	系	i	55	關～			
肮	肮	ɔ̃	55				
胭	胭	ie	55				
萵	莴	u	55				
薏	薏	i	55	枯萎			
要	要	iɑɔ	55				
雅	雅	iɑ	55				
雍	雍	iɔ̃	55				
□	□	bieʔ	24	□u53～：蜥蜴			
□	□	bɑʔ	24	捺			
別	别	bieʔ	24	離～，區～，～針			
勃	勃	bɛʔ	24				
帛	帛	baʔ	24				
弼	弼	bieʔ	24				
拔	拔	bɑʔ	24				
瀑	瀑	bɛʔ	24				
白	白	baʔ	24				
縛	缚	boʔ	24				
薄	薄	boʔ	24	厚～			
薄	薄	boʔ	24	～荷			
鈸	钹	bɛʔ	24				
雹	雹	boʔ	24				
鼻	鼻	beiʔ	24				
鼻	鼻	biʔ	24				
鼻	鼻	bəuʔ	24				
□	□	doʔ	24	霜冰～：冰錐兒			
凸	凸	duɛʔ	24				
奪	夺	deiʔ	24				
敵	敌	diʔ	24				
毒	毒	dəuʔ	24				
牒	牒	dieʔ	24				
牘	牍	dəuʔ	24				
特	特	daʔ	24				
犢	犊	dəuʔ	24				
狄	狄	diʔ	24				
獨	独	dəuʔ	24				
疊	叠	dieʔ	24				
碟	碟	dieʔ	24				
碡	碡	doʔ	24	碌～			
突	突	duɛʔ	24				
笛	笛	diʔ	24				
糴	籴	diʔ	24				
荙	荙	dɑʔ	24	莙～菜			
蝶	蝶	dieʔ	24				
諜	谍	dieʔ	24				
讀	读	dəuʔ	24				
踏	踏	dɑʔ	24				
達	达	dɑʔ	24				
鐸	铎	doʔ	24				
□	□	gɛʔ	24	扛			
咯	咯	gɛʔ	24	～～抖：發抖			
嗝	嗝	gɛʔ	24	打～			
軋	轧	gɑʔ	24	擠；～姘頭			
軋	轧	gɑʔ	24	剪			
□	□	vɑʔ	24	豆腐～：豆漿表面的沫兒			
乏	乏	vɑʔ	24				
伏	伏	vəuʔ	24	埋～			
伐	伐	vɑʔ	24				
佛	佛	veiʔ	24				
服	服	vəuʔ	24				
栿	栿	vəuʔ	24				
筏	筏	vɑʔ	24				
罰	罚	vɑʔ	24				
袱	袱	vəuʔ	24				
復	复	vəuʔ	24				
阜	阜	vəuʔ	24				
侄	侄	dzeiʔ	24				
宅	宅	dzaʔ	24				
擇	择	dzaʔ	24				
澤	泽	dzaʔ	24				
秩	秩	dzeiʔ	24				
□	□	zoʔ	24	罵			
□	□	zɑʔ	24	蟑～：蟑螂			
□	□	zɛʔ	24	和			
實	实	zeiʔ	24				
族	族	zəuʔ	24				
昨	昨	zoʔ	24				
煠	煠	zɑʔ	24	用水煮，用油炸			
疾	疾	zeiʔ	24				
賊	贼	zaʔ	24				
鍘	铡	zɑʔ	24				
鑿	凿	zoʔ	24				
閘	闸	zɑʔ	24				
雜	杂	zɛʔ	24				
□	□	dʒioʔ	24	相～：牛相鬥			
□	□	dʒyɛʔ	24	舀			
值	值	dʒiʔ	24				
傑	杰	dʒieʔ	24				
劇	剧	dʒiʔ	24				
及	及	dʒiʔ	24				
孑	孑	dʒiʔ	24	～孓			
寂	寂	dʒiʔ	24				
局	局	dʒioʔ	24				
屐	屐	dʒiʔ	24				
挾	挟	dʒiɑʔ	24	抱			
捷	捷	dʒieʔ	24				
掘	掘	dʒyeiʔ	24				
植	植	dʒiʔ	24				
極	极	dʒiʔ	24				
殖	殖	dʒiʔ	24				
濁	浊	dʒioʔ	24				
直	直	dʒiʔ	24				
舌	舌	dʒieʔ	24				
著	着	dʒiɑʔ	24	～火			
蜀	蜀	dʒioʔ	24				
蟄	蛰	dʒiʔ	24				
術	术	dʒyeiʔ	24	白～			
軸	轴	dʒiɯʔ	24				
逐	逐	dʒiɯʔ	24				
鐲	镯	dʒioʔ	24				
集	集	dʒiʔ	24				
什	什	ʒyeiʔ	24	～物			
俗	俗	ʒioʔ	24				
勺	勺	ʒiɑʔ	24				
十	十	ʒyeiʔ	24				
嚼	嚼	ʒiɑʔ	24				
塾	塾	ʒiɯʔ	24				
夕	夕	ʒiʔ	24				
屬	属	ʒioʔ	24				
席	席	ʒiʔ	24				
截	截	ʒiɑʔ	24				
折	折	ʒieʔ	24	～本			
拾	拾	ʒyeiʔ	24				
杓	杓	ʒiɑʔ	24				
涉	涉	ʒieʔ	24				
淑	淑	ʒiɯʔ	24				
熟	熟	ʒiɯʔ	24				
爵	爵	ʒiɑʔ	24				
石	石	ʒiʔ	24				
秫	秫	ʒyeiʔ	24				
籍	籍	ʒiʔ	24				
籍	籍	ʒyeiʔ	24				
絶	絶	ʒyɛʔ	24				
續	续	ʒioʔ	24	手～			
續	续	ʒioʔ	24	繼～			
習	习	ʒyeiʔ	24				
芍	芍	ʒiɑʔ	24				
蓆	蓆	ʒiʔ	24				
藉	藉	ʒiʔ	24				
藉	藉	ʒyeiʔ	24				
蝕	蚀	ʒiʔ	24				
術	术	ʒyeiʔ	24	技～			
贖	赎	ʒioʔ	24				
述	述	ʒyeiʔ	24				
集	集	ʒyeiʔ	24				
食	食	ʒiʔ	24				
墨	墨	maʔ	24				
密	密	miʔ	24				
寐	寐	maʔ	24				
寞	寞	moʔ	24				
抹	抹	mɛʔ	24				
木	木	məuʔ	24				
末	末	mɛʔ	24				
沒	没	mɛʔ	24				
沫	沫	mɛʔ	24				
滅	灭	mieʔ	24				
牧	牧	məuʔ	24				
物	物	meiʔ	24				
物	物	mɛʔ	24				
穆	穆	məuʔ	24				
篾	篾	mieʔ	24				
脈	脉	maʔ	24				
苜	苜	moʔ	24				
茉	茉	moʔ	24				
莫	莫	moʔ	24				
蜜	蜜	miʔ	24				
襪	袜	mɑʔ	24				
陌	陌	maʔ	24				
麥	麦	maʔ	24				
默	默	maʔ	24				
捺	捺	nɑʔ	24				
日	日	naʔ	24				
納	纳	naʔ	24				
納	纳	nuɛʔ	24				
若	若	naʔ	24				
□	□	ɲioʔ	24	～面：和麵			
入	入	ɲiʔ	24				
匿	匿	ɲiɑʔ	24				
匿	匿	ɲiʔ	24				
孽	孽	ɲieʔ	24				
弱	弱	ɲiɑʔ	24				
惹	惹	ɲiɑʔ	24				
捏	捏	ɲiɑʔ	24				
日	日	ɲiʔ	24	～本			
月	月	ɲyɛʔ	24				
業	业	ɲieʔ	24				
熱	热	ɲieʔ	24				
獄	狱	ɲioʔ	24				
玉	玉	ɲioʔ	24				
瘧	疟	ɲiɑʔ	24				
箬	箬	ɲiɑʔ	24				
聶	聂	ɲieʔ	24				
肉	肉	ɲiɯʔ	24				
若	若	ɲiɑʔ	24				
虐	虐	ɲiɑʔ	24				
褥	褥	ɲioʔ	24				
諾	诺	ɲiɑʔ	24				
辱	辱	ɲiɯʔ	24				
逆	逆	ɲieʔ	24				
鑷	镊	ɲieʔ	24				
□	□	ŋaʔ	24	折使斷			
□	□	ŋuɛʔ	24	咬			
嶽	岳	ŋoʔ	24				
扼	扼	ŋaʔ	24				
核	核	ŋuɛʔ	24	山～桃			
核	核	ŋuɛʔ	24	桃～			
核	核	ŋuɛʔ	24	審～			
鄂	鄂	ŋoʔ	24				
額	额	ŋaʔ	24				
駭	骇	ŋuɛʔ	24				
鶴	鹤	ŋoʔ	24				
六	六	ləuʔ	24				
列	列	lieʔ	24				
力	力	liʔ	24				
劣	劣	lɛʔ	24				
勒	勒	laʔ	24				
垃	垃	loʔ	24	～□so5：垃圾			
掠	掠	lieʔ	24				
暦	暦	liʔ	24				
栗	栗	liʔ	24				
樂	乐	loʔ	24	快～			
樂	乐	loʔ	24	音～			
歴	歴	liʔ	24				
洛	洛	loʔ	24				
烈	烈	lieʔ	24				
烙	烙	loʔ	24				
獵	猎	lieʔ	24				
率	率	liʔ	24	效～			
略	略	lieʔ	24				
瘌	瘌	lɑʔ	24				
祿	禄	ləuʔ	24				
立	立	liʔ	24				
笠	笠	liʔ	24				
簏	簏	ləuʔ	24	拔～：抽屜			
粒	粒	lɛʔ	24	些；幾～：多少			
絡	络	loʔ	24				
緑	緑	lioʔ	24				
肋	肋	laʔ	24				
臘	腊	lɑʔ	24				
落	落	loʔ	24				
蠟	蜡	lɑʔ	24				
蠣	蛎	liʔ	24	～灰：石灰			
裂	裂	lieʔ	24				
賂	赂	loʔ	24				
辣	辣	lɑʔ	24				
邋	邋	lɑʔ	24				
酪	酪	loʔ	24				
録	録	lioʔ	24				
镴	镴	lɑʔ	24				
陸	陆	ləuʔ	24				
駱	骆	loʔ	24				
鹿	鹿	ləuʔ	24				
亦	亦	iʔ	24	又			
劃	划	uaʔ	24	計～			
協	协	iɑʔ	24				
合	合	ɛʔ	24	結～			
域	域	yɛʔ	24				
學	学	oʔ	24				
峽	峡	ɑʔ	24				
役	役	yeiʔ	24				
悅	悦	iɑʔ	24				
惑	惑	uaʔ	24				
或	或	uaʔ	24				
易	易	iʔ	24	交～			
曰	曰	iɑʔ	24				
欲	欲	yɛʔ	24				
活	活	uɑʔ	24				
洽	洽	iɑʔ	24				
浴	浴	ioʔ	24				
液	液	iʔ	24				
滑	滑	uɑʔ	24				
狹	狭	ɑʔ	24				
猾	猾	uɑʔ	24				
獲	获	uaʔ	24				
疫	疫	yeiʔ	24				
盒	盒	ɛʔ	24				
穴	穴	iɑʔ	24				
粵	粤	iɑʔ	24				
翼	翼	iʔ	24				
腋	腋	iʔ	24				
葉	叶	ieʔ	24				
藥	药	iɑʔ	24				
譯	译	iʔ	24				
越	越	iɑʔ	24				
逸	逸	iʔ	24				
鑊	镬	oʔ	24				
鑰	钥	iɑʔ	24				
閲	閲	iɑʔ	24				
隘	隘	ɑʔ	24				
頁	页	ieʔ	24				
□	□	bie	21	□ua5～：蜥蜴			
□	□	bəŋ	21	沸出			
伴	伴	bɛ	21				
倍	倍	bei	21				
抱	抱	bɑɔ	21				
拌	拌	bɛ	21				
棒	棒	bɔ̃	21				
簿	簿	bu	21				
蚌	蚌	bɔ̃	21				
被	被	bi	21				
部	部	bu	21				
鮑	鲍	bɑɔ	21				
□	□	dɑɔ	21	～蒜：蒜			
動	动	doŋ	21				
弟	弟	di	21				
惰	惰	du	21				
掉	掉	diɑɔ	21				
斷	断	duɛ	21	～絶			
斷	断	dəŋ	21				
桶	桶	doŋ	21				
段	段	dəŋ	21				
淡	淡	dã	21				
稻	稻	dɑɔ	21				
簟	簟	die	21				
肚	肚	du	21	～皮：肚子			
調	调	diɑɔ	21	聲～，～動			
道	道	dɑɔ	21				
□	□	gɑ	21	壞			
厚	厚	gəu	21				
尬	尬	gɑ	21	難爲情			
徛	徛	ga	21	站立；居住			
婦	妇	vu	21				
犯	犯	vã	21				
範	范	vã	21				
妓	妓	dzɿ	21				
是	是	dzɿ	21				
暫	暂	dzã	21				
痔	痔	dzɿ	21				
祀	祀	dzɿ	21				
站	站	dzã	21	～立			
賺	赚	dzã	21				
仕	仕	zɿ	21				
似	似	zɿ	21				
俟	俟	zɿ	21				
嗣	嗣	zɿ	21				
在	在	za	21				
坐	坐	zu	21				
士	士	zɿ	21				
巳	巳	zɿ	21				
市	市	zɿ	21				
恃	恃	zɿ	21				
是	是	zɿ	21				
柿	柿	zɿ	21				
氏	氏	zɿ	21				
甚	甚	zəŋ	21				
皂	皂	zɑɔ	21				
盡	尽	zəŋ	21				
罪	罪	zei	21				
葚	葚	zəŋ	21				
蕈	蕈	zəŋ	21				
造	造	zɑɔ	21				
丈	丈	dʒiã	21				
上	上	dʒiã	21	～半日			
件	件	dʒie	21				
儉	俭	dʒie	21				
儲	储	dʒy	21				
兆	兆	dʒiɑɔ	21				
妗	妗	dʒiŋ	21				
杖	杖	dʒiã	21				
桕	桕	dʒiu	21				
瞿	瞿	dʒy	21				
臼	臼	dʒiu	21				
舅	舅	dʒiu	21				
苧	苎	dʒy	21				
趙	赵	dʒiɑɔ	21				
跪	跪	dʒy	21				
近	近	dʒiŋ	21				
重	重	dʒioŋ	21	輕～			
上	上	ʒiã	21	～半日			
像	像	ʒiã	21				
受	受	ʒiu	21				
授	授	ʒiu	21				
橡	橡	ʒiã	21				
社	社	ʒio	21				
膳	膳	ʒie	21				
象	象	ʒiã	21				
靖	靖	ʒiŋ	21				
靜	静	ʒiŋ	21				
鱔	鳝	ʒie	21				
下	下	io	21				
也	也	io	21				
矣	矣	io	21				
野	野	io	21				
□	□	bu	223	老鼠～翼：蝙蝠			
□	□	bɛ	223	大～：地名			
並	并	biŋ	223				
伏	伏	bu	223	孵			
佩	佩	bei	223				
便	便	bie	223	～宜；方～			
俾	俾	bi	223				
備	备	bi	223				
刨	刨	bɑɔ	223				
叛	叛	bɛ	223				
吠	吠	bi	223				
埠	埠	bu	223				
婢	婢	bi	223				
幣	币	bi	223				
弊	弊	bi	223				
彼	彼	bi	223				
敗	败	bɑ	223				
敝	敝	bi	223				
斃	毙	bi	223				
暴	暴	bɑɔ	223				
曝	曝	bɑɔ	223				
步	步	bu	223				
汴	汴	bie	223				
焙	焙	bei	223				
爆	爆	bɑɔ	223				
瓣	瓣	bã	223				
病	病	biŋ	223				
稗	稗	bo	223				
笨	笨	bəŋ	223				
篦	篦	bi	223				
罷	罢	bo	223				
耙	耙	bo	223				
背	背	bei	223	～誦			
荸	荸	bu	223				
蓖	蓖	bi	223				
辦	办	bã	223				
辨	辨	bie	223				
辮	辫	bie	223				
辯	辩	bie	223				
避	避	bi	223				
鐾	鐾	bi	223	～刀布			
陛	陛	bi	223				
□	□	da	223	火～：著火			
□	□	du	223	用藥毒害			
□	□	dɑ	223	去一～：去一趟			
代	代	da	223				
佃	佃	die	223				
但	但	dã	223				
兌	兑	dei	223				
地	地	di	223				
填	填	die	223				
墊	垫	die	223				
大	大	du	223	～細：大小			
大	大	dɑ	223	～學，～夫			
奠	奠	die	223				
宕	宕	dɔ̃	223				
定	定	diŋ	223				
導	导	dɑɔ	223				
度	度	du	223				
彈	弹	dã	223	子～			
待	待	da	223				
怠	怠	da	223				
杜	杜	du	223				
椴	椴	duɛ	223				
殆	殆	da	223				
段	段	duɛ	223				
殿	殿	die	223				
洞	洞	doŋ	223				
渡	渡	du	223				
盜	盗	dɑɔ	223				
盾	盾	duɛ	223				
第	第	di	223				
緞	缎	duɛ	223				
蕩	荡	dɔ̃	223	涮洗			
蕩	荡	dɔ̃	223	～秋千；閑逛			
蛋	蛋	dã	223				
袋	袋	da	223				
誕	诞	dã	223				
豆	豆	dəu	223				
貸	贷	da	223				
逗	逗	dəu	223				
遁	遁	duɛ	223				
遞	递	di	223				
鄧	邓	dɛ	223				
鈍	钝	duɛ	223				
錠	锭	diŋ	223				
鍍	镀	du	223				
鍛	锻	duɛ	223				
隊	队	dei	223				
隸	隶	di	223				
電	电	die	223				
靛	靛	die	223				
□	□	goŋ	223	～膿：化膿			
□	□	gɑ	223	動詞，鋸			
共	共	goŋ	223				
掛	挂	go	223	懸掛			
摜	掼	guã	223	扔			
潰	溃	guei	223				
份	份	vəŋ	223				
俸	俸	vəŋ	223				
奉	奉	vəŋ	223				
憤	愤	vəŋ	223				
焚	焚	vəŋ	223				
縫	缝	vəŋ	223	名詞			
腐	腐	vu	223				
負	负	vu	223				
輔	辅	vu	223				
附	附	vu	223				
飯	饭	vã	223				
鳳	凤	vəŋ	223				
□	□	dzəŋ	223	一～人：一羣人			
忌	忌	dzɿ	223				
棧	栈	dzã	223				
治	治	dzɿ	223				
稚	稚	dzɿ	223				
站	站	dzã	223	車～			
箸	箸	dzɿ	223				
自	自	dzɿ	223				
陣	阵	dzəŋ	223				
驟	骤	dzəu	223				
□	□	zo	223	～魚：海蜇			
□	□	zu	223	塌陷			
□	□	zəŋ	223	出～：出龍			
事	事	zɿ	223				
伺	伺	zɿ	223				
助	助	zu	223				
字	字	zɿ	223				
寨	寨	zɑ	223				
寺	寺	zɿ	223				
座	座	zu	223				
慎	慎	zəŋ	223				
牸	牸	zɿ	223				
示	示	zɿ	223				
腎	肾	zəŋ	223				
臓	臓	zɔ̃	223				
自	自	zɿ	223				
藏	藏	zɔ̃	223	西～			
視	视	zɿ	223				
誓	誓	zɿ	223				
豉	豉	zɿ	223				
逝	逝	zɿ	223				
鋭	鋭	zei	223				
飼	饲	zɿ	223				
□	□	dʒioŋ	223	～籽：烏桕			
上	上	dʒiã	223	～樓；～面			
仲	仲	dʒioŋ	223				
住	住	dʒy	223				
俱	俱	dʒy	223				
倦	倦	dʒyɛ	223				
健	健	dʒie	223				
傳	传	dʒyɛ	223	～記			
共	共	dʒiɔ̃	223				
具	具	dʒy	223				
售	售	dʒiu	223				
宙	宙	dʒiu	223				
巨	巨	dʒy	223				
懸	悬	dʒyɛ	223	～離吊空：懸空			
懼	惧	dʒy	223				
拒	拒	dʒy	223				
撞	撞	dʒiɔ̃	223				
撰	撰	dʒyɛ	223				
柩	柩	dʒiu	223				
柱	柱	dʒy	223				
櫃	柜	dʒy	223				
渠	渠	dʒy	223	～道			
競	竞	dʒiŋ	223				
篆	篆	dʒyɛ	223				
聚	聚	dʒy	223				
腱	腱	dʒie	223				
舊	旧	dʒiu	223				
距	距	dʒy	223				
轎	轿	dʒiɑɔ	223				
郡	郡	dʒyɪŋ	223				
鄭	郑	dʒiŋ	223				
鍵	键	dʒie	223				
隧	隧	dʒy	223				
駐	驻	dʒy	223				
上	上	ʒiã	223	～樓；～面			
乳	乳	ʒy	223	煉～			
佘	佘	ʒio	223				
剩	剩	ʒiŋ	223				
匠	匠	ʒiã	223				
善	善	ʒie	223				
墜	坠	ʒy	223				
壽	寿	ʒiu	223				
射	射	ʒio	223				
尚	尚	ʒiã	223				
就	就	ʒiu	223				
序	序	ʒy	223				
敘	叙	ʒy	223				
旋	旋	ʒyɛ	223	繞道走			
樹	树	ʒy	223				
淨	净	ʒiŋ	223				
