聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習	IPA 聲母	IPA 韻母	IPA 聲調
匣	開	二	咸	入	影	咸	峽	0	0	0			h	aap	6				haap6	haap6	haap6	haap6	haap6		h	ap	2
匣	開	二	咸	入	影	咸	狹	0	0	0			h	aap	6				haap6	haap6	haap6	haap6	haap6		h	ap	2
溪	開	二	肴	平	見	效	敲	0	0	0			h	aau	1				haau1	haau1	haau1	haau1	haau1		h	au	55
曉	開	二	肴	平	影	效	哮	0	1	0			h	aau	1				haau1	haau1	haau1	haau1	haau1		h	au	55
見	開	二	肴	去	見	效	酵	0	1	0			h	aau	1				haau2	gaau3	gaau3	gaau3	haau1		h	au	55
-	-	-	-	-	-	-	烤	0	0	0			h	aau	1				-	-	-	haau1	haau1		h	au	55
-	-	-	-	-	-	-	拷	0	1	0			h	aau	1				haau1	haau1	-	haau2	haau1		h	au	55
溪	開	一	豪	上	見	效	考	0	0	0			h	aau	2				haau2	haau2	haau2	haau2	haau2		h	au	35
溪	開	二	肴	上	見	效	巧	0	0	0			h	aau	2				haau2	haau2	haau2	haau2	haau2		h	au	35
曉	開	二	肴	去	影	效	孝	0	0	0			h	aau	3				haau3	haau3	haau3	haau3	haau3		h	au	33
匣	開	二	肴	去	影	效	校	0	0	1	學校		h	aau	6				haau6	haau6			haau6		h	au	32
匣	開	二	肴	去	影	效	效	0	0	0			h	aau	6				haau6	haau6	haau6	haau6	haau6		h	au	32
匣	開	四	齊	平	影	蟹	奚	0	2	0			h	ai	4				hai4	hai4	hai4	hai4	hai4		h	ɐi	21
匣	開	四	齊	平	影	蟹	兮	0	2	0			h	ai	4				hai4	hai4	hai4	haai4	hai4		h	ɐi	21
匣	開	四	齊	去	影	蟹	繫	0	0	1	聯繫		h	ai	6					hai6	hai6	hai6	hai6		h	ɐi	32
見	開	四	齊	去	見	蟹	係	0	0	0			h	ai	6				hai6	hai6	hai6	hai6	hai6		h	ɐi	32
匣	開	四	齊	去	影	蟹	系	0	0	0			h	ai	6				hai6	hai6	hai6	hai6	hai6		h	ɐi	32
							可	0	0	1	可汗		h	ak	1							hak1	hak1		h	ɐk	5
曉	開	二	庚	入	影	梗	赫	0	1	0			h	ak	1				hak1	hak1	hak1	haak1	haak1		h	ɐk	5
溪	開	一	登	入	見	曾	剋	0	0	0			h	ak	1				hak1	-	hak1	haak1	hak1	haak1	h	ɐk	5
溪	開	一	登	入	見	曾	刻	0	0	0			h	ak	1				hak1	haak1	hak1	haak1	hak1	haak1	h	ɐk	5
溪	開	一	登	入	見	曾	克	0	0	0			h	ak	1				hak1	hak1	hak1	haak1	hak1	haak1	h	ɐk	5
曉	開	一	登	入	影	曾	黑	0	0	0			h	ak	1				hak1	hak1	hak1	haak1	hak1	haak1	h	ɐk	5
曉	開	二	麻	去	影	假	嚇	0	0	0			h	ak	3				haak1	haak3	hak3	haak3	haak3		h	ɐk	3
溪	開	二	庚	入	見	梗	喀	0	2	0			h	ak	3				-	laak3	-	haak3	haak3		h	ɐk	3
溪	開	二	庚	入	見	梗	客	0	0	0			h	ak	3				haak1	haak3	haak3	haak3	haak3		h	ɐk	3
							咯	0	2	1	咯血		h	ak	3								haak3		h	ɐk	3
曉	開	一	談	平	影	咸	憨	0	1	0			h	am	1				hom1	hom1	ham1	haam5	ham1		h	ɐm	55
溪	開	一	覃	平	見	咸	堪	0	0	0			h	am	1				hom1	hom1	ham1	ham1	ham1		h	ɐm	55
溪	開	一	覃	平	見	咸	龕	0	2	0			h	am	1				hom1	hom1	am1	am1	ham1		h	ɐm	55
溪	開	一	覃	去	見	咸	勘	0	1	0			h	am	1				hom3	hom3	-	ham3	ham3		h	ɐm	55
溪	開	一	覃	上	見	咸	坎	0	1	0			h	am	2				hom2	hom2	ham2	ham2	ham2		h	ɐm	35
-	-	-	-	-	-	-	砍	0	0	0			h	am	2				hom2	hom2	-	ham2	ham2		h	ɐm	35
溪	開	一	談	去	見	咸	瞰	0	2	0			h	am	3				hom6	hom6	ham3	ham2	ham3		h	ɐm	33
-	-	-	-	-	-	-	崁	0	3	0			h	am	3				-	-	-	-	ham3		h	ɐm	33
匣	開	一	談	平	影	咸	酣	0	1	0			h	am	4				hom4	hom4	gam1	haam1	ham4		h	ɐm	21
匣	開	一	覃	平	影	咸	含	0	0	0			h	am	4				hom4	hom4	ham4	ham4	ham4		h	ɐm	21
溪	開	二	銜	平	見	咸	嵌	0	1	0			h	am	6				gaam2	hom6	ham2	haam2	ham6		h	ɐm	32
溪	開	一	覃	上	見	咸	坎	0	1	0		赤坎，地名	h	am	6				hom2	hom2	ham2	ham2	ham2		h	ɐm	32
匣	開	一	覃	上	影	咸	撼	0	1	0			h	am	6				hom6	hom6	ham6	haam6	ham6		h	ɐm	32
匣	開	一	覃	去	影	咸	憾	0	1	0			h	am	6				hom6	hom6	ham6	haam6	ham6		h	ɐm	32
匣	開	一	痕	平	影	臻	痕	0	0	0			h	an	1				han4	han4	han4	han4	han1		h	ɐn	55
溪	開	一	痕	上	見	臻	墾	0	0	0			h	an	2				han2	han2	han2	kan2	han2		h	ɐn	35
溪	開	一	痕	上	見	臻	懇	0	0	0			h	an	2				han2	han2	han2	han2	han2		h	ɐn	35
匣	開	一	痕	上	影	臻	很	0	0	0			h	an	2				-	han2	han2	han2	han2		h	ɐn	35
-	-	-	-	-	-	-	狠	0	0	0			h	an	2				han2	han2	-	han2	han2		h	ɐn	35
匣	開	一	痕	去	影	臻	恨	0	0	0			h	an	6				han6	han6	han6	han6	han6		h	ɐn	32
溪	開	二	庚	平	見	梗	坑	0	0	0			h	ang	1				haang1	haang1	haang1	haang1	haang1		h	ɐŋ	55
曉	開	二	庚	平	影	梗	亨	0	2	0			h	ang	1				hang1	hang1	hang1	hang1	hang1		h	ɐŋ	55
溪	開	二	耕	平	見	梗	鏗	0	2	0			h	ang	1				hang1	hang1	hang1	hang1	hang1		h	ɐŋ	55
-	-	-	-	-	-	-	哼	0	1	1	哼歌		h	ang	1				-	hang1	-	hang1	hang1		h	ɐŋ	55
溪	開	一	登	上	見	曾	肯	0	0	0			h	ang	2				hang2	hang2	hang2	hang2	hang2		h	ɐŋ	35
-	-	-	-	-	-	-	啃	0	1	0			h	ang	2				-	-	-	-	hang2		h	ɐŋ	35
匣	開	二	庚	平	影	梗	行	1	0	1	步行		h	ang	4				hang4	hang4			hang4		h	ɐŋ	21
匣	開	二	庚	平	影	梗	行	1	0	1	行路		h	ang	4							haang4	haang4		h	ɐŋ	21
匣	開	二	庚	平	影	梗	衡	0	0	0			h	ang	4				hang4	hang4	hang4	waang4	hang4		h	ɐŋ	21
匣	開	一	登	平	影	曾	恆	0	0	0			h	ang	4				hang4	-	hang4	hang4	hang4		h	ɐŋ	21
匣	開	二	庚	去	影	梗	行	0	0	1	品行		h	ang	6				hang6	hang6			hang6		h	ɐŋ	32
匣	開	二	庚	上	影	梗	杏	0	0	0			h	ang	6				hang6	hang6	hang6	hang6	hang6		h	ɐŋ	32
匣	開	二	耕	上	影	梗	倖	0	0	0			h	ang	6				hang2	hang6	hang6	hang6	hang6		h	ɐŋ	32
匣	開	二	耕	上	影	梗	幸	0	0	0			h	ang	6				hang6	hang4	hang6	hang6	hang6		h	ɐŋ	32
溪	開	二	咸	入	見	咸	恰	0	0	0			h	ap	1				hap1	hap1	hap1	hap1	hap1		h	ɐp	5
匣	開	二	咸	入	影	咸	洽	0	0	0			h	ap	1				haap6	ap1	zip6	zip6	hap1		h	ɐp	5
							閤	0	0	1	閤眼		h	ap	1				-	-	-	hap6	hap6		h	ɐp	5
-	-	-	-	-	-	-	瞌	0	2	0			h	ap	1				-	-	-	hap1	hap1		h	ɐp	5
匣	開	一	談	入	影	咸	嗑	0	2	0			h	ap	3				hop6	hop6	-	hap6	hap3		h	ɐp	3
匣	開	四	添	入	影	咸	俠	0	1	0			h	ap	6				haap6	haap6	haap6	haap6	haap6	hap6	h	ɐp	2
溪	開	一	泰	去	見	蟹	磕	0	1	0			h	ap	6				-	hop6	-	hap1	hap6		h	ɐp	2
匣	開	一	談	入	影	咸	闔	0	2	0			h	ap	6				hop6	hop6	-	hap6	hap6		h	ɐp	2
匣	開	一	覃	入	影	咸	盒	0	0	0			h	ap	6				hop6	hop6	-	hap6	hap6		h	ɐp	2
匣	開	一	覃	入	影	咸	合	0	0	1	合格		h	ap	6				hop6	hop6	hap6	hap6	hap6		h	ɐp	2
溪	開	三	欣	入	見	臻	乞	0	0	0			h	at	1				hat1	hat1	hat1	hat1	hat1		h	ɐt	5
溪	開	一	泰	去	見	蟹	轄	0	1	0			h	at	6				hat6	hat6	hat6	hat6	hat6		h	ɐt	2
溪	開	二	皆	去	見	蟹	劾	0	2	0			h	at	6				hat6	hat6	hat6	hat6	hat6		h	ɐt	2
曉	開	二	刪	入	影	山	瞎	0	0	0			h	at	6				hat6	haat6	hat6	hat6	hat6		h	ɐt	2
匣	開	二	山	入	影	山	黠	0	2	0			h	at	6				-	-	-	git3	hat6	kit3	h	ɐt	2
匣	開	二	耕	入	影	梗	核	0	0	0			h	at	6				hat6	hat6	wat6	wat6	hat6		h	ɐt	2
溪	開	一	侯	上	見	流	口	0	0	0			h	au	2				hau2	hau2	hau2	hau2	hau2		h	ɐu	35
曉	開	一	侯	上	影	流	吼	0	0	0			h	au	3				hau1	hau1	hung2	lung1	hau3		h	ɐu	33
匣	開	一	侯	平	影	流	喉	0	0	0			h	au	4				hau4	hau4	hau4	hau4	hau4		h	ɐu	21
匣	開	一	侯	平	影	流	猴	0	0	0			h	au	4				hau4	hau4	hau4	hau4	hau4		h	ɐu	21
匣	開	一	侯	平	影	流	侯	0	1	0			h	au	4				hau4	hau4	hau4	hau4	hau4		h	ɐu	21
匣	開	一	侯	上	影	流	厚	0	0	0			h	au	5				hau6	hau6	hau5	hau5	hau5		h	ɐu	23
匣	開	一	侯	上	影	流	後	0	0	0			h	au	6				hau6	hau6	hau6	hau6	hau6		h	ɐu	32
匣	開	一	侯	上	影	流	后	0	0	0			h	au	6				hau6	hau6	hau6	hau6	hau6		h	ɐu	32
匣	開	一	侯	去	影	流	逅	0	2	0			h	au	6				hau6	hau6	hau6	hau6	hau6		h	ɐu	32
匣	開	一	侯	去	影	流	候	0	0	0			h	au	6				hau6	hau6	hau6	hau6	hau6		h	ɐu	32
曉	開	三	支B	平	影	止	犧	0	0	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	支B	平	影	止	羲	0	2	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	支B	平	影	止	曦	0	2	0			h	ei	1				-	-	-	hei1	hei1		h	ei	55
							釐	0	0	1	恭賀新釐		h	ei	1								hei1		h	ei	55
溪	開	三	之	平	見	止	欺	0	0	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	之	平	影	止	熙	0	1	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	之	平	影	止	熹	0	2	0			h	ei	1				hi1	hi1	hei1	-	hei1		h	ei	55
曉	開	三	之	平	影	止	嘻	0	2	0			h	ei	1				hi1	-	hei1	hi1	hei1		h	ei	55
曉	開	三	之	平	影	止	嬉	0	1	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	之	平	影	止	禧	0	2	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	微	平	影	止	希	0	0	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
曉	開	三	微	平	影	止	稀	0	0	0			h	ei	1				hi1	hi1	hei1	hei1	hei1		h	ei	55
-	-	-	-	-	-	-	烯	0	2	0			h	ei	1				-	-	-	-	hei1		h	ei	55
-	-	-	-	-	-	-	嘿	0	1	1	嘿嘿		h	ei	1								hei1		h	ei	55
溪	開	三	之	上	見	止	起	0	0	0			h	ei	2				hi2	hi2	hei2	hei2	hei2		h	ei	35
曉	開	三	之	上	影	止	喜	0	0	0			h	ei	2				hi2	hi2	hei2	hei2	hei2		h	ei	35
溪	開	三	微	上	見	止	豈	0	0	0			h	ei	2				hi2	hi2	hei2	hei2	hei2		h	ei	35
曉	開	三	支B	平	影	止	戲	0	0	0			h	ei	3				hi3	hi3	hei3	hei3	hei3		h	ei	33
溪	開	三	脂A	去	見	止	棄	0	0	0			h	ei	3				hi3	hi3	hei3	hei3	hei3		h	ei	33
溪	開	三	脂B	去	見	止	器	0	0	0			h	ei	3				hi3	hi3	hei3	hei3	hei3		h	ei	33
溪	開	三	微	去	見	止	氣	0	0	0			h	ei	3				hi3	hi3	hei3	hei3	hei3		h	ei	33
溪	開	三	祭B	去	見	蟹	憩	0	2	0			h	ei	3				hi3	-	hei3	hei3	hei3		h	ei	33
-	-	-	-	-	-	-	汽	0	0	0			h	ei	3				-	-	-	hei3	hei3		h	ei	33
							吃	0	0	0	吃飯	習讀應爲韻母ik對應的白讀音	h	ek	3					hat1			hek3		h	ɛk	3
溪	開	三	清A	平	見	梗	輕	0	0	0		習讀應爲韻母ing對應的白讀音	h	eng	1				hing1	hing1	hing1	hing1	hing1		h	ɛŋ	55
溪	開	三	魚	平	見	遇	墟	0	2	0			h	eoi	1				hyu1	hyu1	heoi1	heoi1	heoi1		h	øy	55
曉	開	三	魚	平	影	遇	虛	0	0	0			h	eoi	1				-	hyu1	heoi1	heoi1	heoi1		h	øy	55
曉	開	三	魚	平	影	遇	噓	0	2	1	噓寒問暖		h	eoi	1				hyu1	hyu1	heoi1	heoi1	heoi1		h	øy	55
曉	合	三	虞	平	影	遇	吁	0	1	0			h	eoi	1				hyu1	hyu1	heoi1	heoi1	hyeoi1		h	øy	55
曉	開	三	魚	上	影	遇	許	0	0	0			h	eoi	2				hyu2	hyu2	heoi2	heoi2	heoi2		h	øy	35
云	合	三	虞	上	影	遇	栩	0	2	0			h	eoi	2				hyu2	hyu2	heoi2	heoi2	heoi2		h	øy	35
							咻	0	2	1	噢咻		h	eoi	2								heoi2		h	øy	35
曉	合	三	虞	上	影	遇	煦	0	2	0			h	eoi	2				jyu3	jyu3	oi2	jyu2	jyu3	heoi2	h	øy	35
溪	開	三	魚	上	見	遇	去	0	0	0			h	eoi	3				hyu3	hyu2	heoi3	heoi3	heoi3		h	øy	33
溪	開	四	添	平	見	咸	謙	0	0	0			h	im	1				him1	him1	him1	him1	him1		h	im	55
曉	開	三	鹽B	上	影	咸	險	0	0	0			h	im	2				him2	him2	him2	him2	him2		h	im	35
溪	開	三	嚴	去	見	咸	欠	0	0	0			h	im	3				him6	him3	him3	him3	him3		h	im	33
群	開	三	鹽B	上	見	咸	芡	0	3	0			h	im	3				-	-	-	him3	him3		h	im	33
溪	開	四	添	上	見	咸	歉	0	0	0			h	im	3				hip1	hip3	hip3	hip3	him3		h	im	33
曉	開	三	元	平	影	山	掀	0	0	0			h	in	1				hin1	hin1	hin1	hin1	hin1		h	in	55
曉	開	三	元	平	影	山	軒	0	1	0			h	in	1				hin1	hin1	hin1	hin1	hin1		h	in	55
溪	開	三	仙B	平	見	山	騫	0	2	0			h	in	1				hin1	hin1	hin1	hin1	hin1		h	in	55
溪	開	四	先	平	見	山	縴	0	0	0			h	in	1				-	-	-	hin1	hin1		h	in	55
溪	開	四	先	平	見	山	牽	0	0	0			h	in	1				hin1	hin1	hin1	hin1	hin1		h	in	55
溪	開	三	仙A	上	見	山	遣	0	0	0			h	in	2				hin2	hin2	hin2	hin2	hin2		h	in	35
溪	開	三	仙A	去	見	山	譴	0	1	0			h	in	2				hin2	hin2	hin2	hin2	hin2		h	in	35
曉	開	四	先	上	影	山	顯	0	0	0			h	in	2				hin2	hin2	hin2	hin2	hin2		h	in	35
群	開	三	鹽B	上	見	咸	芡	0	3	0			h	in	3				-	-	-	him3	him3		h	in	33
曉	開	三	元	去	影	山	憲	0	0	0			h	in	3				hin3	hin3	hin3	hin3	hin3		h	in	33
心	開	一	歌	平	精	果	獻	0	0	0			h	in	3				hin3	hin3	hin3	hin3	hin3		h	in	33
溪	開	三	庚	平	見	梗	卿	0	1	0			h	ing	1				hing1	hing1	hing1	hing1	hing1		h	ɪŋ	55
曉	合	三	庚	平	影	梗	兄	0	0	0			h	ing	1				hing1	hing1	hing1	hing1	hing1		h	ɪŋ	55
溪	開	三	清A	平	見	梗	輕	0	0	0			h	ing	1				hing1	hing1	hing1	hing1	hing1		h	ɪŋ	55
曉	開	四	青	平	影	梗	馨	0	2	0			h	ing	1				hing1	hing1	hing1	hing1	hing1		h	ɪŋ	55
曉	開	三	蒸	平	影	曾	興	0	0	1	興旺		h	ing	1				hing1	hing1	hing1	hing1	hing1		h	ɪŋ	55
-	-	-	-	-	-	-	氫	0	1	0			h	ing	1				-	-	-	hing1	hing1		h	ɪŋ	55
溪	開	三	庚	去	見	梗	慶	0	0	0			h	ing	3				hing3	hing3	hing3	hing1	hing3		h	ɪŋ	33
溪	開	四	青	去	見	梗	罄	0	2	0			h	ing	3				hing3	hing3	hing3	hing3	hing3		h	ɪŋ	33
曉	開	三	蒸	去	影	曾	興	0	0	1	助興		h	ing	3				hing3	hing3			hing3		h	ɪŋ	33
曉	開	三	嚴	去	影	咸	脅	0	0	0			h	ip	3				hip1	hip3	-	hip3	hip3		h	ip	3
溪	開	三	嚴	入	見	咸	怯	0	1	0			h	ip	3				hip1	hip3	hip3	hip3	hip3		h	ip	3
溪	開	四	添	入	見	咸	愜	0	2	0			h	ip	3				hip1	hip3	-	haap6	hip3		h	ip	3
匣	開	四	添	入	影	咸	挾	0	1	0			h	ip	3				hip1	hip3	haap6	haap6	hip3		h	ip	3
匣	開	四	添	入	影	咸	協	0	0	0			h	ip	3				-	hip3	hip6	hip3	hip3		h	ip	3
曉	開	三	元	入	影	山	歇	0	0	0			h	it	3				hit1	hit3	hit3	hit3	hit3		h	it	3
見	開	三	蕭	上	見	效	僥	0	1	1	僥倖		h	iu	1							hiu1	giu1	hiu1	h	iu	55
溪	開	三	宵A	平	見	效	蹺	0	1	0			h	iu	1				-	hiu1	-	hiu1	hiu1		h	iu	55
曉	開	三	宵B	平	影	效	囂	0	1	0			h	iu	1				hiu1	hiu1	hiu1	hiu1	hiu1		h	iu	55
見	開	四	蕭	平	見	效	驍	0	2	0			h	iu	1				njiu4	hiu1	jiu4	jiu4	hiu1		h	iu	55
曉	開	四	蕭	上	影	效	曉	0	0	0			h	iu	2				hiu2	hiu2	hiu2	hiu2	hiu2		h	iu	35
							哼	0	1	1	感歎詞		h	m	1								hng1		h	m	55
曉	開	一	歌	平	影	果	呵	0	1	0			h	o	1				ho1	ho1	ho1	o1	ho1		h	ɔ	55
匣	開	一	歌	平	影	果	苛	0	1	0			h	o	1				ho1	ho1	ho1	ho1	ho1		h	ɔ	55
溪	開	一	歌	上	見	果	可	0	0	1	可以		h	o	2				ho2	-	ho2	ho2	ho2		h	ɔ	35
溪	開	一	歌	上	見	果	坷	0	1	0			h	o	2				ho2	ho2	ho2	ngo1	ho2		h	ɔ	35
匣	開	一	歌	平	影	果	何	0	0	0			h	o	4				ho4	ho4	ho4	ho4	ho4		h	ɔ	21
匣	開	一	歌	平	影	果	蚵	0	3	0			h	o	4				-	-	-	-	ho4		h	ɔ	21
匣	開	一	歌	平	影	果	荷	0	0	1	荷花		h	o	4				ho4	ho4	ho4	ho4	ho4		h	ɔ	21
匣	開	一	歌	平	影	果	河	0	0	0			h	o	4				ho4	ho4	ho4	ho4	ho4		h	ɔ	21
匣	開	一	歌	上	影	果	荷	0	0	1	負荷		h	o	6				ho6	ho6			ho6		h	ɔ	32
匣	開	一	歌	去	影	果	賀	0	0	0			h	o	6				ho6	ho6	ho6	ho6	ho6		h	ɔ	32
曉	合	三	歌	平	影	果	靴	0	1	0			h	oe	1				-	hoe1	hoe1	hoe1	hoe1		h	œ	55
曉	開	三	陽	平	影	宕	鄉	0	0	0			h	oeng	1				hoeng1	hoeng1	hoeng1	hoeng1	hoeng1		h	œŋ	55
曉	開	三	陽	平	影	宕	香	0	0	0			h	oeng	1				hoeng1	hoeng1	hoeng1	hoeng1	hoeng1		h	œŋ	55
曉	開	三	陽	上	影	宕	嚮	0	0	0		嚮導	h	oeng	2				hoeng2	hoeng2	hoeng3	hoeng2	hoeng2	hoeng3	h	œŋ	35
曉	開	三	陽	上	影	宕	響	0	0	0			h	oeng	2				hoeng2	hoeng2	hoeng2	hoeng2	hoeng2		h	œŋ	35
曉	開	三	陽	上	影	宕	饗	0	2	0			h	oeng	2				hoeng2	hoeng2	hoeng2	hoeng2	hoeng2		h	œŋ	35
-	-	-	-	-	-	-	享	0	0	0			h	oeng	2				hoeng2	hoeng2	hoeng2	hoeng2	hoeng2		h	œŋ	35
-	-	-	-	-	-	-	晌	0	0	0			h	oeng	2				hoeng2	hoeng2	hoeng2	hoeng2	hoeng2		h	œŋ	35
書	開	三	陽	去	章	宕	向	0	0	0			h	oeng	3				hoeng3	hoeng3	hoeng3	hoeng3	hoeng3		h	œŋ	33
溪	開	一	咍	平	見	蟹	開	0	0	0			h	oi	1				hoi1	hoi1	hoi1	hoi1	hoi1		h	ɔi	55
-	-	-	-	-	-	-	嗨	0	2	0			h	oi	1				-	-	-	-	hoi1		h	ɔi	55
溪	開	一	咍	上	見	蟹	凱	0	0	0			h	oi	2				hoi2	hoi2	hoi2	oi2	hoi2		h	ɔi	35
曉	開	一	咍	上	影	蟹	海	0	0	0			h	oi	2				hoi2	hoi2	hoi2	hoi2	hoi2		h	ɔi	35
匣	開	一	咍	平	影	蟹	咳	0	0	1	小兒笑		h	oi	4								hoi4		h	ɔi	21
匣	開	一	泰	去	影	蟹	害	0	0	0			h	oi	6				hoi6	hoi6	hoi6	hoi6	hoi6		h	ɔi	32
匣	開	二	皆	上	影	蟹	駭	0	1	0			h	oi	6				hoi4	hoi4	hoi5	haai4	hoi4	haai5	h	ɔi	32
匣	開	一	咍	上	影	蟹	亥	0	1	0			h	oi	6				hoi6	hoi6	hoi6	hoi6	hoi6		h	ɔi	32
-	-	-	-	-	-	-	殼	0	0	0			h	ok	3				hok1	hok3	hok3	hok3	hok3		h	ɔk	3
匣	開	二	江	入	影	江	學	0	0	0			h	ok	6				hok6	hok6	hok6	hok6	hok6		h	ɔk	2
匣	開	一	唐	入	影	宕	鶴	0	1	0			h	ok	6				hok6	hok6	hok6	hok6	hok6		h	ɔk	2
溪	開	一	寒	平	見	山	刊	0	0	0			h	on	1				hon2	hon2	hon1	hon1	hon1		h	ɔn	55
溪	開	一	寒	平	見	山	看	0	0	1	看守		h	on	1				hon1	hon1	hon1		hon1		h	ɔn	55
溪	開	一	寒	上	見	山	侃	0	2	0			h	on	2				hon2	hon2	hon2	hon2	hon2		h	ɔn	35
溪	開	一	寒	去	見	山	看	0	0	1	看待		h	on	3				hon3	hon3		hon3	hon3		h	ɔn	33
曉	開	一	寒	去	影	山	漢	0	0	0			h	on	3				hon3	hon3	hon3	hon3	hon3		h	ɔn	33
曉	開	一	寒	平	影	山	鼾	0	2	0			h	on	4				hon4	hon4	-	hon4	hon4		h	ɔn	21
匣	開	一	寒	平	影	山	汗	0	0	1	可汗		h	on	4							hon4	hon4		h	ɔn	21
匣	開	一	寒	平	影	山	寒	0	0	0			h	on	4				hon4	hon4	hon4	hon4	hon4		h	ɔn	21
匣	開	一	寒	平	影	山	韓	0	1	0			h	on	4				hon4	hon4	hon4	hon4	hon4		h	ɔn	21
匣	開	一	寒	上	影	山	旱	0	0	0			h	on	5				hon5	hon5	hon5	gon3	hon5		h	ɔn	23
匣	開	一	寒	去	影	山	悍	0	1	0			h	on	5				hon6	hon6	hon6	hon5	hon6	hon5	h	ɔn	23
-	-	-	-	-	-	-	罕	0	1	0			h	on	5				hon2	hon2	hon2	hon2	hon2		h	ɔn	23
匣	開	一	寒	去	影	山	汗	0	0	1	流汗		h	on	6				hon6	hon6	hon6		hon6		h	ɔn	32
匣	開	一	寒	平	影	山	翰	0	1	0			h	on	6				hon6	hon6	hon4	hon4	hon6		h	ɔn	32
匣	開	一	寒	去	影	山	瀚	0	2	0			h	on	6				hon6	hon6	hon6	hon6	hon6		h	ɔn	32
-	-	-	-	-	-	-	銲	0	3	0			h	on	6				-	-	-	hon6	hon6		h	ɔn	32
溪	開	二	江	平	見	江	腔	0	0	0			h	ong	1				hong1	hong1	hong1	hong1	hong1		h	ɔŋ	55
溪	開	一	唐	平	見	宕	康	0	0	0			h	ong	1				hong1	hong1	hong1	hong1	hong1		h	ɔŋ	55
							吭	0	1	1	吭聲		h	ong	1								hong1		h	ɔŋ	55
溪	合	三	陽	平	見	宕	匡	0	2	0			h	ong	1				hong1	hong1			hong1		h	ɔŋ	55
匣	開	二	江	平	影	江	降	0	0	1	投降		h	ong	4				hong4	hong4			hong4		h	ɔŋ	21
匣	開	一	唐	平	影	宕	杭	0	1	0			h	ong	4				hong4	hong4	hong4	hong4	hong4		h	ɔŋ	21
匣	開	一	唐	平	影	宕	航	0	0	0			h	ong	4				hong4	hong4	hong4	hong4	hong4		h	ɔŋ	21
匣	開	一	唐	平	影	宕	行	0	0	1	銀行		h	ong	4				hong4	hong4	hong4		hong4		h	ɔŋ	21
匣	開	一	唐	平	影	宕	吭	0	1	1	引吭高歌		h	ong	4				kong3	kong2	kong1	kong1	hong4		h	ɔŋ	21
匣	開	二	江	上	影	江	項	0	0	0			h	ong	6				hong6	hong6	hong6	hong6	hong6		h	ɔŋ	32
匣	開	二	江	去	影	江	巷	0	0	0			h	ong	6				hong6	hong6	hong6	hong6	hong6		h	ɔŋ	32
匣	開	一	唐	去	影	宕	行	0	0	1	行行		h	ong	6								hong6		h	ɔŋ	32
影	開	二	夬	去	影	蟹	喝	0	0	0			h	ot	3				hot1	hot3	hot6	hot3	hot3		h	ɔt	3
溪	開	一	寒	入	見	山	渴	0	0	0			h	ot	3				hot1	hot3	hot6	hot3	hot3		h	ɔt	3
匣	開	一	寒	入	影	山	褐	0	1	0			h	ot	3				hot6	hot3	hot6	hot3	hot3		h	ɔt	3
曉	開	一	豪	平	影	效	蒿	0	1	0			h	ou	1				hou1	hou1	hou1	hou1	hou1		h	ou	55
曉	開	一	豪	上	影	效	好	1	0	1	友好		h	ou	2				hou2	hou2	hou2	hou2	hou2		h	ou	35
曉	開	一	豪	去	影	效	好	1	0	1	好客		h	ou	3				hou3	hou3			hou3		h	ou	33
-	-	-	-	-	-	-	耗	0	0	0			h	ou	3				hou3	hou3	hou3	hou3	hou3		h	ou	33
匣	開	一	豪	平	影	效	號	0	0	1	哀號		h	ou	4				hou4	hou4	hou4	hou4	hou4		h	ou	21
匣	開	一	豪	平	影	效	豪	0	0	0			h	ou	4				hou4	hou4	hou4	hou4	hou4		h	ou	21
匣	開	一	豪	平	影	效	毫	0	0	0			h	ou	4				hou4	hou4	hou4	hou4	hou4		h	ou	21
-	-	-	-	-	-	-	嚎	0	1	0			h	ou	4				-	-	-	hou4	hou4		h	ou	21
-	-	-	-	-	-	-	蠔	0	3	0			h	ou	4				hou4	hou4	hou4	hou4	hou4		h	ou	21
匣	開	一	豪	去	影	效	號	0	0	1	號碼		h	ou	6					hou6			hou6		h	ou	32
匣	開	一	豪	上	影	效	浩	0	0	0			h	ou	6				hou6	hou6	hou6	hou6	hou6		h	ou	32
-	-	-	-	-	-	-	皓	0	2	0			h	ou	6				hou6	hou6	-	hou6	hou6		h	ou	32
溪	開	一	東	入	見	通	哭	0	0	0			h	uk	1				huk1	huk1	huk1	huk1	huk1		h	ʊk	5
溪	合	一	冬	入	見	通	酷	0	0	0			h	uk	6				huk6	huk6	huk6	huk6	huk6		h	ʊk	2
