聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習	IPA 聲母	IPA 韻母	IPA 聲調
匣	合	一	灰	平	影	蟹	徊	0	1	0			w	ui	4				wui4	wui4	wui4	wui4	wui4		w	ui	21
							會	1	0	1	會游泳		w	ui	5							wui5	wui5		w	ui	23
見	合	一	泰	去	見	蟹	會	1	0	1	會計		w	ui	6					kui2			kui2	wui6	w	ui	32
云	合	三	微	去	影	止	彙	0	0	0			w	ui	6				leoi5	leoi5	-	leoi6	wai6	wui6	w	ui	32
匣	合	一	泰	去	影	蟹	會	0	0	1	會面		w	ui	6				wui6	wui6	wui6		wui6		w	ui	32
溪	合	二	皆	平	見	蟹	匯	0	0	0			w	ui	6				wui6	wui6	wui6	-	wui6		w	ui	32
影	合	一	寒	去	影	山	惋	0	1	0			w	un	2				-	-	-	wun2	jyun2		w	un	35
影	合	三	元	上	影	山	宛	0	1	1	宛然		w	un	2				-	jyun2	jyun2	jyun2	jyun2		w	un	35
影	合	三	元	平	影	山	蜿	0	2	0			w	un	2				-	-	-	jyun2	jyun1	jyun2	w	un	35
影	合	三	元	上	影	山	婉	0	1	0			w	un	2				jyun2	jyun2	-	jyun2	jyun2		w	un	35
匣	合	一	寒	上	影	山	浣	0	2	0			w	un	2				wun2	wun2	fun2	fun2	wun5	wun2	w	un	35
影	合	一	寒	去	影	山	腕	0	1	0			w	un	2				wun2	wun2	wun2	wun2	wun2		w	un	35
-	-	-	-	-	-	-	碗	0	0	0			w	un	2				wun2	wun2	wun2	wun2	wun2		w	un	35
匣	合	一	寒	平	影	山	桓	0	2	0			w	un	4				wun4	wun4	wun4	wun4	wun4		w	un	21
云	合	三	元	平	影	山	援	0	0	0			w	un	4				wun4	wun4	wun4	wun4	wun4	jyun4	w	un	21
云	合	三	元	平	影	山	垣	0	2	0			w	un	4				wun4	wun4	wun4	wun4	wun4		w	un	21
匣	合	二	山	平	影	山	湲	0	2	0			w	un	4				-	wun4	-	jyun4	wun4		w	un	21
透	合	一	寒	上	端	山	瘓	0	1	0			w	un	6				-	-	-	wun6	wun6		w	un	32
匣	合	一	寒	上	影	山	緩	0	0	0			w	un	6				wun6	wun6	wun6	wun6	wun6		w	un	32
疑	合	一	寒	去	見	山	玩	0	0	1	玩弄		w	un	6				wun6	wun6	wun6		wun6		w	un	32
曉	合	一	寒	去	影	山	奐	0	2	0			w	un	6				wun6	wun6	wun6	wun6	wun6		w	un	32
曉	合	一	寒	去	影	山	喚	0	0	0			w	un	6				fun3	fun3	wun6	fun3	wun6		w	un	32
曉	合	一	寒	去	影	山	煥	0	1	0			w	un	6				wun6	wun6	wun6	wun6	wun6		w	un	32
匣	合	一	寒	去	影	山	換	0	0	0			w	un	6				wun6	wun6	wun6	wun6	wun6		w	un	32
曉	合	一	泰	去	影	蟹	渙	0	1	0			w	un	6				wun6	wun6	wun6	wun6	wung6		w	un	32
見	合	一	寒	入	見	山	活	0	0	0			w	ut	6				wut6	wut6	wut6	fut3	wut6		w	ut	2
莊	開	二	麻	平	莊	假	渣	0	0	0			z	aa	1				zhaa1	zhaa1	zaa1	zaa1	zaa1		ʦ	a	55
知	開	二	麻	去	知	假	吒	0	2	1	哪吒		z	aa	1				-	chaa3	-	zaa1	zaa1		ʦ	a	55
-	-	-	-	-	-	-	喳	0	1	0			z	aa	1				-	-	-	zaa1	zaa1		ʦ	a	55
-	-	-	-	-	-	-	咱	0	0	0			z	aa	1				-	zaa1	-	zaa1	zaa1		ʦ	a	55
莊	開	二	麻	去	莊	假	詐	0	1	0			z	aa	3				zhaa3	zhaa3	zaa3	zaa3	zaa3		ʦ	a	33
莊	開	二	麻	去	莊	假	榨	0	0	0			z	aa	3				zhaa3	zhaa3	zaa3	zaa3	zaa3		ʦ	a	33
崇	開	二	麻	去	莊	假	乍	0	1	0			z	aa	3				zhaa3	zhaa3	zaa6	zaa3	zaa3		ʦ	a	33
-	-	-	-	-	-	-	炸	0	0	0			z	aa	3				-	-	zaa3	zaa3	zaa3		ʦ	a	33
莊	開	二	皆	平	莊	蟹	齋	0	1	0			z	aai	1				zhaai1	zhaai1	zaai1	zi1	zaai1		ʦ	ai	55
莊	開	二	佳	去	莊	蟹	債	0	0	0			z	aai	3				zhaai3	zhaai3	zaai3	zaai3	zaai3		ʦ	ai	33
崇	開	二	夬	去	莊	蟹	寨	0	0	0			z	aai	6				zhaai6	zhaai6	zaai6	zaai6	zaai6		ʦ	ai	32
莊	開	二	咸	上	莊	咸	斬	0	0	0			z	aam	2				zhaam2	zhaam2	zaam2	zaam2	zaam2		ʦ	am	35
-	-	-	-	-	-	-	嶄	0	0	0			z	aam	2				-	-	-	caam4	zaam2		ʦ	am	35
莊	開	二	咸	入	莊	咸	眨	0	0	0			z	aam	2				-	-	-	bin2	zaap3	zaam2	ʦ	am	35
澄	開	三	侵B	平	知	深	湛	0	2	0			z	aam	3				zhaam3	zhaam3	zaam3	zaam3	zaam3		ʦ	am	33
莊	開	二	咸	去	莊	咸	蘸	0	1	0			z	aam	3				ziu3	zhaam3	tim5	zaam3	zaam3		ʦ	am	33
從	開	一	談	去	精	咸	暫	0	0	0			z	aam	6				zaam6	zaam6	zaam6	zaam6	zaam6		ʦ	am	32
知	開	二	咸	去	知	咸	站	0	0	0			z	aam	6				zhaan6	zhaam6	zaam6	zaam6	zaam6		ʦ	am	32
莊	開	二	山	上	莊	山	盞	0	0	0			z	aan	2				zhaan2	zhaan2	zaan2	zaan2	zaan2		ʦ	an	35
崇	開	二	山	上	莊	山	棧	0	1	0			z	aan	2				zhaan6	zhaan6	zaan6	zaan6	zaan6		ʦ	an	35
精	開	一	寒	去	精	山	讚	0	0	0			z	aan	3				zaan3	zaan3	zaan3	zaan3	zaan3		ʦ	an	33
精	開	一	寒	去	精	山	贊	0	0	0			z	aan	3				zaan3	zaan3	zaan3	zaan3	zaan3		ʦ	an	33
精	合	一	寒	上	精	山	纂	0	2	0			z	aan	3				zyun2	zyun2					ʦ	an	33
崇	合	二	刪	上	莊	山	撰	0	1	0			z	aan	6				syun6	zhaan6	zaan6	zaan6	zaan6		ʦ	an	32
澄	開	二	山	去	知	山	綻	0	1	0			z	aan	6				zhaan6	zhaan6	zaan6	zaan6	zaan6		ʦ	an	32
-	-	-	-	-	-	-	賺	0	0	0			z	aan	6				zhaam6	zhaam6	zaam6	zaan6	zaan6		ʦ	an	32
							掙	0	0	1	掙錢		z	aan	6					zhaang6			zaang6		ʦ	an	32
從	開	三	侵A	入	精	深	集	0	0	0			z	aap	6				zap6	zaap6	zaap6	zaap6	zaap6		ʦ	ap	2
邪	開	三	侵A	入	精	深	襲	0	0	0			z	aap	6				zap6	zaap6	zaap6	zaap6	zaap6		ʦ	ap	2
邪	開	三	侵A	入	精	深	習	0	0	0			z	aap	6				zap6	zaap6	zaap6	zaap6	zaap6		ʦ	ap	2
見	開	一	談	入	見	咸	閘	0	0	0			z	aap	6				zhaap6	zhaap6	zaap6	zaap6	zaap6		ʦ	ap	2
從	開	一	覃	入	精	咸	雜	0	0	0			z	aap	6				zap6	zaap6	zaap6	zaap6	zaap6		ʦ	ap	2
-	-	-	-	-	-	-	鍘	0	1	0			z	aap	6				-	-	-	zaat3	zaap6		ʦ	ap	2
莊	開	二	山	入	莊	山	札	0	2	0			z	aat	3				zhaat1	zhaat3	zaat3	zaat3	zaat3		ʦ	at	3
莊	開	二	山	入	莊	山	紮	0	0	0			z	aat	3				-	-	-	zaat3	zaat3		ʦ	at	3
莊	開	二	山	入	莊	山	扎	0	0	0			z	aat	3				zhaat1	zhaat3	zaat3	zaat3	zaat3		ʦ	at	3
影	開	二	山	入	影	山	軋	0	0	0			z	aat	3				-	zhaat3	-	zaat3	zaat3		ʦ	at	3
知	開	二	肴	平	知	效	嘲	0	1	0			z	aau	1				zhaau1	zhaau1	zaau1	zaau1	zaau1		ʦ	au	55
莊	開	二	肴	平	莊	效	抓	0	0	0			z	aau	2				-	-	-	zaau2	zaau2		ʦ	au	35
莊	開	二	肴	上	莊	效	爪	0	0	0			z	aau	2				zhaau2	zhaau2	zaau2	zaau2	zaau2		ʦ	au	35
-	-	-	-	-	-	-	找	0	0	0			z	aau	2				zhaau2	zhaau2	zaau2	zaau2	zaau2		ʦ	au	35
知	開	二	肴	去	知	效	罩	0	0	0			z	aau	3				zhaau3	zhaau3	-	zaau3	zaau3		ʦ	au	33
崇	開	三	尤	去	莊	流	驟	0	0	0			z	aau	6				zhau6	zhau6	zaau6	zaau6	zaau6		ʦ	au	32
精	合	三	支A	平	精	止	劑	0	0	0			z	ai	1				zai1	zai1	zai1	zai1	zai1		ʦ	ɐi	55
精	開	四	齊	平	精	蟹	擠	0	0	0			z	ai	1				zai1	zhai1	zai1	zai1	zai1		ʦ	ɐi	55
							仔	0	0	1	豬仔		z	ai	2				zai2	zai2	zai2		zai2		ʦ	ɐi	35
精	開	四	齊	上	精	蟹	濟	0	0	1	人才濟濟		z	ai	2							zai2	zai2		ʦ	ɐi	35
精	開	三	祭A	去	精	蟹	際	0	0	0			z	ai	3				zai3	zai3	zai3	zai3	zai3		ʦ	ɐi	33
精	開	三	祭A	去	精	蟹	祭	0	1	0			z	ai	3				zai3	zai3	zai3	zai3	zai3		ʦ	ɐi	33
章	開	三	祭A	去	章	蟹	制	0	0	0			z	ai	3				zhai3	zhai3	zai3	zai3	zai3		ʦ	ɐi	33
章	開	三	祭A	去	章	蟹	製	0	0	0			z	ai	3				zhai3	zhai3	zai3	zai3	zai3		ʦ	ɐi	33
昌	開	三	祭A	去	章	蟹	掣	0	2	0			z	ai	3				zhai3	zhai3	zai3	zai3	zai3		ʦ	ɐi	33
精	開	四	齊	去	精	蟹	濟	0	0	1	救濟		z	ai	3				zai3	zai3	zai3		zai3		ʦ	ɐi	33
澄	開	三	祭B	去	知	蟹	滯	0	1	0			z	ai	6				zhai6	zhai3	zai6	zai6	zai6		ʦ	ɐi	32
從	開	四	先	入	精	山	截	0	0	0			z	ai	6				zit6	zit6	zit6	zit6	zai6		ʦ	ɐi	32
精	開	一	登	入	精	曾	則	0	0	0			z	ak	1				zak1	zak1	zak1	zak1	zak1		ʦ	ɐk	5
莊	開	三	蒸	入	莊	曾	側	0	0	0			z	ak	1				chak1	zhak1	zaak1	zaak1	zak1		ʦ	ɐk	5
精	開		蒸	入	精	曾	鯽	0	1	0			z	ak	1				zak1	zak1			zak1		ʦ	ɐk	5
-	-	-	-	-	-	-	砸	0	1	0			z	ak	3				-	-	-	-	zaap3		ʦ	ɐk	3
莊	開	二	庚	入	莊	梗	嘖	0	2	0			z	ak	3				zik1	zik1	-	zaak3	zaak3		ʦ	ɐk	3
莊	開	二	庚	入	莊	梗	蚱	0	2	0			z	ak	3				-	zhaa3	-	zaa3	zaak3		ʦ	ɐk	3
莊	開	二	庚	入	莊	梗	窄	0	0	0			z	ak	3				zhaak1	zhaak3	zaak3	zaak3	zaak3		ʦ	ɐk	3
莊	開	二	耕	入	莊	梗	責	0	0	0			z	ak	3				zhak1	zhaak3	zaak3	zaak3	zaak3		ʦ	ɐk	3
澄	開	二	庚	入	知	梗	宅	0	0	0			z	ak	6				zhaak6	zhaak6	zaak6	zaak6	zaak6		ʦ	ɐk	2
澄	開	二	庚	入	知	梗	澤	0	0	0			z	ak	6				zhaak6	zhaak6	zaak6	zaak6	zaak6		ʦ	ɐk	2
澄	開	二	庚	入	知	梗	擇	0	0	0			z	ak	6				zhaak6	zhaak6	zaak6	zaak6	zaak6		ʦ	ɐk	2
知	開	二	耕	入	知	梗	摘	0	0	0			z	ak	6				zhaak6	zhaak6	zaak6	zaak6	zaak6		ʦ	ɐk	2
澄	開	三	清B	入	知	梗	擲	0	1	0			z	ak	6				zhaak6	zhaak3	zaak6	zaak6	zaak6		ʦ	ɐk	2
章	開	三	侵A	平	章	深	針	0	0	0			z	am	1				zham1	zham1	zam1	zam1	zam1		ʦ	ɐm	55
章	開	三	侵A	平	章	深	斟	0	1	0			z	am	1				zham1	zham1	zam1	zam1	zam1		ʦ	ɐm	55
章	開	三	侵A	上	章	深	枕	0	0	1	枕頭		z	am	2				zham2	zham2	zam2	zam2	zam2		ʦ	ɐm	35
-	-	-	-	-	-	-	怎	0	0	0			z	am	2				zham2	zham2	zaam2	zam2	zam2		ʦ	ɐm	35
清	開	三	侵A	平	精	深	浸	0	0	0			z	am	3				zam3	zham3	zam3	zam3	zam3		ʦ	ɐm	33
章	開	三	侵A	去	章	深	枕	0	0	1	枕戈待旦		z	am	3								zam3		ʦ	ɐm	33
澄	開	三	侵B	上	知	深	朕	0	2	0			z	am	6				zham6	zham6	zam6	zam6	zam6		ʦ	ɐm	32
章	開	三	真A	平	章	臻	真	0	0	0			z	an	1				zhan1	zhan1	-	zan1	zan1		ʦ	ɐn	55
知	開	三	真B	平	知	臻	珍	0	0	0			z	an	1				zhan1	zhan1	zan1	zan1	zan1		ʦ	ɐn	55
章	開	三	真A	平	章	臻	振	0	0	0			z	an	3				zhan3	zhan3	zan3	zan3	zan3		ʦ	ɐn	33
章	開	三	真A	上	章	臻	賑	0	2	0			z	an	3				zhan3	zhan3	zan3	zan3	zan3		ʦ	ɐn	33
章	開	三	真A	去	章	臻	震	0	0	0			z	an	3				zhan3	zhan3	zan3	zan3	zan3		ʦ	ɐn	33
知	開	三	真B	平	知	臻	鎮	0	0	0			z	an	3				zhan3	-	-	zan3	zan3		ʦ	ɐn	33
-	-	-	-	-	-	-	圳	0	2	0			z	an	3				zheon3	zheon3	-	zan3	zan3		ʦ	ɐn	33
澄	開	三	真B	去	知	臻	陣	0	0	0			z	an	6				zhan6	zhan6	zan6	zan6	zan6		ʦ	ɐn	32
心	開	一	登	平	精	曾	僧	0	1	0			z	ang	1				sang1	sang1	sang1	zang1	sang1	zang1	ʦ	ɐŋ	55
崇	開	二	庚	平	莊	梗	崢	0	2	0			z	ang	1				zhang1	zhaang1	zang1	zang1	zang1		ʦ	ɐŋ	55
莊	開	二	耕	平	莊	梗	爭	0	0	0			z	ang	1				zhang1	zhaang1	zang1	zaang1	zang1	zaang1	ʦ	ɐŋ	55
莊	開	二	耕	平	莊	梗	猙	0	1	0			z	ang	1				-	-	-	zang1	zang1		ʦ	ɐŋ	55
莊	開	二	耕	平	莊	梗	箏	0	0	0			z	ang	1				zhang1	zhang1	zang1	zang1	zang1		ʦ	ɐŋ	55
從	開	三	清A	上	精	梗	睜	0	0	0			z	ang	1				-	-	-	caang3	zang1		ʦ	ɐŋ	55
精	開	一	登	平	精	曾	增	0	0	0			z	ang	1				zang1	zang1	zang1	zang1	zang1		ʦ	ɐŋ	55
精	開	一	登	平	精	曾	憎	0	1	0			z	ang	1				zang1	zang1	-	zang1	zang1		ʦ	ɐŋ	55
精	開	一	登	平	精	曾	曾	0	0	1	曾孫		z	ang	1				zang1	zang1	zang1	zang1	zang1		ʦ	ɐŋ	55
-	-	-	-	-	-	-	掙	0	0	1	掙脫		z	ang	1				-		-	zang1	zang1		ʦ	ɐŋ	55
莊	開	二	耕	去	莊	梗	諍	0	2	0			z	ang	3				zhang6	zhang3	zang3	zang3	zang3		ʦ	ɐŋ	33
從	開	一	登	去	精	曾	贈	0	0	0			z	ang	6				zang6	zang6	zang6	zang6	zang6		ʦ	ɐŋ	32
章	開	三	侵A	入	章	深	汁	0	0	0			z	ap	1				zhap1	zhap1	zap1	zap1	zap1		ʦ	ɐp	5
章	開	三	侵A	入	章	深	執	0	0	0			z	ap	1				zhap1	zhap1	zap1	zap1	zap1		ʦ	ɐp	5
章	開	三	真A	入	章	臻	質	0	0	1	物質		z	at	1				zhat1	zhat1	zat1		zat1		ʦ	ɐt	5
從	開	三	脂A	去	精	止	嫉	0	1	0			z	at	6				zat6	zat6	zat6	zat6	zat6		ʦ	ɐt	2
從	開	三	真A	入	精	臻	疾	0	0	0			z	at	6				zat6	zat6	zat6	zat6	zat6		ʦ	ɐt	2
知	開	三	真B	入	知	臻	窒	0	1	0			z	at	6				zhat6	zhat6	zat6	zat6	zat6		ʦ	ɐt	2
澄	開	三	真B	入	知	臻	姪	0	2	0			z	at	6				zhat6	zhat6	zat6	zat6	zat6		ʦ	ɐt	2
澄	開	三	侵B	入	知	深	蟄	0	2	0			z	at	6				zhat6	zhat6	zat6	zat6	zat6		ʦ	ɐt	2
知	開	二	肴	平	知	效	啁	0	2	0			z	au	1				zhaau1	zhaau1	zau1	zau1	zau1		ʦ	ɐu	55
精	開	三	尤	平	精	流	啾	0	2	0			z	au	1				zau1	zau1	cau1	cau1	zau1		ʦ	ɐu	55
莊	開	三	尤	平	莊	流	鄒	0	2	0			z	au	1				zau1	zau1	zau1	zau1	zau1		ʦ	ɐu	55
章	開	三	尤	平	章	流	州	0	0	0			z	au	1				zhau1	zhau1	zau1	zau1	zau1		ʦ	ɐu	55
章	開	三	尤	平	章	流	洲	0	0	0			z	au	1				zhau1	zhau1	zau1	zau1	zau1		ʦ	ɐu	55
章	開	三	尤	平	章	流	舟	0	0	0			z	au	1				zhau1	zhau1	zau1	zau1	zau1		ʦ	ɐu	55
章	開	三	尤	平	章	流	周	0	0	0			z	au	1				zhau1	zhau1	zau1	zau1	zau1		ʦ	ɐu	55
-	-	-	-	-	-	-	週	0	0	0			z	au	1				zhau1	zhau1	zau1	zau1	zau1		ʦ	ɐu	55
-	-	-	-	-	-	-	揪	0	0	0			z	au	1				-	cau1	-	zau1	zau1		ʦ	ɐu	55
精	開	三	尤	上	精	流	酒	0	0	0			z	au	2				zau2	zau2	zau2	zau2	zau2		ʦ	ɐu	35
知	開	三	尤	上	知	流	肘	0	1	0			z	au	2				zhau2	zhau2	zaau2	zaau2	zau2	zaau2	ʦ	ɐu	35
精	開	一	侯	上	精	流	走	0	0	0			z	au	2				zau2	zau2	zau2	zau2	zau2		ʦ	ɐu	35
初	開	二	肴	去	莊	效	縐	0	2	0			z	au	3				zau3	zau3	zau3	zau3	zau3		ʦ	ɐu	33
知	開	三	尤	去	知	流	晝	0	0	0			z	au	3				zhau3	zhau3	zau3	zau3	zau3		ʦ	ɐu	33
莊	開	三	尤	去	莊	流	皺	0	0	0			z	au	3				zau3	zau3	zau3	zau3	zau3		ʦ	ɐu	33
精	開	一	侯	去	精	流	奏	0	0	0			z	au	3				zau3	zau3	zau3	zau3	zau3		ʦ	ɐu	33
-	-	-	-	-	-	-	揍	0	1	0			z	au	3				-	-	-	-	zau3		ʦ	ɐu	33
-	-	-	-	-	-	-	咒	0	1	0			z	au	3				zhau3	zhau3	zau3	zau3	zau3		ʦ	ɐu	33
澄	開	三	尤	上	知	流	紂	0	2	0			z	au	6				zhau6	zhau6	zau6	zau6	zau6		ʦ	ɐu	32
從	開	三	尤	去	精	流	鷲	0	2	0			z	au	6				-	zau6	-	zau6	zau6		ʦ	ɐu	32
從	開	三	尤	去	精	流	就	0	0	0			z	au	6				zau6	zau6	zau6	zau6	zau6		ʦ	ɐu	32
邪	開	三	尤	去	精	流	袖	0	0	0			z	au	6				zau6	zau6	zau6	zau6	zau6		ʦ	ɐu	32
澄	開	三	尤	去	知	流	冑	0	2	0			z	au	6				zhau6	-	-	zau6	zau6		ʦ	ɐu	32
澄	開	三	尤	去	知	流	宙	0	0	0			z	au	6				zhau6	zhau6	zau6	zau6	zau6		ʦ	ɐu	32
章	開	三	麻	平	章	假	遮	0	0	0			z	e	1				zhe1	zhe1	ze1	ze1	ze1		ʦ	ɛ	55
精	開	三	麻	上	精	假	姐	0	0	0			z	e	2				ze2	ze2	ze2	ze2	ze2		ʦ	ɛ	35
章	開	三	麻	上	章	假	者	0	0	0			z	e	2				zhe2	zhe2	ze2	ze2	ze2		ʦ	ɛ	35
疑	開	三	仙B	去	見	山	這	0	0	0			z	e	3				zhe3	zhe3	ze3	ze3	ze3		ʦ	ɛ	33
精	開	三	麻	去	精	假	借	0	0	0			z	e	3				ze3	ze3	ze3	ze3	ze3		ʦ	ɛ	33
章	開	三	麻	去	章	假	蔗	0	1	0			z	e	3				zhe3	zhe3	ze3	ze3	ze3		ʦ	ɛ	33
邪	開	三	麻	去	精	假	榭	0	2	0			z	e	6				ze6	ze6	ze6	ze6	ze6		ʦ	ɛ	32
邪	開	三	麻	去	精	假	謝	0	0	0			z	e	6				ze6	ze6	ze6	ze6	ze6		ʦ	ɛ	32
章	開	三	麻	去	章	假	炙	0	2	0		習讀應爲韻母ik對應的白讀音	z	ek	3				zhek1	zhik6	-	zik1	zek3		ʦ	ɛk	3
章	開	三	清A	入	章	梗	隻	0	0	0		習讀應爲韻母ik對應的白讀音	z	ek	3				zhek1	zhik6	zek3	zek3	zek3		ʦ	ɛk	3
精	開	三	清A	入	精	梗	脊	0	0	0		習讀應爲韻母ik對應的白讀音	z	ek	3				zik1	zik3	zek3	zik3	zik3	zek3	ʦ	ɛk	3
從	開	三	清A	入	精	梗	瘠	0	2	0		習讀應爲韻母ik對應的白讀音	z	ek	3				zik1	zik1	-	zik3	zik3	zek3	ʦ	ɛk	3
邪	開	三	清A	入	精	梗	蓆	0	0	0		習讀應爲韻母ik對應的白讀音	z	ek	6				zik6	zik6	-	zik6	zik6		ʦ	ɛk	2
邪	開	三	清A	入	精	梗	席	0	0	0		涼席，習讀應爲韻母ik對應的白讀音	z	ek	6				zik6	zik6	zik6	zik6	zik6		ʦ	ɛk	2
澄	開	三	清B	去	知	梗	鄭	0	0	0		習讀應爲韻母ing對應的白讀音	z	eng	6				zhing6	ching6	zeng6	zeng6	zeng6		ʦ	ɛŋ	32
章	合	三	脂A	平	章	止	錐	0	1	0			z	eoi	1				zheoi1	zheoi1	jeoi1	zeoi1	zeoi1		ʦ	øy	55
知	合	三	脂B	平	知	止	追	0	0	0			z	eoi	1				zheoi1	zheoi1	zeoi1	zeoi1	zeoi1		ʦ	øy	55
澄	合	三	脂B	平	知	止	椎	0	1	1	脊椎		z	eoi	1							zeoi1	zeoi1		ʦ	øy	55
清	開	三	魚	平	精	遇	沮	1	1	1	沮水。水名		z	eoi	1				zyu1	zyu1	zeoi1	zeoi1	zeoi1		ʦ	øy	55
從	開	三	魚	上	精	遇	沮	1	1	1	沮喪		z	eoi	2					zyu2			zeoi2		ʦ	øy	35
從	開	三	魚	上	精	遇	咀	0	2	0			z	eoi	2				zyu2	zyu2	zeoi2	zeoi2	zeoi2		ʦ	øy	35
-	-	-	-	-	-	-	嘴	0	0	0			z	eoi	2				zeoi2	zeoi2	zeoi2	zeoi2	zeoi2		ʦ	øy	35
章	合	三	支A	去	章	止	惴	0	2	0			z	eoi	3				cheoi2	cheoi2	cyun2	cyun2	ceoi2	zeoi3	ʦ	øy	33
精	合	三	脂A	去	精	止	醉	0	0	0			z	eoi	3				zeoi3	zeoi3	zeoi3	zeoi3	zeoi3		ʦ	øy	33
精	開	三	魚	去	精	遇	沮	0	1	1	沮洳		z	eoi	3								zeoi3		ʦ	øy	33
精	合	三	虞	去	精	遇	足	0	0	1	足恭		z	eoi	3				zyu6	zyu6			zeoi3		ʦ	øy	33
精	合	一	泰	去	精	蟹	最	0	0	0			z	eoi	3				zeoi3	zeoi3	zeoi3	zeoi3	zeoi3		ʦ	øy	33
澄	合	三	脂B	去	知	止	墜	0	1	0			z	eoi	6				zheoi6	zheoi6	zeoi6	zeoi6	zeoi6		ʦ	øy	32
邪	開	三	魚	上	精	遇	嶼	0	0	1	島嶼		z	eoi	6				-	syu5	-	zeoi6	zeoi6		ʦ	øy	32
邪	開	三	魚	上	精	遇	序	0	0	0			z	eoi	6				zyu6	zyu6	zeoi6	zeoi6	zeoi6		ʦ	øy	32
邪	開	三	魚	上	精	遇	敘	0	0	0			z	eoi	6				zyu6	zyu6	-	-	zeoi6		ʦ	øy	32
從	合	三	虞	上	精	遇	聚	0	0	0			z	eoi	6				zyu6	zyu6	zeoi6	zeoi6	zeoi6		ʦ	øy	32
章	合	三	祭A	去	章	蟹	贅	0	1	0			z	eoi	6				zheoi6	zheoi6	zeoi6	zeoi3	zeoi6		ʦ	øy	32
知	合	三	祭B	去	知	蟹	綴	0	1	1	點綴		z	eoi	6					zheoi6			zeoi6		ʦ	øy	32
從	合	一	灰	上	精	蟹	罪	0	0	0			z	eoi	6				zui6	zui6	zeoi6	zeoi6	zeoi6		ʦ	øy	32
精	合	三	真A	平	精	臻	遵	0	0	0			z	eon	1				zeon1	zeon1	zyun1	zeon1	zeon1		ʦ	ɵn	55
精	開	三	真A	平	精	臻	津	0	0	0			z	eon	1				zeon1	zeon1	zeon1	zeon1	zeon1		ʦ	ɵn	55
章	合	三	真A	平	章	臻	肫	0	3	0			z	eon	1				zheon1	zheon1	-	zeon1	zeon1		ʦ	ɵn	55
章	合	三	真A	平	章	臻	諄	0	1	0			z	eon	1				zheon1	zheon1	-	zeon1	zeon1		ʦ	ɵn	55
知	合	三	真B	平	知	臻	屯	0	0	0			z	eon	1					zheon2		zeon1	zeon1		ʦ	ɵn	55
精	合	一	魂	平	精	臻	樽	0	1	0			z	eon	1										ʦ	ɵn	55
章	合	三	真A	上	章	臻	准	0	0	0			z	eon	2				zheon2	zheon2	zeon2	zeon2	zeon2		ʦ	ɵn	35
章	合	三	真A	上	章	臻	準	0	0	0			z	eon	2				zheon2	zheon2	zeon2	zeon2	zeon2		ʦ	ɵn	35
清	合	三	真A	平	精	臻	竣	0	1	0			z	eon	3				zeon3	zeon3	zeon1	zeon3	zeon3		ʦ	ɵn	33
精	開	三	真A	去	精	臻	進	0	0	0			z	eon	3				zeon3	zeon3	zeon3	zeon3	zeon3		ʦ	ɵn	33
精	合	三	真A	去	精	臻	俊	0	0	0			z	eon	3				zeon3	zeon3	zeon3	zeon3	zeon3		ʦ	ɵn	33
精	開	三	真A	去	精	臻	晉	0	0	0			z	eon	3				zeon3	zeon3	zeon3	zeon3	zeon3		ʦ	ɵn	33
精	合	三	真A	去	精	臻	駿	0	1	0			z	eon	3				zeon3	zeon3	zeon3	zeon3	zeon3		ʦ	ɵn	33
心	合	三	真A	去	精	臻	峻	0	1	0			z	eon	3				-	zeon4	zeon3	zeon3	zeon3		ʦ	ɵn	33
							雋	0	2	0			z	eon	3				zeon3	zeon3	zeon3	zeon3	zeon3		ʦ	ɵn	33
從	開	三	真A	上	精	臻	盡	0	0	0			z	eon	6				zeon6	zeon6	zeon6	zeon6	zeon6		ʦ	ɵn	32
							儘	1	0	1	儘量		z	eon	6								zeon6		ʦ	ɵn	32
-	-	-	-	-	-	-	儘	1	0	1	儘管		z	eon	6				zeon2	zeon2	zeon2	zeon2	zeon2		ʦ	ɵn	32
精	合	三	真A	入	精	臻	卒	0	1	1	士卒		z	eot	1					zeot1		zeot1	zeot1		ʦ	ɵt	5
徹	合	三	真B	入		臻	怵	0	2	0			z	eot	1				zheot1	zheot1	cit3	zeot1	zeot1		ʦ	ɵt	5
章	開	三	支A	平	章	止	肢	0	0	0			z	i	1				zhi1	zhi1	zi1	zi1	zi1		ʦ	i	55
章	開	三	支A	平	章	止	支	0	0	0			z	i	1				zhi1	zhi1	zi1	zi1	zi1		ʦ	i	55
章	開	三	支A	平	章	止	枝	0	0	0			z	i	1				zhi1	zhi1	zi1	zi1	zi1		ʦ	i	55
章	開	三	支A	平	章	止	氏	0	0	1	月氏		z	i	1								zi1		ʦ	i	55
溪	開	三	支A	去	見	止	吱	0	1	0			z	i	1				-	zhi1	-	zi1	zi1		ʦ	i	55
知	開	三	支B	平	知	止	知	0	0	1	知道		z	i	1				zhi1	zhi1	zi1	zi1	zi1		ʦ	i	55
知	開	三	支B	平	知	止	蜘	0	0	0			z	i	1				zhi1	zhi1	zi1	zi1	zi1		ʦ	i	55
