字	聲母	韻母	調類	解釋
錦	tɕ	iɤŋ	3	
緊	tɕ	iɤŋ	3	
謹	tɕ	iɤŋ	3	
槿	tɕ	iɤŋ	3	
景	tɕ	iɤŋ	3	
頸	tɕ	iɤŋ	3	
禁	tɕ	iɤŋ	5	
敬	tɕ	iɤŋ	5	
竟	tɕ	iɤŋ	5	
鏡	tɕ	iɤŋ	5	
境	tɕ	iɤŋ	5	
警	tɕ	iɤŋ	5	
欽	tɕʰ	iɤŋ	1	
輕	tɕʰ	iɤŋ	1	
慶	tɕʰ	iɤŋ	5	
傾	tɕʰ	iɤŋ	5	
頃	tɕʰ	iɤŋ	5	
撳	tɕʰ	iɤŋ	5	
琴	dʑ	iɤŋ	2	
擒	dʑ	iɤŋ	2	
禽	dʑ	iɤŋ	2	
勤	dʑ	iɤŋ	2	
芹	dʑ	iɤŋ	2	
群	dʑ	iɤŋ	2	
羣	dʑ	iɤŋ	2	
裙	dʑ	iɤŋ	2	
鯨	dʑ	iɤŋ	2	
瓊	dʑ	iɤŋ	2	
近	dʑ	iɤŋ	6	
勁	dʑ	iɤŋ	6	
競	dʑ	iɤŋ	6	
郡	dʑ	iɤŋ	6	
僅	dʑ	iɤŋ	6	
人	ȵ	iɤŋ	2	
任	ȵ	iɤŋ	2	
仁	ȵ	iɤŋ	2	
吟	ȵ	iɤŋ	2	
銀	ȵ	iɤŋ	2	
凝	ȵ	iɤŋ	2	
迎	ȵ	iɤŋ	2	
寧	ȵ	iɤŋ	2	
壬	ȵ	iɤŋ	2	
韌	ȵ	iɤŋ	6	
認	ȵ	iɤŋ	6	
忍	ȵ	iɤŋ	6	
寧	ȵ	iɤŋ	6	
欣	ɕ	iɤŋ	1	
熏	ɕ	iɤŋ	1	
薰	ɕ	iɤŋ	1	
燻	ɕ	iɤŋ	1	
勳	ɕ	iɤŋ	1	
興	ɕ	iɤŋ	1	
訓	ɕ	iɤŋ	5	
興	ɕ	iɤŋ	5	
杏	ɕ	iɤŋ	5	
音	∅	iɤŋ	1	
陰	∅	iɤŋ	1	
蔭	∅	iɤŋ	1	
廕	∅	iɤŋ	1	
因	∅	iɤŋ	1	
姻	∅	iɤŋ	1	
殷	∅	iɤŋ	1	
應	∅	iɤŋ	1	
鷹	∅	iɤŋ	1	
蠅	∅	iɤŋ	1	
英	∅	iɤŋ	1	
嬰	∅	iɤŋ	1	
纓	∅	iɤŋ	1	
櫻	∅	iɤŋ	1	
鸚	∅	iɤŋ	1	
勻	ɦ	iɤŋ	2	
雲	ɦ	iɤŋ	2	
云	ɦ	iɤŋ	2	
淫	ɦ	iɤŋ	2	
行	ɦ	iɤŋ	2	
寅	ɦ	iɤŋ	2	
盈	ɦ	iɤŋ	2	
贏	ɦ	iɤŋ	2	
形	ɦ	iɤŋ	2	
刑	ɦ	iɤŋ	2	
型	ɦ	iɤŋ	2	
營	ɦ	iɤŋ	2	
飲	∅	iɤŋ	3	
隱	∅	iɤŋ	3	
允	∅	iɤŋ	3	
尹	∅	iɤŋ	3	
影	∅	iɤŋ	3	
瀴	∅	iɤŋ	5	
印	∅	iɤŋ	5	
孕	∅	iɤŋ	5	
窨	∅	iɤŋ	5	
隱	∅	iɤŋ	5	
應	∅	iɤŋ	5	
引	ɦ	iɤŋ	6	
韻	ɦ	iɤŋ	6	
運	ɦ	iɤŋ	6	
暈	ɦ	iɤŋ	6	
熨	ɦ	iɤŋ	6	
幸	ɦ	iɤŋ	6	
倖	ɦ	iɤŋ	6	
滾	k	uɤŋ	3	
棍	k	uɤŋ	5	
昆	kʰ	uɤŋ	1	
坤	kʰ	uɤŋ	1	
困	kʰ	uɤŋ	5	
捆	kʰ	uɤŋ	5	
睏	kʰ	uɤŋ	5	
溫	ʋ	ɤŋ	1	
瘟	ʋ	ɤŋ	1	
穩	ʋ	ɤŋ	3	
幫	p	oŋ	1	相~
蹦	p	oŋ	5	
捧	pʰ	oŋ	5	
蓬	b	oŋ	2	
篷	b	oŋ	2	
縫	b	oŋ	2	
棒	b	oŋ	6	
懵	m	oŋ	1	
蒙	m	oŋ	2	
忙	m	oŋ	2	
芒	m	oŋ	2	
夢	m	oŋ	6	
網	m	oŋ	6	
望	m	oŋ	6	
忘	m	oŋ	6	
莽	m	oŋ	6	
風	f	oŋ	1	
瘋	f	oŋ	1	
豐	f	oŋ	1	
丰	f	oŋ	1	
諷	f	oŋ	1	
封	f	oŋ	1	
蜂	f	oŋ	1	
蜂	f	oŋ	1	
鋒	f	oŋ	1	
東	t	oŋ	1	
冬	t	oŋ	1	
懂	t	oŋ	3	
董	t	oŋ	3	
凍	t	oŋ	5	
棟	t	oŋ	5	
通	tʰ	oŋ	1	
痛	tʰ	oŋ	5	
捅	tʰ	oŋ	5	
統	tʰ	oŋ	5	
同	d	oŋ	2	
銅	d	oŋ	2	
桐	d	oŋ	2	
筒	d	oŋ	2	
童	d	oŋ	2	
動	d	oŋ	6	
洞	d	oŋ	6	
桶	d	oŋ	6	
弄	n	oŋ	5	
弄	n	oŋ	6	
龍	l	oŋ	2	
聾	l	oŋ	2	
農	l	oŋ	2	
膿	l	oŋ	2	
籠	l	oŋ	2	
隆	l	oŋ	2	
弄	l	oŋ	5	
攏	l	oŋ	6	
壟	l	oŋ	6	
隴	l	oŋ	6	
弄	l	oŋ	6	
宗	ts	oŋ	1	
棕	ts	oŋ	1	
中	ts	oŋ	1	
忠	ts	oŋ	1	
鍾	ts	oŋ	1	
鐘	ts	oŋ	1	
盅	ts	oŋ	1	
蹤	ts	oŋ	1	
總	ts	oŋ	3	
腫	ts	oŋ	3	
種	ts	oŋ	3	
眾	ts	oŋ	5	
衆	ts	oŋ	5	
粽	ts	oŋ	5	
糉	ts	oŋ	5	
種	ts	oŋ	5	
中	ts	oŋ	5	
聰	tsʰ	oŋ	1	
蔥	tsʰ	oŋ	1	
匆	tsʰ	oŋ	1	
囪	tsʰ	oŋ	1	
充	tsʰ	oŋ	1	
沖	tsʰ	oŋ	1	
衝	tsʰ	oŋ	1	
衝	tsʰ	oŋ	5	
踵	tsʰ	oŋ	5	
松	s	oŋ	1	
鬆	s	oŋ	1	
嵩	s	oŋ	1	
送	s	oŋ	5	
宋	s	oŋ	5	
蟲	z	oŋ	2	
崇	z	oŋ	2	
從	z	oŋ	2	
叢	z	oŋ	2	
戎	z	oŋ	2	
茸	z	oŋ	2	
頌	z	oŋ	6	
仲	z	oŋ	6	
誦	z	oŋ	6	
訟	z	oŋ	6	
工	k	oŋ	1	
公	k	oŋ	1	
功	k	oŋ	1	
攻	k	oŋ	1	
恭	k	oŋ	1	
供	k	oŋ	1	
肛	k	oŋ	1	
汞	k	oŋ	3	
拱	k	oŋ	3	
鞏	k	oŋ	3	
貢	k	oŋ	5	
空	kʰ	oŋ	1	
空	kʰ	oŋ	5	
孔	kʰ	oŋ	5	
控	kʰ	oŋ	5	
恐	kʰ	oŋ	5	
共	g	oŋ	6	
烘	h	oŋ	1	
轟	h	oŋ	1	
捧	h	oŋ	3	
翁	∅	oŋ	1	
紅	ɦ	oŋ	2	
洪	ɦ	oŋ	2	
鴻	ɦ	oŋ	2	
虹	ɦ	oŋ	2	
馮	ɦ	oŋ	2	
逢	ɦ	oŋ	2	
縫	ɦ	oŋ	2	
宏	ɦ	oŋ	2	
鳳	ɦ	oŋ	6	
奉	ɦ	oŋ	6	
俸	ɦ	oŋ	6	
縫	ɦ	oŋ	6	
弓	tɕ	ioŋ	1	
窘	tɕ	ioŋ	5	
窮	dʑ	ioŋ	2	
濃	ȵ	ioŋ	2	
絨	ȵ	ioŋ	2	
胸	ɕ	ioŋ	1	
凶	ɕ	ioŋ	1	
兇	ɕ	ioŋ	1	
兄	ɕ	ioŋ	1	
匈	ɕ	ioŋ	1	
洶	ɕ	ioŋ	1	
永	∅	ioŋ	3	
擁	∅	ioŋ	3	
甬	∅	ioŋ	3	
勇	∅	ioŋ	3	
臃	∅	ioŋ	3	
用	∅	ioŋ	5	
壅	∅	ioŋ	5	
容	ɦ	ioŋ	2	
庸	ɦ	ioŋ	2	
熊	ɦ	ioŋ	2	
雄	ɦ	ioŋ	2	
融	ɦ	ioŋ	2	
榮	ɦ	ioŋ	2	
營	ɦ	ioŋ	2	
螢	ɦ	ioŋ	2	
泳	ɦ	ioŋ	6	
詠	ɦ	ioŋ	6	
百	p	aʔ	7	
柏	p	aʔ	7	
伯	p	aʔ	7	
掰	p	aʔ	7	
檗	p	aʔ	7	
拍	pʰ	aʔ	7	
珀	pʰ	aʔ	7	
魄	pʰ	aʔ	7	
𤖼	pʰ	aʔ	7	
拔	b	aʔ	8	
白	b	aʔ	8	
帛	b	aʔ	8	
襪	m	aʔ	8	
麥	m	aʔ	8	
脈	m	aʔ	8	
陌	m	aʔ	8	
媽	m	aʔ	8	
發	h	uaʔ	7	
髮	h	uaʔ	7	
法	h	uaʔ	7	
豁	h	uaʔ	7	
劃	ɦ	uaʔ	8	
嗒	t	aʔ	7	
搭	t	aʔ	7	
塔	tʰ	aʔ	7	
塌	tʰ	aʔ	7	
榻	tʰ	aʔ	7	
獺	tʰ	aʔ	7	
踏	d	aʔ	8	
達	d	aʔ	8	
捺	n	aʔ	8	
臘	l	aʔ	8	
蠟	l	aʔ	8	
辣	l	aʔ	8	
瘌	l	aʔ	8	
扎	ts	aʔ	7	
紮	ts	aʔ	7	
劄	ts	aʔ	7	
著	ts	aʔ	7	
著	ts	aʔ	7	
酌	ts	aʔ	7	
隻	ts	aʔ	7	
摘	ts	aʔ	7	
插	tsʰ	aʔ	7	
擦	tsʰ	aʔ	7	
察	tsʰ	aʔ	7	
拆	tsʰ	aʔ	7	
策	tsʰ	aʔ	7	
冊	tsʰ	aʔ	7	
赤	tsʰ	aʔ	7	
斥	tsʰ	aʔ	7	
尺	tsʰ	aʔ	7	
㿭	tsʰ	aʔ	7	
薩	s	aʔ	7	
殺	s	aʔ	7	
柵	s	aʔ	7	
閘	z	aʔ	8	
煠	z	aʔ	8	
鍘	z	aʔ	8	
芍	z	aʔ	8	
若	z	aʔ	8	
石	z	aʔ	8	
弱	z	aʔ	8	
澤	z	aʔ	8	
宅	z	aʔ	8	
射	z	aʔ	8	
著	z	aʔ	8	
夾	k	aʔ	7	
甲	k	aʔ	7	
格	k	aʔ	7	
隔	k	aʔ	7	
客	kʰ	aʔ	7	
掐	kʰ	aʔ	7	
軋	g	aʔ	8	
額	ŋ	aʔ	8	
赫	h	aʔ	7	
嚇	h	aʔ	7	
鴨	∅	aʔ	7	
押	∅	aʔ	7	
壓	∅	aʔ	7	
盒	ɦ	aʔ	8	
狹	ɦ	aʔ	8	
匣	ɦ	aʔ	8	
略	l	iaʔ	8	
掠	l	iaʔ	8	
獵	l	iaʔ	8	
爵	ts	iaʔ	7	
雀	tsʰ	iaʔ	7	
削	s	iaʔ	7	
嚼	z	iaʔ	8	
腳	tɕ	iaʔ	7	
甲	tɕ	iaʔ	7	
卻	tɕʰ	iaʔ	7	
怯	tɕʰ	iaʔ	7	
恰	tɕʰ	iaʔ	7	
皵	tsʰ	iaʔ	7	
瘧	ȵ	iaʔ	8	
虐	ȵ	iaʔ	8	
捏	ȵ	iaʔ	8	
轄	ɕ	iaʔ	7	
約	∅	iaʔ	7	
協	ɦ	iaʔ	8	
俠	ɦ	iaʔ	8	
藥	ɦ	iaʔ	8	
葯	ɦ	iaʔ	8	
鑰	ɦ	iaʔ	8	
躍	ɦ	iaʔ	8	
刮	k	uaʔ	7	
颳	k	uaʔ	7	
括	k	uaʔ	7	
摑	k	uaʔ	7	
挖	∅	uaʔ	7	
滑	ɦ	uaʔ	8	
猾	ɦ	uaʔ	8	
伐	ɦ	uaʔ	8	
乏	ɦ	uaʔ	8	
筏	ɦ	uaʔ	8	
罰	ɦ	uaʔ	8	
劃	ɦ	uaʔ	8	
撥	p	əʔ	7	
不	p	əʔ	7	
缽	p	əʔ	7	
鉢	p	əʔ	7	
潑	pʰ	əʔ	7	
迫	pʰ	əʔ	7	
拔	b	əʔ	8	
勃	b	əʔ	8	
荸	b	əʔ	8	
鼻	b	əʔ	8	
挬	b	əʔ	8	
末	m	əʔ	8	
沫	m	əʔ	8	
襪	m	əʔ	8	
墨	m	əʔ	8	
默	m	əʔ	8	
物	m	əʔ	8	
沒	m	əʔ	8	
拂	f	əʔ	7	
弗	f	əʔ	7	
活	v	əʔ	8	
或	v	əʔ	8	
惑	v	əʔ	8	
佛	v	əʔ	8	
得	t	əʔ	7	
德	t	əʔ	7	
瘩	t	əʔ	7	
忒	tʰ	əʔ	7	
搨	tʰ	əʔ	7	
𤄥	tʰ	əʔ	7	
突	d	əʔ	8	
特	d	əʔ	8	
呢	n	əʔ	8	
勒	l	əʔ	8	
肋	l	əʔ	8	
汁	ts	əʔ	7	
執	ts	əʔ	7	
質	ts	əʔ	7	
則	ts	əʔ	7	
側	ts	əʔ	7	
責	ts	əʔ	7	
窄	ts	əʔ	7	
職	ts	əʔ	7	
織	ts	əʔ	7	
仄	ts	əʔ	7	
出	tsʰ	əʔ	7	
齣	tsʰ	əʔ	7	
測	tsʰ	əʔ	7	
黢	tsʰ	əʔ	7	
濕	s	əʔ	7	
溼	s	əʔ	7	
失	s	əʔ	7	
瑟	s	əʔ	7	
虱	s	əʔ	7	
蝨	s	əʔ	7	
室	s	əʔ	7	
塞	s	əʔ	7	
色	s	əʔ	7	
識	s	əʔ	7	
式	s	əʔ	7	
飾	s	əʔ	7	
適	s	əʔ	7	
釋	s	əʔ	7	
十	z	əʔ	8	
什	z	əʔ	8	
拾	z	əʔ	8	
入	z	əʔ	8	
實	z	əʔ	8	
侄	z	əʔ	8	
秩	z	əʔ	8	
日	z	əʔ	8	
術	z	əʔ	8	
述	z	əʔ	8	
賊	z	əʔ	8	
直	z	əʔ	8	
植	z	əʔ	8	
值	z	əʔ	8	
殖	z	əʔ	8	
澤	z	əʔ	8	
擇	z	əʔ	8	
蟄	z	əʔ	8	
食	z	əʔ	8	
鴿	k	əʔ	7	
蛤	k	əʔ	7	
割	k	əʔ	7	
葛	k	əʔ	7	
革	k	əʔ	7	
格	k	əʔ	7	
疙	k	əʔ	7	
箇	k	əʔ	7	
瞌	kʰ	əʔ	7	
磕	kʰ	əʔ	7	
渴	kʰ	əʔ	7	
刻	kʰ	əʔ	7	
克	kʰ	əʔ	7	
剋	kʰ	əʔ	7	
咳	kʰ	əʔ	7	
搿	g	əʔ	8	
个	g	əʔ	8	
杌	ŋ	əʔ	8	
核	ŋ	əʔ	8	
齾	ŋ	əʔ	8	
喝	h	əʔ	7	
黑	h	əʔ	7	
瞎	h	əʔ	7	
乞	tɕʰ	iəʔ	7	
喫	tɕʰ	iəʔ	7	
吃	tɕʰ	iəʔ	7	
筷	kʰ	uəʔ	7	
撥	p	œʔ	7	
潑	pʰ	œʔ	7	
誖	b	œʔ	8	
𢨋	b	œʔ	8	
沒	m	œʔ	8	
忽	f	œʔ	7	
答	t	œʔ	7	
掇	t	œʔ	7	
脫	tʰ	œʔ	7	
奪	d	œʔ	8	
疊	d	œʔ	8	
納	n	œʔ	8	
囡	n	œʔ	8	
捋	l	œʔ	8	
亂	l	œʔ	8	
折	ts	œʔ	7	
哲	ts	œʔ	7	
摺	ts	œʔ	7	
浙	ts	œʔ	7	
卒	ts	œʔ	7	
徹	tsʰ	œʔ	7	
撤	tsʰ	œʔ	7	
撮	tsʰ	œʔ	7	
攝	s	œʔ	7	
設	s	œʔ	7	
刷	s	œʔ	7	
說	s	œʔ	7	
率	s	œʔ	7	
糝	s	œʔ	7	
雜	z	œʔ	8	
涉	z	œʔ	8	
舌	z	œʔ	8	
折	z	œʔ	8	
骨	k	œʔ	7	
國	k	œʔ	7	
佮	k	œʔ	7	
渴	kʰ	œʔ	7	
闊	kʰ	œʔ	7	
𩑦	∅	uœʔ	7	
合	ɦ	uœʔ	8	
猢	ɦ	uœʔ	8	
核	ɦ	uœʔ	8	
或	ɦ	uœʔ	8	
惑	ɦ	uœʔ	8	
物	ɦ	uœʔ	8	
厥	tɕ	yœʔ	7	
缺	tɕʰ	yœʔ	7	
屈	tɕʰ	yœʔ	7	
掘	dʑ	yœʔ	8	
倔	dʑ	yœʔ	8	
月	ȵ	yœʔ	8	
血	ɕ	yœʔ	7	
噱	ɕ	yœʔ	7	
越	ɦ	yœʔ	8	
閱	ɦ	yœʔ	8	
悅	ɦ	yœʔ	8	
曰	ɦ	yœʔ	8	
粵	ɦ	yœʔ	8	
域	ɦ	yœʔ	8	
穴	ɦ	yœʔ	8	
役	ɦ	yœʔ	8	
疫	ɦ	yœʔ	8	
月	ɦ	yœʔ	8	
博	p	oʔ	7	
剝	p	oʔ	7	
八	p	oʔ	7	
駁	p	oʔ	7	
卜	p	oʔ	7	
朴	pʰ	oʔ	7	
撲	pʰ	oʔ	7	
璞	pʰ	oʔ	7	
泊	b	oʔ	8	
僕	b	oʔ	8	
蔔	b	oʔ	8	
薄	b	oʔ	8	
摸	m	oʔ	8	
膜	m	oʔ	8	
莫	m	oʔ	8	
寞	m	oʔ	8	
木	m	oʔ	8	
沐	m	oʔ	8	
目	m	oʔ	8	
穆	m	oʔ	8	
牧	m	oʔ	8	
霍	f	oʔ	7	
寣	f	oʔ	7	
福	f	oʔ	7	
幅	f	oʔ	7	
蝠	f	oʔ	7	
腹	f	oʔ	7	
複	f	oʔ	7	
鑊	v	oʔ	8	
獲	v	oʔ	8	
穫	v	oʔ	8	
服	v	oʔ	8	
伏	v	oʔ	8	
縛	v	oʔ	8	
學	v	oʔ	8	
篤	t	oʔ	7	
督	t	oʔ	7	
厾	t	oʔ	7	
啄	t	oʔ	7	
𧰵	t	oʔ	7	
沰	t	oʔ	7	
托	tʰ	oʔ	7	
託	tʰ	oʔ	7	
禿	tʰ	oʔ	7	
鐸	d	oʔ	8	
踱	d	oʔ	8	
獨	d	oʔ	8	
讀	d	oʔ	8	
牘	d	oʔ	8	
毒	d	oʔ	8	
諾	n	oʔ	8	
蹗	l	oʔ	8	
漉	l	oʔ	8	
盝	l	oʔ	8	
落	l	oʔ	8	
烙	l	oʔ	8	
駱	l	oʔ	8	
斫	ts	oʔ	7	
作	ts	oʔ	7	
桌	ts	oʔ	7	
卓	ts	oʔ	7	
琢	ts	oʔ	7	
瘃	ts	oʔ	7	
竹	ts	oʔ	7	
筑	ts	oʔ	7	
築	ts	oʔ	7	
祝	ts	oʔ	7	
粥	ts	oʔ	7	
燭	ts	oʔ	7	
囑	ts	oʔ	7	
足	ts	oʔ	7	
捉	ts	oʔ	7	
戳	tsʰ	oʔ	7	
觸	tsʰ	oʔ	7	
促	tsʰ	oʔ	7	
畜	tsʰ	oʔ	7	
索	s	oʔ	7	
塑	s	oʔ	7	
朔	s	oʔ	7	
嗍	s	oʔ	7	
速	s	oʔ	7	
肅	s	oʔ	7	
夙	s	oʔ	7	
縮	s	oʔ	7	
宿	s	oʔ	7	
叔	s	oʔ	7	
粟	s	oʔ	7	
鐲	z	oʔ	8	
鑿	z	oʔ	8	
族	z	oʔ	8	
淑	z	oʔ	8	
熟	z	oʔ	8	
蜀	z	oʔ	8	
屬	z	oʔ	8	
俗	z	oʔ	8	
續	z	oʔ	8	
昨	z	oʔ	8	
嘓	k	oʔ	7	
各	k	oʔ	7	
閣	k	oʔ	7	
擱	k	oʔ	7	
郭	k	oʔ	7	
谷	k	oʔ	7	
穀	k	oʔ	7	
角	k	oʔ	7	
廓	kʰ	oʔ	7	
擴	kʰ	oʔ	7	
殼	kʰ	oʔ	7	
哭	kʰ	oʔ	7	
酷	kʰ	oʔ	7	
窟	kʰ	oʔ	7	
鶴	ŋ	oʔ	8	
鄂	ŋ	oʔ	8	
鱷	ŋ	oʔ	8	
嶽	ŋ	oʔ	8	
獄	ŋ	oʔ	8	
惡	∅	oʔ	7	
噁	∅	oʔ	7	
握	∅	oʔ	7	
齷	∅	oʔ	7	
屋	∅	oʔ	7	
沃	∅	oʔ	7	
菊	tɕ	ioʔ	7	
曲	tɕʰ	ioʔ	7	
麯	tɕʰ	ioʔ	7	
蛐	tɕʰ	ioʔ	7	
局	dʑ	ioʔ	8	
侷	dʑ	ioʔ	8	
肉	ȵ	ioʔ	8	
搙	ȵ	ioʔ	8	
玉	ȵ	ioʔ	8	
獄	ȵ	ioʔ	8	
褥	ȵ	ioʔ	8	
縟	ȵ	ioʔ	8	
蓄	ɕ	ioʔ	7	
旭	ɕ	ioʔ	7	
畜	ɕ	ioʔ	7	
鬱	∅	ioʔ	7	
郁	∅	ioʔ	7	
欲	ɦ	ioʔ	8	
慾	ɦ	ioʔ	8	
浴	ɦ	ioʔ	8	
學	ɦ	ioʔ	8	
樂	ɦ	ioʔ	8	
筆	p	iɪʔ	7	
潷	p	iɪʔ	7	
畢	p	iɪʔ	7	
必	p	iɪʔ	7	
碧	p	iɪʔ	7	
壁	p	iɪʔ	7	
癟	p	iɪʔ	7	
鱉	p	iɪʔ	7	
煏	p	iɪʔ	7	
匹	pʰ	iɪʔ	7	
撇	pʰ	iɪʔ	7	
僻	pʰ	iɪʔ	7	
辟	pʰ	iɪʔ	7	
闢	pʰ	iɪʔ	7	
劈	pʰ	iɪʔ	7	
霹	pʰ	iɪʔ	7	
別	b	iɪʔ	8	
弼	b	iɪʔ	8	
鼻	b	iɪʔ	8	
滅	m	iɪʔ	8	
搣	m	iɪʔ	8	
蜜	m	iɪʔ	8	
密	m	iɪʔ	8	
覓	m	iɪʔ	8	
篾	m	iɪʔ	8	
跌	t	iɪʔ	7	
扚	t	iɪʔ	7	
的	t	iɪʔ	7	
踢	tʰ	iɪʔ	7	
剔	tʰ	iɪʔ	7	
鐵	tʰ	iɪʔ	7	
貼	tʰ	iɪʔ	7	
帖	tʰ	iɪʔ	7	
疊	d	iɪʔ	8	
碟	d	iɪʔ	8	
蝶	d	iɪʔ	8	
諜	d	iɪʔ	8	
牒	d	iɪʔ	8	
迭	d	iɪʔ	8	
糴	d	iɪʔ	8	
立	l	iɪʔ	8	
粒	l	iɪʔ	8	
列	l	iɪʔ	8	
烈	l	iɪʔ	8	
劣	l	iɪʔ	8	
律	l	iɪʔ	8	
率	l	iɪʔ	8	
捩	l	iɪʔ	8	
接	ts	iɪʔ	7	
節	ts	iɪʔ	7	
即	ts	iɪʔ	7	
積	ts	iɪʔ	7	
跡	ts	iɪʔ	7	
蹟	ts	iɪʔ	7	
脊	ts	iɪʔ	7	
績	ts	iɪʔ	7	
七	tsʰ	iɪʔ	7	
妾	tsʰ	iɪʔ	7	
切	tsʰ	iɪʔ	7	
戚	tsʰ	iɪʔ	7	
慼	tsʰ	iɪʔ	7	
鏚	tsʰ	iɪʔ	7	
漆	tsʰ	iɪʔ	7	
輯	tsʰ	iɪʔ	7	
緝	tsʰ	iɪʔ	7	
薛	s	iɪʔ	7	
泄	s	iɪʔ	7	
屑	s	iɪʔ	7	
雪	s	iɪʔ	7	
息	s	iɪʔ	7	
熄	s	iɪʔ	7	
媳	s	iɪʔ	7	
惜	s	iɪʔ	7	
昔	s	iɪʔ	7	
錫	s	iɪʔ	7	
恤	s	iɪʔ	7	
膝	s	iɪʔ	7	
戌	s	iɪʔ	7	
析	s	iɪʔ	7	
悉	s	iɪʔ	7	
習	z	iɪʔ	8	
集	z	iɪʔ	8	
捷	z	iɪʔ	8	
襲	z	iɪʔ	8	
絕	z	iɪʔ	8	
截	z	iɪʔ	8	
籍	z	iɪʔ	8	
藉	z	iɪʔ	8	
席	z	iɪʔ	8	
蓆	z	iɪʔ	8	
夕	z	iɪʔ	8	
寂	z	iɪʔ	8	
劫	tɕ	iɪʔ	7	
急	tɕ	iɪʔ	7	
揭	tɕ	iɪʔ	7	
級	tɕ	iɪʔ	7	
給	tɕ	iɪʔ	7	
結	tɕ	iɪʔ	7	
潔	tɕ	iɪʔ	7	
吉	tɕ	iɪʔ	7	
擊	tɕ	iɪʔ	7	
激	tɕ	iɪʔ	7	
搛	tɕ	iɪʔ	7	
䥛	tɕ	iɪʔ	7	
杰	dʑ	iɪʔ	8	
傑	dʑ	iɪʔ	8	
竭	dʑ	iɪʔ	8	
極	dʑ	iɪʔ	8	
劇	dʑ	iɪʔ	8	
及	dʑ	iɪʔ	8	
屐	dʑ	iɪʔ	8	
熱	ȵ	iɪʔ	8	
孽	ȵ	iɪʔ	8	
日	ȵ	iɪʔ	8	
逆	ȵ	iɪʔ	8	
吸	ɕ	iɪʔ	7	
歇	ɕ	iɪʔ	7	
蠍	ɕ	iɪʔ	7	
隙	ɕ	iɪʔ	7	
脅	ɕ	iɪʔ	7	
邑	∅	iɪʔ	7	
揖	∅	iɪʔ	7	
乙	∅	iɪʔ	7	
一	∅	iɪʔ	7	
抑	∅	iɪʔ	7	
噎	∅	iɪʔ	7	
益	∅	iɪʔ	7	
靨	∅	iɪʔ	7	
葉	ɦ	iɪʔ	8	
翼	ɦ	iɪʔ	8	
亦	ɦ	iɪʔ	8	
易	ɦ	iɪʔ	8	
譯	ɦ	iɪʔ	8	
逸	ɦ	iɪʔ	8	
掖	ɦ	iɪʔ	8	
拽	ɦ	iɪʔ	8	
兒	∅	əl	2	
而	∅	əl	2	
二	∅	əl	5	
耳	∅	əl	6	
爾	∅	əl	6	
姆	m		1	
嘸	m		1	
畝	m		6	
母	m		6	
唔	ŋ		1	
魚	ŋ		2	
吳	ŋ		2	
兒	ŋ		2	
五	ŋ		6	
伍	ŋ		6	
午	ŋ		6	
我	ŋ		6	
