来源：	秋谷裕幸 2017 《中原官话汾河片音韵史研究》；Hynuza, Skanda 整理录入
tɕʰ	［1］秋鳅丘邱［2］囚求球裘□{提，拎}［6］舅{小～子：内弟}就旧
ɲ	［2］牛扭{用大拇指和食指扭转}［3］纽扭
ɕ	［1］修羞休［3］朽［5］秀绣锈［6］袖飞{～娃：麻雀}
Ø	［1］忧优悠幽［2］尤邮由油游犹莜［3］有［5］友酉诱右{～面变音}祐釉幼［6］又
#ɤ	
k	［1］合{容量单位}鸽{～子}割葛各阁搁［2］哥［0b］个{夜～：昨日；一半～：个把}嗑{吃～子：口吃。不送气音}
kʰ	［1］科磕{～头}瞌{～睡}渴壳［3］可
ŋ	［1］屙{～㞎：拉屎}恶{～人：坏人，～水：污垢}［2］蛾鹅俄鄂［6］饿
x	［1］喝{～水}□{～□ŋai1：打哈欠}［2］河何荷{～花}和{我～他}合{～伙变音，～作，～不来}盒{～子：较大的盒子}黑{～夜里：晚上。调值特殊}［6］贺鹤
#uɤ	
p	［1］菠{～菜}玻拨驳帛□{～馍：烙饼；～了：糊了。本字也许是“䭦”，《广韵》入声铎韵傍各切：“䭦饼。”但声母和声调都不符合常例。}［2］勃渤博［3］跛簸{动词}［5］簸{～箕}□{～□luɤ1盖变音：膝盖}［0b］播{广～}
pʰ	［1］波颇坡泼樸朴{～素}魄撲瀑□{～命：拼命}［2］婆脖{～子}薄{形容词}［5］破［0b］脬{尿～：膀胱}
m	［1］末抹{～药}莫摸寞墨{一块变音～}默穆［2］魔磨{～刀子}摩蘑模{～范}没{～收}膜□{～子：疯子，～狗变音：疯狗}陌{～生}［6］磨{名词。读字}
t	［1］多［3］躲［5］剁［6］□{圪～：玉米棒子}［0a］掇{拾～：收拾}［0b］朵{耳～}
tʰ	［1］拖脱託托庹［2］驮{动词}夺［3］妥［5］唾［6］大{形容词}［0b］驼{骆～}驮{□lɤŋ51～：搭在牲口身上两边能装东西的袋子，用柳条编成}
l	［1］捋{～胡子}诺落烙{～铁：旧式熨斗}洛络乐{娱～}鹿［2］挪罗锣箩{～子：筛粉末状细物用的器具}萝{～卜}逻骡螺［6］糯{～米}摞{叠}骆{～驼}肋{～子：肋骨}［0b］□{□suɤ55～花：牵牛花}□{□puɤ55～盖变音：膝盖}□{□□ma35pu5～：蜻蜓}
ts	［1］作桌{～子}捉［2］卓琢啄镯{～子}族逐［5］左{(《广韵》则箇切)～面变音}［6］座{上～：面对大门的座位}
tsʰ	［1］搓锉［2］凿{～子}戳{邮～}［5］措错［6］坐
s	［1］索欶{吮吸}速缩{～水}束［3］锁所［5］□{～□luɤ1花：牵牛花}
tʂ	［2］酌□{这个。“这个”[tʂʅ35uei55]的合音}［0a］□{一～眼窝：独眼龙，一～胳臂：一只胳膊}
tʂʰ	［1］梭{～子}□{～子：鸡毛掸子。与“梭子”同音。}□{～水：戽水}［2］着{～火；碰～}
ʂ	［1］说［2］勺{汤勺}芍
ʐ	［1］若弱
k	［1］锅戈郭国{外～}［3］果裹{～住}［5］过{～来}［0b］瓜{金～：南瓜，西～}
kʰ	［1］括阔廓扩哭{～杖：孝棍}□{修剪多余的树枝}［2］棵颗{量词}［5］课骒{～骡：母骡，～马：母马}
ŋ	［3］我
x	［1］豁{～子：豁嘴}［2］和{～平}禾活［3］火［5］货［6］祸忽{～然}霍{～州：地名}［0a］话{排闲～：谈天儿}［0b］花{□tsʰau11～子：乞丐，棉～，读作[miau35xuɤ5]。}喝{吆～：叫}
Ø	［1］窝握［2］□{那个。“兀个”[u35uei55]的合音}［6］卧{动物趴}□{～犁：犁}［0b］沃{肥～}
#yɤ	
l	［1］略
tɕ	［1］脚［6］角{～猪：配种用的公猪}［0b］觉{感～}
tɕʰ	［1］却确［2］嚼{动词；～子}
ɕ	［1］削肃{严～；甘～}［2］学
Ø	［1］虐疟约药嶽岳{～飞}乐{～队}［3］钥{～匙}
#ɚ	
Ø	［2］儿而［3］尔饵［6］二{～千，～伏}
#ʅ̃	
tʂ	［1］蒸正{～月}［5］正{～面；～吃饭：在吃饭}
tʂʰ	［1］称{用秤称}［5］秤
ʂ	［2］绳{～子}盛{～饭}［6］剩［0b］声{吆喝他一～：叫他一声}
#ĩ	
p	［1］冰{东西凉}
pʰ	［2］平瓶{～～：较小的瓶子，～子：较大的瓶子}［6］病［0b］坪{上乐～：地名}
m	［2］明{亮，天～：天亮；清～}名{名字}［6］命［0b］□{冻～：冰}
n	［2］灵{～棚变音：放灵柩的棚子}零{～钱变音}铃{～～：较小的铃子}［3］领{～子}［6］另{～家：分家}
tɕ	［1］耕{～地：犁地}荆{～条}惊{吃惊}精{～明}经{～纬：经线和纬线；念～}钉{～子}［3］顶{～风；轿变音～子，山～子}［5］甑{～子}钉{～住}井{～绳}［0a］菁{蔓～，山蔓～：马铃薯，此时读作[saŋ11maŋ11tɕĩ1]}
tɕʰ	［1］清{～水，～明}轻听厅{堂屋}青{麦子还没有成熟}□{畦}□{粪便，～桶变音：便桶}［2］晴［3］请{～客}［6］净{干净}［0a］□{眼窝圪～了：闭眼}
ɲ	［2］娘{奶奶}赢［0a］应{答～：应声}[533]硬{～棒变音：老人健康。连读调特殊}
ɕ	［1］恓{～惶：可怜}星{秤星}腥{～人}［2］饧{糖□kua533变音～：麦芽糖}邢{姓}［3］省{～下了：懂了}□{篮变音～子：篮子的提梁}［5］姓{～王}醒
Ø	［2］蝇{～蠓子：蚊子；苍～}［3］影{～子}
#aŋ	
p	［1］班斑颁扳般{一～：一样}搬帮{～忙}邦［3］扳板版榜{～上有名}［5］扮半{一～个：个把}绊{～倒：跌倒}［6］办谤
pʰ	［1］攀潘{姓}［2］盘{～子；～布：量布}旁{～边}螃［5］盼判叛胖［6］办{怎么～}拌
m	［1］□{□tsaŋ11～□ku1：啄木鸟}［2］瞒蔓{山～菁：马铃薯，～菁}蛮忙芒{～种}茫盲氓［3］满莽［6］漫幔慢
f	［1］翻{翻动}番方芳［2］凡帆烦矾繁肪坊妨防［3］反倣纺访［5］泛贩放{解～}［6］范{姓}范{模～}犯饭
t	［1］耽担{～担子：挑担}丹单当{～归}［2］□{～脑：脑袋}［3］胆掸疸党［5］担{～子：扁担，也指“连襟”}石{容量单位}当{相～}挡□{黑～～的：物品的颜色很黑}［6］诞旦但荡
tʰ	［1］贪滩摊［2］潭谭痰谈檀壇弹{～琴}堂{学～：学校}棠螳唐糖塘□{～谜：猜谜}［3］毯躺［5］探炭{煤}叹趟［6］淡蛋［0b］弹{炸～}
l	［2］南楠男燣{～肉：炒肉}蓝篮难{形容词}兰拦栏郎廊狼螂□{～箱：衣橱}［3］览揽榄懒［5］□{～筋：跟腱}□{□kiə35～子：棍子。“□□”[kiə35laŋ55]是“杠”的分音词}［6］滥难{避～}烂乱囊朗浪
ts	［1］簪赃脏{肮～}□{～□□maŋ11ku1：啄木鸟}［3］斩攒盏［5］蘸赞葬［6］暂錾{～子}站{车～}栈藏{西～}臟
tsʰ	［1］参{～加}惨掺餐仓［2］惭残藏{动词}［3］铲产［5］灿□{～包袱：把包袱展开}［0b］舱{船～}
s	［1］三杉衫山删［2］馋{嘴～}［5］散{云～了}
tʂ	［1］瞻詹毡展张{姓；量词，用于桌子}章樟障［3］搌{～布：抹碗布}长{县～}掌［5］占{～领}战颤{打～：发抖}仗帐［0b］杖{哭～：孝棍}
tʂʰ	［1］昌菖［2］缠{～线}禅长{～征}肠{盲～}常［3］厂［5］畅［0b］蟮{蛐～：蚯蚓}氅{大～：大衣}倡{提～}
ʂ	［1］搧{动词}商伤［3］赏［5］陕扇{～子}骟{阉割}［6］善膳上{～海}［0b］闪{霍～：闪电}偿{赔～}
ʐ	［2］黏然燃壤［3］染碾{用碾子使谷物脱粒}嚷
k	［1］甘泔橄{～榄}干{～涉；天～}肝干{焙～}竿杆冈岗刚纲钢缸［3］感敢秆{～草：谷子的秸秆}擀赶港［5］干{～活，～部}□{牙～：牙垢}□{□sɤŋ35～上：一起，读作[sɤŋ35kaŋ55ʂə1]}
kʰ	［1］堪勘刊康慷［3］砍扛［5］看{～病，好～}抗炕
ŋ	［1］安鞍肮{～脏}［2］昂［5］暗按案［6］庵岸［0b］□{藏～～：捉迷藏}
x	［1］憨{～子：傻子}□{～水：口水}［2］含函鹹寒韩闲{形容词}行{银～}航杭［3］喊鼾{打～睡：打鼾}［5］汉翰［6］憾馅罕旱汗焊
#iaŋ	
p	［1］鞭编边［3］贬扁{形容词，～豆，～食：饺子}匾［5］变遍{一～}［6］辨辩便{方～}
pʰ	［1］篇偏［2］便{占～宜}［5］骗［6］辫{～子}
m	［2］绵棉眠□{～□ŋɔ533变音：知了}［3］免勉［6］面麵
t	［5］店电
l	［2］廉镰帘连{～枷}莲良凉量{动词}粮梁粱［3］脸两{数词}［6］敛{读字}殓{入～：大殓}练炼链亮谅辆量{质～}［0b］怜{可～}
tɕ	［1］尖兼艰间{时～}奸煎{～药}犍{～牛：阉过的公牛}颠肩坚将{～来}疆僵薑缰姜羌蒋江绛{新～：地名}□{小气}□{～子爷：灶神}［3］减碱检点{～火，～头，几～}简柬剪典繭趼{读字}荐奖讲［5］舰监{～督}鉴监{太～}渐剑店簟{读字}间{～苗}谏箭溅键建毽健电见浆桨将{棋子之一}降{～落伞变音}耩{～犁：一种农具，犁地用}［6］俭践件殿奠［0b］□{麦～：麦秸}
tɕʰ	［1］鵮{啄}歼籤簽谦添锨{铁锹}迁遣天千牵铅{～笔}枪腔□{用镰刀切下成熟的谷物的穗}［2］钳甜钱{重量单位；姓}乾{～坤}田填前{～头}强{形容词}［3］舔浅抢［5］欠歉［6］践{便宜}垫靛［0b］强{勉～}□{当～里：中间}
ɲ	［1］拈淹腌{～菜}蔫{萎}殃［2］颜{～色}年{后～，一～}娘{婆～：妻子}［3］眼{～镜，一～井变音；针鼻～}撚撵{追，赶}研{～药}［6］酽{茶很浓}念{～经}雁酿
ɕ	［1］仙鲜{新～}掀先{副词}相{～处}箱厢襄{～汾：地名}镶乡［2］衔嫌闲{排～话：谈天儿}贤弦玄{～孙：孙子的儿子}详祥降{投～}［3］相{～当}想享癣显［5］咸{～阳：地名}鲜{朝～}线宪献先{(《广韵》先见切)～前日：大前日；～后：妯娌}湘相{棋子之一}向□{～前日：大前日}［6］限现县象{棋子之一}项［0b］香{麝～}
Ø	［1］烟胭央秧［2］岩盐{名词}阎{～王}檐严{姓；～格}言研缘{～分；蛇、毛毛虫等爬行}沿洋阳杨{姓}扬疡［3］掩黡{～子：痣，黑点}仰养{供～}［5］晏延{～安：地名}咽宴［6］炎验厌艳焰演谚砚{～瓦：砚台}映
#uaŋ	
t	［1］端［3］短［6］锻段{路～}缎{～子}
tʰ	［2］团{骗}［6］断{～了}段{姓}
l	［3］暖{～和；～鸡娃：孵小鸡}卵
ts	［1］钻{穿过，如，～洞子}庄妆{嫁～}桩［5］钻{～子；～孔}壮［6］撰状{～元，告～}
tsʰ	［1］汆{焯}［2］床{床铺}［3］□{撞；～米：舂小米儿}［5］窜创
s	［1］酸拴{～牛，～鞋带变音：系鞋带}霜双［3］爽［5］算蒜涮{涮洗，～嘴：漱口}［0b］闩{门～}
tʂ	［1］专砖［5］转{(《广韵》株恋切)～身：翻身，～腿肚子：腿抽筋}［6］传{自～}
tʂʰ	［1］川穿［2］传{动词}椽船{～舱}［3］喘闯［5］篆串{～街：逛街，～亲戚}
ʐ	［3］软阮
k	［1］官棺观{～音}冠{鸡～}冠{～军}关{把门变音～住}光［3］管馆广［5］贯灌罐{～子}观{道士的住所}惯
kʰ	［1］宽匡筐{～子}［2］狂［3］款况［5］矿
x	［1］欢荒慌［2］桓还{动词}黄{姓}簧皇蝗隍□{～□tʂʰu51：锥子}［3］缓谎晃［5］□{牙～子：齿龈}唤{～媳妇：娶媳妇，痛～：呻吟}［6］唤换幻患
Ø	［1］豌{～豆}弯湾［2］完丸{～子}玩顽亡王{姓；～八：乌龟；阎～}［3］皖碗{一般大小的碗}晚挽{捲袖子}网枉往［6］万蔓{～子}汪妄旺［0b］瓦{砚～：砚台}望{希～}
#yaŋ	
l	［2］连{～衣裳：缝衣服}联{～系}［3］□{用手指掐}
tɕ	［1］捐［3］捲□{骂}［5］卷{～子}［6］眷绢倦券
tɕʰ	［2］全泉拳{划～}权［3］犬［5］圈{炉～}劝
ɲ	［2］言{不爱～语：不言语}
ɕ	［1］轩宣喧□{用手推，如，把门变音～开}［2］旋玄{～孙：孙子的孙子}悬眩{头晕}［3］选
Ø	［1］冤渊［2］圆{形容词}员缘元原源芫{～荽}袁辕{～骡子：驾辕的骡子}园援［3］远［5］怨［6］院{医～}愿
#ɔ̃	
p	［1］帮{～忙}［3］绑［5］蹦{跳}
pʰ	［2］旁{～处：旁边，～人：别人，～个的：别的}庞{姓}
m	［2］馍{馒头，较软的饼子}忙{形容词}芒{麦～}虻［3］猛{～病：急病}
f	［2］房{～子，厨～}［3］纺{～棉花}［5］放{～假，～炮变音，～风筝}［0b］方{地～}
t	［1］当{～老师；～□tɕʰiaŋ1里：中间}［5］挡{～住}当{～铺，～房子：典房子}［0b］裆{裤～}
tʰ	［1］汤［5］烫
n	［2］狼［3］冷{～子：雹}□{用刀刺}［6］上{桌子～}［0b］乐{上～坪：地名}
ts	［1］庄{～稼}装{～不下}争睁{～开}［5］装{(《广韵》侧亮切)～棉花：在衣服里铺棉花}挣
tsʰ	［1］苍{～蝇}疮{漏～：痔疮}窗{～子}［2］藏{动词}［5］牚{～骨：桌椅的横条}
s	［1］桑霜双{～数，一～筷子}生{～气}甥{外～子}［2］床{～～：矮凳；尿～}［3］省{～钱}［5］双{(《广韵》朔降切)～娃：双胞胎}嗓{～子}□{～牛：母牛}［0b］丧{报～}
tʂ	［1］张{量词，用于纸；～嘴}［3］长{～大}涨{～水}［5］账胀
tʂʰ	［2］长{形容词}肠{～子}场{场院}［3］厂{～子}［5］唱［6］丈{一～;老～人：岳父，读作lau332tʂʰɔ̃51-332ʐɤŋ35-1，“丈”的连读调特殊。“岳父”也可以说“丈人”tʂʰɔ̃51-332ʐɤŋ35-1，连读调也特殊。，～母娘}
ʂ	［1］伤墒{保～}［2］尝偿{～命}［3］晌{～午间变音：中午}［6］上{～课}上{～头}绱{～鞋：把鞋帮和鞋底缝在一起}
ʐ	［2］瓤［6］让
k	［1］刚光{～棍变音；～吃面}
kʰ	［1］糠［5］炕{火～：炕}
x	［2］行{～家：内行}黄{颜色，～鼠狼。“黄鼠狼”也可以说“黄鼬”xɔ̃35iau5}横［3］□{拿}［5］□{和，跟}［6］巷{～子}杏
#uɔ̃	
x	［0b］惶{恓～：可怜}谎{诌～：说谎}
Ø	［6］忘{～了}旺{庄稼旺盛}
#iə̃	
n	［2］凉粮{～食}［3］两{～个}两{几～}
tɕ	［1］缰{～绳}［5］酱{～油}糨{～子：糨糊}虹
tɕʰ	［2］墙［3］抢［6］呛匠{～人，木～}犟{小孩儿不听话}［0b］枪{土～：鸟铳}
ɲ	［2］娘{～家，丈母～}
ɕ	［1］相{～媳妇}箱{～子}香［3］想{挂念}响相{照～}［6］象{动物名}像橡{～皮}
Ø	［2］羊阳{～面变音：太阳地儿}杨{～树}扬{～场}［3］养{～猪，童～媳妇：童养媳}痒［6］样
#ɤŋ	
p	［1］锛{～子}崩［3］本{～事，日～}［5］奔
pʰ	［1］喷{～漆}烹［2］盆{木炭～：取暖用的火盆}朋鹏彭膨棚篷蓬捧［5］喷{打～嚏}碰［6］笨
m	［1］焖［2］门{衙～}萌盟蒙［3］懵［5］蠓{蝇～子：蚊子}［6］闷{～热}猛孟梦［0b］拇{大～头变音：大拇指}们{我～}
f	［1］分{～开，春～}纷风枫疯封蜂［2］焚坟汾{～河：河名}冯峰锋逢缝{动词}［3］粉［5］粪{牛～}［6］愤奋份丰{～收}讽凤奉俸缝{～子}
t	［1］登灯［3］等戥{～子}［5］凳邓瞪［0a］□{脚圪～：踮脚}
tʰ	［1］吞藤［2］腾誊疼
l	［2］能笼{～嘴}聋拢农脓浓龙垄［3］嫩冷［6］弄{动词}□{～驮：搭在牲口身上两边能装东西的袋子，用柳条编成}［0a］咙{喉～}窿{窟～}［0b］□{侧～子睡：侧身而睡}
ts	［1］曾{姓；～孙}增憎争{斗～}侦［2］怎{～么}［5］臻赠
tsʰ	［1］撑{～腰}［2］岑曾{～经}层［5］磣{食物中夹有沙子，嚼起来牙齿不舒服的感觉。阴去}衬{～衣、～裤：均为内衣}□{掺，对。混合的水较多}
s	［1］森僧生{不成熟；～肖；落～：落花生；～活：毛笔}笙［2］□{～□kaŋ55上：一起}［3］省{～长}［5］渗{渗；沉}瘆{～人：使人害怕}［0a］参{人～}
tʂ	［1］针斟珍真诊疹徵贞［2］这{～样，～早变音：现在，这会儿}［3］整［5］镇证症正{改～}政枕{～头变音}［6］阵{～地}振震郑{姓，～州}［0b］征{长～}
tʂʰ	［1］称{名～}［2］沉{东西重}陈尘晨辰臣惩橙丞呈程成城诚［5］沉{读字}趁乘{加减～除}承［6］□{～～～：石头剪子布}［0b］称{对～}筝{放风～}
ʂ	［1］深身申{地支之一}伸升{容量单位}昇声{～音}［2］神［3］沈审婶［5］肾胜{～利}圣盛{茂～}［6］甚什{什么}慎
ʐ	［2］壬人仁仍［3］忍［6］任刃认
k	［1］跟根更{三～}粳庚［5］更{副词}耿梗{菜～子}
kʰ	［1］坑［3］恳垦啃肯
ŋ	［1］恩
x	［1］亨［2］痕恒衡横{～竖}［3］很［6］恨
#iɪŋ	
p	［1］宾彬斌兵［3］秉炳柄饼{～子}［5］殡丙併並
pʰ	［2］贫频凭平{和～}瓶屏［3］品{夸耀}［5］聘评{批～}姘苹{～果}
m	［2］民鸣明{～白}名{著～}铭［3］闽悯敏皿［6］命{～令}
t	［3］顶鼎
l	［2］林{姓；树～}淋临邻鳞磷陵凌菱灵零{一百～一}铃{～子：较大的铃子。也可以读作[nĩ35tsɿ5]}［3］檩领{占～}岭［6］赁{～房子：租房子}令另□{一～纸：五百张纸}［0a］龄{年～}龙{白～：地名}
tɕ	［1］今金襟衿{～鞋带变音：系鞋带}津巾斤筋茎京荆惊{～蛰}精{～干：聪明}晶颈丁经{念～；曾～}径［3］锦仅紧谨境景警竞井［5］禁{～止}进晋劲敬竟［6］尽{～心}近{～视眼}静{安～}靖订定{～婚}
tɕʰ	［1］钦亲{～戚}清{～楚}［2］琴禽擒秦勤芹擎情亭停廷庭［3］请［5］侵寝浸沁{～源：地名}庆顷［6］妗尽{月～：农历每月的最后一天，大～：农历有三十天的月份}近
ɲ	［1］阴{～天}［2］银凝宁{安～}拧［3］䌥{～被子：绗被子}［5］饮{～马}□{～人：触着凸起的东西觉得不舒服}［6］硬{形容词}
ɕ	［1］心辛{天干之一}新薪欣星{～宿：星星}腥［2］寻{寻找}行{～为；能～：可以}行{品～}形型刑［3］省{反～}［5］信{写～；相～}囟{～门顶：囟门}讯衅迅兴{振～}兴{败～：丢脸}性姓{贵～}［6］幸［0a］□{圪～：似下非下的小雨，比毛毛雨更小}［0b］婿{女～子：女婿、新郎}
Ø	［1］音阴因姻殷鹰莺鹦樱英婴缨［2］淫寅迎盈营茔{坟～}［3］引隐影□{～墙：炕的边缘}［5］窨{～子：较大的窖子}洇印应{～该}［0b］瘾{烟～}
#uoŋ	
t	［1］炖{～肉}蹲东{～面变音}冻{《广韵》德红切。～□mĩ1：冰}冬□{～脚：跺脚}［2］□{挖～：挖坑}［3］董懂［5］顿吨盾钝遁冻{～冻德红切□mĩ1：结冰}栋□{黑～～的：天很黑}［6］动{劳～}洞［0a］饨{馄～}［0b］墩{树～子}
tʰ	［1］通□{～耳：耳垢}［2］屯同铜桐{梧～树}童瞳□{～□tsuoŋ1人：经纪人}［3］筒捅统□{钻水～子：潜水}［5］痛［6］囤{～子}动{别～}洞{～子；洪～：地名}
l	［2］崙伦沦轮隆陇［0a］□{□ku35～：整个}
ts	［1］尊遵棕宗鬃中{～国}忠终鐘鍾［3］总［5］众中{～毒}［6］纵［0b］仲{杜～}□{□tʰuoŋ35～人：经纪人}
tsʰ	［1］村聪匆充［2］存丛崇从{介词}重{～阳；叠起来}［5］寸
s	［1］孙{姓；～子}鬆嵩松{～树}［2］□{精液；没本事。本书里写作“㞞”}［3］损［5］送宋
tʂ	［3］凖准肿［5］中{～了}种{品～}种{～地，～树，芒～}
tʂʰ	［1］春充冲［2］纯虫{毛毛～}［6］重{形容词}［0b］蠢{愚～}
ʂ	［6］顺舜
ʐ	［2］戎绒融蓉［3］茸［6］润闰{～月}
k	［1］公工功攻弓宫恭［3］滚拱巩［5］棍{～子}蚣贡供{～养}共［0a］蚣{蜈～}［0b］躬{鞠～}
kʰ	［1］空{～房子}［3］捆孔控恐［5］困空{～地}昆{～明}崑{～崙山}［0b］坤{乾～}
x	［1］婚昏{浑浊，～水}荤［2］魂馄浑{～身}弘宏红洪鸿［3］哄{逗}［6］混轰［0b］茴{大～香：茴香}
Ø	［1］温瘟翁［2］文纹蚊闻兀{～样：那样}［3］稳［5］瓮［6］问［0b］吻{接～}
#yoŋ	
l	［2］邻{～居}伦沦轮［5］□{□pu35～股：货郎鼓，也指“孙子的孙子”}［6］论
tɕ	［1］均钧君军［5］菌俊郡粽{～子}
tɕʰ	［1］倾［2］群裙{～子}琼穷
ɕ	［1］熏兄胸{～脯子}凶兇［2］荀旬循巡笋{竹～}殉勋熊{《广韵》胡弓切}雄{《广韵》胡弓切}［5］训{动词，教训，批评}□{～□xu1：猫头鹰}□{牛～子：牛鼻桊儿}［6］训{～练}诵颂讼
Ø	［1］晕{～车}□{猪用嘴拱}［2］匀云雲荣容［3］允永泳咏雍{～正}痈拥勇涌蛹［6］熨{～斗}韵运用
