單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
策	初	開	二	耕	入	莊	梗		c	aek	7		ʦʰ	ɐk	23		ʦʰ	ɐk	23	
賊	從	開	一	登	入	精	曾		c	aek	7		ʦʰ	ɐk	23		ʦʰ	ɐk	23	
拆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aek	7		ʦʰ	ɐk	23		ʦʰ	ɐk	23	
侵	清	開	三	侵A	平	精	深		c	aem	1		ʦʰ	ɐm	23		ʦʰ	ɐm	23	
參	初	開	三	侵B	平	莊	深		c	aem	1		ʦʰ	ɐm	23		ʦʰ	ɐm	23	參差
寢	清	開	三	侵A	上	精	深		c	aem	3		ʦʰ	ɐm	45		ʦʰ	ɐm	45	
尋	邪	開	三	侵A	平	精	深		c	aem	2		ʦʰ	ɐm	22		ʦʰ	ɐm	22	
沉	澄	開	三	侵B	平	知	深		c	aem	2		ʦʰ	ɐm	22		ʦʰ	ɐm	22	
親	清	開	三	真A	平	精	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
村	清	合	三	魂	平	精	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
春	昌	合	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
鶉	常	合	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	鵪鶉
瞋	昌	開	三	真A	平	章	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
趁	澄	開	三	真B	平	知	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
襯	初	開	三	真B	去	莊	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
村	清	合	一	魂	平	精	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
寸	清	合	一	魂	去	精	臻		c	aen	1		ʦʰ	ɐn	23		ʦʰ	ɐn	23	
蠢	昌	合	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45	
疹	章	開	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45	
診	章	開	三	真A	上	章	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45	
忖	清	合	一	魂	上	精	臻		c	aen	3		ʦʰ	ɐn	45		ʦʰ	ɐn	45	
旬	邪	合	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
巡	邪	合	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
循	邪	合	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
秦	從	開	三	真A	平	精	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
陳	澄	開	三	真B	平	知	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
塵	澄	開	三	真B	平	知	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
存	從	合	一	魂	平	精	臻		c	aen	2		ʦʰ	ɐn	22		ʦʰ	ɐn	22	
村	清	合	二	魂	平	精	臻		c	aen	4		ʦʰ	ɐn	21		ʦʰ	ɐn	21	
瞠	徹	開	二	庚	平	知	梗		c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23	
鐺	初	開	二	庚	平	莊	梗		c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23	瓦鐺
撐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23	
鎗									c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23	
鋥									c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23	
牚									c	aeng	1		ʦʰ	ɐŋ	23		ʦʰ	ɐŋ	23	
鐺	初	開	二	庚	平	莊	梗		c	aeng	2		ʦʰ	ɐŋ	22		ʦʰ	ɐŋ	22	
橙	澄	開	二	耕	平	知	梗		c	aeng	2		ʦʰ	ɐŋ	22		ʦʰ	ɐŋ	22	
曾	從	開	一	登	平	精	曾		c	aeng	2		ʦʰ	ɐŋ	22		ʦʰ	ɐŋ	22	曾經
層	從	開	一	登	平	精	曾		c	aeng	2		ʦʰ	ɐŋ	22		ʦʰ	ɐŋ	22	
緝	清	開	三	侵A	入	精	深		c	aep	6		ʦʰ	ɐp	45		ʦʰ	ɐp	45	
輯	從	開	三	侵A	入	精	深		c	aep	6		ʦʰ	ɐp	45		ʦʰ	ɐp	45	
七	清	開	三	真A	入	精	臻		c	aet	6		ʦʰ	ɐt	45		ʦʰ	ɐt	45	
柒	清	開	三	真A	入	精	臻		c	aet	6		ʦʰ	ɐt	45		ʦʰ	ɐt	45	
漆	清	開	三	真A	入	精	臻		c	aet	6		ʦʰ	ɐt	45		ʦʰ	ɐt	45	
猝	清	合	二	魂	入	精	臻		c	aet	6		ʦʰ	ɐt	45		ʦʰ	ɐt	45	
出	昌	合	三	脂A	去	章	止		c	aet	6		ʦʰ	ɐt	45		ʦʰ	ɐt	45	
齣	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aet	6		ʦʰ	ɐt	45		ʦʰ	ɐt	45	
秋	清	開	三	尤	平	精	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
鰍	清	開	三	尤	平	精	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
糗	溪	開	三	尤	上	見	流		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
嗅	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	aeu	1		ʦʰ	ɐu	23		ʦʰ	ɐu	23	
囚	邪	開	三	尤	平	精	流		c	aeu	2		ʦʰ	ɐu	22		ʦʰ	ɐu	22	
妻	清	開	四	齊	平	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
萋	清	開	四	齊	平	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
淒	清	開	四	齊	平	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
悽	清	開	四	齊	平	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
砌	清	開	四	齊	去	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
切	清	開	四	齊	去	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	一切
棲	心	開	四	齊	平	精	蟹		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
沏	清	開	四	先	入	精	山		c	ei	1		ʦʰ	ei	23		ʦʰ	ei	23	
齊	從	開	四	齊	平	精	蟹		c	ei	2		ʦʰ	ei	22		ʦʰ	ei	22	整齊
隋	邪	合	三	支A	平	精	止		c	ei	2		ʦʰ	ei	22		ʦʰ	ei	22	
隨	邪	合	三	支A	平	精	止		c	ei	2		ʦʰ	ei	22		ʦʰ	ei	22	
糍									c	ei	2		ʦʰ	ei	22		ʦʰ	ei	22	丸糍、團糍
赤	昌	開	三	清A	入	章	梗		c	ek	6		ʦʰ	ɛk	45		ʦʰ	ɛk	45	又音
尺	昌	開	三	清A	入	章	梗		c	ek	7		ʦʰ	ɛk	23		ʦʰ	ɛk	23	
赤	昌	開	三	清A	入	章	梗		c	ek	7		ʦʰ	ɛk	23		ʦʰ	ɛk	23	
惜	心	開	三	清A	入	精	梗		c	ek	7		ʦʰ	ɛk	23		ʦʰ	ɛk	23	疼愛
青	清	開	四	青	平	精	梗		c	eng	1		ʦʰ	ɛŋ	23		ʦʰ	ɛŋ	23	青色
清	清	開	二	清A	平	精	梗		c	eng	1		ʦʰ	ɛŋ	23		ʦʰ	ɛŋ	23	水清
請	從	開	三	清A	平	精	梗		c	eng	3		ʦʰ	ɛŋ	45		ʦʰ	ɛŋ	45	
醒	心	開	四	青	平	精	梗		c	eng	3		ʦʰ	ɛŋ	45		ʦʰ	ɛŋ	45	瞓醒
情	從	開	三	清A	平	精	梗		c	eng	2		ʦʰ	ɛŋ	22		ʦʰ	ɛŋ	22	情願
晴	從	開	三	清A	平	精	梗		c	eng	2		ʦʰ	ɛŋ	22		ʦʰ	ɛŋ	22	晴水
似	邪	開	三	之	上	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
刺	清	開	三	支A	去	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
賜	心	開	三	支A	去	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
姒	邪	開	三	之	上	精	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
痴	徹	開	三	之	平	知	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
嗤	昌	開	三	之	平	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
熾	昌	開	三	之	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
恃	常	開	三	之	上	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
幟	書	開	三	之	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
翅	書	開	三	支A	去	章	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
差	初	開	三	支B	平	莊	止		c	i	1		ʦʰ	i	23		ʦʰ	i	23	參差
儲	澄	開	三	魚	平	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
佇	澄	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
杼	澄	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
貯	知	開	三	魚	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
處	昌	開	三	魚	去	章	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
杵	昌	開	三	魚	上	章	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
柱	澄	合	三	虞	上	知	遇		c	i	1		ʦʰ	i	23		ʦʰ	i	23	
雌	清	開	三	支A	平	精	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
此	清	開	三	支A	上	精	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
恥	徹	開	三	之	上	知	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
齒	昌	開	三	之	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
始	書	開	三	之	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
侈	昌	開	三	支A	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
疵	從	開	三	支A	平	精	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
矢	書	開	三	脂A	上	章	止		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	3		ʦʰ	i	45		ʦʰ	i	45	
雌	清	開	四	支A	平	精	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
臍	從	開	四	齊	平	精	蟹		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
持	澄	開	三	之	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
慈	從	開	三	之	平	精	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
弛	書	開	三	支A	上	章	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
池	澄	開	三	支B	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
馳	澄	開	三	支B	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
茨	從	開	三	脂A	平	精	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
瓷	從	開	三	脂A	平	精	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
遲	澄	開	三	脂B	平	知	止		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
躇	澄	開	三	魚	平	知	遇		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
廚	澄	合	三	虞	平	知	遇		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
磁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	22		ʦʰ	i	22	
茲									c	i	2		ʦʰ	i	22		ʦʰ	i	22	龜茲，國名
署	常	開	三	魚	去	章	遇		c	i	2		ʦʰ	i	21		ʦʰ	i	21	
櫥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	i	2		ʦʰ	i	21		ʦʰ	i	21	
車	昌	開	三	麻	平	章	假		c	ia	1		ʦʰ	ia	23		ʦʰ	ɪᴀ	23	汽車
奢	書	開	三	麻	平	章	假		c	ia	1		ʦʰ	ia	23		ʦʰ	ɪᴀ	23	
且	精	開	三	魚	平	精	遇		c	ia	3		ʦʰ	ia	45		ʦʰ	ɪᴀ	45	
扯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ia	3		ʦʰ	ia	45		ʦʰ	ɪᴀ	45	
邪	邪	開	三	麻	平	精	假		c	ia	2		ʦʰ	ia	22		ʦʰ	ɪᴀ	22	
斜	以	開	三	麻	平	以	假		c	ia	2		ʦʰ	ia	22		ʦʰ	ɪᴀ	22	
超	徹	開	三	宵B	平	知	效		c	iau	1		ʦʰ	iau	23		ʦʰ	ɪᴀw	23	
丑	徹	開	三	尤	上	知	流		c	iau	3		ʦʰ	iau	45		ʦʰ	ɪᴀw	45	
醜	昌	開	三	尤	上	章	流		c	iau	3		ʦʰ	iau	45		ʦʰ	ɪᴀw	45	
潮	澄	開	四	宵B	平	知	效		c	iau	2		ʦʰ	iau	22		ʦʰ	ɪᴀw	22	地名
戚	清	開	四	青	入	精	梗		c	ik	6		ʦʰ	ɪk	45		ʦʰ	eɪk	45	
赤									c	ik	6		ʦʰ	ɪk	45		ʦʰ	eɪk	45	赤小豆
斥	昌	開	三	麻	去	章	假		c	ik	6		ʦʰ	ɪk	45		ʦʰ	eɪk	45	
敕	徹	開	三	蒸	入	知	曾		c	ik	6		ʦʰ	ɪk	45		ʦʰ	eɪk	45	
籤	清	開	三	鹽A	平	精	咸		c	im	1		ʦʰ	im	23		ʦʰ	im	23	
塹	清	開	三	鹽A	去	精	咸		c	im	1		ʦʰ	im	23		ʦʰ	im	23	
纖	心	開	三	鹽A	平	精	咸		c	im	1		ʦʰ	im	23		ʦʰ	im	23	
簽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	im	1		ʦʰ	im	23		ʦʰ	im	23	
諂	徹	開	三	鹽B	上	知	咸		c	im	3		ʦʰ	im	45		ʦʰ	im	45	
潛	從	開	三	鹽A	平	精	咸		c	im	2		ʦʰ	im	22		ʦʰ	im	22	
千	清	開	四	先	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23	
仟	清	開	四	先	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23	
阡	清	開	四	先	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23	
遷	清	開	三	仙A	平	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23	
踐	從	開	三	仙A	上	精	山		c	in	1		ʦʰ	in	23		ʦʰ	in	23	
淺	精	開	四	先	平	精	山		c	in	3		ʦʰ	in	45		ʦʰ	in	45	
前	從	開	四	先	平	精	山		c	in	2		ʦʰ	in	22		ʦʰ	in	22	
錢	從	開	三	仙A	平	精	山		c	in	2		ʦʰ	in	22		ʦʰ	in	22	
纏	澄	開	三	仙B	平	知	山		c	in	2		ʦʰ	in	22		ʦʰ	in	22	
青	清	開	四	青	平	精	梗		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	eɪŋ	23	
蜻	精	開	三	清A	平	精	梗		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	eɪŋ	23	
清	清	開	三	清A	平	精	梗		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	eɪŋ	23	
稱	昌	開	三	蒸	去	章	曾		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	eɪŋ	23	稱呼
秤	昌	開	三	蒸	去	章	曾		c	ing	1		ʦʰ	ɪŋ	23		ʦʰ	eɪŋ	23	地秤
請	從	開	三	清A	平	精	梗		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	eɪŋ	45	
逞	徹	開	三	清B	上	知	梗		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	eɪŋ	45	
騁	徹	開	三	清B	上	知	梗		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	eɪŋ	45	
拯	章	開	三	蒸	上	章	曾		c	ing	3		ʦʰ	ɪŋ	45		ʦʰ	eɪŋ	45	
情	從	開	三	清A	平	精	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
晴	從	開	三	清A	平	精	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
呈	澄	開	三	清B	平	知	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
程	澄	開	三	清B	平	知	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
懲	澄	開	三	蒸	平	知	曾		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
澄	澄	開	二	庚	平	知	梗		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
埕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ing	2		ʦʰ	ɪŋ	22		ʦʰ	eɪŋ	22	
秤	昌	開	三	蒸	去	章	曾		c	ing	2		ʦʰ	ɪŋ	21		ʦʰ	eɪŋ	21	
妾	清	開	三	鹽A	入	精	咸		c	ip	7		ʦʰ	ip	23		ʦʰ	ip	23	
切	清	開	四	先	入	精	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	急切
設	書	開	三	仙A	入	章	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
撤	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
徹	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
澈	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
轍	澄	開	三	仙B	入	知	山		c	it	7		ʦʰ	it	23		ʦʰ	it	23	
俏	清	開	三	宵A	去	精	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23	
峭	清	開	三	宵A	去	精	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23	
肖	心	開	三	宵A	去	精	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23	肖像
昭	章	開	三	宵A	平	章	效		c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23	
鞘									c	iu	1		ʦʰ	iu	23		ʦʰ	iw	23	
悄	清	開	三	宵A	上	精	效		c	iu	3		ʦʰ	iu	45		ʦʰ	iw	45	
憔	從	開	三	宵A	平	精	效		c	iu	2		ʦʰ	iu	22		ʦʰ	iw	22	
樵	從	開	三	宵A	平	精	效		c	iu	2		ʦʰ	iu	22		ʦʰ	iw	22	
晁	澄	開	三	宵B	平	知	效		c	iu	2		ʦʰ	iu	22		ʦʰ	iw	22	
朝	澄	開	三	宵B	平	知	效		c	iu	2		ʦʰ	iu	22		ʦʰ	iw	22	朝廷
潮	澄	開	三	宵B	平	知	效		c	iu	2		ʦʰ	iu	22		ʦʰ	iw	22	
瞧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iu	2		ʦʰ	iu	22		ʦʰ	iw	22	
綽	昌	開	三	陽	入	章	宕		c	iuk	7		ʦʰ	iuk	23		ʦʰ	juk	23	
桌	知	開	二	江	入	知	江		c	iuk	7		ʦʰ	iuk	23		ʦʰ	juk	23	
卓	知	開	二	江	入	知	江		c	iuk	7		ʦʰ	iuk	23		ʦʰ	juk	23	
槍	清	開	三	陽	平	精	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
鏘	清	開	三	陽	平	精	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
搶	清	開	三	陽	平	精	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
悵	徹	開	三	陽	去	知	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
暢	徹	開	三	陽	去	知	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
昌	昌	開	三	陽	平	章	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
菖	昌	開	三	陽	平	章	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
猖	昌	開	三	陽	平	章	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
倡	昌	開	三	陽	平	章	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
唱	昌	開	三	陽	去	章	宕		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
鎗	初	開	二	庚	平	莊	梗		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
嗆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	iung	1		ʦʰ	iuŋ	23		ʦʰ	juŋ	23	
搶									c	iung	3		ʦʰ	iuŋ	45		ʦʰ	juŋ	45	
長	澄	開	三	陽	平	知	宕		c	iung	2		ʦʰ	iuŋ	22		ʦʰ	juŋ	22	長久
場	澄	開	三	陽	平	知	宕		c	iung	2		ʦʰ	iuŋ	22		ʦʰ	juŋ	22	
腸	澄	開	三	陽	平	知	宕		c	iung	2		ʦʰ	iuŋ	22		ʦʰ	juŋ	22	
薔	從	開	三	陽	平	精	宕		c	iung	2		ʦʰ	iuŋ	22		ʦʰ	juŋ	22	
牆	從	開	三	陽	平	精	宕		c	iung	2		ʦʰ	iuŋ	22		ʦʰ	juŋ	22	
戕	見	開	一	歌	平	見	果		c	iung	2		ʦʰ	iuŋ	22		ʦʰ	juŋ	22	
湊	清	開	一	侯	去	精	流		c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	
醋	清	開	一	模	去	精	遇		c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	
厝	清	開	一	模	去	精	遇		c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	
措	清	開	一	模	去	精	遇		c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	
錯	清	開	一	模	去	精	遇		c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	同“措”
聚									c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	聚錢，存錢
粗	從	開	一	模	上	精	遇		c	ou	1		ʦʰ	ou	23		ʦʰ	ou	23	
娶									c	ou	3		ʦʰ	ou	45		ʦʰ	ou	45	娶老婆、娶新婦
抽	徹	開	三	尤	平	知	流		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
臭	昌	開	三	尤	去	章	流		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
錯	清	開	一	唐	入	精	宕		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
挫	精	合	一	歌	去	精	果		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
搓	清	開	一	歌	平	精	果		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
磋	清	開	一	歌	平	精	果		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
蹉	清	開	一	歌	平	精	果		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
初	初	開	三	魚	平	莊	遇		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
雛	崇	合	三	虞	平	莊	遇		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
坐	從	合	一	歌	上	精	果		c	u	1		ʦʰ	u	23		ʦʰ	u	23	
楚	初	開	三	魚	上	莊	遇		c	u	3		ʦʰ	u	45		ʦʰ	u	45	
礎	初	開	三	魚	上	莊	遇		c	u	3		ʦʰ	u	45		ʦʰ	u	45	
稠	澄	開	三	尤	平	知	流		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
疇	澄	開	三	尤	平	知	流		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
籌	澄	開	三	尤	平	知	流		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
躊	澄	開	三	尤	平	知	流		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
惆	徹	開	三	尤	平	知	流		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
酬	常	開	三	尤	平	章	流		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
綢	透	開	一	豪	平	端	效		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
鋤	崇	開	三	魚	平	莊	遇		c	u	2		ʦʰ	u	22		ʦʰ	u	22	
蔡	清	開	一	泰	去	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
菜	清	開	一	咍	去	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
塞	心	開	一	咍	去	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	塞外
賽	心	開	一	咍	去	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
脆	清	合	三	祭A	去	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
翠	清	合	三	脂A	去	精	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
蛆	清	開	三	魚	平	精	遇		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
趨	清	合	三	虞	平	精	遇		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
趣	清	開	一	侯	上	精	流		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
崔	清	合	一	灰	平	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
催	清	合	一	灰	平	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
璀	清	合	一	灰	上	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
吹	昌	合	三	支A	平	章	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
炊	昌	合	三	支A	平	章	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
衰	初	合	三	支B	平	莊	止		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	齊衰
摧	從	合	一	灰	平	精	蟹		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
覷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ui	1		ʦʰ	ui	23		ʦʰ	uj	23	
采	清	開	一	咍	上	精	蟹		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
採	清	開	一	咍	上	精	蟹		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
彩	清	開	一	咍	上	精	蟹		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
綵	清	開	一	咍	上	精	蟹		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
睬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
取	清	合	三	虞	上	精	遇		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
娶	心	合	三	虞	平	精	遇		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	
處	昌	開	三	魚	上	章	遇		c	ui	3		ʦʰ	ui	45		ʦʰ	uj	45	處理
才	從	開	一	咍	平	精	蟹		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
材	從	開	一	咍	平	精	蟹		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
財	從	開	一	咍	平	精	蟹		c	ui	2		ʦʰ	ui	22		ʦʰ	uj	22	
