jiᶽan tiᶽ	trad	detail	调类	
尾	尾	～巴	ȵiᶽ2	
尾	尾		viᶽ6	
梶	梶		viᶽ6	
般	般		pᴇ1	
瓣	瓣	豆～	pᴇ5	
班	班		pᴇ1	
斑	斑		pᴇ1	
颁	頒		pᴇ1	
扳	扳		pᴇ1	
瘢	瘢		pᴇ1	
掰	掰		pᴇ1	
摆	擺		pɑ1	
䙓	襬		pɑ1	
板	板		pᴇ1	
板	闆	老～	pᴇ1	
版	版		pᴇ1	
阪	阪		pᴇ1	
坂	坂		pᴇ1	
捭	捭		pɑ1	
拜	拜		pɑ5	
拜	拜	禮～	pᴇ5	
湃	湃		pʰɑ5	
浿	浿		pʰɑ5	
扮	扮		pᴇ5	
绊	絆		pᴇ5	
攀	攀		pʰᴇ1	
派	派		pʰɑ5	
盼	盼		pʰᴇ5	
襻	襻	扣住紐扣的套	pʰᴇ5	
排	排		bɑ2	
牌	牌		bɑ2	
篺	篺		bɑ2	
爿	爿		bᴇ2	
罢	罷		bɑ6	
稗	稗		bɑ6	
粺	粺		bɑ6	
败	敗		bɑ6	
办	辦		bᴇ6	
瓣	瓣	屁眼～	bᴇ6	
埋	埋		mɑ2	
霾	霾		mᴇ2	
蛮	蠻	副詞，很：～好	mᴇ1	
蛮	蠻		mᴇ2	
买	買		mɑ1	
漫	漫		mᴇ6	
卖	賣		mɑ6	
迈	邁		mᴇ6	
慢	慢		mᴇ6	
蔓	蔓		mᴇ6	
曼	曼		mᴇ6	
泛	泛		fᴇ5	
泛	汎		fᴇ5	
泛	氾		fᴇ5	
氾	氾	姓	vᴇ2	
藩	藩		vᴇ2	
拚	拚	同翻	fᴇ1	
翻	翻		fᴇ1	
翻	飜		fᴇ1	
幡	幡		fᴇ1	
繙	繙	《莊子》於是繙十二經，以說老耼	fᴇ1	
繙	繙	繙㠾，亂取也	vᴇ2	
番	番	～邦，～茄	fᴇ1	
蕃	蕃	～茄	fᴇ1	
蕃	蕃	～茂	vᴇ2	
番	番	番禺（廣東地名）	pʰø1	
反	反		fᴇ1	
返	返		fᴇ1	
贩	販		fᴇ5	
籓	籓		vᴇ2	
樊	樊		vᴇ2	
凡	凡		vᴇ2	
帆	帆		vᴇ2	
烦	煩		vᴇ2	
繁	繁		vᴇ2	
矾	礬		vᴇ2	
范	范	姓	vᴇ6	
范	範	規～	vᴇ6	
梵	梵		vᴇ6	
犯	犯		vᴇ6	
饭	飯		vᴇ6	
万	万	（白）十～，千交～代	mᴇ6	
万	万	（文）	vᴇ6	
万	萬	（白）十～，千交～代	mᴇ6	
万	萬	（文）	vᴇ6	
卍	卍	內典萬字	vᴇ6	
卐	卐	同卍，亦被用作德國納粹黨黨徽	vᴇ6	
呆	呆	書～子	tᴇ1	
郸	鄲		tᴇ1	
聃	聃		tᴇ1	
丼	丼	投物井中聲	tᴇ1	
耽	耽		tᴇ1	
眈	眈		tᴇ1	
躭	躭		tᴇ1	
担	擔	承～	tᴇ1	
丹	丹		tᴇ1	
单	單		tᴇ1	
旦	旦		tᴇ5	
胆	膽		tᴇ1	
掸	撣	雞毛～子	tᴇ1	
亶	亶		tᴇ1	
担	担		tᴇ1	
疸	疸	黃～	tᴇ1	
歹	歹		tᴇ1	
带	帶		tɑ5	
戴	戴	～帽子	tɑ5	
戴	戴	姓	tᴇ5	
担	擔	～子	tᴇ5	
台	台	～州（浙江地名）	tʰᴇ1	
胎	胎		tʰᴇ1	
坍	坍		tʰᴇ1	
滩	灘	搗河～：在河邊玩水	tʰø1	
滩	灘	河～頭	tʰᴇ1	
摊	攤		tʰᴇ1	
瘫	癱	～脫	tʰø1	
瘫	癱	～勒床上	tʰᴇ1	
毯	毯		tʰᴇ1	
坦	坦		tʰᴇ1	
态	態		tʰᴇ5	
汰	汰		tʰᴇ5	
太	太	老～公	tʰɑ5	
太	太	～陽	tʰᴇ5	
泰	泰		tʰɑ5	
炭	炭		tʰᴇ5	
叹	嘆		tʰᴇ5	
叹	歎		tʰᴇ5	
台	台	兄～，～山（廣東地名）	dᴇ2	
台	臺	～灣	dᴇ2	
台	颱	～風	dᴇ2	
台	檯	～子：桌子	dᴇ2	
苔	苔	～蘚	dᴇ2	
薹	薹	菜～，蕓～	dᴇ2	
抬	抬		dᴇ2	
抬	擡		dᴇ2	
谈	談		dᴇ2	
痰	痰		dᴇ2	
檀	檀		dᴇ2	
坛	壇	金～，花～	dᴇ2	
弹	彈	～琴	dᴇ2	
贷	貸		dᴇ6	
待	待		dᴇ6	
怠	怠		dᴇ6	
殆	殆		dᴇ6	
岱	岱		dᴇ6	
代	代		dᴇ6	
袋	袋		dᴇ6	
逮	逮		dᴇ6	
埭	埭	徐家～（江陰地名），黃～（蘇州地名）	dᴇ6	
埭	埭	趟	dɑ6	
惮	憚		dᴇ6	
啖	啖		dᴇ6	
啖	噉		dᴇ6	
啖	啗		dᴇ6	
淡	淡		dᴇ6	
澹	澹		dᴇ6	
蛋	蛋		dᴇ6	
疍	疍		dᴇ6	
蜑	蜑		dᴇ6	
氮	氮		dᴇ6	
但	但		dᴇ6	
弹	彈	子～	dᴇ6	
难	難	困～	nᴇ2	
迺	迺	姓～，～子街村（吉林地名）	nᴇ1	
迺	廼	姓～，～子街村（吉林地名）	nᴇ1	
乃	乃		nᴇ1	
奶	奶		nɑ1	
奶	嬭		nɑ1	
耐	耐		nᴇ6	
佴	佴	姓	nᴇ6	
奈	奈		nᴇ6	
难	難	遭～	nᴇ6	
来	來		lᴇ2	
徕	徠		lᴇ2	
莱	萊		lᴇ2	
崃	崍		lᴇ2	
铼	錸		lᴇ2	
涞	淶		lᴇ2	
蓝	藍		lᴇ2	
篮	籃		lᴇ2	
阑	闌	～干	lᴇ2	
兰	蘭		lᴇ2	
拦	攔	（白）	lø2	
拦	攔	（文）	lᴇ2	
栏	欄	～杆	lᴇ2	
澜	瀾		lᴇ2	
谰	讕		lᴇ2	
镧	鑭		lᴇ2	
斓	斕		lᴇ2	
览	覽		lᴇ1	
揽	攬		lᴇ1	
榄	欖	橄～	lᴇ1	
懒	懶		lᴇ1	
赖	賴		lɑ6	
籁	籟		lɑ6	
濑	瀨		lɑ6	
睐	睞		lᴇ6	
癞	癩	～團：癩蛤蟆	lɑ6	
癞	癩		lᴇ6	
滥	濫		lᴇ6	
缆	纜		lᴇ1	
烂	爛		lᴇ6	
烂	爛	～泥：泥土	nᴇ6	
簪	簪		tsø1	
灾	灾	同災	tsᴇ1	
灾	災		tsᴇ1	
灾	烖	災本字	tsᴇ1	
哉	哉	句末助词，了	tsᴇ1	
栽	栽		tsᴇ1	
斋	齋	～竈、～亮月	tsɑ1	
錾	鏨		dzᴇ6	
宰	宰		tsᴇ1	
载	載	年～	tsᴇ1	
崽	崽		tsᴇ1	
斩	斬	～肉	tsᴇ1	
崭	嶄		tsᴇ1	
盏	盞		tsᴇ1	
再	再		tsᴇ5	
载	載	～重	tsᴇ5	
债	債		tsɑ5	
寨	寨		tsɑ5	
寨	寨		dzᴇ6	
砦	砦		dzᴇ6	
淬	淬	～火	tsᴇ5	
蘸	蘸		tsᴇ5	
赞	贊	點～	tsᴇ5	
赞	讚	稱～	tsᴇ5	
赞	讃	俗讚字	tsᴇ5	
灒	灒	濺水上衣	dzᴇ5	
猜	猜		tsʰᴇ1	
搀	攙		tsʰᴇ1	
掺	摻		tsʰᴇ1	
搋	搋		tsʰᴇ1	
揣	揣		tsʰᴇ1	
彩	彩		tsʰᴇ1	
彩	綵		tsʰᴇ1	
采	采	風～	tsʰᴇ1	
采	採	～蘑菇	tsʰᴇ1	
睬	睬		tsʰᴇ1	
踩	踩		tsʰᴇ1	
铲	鏟		tsʰᴇ1	
铲	剷		tsʰᴇ1	
产	產	～業	tsʰᴇ1	
产	産	～業	tsʰᴇ1	
谄	諂		tsʰᴇ1	
灿	燦		tsʰᴇ5	
璨	璨		tsʰᴇ5	
菜	菜		tsʰᴇ5	
蔡	蔡		tsʰɑ5	
嘬	嘬		tsʰᴇ5	
忏	懺		tsʰᴇ5	
残	殘		dzᴇ2	
射	射	～尿（ʂʯ）：小便	dzɑ2	
侪	儕	全	zᴇ2	
才	才	～能	dzᴇ2	
才	纔	～弗是	zᴇ2	
材	材	棺～	zᴇ2	
材	材	～料	dzᴇ2	
财	財		dzᴇ2	
裁	裁		dzᴇ2	
豺	豺		dzᴇ2	
惭	慚		dzᴇ2	
溅	濺	（俗）同灒	dzᴇ6	
在	在		dzᴇ6	
暂	暫		dzᴇ6	
站	站		dzᴇ6	
湛	湛		dzᴇ6	
赚	賺		dzᴇ6	
绽	綻		dzᴇ6	
栈	棧		dzᴇ6	
珊	珊		sᴇ1	
跚	跚		sᴇ1	
腮	腮		sᴇ1	
鳃	鰓		sᴇ1	
筛	篩		sɑ1	
衰	衰		sᴇ1	
三	三		sᴇ1	
叁	叄		sᴇ1	
杉	杉		sᴇ1	
衫	衫		sᴇ1	
山	山		sᴇ1	
删	刪		sᴇ1	
疝	疝		sᴇ1	
闩	閂		ʂyø1	
拴	拴		ʂyø1	
栓	栓		ʂyø1	
栅	柵		sᴇ1	
栅	柵		sɑʔ7	
散	散	鬆～	sᴇ1	
伞	傘		sᴇ1	
撒	撒	～手	sɑ1	
洒	灑		sɑ1	
洒	灑		sɑ1	
散	散	解～	sᴇ5	
汕	汕		sᴇ5	
讪	訕		sᴇ5	
赛	賽		sᴇ5	
晒	曬		sø5	
帅	帥		sᴇ5	
帅	帥	（白）	ʂyø5	
率	率	～領	sᴇ5	
柴	柴		zɑ2	
佘	佘	姓	zø2	
谗	讒		dzᴇ2	
巉	巉		dzᴇ2	
馋	饞		dzᴇ2	
馋	饞	～吐：口水	zᴇ2	
该	該		kᴇ1	
赅	賅	～銅鈿：有錢	kᴇ1	
垓	垓		kᴇ1	
陔	陔		kᴇ1	
阶	階		kɑ1	
尴	尷	～尬	kᴇ1	
尬	尬	尷～	kɑ5	
街	街		kɑ1	
监	監		kᴇ1	
间	間	房～	kᴇ1	
间	閒	房～	kᴇ1	
胛	胛	肩～	kɑ1	
改	改		kᴇ1	
解	解		kɑ1	
减	減		kᴇ1	
碱	鹼		kᴇ1	
碱	礆		kᴇ1	
裥	襉	裙褶	kᴇ1	
裥	襇	裙褶	kᴇ1	
拣	揀	挑選	kᴇ1	
概	概		kᴇ5	
概	槪		kᴇ5	
概	槩		kᴇ5	
概	㮣		kᴇ5	
溉	漑		kᴇ5	
摡	摡		kᴇ5	
溉	溉		kᴇ5	
盖	蓋		kᴇ5	
钙	鈣		kᴇ5	
丐	丐		kᴇ5	
涧	澗		kᴇ5	
涧	㵎		kᴇ5	
界	界	一天世～	kɑ5	
届	屆		kɑ5	
介	介	這麼	kɑ5	
芥	芥		kɑ5	
疥	疥		kɑ5	
戒	戒		kɑ5	
痂	痂	結～	kɑ1	
铅	鉛	～山縣（江西省）	ɦiɪ2	
铅	鉛	～筆	kʰᴇ1	
开	開		kʰᴇ1	
楷	楷		kʰɑ1	
揩	揩	動詞，抹：～檯子，～檯布	kʰɑ1	
凯	凱		kʰᴇ1	
恺	愷		kʰᴇ1	
铠	鎧		kʰᴇ1	
槛	檻	門～	kʰᴇ1	
慨	慨		kʰᴇ5	
嘅	嘅		kʰᴇ5	
嵌	嵌		kʰᴇ5	
舰	艦		kʰᴇ5	
骱	骱	手～子：手腕關節	ɡɑ6	
戤	戤	倚靠	ɡᴇ6	
隑	隑	倚靠	ɡᴇ6	
呆	呆		ŋᴇ2	
呆	獃		ŋᴇ2	
癌	癌		ŋᴇ2	
岩	岩		ŋᴇ2	
岩	巖		ŋᴇ2	
衔	銜	～頭	ŋᴇ2	
颜	顏		ŋᴇ2	
颜	顔		ŋᴇ2	
眼	眼		ŋᴇ1	
雁	雁		ŋᴇ5	
碍	礙		ŋᴇ6	
艾	艾		ŋᴇ6	
外	外		ŋɑ6	
咍	咍		hᴇ1	
海	海		hᴇ1	
醢	醢		hᴇ1	
许	許	（白）	hei1	
蟹	蟹		hɑ1	
喊	喊		hᴇ5	
苋	莧	～菜	ɕiɪ5	
孩	孩		ɦᴇ2	
鞋	鞋		ɦɑ2	
衔	銜	用嘴叼	ɦᴇ2	
咸	咸		ɦᴇ2	
咸	鹹	～菜	ɦᴇ2	
闲	閑	休～	ɦiɪ2	
闲	閒	休～	ɦiɪ2	
闲	閑	有～：有空	ɦᴇ2	
闲	閒	有～：有空	ɦᴇ2	
亥	亥		ɦᴇ6	
害	害		ɦᴇ6	
骇	駭		ɦᴇ6	
馅	餡		ɦᴇ6	
限	限		ɦᴇ6	
哀	哀		ᴇ1	
埃	埃		ᴇ1	
哎	哎		ᴇ1	
唉	唉		ᴇ1	
唉	唉		ɦᴇ2	
唉	欸		ᴇ1	
唉	誒		ᴇ1	
挨	挨		ɑ1	
矮	矮		ɦɑ1	
毐	毐		ɦᴇ1	
蔼	藹		ɦᴇ1	
霭	靄		ɦᴇ1	
晏	晏	（白）晚	ᴇ5	
隘	隘		ᴇ5	
隘	阸	同隘	ᴇ5	
隘	阨	俗阸字	ᴇ5	
隘	塧	隘字之譌	ᴇ5	
嫒	嬡		ᴇ5	
暧	曖		ᴇ5	
瑷	璦		ᴇ5	
爱	愛		ᴇ5	
爱	㤅	小篆愛字	ᴇ5	
鳏	鰥		kuᴇ1	
乖	乖		kuɑ1	
关	關		kuᴇ1	
关	関		kuᴇ1	
拐	拐	～杖，誘～	kuɑ1	
拐	柺	俗枴字	kuɑ1	
拐	枴	～杖	kuɑ1	
夬	夬		kuɑ5	
怪	怪		kuɑ5	
怪	恠	俗怪字	kuɑ5	
惯	慣		kuᴇ5	
筷	筷		kʰuᴇ5	
快	快		kʰuɑ5	
蒯	蒯		kʰuɑ5	
哙	噲		kʰuᴇ5	
环	環		ɡuᴇ2	
寰	寰		ɡuᴇ2	
掼	摜	用力扔	ɡuᴇ6	
歪	歪	又	huɑ1	
歪	竵	又	huɑ1	
甩	甩		huᴇ5	
怀	懷	（白）	ɦuɑ2	
怀	懷	（文）～疑	ɦuᴇ2	
槐	槐		ɦuᴇ2	
淮	淮	（白）～安	ɦuɑ2	
淮	淮	（文）	ɦuᴇ2	
顽	頑		ɦø2	
嬛	嬛	女子人名用字	ɦuᴇ2	
还	還	歸～	ɦuᴇ2	
还	還	～有	ɦᴇ2	
坏	壞		ɦuɑ6	
幻	幻		ɦuᴇ6	
患	患		ɦuᴇ6	
宦	宦		ɦuᴇ6	
弯	彎		uᴇ1	
湾	灣		uᴇ1	
歪	歪	又	uɑ1	
歪	竵	又	uɑ1	
晚	晚	（晚）～娘：後媽	mᴇ1	
晚	晚	（文）～會	uᴇ1	
挽	挽		uᴇ1	
巴	巴	中～車	pɑ1	
叭	叭		pɑ1	
吧	吧	語末語氣助詞，表命令、推測等	bɑ6	
吧	吧	貼～，酒～	pɑ1	
他	他	（文）其～	tʰɑ1	
他	祂	（文）神明的第三人稱	tʰɑ1	
它	它	（文）無生物的第三身指稱詞	tʰɑ1	
它	牠	（文）動物的第三人稱	tʰɑ1	
她	她	（文）女性第三人稱	tʰɑ1	
大	大	～學，～蒜	dɑ6	
汏	汏	洗：～衣裳，～浴	dɑ6	
拉	拉		lɑ1	
垃	垃	～圾（新）	lɑ2	
喇	喇		lɑ2	
圾	圾	垃～（新）	siᶽ1	
遮	遮	～沒：遮著	tsø1	
遮	遮	～勒裏：遮在這裏	tsɑ1	
遮	遮	奢～：能力強	tɕiɑ1	
蔗	蔗	甘～	tsø1	
蔗	蔗	（俗）甘～	tsoʔ7	
抓	抓	（文）	tsɑ1	
抓	抓	～牌：摸牌	tsø1	
抓	抓	～癢	tsɔ1	
赭	赭		tsø1	
者	者	或～	tɕiɑʔ7	
者	者	記～	tɕiɑ1	
差	差	～弗多，出差	tsʰɑ1	
差	差	～弗多	tsʰø1	
差	差	参～	tsʰɿ1	
扯	扯		tɕʰiɑ1	
扯	撦		tɕʰiɑ1	
奢	奢	～遮：能力強	ɕiɑ1	
奢	奢		sø1	
赊	賒		sø1	
傻	傻		sɑ1	
耍	耍		sɑ1	
厍	厙		sø5	
舍	舍	～棄	sø1	
舍	捨	～棄	sø1	
舍	舍	宿～	sø5	
啥	啥		ɕiɑ5	
赦	赦		sø5	
蛇	蛇		dzø2	
射	射	～毛栗子：栗爆	zø6	
射	射	～箭	zɑ6	
麝	麝		zɑ6	
社	社	～會	zɑ6	
惹	惹	～厭：指小孩調皮	dʑiɑ6	
加	加		kɑ1	
袈	袈		kɑ1	
嘉	嘉		kɑ1	
家	家	人～	kɑ1	
家	傢	～俱	kɑ1	
假	假		kɑ1	
架	架		kɑ5	
咖	咖		kʰɑ1	
卡	卡		kʰɑ1	
揢	揢	～胡嚨	kʰɑ5	
茄	茄	番～，～子	ɡɑ2	
哈	哈		hɑ1	
颬	颬	～氣：張嘴呵氣	hɑ1	
马	馬	～～虎虎	mɑ1	
妈	媽		mɑ1	
爹	爹		tiɑ1	
嗲	嗲		tiɑ1	
姐	姐		tsiɑ1	
借	借	～銅鈿，～口	tsiɑ5	
藉	藉	～口	tsiɑ5	
写	寫		siɑ1	
卸	卸		siɑ5	
泻	瀉		siɑ5	
邪	邪		ziɑ2	
斜	斜		ziɑ2	
谢	謝		ziɑ6	
荠	薺	～菜	ziɑ6	
榭	榭		ziɑ6	
皆	皆	全民～兵	tɕiɑ1	
偕	偕		tɕiɑ1	
阶	階		tɕiɑ1	
佳	佳		tɕiɑ1	
葭	葭		tɕiɑ1	
家	家	國～	tɕiɑ1	
加	加		tɕiɑ1	
珈	珈		tɕiɑ1	
嘉	嘉		tɕiɑ1	
家	傢	～俱	tɕiɑ1	
稼	稼		tɕiɑ5	
解	解	～放，了～	tɕiɑ1	
假	假		tɕiɑ1	
贾	賈		tɕiɑ1	
榎	榎	與檟同	tɕiɑ1	
檟	檟		tɕiɑ1	
介	介		tɕiɑ5	
界	界		tɕiɑ5	
芥	芥		tɕiɑ5	
届	屆		tɕiɑ5	
戒	戒		tɕiɑ5	
假	假	放～	tɕiɑ5	
架	架		tɕiɑ5	
驾	駕		tɕiɑ5	
价	價		tɕiɑ5	
伽	伽		dʑiɑ2	
涯	涯		ɦiɑ2	
崖	崖		ɦiɑ2	
琊	琊		ɦiɑ2	
霞	霞	徐～客	ɦiɑ2	
遐	遐		ɦiɑ2	
爷	爺		ɦiɑ2	
谐	諧		ɦiɑ2	
谐	龤		ɦiɑ2	
暇	暇		ɦiɑ6	
瀣	瀣		ɦiɑ6	
械	械		ɦiɑ6	
懈	懈		ɦiɑ6	
夜	夜		ɦiɑ6	
冶	冶		ɦiɑ6	
亚	亞	～洲	iɑ1	
鸦	鴉		iɑ1	
椰	椰		iɑ1	
耶	耶		iɑ1	
雅	雅		ɦiɑ1	
也	也		ɦiɑ6	
野	野		ɦiɑ1	
娅	婭		ɦiɑ1	
亚	亞		iɑ5	
讶	訝		iɑ5	
哇	哇		uɑ1	
洼	洼		uɑ1	
洼	窪		uɑ1	
娃	娃		uɑ1	
煲	煲		pɔ1	
褒	襃		pɔ1	
褒	襃		pɔ1	
褒	褒		pɔ1	
褒	褒		pɔ1	
包	包		pɔ1	
胞	胞		pɔ1	
孢	孢		pɔ1	
苞	苞		pɔ1	
保	保		pɔ1	
褓	褓	襁～	pɔ1	
褓	緥	繈 ～	pɔ1	
堡	堡		pɔ1	
宝	寶		pɔ1	
宝	寳	俗寶字	pɔ1	
饱	飽		pɔ1	
报	報		pɔ5	
豹	豹		pɔ5	
爆	爆	油裏～一～	pɔ5	
抛	拋		pʰɔ1	
脬	脬	尿～	pʰɔ1	
泡	泡		pʰɔ5	
炮	炮	～羊肉	pɔ1	
炮	炮	如法～製	bɔ2	
炮	炮		pʰɔ5	
炮	砲		pʰɔ5	
炮	礮		pʰɔ5	
袍	袍		bɔ2	
跑	跑		bɔ2	
刨	刨	～地	bɔ2	
龅	齙		bɔ2	
庖	庖		bɔ2	
抱	抱		bɔ6	
暴	暴		bɔ6	
爆	爆	～炸	bɔ6	
虣	虣		bɔ6	
鲍	鮑		bɔ6	
牦	牦		mɔ2	
牦	氂		mɔ2	
牦	犛		mɔ2	
旄	旄		mɔ2	
茅	茅		mɔ2	
猫	貓	～兒（ȵiᶽ2）	mɔ2	
锚	錨		mɔ2	
毛	毛		mɔ2	
矛	矛		mɔ2	
牟	牟		mɔ2	
髦	髦		mɔ2	
卯	卯		mɔ1	
卯	夘		mɔ1	
卯	戼		mɔ1	
昴	昴		mɔ1	
牡	牡		mɔ6	
耄	耄	～耋：八、九十歲	mɔ6	
冃	冃		mɔ6	
冒	冒		mɔ6	
冒	冐		mɔ6	
帽	帽		mɔ6	
帽	㡌		mɔ6	
貌	貌		mɔ6	
皃	皃		mɔ6	
刀	刀		tɔ1	
叨	叨		tɔ1	
萄	萄	葡（bəʔ8）～	dɔ2	
祷	禱		tɔ1	
岛	島		tɔ1	
倒	倒	～塌	tɔ1	
捣	擣	～亂	tɔ1	
捣	搗	～亂	tɔ1	
捣	擣	（俗）～一～	dɔ6	
捣	搗	（俗）～一～	dɔ6	
捯	捯		tɔ1	
到	到		tɔ5	
倒	倒	～掛	tɔ5	
饕	饕		tʰɔ1	
滔	滔		tʰɔ1	
掏	掏	～出來	tʰɔ1	
韬	韜		tʰɔ1	
韬	弢		tʰɔ1	
鞱	鞱		tʰɔ1	
绦	絛		tʰɔ1	
绦	縧		tʰɔ1	
讨	討		tʰɔ1	
套	套		tʰɔ5	
桃	桃		dɔ2	
梼	檮		dɔ2	
逃	逃		dɔ2	
涛	濤		dɔ2	
裪	裪		dɔ2	
绹	綯		dɔ2	
淘	淘		dɔ2	
陶	陶		dɔ2	
道	道		dɔ6	
焘	燾		dɔ6	
纛	纛		dɔ6	
稻	稻		dɔ6	
盗	盜		dɔ6	
导	導		dɔ6	
悼	悼		dɔ6	
挠	撓		nɔ2	
脑	腦		nɔ1	
恼	惱		nɔ1	
闹	鬧		nɔ6	
淖	淖		nɔ6	
捞	撈		lɔ1	
唠	嘮		lɔ1	
劳	勞		lɔ2	
牢	牢		lɔ2	
痨	癆		lɔ2	
老	老		lɔ1	
佬	佬		lɔ1	
姥	姥		lɔ1	
嫪	嫪		lɔ6	
涝	澇		lɔ6	
遭	遭		tsɔ1	
糟	糟		tsɔ1	
朝	朝	明～，～飯（不講早飯）	tʂɔ1	
昭	昭		tʂɔ1	
招	招		tʂɔ1	
早	早		tsɔ1	
枣	棗		tsɔ1	
蚤	蚤		tsɔ1	
澡	澡		tsɔ1	
藻	藻		tsɔ1	
爪	爪		tsɔ1	
找	找		tsɔ1	
沼	沼		tʂɔ1	
灶	灶	俗竈字	tsɔ5	
灶	竈		tsɔ5	
罩	罩		tsɔ5	
照	照		tʂɔ5	
曌	曌	武～	tʂɔ5	
操	操		tsʰɔ1	
抄	抄	～作業	tsʰɔ1	
抄	抄	～近路	tʂʰɔ1	
超	超		tʂʰɔ1	
草	草		tsʰɔ1	
草	艸	草本字	tsʰɔ1	
艹	艹	艸隷變作艹	tsʰɔ1	
钞	鈔		tsʰɔ1	
炒	炒		tsʰɔ1	
吵	吵		tsʰɔ1	
躁	躁		tsʰɔ5	
嘲	嘲		dʐɔ2	
朝	朝	～代	dʐɔ2	
晁	鼂		dʐɔ2	
晁	晁		dʐɔ2	
潮	潮		dʐɔ2	
赵	趙		dʐɔ2	
兆	兆		dʐɔ6	
骚	騷		sɔ1	
臊	臊		sɔ1	
搔	搔		sɔ1	
肖	肖	（白）生～	ʂɔ5	
肖	肖	（文）不～	siɔ5	
肖	肖	姓（二簡字改蕭姓爲肖，多數人未改回）	siɔ1	
稍	稍		sɔ1	
梢	梢		sɔ1	
捎	捎		sɔ1	
筲	筲	～箕:淘米用的竹器	sɔ1	
鞘	鞘		sɔ1	
烧	燒		ʂɔ1	
扫	掃	～地	sɔ1	
嫂	嫂		sɔ1	
少	少	多～	ʂɔ1	
扫	掃	～帚	sɔ5	
哨	哨		sɔ5	
燥	燥	乾～	tsʰɔ5	
噪	噪		sɔ5	
噪	喿		sɔ5	
噪	譟		sɔ5	
少	少	老～	ʂɔ5	
曹	曹		dzɔ2	
嘈	嘈		dzɔ2	
槽	槽		dzɔ2	
巢	巢		zɔ2	
肇	肇		dʐɔ6	
韶	韶		ʐɔ2	
皂	皂		zɔ6	
造	造		zɔ6	
召	召		ʐɔ6	
绍	紹		ʐɔ6	
邵	邵		ʐɔ6	
绕	繞	圍～	ʐɔ6	
高	高		kɔ1	
高	髙		kɔ1	
膏	膏		kɔ1	
篙	篙		kɔ1	
羔	羔		kɔ1	
糕	糕		kɔ1	
交	交		kɔ1	
缴	繳	～費	kɔ1	
胶	膠	～水	kɔ1	
茭	茭	～白	kɔ1	
皋	皋		kɔ1	
皋	臯		kɔ1	
睾	睾		kɔ1	
稿	稿		kɔ1	
绞	絞	毛巾～乾	kɔ1	
搅	攪		kɔ1	
告	告		kɔ5	
告	吿		kɔ5	
教	教	（白）～書	kɔ5	
校	校	～準	kɔ5	
觉	覺	睏～	kɔ5	
窖	窖		kɔ5	
敲	敲		kʰɔ1	
考	考		kʰɔ1	
烤	烤		kʰɔ1	
拷	拷		kʰɔ1	
靠	靠		kʰɔ5	
犒	犒		kʰɔ5	
搞	搞		ɡɔ6	
搅	攪		ɡɔ6	
螯	螯	蟛蜞～	ɡɔ2	
鳌	鰲	俗鼇字	ŋɔ2	
鳌	鼇	俗作鰲	ŋɔ2	
獒	獒		ŋɔ2	
翱	翱		ŋɔ2	
翱	翺		ŋɔ2	
翱	翶		ŋɔ2	
遨	遨		ŋɔ2	
熬	熬		ŋɔ2	
咬	咬		ŋɔ1	
傲	傲		ŋɔ6	
蒿	蒿		hɔ1	
薅	薅		hɔ1	
好	好		hɔ1	
耗	耗		hɔ5	
孝	孝	戴～	hɔ5	
哮	哮		hɔ5	
蠔	蠔		ɦɔ2	
濠	濠		ɦɔ2	
豪	豪		ɦɔ2	
壕	壕		ɦɔ2	
毫	毫		ɦɔ2	
号	號	～叫	ɦɔ2	
浩	浩		ɦɔ6	
皓	皓		ɦɔ6	
号	號	～碼	ɦɔ6	
号	号		ɦɔ6	
镐	鎬		ɦɔ6	
颢	顥		ɦɔ6	
灏	灝		ɦɔ6	
昊	昊		ɦɔ6	
皥	皥		ɦɔ6	
鄗	鄗		ɦɔ6	
凹	凹		ɔ1	
袄	襖		ɔ1	
拗	拗	折：～斷	ɔ1	
拗	抝		ɔ1	
奥	奥		ɔ5	
奥	奧		ɔ5	
澳	澳	～門	ɔ5	
懊	懊	～憦：後悔	ɔ5	
𫺘	憦	懊～：後悔	lɔ6	
坳	坳		ɔ5	
膘	膘		piɔ1	
标	標		piɔ1	
彪	彪		piɔ1	
猋	猋		piɔ1	
飙	飆		piɔ1	
飙	颷		piɔ1	
飙	飈	飇字之譌	piɔ1	
飙	飇	同飆	piɔ1	
飙	飊	同飆	piɔ1	
飑	颮		piɔ1	
骉	驫		piɔ1	
髟	髟		piɔ1	
杓	杓		piɔ1	
表	表	～示，～格	piɔ1	
表	錶	手～	piɔ1	
飘	飄		pʰiɔ1	
漂	漂	～流，～浮	pʰiɔ1	
漂	漂	～白	pʰiɔ1	
票	票		pʰiɔ5	
漂	漂	～亮	pʰiɔ5	
瓢	瓢		biɔ2	
剽	剽		biɔ2	
嫖	嫖		biɔ2	
鳔	鰾		biɔ6	
朴	朴	姓	biɔ6	
喵	喵		miɔ1	
鹋	鶓		miɔ2	
苗	苗		miɔ2	
描	描		miɔ2	
瞄	瞄		miɔ2	
藐	藐		miɔ1	
邈	邈		miɔ1	
眇	眇		miɔ1	
缈	緲		miɔ1	
渺	渺		miɔ1	
秒	秒		miɔ1	
杪	杪		miɔ6	
庙	庿	古文廟字	miɔ6	
庙	廟		miɔ6	
妙	妙		miɔ6	
妙	玅	同妙	miɔ6	
