"id","hanzi","note","ipa","audio","ntd","dl","databse","py"
1980,"啃","(老鼠啃)","kʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kan3.wav",3,"阴上","js","kan3"
1981,"垦",,"kʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kan3.wav",3,"阴上","js","kan3"
1982,"恳",,"kʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kan3.wav",3,"阴上","js","kan3"
1983,"肯",,"kʰɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kan3.wav",3,"阴上","js","kan3"
1984,"克",,"kʰɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kag7.wav",7,"阴入","js","kag7"
1985,"刻","(用刀刻)","kʰɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kag7.wav",7,"阴入","js","kag7"
1986,"刻","(时刻)","kʰɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kag7.wav",7,"阴入","js","kag7"
1987,"咳","(咳嗽)","kʰɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kag7.wav",7,"阴入","js","kag7"
1988,"客",,"kʰɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kag7.wav",7,"阴入","js","kag7"
1989,"哭",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1990,"壳",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1991,"殻",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1992,"渴",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1993,"确",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1994,"磕",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1995,"窟","(窟窿)","kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1996,"酷",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1997,"阔",,"kʰoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kog7.wav",7,"阴入","js","kog7"
1998,"刊",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun1.wav",1,"阴平","js","kun1"
1999,"勘","勘误,勘探","kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun1.wav",1,"阴平","js","kun1"
2000,"堪",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun1.wav",1,"阴平","js","kun1"
2001,"宽",,"kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun1.wav",1,"阴平","js","kun1"
2002,"可",,"kʰu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ku3.wav",3,"阴上","js","ku3"
2003,"课",,"kʰu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ku5.wav",5,"阴去","js","ku5"
2004,"看","(看见)","kʰũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kun5.wav",5,"阴去","js","kun5"
2005,"孔",,"kʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kong3.wav",3,"阴上","js","kong3"
2006,"恐",,"kʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kong3.wav",3,"阴上","js","kong3"
2007,"共",,"kʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kong6.wav",6,"阳去","js","kong6"
2008,"冈",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2009,"刚",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2010,"岗",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2011,"纲",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2012,"缸",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2013,"豇","(豇豆)","kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2014,"钢",,"kõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gon1.wav",1,"阴平","js","gon1"
2015,"割",,"koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2016,"各",,"koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2017,"搁","(阁)","koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2018,"胳","(胳膊)","kɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gag7.wav",7,"阴入","js","gag7"
2019,"葛",,"koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2020,"蛤","(蛤蜊)","koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2021,"觉","(知觉) 白读","koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2022,"角",,"koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2023,"谷","(谷子) 穀","koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2024,"谷","(山谷)","koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2025,"郭",,"kʷoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guog7.wav",7,"阴入","js","guog7"
2026,"镢","(镢头,大锄)","koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2027,"阁",,"koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2028,"鸽",,"koʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gog7.wav",7,"阴入","js","gog7"
2029,"哥",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu1.wav",1,"阴平","js","gu1"
2030,"戈",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu1.wav",1,"阴平","js","gu1"
2031,"歌",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu1.wav",1,"阴平","js","gu1"
2032,"锅",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu1.wav",1,"阴平","js","gu1"
2033,"冠",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2034,"官",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2035,"干","(天干，干戈)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2036,"干","(干湿) 乾","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2037,"柑",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2038,"棺",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2039,"泔","(泔水)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2040,"甘",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2041,"竿","(竹竿)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2042,"肝",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2043,"观","(参观)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2044,"鳏","(鳏寡)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun1.wav",1,"阴平","js","gun1"
2045,"果",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu3.wav",3,"阴上","js","gu3"
2046,"裹",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu3.wav",3,"阴上","js","gu3"
2047,"馃",,"ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu3.wav",3,"阴上","js","gu3"
2048,"感",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2049,"擀","(擀面)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2050,"敢",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2051,"杆",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2052,"秆","(稻秆)","kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2053,"管",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2054,"赶",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2055,"馆",,"kũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gun3.wav",3,"阴上","js","gun3"
2056,"个","(个人)","ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu5.wav",5,"阴去","js","gu5"
2057,"过","(过失、经过)","ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu5.wav",5,"阴去","js","gu5"
2058,"过","姓氏","ku","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gu1.wav",1,"阴平","js","gu1"
2059,"估","(估计)","kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv3.wav",3,"阴上","js","gv3"
2060,"古",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv3.wav",3,"阴上","js","gv3"
2061,"牯",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv3.wav",3,"阴上","js","gv3"
2062,"股",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv3.wav",3,"阴上","js","gv3"
2063,"鼓",,"kʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/gv3.wav",3,"阴上","js","gv3"
2064,"关",,"kʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaun1.wav",1,"阴平","js","guaun1"
2065,"惯",,"kʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaun5.wav",5,"阴去","js","guaun5"
2066,"贯",,"kʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaun5.wav",5,"阴去","js","guaun5"
2067,"刮",,"kʷɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaug7.wav",7,"阴入","js","guaug7"
2068,"刮",,"kʷɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaug7.wav",7,"阴入","js","guaug7"
2069,"括","(包括)","kʷɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaug7.wav",7,"阴入","js","guaug7"
2070,"聒","(聒耳朵)","kʷɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guaug7.wav",7,"阴入","js","guaug7"
2071,"圭",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei1.wav",1,"阴平","js","guei1"
2072,"归",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei1.wav",1,"阴平","js","guei1"
2073,"规",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei1.wav",1,"阴平","js","guei1"
2074,"闺",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei1.wav",1,"阴平","js","guei1"
2075,"龟",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei1.wav",1,"阴平","js","guei1"
2076,"刽",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei5.wav",5,"阴去","js","guei5"
2077,"贵",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei5.wav",5,"阴去","js","guei5"
2078,"鲑","(鲑鱼)","kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei5.wav",5,"阴去","js","guei5"
2079,"块",,"kʷʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kua5.wav",5,"阴去","js","kua5"
2080,"块",,"kʷʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kua5.wav",5,"阴去","js","kua5"
2081,"快",,"kʷʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kua5.wav",5,"阴去","js","kua5"
2082,"筷",,"kʷʰa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kua5.wav",5,"阴去","js","kua5"
2083,"愧",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei5.wav",5,"阴去","js","kuei5"
2084,"桂",,"kʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guei5.wav",5,"阴去","js","guei5"
2085,"溃","(溃脓)","kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei5.wav",5,"阴去","js","kuei5"
2086,"柜",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei6.wav",6,"阳去","js","kuei6"
2087,"跪",,"kʷʰe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuei6.wav",6,"阳去","js","kuei6"
2088,"家","白读","ko","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/go1.wav",1,"阴平","js","go1"
2089,"瓜",,"kʷo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guo1.wav",1,"阴平","js","guo1"
2090,"光",,"kʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guon1.wav",1,"阴平","js","guon1"
2091,"匡",,"kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon1.wav",1,"阴平","js","kuon1"
2092,"眶","(眼眶)","kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon1.wav",1,"阴平","js","kuon1"
2093,"筐",,"kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon1.wav",1,"阴平","js","kuon1"
2094,"挂",,"kʷo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guo5.wav",5,"阴去","js","guo5"
2095,"架",,"ko","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/go5.wav",5,"阴去","js","go5"
2096,"矿",,"kʷʰõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/kuon5.wav",5,"阴去","zg","kuon5"
2097,"国",,"kʷoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guog7.wav",7,"阴入","js","guog7"
2098,"虢","(虞虢)","kʷoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/guog7.wav",7,"阴入","js","guog7"
2099,"来",,"la","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/la2.wav",2,"阳平","js","la2"
2100,"兰",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun2.wav",2,"阳平","js","laun2"
2101,"拦",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun2.wav",2,"阳平","js","laun2"
2102,"栏",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun2.wav",2,"阳平","js","laun2"
2103,"篮",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun2.wav",2,"阳平","js","laun2"
2104,"蓝",,"lɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laun2.wav",2,"阳平","js","laun2"
2105,"瘌",,"lɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laug8.wav",8,"阳入","js","laug8"
2106,"腊",,"lɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laug8.wav",8,"阳入","js","laug8"
2107,"蜡",,"lɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laug8.wav",8,"阳入","js","laug8"
2108,"辣",,"lɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laug8.wav",8,"阳入","js","laug8"
2109,"鑞","(锡鑞)","lɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/laug8.wav",8,"阳入","js","laug8"
2110,"楼",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei2.wav",2,"阳平","js","lei2"
2111,"雷",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei2.wav",2,"阳平","js","lei2"
2112,"两","(几两几钱)","lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len3.wav",3,"阴上","js","len3"
2113,"两","(两个)","lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len3.wav",3,"阴上","js","len3"
2114,"泪",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2115,"漏",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2116,"类",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2117,"累","(极困)","le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2118,"累","(积累)","le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2119,"累","(连累)","le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2120,"陋",,"le","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lei6.wav",6,"阳去","js","lei6"
2121,"亮",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len6.wav",6,"阳去","js","len6"
2122,"谅",,"lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len6.wav",6,"阳去","js","len6"
2123,"辆","(两)","lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len6.wav",6,"阳去","js","len6"
2124,"量","(数量)","lẽ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/len6.wav",6,"阳去","js","len6"
2125,"临",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2126,"伶",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2127,"凌",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2128,"凝",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2130,"拎",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2131,"林",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2132,"淋","(淋漓,淋湿)","ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2133,"灵",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2134,"磷",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2135,"翎",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2136,"菱",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2137,"邻",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2138,"铃",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2139,"陵",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2140,"零",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2141,"鳞",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling2.wav",2,"阳平","js","ling2"
2142,"岭",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling3.wav",3,"阴上","js","ling3"
2143,"檩",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling3.wav",3,"阴上","js","ling3"
2144,"领",,"ləŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ling3.wav",3,"阴上","js","ling3"
2145,"仑",,"lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan2.wav",2,"阳平","js","lan2"
2146,"伦",,"lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan2.wav",2,"阳平","js","lan2"
2147,"楞",,"lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan2.wav",2,"阳平","js","lan2"
2148,"沦",,"lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan2.wav",2,"阳平","js","lan2"
2149,"论","(论语)","lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan2.wav",2,"阳平","js","lan2"
2150,"轮",,"lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan2.wav",2,"阳平","js","lan2"
2151,"冷",,"lɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lan3.wav",3,"阴上","js","lan3"
2152,"厘",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2153,"梨",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2154,"犁",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2155,"狸","(野猫)","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2156,"璃","玻璃","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2157,"离","（离别）","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2158,"离","(离开半寸)","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2159,"篱",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2160,"黎",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li2.wav",2,"阳平","js","li2"
2161,"帘","(门帘)","lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2162,"廉",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2163,"怜",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2164,"联",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2165,"莲",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2166,"连",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2167,"镰",,"lĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lin2.wav",2,"阳平","js","lin2"
2168,"李",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li3.wav",3,"阴上","js","li3"
2169,"理",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li3.wav",3,"阴上","js","li3"
2170,"礼",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li3.wav",3,"阴上","js","li3"
2171,"里","(邻里，英里)","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li3.wav",3,"阴上","js","li3"
2172,"里","(表里，里面)<br>裏裡","li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li3.wav",3,"阴上","js","li3"
2173,"鲤",,"li","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/li3.wav",3,"阴上","js","li3"
2174,"列",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2175,"力",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2176,"劣",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2177,"历","(历法)","lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2178,"历",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2179,"律",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2180,"栗",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2181,"烈",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2182,"猎",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2183,"率","(速率)","lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
2184,"立",,"lɪʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/lig8.wav",8,"阳入","js","lig8"
