漢字	音標	註釋
惜	se9	
戚	se9	白，親～
耶	ze2	
冶	ze2	文，陶～
椰	ze2	文，～樹
爺	ze3	
野	ze3	文，～外
墅	ze3	別～
夜	ze5	晝～
液	ze5	
腋	ze5	
□	ze5	裝～：撒嬌
個	ke2	
潔	ke9	澈～：清潔
𱳃	xe9	睡
推	he1	白，～辭
退	he5	白，～後
歇	he9	白，～乏
宿	he9	訓“歇”
噯	e6	～氣
狹	e6	狹隘
飛	ɓue1	白
杯	ɓue1	一種迷信卜具
賠	ɓue2	～償
擺	ɓue3	撥開找
背	ɓue5	白，椅～
輩	ɓue5	
把	ɓue6	白，～著：拿住
皮	fue2	柑～
婆	fue2	白，～姩：婦女
配	fue5	物～：送飯的菜餚
被	fue6	棉～
垡	fue6	塗～：帶草的土塊
梅	vue2	
黴	vue2	
酶	vue2	
尾	vue3	
月	vue6	十～
妹	mue1	姐～
糜	mue2	白，飯
妹	mue9	阿～
睡	tue1	交～：睏
稅	tue5	白
贅	tue5	疣
覓	ɗue5	訓
啄	ɗue9	白，雞～米
撮	nue9	訓，用手指取粒狀物
衰	sue1	白，～運
□	sue1	拜訪
箠	sue2	細棒
髓	sue3	
啜	sue9	飲
□	zue2	用腳踐踏衣服去污
瓜	kue1	白，冬～
關	kue1	白，～門
果	kue3	白，水～
裹	kue3	白
寡	kue3	白，守～
過	kue5	白
髻	kue5	雞～：雞冠
□	kue6	量詞，用於分開的一塊
郭	kue9	白
靴	xue1	
瘸	xue2	
快	xue5	
缺	xue9	～少
花	hue1	白
灰	hue1	白，石～
橫	hue2	白，橫～
回	hue2	白，～潮
火	hue3	
夥	hue3	
貨	hue5	
化	hue5	白，變～
歲	hue5	白，年～：年紀
血	hue9	
話	ue1	白，講～
語	ue1	訓“話”
畫	ue1	白，圖～
穢	ue5	沾染上（污物）
劃	ue6	筆～
波	ɓo1	
玻	ɓo1	
菠	ɓo1	
婆	ɓo2	白，家～：夫之母
保	ɓo3	白
寶	ɓo3	白
葆	ɓo3	白
堡	ɓo3	白
榜	ɓo3	白
報	ɓo5	
播	ɓo5	
薄	ɓo6	白
駁	ɓo9	
博	ɓo9	白，交換
薄	ɓo9	白，～荷
坡	fo1	
婆	fo2	文，外～
菩	fo2	
頗	fo3	
跛	fo3	
叵	fo3	
鈸	fo5	
破	fo5	文，～釜沉舟
粕	fo9	白
無	vo2	白，～雨
母	vo3	白，豬～：用於繁殖的母豬
拇	vo3	
姆	vo3	父之姐
莫	vo6	不要
勿	vo6	訓“莫”
姆	vo9	父之姐
磨	mo1	石～
望	mo1	白，～書
看	mo1	訓“望”
毛	mo2	白
麾	mo2	
摩	mo2	
魔	mo2	
蘑	mo2	
磨	mo2	文，～滅
莫	mo6	
枚	mo6	訓，一～：一個
麽	mo6	語氣詞，表疑問
麽	mo9	替，將要
妚	mo9	～三：阿三
麽	mo9	什～
裝	to1	白
妝	to1	白
髒	to1	
霜	to1	白
狀	to1	白，告～
贓	to1	
搓	to1	
葬	to1	白，送～
槽	to2	白，豬～
左	to3	
鎖	to3	
嫂	to3	
所	to3	
數	to5	文，無～：很多
素	to5	
趖	to6	蛇等爬行
昨	to6	昨～：前天
佐	to6	幫～：幫助
助	to6	訓“佐”
鐲	to6	
做	to9	
作	to9	
索	to9	
刀	ɗo1	
多	ɗo1	文
長	ɗo1	剩餘
當	ɗo1	白，～鳥：誘捕鳥
長	ɗo2	白，～短
塘	ɗo2	白
逃	ɗo2	白，躲藏
堂	ɗo2	白，食～
腸	ɗo2	白，大～
桃	ɗo2	白
著	ɗo3	遇～
倒	ɗo5	
當	ɗo5	白，～作
惰	ɗo5	文
墮	ɗo5	
著	ɗo6	火～
濯	ɗo6	洗
擢	ɗo6	～毛：拔掉毛
丈	ɗo6	白，一～布
桌	ɗo9	
舵	ɗo9	文
娜	no2	文，婀～
挪	no2	
懦	no5	
糯	no5	
兩	no6	～個
□	no9	長～：腿長
□	lo1	頭～：頭昏
□	lo1	一～：一胎生的動物
浪	lo1	白
羅	lo2	
鑼	lo2	
醪	lo2	
螺	lo2	文，～絲
籮	lo2	
廊	lo2	白，後～
郎	lo2	白，～家：女婿
榔	lo2	白，檳～
簍	lo3	筊～：竹器
□	lo5	耳～：耳背
落	lo6	下到
嘍	lo6	語氣詞
咯	lo9	語氣詞
胳	lo9	腋
座	tso5	
倉	so1	白
瘡	so1	白
初	so1	文，～中
梭	so1	文，穿～
牀	so2	
傻	so2	
□	so3	吃，啄
錯	so5	
銼	so5	
措	so5	
趖	so6	擦著地面移動
□	zo1	大口吃
缸	ko1	
扛	ko1	
哥	ko1	
歌	ko1	
膏	ko1	白，蟹～
篙	ko1	
竿	ko1	訓“篙”
戈	ko1	
鍋	ko1	～爐
鵝	ko2	
稿	ko3	
果	ko3	文，水～
裹	ko3	文
告	ko5	
鋼	ko5	
過	ko5	文
各	ko6	～自
各	ko9	～儂：各人
擱	ko9	
哥	ko9	阿～
科	xo1	文
糠	xo1	白
苛	xo1	
軻	xo1	
呵	xo1	
□	xo2	～儂：佔別人便宜
可	xo3	
洘	xo3	潮退
囥	xo5	藏；躲藏
炕	xo6	久煮
湯	ho1	白
巷	ho1	白
號	ho1	白
糖	ho2	
河	ho2	
桃	ho2	白
何	ho2	
妥	ho2	
陀	ho2	
駝	ho2	
鴕	ho2	
萄	ho2	白
和	ho2	文，溫～
好	ho3	
討	ho3	白，～錢
套	ho5	白，一～
燙	ho5	
那	ho5	代詞
賀	ho6	
杖	ho6	白，手～
禍	ho6	文，～首
托	ho9	
託	ho9	
餓	ŋo1	
俄	ŋo2	
訛	ŋo2	欺負
娥	ŋo2	
峨	ŋo2	
蛾	ŋo2	
我	ŋo3	文
臥	ŋo5	
戇	ŋo6	戇～：痴呆
窩	o1	
央	o1	白，當～：中央
秧	o1	白，插～
荷	o1	
阿	o1	文，～斗
蠔	o2	
行	o2	白，一～
影	o3	白，樹～
䁐	o5	～戲
視	o5	訓“䁐”
學	o6	白，～校
惡	o9	難
鏢	ɓio1	白，動詞
錶	ɓio3	白
裱	ɓio3	白
票	fio5	白
鰾	fio6	
薸	fio6	水～
廟	vio1	白，土地～
票	vio1	舊稱彩票
苗	vio2	白
描	vio2	白
瞄	vio2	白
□	vio2	從液體表面舀取
燒	tio1	
相	tio1	白，互～
箱	tio1	白
廂	tio1	白
□	tio2	樹木的粘液
賞	tio3	
償	tio3	
小	tio3	白，～儂：小人
□	tio3	用腳推
相	tio5	白，～片
想	tio6	白
思	tio6	訓“想”
相	tio9	好～：好看
張	ɗio1	白，一～椅
場	ɗio2	白
跳	ɗio2	白，～過
釣	ɗio5	白
脹	ɗio5	白，肚～
仗	ɗio5	白，拍～：打仗
帳	ɗio5	白，蠓～：蚊帳
著	ɗio6	無～：不對
丈	ɗio6	白
孃	nio2	白
娘	nio2	白
□	nio6	條狀物受壓力上下搖動
梁	lio2	白
糧	lio2	白
涼	lio2	白
量	lio2	白
粱	lio2	白
兩	lio3	白，斤～
略	lio6	白，～紅
上	tsio1	白，～面
椒	tsio1	
招	tsio1	白，～風
漿	tsio1	白，～衫褲
蕉	tsio1	
檣	tsio2	白
蔣	tsio3	白
少	tsio3	多～
掌	tsio3	白，～門：守門
醬	tsio5	白
將	tsio5	白，～領
照	tsio5	白，～光
石	tsio6	白，～橋
上	tsio6	白，～船
癢	tsio6	
招	tsio6	～牌
借	tsio9	
炙	tsio9	烤
酌	tsio9	白
槍	sio1	白
昌	sio1	白，文～：地名
鯧	sio1	
□	sio1	斜
匠	sio1	白，塗水～：泥水匠
牆	sio2	白
□	sio2	抓著東西往上攀
笑	sio5	白
唱	sio5	白
蓆	sio6	
□	sio6	～水：舀水
象	sio6	白
尺	sio9	白
尿	zio1	
饒	zio2	
轎	kio1	
薑	kio1	
橋	kio2	白
強	kio2	白，勝過
茄	kio2	
叫	kio5	
藠	kio6	～頭：薤
腳	kio9	水～：水路運費
抾	xio9	拾
香	hio1	白，燒～
鄉	hio1	白
挑	hio1	白，～刺
向	hio5	白，方～
叶	hio6	訓“箬”
箬	hio6	樹～：樹葉
跳	hio9	心～
樣	io1	白
腰	io1	白
邀	io1	白，應～
搖	io2	白
羊	io2	白
楊	io2	白，姓
洋	io2	白
溔	io3	稀如糊狀
藥	io6	
漾	io6	白，蕩漾
要	io9	取
敗	ɓai1	壞
排	ɓai2	
牌	ɓai2	
反	ɓai3	白，翻過
板	ɓai3	白，木～
拜	ɓai5	
湃	ɓai5	
敗	ɓai6	打敗
跛	ɓai9	訓，腿拐
費	fai1	拍～：糟蹋
□	fai2	～祥：好看
派	fai5	
眉	vai2	白
楣	vai2	
嵋	vai2	白
□	mai1	～禮：賀禮
埋	mai2	～伏
母	mai3	爸～：父母
買	mai3	文，～辦
邁	mai5	
示	mai5	訓，暗～
□	mai6	一搖一擺地走
先	tai1	白，～後
知	tai1	白，無～：不知道
西	tai1	白
栽	tai1	～苗
犀	tai1	白，～牛
前	tai2	白，～日
使	tai3	白，～用
駛	tai3	白
屎	tai3	白
指	tai3	白，手～
宰	tai3	～相
載	tai5	
戴	tai5	文，披星～月
□	tai6	擲
帶	tai9	勒～：領帶
橂	ɗai1	硬
埋	ɗai2	
歹	ɗai3	
典	ɗai3	白，～押
代	ɗai5	文，～表
大	ɗai5	文，～夫：醫生
逮	ɗai5	
帶	ɗai5	
代	ɗai6	文，朝～
橂	ɗai6	門～：門坎
待	ɗai6	
□	ɗai6	趼子
舵	ɗai6	白，～公
乃	nai3	
奶	nai3	文，～粉
些	nai5	訓
耐	nai6	
奈	nai6	
利	lai1	白，～息
楝	lai1	白
來	lai2	～往
狸	lai2	白
蓮	lai2	白
賴	lai5	
癩	lai5	
懶	lai5	
裏	lai6	白，～外
內	lai6	訓“裏”
□	lai6	～sai33：不講衛生
災	tsai1	
齋	tsai1	文，書～
哉	tsai1	
栽	tsai2	～樹
宰	tsai3	～割
再	tsai5	
仔	tsai5	阿～
債	tsai5	文，～務
在	tsai6	聽任
千	sai1	白
猜	sai1	
腮	sai1	
差	sai1	文，出～；欽～
才	sai2	
纔	sai2	
材	sai2	
財	sai2	
裁	sai2	
豺	sai2	
蠶	sai2	
采	sai3	
採	sai3	
彩	sai3	
踩	sai3	
睬	sai3	
菜	sai5	
賽	sai5	
塞	sai5	要～
寨	sai5	
□	sai6	lai33～：不講衛生
□	sai9	可惜
寨	sai9	au55～：出球場界限，音譯自英語outside
崖	zai2	
涯	zai2	
□	zai3	白～：微白
該	kai1	
肩	kai1	
皆	kai1	
楷	kai1	白
階	kai1	
佳	kai1	～話
個	kai2	一～
揀	kai3	
改	kai3	文，～革
介	kai5	
芥	kai5	
蚧	kai5	
界	kai5	文
蓋	kai5	
屆	kai5	
戒	kai5	
械	kai5	
誡	kai5	
槩	kai5	斗～
疥	kai5	文，～蟲
開	xai1	文，～明
皚	xai2	
鎧	xai2	
愷	xai2	
丐	xai2	
楷	xai2	文，～模
概	xai5	
溉	xai5	
暨	xai5	及
𥭘	hai1	
篩	hai1	
胎	hai1	
颱	hai1	
臺	hai2	
苔	hai2	
抬	hai2	
刣	hai2	替，殺
治	hai2	殺
孩	hai2	
海	hai3	
太	hai5	
泰	hai5	
態	hai5	
轄	hai5	
瞎	hai5	
害	hai6	
亥	hai6	
閡	hai6	合上門
礙	ŋai1	
捱	ŋai2	～冥：熬夜
獃	ŋai2	
□	ŋai3	～碎：研成粉末
愛	ŋai5	喜歡
□	ŋai6	任憑
哀	ai1	
埃	ai1	
挨	ai1	～近
閑	ai2	白
愛	ai5	親～
艾	ai5	文，姓
藹	ai5	
靄	ai5	
衰	suai1	文，～弱
帥	suai5	
乖	kuai1	
界	kuai5	白
怪	kuai5	
疥	kuai5	白，生～
壞	huai1	
懷	huai2	
杯	ɓɔi1	酒～
卑	ɓɔi1	
碑	ɓɔi1	
婢	ɓɔi1	
悲	ɓɔi1	
背	ɓɔi5	文
賠	ɓɔi5	～錢：貼錢
陛	ɓɔi5	～下
八	ɓɔi9	
批	fɔi1	
非	fɔi1	
啡	fɔi1	文
飛	fɔi1	文，人名
妃	fɔi1	
匪	fɔi2	
誹	fɔi2	
蜚	fɔi2	
扉	fɔi2	
菲	fɔi2	
斐	fɔi2	
緋	fɔi2	
䫌	fɔi3	面～：臉蛋兒
費	fɔi5	
肺	fɔi5	白，～病
廢	fɔi5	
配	fɔi5	文，分～
賣	vɔi1	
微	vɔi2	文
薇	vɔi2	
買	vɔi3	白
未	vɔi5	～來
美	mɔi3	
鎂	mɔi3	
每	mɔi3	
寐	mɔi5	
□	mɔi9	伏藏
多	tɔi1	訓
齊	tɔi2	白，整～
洗	tɔi3	
細	tɔi5	白，小
小	tɔi5	訓“細”
誓	tɔi6	
第	ɗɔi1	白，～一
低	ɗɔi1	
蹄	ɗɔi2	白
題	ɗɔi2	試～
底	ɗɔi3	白，～下
抵	ɗɔi3	白，～笑：忍住不笑
帝	ɗɔi5	白，～王
遞	ɗɔi6	白
諦	ɗɔi6	
締	ɗɔi6	白，～交
□	ɗɔi9	語音難聽
例	lɔi1	
黎	lɔi2	白
犁	lɔi2	白
禮	lɔi3	白
鱧	lɔi6	～魚
笠	lɔi6	白
蓑	sɔi1	文，～衣
截	sɔi2	廢除某種習俗
□	sɔi3	啄
粞	sɔi5	
砌	sɔi5	
築	sɔi5	訓“砌”，建～
雞	kɔi1	
街	kɔi1	
縣	kɔi1	白
機	kɔi1	白，槍上的扳機
膎	kɔi2	蝦醬
高	kɔi2	訓“懸”
懸	kɔi2	白，高
解	kɔi3	
改	kɔi3	白，修～
掛	kɔi5	扣上
掛	kɔi6	支架
溪	xɔi1	白
拐	xɔi3	手～
契	xɔi5	
喫	xɔi5	啃
𱳃	xɔi9	睡
提	hɔi2	
堤	hɔi2	
淮	hɔi2	
匯	hɔi2	外～
題	hɔi2	～詩
□	hɔi3	窺視
體	hɔi3	白，書～：字體
替	hɔi5	白，～身
蟹	hɔi6	
□	hɔi6	鬆軟
□	ŋɔi1	姿態
外	ŋɔi6	文，另～
挨	ɔi1	推
鞋	ɔi2	
矮	ɔi3	
會	ɔi6	訓“解”，～做
解	ɔi6	會
狹	ɔi6	白，房太～
吠	ɓui1	
飯	ɓui1	乾飯
肥	ɓui2	
枚	ɓui2	一～針
本	ɓui3	白
疿	ɓui5	
沸	ɓui5	白
倍	ɓui6	
違	ɓui6	
肏	ɓui9	替，性交
陪	fui2	
屁	fui5	
呸	fui5	～痰：吐痰
呸	fui9	
偉	vui2	
韋	vui2	
葦	vui2	
緯	vui2	
闈	vui2	
爲	vui2	
維	vui2	
帷	vui2	
唯	vui2	
惟	vui2	
問	mui1	白，～路
門	mui2	白
文	mui2	白，～昌：地名
們	mui2	白
微	mui3	白，笑～：微笑
雖	tui1	
蓑	tui1	白，披～：蓑衣
酸	tui1	
荽	tui1	
磚	tui1	
隨	tui2	白，～便
水	tui3	
錐	tui5	
算	tui5	白，～數：計算數目
誘	tui5	訓“醉”
醉	tui5	
罪	tui6	
嘬	tui6	
緞	ɗui1	白
堆	ɗui1	
捶	ɗui2	
轉	ɗui3	白
回	ɗui3	訓“轉”
對	ɗui5	
兌	ɗui5	
隊	ɗui5	
墜	ɗui5	
懟	ɗui5	
頓	ɗui5	白，兩～糜：兩頓飯
斷	ɗui6	白，砍～
餒	nui2	
軟	nui3	
□	nui5	鑽入
卵	nui6	
蛋	nui6	訓“卵”
亂	lui1	白
雷	lui2	
擂	lui2	
壘	lui3	
儡	lui3	
累	lui3	～計
蕾	lui3	
磊	lui3	
淚	lui5	
戾	lui5	
類	lui6	
累	lui6	連～
鐳	lui9	銅板
追	tsui1	
最	tsui5	
遂	tsui5	人名
遂	tsui6	～意
推	sui1	文，～選
催	sui1	
崔	sui1	
村	sui1	白
吹	sui1	
炊	sui1	
綏	sui1	
梭	sui1	白，鏢～：梭子
隨	sui2	文，～從
隋	sui2	
垂	sui2	
睡	sui2	
陲	sui2	
碎	sui5	
翠	sui5	
粹	sui5	
萃	sui5	
顇	sui5	
悴	sui5	
瘁	sui5	
喙	sui5	嘴
瑞	sui5	
脆	sui5	文，～弱
歲	sui5	文，萬～
稅	sui5	文，～收
裕	zui5	
芮	zui5	
蚋	zui5	
裕	zui6	
譽	zui6	名～
歸	kui1	
圭	kui1	
胿	kui1	
奎	kui1	
閨	kui1	
矽	kui1	
光	kui1	白
龜	kui1	文
櫃	kui1	～斗：抽屜
窺	kui1	
規	kui1	
鬼	kui3	
傀	kui3	～儡
詭	kui3	
幾	kui3	白，～十本
管	kui3	白，火～：吹火筒
貴	kui5	
桂	kui5	
季	kui5	白
瑰	kui5	
癸	kui5	
跪	kui6	
櫃	kui6	
開	xui1	白，～門
虧	xui1	
魁	xui1	
軌	xui2	
葵	xui2	
揆	xui2	
騤	xui2	
睽	xui2	
逵	xui2	
氣	xui5	白，空～
愧	xui5	
潰	xui5	
饋	xui5	
匱	xui5	
器	xui5	白，瓷～
闠	xui5	
灰	hui1	文，～心
輝	hui1	
暉	hui1	
揮	hui1	
恢	hui1	
詼	hui1	
盔	hui1	
徽	hui1	
梯	hui1	
偎	hui1	
餯	hui1	餿
昏	hui1	冥～：黃昏
錘	hui2	
園	hui2	白
回	hui2	文，～族
腿	hui3	
退	hui5	文，～錢
惠	hui5	
蕙	hui5	
蟪	hui5	
慧	hui5	
彗	hui5	
悔	hui5	
晦	hui5	
誨	hui5	
畏	hui5	
謂	hui5	
渭	hui5	
餵	hui5	
尉	hui5	
慰	hui5	
蔚	hui5	
衛	hui5	
卉	hui5	
魏	hui5	
繪	hui5	
薈	hui5	
穢	hui5	文，污～
肺	hui5	文，雜～：豬肺
會	hui6	文，開～
遠	hui6	白，路～
彙	hui6	～報
危	ŋui2	
巍	ŋui2	
威	ui1	
圍	ui1	遮蓋
圍	ui2	
黃	ui2	白，～色
王	ui2	蜂～
䘼	ui3	袖
袖	ui3	訓“䘼”
毀	ui3	
委	ui3	
萎	ui3	
威	ui5	虎～：樣子凶惡
胃	ui6	
位	ui6	
包	ɓau1	
抱	ɓau1	
胞	ɓau1	
苞	ɓau1	
褒	ɓau1	
煲	ɓau1	
鮑	ɓau1	姓
袍	ɓau2	
寶	ɓau3	文
保	ɓau3	文
堡	ɓau3	文
葆	ɓau3	文
褓	ɓau3	
飽	ɓau3	文，～和
鮑	ɓau5	～魚
爆	ɓau6	
暴	ɓau6	
瀑	ɓau6	
曝	ɓau6	文，～光
爆	ɓau9	用少量的油炒使熱而爆裂
泡	fau1	不結實
刨	fau2	
庖	fau2	
炮	fau5	
跑	fau5	
咆	fau5	
泡	fau5	文，水～
泡	fau6	白，浮腫
□	vau3	用棍棒擊
毛	mau2	文
茅	mau2	文
矛	mau2	
牦	mau2	
卯	mau3	
鉚	mau3	
帽	mau5	
瑁	mau5	
耄	mau5	
蟊	mau5	
冒	mau6	
貌	mau6	
糟	tau1	
遭	tau1	
走	tau3	
棗	tau3	
灶	tau5	
掃	tau5	
嗽	tau5	
皂	tau5	
糙	tau5	
造	tau6	
棹	tau6	
豆	ɗau1	
脰	ɗau1	
逗	ɗau1	～留
禱	ɗau2	
濤	ɗau2	
導	ɗau2	
鑄	ɗau2	
島	ɗau2	～嶼
斗	ɗau3	升～
倒	ɗau3	顛～
島	ɗau3	～外
搗	ɗau3	
晝	ɗau5	白，日～：中午
逗	ɗau5	開玩笑
鬥	ɗau5	白，套榫子
悼	ɗau5	
道	ɗau6	
稻	ɗau6	
盜	ɗau6	
□	nau1	nɔk5～：生活過得好
惱	nau3	
怒	nau3	訓“惱”
腦	nau3	
瑙	nau3	
鬧	nau5	吵～
淖	nau5	～肉：煮得很爛的肉
鬧	nau6	～熱：熱鬧
扭	nau6	白，～緊
紐	nau6	白，秤～
漏	lau1	雨～
劉	lau2	白
留	lau2	白
榴	lau2	白
瘤	lau2	白，風～：蕁麻疹
勞	lau2	
癆	lau2	
流	lau2	白
餾	lau2	白
牢	lau2	
溜	lau2	白
樓	lau2	白
佬	lau3	
姥	lau3	
潦	lau3	～草
漏	lau5	～水：排水
老	lau6	
褸	lau9	大衣
抄	sau1	文
操	sau1	
曹	sau2	
巢	sau2	
剿	sau2	
騷	sau2	
槽	sau2	文
漕	sau2	
嘈	sau2	
搔	sau2	
草	sau3	
吵	sau3	
燥	sau5	
躁	sau5	
澡	sau5	
藻	sau5	
臊	sau5	
沙	sau9	西瓜～
遙	zau2	
瑤	zau2	
謠	zau2	
鷂	zau2	
搖	zau2	文
徭	zau2	
饒	zau2	富～
堯	zau2	
窯	zau2	
姚	zau2	
繞	zau3	
爪	zau3	
擾	zau3	
耀	zau5	
躍	zau5	
高	kau1	文
溝	kau1	
勾	kau1	白，～結
鉤	kau1	
膏	kau1	文，～藥
垢	kau1	白，～膾：積在人體上的污垢
羔	kau1	
糕	kau1	
皋	kau1	
猴	kau2	白
槁	kau2	
犒	kau2	
鎬	kau2	
杲	kau2	
膏	kau2	文，油～
九	kau3	白
狗	kau3	
犬	kau3	訓“狗”
搞	kau3	
縞	kau3	
夠	kau5	白
到	kau5	訓
遘	kau5	到
厚	kau6	白，～薄
□	kau9	久放在潮濕的地方
敲	xau1	文，～詐
摳	xau1	刮削
口	xau3	白，門～
考	xau3	
烤	xau3	
拷	xau3	
銬	xau3	
哭	xau5	
靠	xau5	文
偷	hau1	
竊	hau1	訓“偷”
滔	hau1	
韜	hau1	
鱟	hau1	
候	hau1	白，時～
號	hau1	文
頭	hau2	
首	hau2	訓“頭”
毫	hau2	
豪	hau2	
陶	hau2	
淘	hau2	
掏	hau2	
萄	hau2	文
桃	hau2	文
逃	hau2	文
吼	hau3	響
敨	hau3	解開
討	hau3	文，～論
透	hau5	風～：風吹
套	hau5	文，全～書
好	hau5	愛～
慾	hau5	～望
後	hau6	白，～生
號	hau6	白，～名：動詞
敖	ŋau2	
遨	ŋau2	
聱	ŋau2	
鰲	ŋau2	
嗷	ŋau2	
熬	ŋau2	
□	ŋau3	lap5～：不正經
傲	ŋau6	
鉤	ŋau9	鉤上
毆	au1	用棍棒打
喉	au2	
漚	au5	
奧	au5	
澳	au5	
懊	au5	
後	au6	白
標	ɓiau1	
鏢	ɓiau1	文，保～
鑣	ɓiau1	
驃	ɓiau1	
彪	ɓiau1	
飆	ɓiau1	
表	ɓiau3	
裱	ɓiau3	文
婊	ɓiau3	
錶	ɓiau3	文
飄	fiau1	
漂	fiau1	
縹	fiau1	
嫖	fiau2	
瓢	fiau2	
漂	fiau5	～白
票	fiau5	文
錨	miau2	
瞄	miau2	文
苗	miau2	文
描	miau2	文
藐	miau3	
邈	miau3	
秒	miau3	
杪	miau3	
渺	miau3	
緲	miau3	
廟	miau5	文，宗～
妙	miau6	
簫	tiau1	白
蕭	tiau1	白
銷	tiau1	白
宵	tiau1	白
逍	tiau1	白
消	tiau1	白
霄	tiau1	白
硝	tiau1	
哨	tiau1	白
艄	tiau1	白
梢	tiau1	白
小	tiau3	白，～事
痟	tiau3	
數	tiau5	文
賬	tiau5	訓“數”
刁	ɗiau1	
雕	ɗiau1	
貂	ɗiau1	
凋	ɗiau1	
碉	ɗiau1	
叼	ɗiau1	
調	ɗiau1	～皮
調	ɗiau2	風～雨順
條	ɗiau2	
吊	ɗiau5	
掉	ɗiau5	
釣	ɗiau5	文，～魚臺
調	ɗiau6	～動
貓	niau1	山～
□	niau2	動作緩慢
裊	niau3	
□	niau3	～tsi55：傻氣
皺	niau5	訓
貓	niau5	飼～
□	niau6	屁股一搖一擺
孧	niau9	小
料	liau1	～味
寮	liau2	
遼	liau2	
燎	liau2	
僚	liau2	
療	liau2	
撩	liau2	
繚	liau2	
獠	liau2	
瞭	liau2	
寥	liau2	
鐐	liau2	
了	liau3	
潦	liau3	～草
廖	liau5	姓
料	liau6	
鷯	liau9	～哥
招	tsiau1	文
召	tsiau1	
昭	tsiau1	
朝	tsiau1	今～
焦	tsiau1	～黃
樵	tsiau1	
瞧	tsiau1	
顦	tsiau1	
礁	tsiau1	
蕉	tsiau1	文
憔	tsiau1	
□	tsiau2	均勻
鳥	tsiau3	
找	tsiau3	
照	tsiau5	文，～明
罩	tsiau5	文，燈～
眺	tsiau5	
趙	tsiau6	
詔	tsiau6	
兆	tsiau6	
鳥	tsiau9	～麻：麻雀
超	siau1	
抄	siau1	白，～家
峭	siau1	
悄	siau1	
鞘	siau1	
嘯	siau1	
瀟	siau1	
霄	siau1	文
宵	siau1	文
簫	siau1	文
蕭	siau1	文
銷	siau1	文
梢	siau1	文
哨	siau1	文
消	siau1	文
艄	siau1	文
逍	siau1	文
朝	siau2	～廷
潮	siau2	
小	siau3	
臭	siau5	
少	siau5	～年
肖	siau5	
俏	siau5	
笑	siau5	文
交	kiau1	
郊	kiau1	
蛟	kiau1	
皎	kiau1	
佼	kiau1	
驕	kiau1	
膠	kiau1	文
喬	kiau2	
僑	kiau2	
嬌	kiau2	
橋	kiau2	文
蕎	kiau2	
繳	kiau3	
矯	kiau3	
絞	kiau3	文
狡	kiau3	
攪	kiau3	
餃	kiau3	
較	kiau5	
校	kiau5	上～
撬	kiau6	～石
蹻	xiau1	彎曲
翹	xiau2	～起
竅	xiau5	心～
挑	hiau1	文，～選
囂	hiau1	
肴	hiau1	
餚	hiau1	
淆	hiau1	
崤	hiau1	
梟	hiau1	～雄
調	hiau2	～整
姣	hiau2	淫蕩
曉	hiau3	
孝	hiau5	
跳	hiau5	文，～繩
校	hiau6	
效	hiau6	
効	hiau6	
柱	hiau6	白，石～
夭	iau1	
妖	iau1	
腰	iau1	文，～包
幺	iau1	數目一
枵	iau1	～餓：飢餓
要	iau1	～求
邀	iau1	應～
要	iau5	需～
招	iau6	訓，～手
步	ɓɔu1	白
哺	ɓɔu1	咬
夫	ɓɔu1	白，諸～：男孩；葬～：給人收殮埋葬屍體的人
符	ɓɔu2	白，畫～
補	ɓɔu3	白
斧	ɓɔu3	
脯	ɓɔu3	
布	ɓɔu5	白
佈	ɓɔu5	白，～塍
鋪	fɔu1	白，床～
埠	fɔu1	～頭
扶	fɔu2	白，～起
埠	fɔu2	商～
否	fɔu3	
缶	fɔu3	
鋪	fɔu5	店～
復	fɔu5	白，反～
覆	fɔu5	～蓋
簿	fɔu6	本子
晡	vɔu1	昨～：昨天
模	vɔu2	白，～型
娝	vɔu3	諸～：女人
墓	mɔu1	白
摸	mɔu2	
謀	mɔu2	
牟	mɔu2	
眸	mɔu2	
某	mɔu3	
畝	mɔu3	
牡	mɔu3	
霧	mɔu5	白
茂	mɔu5	
貿	mɔu5	
舞	mɔu6	白
租	tɔu1	
蘇	tɔu1	白
妰	tɔu2	～囝：女兒
祖	tɔu3	
昨	tɔu6	～晡：昨天
妰	tɔu6	～娝：女人
都	ɗɔu1	副詞
度	ɗɔu1	白，程～
渡	ɗɔu1	白，～過
斗	ɗɔu2	文，阿～
肚	ɗɔu3	
抖	ɗɔu3	
蚪	ɗɔu3	
斗	ɗɔu3	文
鬥	ɗɔu5	文，奮～
奴	nɔu2	白
路	lɔu1	白
露	lɔu1	白，放在外面曬乾
渡	lɔu1	白，～船頭：渡口
爐	lɔu2	白
□	lɔu2	粗～：皮膚不潤澤
樓	lɔu2	文
屢	lɔu3	
簍	lɔu3	
摟	lɔu3	
螻	lɔu3	
髏	lɔu3	
櫓	lɔu3	
露	lɔu5	白
𢲸	lɔu6	動搖
鹵	lɔu6	醃
□	lɔu9	用謊言騙別人開心
奏	tsɔu5	
揍	tsɔu5	
粗	sɔu1	
初	sɔu1	白，～二
愁	sɔu2	
讎	sɔu2	白，～敵
仇	sɔu2	
酬	sɔu2	
籌	sɔu2	
疇	sɔu2	
囚	sɔu2	白
幬	sɔu2	
守	sɔu3	文，～業
醋	sɔu5	
湊	sɔu5	
□	sɔu9	lɔu55～：以謊言騙人取笑
姑	kɔu1	
菇	kɔu1	白
