單字	聲紐	呼	等	韻部	聲調	組	攝	聲母_定	介	韻母_定		22	备注							
遜	心	合	一	魂	去	精	臻	s		ɔn		33								
生	生	開	二	庚	平	莊	梗	s		εŋ		33								
生	生	開	二	庚	平	莊	梗	s		εŋ		33								
牲	生	開	二	庚	平	莊	梗	s		εŋ		33								
笙	生	開	二	庚	平	莊	梗	s		εŋ		33								
甥	生	開	二	庚	平	莊	梗	s		εŋ		33								
省	生	開	三	庚	上	莊	梗	s		εŋ		55								
擤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɐŋ										
溼	書	開	三	侵A	入	章	深	s		ɐp		55								
濕	書	開	三	侵A	入	章	深	s		ɐp		55								
十	常	開	三	侵A	入	章	深	s		ɐp		22								
拾	常	開	三	侵A	入	章	深	s		ɐp		22								
膝	心	開	三	真A	入	精	臻	s		ɐt		55								
率	生	合	三	真B	入	莊	臻	s		ɔt		55								
瑟	生	開	三	臻	入	莊	臻	s		ɐt		55								
失	書	開	三	真A	入	章	臻	s		ɐt		55								
蝨	生	開	三	臻	入	莊	臻	s		ɐt		55								
實	船	開	三	真A	入	章	臻	s		ɐt		22								
室	書	開	三	真A	入	章	臻	s		ɐt		55								
朮	船	合	三	真A	入	章	臻	s		ɔt		22								
述	船	合	三	真A	入	章	臻	s		ɔt		22								
術	船	合	三	真A	入	章	臻	s		ɔt		22								
摔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɔt										
帥	生	合	三	真B	入	莊	臻	s		ɐt		55								
蟀	生	合	三	真B	入	莊	臻	s		ɔt		55								
窣	心	合	一	魂	入	精	臻	s		ɔt		33								
戌	心	合	三	真A	入	精	臻	s		ɔt		33								
恤	心	合	三	真A	入	精	臻	s		ɔt		33								
仇								s		ɐu	22									
愁	崇	開	三	尤	平	莊	流	s		ɐu		32								
收	書	開	三	尤	平	章	流	s		ɐu		33								
手	書	開	三	尤	上	章	流	s		ɐu		55								
守	書	開	三	尤	上	章	流	s		ɐu		55								
守	書	開	三	尤	去	章	流	s		ɐu		55								
首	書	開	三	尤	上	章	流	s		ɐu		55								
受	常	開	三	尤	上	章	流	s		ɐu		22								
狩	書	開	三	尤	去	章	流	s		ɐu		55								
授	常	開	三	尤	去	章	流	s		ɐu		22								
售	常	開	三	尤	去	章	流	s		ɐu		22								
壽	常	開	三	尤	上	章	流	s		ɐu		22								
瘦	生	開	三	尤	去	莊	流	s		ɐu		33								
獸	書	開	三	尤	去	章	流	s		ɐu		33								
漱	生	開	三	尤	去	莊	流	s		ɐu		33								
搜	生	開	三	尤	平	莊	流	s		ɐu		33								
蒐	生	開	三	尤	平	莊	流	s		ɐu		33								
嗖	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɐu										
艘	心	開	四	蕭	平	精	效	s		ɐu		33								
颼	生	開	三	尤	平	莊	流	s		ɐu		33								
叟	心	開	一	侯	上	精	流	s		ɐu		55								
擻	心	開	一	侯	上	精	流	s		ɐu		55								
擻								s		ɐu	55									
嗽	心	開	一	侯	去	精	流	s		ɐu		33								
宿	心	開	三	尤	去	精	流	s		ɐu		33								
修	心	開	三	尤	平	精	流	s		ɐu		33								
脩	心	開	三	尤	平	精	流	s		ɐu		33								
羞	心	開	三	尤	平	精	流	s		ɐu		33								
饈	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɐu										
秀	心	開	三	尤	去	精	流	s		ɐu		33								
琇	以	開	三	尤	上	以	流	s		ɐu	33									
繡	心	開	三	尤	去	精	流	s		ɐu		33								
鏽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɐu										
蛇	船	開	三	麻	平	章	假	s	i	ia		32								
舍	書	開	三	麻	去	章	假	s	i	ia		33								
舍	書	開	三	麻	上	章	假	s	i	ia		55								
捨	書	開	三	麻	上	章	假	s	i	ia		55								
社	常	開	三	麻	上	章	假	s	i	ia		21								
射	船	開	三	麻	去	章	假	s	i	ia		22								
赦	書	開	三	麻	去	章	假	s	i	ia		33								
些	心	開	三	麻	平	精	假	s		ɛ		33								
寫	心	開	三	麻	上	精	假	s	i	ia		55								
卸	心	開	三	麻	去	精	假	s		ɛ		33								
瀉	心	開	三	麻	上	精	假	s		ɛ		55								
死	心	開	三	脂A	上	精	止	s		ɐi		55								
四	心	開	三	脂A	去	精	止	s		ɐi		33								
肆	心	開	三	脂A	去	精	止	s		ɐi		33								
伺	心	開	三	之	去	精	止	s		y		33								
施	書	開	三	支A	平	章	止	s		i		33								
屍	書	開	三	脂A	平	章	止	s		i		33								
師	生	開	三	脂B	平	莊	止	s		y		33								
獅	生	開	三	脂B	平	莊	止	s		y		33								
詩	書	開	三	之	平	章	止	s		i		33								
時	常	開	三	之	平	章	止	s		i		32								
史	生	開	三	之	上	莊	止	s		i		55								
使	生	開	三	之	去	莊	止	s		i		33								
屎	曉	開	三	脂A	平	影	止	s		i		33								
士	崇	開	三	之	上	莊	止	s		i		22								
氏	常	開	三	支A	上	章	止	s		i		22								
示	群	開	三	支A	平	見	止	s		i		32								
仕	崇	開	三	之	上	莊	止	s		i		22								
市	常	開	三	之	上	章	止	s		i		21	有读33调							
事	莊	開	三	之	去	莊	止	s		y		33								
侍	常	開	三	之	去	章	止	s		i		22								
柿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		i										
是	常	開	三	支A	上	章	止	s		i		22								
視	常	開	三	脂A	上	章	止	s		i		22								
嗜	常	開	三	脂A	去	章	止	s		i		22								
試	書	開	三	之	去	章	止	s		i		33								
匙	常	開	三	支A	平	章	止	s		i		32								
抒	邪	開	三	魚	上	精	遇	s		y		22								
殊	常	合	三	虞	平	章	遇	s		y		32								
書	書	開	三	魚	平	章	遇	s		y		33								
紓	書	開	三	魚	平	章	遇	s		y		33								
舒	書	開	三	魚	平	章	遇	s		y		33								
樞	昌	合	三	虞	平	章	遇	s		y		33								
輸	書	合	三	虞	平	章	遇	s		y		33								
暑	書	開	三	魚	上	章	遇	s		y		55								
黍	書	開	三	魚	上	章	遇	s		y		55								
鼠	書	開	三	魚	上	章	遇	s		y		55								
薯	常	開	三	魚	去	章	遇	s		y		22								
曙	常	開	三	魚	去	章	遇	s		y		22								
糬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		i										
恕	書	開	三	魚	去	章	遇	s		y		33								
庶	書	開	三	魚	去	章	遇	s		y		33								
豎	常	合	三	虞	上	章	遇	s		y		22								
樹	常	合	三	虞	上	章	遇	s		y		22								
司	心	開	三	之	平	精	止	s		y		33								
私	心	開	三	脂A	平	精	止	s		y		33								
思	心	開	三	之	平	精	止	s		y		33								
思	心	開	三	之	去	精	止	s		y		33								
斯	心	開	三	支A	平	精	止	s		y		33								
絲	心	開	三	之	平	精	止	s		y		33								
撕	心	開	四	齊	平	精	蟹	s		y		33								
廝	心	開	三	支A	平	精	止	s		y		33								
鷥	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		i										
肆	心	開	三	脂A	去	精	止	s		y		33								
駟	心	開	三	脂A	去	精	止	s		y		33								
荼								s		i	22									
峙	澄	開	三	之	上	知	止	ʦ		i		22								
藷	章	開	三	魚	平	章	遇	s		y		33								
石	常	開	三	清A	入	章	梗	s		εk		22								
碩	常	開	三	清A	入	章	梗	s		εk		22								
錫	心	開	四	青	入	精	梗	s		ɛk										
聲	書	開	三	清A	平	章	梗	s		εŋ		33	文读ɪŋ							
腥	心	開	四	青	平	精	梗	s		ɛŋ		33								
色	生	開	三	蒸	入	莊	曾	s		ɪk		55								
嗇	生	開	三	蒸	入	莊	曾	s		ɪk		55								
射	船	開	三	清A	入	章	梗	s		ɪk		22								
食	以	開	三	之	去	以	止	s		ɪk	22									
蝕	船	開	三	蒸	入	章	曾	s		ɪk		22								
識	書	開	三	蒸	入	章	曾	s		ɪk		55								
式	書	開	三	蒸	入	章	曾	s		ɪk		55								
拭	書	開	三	蒸	入	章	曾	s		ɪk		55								
軾	書	開	三	蒸	入	章	曾	s		ɪk		55								
飾	書	開	三	蒸	入	章	曾	s		ɪk		55								
適	書	開	三	清A	入	章	梗	s		ɪk		55								
釋	書	開	三	清A	入	章	梗	s		ɪk		55								
昔	心	開	三	清A	入	精	梗	s		ɪk		55								
析	心	開	四	青	入	精	梗	s		ɪk		55								
息	心	開	三	蒸	入	精	曾	s		ɪk		55								
悉	心	開	三	真A	入	精	臻	s		ɪk		55								
淅	心	開	四	青	入	精	梗	s		ɪk		55								
惜	心	開	三	清A	入	精	梗	s		ɪk		55								
晰	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɪk										
蜥	心	開	四	青	入	精	梗	s		ɪk		55								
熄	心	開	三	蒸	入	精	曾	s		ɪk		55								
窸	心	開	三	真A	入	精	臻	s		ɪk		55								
蟋	心	開	三	真A	入	精	臻	s		ɪk		55								
媳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɪk										
禪	常	開	三	仙A	平	章	山	s		im		32								
蟬	常	開	三	仙A	平	章	山	s		im		32								
蟾	章	開	三	鹽A	平	章	咸	s		im		33								
陝	書	開	三	鹽A	上	章	咸	s		im		55								
閃	書	開	三	鹽A	上	章	咸	s		im		55								
簷	以	開	三	鹽A	平	以	咸	s		im		32								
禪	常	開	三	仙A	去	章	山	s		in		22								
船	船	合	三	仙A	平	章	山	s		yn		32								
單	常	開	三	仙A	平	章	山	s		in		32								
單	常	開	三	仙A	去	章	山	s		in		22								
雋	從	合	三	仙A	上	精	山	s		in		22								
倩	清	開	四	先	去	精	山	s		in		33								
搧	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		in										
煽	書	開	三	仙A	平	章	山	s		in		33								
扇	書	開	三	仙A	平	章	山	s		in		33								
善	常	開	三	仙A	上	章	山	s		in		22								
擅	常	開	三	仙A	去	章	山	s		in		22								
繕	常	開	三	仙A	去	章	山	s		in		22								
痠	心	合	一	寒	平	精	山	s		ɔn		33								
酸	心	合	一	寒	平	精	山	s		ɔn		33	名词读作syn							
蒜	心	合	一	寒	去	精	山	s		ɔn		33								
算	心	合	一	寒	上	精	山	s		ɔn		55								
孫	心	合	一	魂	平	精	臻	s		ɔn		33								
飧	心	合	一	魂	平	精	臻	s		ɔn		33								
損	心	合	一	魂	上	精	臻	s		ɔn		55								
仙	心	開	三	仙A	平	精	山	s		in		33								
先	心	開	四	先	平	精	山	s		in		33								
鮮	心	開	三	仙A	平	精	山	s		in		33								
鮮	心	開	三	仙A	上	精	山	s		in		55								
蘚	心	開	三	仙A	上	精	山	s		in		55								
腺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		in										
羨	以	開	三	脂A	平	以	止	s		in		32								
線	心	開	三	仙A	去	精	山	s		in		33								
宣	心	合	三	仙A	平	精	山	s		yn		33								
旋	邪	合	三	仙A	平	精	山	s		yn		32								
旋	邪	合	三	仙A	平	精	山	s		yn		32								
漩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		in										
選	心	合	三	仙A	上	精	山	s		yn		55								
渲	心	合	三	仙A	去	精	山	s		yn		33								
燹								s		in	55									
成	常	開	三	清A	平	章	梗	s		ɪŋ		32								
丞	常	開	三	蒸	平	章	曾	s		ɪŋ		32								
承	常	開	三	蒸	平	章	曾	s		ɪŋ		32								
城	常	開	三	清A	平	章	梗	s		ɪŋ		32								
乘	船	開	三	蒸	平	章	曾	s		ɪŋ		32								
乘	船	開	三	蒸	去	章	曾	s		ɪŋ		22								
誠	常	開	三	清A	平	章	梗	s		ɪŋ		32								
升	書	開	三	蒸	平	章	曾	s		ɪŋ		33								
昇	書	開	三	蒸	平	章	曾	s		ɪŋ		33								
聲	書	開	三	清A	平	章	梗	s		ɪŋ		33								
繩	船	開	三	蒸	平	章	曾	s		ɪŋ		32								
省	心	開	三	清A	上	精	梗	s		ɪŋ		55								
盛	常	開	三	清A	去	章	梗	s		ɪŋ		22								
盛	常	開	三	清A	平	章	梗	s		ɪŋ		32								
剩	船	開	三	蒸	去	章	曾	s		ɪŋ		22								
勝	書	開	三	蒸	平	章	曾	s		ɪŋ		33								
勝	書	開	三	蒸	去	章	曾	s		ɪŋ		33								
聖	書	開	三	清A	去	章	梗	s		ɪŋ		33								
星	心	開	四	青	平	精	梗	s		ɪŋ		33								
猩	生	開	二	庚	平	莊	梗	s		ɪŋ		33								
惺	心	開	四	青	平	精	梗	s		ɪŋ		33								
腥	心	開	四	青	平	精	梗	s		ɪŋ		33								
醒	心	開	四	青	平	精	梗	s		ɪŋ		33								
性	心	開	三	清A	去	精	梗	s		ɪŋ		33								
姓	心	開	三	清A	去	精	梗	s		ɪŋ		33								
爍	書	開	三	陽	入	章	宕	s		œk		33								
削	心	開	三	陽	入	精	宕	s		œk		33								
常	常	開	三	陽	平	章	宕	s		œŋ		32								
徜	常	開	三	陽	平	章	宕	s		œŋ		32								
嘗	常	開	三	陽	平	章	宕	s		œŋ		32								
嫦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		œŋ										
嚐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		œŋ										
償	常	開	三	陽	平	章	宕	s		œŋ		32								
商	書	開	三	陽	平	章	宕	s		œŋ		33								
傷	書	開	三	陽	平	章	宕	s		œŋ		33								
賞	書	開	三	陽	上	章	宕	s		œŋ		55								
上	常	開	三	陽	上	章	宕	s		œŋ		33								
上	常	開	三	陽	上	章	宕	s		œŋ		33								
上	常	開	三	陽	去	章	宕	s		œŋ		22								
尚	常	開	三	陽	平	章	宕	s		œŋ		32								
裳	常	開	三	陽	平	章	宕	s		œŋ		32								
霜	生	開	三	陽	平	莊	宕	s		œŋ		33								
雙	生	開	二	江	平	莊	江	s		œŋ		33								
相	心	開	三	陽	平	精	宕	s		œŋ		33								
相	心	開	三	陽	去	精	宕	s		œŋ		33								
廂	心	開	三	陽	平	精	宕	s		œŋ		33								
湘	心	開	三	陽	平	精	宕	s		œŋ		33								
箱	心	開	三	陽	平	精	宕	s		œŋ		33								
箱	心	開	三	陽	平	精	宕	s		œŋ		33								
襄	心	開	三	陽	平	精	宕	s		œŋ		33								
鑲	日	開	三	陽	平	日	宕	s		œŋ		32								
想	心	開	三	陽	上	精	宕	s		œŋ		55								
涉	常	開	三	鹽A	入	章	咸	s		ip		33								
攝	書	開	三	鹽A	入	章	咸	s		ip		33								
懾	章	開	三	鹽A	入	章	咸	s		ip		33								
契	溪	開	四	先	入	見	山	s		it		33								
竊	清	開	四	先	入	精	山	s		it		33								
舌	匣	合	二	刪	入	影	山	s		it		33								
說	書	合	三	仙A	入	章	山	s		yt		33								
楔	見	開	二	山	入	見	山	s		it		33	也有读khɐi							
泄	以	開	三	祭A	去	以	蟹	s		it	22									
洩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		it										
屑	心	合	一	魂	入	精	臻	s		it		33								
薛	心	開	三	仙A	入	精	山	s		it		33								
雪	心	合	三	仙A	入	精	山	s		it		33								
雪	心	合	三	仙A	入	精	山	s		it		33								
折	常	開	三	仙A	入	章	山	s		it		22								
燒	書	開	三	宵A	平	章	效	s		iu		33								
韶	常	開	三	宵A	平	章	效	s		iu		32								
少	書	開	三	宵A	上	章	效	s		iu		55								
少	書	開	三	宵A	去	章	效	s		iu		33								
邵	常	開	三	宵A	去	章	效	s		iu		22								
劭	常	開	三	宵A	去	章	效	s		iu		22								
紹	常	開	三	宵A	上	章	效	s		iu		22								
迢	定	開	四	蕭	平	端	效	s		εu		32								
逍	心	開	三	宵A	平	精	效	s		iu		33								
消	心	開	三	宵A	平	精	效	s		iu		33								
宵	心	開	三	宵A	平	精	效	s		iu		33								
硝	心	開	三	宵A	平	精	效	s		iu		33								
霄	心	開	三	宵A	平	精	效	s		iu		33								
銷	心	開	三	宵A	平	精	效	s		iu		33								
蕭	心	開	四	蕭	平	精	效	s		iu		33								
簫	心	開	四	蕭	平	精	效	s		iu		33								
瀟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		iu										
小	心	開	三	宵A	上	精	效	s		iu		55								
肖	心	開	三	宵A	去	精	效	s		iu		33								
笑	心	開	三	宵A	去	精	效	s		iu		33								
嘯	心	開	四	蕭	去	精	效	s		iu		33								
召	常	開	三	宵A	去	章	效	s		iu		22								
兆	澄	開	三	宵B	上	知	效	s		iu		22								
肇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		iu										
傻	生	合	二	麻	上	莊	假	s		ɔ		55								
梳	生	開	三	魚	平	莊	遇	s		ɔ		33								
疏	生	開	三	魚	平	莊	遇	s		ɔ		33								
疏	生	開	三	魚	去	莊	遇	s		ɔ		33								
蔬	生	開	三	魚	平	莊	遇	s		ɔ		33								
娑	心	開	一	歌	平	精	果	s		ɔ		33								
梭	心	合	一	歌	平	精	果	s		ɔ		33								
蓑	心	合	一	灰	平	精	蟹	s		ɔ		33								
嗦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɔ										
簑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɔ										
所	生	開	三	魚	上	莊	遇	s		ɔ		55								
瑣	心	合	一	歌	上	精	果	s		ɔ		55								
鎖	心	合	一	歌	上	精	果	s		ɔ		55								
腮	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɔi										
鰓	心	開	一	咍	平	精	蟹	s		ɔi		33								
思								s		ɔi	33									
數	生	開	二	江	入	莊	江	s		œk		33								
朔	生	開	二	江	入	莊	江	s		œk		33								
塑	心	開	一	模	去	精	遇	s		œk		33								
索	心	開	一	唐	入	精	宕	s		œk		33								
索	心	開	一	唐	入	精	宕	s		œk		33								
桑	心	開	一	唐	平	精	宕	s		œŋ		33								
喪	心	開	一	唐	平	精	宕	s		œŋ		33								
喪	心	開	一	唐	去	精	宕	s		œŋ		33								
嗓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		œŋ										
賞	書	開	三	陽	上	章	宕	s		œŋ		55								
霜	生	開	三	陽	平	莊	宕	s		œŋ		33								
雙	生	開	二	江	平	莊	江	s		œŋ		33								
爽	生	開	三	陽	上	莊	宕	s		œŋ		55								
搔	心	開	一	豪	平	精	效	s		a		33								
騷	心	開	一	豪	平	精	效	s		a		33								
掃	心	開	一	豪	上	精	效	s		a		55								
嫂	心	開	一	豪	上	精	效	s		a		55								
數	生	合	三	虞	上	莊	遇	s		ɐu		55								
數	生	合	三	虞	去	莊	遇	s		ɐu		33								
甦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɐu										
酥	心	開	一	模	平	精	遇	s		ɐu		33								
穌	心	開	一	模	平	精	遇	s		ɐu		33								
蘇	心	開	一	模	平	精	遇	s		ɐu		33								
素	心	開	一	模	去	精	遇	s		ɐu		33								
訴	心	開	一	模	去	精	遇	s		ɐu		33								
塑	心	開	一	模	去	精	遇	s		ɐu		33	又音œk							
塑	心	開	一	模	去	精	遇	s		ɐu		33								
溯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s		ɐu										
鬚	心	合	三	虞	平	精	遇	s		ɐu		33								
垂	常	合	三	支A	平	章	止	s		ɔi		32								
萃	從	合	三	脂A	去	精	止	s		ɔi		22								
淬	清	合	一	灰	去	精	蟹	s		ɔi		33								
悴	從	合	三	脂A	去	精	止	s		ɔi		22								
粹	心	合	三	脂A	去	精	止	s		ɔi		33								
瑞	常	合	三	支A	去	章	止	s		ɔi		22								
墅	常	開	三	魚	上	章	遇	s		ɔi		22								
衰	生	合	三	脂B	平	莊	止	s		ɔi		33								
帥	生	合	三	脂B	去	莊	止	s		ɔi		33								
誰	常	合	三	脂A	平	章	止	s		ɔi		32								
水	書	合	三	脂A	上	章	止	s		ɔi		55								
稅	書	合	三	祭A	去	章	蟹	s		ɔi		33								
睡	常	合	三	支A	去	章	止	s		ɔi		22								
說	書	合	三	祭A	去	章	蟹	s		ɔi		33								
雖	心	合	三	脂A	平	精	止	s		ɔi		33								
髓	心	合	三	支A	上	精	止	s		ɔi		55								
祟	心	合	三	脂A	去	精	止	s		ɔi		33								
遂	邪	合	三	脂A	去	精	止	s		ɔi		22								
碎	心	合	一	灰	去	精	蟹	s		ɔi		33								
歲	心	合	三	祭A	去	精	蟹	s		ɔi		33								
隧	邪	合	三	脂A	去	精	止	s		ɔi		22								
穗	邪	合	三	脂A	去	精	止	s		ɔi		22								
邃	心	合	三	脂A	去	精	止	s		ɔi		33								
須	心	合	三	虞	平	精	遇	s		ɔi		33								
需	心	合	三	虞	平	精	遇	s		ɔi		33								
絮	心	開	三	魚	去	精	遇	s		ɔi		33								
緒	邪	開	三	魚	上	精	遇	s		ɔi		22								
綏								s		ɔi	22									
叔	書	開	三	東	入	章	通	s		ʊk		55								
倏	書	開	三	東	入	章	通	s		ʊk		55								
淑	常	開	三	東	入	章	通	s		ʊk		22								
孰	常	開	三	東	入	章	通	s		ʊk		22								
塾	常	開	三	東	入	章	通	s		ʊk		22								
熟	常	開	三	東	入	章	通	s		ʊk		22								
贖	船	開	三	鍾	入	章	通	s		ʊk		22								
蜀	常	開	三	鍾	入	章	通	s		ʊk		22								
屬	常	開	三	鍾	入	章	通	s		ʊk		22								
夙	心	開	三	東	入	精	通	s		ʊk		55								
宿	心	開	三	東	入	精	通	s		ʊk		55								
粟	心	開	三	鍾	入	精	通	s		ʊk		55								
肅	心	開	三	東	入	精	通	s		ʊk		55								
縮	生	開	三	東	入	莊	通	s		ʊk		55								
崇	崇	開	三	東	平	莊	通	s		ʊŋ		32								
從	清	開	三	鍾	平	精	通	s		ʊŋ		33								
忪								s		ʊŋ	33									
嵩	心	開	三	東	平	精	通	s		ʊŋ		33								
鬆	心	合	一	冬	平	精	通	s		ʊŋ		33								
悚	心	開	三	鍾	上	精	通	s		ʊŋ		55								
慫	心	開	三	鍾	上	精	通	s		ʊŋ		55								
聳	心	開	三	鍾	上	精	通	s		ʊŋ		55								
宋	心	合	一	冬	去	精	通	s		ʊŋ		33								
送	心	開	一	東	去	精	通	s		ʊŋ		33								
華	匣	合	二	麻	平	影	假	w		a		32								
華	匣	合	二	麻	去	影	假	w		a		22								
嘩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		a										
嘩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		a										
划	匣	合	二	麻	平	影	假	w		a		32								
畫	匣	合	二	佳	去	影	蟹	w		a		22								
話	匣	合	二	夬	去	影	蟹	w		a		22								
樺	匣	合	二	麻	平	影	假	w		a		32								
蛙	影	合	二	佳	平	影	蟹	w		a		33								
窪	影	合	二	麻	平	影	假	w		a		33								
娃	影	開	二	佳	平	影	蟹	w		a		33								
譁	曉	合	二	麻	平	影	假	w		a		33								
哇	影	開	二	佳	平	影	蟹	w		a		33								
淮	匣	合	二	皆	平	影	蟹	w		a		32								
槐	匣	合	二	皆	平	影	蟹	w		a		32								
踝	匣	合	二	麻	上	影	假	w		a		22								
懷	匣	合	二	皆	平	影	蟹	w		a		32								
壞	見	合	二	皆	去	見	蟹	w		ai		33								
歪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		a										
還	匣	合	二	刪	平	影	山	w		an		32								
寰	匣	合	二	刪	平	影	山	w		an		32								
環	匣	合	二	刪	平	影	山	w		an		32								
鬟	匣	合	二	刪	平	影	山	w		an		32								
幻	匣	合	二	山	去	影	山	w		an		22								
患	匣	合	二	刪	去	影	山	w		an		22								
彎	影	合	二	刪	平	影	山	w		an		33								
灣	影	合	二	刪	平	影	山	w		an		33								
玩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		un			常用 lyn55，fan55							
頑	疑	合	二	刪	平	見	山	w		an		32								
挽	明	合	三	元	上	幫	山	w		εn	33									
輓	明	合	三	元	上	幫	山	w		εn	33									
嬛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		an										
猾	匣	合	二	山	入	影	山	w		at		22								
滑	匣	合	二	山	入	影	山	w		εt		22	at多用于文读							
挖	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		at										
毀	曉	合	三	支B	上	影	止	w		ɐi		55								
卉	曉	合	三	微	上	影	止	w		ɐi		55								
彗	邪	合	三	脂A	去	精	止	w		ɐi		22								
惠	匣	合	四	齊	去	影	蟹	w		ɐi		22								
慧	匣	合	四	齊	去	影	蟹	w		ɐi		22								
蕙	匣	合	四	齊	去	影	蟹	w		ɐi		22								
諱	曉	合	三	微	去	影	止	w		ɐi		33								
穢	影	合	三	廢	去	影	蟹	w		ɐi		33								
喟	溪	合	三	脂B	去	見	止	w		ɐi		33								
威	影	合	三	微	平	影	止	w		ɐi		33								
逶	影	合	三	支B	平	影	止	w		ɐi		33								
韋	云	合	三	微	平	影	止	w		ɐi		33								
桅	疑	合	一	灰	平	見	蟹	w		ɐi		32								
唯	以	合	三	脂A	平	以	止	w		ɐi		32								
唯	以	合	三	脂A	上	以	止	w		ɐi	22									
帷	云	合	三	脂B	平	影	止	w		ɐi		32								
惟	以	合	三	脂A	平	以	止	w		ɐi		32								
圍	云	合	三	微	平	影	止	w		ɐi		32								
爲	云	合	三	支B	平	影	止	w		ɐi		32								
爲	云	合	三	支B	去	影	止	w		ɐi	22									
違	云	合	三	微	平	影	止	w		ɐi		32								
維	以	合	三	脂A	平	以	止	w		ɐi		32								
委	影	合	三	支B	平	影	止	w		ɐi		33								
委	影	合	三	支B	上	影	止	w		ɐi		55								
萎	影	合	三	支B	平	影	止	w		ɐi		33								
偉	云	合	三	微	上	影	止	w		ɐi	33									
偉	云	合	三	微	上	影	止	w		ɐi	33									
葦	云	合	三	微	上	影	止	w		ɐi	33									
葦	云	合	三	微	上	影	止	w		ɐi	33									
瑋	云	合	三	微	上	影	止	w		ɐi	33									
瑋	云	合	三	微	上	影	止	w		ɐi	33									
煒	云	合	三	微	上	影	止	w		ɐi	33									
煒	云	合	三	微	上	影	止	w		ɐi	33									
緯	云	合	三	微	去	影	止	w		ɐi	22									
位	云	合	三	脂B	去	影	止	w		ɐi	22									
畏	影	合	三	微	去	影	止	w		ɐi		33								
胃	云	合	三	微	去	影	止	w		ɐi	22									
尉	影	合	三	微	去	影	止	w		ɐi		33								
喂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		ɐi										
渭	云	合	三	微	去	影	止	w		ɐi	22									
蔚	影	合	三	微	去	影	止	w		ɐi		33								
蝟	云	合	三	微	去	影	止	w		ɐi	22									
衛	云	合	三	祭B	去	影	蟹	w		ɐi	22									
慰	影	合	三	微	去	影	止	w		ɐi		33								
謂	云	合	三	微	去	影	止	w		ɐi	22									
餵	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		ɐi										
遺	以	合	三	脂A	平	以	止	w		ɐi		32								
遺	以	合	三	脂A	去	以	止	w		ɐi	22									
畫	匣	合	二	耕	入	影	梗	w		εk		22								
劃	匣	合	二	耕	入	影	梗	w		εk		22								
或	匣	合	一	登	入	影	曾	w		εk		22								
惑	匣	合	一	登	入	影	曾	w		εk		22								
渾	匣	合	一	魂	平	影	臻	w		ɐn		32								
渾	匣	合	一	魂	上	影	臻	w		ɐn		22								
魂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		ɐn										
混	匣	合	一	魂	上	影	臻	w		ɐn		22								
塭	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	w		ɐn										
溫	影	合	一	魂	平	影	臻	w		ɐn		33								
穩	影	合	一	魂	上	影	臻	w		ɐn		55								
尹	以	合	三	真A	上	以	臻	w		ɐn	33									
暈	云	合	三	文	去	影	臻	w		ɐn	22									
