来源：	邢向东 王兆富 2014《吴堡方言调查研究》；灰原哀 木瓜 整理录入
m 	［2］魔磨{～烂，～碎}摩馍忙茫芒-{～种}□{藏～～：捉迷藏。该音不与效摄韵母对应故不能记作“藏猫猫”}［3］莽蟒抹{～了：涂了}［5］磨{在地上拖：拿扫帚～给几下}茫{黑～～：形容天色很黑的状态}
f	［1］方-{～的}［2］妨{～害}房-防-{不～}［3］纺访-［5］放-{～下}
t	［1］多当-{～兵}［5］大{～后年}当-{停～}驮荡-{浪～公子}
tʰ	［1］拖汤□{平：～着嘞，～湾}［2］驼驮舵陀□{特～：贪得无厌}［3］躺［5］唾{～痰}烫
n	［2］挪［3］攮{～子短刀}［5］诺{～言}𨑊{多}
l	［1］箩{pəʔ21～：笸箩}□{kʰəʔ21～：“腔”的分音词}［2］罗锣箩啰{～嗦}骡螺脶狼郎-{货～担子}□{pɤu213～：蜻蜓}□{棒～～：高梁杆儿的一节}［3］□{切，割}□{～粗：粗心大意}［5］摞络-{～网子：网兜}乐-{高兴：看～成个甚了}浪□{卜～：“棒的分音词}
ts	［1］赃-脏-［3］左佐□{日～妄想}［5］葬脏丧{～失，又}
tsʰ	［1］搓仓-苍-［2］藏-［5］错{～误}错{～杂}锉
s	［1］桑{老}丧{～事，老}［3］嗓［5］丧{～失；老}
tʂ	［1］张-［3］长{生～}涨掌-{脚～}［5］丈-{～人}杖帐-账胀
tʂʰ	［2］长-肠-{大～，小～}场-{打～}常-{～是底个：经常是这样}［3］厂-场{一～}敞［5］唱
ʂ	［1］商-{人名用}伤-［2］尝裳［3］晌［5］上-{～山，～面}尚-{姓～}绱{～鞋}
ʐ	［2］瓤-穰禳{～叨：干扰}［3］嚷{～架}［5］让{～一～，～缩：退缩}
k	［1］哥{又}歌{秧～}锅戈钢-□{～～：叫鸡声}光-{～溜溜的}［2］咯{种～儿：布谷鸟}□{赤子阴}［3］果裹哥{又：～～}［5］个过□{值～：值得}
kʰ	［1］科棵颗{一～米}康-{～家塔}糠{老}可苛{～刻}柯{修剪：～树}［3］颗{～子：粒儿}慷-{～～利利：利利索索}抗-{～胛子：一种儿童游戏}扛［5］炕嗑{～瓜子儿}课
ŋ	［1］屙□{不高兴的样子}［2］蛾鹅俄娥讹{～人}［3］我 ［5］饿
x	［1］呵{蒸；～牙：打哈欠}慌{又}蒿□{形容动作迅速}［2］河{又}何荷{～花}荷{薄～}和禾夯薅行{一～～}行{家：那家～，每～：我家}黄{～米，～尘}簧皇-{三～园子：地名}惶黄-{～河}饸{～烙}［3］火伙行{方位词后缀，里：水～}□{拿，有人认为是“荷”}［5］贺祸货孝-{戴～}火{红～}和{～水}荒-{～地}巷{圪～子}［0］和{调～：佐料}
Ø	［1］啊{少}
#iɤu	
n	［2］娘-{～～：祖母，～老子}仰{又，～起头}
l	［2］良-{～心}凉-量-粮-梁-{房顶～：房脊}粱-［3］两-{～个}两-{一～}［5］晾亮-{明～}
ts	［1］浆{豆～}［5］酱匠将-
tsʰ	［1］枪-雀{又}［2］墙-［3］抢-［5］呛{烟～，～人}［0］跄{打脑～：身体不稳，头往下耷拉}
s	［1］箱-厢-相-{～女婿}襄-{添～：办大事时亲戚凑钱帮忙}镶{老}［2］详-襄-{～xuəŋ53：帮忙}［3］想-饷老［5］像-相-{长～}
tɕ	［1］刚-僵缰豇浆［3］港{薛家～}耩{～地}［5］犟勥{倔～}浆{～衣服}降-{霜～}
tɕʰ	［1］腔-{～子}［2］强［5］糨{～糊}框{门～}
ɕ	［1］香-{～着嘞}乡［3］响{～声}［5］向{偏～}项-{～链儿}
Ø	［1］秧{～子}央殃-{起～：死人出殡}［2］羊-{绵～，山～}杨{老：～树}阳-{～格丹丹儿：形容阳光明媚}扬{～黄土}［3］养-{～活}［5］样-{～品}扬-{晃}
#uɤu	
t	［1］朵{耳～}［3］朵躲［5］惰垛剁跺
tʰ	［2］坨{圪～儿：平地上凹进去的部分}陀{线～～}［3］妥椭［5］唾{又}
ts	［1］庄装-{假～}桩［5］坐座壮-{～实}装{～祆儿：棉祆}状-{～元}
tsʰ	［1］疮窗［2］床［3］闯-［5］创-{～伤}撞
s	［1］蓑唆莎霜双-{一～}［3］梭锁琐所爽-{～～利利：形容爽快、利索}嗓{又，～牙}缩-［5］双{老：～生儿}
Ø	［2］芒{麦～}［3］枉-往-［5］忘-{～了}望-{想～：挂念}旺-{把火烧～}
#ər	
Ø	［2］儿而［3］尔耳饵扔［5］二贰
#ɑ̃	
p	［1］班斑颁扳邦={安～定国}［3］板版扁-榜={～样}□{～子：女阴}［5］扮瓣办半={前～年}谤{诽～}蚌棒{～子}
pʰ	［1］攀潘肨{～臭}［2］滂新旁={～边}螃=庞{新}［5］盼襻判{新}叛{新}
m	［2］蛮蔓{山～儿：土豆}芒=盲虻=［5］慢幔漫{～平地：缓坡地}
f	［1］翻番方={～向}芳［2］凡帆藩烦繁肪房={～地产}防={～止}［3］反仿{～效，相～}访={上～}彷［5］范範犯泛贩饭放={解～}［0］发{头～}
t	［1］耽担丹单当={～时，～紧}［3］胆疸掸党［5］淡担诞且但弹蛋丹{山～～}荡=当={～成}挡宕□{～刀布：鐾刀布}
tʰ	［1］贪坍滩摊［2］潭谭谈痰檀坛弹堂棠螳唐糖塘［3］毯坦瘫［5］探炭叹趟
n	［2］南男难{有～处}囊［3］攮=［5］难{灾～}喃{～踏：念叨}囔
l	［1］篮{pəʔ21～：两系的筐子}［2］蓝篮{～～，～球}兰拦栏郎={新～}廊螂［3］览揽榄缆懒□{圪～：“杆”的分音词}［5］滥烂□{ト～：“绊”的分音词}□{ト～：“棒”的分音词，又}浪={～尖}朗
ts	［1］眨簪赃=脏=□{～马：马上}囋{～贱：说别人坏话}［3］闸斩盏攒崭凿=［5］暂錾湛站蘸赞囋{呲～：讥笑，讽刺}绽{圪～：裂口}栈赚藏{西～}脏={心～}□{～见：预先知道}
tsʰ	［1］参惨惭搀仓=苍=［2］谗馋蚕残藏=［3］铲产刬{仅，光}［5］餐灿𤮭{十～}绽{解：～开}䊲{遍：洗一～}
s	［1］三杉衫山删桑{新}丧{新}［2］珊［3］伞搡［5］钐散{～贴：舒服}□{圪～～：重感冒后难受的感觉}丧{～失，新}
tʂ	［1］张={～眼瞎子}章樟瘴蟑{～螂}［3］掌={～握}［5］丈={大～夫}仗帐={撑棚搭～}障
tʂʰ	［2］长=肠=场=常={经～}［3］昌菖厂=氅{大～}倡［5］畅
ʂ	［1］商={～店}伤={～寒}［3］赏偿［5］上={～告}尚={高～}
ʐ	［2］瓤=［3］壤攘［5］让={～步}
k	［1］尴冈岗刚=纲钢=缸［3］感橄［5］干逛{跑}杠
kʰ	［1］堪龛勘刊康={健～}糠新［3］坎砍慷={～慨}［5］抗={～日战争}
ŋ	［1］昂肮{～脏气}
x	［2］含函酣咸{～菜}寒={～假}韩还{～有}行={银～}航杭夯［3］撼喊罕［5］憾馅焊翰项=巷{又}
#iɑ̃	
n	［1］淹{漫(疑为又音，但韵等不合)}□{舀：～水}［2］岩{石崖下面凹进去的空间}颜娘={新～}［3］眼仰{～尘：天花板}［5］雁［0］年{明～，韵母特殊}
l	［2］良={善～}凉=量=粮=梁=粱={高～}［3］两={～个}两={二～}辆［5］亮={～光，光～}谅量靓{～子：相貌}
ts	［1］将{～来}浆蒋桨［3］奖［5］将
tsʰ	［1］枪=［2］墙=［3］抢=
s	［1］相={～信}箱=厢=镶{新}［2］襄=祥=详=［3］想=饷=新［5］象像={照～}橡相{～貌}
tɕ	［1］监艰间奸疆={新～}僵薑礓{石～卜浪：礓石}姜江刚-{オ～}［3］减碱简柬裥拣捡讲□{～家：姥姥家，舅家}［5］谏涧锏鉴间降=□{～tɕia21：洋芋～～}
tɕʰ	［1］鹃铅羌腔={口～}［2］强={～调}［3］强{勉～}［5］嵌□{合适}□{漂亮}□{粘连上抠不下来}
ɕ	［1］香={～肠儿}乡{本～田地}［2］咸{～阳}衔闲湘降{投～}［3］享响={～应}［5］陷限向={方～，坐北～南}项={～目}
Ø	［1］央殃={遭～}［2］羊={龙～峡}洋{～柿子}阳={阴～}杨{新：～树}扬={飘～}疡秧{～歌}［3］仰={～面朝天}养={培～}痒［5］样={榜～}
#uɑ̃	
ts	［2］圝{kuəʔ3～：“蜷”的分音词，又}
l	［1］装={西～}［5］撰壮={～大}状={～元}
tsʰ	［3］䊲{给谷类去皮}闯={～炼}［5］纂创={开～}
s	［1］闩栓拴双={～～对对}孀［3］爽={～快}［5］疝双{新：～生儿}□{刮，使表面光滑}
z	［3］阮□{挪：～过来～过去}□{在嘴里嚼来嚼去}
k	［1］观{参～}冠={衣～}鳏关光={阳～，～线}［3］广{～大}［5］贯={～彻}观{寺～}惯掼{摔(东西)}桄逛
kʰ	［1］匡筐眶狂{张～}诓［2］狂{～的}［5］旷{～课}况矿
x	［1］欢{～～儿}荒={开～}谎［2］桓还环黄={韭～}皇={～帝}蝗［5］焕新幻患=宦=晃
Ø	［1］弯湾汪［2］顽亡王姓［3］皖晚挽琬拔网枉=往={～事，～年}［5］万蔓忘={～记}妄望={希～}旺={兴～}
#əŋ	
p	［1］奔锛崩绷={～线：墨斗线}［3］本［5］奔笨迸=嘣{象声词}磅{～秤}
pʰ	［1］喷□{状态形容词重叠式后缀：奓格～～儿：衣服穿得有棱有角的样子}［2］盆朋烹彭膨棚={马～}篷蓬［3］捧［5］喷{香～～}碰
m	［1］□{状态形容词重叠式后缀：甜格～～儿：形容甜甜的味道}［2］门萌盟蒙朦［3］猛=懵蠓{～子：蚊子蜢}［5］闷孟梦濛{～森森雨：毛毛雨}［0］么{语气词}
f	［1］分芬纷风枫疯丰封蜂［2］焚坟冯峰锋逢缝［3］粉讽［5］愤忿粪奋份凤奉俸缝{一条～}
t	［1］登灯［3］等戥{～子}［5］凳镫蹬踏{～儿：楼梯，台阶}邓澄瞪噔{象声词}
tʰ	［1］吞腾藤熥［2］誊疼
n	［2］能
l	［1］楞{状态形容词重叠式后缀：干ト～～儿：东西晾晒后干爽的样子}□{xɑʔ3～：撼动}［2］楞{～子}塄{坝～}［5］愣□{xəʔ3～：一种食品，将土豆淀粉和成面后搓成圆球状，蒸熟，蘸汁儿吃}
ts	［1］曾增争睁［5］憎赠锃筝
tsʰ	［1］撑铛［2］秦-{～家崖：地名}参{～差}岑曾层［3］碜□{铲}□{①驳斥，使对方闭口无言；②吓}［5］衬蹭牚噌{象声词}
s	［1］森参糁{圪～}僧牲生={～产，双～儿}笙□{状态形容词重叠式后缀：白格～～儿：白白净净的样子}［2］寻-{～东西，～人}［3］省{陕西～}［5］渗
z	［1］吟=［2］□{～～：副词，指动作快}［3］仍
tʂ	［1］针斟珍榛臻真诊疹征贞侦蒸={～笼}□{～儿：“今儿”的音变}砧［3］枕{仰～：落枕}振拯整={～顿}［5］枕镇阵震证症郑正={～确}政
tʂʰ	［1］称={～呼}［2］沉陈尘娠辰臣澄乘承丞橙呈程成诚城［3］惩逞［5］趁慎称{相～}
ʂ	［1］深身申伸升声={～东击西}［2］神［3］沈审婶［5］甚肾胜={～任}胜{～利}圣盛
ʐ	［2］壬任人仁［3］纫{缝～机}忍［5］任刃认韧纫{～针}
k	［1］跟根更{～换}粳庚羹［3］哽埂梗耿［5］更
kʰ	［1］吭坑［3］恳垦肯［5］掯{一～：不多一点}［0］羹{撩～儿：小勺儿}
ŋ	［1］恩
x	［1］亨哼［2］痕恒衡横=［3］很［5］恨
Ø	［5］嗯{象声词，应答声}
#iəŋ	
p	［1］彬宾槟冰={冻～}兵［3］饼={～子}禀丙秉柄［5］殡鬓并
pʰ	［2］贫频凭平={和～，天～}评姘屏萍苹{～果，沙～}［3］品［5］聘拼
m	［2］民鸣明={清～}名铭［3］闽悯敏抿皿［5］命={算～，革～}［0］氓{流～}
t	［3］顶={脑～：头顶}鼎［5］锭订定=
tʰ	［1］听=厅亭廷庭蜓［2］停=［3］艇挺
n	［2］银凝宁{安～}拧［5］凝{冷却后凝固：～成冻冻}硬宁{～可}佞
l	［1］吟{嘿～要落：形容东西的螺丝等松动，动一下就有声响}［2］林淋临邻鳞磷陵菱灵零={～食}伶拎［3］檩领={～导}岭瓴［5］淋{过滤}赁吝令
ts	［1］津精={～神}晶睛{新}［3］儘{～让，～你吃}［5］浸尽进晋静净{新}靖
tsʰ	［1］侵亲清={～楚}青={～年}蜻［2］秦情=［3］请吣{牲口吐}［5］亲{～家}
s	［1］心辛新薪星={扫帚～}腥={血～}［2］寻={～人启事}［3］省{～得：懂得}醒={觉～}［5］信讯性姓囟
tɕ	［1］今衿金巾斤筋京荆鲸经颈{脖～}荆跟-{冒儿～头：跟头}［3］锦紧仅谨景={风～}［5］禁妗近劲茎敬竞兢竟颈
tɕʰ	［1］钦轻［2］琴禽噙擒勤芹卿［3］擎倾顷［5］庆磬罄□{冷却，凝固}
ɕ	［1］欣兴馨［2］行形邢型刑陉□{土地的计量单位，一～等于五tsuɛe213，即两亩半}［3］□{摇(头)：～头晃脑}［5］衅迅兴幸{娇惯}□{～虎：一种小的猫头鹰}□{(伤口)愈合，不再发展}□{站立}
Ø	［1］音阴淫荫因姻寅殷鹰莺鹦樱英婴缨［2］吟=蚓匀蝇={苍～}迎盈营莹萤荥［3］饮引隐影={～晌}颖尹［5］窨饮洇印胤{繁殖}应映□{～水：冰面上消下的水}
#uəŋ	
t	［1］敦墩蹲东冬□{状态形容词重叠式后缀，绵格～～儿：食物煮得很烂的感觉}［3］盹{打～}董懂□{～下乱子了：闯下祸了}［5］屯囤沌饨{馄～}盾顿扽钝遁动=冻栋洞咚{象声词}
tʰ	［1］通［2］豚臀同铜桐童瞳［3］筒桶捅统［5］痛嗵{象声词}动-{伤筋～骨}
n	［2］脓浓［5］嫩
l	［1］咙{kuəʔ21～：喉咙，分音词}□{xuəʔ21～：囫囵，“浑”的分音词}［2］嵛仑论轮笼{蒸～}聋农龙拢{～共儿：总共；本来}□{tʰuəʔ3～：脱落，分音词}［3］拢隆陇垅笼{～子}窿{窟～}□{kuəʔ3～：“滚”的分音词}［5］论弄□{tʰuəʔ3～：“嗵”的分音词}
ts	［1］尊遵棕鬃宗综中忠终踪锺鐘盅［3］准总冢种肿［5］中仲众纵{～情}纵{放～}重{轻～}种{～树}
tsʰ	［1］村皴春聪匆葱充冲春［2］存唇纯莼醇囱丛虫祟从{～容}从{跟～}重{～复}［3］忖蠢宠［5］寸铳□{～腰：弯腰}
s	［1］孙鬆嵩松［2］𪨊{精液}倯{无能}［3］损笋榫怂耸［5］逊顺舜送宋诵讼颂
z	［2］戎绒茸［3］冗□{软，不干}［5］润闰
k	［1］公蚣工功攻弓躬宫恭［3］滚汞拱巩［5］棍贡供{～应}共
kʰ	［1］昆崑坤空［3］啃捆孔恐［5］困控空
x	［1］昏婚浑荤烘［2］魂馄虹弘宏红洪鸿和{介词，连词}［3］哄□{襄～：帮忙}［5］混轰掏閧横{～山}□{一ト～草：一丛草}
Ø	［1］温瘟［2］文纹蚊闻翁嗡［3］稳吻刎［5］问璺瓮{缸}
#yəŋ	
l	［3］拢垄{身体上隆起的长条形痕迹，如鞭痕}
tɕ	［1］均钧窘菌君军供-{～书，～不起}弓-{～家山：地名}莙{～薘}鬃{马～儿：刘海儿}踪-［3］迥［5］俊郡粽{～子}
tɕʰ	［2］群裙琼穷［3］焪{闷热}
ɕ	［1］薰胸凶［2］荀旬循巡殉勋熊雄［5］熏{用火、烟熏制}训□{形容词前加成分：～甜}
Ø	［2］云雲匀{～对}荣融痈容鎔庸［3］允永泳咏雍拥甬勇涌蛹［5］熨韵运晕用
#ɑʔ	
p	［7］八钹剥驳拔={～河}把{介词的促化音：我～他骂了一顿，～门关住}□{日～tsʰuɑ21：次，差}
pʰ	［7］胖{形容小孩儿胖，可爱}扒{粪～牛：屎壳郎}［8］拔-{～萝卜}脖{～颈}
m	［8］抹［0］么{liɤu33～：赶紧}
f	［7］法髪发［8］乏伐筏罚
t	［7］答搭达瘩{圪～}鞑{毛～子：头发很长的男人}
tʰ	［7］踏拓塔榻塌溻搨讬托{手～子：手掌}特庹{两臂平伸两手伸直的长度}［8］沓铎薘{莙～}
n	［7］捺诺{～言，少}呐［8］纳
l	［7］酪乐={快～}拉{拨～}邋{～赖}［8］落={树叶～下了}烙={～印}洛络={联～}拉{～一把}腊蜡鑞辣瘌
ts	［7］劄札扎作则泽择责咂
tsʰ	［7］厕插擦察礤{～子}侧{～面}测策册［8］杂炸铡
s	［7］刹杀索［0］𢶍{搕～：垃圾}
ts	［7］侧{～楞}窄摘指{～头儿}折𫭮{斜～：地名}
tsʰ	［7］拆䜺□{形容词重叠后缀：寡～～}［8］宅□{～mər213：细叶韭}
ʂ	［7］涩虱色啬
x	［7］瞎［8］盒匣
#iɑʔ	
t	［7］喋{圪～：撒娇}
n	［7］鸭押
l	［8］□{秃舌卜～：舌头短，说话不清楚}
tɕ	［7］夹裌甲胛挟{～菜}［0］家{亲～，促化音}
tɕʰ	［7］恰掐洽劫怯客-［8］□{老～：过熟，过老}［0］堑{串～}□{tɕʰyɑʔ4～新：崭新}
ɕ	［7］狭峡胁协辖
#uɑʔ	
ts	［7］桌卓捉
tsʰ	［7］戳镯［0］□{剥～：零碎掠取}
s	［7］刷朔缩=
z	［7］挼{撕撕～～}
k	［7］刮
x	［7］获［8］滑猾
Ø	［7］握龌{～粕气：不干的粮食被捂后发出的味儿}搲{黏黏～～}［8］袜
#yɑʔ	
tɕ	［7］觉角
tɕʰ	［7］□{圪～：住在一起，关系亲近}
#əʔ	
p	［7］钵{扳～子：拔火罐儿}拨不博泊帛馎{烙(饼子)}煿{糊～：饭煮糊了}卜{表音前缀}□{分音词前字，如～pɑ̃53：“棒ʰ的分音词}［8］笸{～篮儿：两系的筐子；～箩}茇{荆～；专指草、树、庄稼的量词：一～树}卜{状态形容词中缀，干～楞楞儿；洋～张张儿：心不在焉、满不在乎的样子}
pʰ	［7］泼勃饽樸朴扑醭仆曝瀑粕［8］薄
m	［8］末沫抹没殁{～了}莫膜寞摸木目穆［0］拇{老～指头儿：大拇指}
f	［7］福幅蝠复腹覆服伏復佛佛缚［0］夫{姑～，姨～}
t	［7］得德的□{分音词前字，如～lie33：垂下}
n	［8］那{～家：他们}
l	［0］嘞{语气词}
ts	［7］脊{～背}怎{～摩}□{分音词前字，如～liɑo213：机灵}［0］子{名词后缀}
tsʰ	［7］蒺{～藜儿}□{拿，取}
s	［7］瑟
tɕ	［7］蔗摺褶哲蜇{～人}辙折浙执汁秩质着{～重}酌芍{～药花}摭{打～：收拾}稙直={～接}织职隻{一～鸡}□{谷～～：装在枕头内作心儿的谷穗儿之类}［8］这［0］□{而～：现在}
tɕʰ	［7］彻撤绰饬赤斥尺吃［8］侄着{睡～}直-{～端}值
ʂ	［7］佘摄涉设湿失室式拭{～布：抹布}饰适释□{tʰɑe412～：一般，用于否定词之前，修饰动词：～～不来}［8］舌折十什拾实勺{又：～子}食蚀殖{骨～}植{木～}射{猛然立起：一～起来}石□{～多：很少}叶{～家园沟：地名}
ʐ	［8］热日若弱
k	［7］合蛤{～蟆}鸽割葛各阁搁胳格革隔虼{～蚤}核{～桃}袼{～褙儿}□{分音词前字，如～lɑ̃412：“杆”的分音词}［8］棘{～针}圪{表音前缀：～台，～搐}吉{～针庙：地名(当是“棘”，不过地图、当地人都写这个字)}［0］去{作连动式后项，语气词}格{状态形容词中缀，白～生生儿；清～湛湛儿：水清澈的样子}
kʰ	［7］可{副词：～多嘞}咳磕渴壳刻{时～}刻{拿刀～}克客嗑{吃～：口吃}［8］去{作谓语}□{分音词前字，如～lɤu213，“腔”的分音词}
ŋ	［7］讹{～诈}鄂恶额扼搕{～𢶍：垃圾㷈压(火)，捂(火)}
x	［7］喝合郝鹤黑赫嚇核□{～ləŋ53：一种食品，将土豆淀粉和成面后搓圆球状，蒸熟，蘸汁儿吃}□{分音词前字，如～lɤu53：“巷”的分音词}［8］□{～来：很}
#iəʔ	
p	［7］鐾臂譬别鳖彆憋笔毕必弼北逼愊{过饱}百柏伯擘掰檗碧璧壁
pʰ	［7］撇匹迫拍魄饽僻辟劈箅{～子}［8］鼻别{～人}白-蟞{夜～蜉儿：蝙蝠}
m	［7］墨默觅［8］秘泌灭密蜜麦脉沫{唾～}□{灶～爷爷：灶王爷}
t	［7］跌叠={重～}的{目～}滴嫡笛喋敌狄籴{～下了：包圆儿买了}
tʰ	［7］帖贴铁踢剔提{～手；～手旁}［8］叠-{～住}碟［0］恬{散～：舒服}
n	［7］聂镊蹑疟你{促化音}［8］腻孽捏逆你{第二人称代词领属形式}
l	［7］荔猎列烈裂劣捩栗略掠历{古～}粒［8］立笠力［0］嘞{语气词}
ts	［7］藉褯接捷辑节疾即鲫积迹脊籍藉绩寂击激吃{～嗑}
tsʰ	［7］缉切鹊七漆戚嘁怯□{～tso53：暗暗地较劲}［8］集截□{～kəʔ3：糟蹋，祸害}
s	［7］习袭薛悉膝息熄媳惜昔席夕锡析蜥{～虎儿：壁虎}相{动词前缀：～打，～吵}［8］楔［0］些{又，这～，那～}
tɕ	［7］急级给及髻杰揭羯{～子}结洁{净}吉爵脚鲫极墼{泥～：土坯}□{干，稠}［0］家{名词、人称代词后缀：老张～，人～}价{指示代词后缀：这底～}
tɕʰ	［7］泣濕祈乞却缉{～口子}□{～𡰪：脱肛}□{～搅：在一起共事，打交道}［8］劫□{乱手～脚：形容多人做事做不好事情}
ɕ	［7］吸歇蝎学{～校}塞{～子，耳～}膝{圪～盖儿}
Ø	［7］缢噎乙一虐疟约岳乐益越{副词}［8］叶页业拽{拉}药钥□{痣}□{沉陷沙土遇水后沉下去}
#uəʔ	
t	［7］裸{～体，疑为训读但暂未找到本字}掇敠夺={～取}踱独读牍笃督毒［8］𡰪{～子：屁股}厾{轻戳}
tʰ	［7］脱突秃□{～lu33：喝粥的声音}［8］夺-{～下}犊{牛～子}独-{吃～份儿}
l	［7］蝼{～蛄}肋勒鹿禄六-［8］律率陆绿录
ts	［7］做撮{一～毛}拙术{白～}琢啄涿浊族竹筑逐祝烛嘱触𡎺{填，塞}
tsʰ	［7］猝出窗促描撮{～土}绌{发皱、起皱、系}［8］凿-{单用时的白读音}轴
s	［7］说术{技～}秫芍速=叔束［8］勺{～子}熟淑赎属
z	［8］入辱褥肉{亲堂骨～：同一个爷爷的子孙}
k	［7］聒骨核{～子}郭国榖谷锢{～鏴匠}毂［213］葫{～芦}喉{～咙}［0］个{指示代词后缀：这底～}
kʰ	［7］括阔窟廓扩哭酷［8］□{分音词前字，如～lie53：“圈”的分音词}
x	［7］豁忽霍藿劐或惑斛货{～郎子}［8］活［0］忽{状态形容词中缀，轻～缭缭儿：轻飘飘的样子；薄～扇扇儿：薄而飘动的样子}
Ø	［7］屋沃捂{～住}［8］五物勿兀{远指代词：～是你姑舅}
#yəʔ	
l	［7］捋
tɕ	［7］绝厥憠撅撧决橘爵镢噘足局□{家～：三辈四辈之内最挨近的伯叔弟兄}
tɕʰ	［7］诀缺黢屈掘倔确掬麯曲□{～tɕʰiɑʔ21新：崭新}［8］橛蹶{尥～子}卒{～～}嚼菊{～花儿}炔{洋～儿：火柴}取{～灯儿：火柴}凿-{～子，变读撮口呼，特殊}
ɕ	［7］续雪血穴戌恤削肃宿速=畜蓄踅□{拨～：指导，辅导}［8］俗续
Ø	［7］裕悦阅越曰粤域狱慾欲浴［8］月
