序號	目次	聲	等	呼	韻部	調	反切	攝	字	古韻羅馬字	有女羅馬字	備註	正心擬音	推導拼音	小韻字數	hiunnOrder	平水韻目		說明：平聲31 上聲33 去聲15 入聲34
3090	去52沁	娘	三	開	侵B	去	乃禁	深	賃	nrimh	nymm		ɳimʰ	nin4	1	下21B	沁		
3091	去52沁	影	三	開	侵B	去	於禁	深	蔭䅧窨喑𤸌癊飲	qimh	ymm		ˀɻimʰ	yin4	7	下21B	沁		
3092	去52沁	生	三	開	侵B	去	所禁	深	滲罧	srimh	shymm		ʂɻimʰ	shen4	2	下21B	沁		
3093	去52沁	徹	三	開	侵B	去	丑禁	深	闖𧡬	thrimh	thymm		ʈʰimʰ	chen4	2	下21B	沁		
3094	去52沁	莊	三	開	侵B	去	莊蔭	深	譖	crimh	trymm		tʂɻimʰ	zhen4	1	下21B	沁		
3095	去52沁	初	三	開	侵B	去	楚譖	深	讖	chrimh	chymm		tʂʰɻimʰ	chen4	1	下21B	沁		
3096	去52沁	疑	三	開	侵B	去	宜禁	深	吟	ngimh	ngymm		ŋɻimʰ	yin4	1	下21B	沁		
3097	去52沁	知	三	開	侵B	去	知鴆	深	揕㓄	trimh	tymm	㓄从冖	ʈimʰ	zhen4	2	下21B	沁		
3098	去52沁	來	三	開	侵A	去	良鴆	深	臨𠐼	limh	limm		ɭimʰ	lin4	2	下21A	沁		
3099	去52沁	常	三	開	侵A	去	時鴆	深	甚侺	zjimh	zjimm		dʑimʰ	shen4	2	下21A	沁		
3100	去52沁	云	三	開	侵B	去	于禁	深	䫴𪔰	imh	hymm		ɦɻimʰ	yin4	2	下21B	沁		
3101	去52沁	書	三	開	侵A	去	式禁	深	深𢊖	sjimh	sjimm		ɕimʰ	shen4	2	下21A	沁		
3102	去53勘	溪	一	開	覃	去	苦紺	咸	勘䘓𧗀𪉯轗竷磡	khomh	qomm		qʰʌm	kan4	7	下22	勘		
3103	去53勘	見	一	開	覃	去	古暗	咸	紺淦𧆐灨贛	komh	komm		qʌmʰ	gan4	5	下22	勘		
3104	去53勘	匣	一	開	覃	去	胡紺	咸	憾琀浛唅蜭莟䐄	ghomh	homm		ʁʌmʰ	han4	7	下22	勘		
3105	去53勘	影	一	開	覃	去	烏紺	咸	暗闇	qomh	omm		ʔʌmʰ	an4	2	下22	勘		
3106	去53勘	透	一	開	覃	去	他紺	咸	僋㶒撢(探)㐁傝䐺憛誩	thomh	thomm		tʰʌmʰ	tan4	8	下22	勘		
3107	去53勘	心	一	開	覃	去	蘇紺	咸	俕閐㤾䫅	somh	somm		sʌmʰ	san4	4	下22	勘		
3108	去53勘	清	一	開	覃	去	七紺	咸	謲參㽩	chomh	comm		tsʰʌmʰ	can4	3	下22	勘		
3109	去53勘	定	一	開	覃	去	徒紺	咸	醰贉𤁡瞫䀍	domh	domm		dʌmʰ	dan4	5	下22	勘		
3110	去53勘	疑	一	開	覃	去	五紺	咸	儑	ngomh	ngomm		ɴʌmʰ	an4	1	下22	勘		
3111	去53勘	端	一	開	覃	去	丁紺	咸	馾𩈉𩾺	tomh	tomm		tʌmʰ	dan4	3	下22	勘		
3112	去53勘	泥	一	開	覃	去	奴紺	咸	妠	nomh	nomm		nʌmʰ	nan4	1	下22	勘		
3113	去53勘	來	一	開	覃	去	郎紺	咸	顲僋𤃨	lomh	lomm		lʌmʰ	lan4	3	下22	勘		
3114	去53勘	曉	一	開	覃	去	呼紺	咸	䫲𩞿	homh	xomm		χʌmʰ	han4	2	下22	勘		
3115	去53勘	精	一	開	覃	去	作紺	咸	篸撍	comh	zomm		tsʌmʰ	zan4	2	下22	勘		
3116	去54闞	溪	一	開	談	去	苦濫	咸	闞瞰𣊟嚂𪉿	khamh	qamm		qʰɑmʰ	kan4	5	下23	勘		
3117	去54闞	來	一	開	談	去	盧𣊟	咸	濫㔋𨣨纜爁㜮懢䆾嚂	lamh	lamm		lɑmʰ	lan4	9	下23	勘		
3118	去54闞	透	一	開	談	去	吐濫	咸	賧𪊇䆱𪉧睒澉舕	thamh	thamm		tʰɑmʰ	tan4	7	下23	勘		
3119	去54闞	見	一	開	談	去	古蹔	咸	𪉦	kamh	kamm		qɑmʰ	gan4	2	下23	勘		
3120	去54闞	曉	一	開	談	去	呼濫	咸	𧵊蘫䖔	hamh	xamm		χɑmʰ	han4	3	下23	勘		
3121	去54闞	匣	一	開	談	去	下瞰	咸	憨㺖譀䗣䐄𤎡	ghamh	hamm		ʁɑmʰ	han4	6	下23	勘		
3122	去54闞	定	一	開	談	去	徒濫	咸	憺惔澹腅淡啗啖倓	damh	damm		dɑmʰ	dan4	8	下23	勘		
3123	去54闞	從	一	開	談	去	藏濫	咸	暫蹔鏨	zamh	dzamm		dzɑmʰ	zan4	3	下23	勘		
3124	去54闞	端	一	開	談	去	都濫	咸	擔甔	tamh	tamm		tɑmʰ	dan4	2	下23	勘		
3125	去54闞	心	一	開	談	去	蘇暫	咸	三	samh	samm		sɑmʰ	san4	1	下23	勘		
3126	去55豔	以	三	開	鹽A	去	以贍	咸	豔艶爓焰焱𢴵鹽𤅸灧灩	jemh	jemm		ʝiɛmʰ	yan4	9	下24A	豔		
3127	去55豔	常	三	開	鹽A	去	時豔	咸	贍	zjemh	zjemm		dʑiɛmʰ	shan4	1	下24A	豔		
3128	去55豔	日	三	開	鹽A	去	而豔	咸	染髯	njemh	remm		ȵiɛmʰ	ran4	2	下24A	豔		
3129	去55豔	影	三	開	鹽A	去	於豔	咸	厭𢜰猒饜嬮	qjemh	iemm		ˀiɛmʰ	yan4	5	下24A	豔		
3130	去55豔	幫	三	開	鹽B	去	方驗	咸	窆砭	piemh	pyemm		pɻiɛmʰ	bian4	2	下24B	豔		
3131	去55豔	疑	三	開	鹽B	去	魚窆	咸	驗噞𣄝	ngiemh	ngyemm		ŋɻiɛmʰ	yan4	3	下24B	豔		
3132	去55豔	書	三	開	鹽A	去	舒贍	咸	閃煔苫掞	sjemh	sjemm		ɕiɛmʰ	shan4	4	下24A	豔		
3133	去55豔	精	三	開	鹽A	去	子豔	咸	𡄑	ciemh	ziemm		tsiɛmʰ	jian4	1	下24A	豔		
3134	去55豔	清	三	開	鹽A	去	七豔	咸	壍塹槧嬱	chiemh	ciemm		tsʰiɛmʰ	qian4	4	下24A	豔		
3135	去55豔	來	三	開	鹽A	去	力驗	咸	殮斂瀲爁𧸘𩅼獫	liemh	liemm		ɭiɛmʰ	lian4	7	下24A	豔		
3136	去55豔	徹	三	開	鹽B	去	丑豔	咸	覘䀡	thriemh	thyemm		ʈʰiɛmʰ	chan4	2	下24B	豔		
3137	去55豔	昌	三	開	鹽A	去	昌豔	咸	䠨幨韂襜裧䪜㙴䦲	chjemh	tcemm		tɕʰiɛmʰ	chan4	8	下24A	豔		
3138	去55豔	影	三	開	鹽B	去	於驗	咸	𢜰俺	qiemh	yemm		ˀɻiɛmʰ	yan4	2	下24B	豔		
3139	去55豔	從	三	開	鹽A	去	慈豔	咸	潛	ziemh	dziemm		dziɛmʰ	jian4	1	下24A	豔		
3140	去55豔	章	三	開	鹽A	去	章豔	咸	占	cjemh	tjemm		tɕiɛmʰ	zhan4	1	下24A	豔		
3141	去56𣕊	透	四	開	添	去	他念	咸	㮇舚忝煔𨸱㐁	themh	themm		tʰemʰ	tian4	6	下25	豔		
3142	去56𣕊	泥	四	開	添	去	奴店	咸	念𦁇	nemh	nemm		nemʰ	nian4	2	下25	豔		
3143	去56𣕊	端	四	開	添	去	都念	咸	店坫沾墊唸(惦)痁𩅀㝪埝𦒻䀡	temh	temm		temʰ	dian4	11	下25	豔		
3144	去56𣕊	心	四	開	添	去	先念	咸	䃸䆎	semh	semm		semʰ	xian4	2	下25	豔		
3145	去56𣕊	定	四	開	添	去	徒念	咸	磹㼭	demh	demm		demʰ	dian4	2	下25	豔		
3146	去56𣕊	見	四	開	添	去	紀念	咸	趝	kemh	kemm		qemʰ	jian4	1	下25	豔		
3147	去56𣕊	影	四	開	添	去	於念	咸	酓	qemh	emm		ʔemʰ	yan4	1	下25	豔		
3148	去56𣕊	精	四	開	添	去	子念	咸	僭	cemh	zemm		tsemʰ	jian4	1	下25	豔		
3149	去56𣕊	從	四	開	添	去	漸念	咸	䁮	zemh	dzemm		dzemʰ	jian4	1	下25	豔		
3150	去56𣕊	見	四	開	添	去	古念	咸	兼[搛]䱤	kemh	kemm		qemʰ	jian4	2	下25	豔		
3151	去56𣕊	溪	四	開	添	去	苦念	咸	傔	khemh	qemm		qʰemʰ	qian4	1	下25	豔		
3152	去56𣕊	來	四	開	添	去	力念	咸	稴	lemh	lemm		lemʰ	lian4	1	下25	豔		
3153	去57釅	疑	三	開	嚴	去	魚欠	咸	釅𪙊	ngiamh	ngiamm		ŋɨɤmʰ	yan4	2	下28	豔		
3154	去57釅	曉	三	開	嚴	去	許欠	咸	脅姭	hiamh	xiamm		hɨɤmʰ	xian4	2	下28	豔		
3155	去57釅	溪	三	開	嚴	去	丘釅	咸	㪁𤬰	khiamh	qiamm		kʰɨɤmʰ	qian4	2	下28	豔		
3156	去60梵	明	三	合	凡	去	亡劔	咸	𦲯(𦱏)	myamh	mvamm		mʉomʰ	wan4	1	下29	陷		
3157	去58陷	匣	二	開	咸	去	戸韽	咸	陷臽錎䱤䐄	ghremh	haemm		ʁɻæmʰ	xian4	5	下26	陷		
3158	去58陷	影	二	開	咸	去	於陷	咸	韽淊𤟟揞	qremh	aemm		ʔɻæmʰ	yan4	4	下26	陷		
3159	去58陷	莊	二	開	咸	去	莊陷	咸	蘸	cremh	traemm		tʂɻæmʰ	zhan4	1	下26	陷		
3160	去58陷	知	二	開	咸	去	陟陷	咸	𪉜𣳤站	tremh	taemm		ʈɻæmʰ	zhan4	3	下26	陷		
3161	去58陷	溪	二	開	咸	去	口陷	咸	歉䫡	khremh	qaemm		qʰɻæmʰ	qian4	2	下26	陷		
3162	去58陷	澄	二	開	咸	去	佇陷	咸	𧸖(賺)詀譧站	dremh	daemm	?	ɖɻæmʰ	zhan4	3	下26	陷		
3163	去58陷	崇	二	開	咸	去	仕陷	咸	儳𨼮䪌	zremh	draemm		dʐɻæmʰ	zhan4	3	下26	陷		
3164	去58陷	見	二	開	咸	去	公陷	咸	𪉦䫡	kremh	kaemm		qɻæmʰ	jian4	2	下26	陷		
3165	去58陷	娘	二	開	咸	去	尼賺	咸	諵	nremh	naemm		ɳɻæmʰ	nan4	1	下26	陷		
3166	去58陷	疑	二	開	咸	去	玉陷	咸	顑	ngremh	ngaemm		ɴɻæmʰ	yan4	1	下26	陷		
3167	去59鑑	見	二	開	銜	去	格懺	咸	鑑鑒監𥌈㔋	kramh	keamm		qɻamʰ	jian4	5	下27	陷		
3168	去59鑑	初	二	開	銜	去	楚鑑	咸	懺儳摲𤮭㺖嚵	chramh	chamm		tʂʰɻamʰ	chan4	6	下27	陷		
3169	去59鑑	莊	二	開	銜	去	子鑑	咸	覱𩈻𩅼	cramh	tramm		tʂɻamʰ	zhan4	3	下27	陷		
3170	去59鑑	生	二	開	銜	去	所鑑	咸	釤䀐㣌	sramh	shamm		ʂɻamʰ	shan4	3	下27	陷		
3171	去59鑑	曉	二	開	銜	去	許鑑	咸	㒈譀闞	hramh	xeamm		χɻamʰ	xian4	3	下27	陷		
3172	去59鑑	並	二	開	銜	去	蒲鑑	咸	埿=湴	bramh	beamm		bɻamʰ	ban4	2	下27	陷		
3173	去59鑑	匣	二	開	銜	去	胡懺	咸	㽉㯺	ghramh	heamm		ʁɻamʰ	xian4	2	下27	陷		
3174	去59鑑	崇	二	開	銜	去	士懺	咸	鑱䪌欃䳻讒艬	zramh	dramm		dʐɻamʰ	zhan4	6	下27	陷		
3175	去59鑑	影	二	開	銜	去		咸	𪒠	'rvmh	eamm		ʔɻamʰ	yan4	1	下27	陷		
3176	去60梵	並	三	合	凡	去	扶泛	咸	梵帆颿	byamh	bvamm		bʉomʰ	fan4	3	下29	陷		
3177	去60梵	滂	三	合	凡	去	孚梵	咸	泛!汎𠆩䀀𥁔氾䒦姂	phyamh	phvamm		pʰʉomʰ	fan4	8	下29	陷		
3178	去57釅	見	三	開	嚴	去	居欠	咸	劔(劍)	kiamh	kiamm		kɨɤmʰ	jian4	1	下28	豔		
3179	去57釅	溪	三	開	嚴	去	去劔	咸	欠㐸	khiamh	qiamm		kʰɨɤmʰ	qian4	2	下28	豔		
3180	去57釅	影	三	開	嚴	去	於劔	咸	俺㤿淹𦑎㛪裺䛳覎	qiamh	iamm		ˀɨɤmʰ	yan4	8	下28	豔		
3181	入1屋	影	一	開	東	入	烏谷	通	屋𡲃𦤼剭𨜘𪑱䑁	quk	uk		ʔuk	wu	7	上01	屋		
3182	入1屋	定	一	開	東	入	徒谷	通	獨黷讟髑䫳殰讀櫝牘儥㾄贕碡䢱䮷皾𤟩襡韣瓄瀆𨽍豄韇嬻犢𪇆罜㒔匵	duk	duk		duk	du2	30	上01	屋		
3183	入1屋	見	一	開	東	入	古禄	通	穀糓轂榖濲谷瑴𪇗𣨍𪕸䜼𧣡䐨𤞞𥆌䀰唂	kuk	kuk		quk	gu	17	上01	屋		
3184	入1屋	匣	一	開	東	入	胡谷	通	縠槲斛螜𧂔礐觳蔛𣫈𣹬䶜㽇䈸焀	ghuk	huk		ʁuk	hu2	14	上01	屋		
3185	入1屋	溪	一	開	東	入	空谷	通	哭䍍㲉䧊䵈㲄𣫓+𪍠	khuk	quk	𪍠原作⿹𣪊麥	qʰuk	ku	8	上01	屋		
3186	入1屋	透	一	開	東	入	他谷	通	秃(禿)𣬜䛢𢬳鵚	thuk	thuk		tʰuk	tu	5	上01	屋		
3187	入1屋	端	一	開	東	入	丁木	通	𣫔啄䐁𡰪𧞐𢽴竺剢	tuk	tuk	改豰	tuk	du	8	上01	屋		
3188	入1屋	心	一	開	東	入	桑谷	通	速遬𧫣蔌餗𩱖𨄞樕𣫎㑛梀𪋝藗殐嗽𡖯棴涑|觫簌	suk	suk		suk	su	18	上01	屋		
3189	入1屋	來	一	開	東	入	盧谷	通	禄(祿)鹿漉渌(淥)觻睩䚄龣𨏔轆㼾𦪇琭簏箓螰䍡麓㯟碌盝𥂖䮽磟簶𧌍谷娽𥉶摝𥛞𦌟𥂇𤽺廘角(甪)𥪋彔濼鏕趢䎑𨌠㪖𩅄蔍鄜簏	luk	luk		luk	lu4	47	上01	屋		
3190	入1屋	曉	一	開	東	入	呼木	通	嗀豰熇𦞦𧹲㷤嚛	huk	xuk		χuk	hu	7	上01	屋		
3191	入1屋	從	一	開	東	入	昨木	通	族銼鑿	zuk	dzuk		dzuk	zu2	3	上01	屋		
3192	入1屋	清	一	開	東	入	千木	通	簇!瘯䃚蔟趗梀	chuk	cuk		tsʰuk	cu	6	上01	屋		
3193	入1屋	精	一	開	東	入	作木	通	鏃鎐	cuk	zuk		tsuk	zu	2	上01	屋		
3194	入1屋	並	一	開	東	入	蒲木	通	暴曝瀑䗱㲫樸僕䑑𥐁菐𡕡穙	buk	buk	𤎀??菐	buk	bu2	12	上01	屋		
3195	入1屋	滂	一	開	東	入	普木	通	扑(撲)醭濼墣𥣜𪔿攴骲𪐙䴆	phuk	phuk		pʰuk	pu	11	上01	屋		
3196	入1屋	幫	一	開	東	入	博木	通	卜濮䧤轐𡡐樸獛蹼纀襆𩯏䪁鳪𪇰	puk	puk		puk	bu	14	上01	屋		
3197	入1屋	明	一	開	東	入	莫卜	通	木沐朷毣鶩霂𨍎㡔蓩艒鞪楘蚞	muk	muk	13?	muk	mu4	12	上01	屋		
3198	入1屋	幫	三	開	東	入	方六	通	福腹複幅輻葍蝠𥳇鍑鶝踾輹菐偪楅𦿁+𠋩	piuk	piuk	𠋩原作𮰁	pɨuk	fu	17	上01	屋		
3199	入1屋	並	三	開	東	入	房六	通	伏復虙服𦨈茯馥鵩鞴蕧輹𨋩澓椱洑箙𩋟𨌥𤸑𪃃𩢰𥨍棴复畐絥𩊙𩎧菔匐鰒𥪋栿[袱]	biuk	biuk		bɨuk	fu2	33	上01	屋		
3200	入1屋	生	三	開	東	入	所六	通	縮莤𩘹𧽏樎蹜謖䎘㩋摍𧐴摵謏	sriuk	shuk	𧽏从叜	ʂɨuk	shu	13	上01	屋		
3201	入1屋	來	三	開	東	入	力竹	通	六陸戮剹勠稑穋鵱蓼𦾷𩣱鯥𦸐磟𧌉淕䡜坴𡴆踛僇𥚊	liuk	liuk		ɭɨuk	lv4	22	上01	屋		
3202	入1屋	澄	三	開	東	入	直六	通	逐軸碡妯舳筑柚鱁𧏿蓫䮱篴	driuk	diuk		ɖɨuk	zhu2	12	上01	屋		
3203	入1屋	見	三	開	東	入	居六	通	菊鞠蘜𧃓㥌𡙳掬匊𥷤𦶗鞫𡫬𥩁㹼𪈓鵴𨸰㘲㽤䱡椈巈臼䳔𩛺諊𩬜踘閰𣐊𧿻泦趜	kiuk	kiuk		kɨuk	ju	33	上01	屋		
3204	入1屋	溪	三	開	東	入	驅匊	通	麴𥶶𩍔(麯)鞠𠤄	khiuk	qiuk		kʰɨuk	qu	5	上01	屋		
3205	入1屋	常	三	開	東	入	殊六	通	熟孰淑塾𨷙璹婌䃞	zjuk	zjuk		dʑɨuk	shu2	8	上01	屋		
3206	入1屋	昌	三	開	東	入	昌六	通	俶柷琡𣥹埱	chjuk	tcuk		tɕʰɨuk	chu	5	上01	屋		
3207	入1屋	以	三	開	東	入	余六	通	育毓鬻粥𩱱䋭𧷗儥棛錥煜焴昱蒮淯蜟𢌻堉喅𤳕𥉑逳𦱀蘛	juk	juk		ʝɨuk	yu4	24	上01	屋		
3208	入1屋	群	三	開	東	入	渠竹	通	驧𩣽趜䱡鵴𪁁鞠毱䗇踘䜯𠤄	giuk	giuk		ɡɨuk	ju2	12	上01	屋		
3209	入1屋	清	三	開	東	入	七宿	通	蹴!鼀殧	chiuk	ciuk		tsʰɨuk	cu	3	上01	屋		
3210	入1屋	日	三	開	東	入	如六	通	肉衄鱬|朒	njuk	ruk		ȵɨuk	ru4	3	上01	屋		
3211	入1屋	章	三	開	東	入	之六	通	粥喌祝柷琡	cjuk	tjuk		tɕɨuk	zhu	5	上01	屋		
3212	入1屋	書	三	開	東	入	式竹	通	叔儵倐(倏)透虪𨁀鮛掓𢞣翛尗菽㶖	sjuk	sjuk		ɕɨuk	shu	13	上01	屋		
3213	入1屋	曉	三	開	東	入	許竹	通	蓄稸畜㜅鄐荲蓫慉𥈆+𤲸	hiuk	xiuk	缺⿱玆田	hɨuk	xu	10	上01	屋		
3214	入1屋	知	三	開	東	入	張六	通	竹竺筑築𥴁茿	triuk	tiuk		ʈɨuk	zhu	6	上01	屋		
3215	入1屋	精	三	開	東	入	子六	通	蹙踧𧑙𠴫㗤噈摵槭殧𣤶𥷛縬𣢰𦟠顣䙘蹴	ciuk	ziuk		tsɨuk	zu	17	上01	屋		
3216	入1屋	初	三	開	東	入	初六	通	珿矗𪘏𨴖𧯩䎌	chriuk	chuk		tʂʰɨuk	chu	6	上01	屋		
3217	入1屋	娘	三	開	東	入	女六	通	肭恧𦗂忸衄䖡䂇沑	nriuk	niuk		ɳɨuk	nv4	8	上01	屋		
3218	入1屋	莊	三	開	東	入	側六	通	縬𡎺	criuk	truk		tʂɨuk	zhu	2	上01	屋		
3219	入1屋	滂	三	開	東	入	芳福	通	蝮覆蕧𩯅副㙏𥨍䔰	phiuk	phiuk		pʰɨuk	fu	8	上01	屋		
3220	入1屋	影	三	開	東	入	於六	通	郁戫彧燠栯噢墺䐿薁澳隩䉛𣢜𨞓𪑝稶懊㰲𠸹𨪎	qiuk	iuk		ˀɨuk	yu	20	上01	屋		
3221	入1屋	心	三	開	東	入	息逐	通	肅宿蓿夙𠈇𠉦玊鷫𪄑蟰驌䎘𩘹鱐䃤𤥔潚橚㩋䑿㑉璛㪩	siuk	siuk	𪄑左上灾	sɨuk	su	23	上01	屋		
3222	入1屋	明	三	開	東	入	莫六	通	目睦穆苜𦱒牧㙁(坶)繆萺㣎㾇	miuk	miuk		mɨuk	mu4	11	上01	屋		
3223	入1屋	云	三	開	東	入	于六	通	囿哊	iuk	hiuk		ɦɨuk	yu4	2	上01	屋		
3224	入1屋	徹	三	開	東	入	丑六	通	蓄稸苖荲矗滀蓫敊傗[搐]鄐|畜|	thriuk	thiuk		ʈʰɨuk	chu	10	上01	屋		
3225	入1屋	疑	三	開	東	入	魚菊	通	砡	ngiuk	ngiuk		ŋɨuk	yu4	1	上01	屋		
3226	入1屋	從	三	開	東	入	才六	通	𣤶	ziuk	dziuk		dzɨuk	zu2	1	上01	屋		
3227	入2沃	影	一	開	冬	入	烏酷	通	沃鋈鱟䑁䁷觷䮸	quuk	vk		ʔɔk	wu	7	上02	沃		
3228	入2沃	定	一	開	冬	入	徒沃	通	毒𡴛(𡹆)𦺇蝳瑇纛𢃶碡	duuk	dvk		dɔk	du2	8	上02	沃		
3229	入2沃	端	一	開	冬	入	冬毒	通	篤竺督𧝴𧛔𧞶錖𤬂𥓍裻𡰪	tuuk	tvk		tɔk	du	11	上02	沃		
3230	入2沃	溪	一	開	冬	入	苦沃	通	酷焅𥞴嚳硞𡷥	khuuk	qvk		qʰɔk	ku	6	上02	沃		
3231	入2沃	匣	一	開	冬	入	胡沃	通	鵠㿥翯隺𤌍頶𨴬礐	ghuuk	hvk		ʁɔk	hu2	8	上02	沃		
3232	入2沃	並	一	開	冬	入	蒲沃	通	僕䑑瞨鏷䗱轐䴆	buuk	bvk	瞨??	bɔk	bu2	7	上02	沃		
3233	入2沃	心	一	開	冬	入	先篤	通	洬裻	suuk	svk		sɔk	su	2	上02	沃		
3234	入2沃	見	一	開	冬	入	古沃	通	梏牿䧼䅵告郜祰䧊䶜	kuuk	kvk		qɔk	ku	9	上02	沃		
3235	入2沃	明	一	開	冬	入	莫沃	通	瑁𣔺媢艒萺	muuk	mvk		mɔk	mu4	5	上02	沃		
3236	入2沃	曉	一	開	冬	入	火酷	通	熇臛嚛歊	huuk	xvk		χɔk	hu	4	上02	沃		
3237	入2沃	泥	一	開	冬	入	内沃	通	褥耨耨搙	nuuk	nvk		nɔk	nu4	4	上02	沃		
3238	入2沃	精	一	開	冬	入	將毒	通	傶𣪻錊	cuuk	zvk		tsɔk	zu	3	上02	沃		
3239	入2沃	幫	一	開	冬	入	博沃	通	襮犦𪇰	puuk	pvk		pɔk	bu	3	上02	沃		
3240	入2沃	來	一	開	冬	入	盧毒	通	濼	luuk	lvk		lɔk	lu4	1	上02	沃		
3241	入2沃	疑	一	開	冬	入	五沃	通	𤛹	nguuk	ngvk		ɴɔk	wu4	1	上02	沃		
3242	入3燭	章	三	開	鍾	入	之欲	通	燭屬属矚䌵囑鸀䟉㰲噣蠾韣蠋	cjyuk	tjvk	缺走屬、韋屬	tɕɨok	zhu	13	上03	沃		
3243	入3燭	疑	三	開	鍾	入	魚欲	通	玉獄頊鳿[鈺]	ngyuk	ngivk		ŋɨok	yu4	4	上03	沃		
3244	入3燭	曉	三	開	鍾	入	許玉	通	旭頊勗(勖)𩔴𩪉	hyuk	xivk		hɨok	xu	5	上03	沃		
3245	入3燭	見	三	開	鍾	入	居玉	通	鋦!輂挶臼絭梮䡞㮂䋰拲𦅽𧤑	kyuk	kivk		kɨok	ju	12	上03	沃		
3246	入3燭	群	三	開	鍾	入	渠玉	通	局跼侷駶䎤	gyuk	givk		ɡɨok	ju2	5	上03	沃		
3247	入3燭	常	三	開	鍾	入	市玉	通	蜀韣蠾欘屬属㻿襡䙱襩㒔鐲	zjyuk	zjvk		dʑɨok	shu2	12	上03	沃		
3248	入3燭	昌	三	開	鍾	入	尺玉	通	觸觕歜臅	chjyuk	tcvk		tɕʰɨok	chu	4	上03	沃		
3249	入3燭	日	三	開	鍾	入	而蜀	通	辱蓐褥鄏縟溽媷㦺嗕𪑾𩱜	njyuk	rvk		ȵɨok	ru4	11	上03	沃		
3250	入3燭	書	三	開	鍾	入	書玉	通	束㑛	sjyuk	sjvk		ɕɨok	shu	2	上03	沃		
3251	入3燭	以	三	開	鍾	入	余蜀	通	欲浴鵒𩀑鋊輍𤞞慾谷(峪)	jyuk	jvk		ʝɨok	yu4	9	上03	沃		
3252	入3燭	澄	三	開	鍾	入	直録	通	躅蠾蠋	dryuk	divk		ɖɨok	zhu2	3	上03	沃		
3253	入3燭	來	三	開	鍾	入	力玉	通	綠!(緑)録(錄)渌(淥)醁碌䚄騄菉逯㫽䱚籙䟿𧨹趢㪖+娽	lyuk	livk		ɭɨok	lv4	17	上03	沃		
3254	入3燭	溪	三	開	鍾	入	丘玉	通	曲䱡䒼匤|蛐髷|	khyuk	qivk		kʰɨok	qu	4	上03	沃		
3255	入3燭	知	三	開	鍾	入	陟玉	通	瘃𤷚孎钃斸欘𢒔	tryuk	tivk		ʈɨok	zhu	7	上03	沃		
3256	入3燭	精	三	開	鍾	入	即玉	通	足哫	cyuk	zivk		tsɨok	zu	2	上03	沃		
3257	入3燭	船	三	開	鍾	入	神蜀	通	贖𩌮䴰	zsjyuk	djvk		ʑɨok	shu2	3	上03	沃		
3258	入3燭	並	三	開	鍾	入	房玉	通	幞襆	byuk	bivk		bɨok	fu2	2	上03	沃		
3259	入3燭	清	三	開	鍾	入	七玉	通	促誎𥻆憟𣯼㔄	chyuk	civk	-1	tsʰɨok	cu	6	上03	沃		
3260	入3燭	邪	三	開	鍾	入	似足	通	續俗藚𩌮	zsyuk	szivk		zɨok	su2	4	上03	沃		
3261	入3燭	心	三	開	鍾	入	相玉	通	粟𥻆憟𣯼㔄涑玊	syuk	sivk		sɨok	su	7	上03	沃		
3262	入3燭	幫	三	開	鍾	入	封曲	通	䪁	pyuk	pivk		pɨok	fu	1	上03	沃		
3263	入3燭	徹	三	開	鍾	入	丑玉	通	梀亍𥹵𧼙𢒔㙇豖	thryuk	thivk		ʈʰɨok	chu	7	上03	沃		
3264	入4覺	見	二	開	江	入	古岳	江	覺斠角桷較䡈珏(玨)瑴䮸䚫榷捔搉䁷梏傕䮤龣	kruk	keok		qɻœk	jue	18	上04	覺		
3265	入4覺	疑	二	開	江	入	五角	江	嶽岳樂鸑𩓥觷捳㹊	ngruk	ngeok		ɴɻœk	yue4	8	上04	覺		
3266	入4覺	崇	二	開	江	入	士角	江	浞丵鋜(鐲)灂鷟捔澩篧汋齺𢋱(𨖮)簎	zruk	dreok	𢋱原作⿱出⿳卜勹灬	dʐɻœk	zhuo2	12	上04	覺		
3267	入4覺	莊	二	開	江	入	側角	江	捉穛𥼚穱斮篧𧂒	cruk	treok		tʂɻœk	zhuo	7	上04	覺		
3268	入4覺	生	二	開	江	入	所角	江	朔欶嗽矟槊蒴數箾𦂗㮶揱𦋞|搠嗍	sruk	sheok		ʂɻœk	shuo	12	上04	覺		
3269	入4覺	知	二	開	江	入	竹角	江	卓!斲涿諑㧻琢孎桌𥢔啄斀啅噣𢁁䐁倬晫𢽚菿	truk	teok		ʈɻœk	zhuo	19	上04	覺		
3270	入4覺	幫	二	開	江	入	北角	江	剝)!剥駮駁𩐟𦢊嚗𥭖肑爆𪇰髉㿺䑈趵	pruk	peok		pɻœk	bo	14	上04	覺		
3271	入4覺	明	二	開	江	入	莫角	江	邈藐㦝眊皃毣瞀𢷕瞐	mruk	meok		mɻœk	mo4	9	上04	覺		
3272	入4覺	並	二	開	江	入	蒲角	江	跑!雹𩅟𢷏𩣡䮀骲𩺽䈏瓝瓟㼎謈犦豰窇𥭓𦢊懪㩧	bruk	beok	𩅟原从目	bɻœk	bo2	20	上04	覺		
3273	入4覺	滂	二	開	江	入	匹角	江	璞㩧樸朴㹒攴墣圤颮鞄謈𤆝𥛟㺪𧴤	phruk	pheok		pʰɻœk	po	15	上04	覺		
