序號	目次	聲	等	呼	韻部	調	反切	攝	字	古韻羅馬字	有女羅馬字	備註	正心擬音	推導拼音	小韻字數	hiunnOrder	平水韻目		說明：平聲31 上聲33 去聲15 入聲34
1609	上27銑	曉	四	開	先	上	呼典	山	顯韅蜆抮𣊡(㬎)	henx	xeen		χenˀ	xian3	5	下01	銑		
1610	上27銑	明	四	開	先	上	彌殄	山	㨠芇丏眄	menx	meen		menˀ	mian3	4	下01	銑		
1611	上27銑	泥	四	開	先	上	乃殄	山	撚涊蹨跈	nenx	neen		nenˀ	nian3	4	下01	銑		
1612	上27銑	幫	四	開	先	上	方典	山	扁!編匾緶𦄒萹𥣰(藊)𥤓惼碥糄	penx	peen		penˀ	bian3	11	下01	銑		
1613	上27銑	匣	四	合	先	上	胡畎	山	泫鉉琄贙埍(妶)𦇏䀏𥌭鞙䩙䧎𨊼𩉥䭴	ghuenx	hueen	刪隕	ʁuenˀ	xuan4	14	下01	銑		
1614	上27銑	見	四	合	先	上	姑泫	山	𡿨畎𤰝詃埍罥羂汱	kuenx	kueen	刪羅	quenˀ	juan3	8	下01	銑		
1615	上27銑	並	四	開	先	上	薄泫	山	辮艑𪉱扁㲢𤻶𩩯	benx	been	𤻶原作⿸厂編	benˀ	bian4	7	下01	銑		
1616	上27銑	溪	四	合	先	上	苦泫	山	犬	khuenx	queen		qʰuenˀ	quan3	1	下01	銑		
1617	上27銑	溪	四	開	先	上	牽繭	山	𥧬豤䵖蜸	khenx	qeen		qʰenˀ	qian3	4	下01	銑		
1618	上27銑	疑	四	開	先	上	研峴	山	齞	ngenx	ngeen		ɴenˀ	yan3	1	下01	銑		
1619	上28獮	心	三	開	仙A	上	息淺	山	獮𤣝𥙮鮮尠尟癬燹𤐨䉳廯𧕇蘚	sienx	sieen		siɛnˀ	xian3	13	下02A	銑		
1620	上28獮	以	三	開	仙A	上	以淺	山	演衍縯蔩𠻤戭𧍢𧊔	jenx	jeen		ʝiɛnˀ	yan3	8	下02A	銑		
1621	上28獮	從	三	開	仙A	上	慈演	山	踐諓餞俴𤷃𧗸㣤	zienx	dzieen		dziɛnˀ	juan4	7	下02A	銑		
1622	上28獮	知	三	開	仙B	上	知演	山	展㞡搌皽輾紾㠭㜊𧎰襢	trienx	tyeen		ʈiɛnˀ	zhan3	10	下02B	銑		
1623	上28獮	章	三	開	仙A	上	旨善	山	𦗢𠟉樿𩕊饘醆皽燀䆄䡀䁴𥊳橏䎒㔊𨭖嫸	cjenx	tjeen		tɕiɛnˀ	zhan3	17	下02A	銑		
1624	上28獮	娘	三	開	仙B	上	尼展	山	趁(碾)𠬝𨋚	nrienx	nyeen		ɳiɛnˀ	nian3	3	下02B	銑		
1625	上28獮	清	三	開	仙A	上	七演	山	淺	chienx	cieen		tsʰiɛnˀ	qian3	1	下02A	銑		
1626	上28獮	昌	三	開	仙A	上	昌善	山	闡燀繟䵐幝𨼒灛嘽𦆀	chjenx	tceen		tɕʰiɛnˀ	chan3	9	下02A	銑		
1627	上28獮	溪	三	開	仙A	上	去演	山	遣繾䭤𥳐㹂𠳋𨺫𩝡	khjenx	qieen		kʰiɛnˀ	qian3	8	下02A	銑		
1628	上28獮	見	三	開	仙B	上	九輦	山	蹇謇藆搴𢷘𠐻𢵈𦂇𡾰𩽜䙭|囝|	kienx	kyeen		kɻiɛnˀ	jian3	11	下02B	銑		
1629	上28獮	常	三	開	仙A	上	常演	山	善譱墠鱓蟺(蟮)單僐鄯墡磰𪍶	zjenx	zjeen		dʑiɛnˀ	shan4	11	下02A	銑		
1630	上28獮	精	三	開	仙A	上	即淺	山	剪翦揃戩錢媊俴帴𦺍鬋𥰸𥳟籛㨵[譾]	cienx	zieen		tsiɛnˀ	jian3	14	下02A	銑		
1631	上28獮	日	三	開	仙A	上	人善	山	蹨橪戁熯㒄	njenx	reen		ȵiɛnˀ	ran3	5	下02A	銑		
1632	上28獮	邪	三	開	仙A	上	徐翦	山	𦆀	zsienx	szieen		ziɛnˀ	xian4	1	下02A	銑		
1633	上28獮	來	三	開	仙A	上	力展	山	輦𪍦𤒤璉鄻僆摙蓮膦	lienx	lieen		ɭiɛnˀ	lian3	9	下02A	銑		
1634	上28獮	疑	三	開	仙B	上	魚蹇	山	齴巘遃嵃讞𤫣甗	ngienx	ngyeen		ŋɻiɛnˀ	yan3	7	下02B	銑		
1635	上28獮	群	三	開	仙B	上	其輦	山	件𡾰鍵鑳	gienx	gyeen		ɡɻiɛnˀ	jian4	4	下02B	銑		
1636	上28獮	並	三	開	仙B	上	符蹇	山	辯辡辨𧦪諞	bienx	byeen		bɻiɛnˀ	bian4	5	下02B	銑		
1637	上28獮	明	三	開	仙A	上	彌兖	山	緬沔汅湎愐黽𩋠偭勔𢃮	mjenx	mieen		miɛnˀ	mian3	10	下02A	銑		
1638	上28獮	幫	三	開	仙A	上	方緬	山	褊㦚	pjenx	pieen		piɛnˀ	bian3	2	下02A	銑		
1639	上28獮	精	三	合	仙A	上	子兖	山	臇𤎱𧕣	cyenx	zveen		tsyɛnˀ	juan3	3	下02A	銑		
1640	上28獮	從	三	合	仙A	上	徂兖	山	雋隽𤺻吮𦼱	zyenx	dzveen		dzyɛnˀ	juan4	5	下02A	銑		
1641	上28獮	幫	三	開	仙B	上	方免	山	辡䁵覸鴘	pienx	pyeen		pɻiɛnˀ	bian3	4	下02B	銑		
1642	上28獮	以	三	合	仙A	上	以轉	山	兖(兗)渷沇𢯻抁萒馻㕣𦁙𩘍	jyenx	jveen		ʝyɛnˀ	yuan3	10	下02A	銑		
1643	上28獮	來	三	合	仙A	上	力兖	山	臠孌𡡗脟	lyenx	lveen		ɭyɛnˀ	luan3	4	下02A	銑		
1644	上28獮	知	三	合	仙B	上	陟兖	山	轉𣓧	tryenx	tween		ʈyɛnˀ	zhuan3	2	下02B	銑		
1645	上28獮	見	三	合	仙B	上	居轉	山	卷菤韏𨹵捲埢	kyenx	kween		kɻyɛnˀ	juan3	6	下02B	銑		
1646	上28獮	群	三	合	仙B	上	渠篆	山	圈蔨萒	gyenx	gween		ɡɻyɛnˀ	juan4	3	下02B	銑		
1647	上28獮	日	三	合	仙A	上	而兖	山	軟!輭蝡㮕䓴碝瑌愞腝䞂耎𢘎㞋偄㼱𠤦𤲬緛	njyenx	rveen		ȵyɛnˀ	ruan3	17	下02A	銑		
1648	上28獮	昌	三	合	仙A	上	昌兖	山	舛喘荈㪜	chjyenx	tcveen		tɕʰyɛnˀ	chuan3	4	下02A	銑		
1649	上28獮	常	三	合	仙A	上	市兖	山	膞腨鄟𡭐歂踹𦺲	zjyenx	zjveen		dʑyɛnˀ	shuan4	7	下02A	銑		
1650	上28獮	澄	三	合	仙B	上	持兖	山	篆瑑沌摶𦁆䧘堟	dryenx	dween		ɖyɛnˀ	zhuan4	7	下02B	銑		
1651	上28獮	章	三	合	仙A	上	旨兖	山	剸剬孨鱄竱膞𨷱𡇰𦓝	cjyenx	tjveen		tɕyɛnˀ	zhuan3	9	下02A	銑		
1652	上28獮	心	三	合	仙A	上	思兖	山	選𦌻𥶷	syenx	sveen		syɛnˀ	xuan3	3	下02A	銑		
1653	上28獮	崇	三	合	仙B	上	士免	山	撰僎𩔊𩻝譔	zryenx	drween		dʐɻyɛnˀ	shuan4	5	下02B	銑		
1654	上28獮	群	三	合	仙A	上	狂兖	山	蜎	gjyenx	gveen		ɡyɛnˀ	juan4	1	下02A	銑		
1655	上28獮	曉	三	合	仙A	上	香兖	山	蠉𧾣	hjyenx	xveen		hyɛnˀ	xuan3	2	下02A	銑		
1656	上28獮	並	三	開	仙A	上	符善	山	楩𢣑諞扁	bjenx	bieen		biɛnˀ	bian4	4	下02A	銑		
1657	上28獮	明	三	開	仙B	上	亡辨	山	免娩勉俛鮸㝃冕絻	mienx	myeen		mɻiɛnˀ	mian3	8	下02B	銑		
1658	上28獮	徹	三	開	仙B	上	丑善	山	搌𨩪𣃘蕆𧈪㢟䩶|囅|	thrienx	thyeen		ʈiɛnˀ	chan3	7	下02B	銑		
1659	上28獮	滂	三	開	仙B	上	披免	山	鴘	phienx	phyeen		pʰɻiɛnˀ	pian3	1	下02B	銑		
1660	上28獮	書	三	開	仙A	上	式善	山	㒄㜣䁴	sjenx	sjeen		ɕiɛnˀ	shan3	3	下02A	銑		
1661	上28獮	影	三	開	仙B	上	於蹇	山	㫃䟍嫣	qienx	yeen		ˀɻiɛnˀ	yan3	3	下02B	銑		
1662	上28獮	澄	三	開	仙B	上	除善	山	邅	drienx	dyeen		ɖiɛnˀ	zhan4	1	下02B	銑		
1663	上28獮	崇	三	開	仙B	上	士免	山	棧	zrienx	dreen		dʐɻiɛnˀ	shan4	1	下02B	銑		
1664	上29篠	心	四	開	蕭	上	先鳥	效	篠筱𩵌謏䃤㩋	seux	sev	缺𧩮	seuˀ	xiao3	7	下03	篠		
1665	上29篠	見	四	開	蕭	上	古了	效	皎璬𢅎䥵㿟皦恔繳𨶪晈䘨儌	keux	kev		qeuˀ	jiao3	12	下03	篠		
1666	上29篠	端	四	開	蕭	上	都了	效	鳥𢁕㣿蔦釕扚𧜣䄪𠄏|鵃䄪窵隝佻䲽伄[屌]	teux	tev		teuˀ	diao3	9	下03	篠		
1667	上29篠	來	四	開	蕭	上	盧鳥	效	了蓼瞭镽鄝繚憭䑠爒𢄺𥗀撩𤁸𧘈	leux	lev		leuˀ	liao3	14	下03	篠		
1668	上29篠	透	四	開	蕭	上	土了	效	朓窱䠷(挑)	theux	thev		tʰeuˀ	tiao3	3	下03	篠		
1669	上29篠	曉	四	開	蕭	上	馨皛	效	曉䥵皢膮	heux	xev		χeuˀ	xiao3	4	下03	篠		
1670	上29篠	影	四	開	蕭	上	烏皎	效	杳窅窈偠騕𩡻𨱧葽㫏鴢婹㫐䆞𡧮苭	qeux	ev		ʔeuˀ	yao3	15	下03	篠		
1671	上29篠	泥	四	開	蕭	上	奴鳥	效	嬲嫋𨲂㒟褭嬈㜵䃵𢴶	neux	nev		neuˀ	niao3	9	下03	篠		
1672	上29篠	匣	四	開	蕭	上	胡了	效	皛芍=𦯪㵿𠄔	gheux	hev		ʁeuˀ	xiao4	5	下03	篠		
1673	上29篠	定	四	開	蕭	上	徒了	效	窕𤕷𤱩誂掉嬥挑䂽	deux	dev		deuˀ	diao4	8	下03	篠		
1674	上29篠	溪	四	開	蕭	上	苦皎	效	磽=䂪	kheux	qev		qʰeuˀ	qiao3	2	下03	篠		
1675	上29篠	精	四	開	蕭	上	子了	效	湫劋㭂㡑𧂈	ceux	zev		tseuˀ	jiao3	5	下03	篠		
1676	上30小	心	三	開	宵A	上	私兆	效	小𩵖䒕	sieux	siev		siɛuˀ	xiao3	3	下04A	篠		
1677	上30小	澄	三	開	宵B	上	治小	效	肇肁兆趙旐狣䍮鮡駣垗𠧞	drieux	dyev		ɖiɛuˀ	zhao4	11	下04B	篠		
1678	上30小	章	三	開	宵A	上	之少	效	沼菬䈃	cjeux	tjev		tɕiɛuˀ	zhao3	3	下04A	篠		
1679	上30小	影	三	開	宵B	上	於兆	效	夭殀芺仸	qieux	yev		ˀɻiɛuˀ	yao3	4	下04B	篠		
1680	上30小	徹	三	開	宵B	上	丑小	效	巐	thrieux	thyev		ʈʰiɛuˀ	chao3	1	下04B	篠		
1681	上30小	書	三	開	宵A	上	書沼	效	少䒚𨙹	sjeux	sjev		ɕiɛuˀ	shao3	3	下04A	篠		
1682	上30小	日	三	開	宵A	上	而沼	效	擾𢹎繞遶嬈𤛾𧳨	njeux	rev		ȵiɛuˀ	rao3	7	下04A	篠		
1683	上30小	並	三	開	宵A	上	符少	效	摽𢹰鰾慓顠𩮳膘𦭼	bjeux	biev		biɛuˀ	biao4	8	下04A	篠		
1684	上30小	昌	三	開	宵A	上	尺沼	效	𪍑麨弨楢眧	chjeux	tcev		tɕʰiɛuˀ	chao3	5	下04A	篠		
1685	上30小	滂	三	開	宵A	上	敷沼	效	縹醥犥顠皫篻瞟膘	phjeux	phiev		pʰiɛuˀ	piao3	8	下04A	篠		
1686	上30小	明	三	開	宵A	上	亡沼	效	渺!眇訬𦳥淼杪秒藐吵篎[緲]	mjeux	miev		miɛuˀ	miao3	10	下04A	篠		
1687	上30小	常	三	開	宵A	上	市沼	效	紹綤佋袑䙼	zjeux	zjev		dʑiɛuˀ	shao4	5	下04A	篠		
1688	上30小	見	三	開	宵B	上	居夭	效	矯鱎䚩敽撟嬌𥃧蟜譑𨝰孂蹻	kieux	kyev		kɻiɛuˀ	jiao3	12	下04B	篠		
1689	上30小	幫	三	開	宵B	上	陂矯	效	表=𧘝=𧞧䔸|裱婊|	pieux	pyev		pɻiɛuˀ	biao3	4	下04B	篠		
1690	上30小	幫	三	開	宵A	上	方小	效	褾𧢄標㟽	pjeux	piev		piɛuˀ	biao3	4	下04A	篠		
1691	上30小	並	三	開	宵B	上	平表	效	藨𦳤殍莩𠬪㰶㹾𧴎	bieux	byev		bɻiɛuˀ	biao4	8	下04B	篠		
1692	上30小	以	三	開	宵A	上	以沼	效	鷕溔舀𦥨抭𩨴䁘	jeux	jev		ʝiɛuˀ	yao3	7	下04A	篠		
1693	上30小	清	三	開	宵A	上	親小	效	悄愀釥	chieux	ciev		tsʰiɛuˀ	qiao3	3	下04A	篠		
1694	上30小	精	三	開	宵A	上	子小	效	剿)!𠞰𠟯勦漅𨙹𤃭膘𢄺	cieux	ziev		tsiɛuˀ	jiao3	8	下04A	篠		
1695	上30小	群	三	開	宵B	上	巨夭	效	𨲭	gieux	gyev		ɡɻiɛuˀ	jiao4	1	下04B	篠		
1696	上30小	來	三	開	宵A	上	力小	效	繚燎𢻢璙憭爒僚䩍嫽	lieux	liev		ɭiɛuˀ	liao3	9	下04A	篠		
1697	上30小	滂	三	開	宵B	上	滂表	效	麃	phieux	phyev		pʰɻiɛuˀ	piao3	1	下04B	篠		
1698	上30小	影	三	開	宵A	上	於小	效	闄	qjeux	iev		ˀiɛuˀ	yao3	1	下04A	篠		
1699	上31巧	溪	二	開	肴	上	苦絞	效	巧䲾	khraux	qeav		qʰɻauˀ	qiao3	2	下05	巧		
1700	上31巧	匣	二	開	肴	上	下巧	效	澩㺒䕧佼䀊䉰	ghraux	heav		ʁɻauˀ	xiao4	6	下05	巧		
1701	上31巧	幫	二	開	肴	上	博巧	效	飽=𩝰=𩛁	praux	peav		pɻauˀ	bao3	3	下05	巧		
1702	上31巧	娘	二	開	肴	上	奴巧	效	㺒撓獿	nraux	neav		ɳɻauˀ	nao3	3	下05	巧		
1703	上31巧	明	二	開	肴	上	莫飽	效	卯戼緢泖昴媌茆	mraux	meav		mɻauˀ	mao3	7	下05	巧		
1704	上31巧	見	二	開	肴	上	古巧	效	搞]!絞狡佼攪䕧筊𢯴鉸𥂔姣烄𢽻䀊䉰㽱	kraux	keav		qɻauˀ	jiao3	15	下05	巧		
1705	上31巧	莊	二	開	肴	上	側絞	效	找]!爪㕚䝖瑵笊𢁬抓𦬔|	craux	trav		tʂɻauˀ	zhao3	8	下05	巧		
1706	上31巧	影	二	開	肴	上	於絞	效	拗鴢𢂊𥃯狕	qraux	eav		ʔɻauˀ	yao3	5	下05	巧		
1707	上31巧	並	二	開	肴	上	薄巧	效	鮑骲𡂟鞄	braux	beav		bɻauˀ	bao4	4	下05	巧		
1708	上31巧	疑	二	開	肴	上	五巧	效	齩(咬）	ngraux	ngeav		ɴɻauˀ	yao3	1	下05	巧		
1709	上31巧	崇	二	開	肴	上	士絞	效	䰫㑿	zraux	drav		dʐɻauˀ	shao4	2	下05	巧		
1710	上31巧	初	二	開	肴	上	初爪	效	吵!煼𩱦𤌉炒謅𩱈|抄𩈎㥮仯	chraux	chav		tʂʰɻauˀ	chao3	7	下05	巧		
1711	上31巧	知	二	開	肴	上	張絞	效	䝤獠	traux	teav		ʈɻauˀ	zhao3	2	下05	巧		
1712	上31巧	生	二	開	肴	上	山巧	效	𢾐|稍䔠𨈘潲𦓴搜梢𡡏𧣪𥵦𦿃髾	sraux	shav	16->1	ʂɻauˀ	shao3	16	下05	巧		
1713	上32晧	匣	一	開	豪	上	胡老	效	晧(皓)昊昦暭鎬浩顥灝鰝夰薃鄗𨛴𧇼𥢑滈	ghaux	hav	𥢑之咎原位右下角	ʁɑuˀ	hao4	16	下06	晧		
1714	上32晧	並	一	開	豪	上	薄浩	效	抱	baux	bav		bɑuˀ	bao4	1	下06	晧		
1715	上32晧	來	一	開	豪	上	盧晧	效	老䝤獠轑橑潦䕩栳𣠼𩔇恅𡂕䵏澇	laux	lav		lɑuˀ	lao3	14	下06	晧		
1716	上32晧	透	一	開	豪	上	他浩	效	討𡘷槄	thaux	thav		tʰɑuˀ	tao3	3	下06	晧		
1717	上32晧	定	一	開	豪	上	徒晧	效	道衟𡬲稻駣𣜦𨱵	daux	dav		dɑuˀ	dao4	7	下06	晧		
1718	上32晧	泥	一	開	豪	上	奴晧	效	腦!堖(匘)𠜶惱碯𨱵㺁𧳦㛴|瑙	naux	nav		nɑuˀ	nao3	9	下06	晧		
1719	上32晧	心	一	開	豪	上	蘇老	效	嫂㛮㛐燥埽掃𦺋(䕅)|糔	saux	sav	刪埂	sɑuˀ	sao3	7	下06	晧		
1720	上32晧	端	一	開	豪	上	都晧	效	倒擣搗㠀(島)禂䮻檮禱㿒壔懤	taux	tav		tɑuˀ	dao3	11	下06	晧		
1721	上32晧	清	一	開	豪	上	采老	效	草艸懆慅騲𠹊愺	chaux	cav		tsʰɑuˀ	cao3	7	下06	晧		
1722	上32晧	精	一	開	豪	上	子晧	效	早澡藻薻𧎮蚤䲃璪璅棗繰繅	caux	zav		tsɑuˀ	zao3	12	下06	晧		
1723	上32晧	從	一	開	豪	上	昨早	效	皁(皂)𦯑造艁	zaux	dzav		dzɑuˀ	zao4	4	下06	晧		
1724	上32晧	見	一	開	豪	上	古老	效	暠𣓌杲稾(稿)藳夰縞槀㚖菒𥓖	kaux	kav		qɑuˀ	gao3	11	下06	晧		
1725	上32晧	曉	一	開	豪	上	呼晧	效	好𡚽	haux	xav		χɑuˀ	hao3	2	下06	晧		
1726	上32晧	明	一	開	豪	上	武道	效	蓩䓮媢冃	maux	mav		mɑuˀ	mao3	4	下06	晧		
1727	上32晧	幫	一	開	豪	上	博抱	效	寶珤保𡥀堢堡褓緥鴇葆駂䎂宲賲𠤏	paux	pav		pɑuˀ	bao3	15	下06	晧		
1728	上32晧	影	一	開	豪	上	烏晧	效	襖镺懊䐿芺䴠媼(媪)燠夭㤇郩蝹䯠𪁾	qaux	av		ʔɑuˀ	ao3	14	下06	晧		
1729	上32晧	溪	一	開	豪	上	苦浩	效	考(攷)栲槁祰洘燺(烤)丂䯪薧|拷𥬯撟𣩅㼥|	khaux	qav		qʰɑuˀ	kao3	10	下06	晧		
1730	上32晧	疑	一	開	豪	上	五老	效	𦽀𩑤	ngaux	ngav		ɴɑuˀ	ao3	2	下06	晧		
1731	上33哿	見	一	開	歌	上	古我	果	哿舸笴𥰮	kax	kaa		qɑˀ	ge3	4	下07	哿		
1732	上33哿	清	一	開	歌	上	千可	果	瑳䰈硰	chax	caa		tsʰɑˀ	cuo3	3	下07	哿		
1733	上33哿	端	一	開	歌	上	丁可	果	嚲哆癉䫂|奲	tax	taa	4？	tɑˀ	duo3	5	下07	哿		
1734	上33哿	心	一	開	歌	上	蘇可	果	縒娑褨	sax	saa		sɑˀ	suo3	3	下07	哿		
1735	上33哿	定	一	開	歌	上	徒可	果	舵!爹柁陊沱詑袉拕𣵻	dax	daa		dɑˀ	duo4	9	下07	哿		
1736	上33哿	疑	一	開	歌	上	五可	果	我騀𩒰㧴硪	ngax	ngaa		ɴɑˀ	e3	5	下07	哿		
1737	上33哿	透	一	開	歌	上	吐可	果	袉	thax	thaa		tʰɑˀ	tuo3	1	下07	哿		
1738	上33哿	來	一	開	歌	上	來可	果	㰁欏砢曪𣂞=剆𩝢㦬𠻡	lax	laa		lɑˀ	luo3	9	下07	哿		
1739	上33哿	泥	一	開	歌	上	奴可	果	哪]!橠娜那㡅𢄴袲	nax	naa		nɑˀ	nuo3	6	下07	哿		
1740	上33哿	匣	一	開	歌	上	胡可	果	荷何	ghax	haa		ʁɑˀ	he4	2	下07	哿		
1741	上33哿	曉	一	開	歌	上	虚我	果	㰤㗿㪃㪋𩑸	hax	xaa		χɑˀ	he3	5	下07	哿		
1742	上33哿	溪	一	開	歌	上	枯我	果	可岢軻坷	khax	qaa		qʰɑˀ	ke3	4	下07	哿		
1743	上33哿	影	一	開	歌	上	烏可	果	𨵌椏妸娿𣘨㫊𧙃	qax	aa		ʔɑˀ	e3	7	下07	哿		
1744	上33哿	精	一	開	歌	上	臧可	果	左㝾	cax	zaa		tsɑˀ	zuo3	3	下07	哿		
1745	上34果	見	一	合	戈	上	古火	果	果菓猓輠鐹划裹蜾惈䴹粿|錁餜|	kuax	kuaa		quɑˀ	guo3	11	下08	哿		
1746	上34果	端	一	合	戈	上	丁果	果	埵鬌挆朵朶綞揣鍺𦀉(𥿰)𨹄(𨹃)䤪(𨦃)𩊜𥠄㪜褍[躲]	tuax	tuaa		tuɑˀ	duo3	15	下08	哿		
1747	上34果	心	一	合	戈	上	蘇果	果	鎖瑣溑惢𧴪葰䵀𩹳𥔭𨝉*𢱡䈗	suax	suaa	*巛作小	suɑˀ	suo3	12	下08	哿		
1748	上34果	定	一	合	戈	上	徒果	果	墮垛𤬾䅜𥬲(𥬸)𥳔𩊜䤻憜惰嫷鬌䲊嶞	duax	duaa		duɑˀ	duo4	14	下08	哿		
1749	上34果	透	一	合	戈	上	他果	果	妥媠隋䲊㟎𨼰*墮橢鵎	thuax	thuaa	*土或在下	tʰuɑˀ	tuo3	9	下08	哿		
1750	上34果	明	一	合	戈	上	亡果	果	麼𣋟懡[嬤]	muax	muaa		muɑˀ	mo3	3	下08	哿		
1751	上34果	從	一	合	戈	上	徂果	果	坐𡋲	zuax	dzuaa		dzuɑˀ	zuo4	2	下08	哿		
1752	上34果	疑	一	合	戈	上	五果	果	㛂(𢀴)	nguax	nguaa		ɴuɑˀ	wo3	2	下08	哿		
1753	上34果	來	一	合	戈	上	郎果	果	裸(倮)𧝹躶臝卵瘰𤼠蓏蠃|𦝠	luax	luaa		luɑˀ	luo3	9	下08	哿		
1754	上34果	影	一	合	戈	上	烏果	果	婐倭𥟿	quax	uaa		ʔuɑˀ	wo3	3	下08	哿		
1755	上34果	泥	一	合	戈	上	奴果	果	㛂𢫷	nuax	nuaa		nuɑˀ	nuo3	2	下08	哿		
1756	上34果	幫	一	合	戈	上	布火	果	跛簸駊㝿	puax	puaa		puɑˀ	bo3	4	下08	哿		
1757	上34果	滂	一	合	戈	上	普火	果	叵駊頗𡽠	phuax	phuaa		pʰuɑˀ	po3	4	下08	哿		
1758	上34果	匣	一	合	戈	上	胡果	果	禍𥚁(𥙯)夥𡖿𣄸輠𨘌	ghuax	huaa		ʁuɑˀ	huo4	7	下08	哿		
1759	上34果	曉	一	合	戈	上	呼果	果	火邩	huax	xuaa		χuɑˀ	huo3	2	下08	哿		
1760	上34果	溪	一	合	戈	上	苦果	果	顆敤堁|棵|	khuax	quaa		qʰuɑˀ	kuo3	3	下08	哿		
1761	上34果	並	一	合	戈	上	捕可	果	爸	buax	buaa		buɑˀ	bo4	1	下08	哿		
1762	上34果	清	一	合	戈	上	倉果	果	脞䂳	chuax	cuaa		tsʰuɑˀ	cuo3	2	下08	哿		
1763	上34果	精	一	合	戈	上	作可	果	硰	cuax	zuaa		tsuɑˀ	zuo3	1	下08	哿		
1764	上35馬	明	二	開	麻	上	莫下	假	馬碼(瑪)䣕罵(駡)𥧓鷌[螞]鰢	mrax	meaa		mɻaˀ	ma3	7	下09	馬		
1765	上35馬	章	三	開	麻	上	章也	假	者赭堵	cjax	tjaa		tɕiaˀ	zhe3	3	下09	馬		
1766	上35馬	以	三	開	麻	上	羊者	假	野壄也冶虵	jax	jaa		ʝiaˀ	ye3	5	下09	馬		
1767	上35馬	疑	二	開	麻	上	五下	假	雅疋庌厊㿿	ngrax	ngeaa		ɴɻaˀ	ya3	5	下09	馬		
1768	上35馬	見	二	開	麻	上	古疋	假	假!檟榎嘏叚賈斝瘕椵婽	krax	keaa		qɻaˀ	jia3	10	下09	馬		
1769	上35馬	生	二	開	麻	上	砂下	假	灑	srax	shaa		ʂɻaˀ	sha3	1	下09	馬		
1770	上35馬	影	二	開	麻	上	烏下	假	啞瘂𤺘	qrax	eaa		ʔɻaˀ	ya3	3	下09	馬		
1771	上35馬	邪	三	開	麻	上	徐野	假	灺抯䵦	zsiax	szyaa		ziaˀ	xie4	3	下09	馬		
1772	上35馬	匣	二	開	麻	上	胡雅	假	下丅夏廈	ghrax	heaa		ʁɻaˀ	xia4	4	下09	馬		
1773	上35馬	心	三	開	麻	上	悉姐	假	寫𣞐瀉𣬕	siax	syaa		siaˀ	xie3	4	下09	馬		
1774	上34果	精	三	合	戈	上	𩛠瓦	果	𡎬	cyax	zvaa		tsʉɑˀ	jue3	1	下08	哿		
1775	上35馬	明	三	開	麻	上	彌也	假	乜	miax	myaa		miaˀ	mie3	1	下09	馬		
1776	上35馬	清	三	開	麻	上	七也	假	且	chiax	cyaa		tɕʰiaˀ	qie3	1	下09	馬		
1777	上35馬	曉	二	開	麻	上	許下	假	㗿閜襾	hrax	xeaa		χɻaˀ	xia3	3	下09	馬		
1778	上35馬	常	三	開	麻	上	常者	假	社𥁹𣝒	zjax	zjaa		dʑiaˀ	she4	3	下09	馬		
1779	上35馬	溪	二	開	麻	上	苦下	假	跒	khrax	qeaa		qʰɻaˀ	qia3	1	下09	馬		
1780	上35馬	並	二	開	麻	上	傍下	假	跁笆䇑	brax	beaa		bɻaˀ	ba4	3	下09	馬		
1781	上35馬	書	三	開	麻	上	書冶	假	捨舍騇䬷𩜉	sjax	sjaa		ɕiaˀ	she3	5	下09	馬		
1782	上35馬	精	三	開	麻	上	兹野	假	姐抯飷	ciax	zyaa		tsiaˀ	jie3	3	下09	馬		
1783	上35馬	幫	二	開	麻	上	愽下	假	把	prax	peaa		pɻaˀ	ba3	1	下09	馬		
1784	上35馬	匣	二	合	麻	上	胡瓦	假	踝稞𡱏𦖍黊蘳觟𩸄𢦚輠䴹	ghruax	hoaa		ʁɻuaˀ	hua4	11	下09	馬		
1785	上35馬	見	二	合	麻	上	古瓦	假	寡冎剮𣑍𠊰𠁥䈑|𥦛𨀩	kruax	koaa		qɻuaˀ	gua3	8	下09	馬		
1786	上35馬	疑	二	合	麻	上	五寡	假	瓦邷	ngruax	ngoaa		ɴɻuaˀ	wa3	2	下09	馬		
1787	上35馬	日	三	開	麻	上	人者	假	若惹𠰒(喏)	njax	raa		ȵiaˀ	re3	3	下09	馬		
1788	上35馬	莊	二	開	麻	上	側下	假	鮓厏痄謯𥰭	crax	traa		tʂɻaˀ	zha3	5	下09	馬		
1789	上35馬	知	二	開	麻	上	都賈	假	觰	trax	teaa		ʈɻaˀ	zha3	1	下09	馬		
1790	上35馬	崇	二	開	麻	上	士下	假	槎厏	zrax	draa		dʐɻaˀ	sha4	2	下09	馬		
1791	上35馬	昌	三	開	麻	上	昌者	假	扯)!奲㨋䰩哆撦	chjax	tcaa		tɕʰiaˀ	che3	5	下09	馬		
1792	上35馬	知	二	開	麻	上	竹下	假	䋾	trax	teaa		ʈɻaˀ	zha3	1	下09	馬		
1793	上35馬	娘	二	開	麻	上	奴下	假	䋈	nrax	neaa		ɳɻaˀ	na3	1	下09	馬		
1794	上35馬	溪	二	合	麻	上	苦瓦	假	髁跨骻㡁𢄳銙𡕒	khruax	qoaa		qʰɻuaˀ	kua3	7	下09	馬		
1795	上35馬	初	二	合	麻	上	叉瓦	假	䂳	chruax	choaa		tʂʰɻuaˀ	chua3	1	下09	馬		
