来源：	由Pekkhak（啵啵）整理自《抚州方言研究》								
tʰ	［7］獭□{误了时间}［8］达踏								
l	［7］瘌□{烫}□{~名：最后一名}［8］辣□{~贵：很贵}捺								
ts	［7］轧札								
tsʰ	［7］擦察［8］铡蚻{蟑螂}								
s	［7］杀萨刹［8］□{堵}								
k	［8］□{划火柴}								
x	［7］瞎［8］辖□{喷嚏}								
#uat									
k	［7］刮								
Ø	［7］□{用指甲抓}□{肚内无油的感觉}［8］滑猾袜								
#ɛt									
t	［7］浙折								
tʰ	［8］辙撤								
ts	［7］哲蜇								
s	［7］膝设瑟虱［8］舌								
x	［8］核								
#iɛt									
p	［7］憋屄								
pʰ	［7］撇［8］别								
m	［7］灭［8］蔑								
t	［7］列烈裂								
tʰ	［7］铁								
ȵ	［7］捏孽［8］热								
tɕ	［7］结洁节								
tɕʰ	［7］切［8］杰揭截								
ɕ	［7］泄歇屑								
Ø	［7］噎［8］拽								
#ɔt									
p	［7］拨［8］钵								
pʰ	［7］泼［8］□{趟,量词}								
m	［8］末沫抹								
f	［7］豁［8］活								
t	［7］掇								
tʰ	［7］脱［8］夺								
tsʰ	［8］拙								
s	［7］说								
k	［7］割葛								
kʰ	［7］渴								
x	［7］喝								
#uɔt									
s	［7］刷涮								
k	［7］括								
kʰ	［7］阔								
#yɔt									
t	［7］劣								
ȵ	［8］月								
tɕ	［7］诀决蹶								
tɕʰ	［7］缺［8］绝掘厥								
ɕ	［7］血雪薛［8］穴								
Ø	［7］悦阅越曰粤								
#it									
p	［7］笔毕必弼								
pʰ	［7］匹								
m	［8］蜜密								
t	［7］质［8］栗								
tʰ	［7］斥［8］姪秩								
ȵ	［8］日								
tɕ	［7］吉								
tɕʰ	［7］七漆乞湆{冰人，动词}［8］疾								
ɕ	［7］失室悉匙［8］实								
Ø	［7］	一乙逸								
#ut									
p	［7］不								
pʰ	［7］□{~气：脆而不坚}［8］勃荸□{~馊：很馊}								
m	［8］没								
f	［7］忽彿［8］佛								
t	［8］□{矮个子}								
tʰ	［7］出［8］突								
ts	［7］卒								
tsʰ	［7］猝□{~暗：很暗}［5］□{擦}								
s	［7］蟀［8］术述□{抽泣的声音}□{吸鼻涕}率{草~}								
k	［7］骨								
kʰ	［7］窟								
Ø	［7］物［8］𣝗{果核}								
#yt									
t	［7］律率{频~}								
tɕ	［7］橘								
tɕʰ	［7］屈倔								
ɕ	［7］戌恤								
Ø	［7］郁{忧~}								
#aʔ									
p	［7］百-伯-［8］□{象声词，放鞭炮的声音}□{~短：很短}								
pʰ	［7］拍［8］□{~乱：很乱}白								
m	［7］□{尾~：尾巴}□{两腿张开}［8］麦								
f	［8］划								
t	［7］炙{~火:烤火}只{一~}								
tʰ	［7］尺［8］□{四肢无力}□{~声下：突然}								
l	［8］□{~湿:很湿}								
ts	［7］摘矺{压}								
tsʰ	［7］拆册□{开裂}								
s	［7］䅴{穗}栅{炉~}［8］石								
k	［7］格隔［8］□{~鞋：木拖鞋}□{椅凳不平给人不舒服感}□{~钝：很钝}								
kʰ	［7］客								
x	［7］吓								
#iaʔ									
p	［7］壁								
pʰ	［7］劈								
t	［8］笛栎								
tʰ	［7］踢赤								
ȵ	［8］额								
tɕ	［7］脊□{顶}								
tɕʰ	［7］喫褯{尿布}［8］席								
ɕ	［7］锡								
Ø	［8］易-{姓}								
#uaʔ									
k	［8］□{~热：很热}								
kʰ	［7］□{~脚：快}								
#ɔʔ									
p	［7］博剥驳								
pʰ	［7］泊［8］薄雹								
m	［7］膜幕寞［8］莫								
f	［7］霍［8］缚								
t	［7］着{~衣}酌斫□{连店带货全卖出}□{打耳光}啄［8］□{~苦：很苦}								
tʰ	［7］郝［8］着{附~；被}								
l	［7］诺烙骆洛络若［8］乐落								
ts	［7］作桌卓琢啄=捉［8］□{撕}								
tsʰ	［7］绰莝?{量词，—截}［8］昨柞戳浊鐲								
s	［7］索缩［8］勺芍								
k	［7］各阁搁廓觉角								
kʰ	［7］殻确壳［8］毃搉								
ŋ	［7］鄂岳握扼乐								
x	［7］托讬［8］鹤学								
Ø	［7］恶								
#iɔʔ									
t	［7］略［8］掠								
ȵ	［7］虐弱懦								
tɕ	［7］脚䦆								
tɕʰ	［7］却雀鹊［8］爵嚼								
ɕ	［7］削								
Ø	［7］约跃［8］药钥								
#uɔʔ									
k	［7］郭								
kʰ	［7］扩								
Ø	［2］□{颗粒饱满}［5］□{吐}								
#ɛʔ									
p	［7］北百={百姓}柏伯=迫帛［8］□{~饱：很饱；~冷：很冷}								
pʰ	［8］魄								
m	［7］脉默陌［8］墨								
f	［8］或惑获								
t	［7］得德□{围~：围子}								
tʰ	［8］特忒								
l	［7］肋勒热={动词}［8］□{剌}□{~宽：很宽；~胖:很胖；~长:很长}								
ts	［7］则侧鲫窄责								
tsʰ	［7］测策［8］泽择宅贼								
s	［7］塞色啬闪?{打霍~：闪电}								
k	［7］革胳脯［8］嗝?{呃逆}□{胳肢,动词}								
kʰ	［7］刻克								
ŋ	［7］额={~外}								
x	［7］黑赫［8］核								
#iɛʔ									
pʰ	［7］擘								
m	［7］搣?{掰开}								
t	［7］咧［8］戾								
tʰ	［8］□{~紧：很紧}								
tɕ	［7］疖［8］□{~狭：很狭}								
ɕ	［7］歇［8］□{~扁：很扁；~薄：很薄}								
#uɛʔ									
k	［7］国								
Ø	［8］□{哭的声音}								
#iʔ									
p	［7］逼碧璧臂譬［8］腷{放鞭炮的声音}□{~sɪ˧˥：小气，吝啬}								
pʰ	［7］僻辟［8］□{~饭：焗饭}								
m	［7］觅								
t	［7］力织职的历厉□{~泥：人身上的污垢}滴								
tʰ	［7］剔［8］殖植直值嫡敌狄								
ȵ	［7］匿抑逆溺								
tɕ	［7］激绩即剧积迹脊=击［8］尐?{一点}								
tɕʰ	［7］籍［8］极戚								
ɕ	［7］熄媳适释夕惜昔析识饰［8］食蚀式席=								
Ø	［7］忆亿益亦译液［8］翼								
#uiʔ									
Ø	［7］域疫役								
#uʔ									
pʰ	［7］朴仆扑卜［8］伏-{趴}□{~臭：很臭}								
m	［7］目牧穆［8］木								
f	［7］福蝠［8］复腹覆伏=服辐								
t	［7］督竹筑祝粥烛嘱㞘{东西的底部}厾{用手指戳、扎；使劲塞}								
tʰ	［7］畜触［8］秃独读毒笃逐轴								
l	［7］褥辱禄［8］鹿								
tsʰ	［7］畜［8］族								
s	［7］叔淑速束□{~粉：擦粉}［8］熟赎蜀属妯								
k	［7］谷穀［8］□{瞪眼}□{形容东西不稳，有点摇晃}								
kʰ	［7］哭酷								
Ø	［7］屋［8］舞?{做}								
#iuʔ									
t	［7］绿录［8］六陆								
ȵ	［7］玉狱［8］肉								
tɕ	［7］菊足［8］□{~辣：很辣}								
tɕʰ	［7］促曲□{留}［8］局								
ɕ	［7］畜蓄肃宿粟［8］促续赎								
Ø	［7］郁育欲浴								
#ŋ̍									
Ø	［2］吴蜈［3］五伍								
#m̩									
Ø	［1］姆								
