正體	省写	/IPA/	[IPA]	注释
線	缐	ɕien˩˧	ɕiɛ̃˨˦	
憲	宪	ɕien˩˧	ɕiɛ̃˨˦	
先	先	ɕien˩˧	ɕiɛ̃˨˦	姓氏
獻	献	ɕien˩˧	ɕiɛ̃˨˦	
現	现	ɕien˩˧	ɕiɛ̃˨˦	
旋	旋	ɕien˩˧	ɕiɛ̃˨˦	~风；~做，表示现成
楦	楦	ɕien˩˧	ɕiɛ̃˨˦	
縣	县	ɕien˩˧	ɕiɛ̃˨˦	
羨	羡	ɕien˩˧	ɕiɛ̃˨˦	
淹	淹	ʑen˥	jʱɛ̃˦˥	文读
醃	腌	ʑen˥	jʱɛ̃˦˥	
掩	掩	ʑen˥	jʱɛ̃˦˥	~盖
奄	奄	ʑen˥	jʱɛ̃˦˥	
烟	烟	ʑen˥	jʱɛ̃˦˥	
咽	咽	ʑen˥	jʱɛ̃˦˥	
炎	炎	ʑen˥	jʱɛ̃˦˥	
蔫	蔫	ʑen˥	jʱɛ̃˦˥	
焉	焉	ʑen˥	jʱɛ̃˦˥	
冤	冤	ʑen˥	jʱɛ̃˦˥	
淵	渊	ʑen˥	jʱɛ̃˦˥	
鹽	盐	ʑen˨˩	jʱɛ̃˨˩	
簷	簷	ʑen˨˩	jʱɛ̃˨˩	
顏	颜	ʑen˨˩	jʱɛ̃˨˩	
延	延	ʑen˨˩	jʱɛ̃˨˩	
員	员	ʑen˨˩	jʱɛ̃˨˩	
圓	圆	ʑen˨˩	jʱɛ̃˨˩	
園	园	ʑen˨˩	jʱɛ̃˨˩	
丸	丸	ʑen˨˩	jʱɛ̃˨˩	~子
緣	缘	ʑen˨˩	jʱɛ̃˨˩	
沿	沿	ʑen˨˩	jʱɛ̃˨˩	
鉛	铅	ʑen˨˩	jʱɛ̃˨˩	白读
元	元	ʑen˨˩	jʱɛ̃˨˩	
芫	芫	ʑen˨˩	jʱɛ̃˨˩	
完	完	ʑen˨˩	jʱɛ̃˨˩	~范
原	原	ʑen˨˩	jʱɛ̃˨˩	
源	源	ʑen˨˩	jʱɛ̃˨˩	
袁	袁	ʑen˨˩	jʱɛ̃˨˩	
援	援	ʑen˨˩	jʱɛ̃˨˩	
媛	媛	ʑen˨˩	jʱɛ̃˨˩	
垣	垣	ʑen˨˩	jʱɛ̃˨˩	
言	言	ʑen˨˩	jʱɛ̃˨˩	
掩	掩	ʑen˦˨	jʱɛ̃˦˧	
眼	眼	ʑen˦˨	jʱɛ̃˦˧	
演	演	ʑen˦˨	jʱɛ̃˦˧	
遠	远	ʑen˦˨	jʱɛ̃˦˧	
冶	冶	ʑen˦˨	jʱɛ̃˦˧	~炼
厭	厌	ʑen˩˧	jʱɛ̃˨˦	
艷	艳	ʑen˩˧	jʱɛ̃˨˦	
焰	焰	ʑen˩˧	jʱɛ̃˨˦	
燕	燕	ʑen˩˧	jʱɛ̃˨˦	
雁	雁	ʑen˩˧	jʱɛ̃˨˦	文读
堰	堰	ʑen˩˧	jʱɛ̃˨˦	
宴	宴	ʑen˩˧	jʱɛ̃˨˦	
晏	晏	ʑen˩˧	jʱɛ̃˨˦	姓氏
彥	彦	ʑen˩˧	jʱɛ̃˨˦	
硯	砚	ʑen˩˧	jʱɛ̃˨˦	~台
院	院	ʑen˩˧	jʱɛ̃˨˦	
怨	怨	ʑen˩˧	jʱɛ̃˨˦	
願	愿	ʑen˩˧	jʱɛ̃˨˦	
敥	敥	ʑen˩˧	jʱɛ̃˨˦	撒
筵	筵	ʑen˩˧	jʱɛ̃˨˦	
咽	咽	ʑen˩˧	jʱɛ̃˨˦	吞~
端	端	tuan˥	d̥uɐ̃˦˥	
短	短	tuan˦˨	d̥uɐ̃˦˧	
斷	断	tuan˦˨	d̥uɐ̃˦˧	白读，表示拦截
斷	断	tuan˩˧	d̥uɐ̃˨˦	文读
鍛	锻	tuan˩˧	d̥uɐ̃˨˦	
緞	缎	tuan˩˧	d̥uɐ̃˨˦	
段	段	tuan˩˧	d̥uɐ̃˨˦	
團	团	tʰuan˨˩	tʰuɐ̃˨˩	
糰	糰	tʰuan˨˩	tʰuɐ̃˨˩	
