声母	韵母	声调	字	注释	
ɦ	iɔ̃	2	羊		1
ɦ	iɔ̃	2	洋		1
ɦ	iɔ̃	2	洋		1
ɦ	iɔ̃	2	烊		1
ɦ	iɔ̃	2	杨		1
ɦ	iɔ̃	2	阳		1
ɦ	iɔ̃	2	降		1
ɦ	iɔ̃	2	萤		1
ɦ	iɔ̃	6	样		1
零	iɔ̃	3	养		1
pʰ	ø̃	1	拚		1
b	ø̃	6	饭		1
m	ø̃	2	门		1
m	ø̃	2	蚊		1
m	ø̃	3	晚		1
t	ø̃	1	端		1
t	ø̃	1	敦		1
t	ø̃	1	墩		1
t	ø̃	3	短		1
t	ø̃	3	转		1
t	ø̃	5	断		1
tʰ	ø̃	1	贪		1
tʰ	ø̃	1	吞		1
tʰ	ø̃	5	褪		1
d	ø̃	2	团		1
d	ø̃	2	糯		1
d	ø̃	2	椽		1
d	ø̃	2	屯		1
d	ø̃	2	豚		1
d	ø̃	2	臀		1
d	ø̃	6	断		1
d	ø̃	6	段		1
d	ø̃	6	缎		1
d	ø̃	6	囤		1
d	ø̃	6	钝		1
n	ø̃	6	暖		1
l	ø̃	2	鸾		1
ts	ø̃	1	尊		1
ts	ø̃	1	遵		1
ts	ø̃	3	攒		1
ts	ø̃	5	钻		1
tsʰ	ø̃	3	窜		1
tsʰ	ø̃	3	篡		1
tsʰ	ø̃	3	喘		1
tsʰ	ø̃	3	忖		1
tsʰ	ø̃	5	寸		1
s	ø̃	1	酸		1
s	ø̃	1	闩		1
s	ø̃	1	拴		1
s	ø̃	1	孙		1
s	ø̃	3	损		1
s	ø̃	5	算		1
s	ø̃	5	蒜		1
k	ø̃	3	捲		1
k	ø̃	5	贯		1
k	ø̃	5	观		1
kʰ	ø̃	1	堪	难〜	1
h	ø̃	1	昏		1
h	ø̃	1	荤		1
h	ø̃	5	唤		1
h	ø̃	5	焕		1
h	ø̃	6	远		1
ɦ	ø̃	2	桓		1
ɦ	ø̃	2	魂		1
零	ø̃	1	瘟		1
零	ø̃	3	缓		1
零	ø̃	3	皖		1
零	ø̃	3	䘼		
零	ø̃	3	稳		1
m	ãi	2	蛮		1
t	ãi	1	灯		1
t	ãi	3	典		1
t	ãi	3	掂		1
t	ãi	3	點		1
t	ãi	3	等		1
t	ãi	5	店		1
t	ãi	5	凳		1
tʰ	ãi	5	舔		1
d	ãi	2	甜		1
d	ãi	2	填		1
d	ãi	2	藤		1
d	ãi	6	簟		1
d	ãi	6	殿		1
d	ãi	6	垫		1
ts	ãi	1	针		1
ts	ãi	3	剪		1
tsʰ	ãi	1	千		1
dz	ãi	2	滕		1
k	ãi	1	庚		1
k	ãi	3	拣		1
kʰ	ãi	3	犬		1
kʰ	ãi	3	肯		1
g	ãi	2	悬		1
ɦ	ãi	2	闲		1
p	aŋ	1	奔		1
p	aŋ	1	锛		1
p	aŋ	1	奔		1
p	aŋ	3	本		1
pʰ	aŋ	1	喷		1
pʰ	aŋ	5	喷		1
b	aŋ	6	笨		1
m	aŋ	6	闷		1
f	aŋ	1	芬		1
f	aŋ	1	纷		1
f	aŋ	1	熏		1
f	aŋ	3	粉		1
f	aŋ	5	愤		1
f	aŋ	5	忿		1
f	aŋ	5	粪		1
f	aŋ	5	奋		1
v	aŋ	2	馄		1
v	aŋ	2	焚		1
v	aŋ	2	坟		1
v	aŋ	2	文		1
v	aŋ	2	纹		1
v	aŋ	2	闻		1
v	aŋ	2	云		1
v	aŋ	6	浑		1
v	aŋ	6	混		1
v	aŋ	6	份		1
t	aŋ	1	登		1
t	aŋ	1	镫		1
t	aŋ	5	顿		1
t	aŋ	5	瞪		1
tʰ	aŋ	1	腾		1
d	aŋ	2	饨		1
d	aŋ	2	沌		1
d	aŋ	2	誊		1
d	aŋ	2	邓		1
d	aŋ	6	遁		1
n	aŋ	2	能		1
l	aŋ	2	仑		1
l	aŋ	2	伦		1
l	aŋ	2	沦		1
l	aŋ	2	楞		1
l	aŋ	3	纫		1
l	aŋ	3	刃		1
ts	aŋ	1	津		1
ts	aŋ	1	榛		1
ts	aŋ	1	臻		1
ts	aŋ	1	曾		1
ts	aŋ	1	增		1
ts	aŋ	1	憎		1
ts	aŋ	5	蹭		1
dz	aŋ	2	曾		1
dz	aŋ	6	赠		1
s	aŋ	1	僧		1
s	aŋ	5	撰		1
k	aŋ	1	跟		1
k	aŋ	1	耕	文	1
k	aŋ	3	耿		1
kʰ	aŋ	1	龈		1
kʰ	aŋ	3	恳		1
kʰ	aŋ	3	垦		1
h	aŋ	1	夯		1
h	aŋ	1	亨		1
h	aŋ	3	很		1
ɦ	aŋ	2	恒		1
ɦ	aŋ	6	痕		1
ɦ	aŋ	6	恨		1
零	aŋ	1	恩		1
p	iŋ	1	彬		1
p	iŋ	1	宾		1
p	iŋ	1	槟		1
p	iŋ	1	鬓		1
p	iŋ	1	冰		1
p	iŋ	1	兵		1
p	iŋ	3	禀		1
p	iŋ	3	丙		1
p	iŋ	3	素		1
p	iŋ	5	殡		1
p	iŋ	5	迸		1
pʰ	iŋ	3	品		1
pʰ	iŋ	5	拼		1
pʰ	iŋ	5	聘		1
pʰ	iŋ	5	妹		1
pʰ	iŋ	5	拼		1
b	iŋ	2	贫		1
b	iŋ	2	频		1
b	iŋ	2	凭		1
b	iŋ	2	坪		1
b	iŋ	2	评		1
b	iŋ	2	瓶		1
b	iŋ	2	屏		1
b	iŋ	2	萍		1
m	iŋ	2	民		1
m	iŋ	2	萌		1
m	iŋ	2	鸣		1
m	iŋ	2	盟		1
m	iŋ	2	铭		1
m	iŋ	3	闽		1
m	iŋ	3	悯		1
m	iŋ	3	敏		1
m	iŋ	3	抿		1
m	iŋ	3	皿		1
m	iŋ	5	面		1
t	iŋ	1	丁		1
t	iŋ	1	钉		1
t	iŋ	1	疔		1
t	iŋ	3	顶		1
t	iŋ	3	鼎		1
t	iŋ	5	钉		1
t	iŋ	5	订		1
tʰ	iŋ	1	厅		1
tʰ	iŋ	1	汀		1
tʰ	iŋ	3	艇		1
tʰ	iŋ	3	挺		1
d	iŋ	2	亭		1
d	iŋ	2	停		1
d	iŋ	2	廷		1
d	iŋ	2	庭		1
d	iŋ	2	蜓		1
d	iŋ	6	阵		1
d	iŋ	6	锭		1
l	iŋ	1	拎		1
l	iŋ	2	林		1
l	iŋ	2	淋		1
l	iŋ	2	临		1
l	iŋ	2	槐		1
l	iŋ	2	怜		1
l	iŋ	2	邻		1
l	iŋ	2	鳞		1
l	iŋ	2	烦		1
l	iŋ	2	吝		1
l	iŋ	2	陵		1
l	iŋ	2	凌		1
l	iŋ	2	菱		1
l	iŋ	2	灵		1
l	iŋ	2	零		1
l	iŋ	2	铃		1
l	iŋ	2	伶		1
l	iŋ	2	翎		1
l	iŋ	6	令		1
l	iŋ	6	另		1
tɕ	iŋ	1	今		1
tɕ	iŋ	1	金		1
tɕ	iŋ	1	襟		1
tɕ	iŋ	1	珍		1
tɕ	iŋ	1	真		1
tɕ	iŋ	1	疹		1
tɕ	iŋ	1	征		1
tɕ	iŋ	1	蒸		1
tɕ	iŋ	1	茎		1
tɕ	iŋ	1	京		1
tɕ	iŋ	1	荆		1
tɕ	iŋ	1	鲸		1
tɕ	iŋ	1	侦		1
tɕ	iŋ	1	贞		1
tɕ	iŋ	1	精		1
tɕ	iŋ	1	晶		1
tɕ	iŋ	1	睛		1
tɕ	iŋ	3	枕		1
tɕ	iŋ	3	锦		1
tɕ	iŋ	3	枕		1
tɕ	iŋ	3	紧		1
tɕ	iŋ	3	拯		1
tɕ	iŋ	3	景		1
tɕ	iŋ	3	颈		1
tɕ	iŋ	5	禁		1
tɕ	iŋ	5	浸		1
tɕ	iŋ	5	禁		1
tɕ	iŋ	5	进		1
tɕ	iŋ	5	晋		1
tɕ	iŋ	5	镇		1
tɕ	iŋ	5	诊		1
tɕ	iŋ	5	振		1
tɕ	iŋ	5	震		1
tɕ	iŋ	5	劲		1
tɕ	iŋ	5	甑		1
tɕ	iŋ	5	证		1
tɕ	iŋ	5	症		1
tɕ	iŋ	5	境		1
tɕ	iŋ	5	警		1
tɕ	iŋ	5	敬		1
tɕ	iŋ	5	竟		1
tɕ	iŋ	5	政		1
tɕ	iŋ	5	径		1
tɕ	iŋ	5	劲		1
tɕʰ	iŋ	1	深		1
tɕʰ	iŋ	1	钦		1
tɕʰ	iŋ	1	亲		1
tɕʰ	iŋ	1	亲		1
tɕʰ	iŋ	1	称		1
tɕʰ	iŋ	1	卿		1
tɕʰ	iŋ	1	蜻		1
tɕʰ	iŋ	1	清		1
tɕʰ	iŋ	1	青		1
tɕʰ	iŋ	1	蛏		1
tɕʰ	iŋ	5	寝		1
tɕʰ	iŋ	5	揿		1
tɕʰ	iŋ	5	趁		1
tɕʰ	iŋ	5	衬		1
tɕʰ	iŋ	5	秤		1
tɕʰ	iŋ	5	庆		1
tɕʰ	iŋ	5	磬		1
dʑ	iŋ	2	岑		1
dʑ	iŋ	2	琴		1
dʑ	iŋ	2	禽		1
dʑ	iŋ	2	擒		1
dʑ	iŋ	2	秦		1
dʑ	iŋ	2	尘		1
dʑ	iŋ	2	晨		1
dʑ	iŋ	2	臣		1
dʑ	iŋ	2	芹		1
dʑ	iŋ	2	澄		1
dʑ	iŋ	2	澄		1
dʑ	iŋ	2	橙		1
dʑ	iŋ	2	澄		1
dʑ	iŋ	2	橙		1
dʑ	iŋ	2	擎		1
dʑ	iŋ	2	竞		1
dʑ	iŋ	2	逞		1
dʑ	iŋ	2	呈		1
dʑ	iŋ	2	程		1
dʑ	iŋ	6	妗		1
dʑ	iŋ	6	仅		1
dʑ	iŋ	6	谨		1
dʑ	iŋ	6	阵	文	1
dʑ	iŋ	6	惩		1
dʑ	iŋ	6	剩		1
ȵ	iŋ	2	吟		1
ȵ	iŋ	2	迎		1
ȵ	iŋ	2	宁		1
ȵ	iŋ	6	认		1
ɕ	iŋ	1	心		1
ɕ	iŋ	1	掀		1
ɕ	iŋ	1	辛		1
ɕ	iŋ	1	新		1
ɕ	iŋ	1	薪		1
ɕ	iŋ	1	身		1
ɕ	iŋ	1	申		1
ɕ	iŋ	1	欣		1
ɕ	iŋ	1	升		1
ɕ	iŋ	1	兴		1
ɕ	iŋ	1	星		1
ɕ	iŋ	1	腥		1
ɕ	iŋ	3	沈		1
ɕ	iŋ	3	审		1
ɕ	iŋ	3	婶		1
ɕ	iŋ	3	讯		1
ɕ	iŋ	3	迅		1
ɕ	iŋ	5	渗		1
ɕ	iŋ	5	信		1
ɕ	iŋ	5	衅		1
ɕ	iŋ	5	胜		1
ɕ	iŋ	5	胜		1
ɕ	iŋ	5	兴		1
ɕ	iŋ	5	圣		1
ʑ	iŋ	2	寻		1
ʑ	iŋ	2	神		1
ʑ	iŋ	2	娠		1
ʑ	iŋ	2	辰		1
ʑ	iŋ	2	乘		1
ʑ	iŋ	2	绳		1
ʑ	iŋ	2	承		1
ʑ	iŋ	2	丞		1
ʑ	iŋ	2	情		1
ʑ	iŋ	2	成		1
ʑ	iŋ	2	诚		1
ʑ	iŋ	6	尽		1
ʑ	iŋ	6	肾		1
ʑ	iŋ	6	慎		1
ʑ	iŋ	6	仍		1
ʑ	iŋ	6	盛		1
ʑ	iŋ	6	静		1
ʑ	iŋ	6	净		1
零	iŋ	2	淫		1
零	iŋ	2	寅		1
零	iŋ	2	孕		1
零	iŋ	2	盈		1
零	iŋ	2	革		1
零	iŋ	2	形		1
零	iŋ	2	型		1
零	iŋ	2	刑		1
零	iŋ	1	音		1
零	iŋ	1	阴		1
零	iŋ	1	荫		1
零	iŋ	1	咽		1
零	iŋ	1	因		1
零	iŋ	1	姻		1
零	iŋ	1	殷		1
零	iŋ	1	应		1
零	iŋ	1	鹰		1
零	iŋ	1	蝇		1
零	iŋ	1	莺		1
零	iŋ	1	鹦		1
零	iŋ	1	樱		1
零	iŋ	1	英		1
零	iŋ	1	婴		1
零	iŋ	1	缨		1
零	iŋ	3	饮		1
零	iŋ	3	引		1
零	iŋ	3	隐		1
零	iŋ	3	颖		1
零	iŋ	5	窨		1
零	iŋ	5	湮		1
零	iŋ	5	印		1
零	iŋ	5	应		1
k	uaŋ	1	昆		1
k	uaŋ	1	崑		1
k	uaŋ	3	鳏		1
k	uaŋ	3	滚		1
k	uaŋ	3	梗		1
k	uaŋ	5	棍		1
kʰ	uaŋ	1	坤		1
kʰ	uaŋ	3	捆		1
kʰ	uaŋ	5	困		1
kʰ	uaŋ	5	睏		1
g	uaŋ	2	拳		1
g	uaŋ	2	裙		1
零	uaŋ	3	吻		1
零	uaŋ	3	刎		1
p	oŋ	1	崩		1
pʰ	oŋ	1	蜂		1
pʰ	oŋ	3	捧		1
b	oŋ	2	朋		1
b	oŋ	2	棚		1
b	oŋ	2	篷		1
b	oŋ	2	蓬		1
b	oŋ	2	缝		1
m	oŋ	2	蠓		1
m	oŋ	2	蒙		1
m	oŋ	3	芒		1
m	oŋ	3	猛		1
m	oŋ	3	懵		1
m	oŋ	5	梦		1
t	oŋ	1	冬		1
t	oŋ	1	东		1
t	oŋ	3	董		1
t	oŋ	3	懂		1
t	oŋ	5	冻		1
t	oŋ	5	栋		1
tʰ	oŋ	1	窗		1
tʰ	oŋ	1	通		1
tʰ	oŋ	3	桶		1
tʰ	oŋ	3	捕		1
tʰ	oŋ	3	统		1
d	oŋ	2	同		1
d	oŋ	2	铜		1
d	oŋ	2	桐		1
d	oŋ	2	筒		1
d	oŋ	2	童		1
d	oŋ	2	瞳		1
d	oŋ	2	虫		1
d	oŋ	6	重		1
d	oŋ	6	洞		1
d	oŋ	6	动		1
n	oŋ	2	浓		1
n	oŋ	2	农		1
n	oŋ	2	脓		1
n	oŋ	2	侬		1
n	oŋ	5	软		1
l	oŋ	2	隆		1
l	oŋ	2	笼		1
l	oŋ	2	聋		1
l	oŋ	2	龙		1
l	oŋ	3	拢		1
l	oŋ	3	陇		1
l	oŋ	3	垄		1
l	oŋ	6	弄		1
ts	oŋ	1	纵		1
ts	oŋ	1	棕		1
ts	oŋ	1	鬃		1
ts	oŋ	1	综		1
ts	oŋ	1	宗		1
ts	oŋ	1	钟		1
ts	oŋ	1	铺		1
ts	oŋ	1	终		1
ts	oŋ	1	中		1
ts	oŋ	1	忠		1
ts	oŋ	1	舂		1
ts	oŋ	3	总		1
ts	oŋ	3	种		1
ts	oŋ	3	肿		1
ts	oŋ	5	粽		1
ts	oŋ	5	纵		1
ts	oŋ	5	众		1
ts	oŋ	5	种		1
tsʰ	oŋ	1	盅		1
tsʰ	oŋ	1	从		1
tsʰ	oŋ	1	聪		1
tsʰ	oŋ	1	匆		1
tsʰ	oŋ	1	葱		1
tsʰ	oŋ	1	囱		1
tsʰ	oŋ	1	充		1
tsʰ	oŋ	1	冲		1
tsʰ	oŋ	3	宠		1
dz	oŋ	2	从		1
dz	oŋ	6	仲		1
s	oŋ	1	双		1
s	oŋ	1	双		1
s	oŋ	1	宋		1
s	oŋ	1	嵩		1
s	oŋ	1	松		1
s	oŋ	5	颂		1
s	oŋ	5	诵		1
s	oŋ	5	讼		1
s	oŋ	5	送		1
z	oŋ	2	松		1
z	oŋ	2	茸		1
z	oŋ	2	戎		1
z	oŋ	2	绒		1
z	oŋ	2	丛		1
z	oŋ	2	崇		1
k	oŋ	1	恭		1
k	oŋ	1	公		1
k	oŋ	1	蚣		1
k	oŋ	1	工		1
k	oŋ	1	功		1
k	oŋ	1	攻		1
k	oŋ	1	弓		1
k	oŋ	1	躬		1
k	oŋ	1	宫		1
kʰ	oŋ	1	空		1
kʰ	oŋ	3	控		1
kʰ	oŋ	3	恐		1
kʰ	oŋ	3	孔		1
kʰ	oŋ	5	空		1
h	oŋ	1	烘		1
h	oŋ	1	轰		1
h	oŋ	1	讽		1
h	oŋ	1	峰		1
h	oŋ	1	锋		1
h	oŋ	1	封		1
h	oŋ	1	风		1
h	oŋ	1	枫		1
h	oŋ	1	疯		1
h	oŋ	1	丰		1
h	oŋ	3	哄		1
h	oŋ	6	哄		1
ɦ	oŋ	2	弘		1
ɦ	oŋ	2	红		1
ɦ	oŋ	2	洪		1
ɦ	oŋ	2	鸿		1
ɦ	oŋ	2	虹		1
ɦ	oŋ	2	冯		1
ɦ	oŋ	6	俸		1
ɦ	oŋ	6	缝		1
ɦ	oŋ	6	奉		1
ɦ	oŋ	6	凤		1
ɦ	oŋ	6	逢		1
零	oŋ	1	瓮		1
零	oŋ	6	共		1
tɕ	ioŋ	1	根		1
tɕ	ioŋ	1	巾		1
tɕ	ioŋ	1	斤		1
tɕ	ioŋ	1	筋		1
tɕ	ioŋ	1	均		1
tɕ	ioŋ	1	钧		1
tɕ	ioŋ	1	君		1
tɕ	ioŋ	1	军		1
tɕ	ioŋ	1	供		1
tɕ	ioŋ	3	准		1
tɕ	ioŋ	3	凖		1
tɕ	ioŋ	3	菌		1
tɕ	ioŋ	3	拱		1
tɕ	ioŋ	3	巩		1
tɕ	ioŋ	5	俊		1
tɕ	ioŋ	5	濬		1
tɕʰ	ioŋ	1	穿		1
tɕʰ	ioŋ	1	伸		1
tɕʰ	ioŋ	1	椿		1
tɕʰ	ioŋ	1	春		1
tɕʰ	ioŋ	3	盘		1
tɕʰ	ioŋ	3	倾		1
tɕʰ	ioŋ	5	串		1
dʑ	ioŋ	2	窘		1
dʑ	ioŋ	2	琼		1
dʑ	ioŋ	2	穷		1
dʑ	ioŋ	3	盾		1
dʑ	ioŋ	3	盾		1
dʑ	ioŋ	6	赚		1
dʑ	ioŋ	6	近		1
dʑ	ioŋ	6	群		1
dʑ	ioŋ	6	郡		1
dʑ	ioŋ	6	虹		1
dʑ	ioŋ	6	共		1
ȵ	ioŋ	2	银		1
ȵ	ioŋ	3	忍		1
ȵ	ioŋ	6	韧		1
ɕ	ioŋ	1	勳		1
ɕ	ioŋ	1	熏		1
ɕ	ioŋ	1	胸		1
ɕ	ioŋ	1	凶		1
ɕ	ioŋ	1	兇		1
ɕ	ioŋ	3	荀		1
ɕ	ioŋ	3	笋		1
ɕ	ioŋ	3	榫		1
ʑ	ioŋ	2	葚		1
ʑ	ioŋ	2	甚		1
ʑ	ioŋ	2	船		1
ʑ	ioŋ	2	人		1
ʑ	ioŋ	2	仁		1
ʑ	ioŋ	2	勤		1
ʑ	ioŋ	2	循		1
ʑ	ioŋ	2	巡		1
ʑ	ioŋ	2	唇		1
ʑ	ioŋ	2	纯		1
ʑ	ioŋ	2	莼		1
ʑ	ioŋ	2	醇		1
ʑ	ioŋ	6	赁		1
ʑ	ioŋ	6	任		1
ʑ	ioŋ	6	顺		1
ɦ	ioŋ	2	匀		1
ɦ	ioŋ	2	营		1
ɦ	ioŋ	2	荥		1
ɦ	ioŋ	2	熊		1
ɦ	ioŋ	2	雄		1
ɦ	ioŋ	2	融		1
ɦ	ioŋ	2	容		1
ɦ	ioŋ	2	蓉		1
ɦ	ioŋ	2	镕		1
ɦ	ioŋ	2	荣		1
ɦ	ioŋ	6	润		1
ɦ	ioŋ	6	闰		1
ɦ	ioŋ	6	运		1
ɦ	ioŋ	6	用		1
零	ioŋ	1	雍		1
零	ioŋ	1	痈		1
零	ioŋ	1	庸		1
零	ioŋ	3	兖		1
零	ioŋ	3	泳		1
零	ioŋ	3	咏		1
零	ioŋ	3	再		1
零	ioŋ	3	勇		1
零	ioŋ	3	涌		1
零	ioŋ	3	永		1
零	ioŋ	3	拥		1
零	ioŋ	5	韵		1
零	ioŋ	5	壅		1
v	aʔ	8	划		1
tʰ	aʔ	7	鳎		1
h	aʔ	7	郝		1
h	aʔ	7	黑		1
h	aʔ	7	赫		1
h	aʔ	7	吓		1
零	aʔ	7	也		1
零	aʔ	7	鸭		1
零	aʔ	7	押		1
零	aʔ	7	压		1
零	aʔ	7	扼		1
p	əʔ	7	八		1
p	əʔ	7	钵		1
p	əʔ	7	不		1
p	əʔ	7	博		1
p	əʔ	7	剥		1
p	əʔ	7	北		1
p	əʔ	7	迫		1
p	əʔ	7	腹		1
p	əʔ	7	卜		1
pʰ	əʔ	7	帕		1
pʰ	əʔ	7	樸		1
pʰ	əʔ	7	朴		1
pʰ	əʔ	7	拍		1
pʰ	əʔ	7	魄		1
pʰ	əʔ	7	扑		1
pʰ	əʔ	7	覆		1
b	əʔ	8	薄		1
b	əʔ	8	拔		1
b	əʔ	8	钹		1
b	əʔ	8	勃		1
b	əʔ	8	帛		1
m	əʔ	7	抹		1
m	əʔ	7	抹		1
m	əʔ	7	摸		1
m	əʔ	8	末		1
m	əʔ	8	沫		1
m	əʔ	8	袜		1
m	əʔ	8	墨		1
m	əʔ	8	默		1
m	əʔ	8	陌		1
m	əʔ	8	目		1
m	əʔ	8	穆		1
m	əʔ	8	牧		1
m	əʔ	8	木		1
f	əʔ	7	法		1
f	əʔ	7	發		1
f	əʔ	7	髮		1
f	əʔ	7	忽		1
f	əʔ	7	勿		1
f	əʔ	7	複		1
f	əʔ	7	复		1
v	əʔ	8	乏		1
v	əʔ	8	滑		1
v	əʔ	8	猾		1
v	əʔ	8	伐		1
v	əʔ	8	筏		1
v	əʔ	8	罚		1
v	əʔ	8	佛		1
v	əʔ	8	佛		1
v	əʔ	8	或		1
v	əʔ	8	惑		1
v	əʔ	8	获		1
t	əʔ	7	答		1
t	əʔ	7	搭		1
t	əʔ	7	掇		1
t	əʔ	7	掇		1
t	əʔ	7	得		1
t	əʔ	7	德		1
t	əʔ	7	竹		1
t	əʔ	7	笃		1
t	əʔ	7	督		1
tʰ	əʔ	7	搦		1
tʰ	əʔ	7	塔		1
tʰ	əʔ	7	榻		1
tʰ	əʔ	7	塌		1
tʰ	əʔ	7	帖		1
tʰ	əʔ	7	贴		1
tʰ	əʔ	7	獭		1
tʰ	əʔ	7	脱		1
tʰ	əʔ	7	讬		1
tʰ	əʔ	7	托		1
tʰ	əʔ	7	秃		1
d	əʔ	8	踏		1
d	əʔ	8	沓		1
d	əʔ	8	叠		1
d	əʔ	8	碟		1
d	əʔ	8	牒		1
d	əʔ	8	蝶		1
d	əʔ	8	谍		1
d	əʔ	8	达		1
d	əʔ	8	夺		1
d	əʔ	8	突		1
d	əʔ	8	铎		1
d	əʔ	8	特		1
d	əʔ	8	独		1
d	əʔ	8	读		1
d	əʔ	8	牍		1
d	əʔ	8	犊		1
d	əʔ	8	毒		1
n	əʔ	8	纳		1
n	əʔ	8	捺		1
n	əʔ	8	捏		1
n	əʔ	8	诺		1
l	əʔ	8	赂		1
l	əʔ	8	腊		1
l	əʔ	8	蜡		1
l	əʔ	8	猎		1
l	əʔ	8	粒		1
l	əʔ	8	辣		1
l	əʔ	8	痢		1
l	əʔ	8	捋		1
l	əʔ	8	烙		1
l	əʔ	8	骆		1
l	əʔ	8	酪		1
l	əʔ	8	洛		1
l	əʔ	8	络		1
l	əʔ	8	乐		1
l	əʔ	8	略		1
l	əʔ	8	肋		1
l	əʔ	8	勒		1
l	əʔ	8	鹿		1
l	əʔ	8	禄		1
l	əʔ	8	录		1
l	əʔ	8	六		1
l	əʔ	8	陆		1
ts	əʔ	7	诈		1
ts	əʔ	7	炸		1
ts	əʔ	7	乍		1
ts	əʔ	7	劄		1
ts	əʔ	7	札		1
ts	əʔ	7	紫		1
ts	əʔ	7	质		1
ts	əʔ	7	卒		1
ts	əʔ	7	作		1
ts	əʔ	7	柞		1
ts	əʔ	7	琢		1
ts	əʔ	7	涿		1
ts	əʔ	7	捉		1
ts	əʔ	7	则		1
ts	əʔ	7	仄		1
ts	əʔ	7	窄		1
ts	əʔ	7	责		1
ts	əʔ	7	足		1
ts	əʔ	7	筑		1
ts	əʔ	7	祝		1
ts	əʔ	7	粥		1
tsʰ	əʔ	7	缀		1
tsʰ	əʔ	7	插		1
tsʰ	əʔ	7	缉		1
tsʰ	əʔ	7	辑		1
tsʰ	əʔ	7	擦		1
tsʰ	əʔ	7	撮		1
tsʰ	əʔ	7	戳		1
tsʰ	əʔ	7	侧		1
tsʰ	əʔ	7	测		1
tsʰ	əʔ	7	促		1
tsʰ	əʔ	7	触		1
dz	əʔ	8	秩		1
dz	əʔ	8	浊		1
dz	əʔ	8	镯		1
dz	əʔ	8	泽		1
dz	əʔ	8	择		1
dz	əʔ	8	宅		1
dz	əʔ	8	逐		1
dz	əʔ	8	轴		1
s	əʔ	7	涩		1
s	əʔ	7	萨		1
s	əʔ	7	杀		1
s	əʔ	7	刷		1
s	əʔ	7	瑟		1
s	əʔ	7	虱		1
s	əʔ	7	率		1
s	əʔ	7	蟀		1
s	əʔ	7	索		1
s	əʔ	7	朔		1
s	əʔ	7	塞		1
s	əʔ	7	色		1
s	əʔ	7	啬		1
s	əʔ	7	缩		1
s	əʔ	7	粟		1
s	əʔ	7	速		1
s	əʔ	7	肃		1
s	əʔ	7	宿		1
s	əʔ	7	束		1
s	əʔ	7	淑		1
s	əʔ	7	蓄		1
z	əʔ	8	杂		1
z	əʔ	8	闸		1
z	əʔ	8	炸		1
z	əʔ	8	十		1
z	əʔ	8	什		1
z	əʔ	8	拾		1
z	əʔ	8	锄		1
z	əʔ	8	疾		1
z	əʔ	8	昨		1
z	əʔ	8	贼		1
z	əʔ	8	族		1
z	əʔ	8	熟		1
z	əʔ	8	赎		1
z	əʔ	8	辱		1
z	əʔ	8	褥		1
k	əʔ	7	合		1
k	əʔ	7	鸽		1
k	əʔ	7	橄		1
k	əʔ	7	夹		1
k	əʔ	7	裌		1
k	əʔ	7	甲		1
k	əʔ	7	挟		1
k	əʔ	7	割		1
k	əʔ	7	葛		1
k	əʔ	7	各		1
k	əʔ	7	搁		1
k	əʔ	7	胳		1
k	əʔ	7	郭		1
k	əʔ	7	廓		1
k	əʔ	7	觉		1
k	əʔ	7	角		1
k	əʔ	7	国		1
k	əʔ	7	革		1
k	əʔ	7	毂		1
k	əʔ	7	谷		1
kʰ	əʔ	7	咳		1
kʰ	əʔ	7	恰		1
kʰ	əʔ	7	掐		1
kʰ	əʔ	7	渴		1
kʰ	əʔ	7	确		1
kʰ	əʔ	7	壳		1
kʰ	əʔ	7	刻		1
kʰ	əʔ	7	刻		1
kʰ	əʔ	7	克		1
kʰ	əʔ	7	酷		1
kʰ	əʔ	7	哭		1
ŋ	əʔ	8	鄂		1
ŋ	əʔ	8	鹤		1
ŋ	əʔ	8	岳		1
ŋ	əʔ	8	嶽		1
ŋ	əʔ	8	乐		1
h	əʔ	7	喝		1
p	ieʔ	7	别		1
p	ieʔ	7	鳖		1
p	ieʔ	7	憋		1
p	ieʔ	7	笔		1
p	ieʔ	7	毕		1
p	ieʔ	7	必		1
p	ieʔ	7	弼		1
p	ieʔ	7	逼		1
p	ieʔ	7	碧		1
p	ieʔ	7	璧		1
p	ieʔ	7	壁		1
pʰ	ieʔ	7	撇		1
pʰ	ieʔ	7	匹		1
pʰ	ieʔ	7	僻		1
pʰ	ieʔ	7	劈		1
m	ieʔ	7	密		1
m	ieʔ	7	没		1
m	ieʔ	8	灭		1
m	ieʔ	8	蔑		1
m	ieʔ	8	蔑		1
m	ieʔ	8	蜜		1
m	ieʔ	8	觅		1
t	ieʔ	7	跌		1
t	ieʔ	7	啄		1
t	ieʔ	7	的		1
t	ieʔ	7	滴		1
t	ieʔ	7	嫡		1
tʰ	ieʔ	7	铁		1
tʰ	ieʔ	7	踢		1
tʰ	ieʔ	7	剔		1
d	ieʔ	8	直		1
d	ieʔ	8	值		1
d	ieʔ	8	笛		1
d	ieʔ	8	敌		1
d	ieʔ	8	狄		1
l	ieʔ	7	裂		1
l	ieʔ	8	例		1
l	ieʔ	8	立		1
l	ieʔ	8	笠		1
l	ieʔ	8	列		1
l	ieʔ	8	烈		1
l	ieʔ	8	劣		1
l	ieʔ	8	栗		1
l	ieʔ	8	率		1
l	ieʔ	8	掠		1
l	ieʔ	8	力		1
l	ieʔ	8	歷		1
l	ieʔ	8	曆		1
