漢字	IPA	注釋
俊	tsuaŋ5	
壯	tsuaŋ5	
喘	tsʰuaŋ3	
忖	tsʰuaŋ3	
創	tsʰuaŋ5	
寸	tsʰuaŋ5	
□	tsʰuaŋ5	打牌時，下家用主牌壓上家的副牌。也說“斃＂
孫	suaŋ1	
蓀	suaŋ1	
純	suaŋ2	
旬	suaŋ2	
荀	suaŋ2	
淳	suaŋ2	
醇	suaŋ2	
巡	suaŋ2	
循	suaŋ2	
尋	suaŋ2	（文讀）～人
筍	suaŋ3	
損	suaŋ3	
隼	suaŋ3	
榫	suaŋ3	
□	suaŋ4	放任，縱容
誦	suaŋ5	
訟	suaŋ5	
順	suaŋ5	（文讀）用於人名等
頌	suaŋ5	（文讀）歌～
斤	kuaŋ1	
巾	kuaŋ1	
君	kuaŋ1	
均	kuaŋ1	
鈞	kuaŋ1	
軍	kuaŋ1	
皸	kuaŋ1	必～：（皮膚）皸裂
拳	kuaŋ2	
群	kuaŋ2	
裙	kuaŋ2	
勤	kuaŋ2	（文讀）辛～
滾	kuaŋ3	
郡	kuaŋ4	
近	kuaŋ4	
灌	kuaŋ5	
昆	kʰuaŋ1	
崑	kʰuaŋ1	
錕	kʰuaŋ1	
坤	kʰuaŋ1	
菌	kʰuaŋ3	
捆	kʰuaŋ3	
礦	kʰuaŋ3	
頃	kʰuaŋ3	
傾	kʰuaŋ3	讀同“頃”
墾	kʰuaŋ3	
懇	kʰuaŋ3	
困	kʰuaŋ5	
況	kʰuaŋ5	
溫	ŋuaŋ1	
瘟	ŋuaŋ1	
文	ŋuaŋ2	
紋	ŋuaŋ2	
聞	ŋuaŋ2	（文讀）新～
渾	ŋuaŋ2	（白讀）渾濁
穩	ŋuaŋ3	
吻	ŋuaŋ3	
刎	ŋuaŋ3	
殞	ŋuaŋ3	
問	ŋuaŋ5	（文讀）～題
悶	ŋuaŋ5	又音
□	ŋuaŋ5	臥（詈辭）
葷	huaŋ1	
芬	huaŋ1	
紛	huaŋ1	
汾	huaŋ1	誤讀
分	huaŋ1	（文讀）～數
昏	huaŋ1	（文讀）黃～
魂	huaŋ2	
墳	huaŋ2	
焚	huaŋ2	
渾	huaŋ2	（文讀）～球
煩	huaŋ2	新讀
粉	huaŋ3	
忿	huaŋ3	
憤	huaŋ3	
晃	huaŋ3	
榥	huaŋ3	
幌	huaŋ3	
混	huaŋ4	
□	huaŋ4	暈
份	huaŋ5	
訓	huaŋ5	
奮	huaŋ5	
放	huaŋ5	（文讀）解～
糞	huaŋ5	（文讀）～土當年萬戶侯
兵	pæŋ1	
賓	pæŋ1	
濱	pæŋ1	
儐	pæŋ1	
殯	pæŋ1	
檳	pæŋ1	
彬	pæŋ1	
斌	pæŋ1	
瀕	pæŋ1	
冰	pæŋ1	（文讀）～糖
憑	pæŋ2	
貧	pæŋ2	
蘋	pæŋ2	
評	pæŋ2	
萍	pæŋ2	
頻	pæŋ2	
顰	pæŋ2	
屏	pæŋ2	
便	pæŋ2	～宜
姘	pæŋ2	誤讀
平	pæŋ2	（文讀）水～
丙	pæŋ3	
炳	pæŋ3	
柄	pæŋ3	《集韻》補永切
秉	pæŋ3	
稟	pæŋ3	
並	pæŋ4	～無：從來
鬢	pæŋ5	
臏	pæŋ5	
並	pæŋ5	（文讀）合～
病	pæŋ5	（文讀）～變
摒	pæŋ5	（文讀）～棄
拼	pʰæŋ1	
品	pʰæŋ3	
聘	pʰæŋ5	
盼	pʰæŋ5	
拼	pʰæŋ7	橫劈
民	mæŋ2	
緡	mæŋ2	～錢：銅錢
眠	mæŋ2	（文讀）～夢：做夢
冥	mæŋ2	
暝	mæŋ2	（文讀）
明	mæŋ2	（文讀）光～
萌	mæŋ2	
盟	mæŋ2	
銘	mæŋ2	
鳴	mæŋ2	
敏	mæŋ3	
皿	mæŋ3	
茗	mæŋ3	
閔	mæŋ3	
憫	mæŋ3	
命	mæŋ5	（文讀）～令
□	mæŋ5	水滿得很
珍	tæŋ1	
征	tæŋ1	
丁	tæŋ1	
砧	tæŋ1	肉～：用整段松木等做成的肉案
陳	tæŋ2	
塵	tæŋ2	
沉	tæŋ2	
廷	tæŋ2	
庭	tæŋ2	
霆	tæŋ2	
蜓	tæŋ2	
埕	tæŋ2	
鼎	tæŋ3	（文讀）～立
頂	tæŋ3	（文讀）～個（寒人）：特別（冷）
陣	tæŋ5	
鎮	tæŋ5	
燉	tæŋ5	
仗	tæŋ5	
訂	tæŋ5	
定	tæŋ5	（文讀）一～
□	tæŋ5	～增：變清，澄清
□	tæŋ5	木項～：廚房裏磚石砌成的蓄水池的沿
汀	tʰæŋ1	
聽	tʰæŋ1	（文讀）
趁	tʰæŋ5	（白讀）賺，掙
仍	læŋ1	
扔	læŋ1	
林	læŋ2	
淋	læŋ2	
琳	læŋ2	
霖	læŋ2	
寧	læŋ2	
鈴	læŋ2	
吟	læŋ2	
人	læŋ2	①“人＂作賓語時常讀作lɯŋ²，如，駡～mã⁵lɯŋ²。
鄰	læŋ2	
磷	læŋ2	
麟	læŋ2	
璘	læŋ2	
鱗	læŋ2	（文讀）～片
憐	læŋ2	
陵	læŋ2	
綾	læŋ2	
淩	læŋ2	
菱	læŋ2	
鯪	læŋ2	～鯉：穿山甲
凝	læŋ2	（文讀）
何	læŋ2	香～：人名
靈	læŋ2	（文讀）～活
迎	læŋ2	（文讀）～接
忍	læŋ3	
耳	læŋ3	～子：耳朵。《集韻》仍拯切
□	læŋ4	痕，刻痕
認	læŋ5	
韌	læŋ5	
令	læŋ5	
另	læŋ5	
吝	læŋ5	
晶	tsæŋ1	
睛	tsæŋ1	
精	tsæŋ1	（文讀）味～
增	tsæŋ1	（白讀）（粥）稀
靜	tsæŋ4	
靖	tsæŋ4	
盡	tsæŋ4	
燼	tsæŋ4	
淨	tsæŋ4	
進	tsæŋ5	
晉	tsæŋ5	
浸	tsæŋ5	
盡	tsæŋ7	砍斷（枝條等細小的東西）
清	tsʰæŋ1	（文讀）～楚
青	tsʰæŋ1	（文讀）～年
氰	tsʰæŋ1	
蜻	tsʰæŋ1	
親	tsʰæŋ1	～戚
親	tsʰæŋ1	～家
寢	tsʰæŋ3	
侵	tsʰæŋ3	讀同“寢”
請	tsʰæŋ3	（文讀）聘～
倩	tsʰæŋ5	（文讀）～影
凊	tsʰæŋ5	冷也
心	sæŋ1	
芯	sæŋ1	
辛	sæŋ1	
鋅	sæŋ1	
新	sæŋ1	
薪	sæŋ1	
蠅	sæŋ2	（白讀）蠓～：蒼蠅
信	sæŋ5	（文讀）寫～
性	sæŋ5	（文讀）～質
訊	sæŋ5	
迅	sæŋ5	
真	tʃiæŋ1	
貞	tʃiæŋ1	
禎	tʃiæŋ1	
偵	tʃiæŋ1	
征	tʃiæŋ1	
針	tʃiæŋ1	
津	tʃiæŋ1	
箴	tʃiæŋ1	
斟	tʃiæŋ1	
蒸	tʃiæŋ1	
枕	tʃiæŋ3	
整	tʃiæŋ3	
拯	tʃiæŋ3	
診	tʃiæŋ3	
疹	tʃiæŋ3	
震	tʃiæŋ3	
振	tʃiæŋ3	以上二字許多閩方言讀上聲
證	tʃiæŋ5	
政	tʃiæŋ5	
症	tʃiæŋ5	無～頭：沒奔頭
正	tʃiæŋ5	（文讀）～牌，轉～
稱	tʃʰiæŋ1	～呼
深	tʃʰiæŋ1	（文讀）魯智～：《水滸傳》人物名
塍	tʃʰiæŋ2	（文讀）田埂
秤	tʃʰiæŋ5	
襯	tʃʰiæŋ5	
稱	tʃʰiæŋ5	相～
趁	tʃʰiæŋ5	（文讀）～機
□	tʃʰiæŋ7	眨
升	ʃiæŋ1	
升	ʃiæŋ1	
身	ʃiæŋ1	
申	ʃiæŋ1	
伸	ʃiæŋ1	
砷	ʃiæŋ1	
呻	ʃiæŋ1	（文讀）～吟
聲	ʃiæŋ1	（文讀）～望
神	ʃiæŋ2	
城	ʃiæŋ2	
誠	ʃiæŋ2	
辰	ʃiæŋ2	
娠	ʃiæŋ2	
晨	ʃiæŋ2	
唇	ʃiæŋ2	誤讀
忱	ʃiæŋ2	
承	ʃiæŋ2	
丞	ʃiæŋ2	
乘	ʃiæŋ2	
臣	ʃiæŋ2	
成	ʃiæŋ2	（文讀）～功，～人教育
□	ʃiæŋ2	～空：懸空
審	ʃiæŋ3	
嬸	ʃiæŋ3	
沈	ʃiæŋ3	
腎	ʃiæŋ4	（文讀）～虧
聖	ʃiæŋ5	
勝	ʃiæŋ5	
盛	ʃiæŋ5	
剩	ʃiæŋ5	
慎	ʃiæŋ5	
甚	ʃiæŋ5	□～□kæŋ¹…：原本（就）…（還）…
金	kiæŋ1	
荊	kiæŋ1	
襟	kiæŋ1	
兢	kiæŋ1	
京	kiæŋ1	
鯨	kiæŋ1	
經	kiæŋ1	（文讀）～過
驚	kiæŋ1	（文讀）～蜇
今	kiæŋ1	（文讀）如～
□	kiæŋ1	□ʃæŋ⁵～…：原本（就）…（還）…
琴	kiæŋ2	
瓊	kiæŋ2	
禽	kiæŋ2	
擒	kiæŋ2	一種攔雞鴨的竹編罩子，也指用罩子罩住鶏鴨等的動作。～□læŋ²：（從人或東西上）跨過
□	kiæŋ2	食物煮過頭
緊	kiæŋ3	
錦	kiæŋ3	
僅	kiæŋ3	
謹	kiæŋ3	
饉	kiæŋ3	
景	kiæŋ3	
警	kiæŋ3	
境	kiæŋ3	
竟	kiæŋ3	誤讀
妗	kiæŋ4	舅母
腎	kiæŋ4	（白讀）雞鴨胃。上古諧聲時代禪母與舌根音關係密切的證據之一①嚴修鴻《從南方方言裏“腎、䟗、睡＂白讀音看禪母古讀》，《語文研究》2000年第4期。
敬	kiæŋ5	
儆	kiæŋ5	省～：珍惜（衣物等）
競	kiæŋ5	
禁	kiæŋ5	
頸	kiæŋ5	
莖	kiæŋ5	
剄	kiæŋ5	
徑	kiæŋ5	
勁	kiæŋ5	有～
勁	kiæŋ5	～敵
□	kiæŋ5	～心，～～：故意
欽	kʰiæŋ1	
卿	kʰiæŋ1	
擎	kʰiæŋ2	
檎	kʰiæŋ2	
擒	kʰiæŋ2	新讀
慶	kʰiæŋ5	
罄	kʰiæŋ5	
磬	kʰiæŋ5	
音	ŋiæŋ1	
陰	ŋiæŋ1	
蔭	ŋiæŋ1	
因	ŋiæŋ1	
茵	ŋiæŋ1	
姻	ŋiæŋ1	
英	ŋiæŋ1	
瑛	ŋiæŋ1	
嬰	ŋiæŋ1	
櫻	ŋiæŋ1	
鸚	ŋiæŋ1	
纓	ŋiæŋ1	
鷹	ŋiæŋ1	
淹	ŋiæŋ1	
蔫	ŋiæŋ1	
煙	ŋiæŋ1	（文讀）香～
仁	ŋiæŋ2	
壬	ŋiæŋ2	
淫	ŋiæŋ2	
閻	ŋiæŋ2	
筵	ŋiæŋ2	
延	ŋiæŋ2	（文讀）～長
營	ŋiæŋ2	（文讀）～養
容	ŋiæŋ2	（白讀）～易
黿	ŋiæŋ2	（白讀）～魚：甲魚
飲	ŋiæŋ3	
引	ŋiæŋ3	
蚓	ŋiæŋ3	
隱	ŋiæŋ3	
演	ŋiæŋ3	
掩	ŋiæŋ3	
尹	ŋiæŋ3	
堰	ŋiæŋ3	
穎	ŋiæŋ3	
影	ŋiæŋ3	（文讀）電～
印	ŋiæŋ5	
映	ŋiæŋ5	
任	ŋiæŋ5	
刃	ŋiæŋ5	
孕	ŋiæŋ5	
應	ŋiæŋ5	（文讀）答～
應	ŋiæŋ5	～該
燕	ŋiæŋ5	（白讀）～子
厭	ŋiæŋ5	（文讀）～惡
馨	hæŋ1	
興	hæŋ1	～旺
形	hæŋ2	（文讀）現～
眩	hæŋ2	暈
□	hæŋ2	斜眼看人（表厭惡），睥睨
興	hæŋ5	高～
釁	hæŋ5	
□	hæŋ5	熱（菜等）
繩	ʃæŋ2	
蠅	ʃæŋ2	（文讀）～頭小楷
舜	ʃæŋ5	
順	ʃæŋ5	（白讀）孝～
庸	ŋæŋ1	
鏞	ŋæŋ1	
雍	ŋæŋ1	
壅	ŋæŋ1	（文讀）《廣韻》於容切
邕	ŋæŋ1	
殷	ŋæŋ1	
暈	ŋæŋ1	
雲	ŋyæŋ2	
雲	ŋyæŋ2	
耘	ŋyæŋ2	
勻	ŋyæŋ2	
榮	ŋyæŋ2	
戎	ŋyæŋ2	
絨	ŋyæŋ2	
容	ŋyæŋ2	（文讀）～貌
溶	ŋyæŋ2	
熔	ŋyæŋ2	
榕	ŋyæŋ2	
蓉	ŋyæŋ2	
融	ŋyæŋ2	
茸	ŋyæŋ2	
瑩	ŋyæŋ2	
螢	ŋyæŋ2	
縈	ŋyæŋ2	～□læŋ¹：（蛇）纏繞，盤踞
永	ŋyæŋ3	
泳	ŋyæŋ3	
詠	ŋyæŋ3	
允	ŋyæŋ3	
甬	ŋyæŋ3	
蛹	ŋyæŋ3	
俑	ŋyæŋ3	
恿	ŋyæŋ3	
勇	ŋyæŋ3	
湧	ŋyæŋ3	
踴	ŋyæŋ3	
擁	ŋyæŋ3	
壅	ŋyæŋ3	《廣韻》於隴切
運	ŋyæŋ5	
韻	ŋyæŋ5	
用	ŋyæŋ5	
閏	ŋyæŋ5	
潤	ŋyæŋ5	
忠	tœŋ1	
中	tœŋ1	當～
重	tœŋ2	～複
仲	tœŋ4	
中	tœŋ5	～意
脰	tœŋ5	～腫：脖子②“脖子＂說“脰腫tŋ⁴⁵¯²¹tʃŋ²¹＂，“脰tŋ⁴⁵＂的鼻音韻尾受“腫tʃŋ²¹＂逆同化所致，本音為t⁴⁵。
□	tœŋ7	蕩漾
窗	tʰœŋ1	（白讀）～門：窗戶
潭	tʰœŋ2	（白讀）～窟：深潭
寵	tʰœŋ3	
塚	tʰœŋ3	
□	tʰœŋ3	恐嚇
隆	lœŋ2	
濃	lœŋ2	（粥）稠
龍	lœŋ2	～年
隴	lœŋ3	
壠	lœŋ3	（白讀）山脊
□	lœŋ3	火苗躥起。或認為是“踴＂字，屬以母白讀存古層次③嚴修鴻《漢語南方方言裏白讀中所見以母古讀的層次》，中國語學研究•開篇（第21輯），日本：好文出版，2002年。
存	tsœŋ2	
秦	tsœŋ2	
從	tsœŋ2	
情	tsœŋ2	
松	tsœŋ2	～樹。《廣韻》詳容切
終	tʃœŋ1	
舂	tʃœŋ1	
盅	tʃœŋ1	
鐘	tʃœŋ1	
鍾	tʃœŋ1	
准	tʃœŋ3	當作
凖	tʃœŋ3	
腫	tʃœŋ3	
種	tʃœŋ3	～類
眾	tʃœŋ5	
縱	tʃœŋ5	
頌	tʃœŋ5	（白讀）穿（衣）
種	tʃœŋ5	～樹
甽	tʃœŋ5	水～：水溝，水渠。民間通常寫為“圳＂
春	tʃʰœŋ1	
沖	tʃʰœŋ1	
沖	tʃʰœŋ1	
充	tʃʰœŋ1	
深	tʃʰœŋ1	（白讀）～水
蠢	tʃʰœŋ3	
□	tʃʰœŋ4	挫傷
銃	tʃʰœŋ5	
□	ʃœŋ3	點著硝石。被硝火傷著
弓	kœŋ1	
躬	kœŋ1	
宮	kœŋ1	
恭	kœŋ1	
龔	kœŋ1	
供	kœŋ1	餵養
窮	kœŋ2	
拱	kœŋ3	
栱	kœŋ3	
共	kœŋ5	
供	kœŋ5	招～
供	kœŋ5	～應
熏	kʰœŋ1	（白讀）～人
芹	kʰœŋ2	用於人名、地名等。西～：地名
恐	kʰœŋ3	
鞏	kʰœŋ3	讀同“恐＂
□	kʰœŋ4	～菜：芹菜。通作“芹＂
□	kʰœŋ4	彩虹
□	kʰœŋ4	～子樹：烏桕樹
□	kʰœŋ5	熏（鴨子等）
凶	hœŋ1	
凶	hœŋ1	
胸	hœŋ1	（文讀）～懷
熊	hœŋ2	
雄	hœŋ2	
宏	hœŋ2	
弘	hœŋ2	
刑	hœŋ2	
型	hœŋ2	
形	hœŋ2	（白讀）～勢
□	œŋ3	熏
邊	pɯŋ1	
編	pɯŋ1	辮子①張雙慶、萬波《客贛方言“辮＂讀如“邊鞭＂的性質》，《方言》2002年第1期，第9-15頁。
蝙	pɯŋ1	
扁	pɯŋ3	
匾	pɯŋ3	
貶	pɯŋ3	
砭	pɯŋ3	誤讀
卞	pɯŋ4	
汴	pɯŋ4	
辯	pɯŋ4	
辨	pɯŋ4	
辮	pɯŋ4	編織
變	pɯŋ5	
便	pɯŋ5	方～
篇	pʰɯŋ1	
偏	pʰɯŋ1	
翩	pʰɯŋ1	
編	pʰɯŋ1	～古時：編故事。《集韻》紕延切
揙	pʰɯŋ3	甩（耳光）
騙	pʰɯŋ5	
遍	pʰɯŋ5	
片	pʰɯŋ5	
棉	mɯŋ2	
綿	mɯŋ2	
明	mɯŋ2	（白讀）～朝：明天
眠	mɯŋ2	（白讀）～床：床鋪
免	mɯŋ3	
勉	mɯŋ3	
娩	mɯŋ3	
緬	mɯŋ3	
面	mɯŋ5	
面	mɯŋ5	
硯	mɯŋ5	（白讀）硯臺
顛	tɯŋ1	
癲	tɯŋ1	
巔	tɯŋ1	
甜	tɯŋ1	永安、沙縣、三元均讀陰平調
田	tɯŋ2	
纏	tɯŋ2	
傳	tɯŋ2	宣～
□	tɯŋ2	掛東西的小釘子
典	tɯŋ3	
轉	tɯŋ3	
佃	tɯŋ4	
□	tɯŋ4	戶～：門檻懶～：懶惰。或作“憚＂
電	tɯŋ5	
殿	tɯŋ5	
澱	tɯŋ5	
奠	tɯŋ5	
篆	tɯŋ5	
傳	tɯŋ5	～記
店	tɯŋ5	（文讀）飯～
墊	tɯŋ5	（文讀）～擔：途中分批搬運
天	tʰɯŋ1	
添	tʰɯŋ1	
忝	tʰɯŋ3	
舔	tʰɯŋ3	
鏟	tʰɯŋ3	（白讀）鋤去
□	tʰɯŋ4	挑揀
□	tʰɯŋ5	縫合
連	lɯŋ2	
蓮	lɯŋ2	
聯	lɯŋ2	縫（衣）
奩	lɯŋ2	
簾	lɯŋ2	
廉	lɯŋ2	
鐮	lɯŋ2	
臉	lɯŋ3	
斂	lɯŋ3	
殮	lɯŋ3	誤讀
練	lɯŋ5	
煉	lɯŋ5	
鏈	lɯŋ5	
戀	lɯŋ5	
楝	lɯŋ5	
紉	lɯŋ5	
尖	tsɯŋ1	
煎	tsɯŋ1	
殲	tsɯŋ1	
詹	tsɯŋ1	
瞻	tsɯŋ1	
櫼	tsɯŋ1	楔子。也作動詞
全	tsɯŋ2	
泉	tsɯŋ2	
錢	tsɯŋ2	
潛	tsɯŋ2	
踐	tsɯŋ3	
餞	tsɯŋ3	
濺	tsɯŋ3	誤讀
吮	tsɯŋ4	
箭	tsɯŋ5	
漸	tsɯŋ5	
薦	tsɯŋ5	推～
旋	tsɯŋ5	頭髮上的小旋兒
賤	tsɯŋ5	做～：浪費（多指小孩）
戰	tsɯŋ5	（白讀）閑～：嬉戲
千	tsʰɯŋ1	
遷	tsʰɯŋ1	
阡	tsʰɯŋ1	
簽	tsʰɯŋ1	
箋	tsʰɯŋ1	誤讀
清	tsʰɯŋ1	（白讀）～醒：睡醒
前	tsʰɯŋ2	
淺	tsʰɯŋ3	
癬	tsʰɯŋ3	
□	tsʰɯŋ5	鏟起
仙	sɯŋ1	
秈	sɯŋ1	
宣	sɯŋ1	
喧	sɯŋ1	
萱	sɯŋ1	
鮮	sɯŋ1	新～
先	sɯŋ1	（文讀）～生
旋	sɯŋ2	～轉
選	sɯŋ3	
鮮	sɯŋ3	朝～
險	sɯŋ3	保～。又音
線	sɯŋ5	
羨	sɯŋ5	
專	tʃɯŋ1	
磚	tʃɯŋ1	
占	tʃɯŋ1	～蔔
沾	tʃɯŋ1	
粘	tʃɯŋ1	
顓	tʃɯŋ1	
氈	tʃɯŋ1	紅～：毛毯
展	tʃɯŋ3	
顫	tʃɯŋ5	
占	tʃɯŋ5	霸～
戰	tʃɯŋ5	（文讀）～爭
穿	tʃʰɯŋ1	
川	tʃʰɯŋ1	
□	tʃʰɯŋ1	～像：好像
尋	tʃʰɯŋ2	（白讀）兩手側平舉時指尖間的距離
□	tʃʰɯŋ2	阻礙，拉後腿
鱔	tʃʰɯŋ4	
□	tʃʰɯŋ4	蝦～：蚯蚓
串	tʃʰɯŋ5	
竄	tʃʰɯŋ5	
軒	ʃɯŋ1	
薰	ʃɯŋ1	
勳	ʃɯŋ1	
熏	ʃɯŋ1	（文讀）～陶
欣	ʃɯŋ1	
掀	ʃɯŋ1	（文讀）～開新篇章
船	ʃɯŋ2	
禪	ʃɯŋ2	
嫌	ʃɯŋ2	
玄	ʃɯŋ2	
弦	ʃɯŋ2	
炫	ʃɯŋ2	
賢	ʃɯŋ2	
懸	ʃɯŋ2	（文讀）～掛
閃	ʃɯŋ3	
顯	ʃɯŋ3	
陝	ʃɯŋ3	
險	ʃɯŋ3	危～
掀	ʃɯŋ3	（白讀）～開（被子等）。沙縣亦有此說法
善	ʃɯŋ4	
膳	ʃɯŋ4	
繕	ʃɯŋ4	
擅	ʃɯŋ4	
贍	ʃɯŋ4	
單	ʃɯŋ4	姓
術	ʃɯŋ4	
述	ʃɯŋ4	
縣	ʃɯŋ5	
獻	ʃɯŋ5	
憲	ʃɯŋ5	
現	ʃɯŋ5	
扇	ʃɯŋ5	
搧	ʃɯŋ5	
煽	ʃɯŋ5	
筋	kɯŋ1	
兼	kɯŋ1	
蒹	kɯŋ1	
堅	kɯŋ1	
慳	kɯŋ1	
捐	kɯŋ1	
娟	kɯŋ1	
鵑	kɯŋ1	
絹	kɯŋ1	
根	kɯŋ1	（白讀）樹～
今	kɯŋ1	（白讀）～朝：今天
□	kɯŋ1	～樣：那樣
權	kɯŋ2	
顴	kɯŋ2	
墘	kɯŋ2	山邊臺地，常用作地名，俗字
勤	kɯŋ2	（白讀）～力：勤勞
檢	kɯŋ3	
撿	kɯŋ3	
卷	kɯŋ3	
蹇	kɯŋ3	
囝	kɯŋ3	孩子
件	kɯŋ4	
儉	kɯŋ4	
見	kɯŋ5	
艦	kɯŋ5	新讀
劍	kɯŋ5	
建	kɯŋ5	
健	kɯŋ5	
鍵	kɯŋ5	
卷	kɯŋ5	考～
倦	kɯŋ5	
券	kɯŋ5	
眷	kɯŋ5	
□	kɯŋ5	～著：感覺到
圈	kʰɯŋ1	
謙	kʰɯŋ1	
牽	kʰɯŋ1	（文讀）～掛
鉗	kʰɯŋ2	
虔	kʰɯŋ2	
幹	kʰɯŋ2	～坤
犬	kʰɯŋ3	
遣	kʰɯŋ3	
譴	kʰɯŋ3	
欠	kʰɯŋ5	
歉	kʰɯŋ5	
勸	kʰɯŋ5	
冤	ŋiɯŋ1	
淵	ŋiɯŋ1	
□	ŋiɯŋ1	顫抖
嚴	ŋiɯŋ2	
言	ŋiɯŋ2	
沿	ŋiɯŋ2	
鉛	ŋiɯŋ2	
年	ŋiɯŋ2	
完	ŋiɯŋ2	
丸	ŋiɯŋ2	
元	ŋiɯŋ2	
芫	ŋiɯŋ2	
袁	ŋiɯŋ2	
轅	ŋiɯŋ2	
猿	ŋiɯŋ2	
原	ŋiɯŋ2	
源	ŋiɯŋ2	
援	ŋiɯŋ2	
媛	ŋiɯŋ2	
員	ŋiɯŋ2	
圓	ŋiɯŋ2	
園	ŋiɯŋ2	
垣	ŋiɯŋ2	
椽	ŋiɯŋ2	
緣	ŋiɯŋ2	（小蟲等）緩慢地爬行
黿	ŋiɯŋ2	（白讀）
研	ŋiɯŋ2	（白讀）～究
顏	ŋiɯŋ2	～色
儀	ŋiɯŋ2	
宜	ŋiɯŋ2	～室～家
誼	ŋiɯŋ2	讀同“宜＂
染	ŋiɯŋ3	
阮	ŋiɯŋ3	
軟	ŋiɯŋ3	疲勞
□	ŋiɯŋ3	手～：袖子
遠	ŋiɯŋ3	（文讀）永～
日	ŋiɯŋ4	
入	ŋiɯŋ4	
驗	ŋiɯŋ5	
彥	ŋiɯŋ5	
諺	ŋiɯŋ5	
院	ŋiɯŋ5	
願	ŋiɯŋ5	
怨	ŋiɯŋ5	
苑	ŋiɯŋ5	
宛	ŋiɯŋ5	
念	ŋiɯŋ5	（白讀）紀～
硯	ŋiɯŋ5	（文讀）～臺
二	ŋiɯŋ5	
藝	ŋiɯŋ5	
義	ŋiɯŋ5	
議	ŋiɯŋ5	
蟻	ŋiɯŋ5	螞～
誼	ŋiɯŋ5	又音
□	ŋiɯŋ5	（食物因受潮）皮軟、不脆
□	hɯŋ5	很（輕蔑語氣）
煙	ɯŋ1	（白讀）起～：冒煙
焉	ɯŋ1	
□	ɯŋ1	□□mã²mã²～～：蟬
然	ɯŋ2	
燃	ɯŋ2	
鹽	ɯŋ2	
簷	ɯŋ2	
炎	ɯŋ2	
延	ɯŋ2	（白讀）～溪：地名
嗯	ɯŋ3	
焰	ɯŋ5	
艶	ɯŋ5	
宴	ɯŋ5	
晏	ɯŋ5	
癮	ɯŋ5	
伓	ɯŋ5	不。俗字，或作“唔＂
燕	ɯŋ5	（文讀）鶯歌～舞
厭	ɯŋ5	（白讀）討～
□	ɯŋ7	大便（對小孩或小孩自己稱呼用）
枋	poŋ1	厚木板
□	poŋ1	蕩，擺動
房	poŋ2	（白讀）廚～
捧	poŋ3	
放	poŋ5	（白讀）～落：放下
傍	poŋ5	
謗	poŋ5	
磅	poŋ5	
蜂	pʰoŋ1	
馮	pʰoŋ2	
蓬	pʰoŋ2	
篷	pʰoŋ2	
□	pʰoŋ2	灰～：煙囪裏的灰燼
□	pʰoŋ4	～塵：灰塵
碰	pʰoŋ5	
縫	pʰoŋ5	縫隙
□	moŋ1	凸起
蒙	moŋ2	
芒	moŋ2	（白讀）～花：蘆葦花
□	moŋ2	雄性禽類的生殖腺
網	moŋ3	
懵	moŋ3	昏亂出～：麻疹
蠓	moŋ3	～子：蚊子
夢	moŋ5	
懂	toŋ3	
□	toŋ7	招惹
狂	kʰoŋ2	
汪	ŋoŋ1	
王	ŋoŋ2	
枉	ŋoŋ3	
往	ŋoŋ3	
旺	ŋoŋ5	
忘	ŋoŋ5	
妄	ŋoŋ5	
望	ŋoŋ5	（文讀）希～
娘	ŋoŋ2	～子：女孩兒①可能是爲了與“羊子ŋiõ²ʦæ³：羊羔＂相區別而改變的讀音。由於此韻母還出現於其他場合，單獨立韻，如，烏□□u¹ŋioŋ¹ŋioŋ¹表示黑乎乎，□pioŋ³或□pʰioŋ³表示拍桌子的聲音。
助	pioŋ2	詞。食～飯咯：吃了飯了②一般讀輕聲，常弱化爲“ma⁰＂，寫作“嘛＂，功能大致相當於普通話的“了1＂。
龐	pã2	
螃	pã2	
□	pã3	擋，攔
病	pã5	（白讀）～倒：生病
甏	pʰã1	缸（小開口）
□	pʰã1	鋪上
彭	pʰã2	
膨	pʰã2	
澎	pʰã2	
棚	pʰã2	
□	pʰã3	計畫，打算
蚌	pʰã4	
□	pʰã4	掩上，挾住
胖	pʰã5	
泛	pʰã5	（白讀）不實，俗作“冇＂
暝	mã2	（白讀）～昏頭：夜間
芒	mã2	粟～：穀物的芒刺
□	mã2	□ã⁵～頭：喉嚨
□	mã2	～～□□ɯŋ¹ɯŋ¹：蟬
猛	mã3	（白讀）熱度、溫度高
蜢	mã3	□kʰã⁵～：蚱蜢
罵	mã5	
□	mã7	無齒而嚼，無食物而嚼
擔	tã1	（白讀）～水
擔	tã1	兩～
耽	tã1	
眈	tã1	
談	tã2	
燂	tã2	燎
膽	tã3	
擋	tã3	
淡	tã4	
貪	tʰã1	
探	tʰã1	極力夠著物體。抬起（頭）。《廣韻》他含切
痰	tʰã2	
覃	tʰã2	
譚	tʰã2	
潭	tʰã2	（文讀）鷹～：地名
毯	tʰã3	
探	tʰã5	～花
拿	lã1	
男	lã2	
南	lã2	
楠	lã2	
藍	lã2	
籃	lã2	
襤	lã2	
嵐	lã2	
嚷	lã3	
覽	lã3	
欖	lã3	
纜	lã3	
攬	lã3	（文讀）包～
濫	lã5	
□	lã5	蹬
晴	tsã2	
井	tsã3	
暫	tsã5	
