繁體	简体	音標	註釋	聲	韻	調							
擂	擂	nwɛ̝ɪ̯˧˩	白讀，作動詞	n	wɛ̝ɪ̯	˧˩							
雷	雷	nwɛ̝ɪ̯˧˩		n	wɛ̝ɪ̯	˧˩							
擂	擂	nwɛ̝ɪ̯˨˦		n	wɛ̝ɪ̯	˨˦							
儡	儡	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
催	催	t͡sʰwɛ̝ɪ̯˧˥		t͡sʰ	wɛ̝ɪ̯	˧˥							
崔	崔	t͡sʰwɛ̝ɪ̯˧˥		t͡sʰ	wɛ̝ɪ̯	˧˥							
璀	璀	t͡sʰwɛ̝ɪ̯˥˧		t͡sʰ	wɛ̝ɪ̯	˥˧							
罪	罪	t͡swɛ̝ɪ̯˨˦		t͡s	wɛ̝ɪ̯	˨˦							
碎	碎	t͡sʰwɛ̝ɪ̯˨˦	白讀，文讀1，作動詞。如：粉碎	t͡sʰ	wɛ̝ɪ̯	˨˦							
碎	碎	swɛ̝ɪ̯˨˦	文讀，名詞。如：碎片	s	wɛ̝ɪ̯	˨˦							
埣	埣	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
瑰	瑰	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
盔	盔	kʰwɛ̝ɪ̯˧˥		kʰ	wɛ̝ɪ̯	˧˥							
魁	魁	kʰwɛ̝ɪ̯˧˥		kʰ	wɛ̝ɪ̯	˧˥							
詼	诙	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
恢	恢	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
傀	傀	kʰwɛ̝ɪ̯˥˧		kʰ	wɛ̝ɪ̯	˥˧							
傀	傀	kʰwɐ̞ɪ̯˥˧	白讀	kʰ	wɐ̞ɪ̯	˥˧							
塊	块	kʰwɐ̞ɪ̯˥˧		kʰ	wɐ̞ɪ̯	˥˧							
桅	桅	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
灰	灰	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
悔	悔	xwɛ̝ɪ̯˥˧		x	wɛ̝ɪ̯	˥˧							
賄	贿	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
晦	晦	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
回	回	xwɛ̝ɪ̯˧˩		x	wɛ̝ɪ̯	˧˩							
匯	汇	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
潰	溃	kʰwɛ̝ɪ̯˨˦		kʰ	wɛ̝ɪ̯	˨˦							
煨	煨	wɛ̝ɪ̯˧˥		Ø	wɛ̝ɪ̯	˧˥							
兌	兑	twɛ̝ɪ̯˨˦		t	wɛ̝ɪ̯	˨˦							
最	最	t͡swɛ̝ɪ̯˨˦		t͡s	wɛ̝ɪ̯	˨˦							
劊	刽	kwɐ̞ɪ̯˨˦		k	wɐ̞ɪ̯	˨˦							
會	会	kwɐ̞ɪ̯˨˦	會稽，會計	k	wɐ̞ɪ̯	˨˦							
外	外	wɐ̞ɪ̯˨˦		Ø	wɐ̞ɪ̯	˨˦							
會	会	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
繪	绘	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
膗	膗	t͡sʰwɐ̞ɪ̯˧˩		t͡sʰ	wɐ̞ɪ̯	˧˩							
𢶀	𢶀	t͡swɐ̞ɪ̯˧˩	揍	t͡s	wɐ̞ɪ̯	˧˩							
𭋈	𭋈	t͡swɐ̞ɪ̯˧˩	數落，諷喻	t͡s	wɐ̞ɪ̯	˧˩							
顡	顡	t͡sʰwɐ̞ɪ̯˨˦		t͡sʰ	wɐ̞ɪ̯	˨˦							
㨤	㨤	kʰwɐ̞ɪ̯˧˥		kʰ	wɐ̞ɪ̯	˧˥							
擓	擓	kʰwɐ̞ɪ̯˧˥		kʰ	wɐ̞ɪ̯	˧˥							
㔞	㔞	kʰwɐ̞ɪ̯˧˥		kʰ	wɐ̞ɪ̯	˧˥							
乖	乖	kwɐ̞ɪ̯˧˥		k	wɐ̞ɪ̯	˧˥							
怪	怪	kwɐ̞ɪ̯˨˦		k	wɐ̞ɪ̯	˨˦							
蒯	蒯	kʰwɐ̞ɪ̯˥˧		kʰ	wɐ̞ɪ̯	˥˧							
淮	淮	xwɐ̞ɪ̯˧˩		x	wɐ̞ɪ̯	˧˩							
懷	怀	xwɐ̞ɪ̯˧˩		x	wɐ̞ɪ̯	˧˩							
槐	槐	xwɐ̞ɪ̯˧˩		x	wɐ̞ɪ̯	˧˩							
壞	坏	xwɐ̞ɪ̯˨˦		x	wɐ̞ɪ̯	˨˦							
拐	拐	kwɐ̞ɪ̯˥˧		k	wɐ̞ɪ̯	˥˧							
掛	挂	kwɑ˨˦		k	wɑ	˨˦							
褂	褂	kwɑ˨˦	文讀	k	wɑ	˨˦							
褂	褂	kʰwɑ˨˦	白讀	kʰ	wɑ	˨˦							
卦	卦	kwɑ˨˦		k	wɑ	˨˦							
歪	歪	wɐ̞ɪ̯˧˥		Ø	wɐ̞ɪ̯	˧˥							
𨂿	𨂿	wɐ̞ɪ̯˥˧	洋~~：不張不睬的樣子	Ø	wɐ̞ɪ̯	˥˧							
劃	划	xwɑ˧˥	動詞，表示用刀～開	x	wɑ	˧˥							
畫	画	xwɑ˨˦		Ø	wɑ	˨˦							
蛙	蛙	wɑ˧˥		Ø	wɑ	˧˥							
快	快	kʰwɐ̞ɪ̯˨˦		kʰ	wɐ̞ɪ̯	˨˦							
筷	筷	kʰwɐ̞ɪ̯˨˦		kʰ	wɐ̞ɪ̯	˨˦							
話	话	xwɑ˨˦		Ø	wɑ	˨˦							
脆	脆	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
毳	毳	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
竁	竁	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
脃	脃	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
膬	膬	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
㓹	㓹	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
㯔	㯔	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
𣃍	𣃍	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
𧑎	𧑎	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
篲	篲	t͡sʰwɛ̝ɪ̯˥˧	形容詞，表不結實	t͡sʰ	wɛ̝ɪ̯	˥˧							
歲	岁	swɛ̝ɪ̯˨˦	歲大：過輩，老了	s	wɛ̝ɪ̯	˨˦							
彗	彗	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
贅	赘	t͡swɛ̝ɪ̯˨˦		t͡s	wɛ̝ɪ̯	˨˦							
稅	税	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
説	说	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
帨	帨	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
鱖	鳜	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
鱖	鳜	t͡ɕy̑ɛ˨˨˩		t͡ɕ	y̑ɛ	˨˨˩							
衛	卫	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
銳	锐	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
鋭	锐	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
叡	叡	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
睿	睿	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
芮	芮	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
汭	汭	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
枘	枘	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
蜹	蜹	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
䓲	䓲	zwɛ̝ɪ̯˨˦		z	wɛ̝ɪ̯	˨˦							
廢	废	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
肺	肺	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
吠	吠	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
穢	秽	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
硅	硅	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
圭	圭	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
閨	闺	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
𫠆	𫠆	kʰwɛ̝ɪ̯˥˧		kʰ	wɛ̝ɪ̯	˥˧							
頍	𫠆	kʰwɛ̝ɪ̯˥˧		kʰ	wɛ̝ɪ̯	˥˧							
䠑	䠑	kʰwɛ̝ɪ̯˥˧		kʰ	wɛ̝ɪ̯	˥˧							
跬	跬	kʰwɛ̝ɪ̯˥˧		kʰ	wɛ̝ɪ̯	˥˧							
䞨	䞨	kʰwɛ̝ɪ̯˥˧		kʰ	wɛ̝ɪ̯	˥˧							
桂	桂	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
𡋣	𡋣	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
㙓	㙓	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
奎	奎	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
攜	携	ɕi˧˥		ɕ	i	˧˥							
慧	慧	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
惠	惠	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
卑	卑	pɛ̝ɪ̯˧˥		p	ɛ̝ɪ̯	˧˥							
碑	碑	pɛ̝ɪ̯˧˥		p	ɛ̝ɪ̯	˧˥							
裨	裨	pi˨˦		p	i	˨˦							
彼	彼	pi˥˧		p	i	˥˧							
仳	仳	pʰi˥˧	形容(小孩等)黏著某人, 不願離開	pʰ	i	˥˧							
俾	俾	pi˥˧		p	i	˥˧							
臂	臂	pɛ̝ɪ̯˨˦		p	ɛ̝ɪ̯	˨˦							
披	披	pʰɛ̝ɪ̯˧˥		pʰ	ɛ̝ɪ̯	˧˥							
䚹	䚹	pʰɛ̝ɪ̯˥˧	～整，表示慢打扮，耗時耗力去做某事。2.表示批評，斥責	pʰ	ɛ̝ɪ̯	˥˧							
譬	譬	pʰɛ̝ɪ̯˨˦		pʰ	ɛ̝ɪ̯	˨˦							
皮	皮	pʰi˧˩		pʰ	i	˧˩							
疲	疲	pʰi˧˩		pʰ	i	˧˩							
脾	脾	pʰi˧˩		pʰ	i	˧˩							
被	被	pi˨˦		p	i	˨˦							
婢	婢	pɛ̝ɪ̯˨˦		p	ɛ̝ɪ̯	˨˦							
避	避	pi˨˦		p	i	˨˦							
糜	糜	mᵇi˧˩		mᵇ	i	˧˩							
糜	糜	mᵇɛ̝ɪ̯˧˩		mᵇ	ɛ̝ɪ̯	˧˩							
彌	弥	mᵇɛ̝ɪ̯˧˩		mᵇ	ɛ̝ɪ̯	˧˩							
靡	靡	mᵇɛ̝ɪ̯˧˩		mᵇ	ɛ̝ɪ̯	˧˩							
籬	篱	ni˧˩		n	i	˧˩							
離	离	ni˧˩		n	i	˧˩							
褵	褵	ni˧˩		n	i	˧˩							
罹	罹	ni˧˩		n	i	˧˩							
穲	穲	ni˧˩		n	i	˧˩							
酈	郦	ni˧˩	魯地名又音歷	n	i	˧˩							
醨	醨	ni˧˩		n	i	˧˩							
䅻	䅻	ni˧˩		n	i	˧˩							
蠡	蠡	ni˧˩	瓢或貝殼	n	i	˧˩							
灕	漓	ni˧˩		n	i	˧˩							
漓	漓	ni˧˩		n	i	˧˩							
璃	璃	ni˧˩		n	i	˧˩							
荔	荔	ni˨˦		n	i	˨˦							
訾	訾	t͡sɹe̠ᶦ˥˧	籽~：表示身上隆起的小疙瘩	t͡s	ɹe̠ᶦ	˥˧							
紫	紫	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
雌	雌	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
此	此	t͡sʰɹe̠ᶦ˥˧		t͡sʰ	ɹe̠ᶦ	˨˦							
刺	刺	t͡sʰɹe̠ᶦ˨˦		t͡sʰ	ɹe̠ᶦ	˨˦							
疵	疵	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
𦒈	𦒈	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
斯	斯	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
撕	撕	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
廝	厮	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
綺	绮	t͡ɕʰi˥˧		t͡ɕʰ	i	˥˧							
婍	婍	t͡ɕʰi˥˧		t͡ɕʰ	i	˥˧							
㾨	㾨	t͡ɕʰi˥˧		t͡ɕʰ	i	˥˧							
璽	玺	ɕi˥˧		ɕ	i	˥˧							
徙	徙	ɕi˥˧		ɕ	i	˥˧							
摛	摛	t͡sʰɹe̠ᶦ˧˥	動詞表示伸手	t͡sʰ	ɹe̠ᶦ	˧˥							
賜	赐	t͡sʰɹe̠ᶦ˨˦		t͡sʰ	ɹe̠ᶦ	˨˦							
𢯙	𢯙	t͡sɹe̠ᶦ˧˥	動詞，表示用手或（腳）等摩擦，或清潔，清除掉一些不要的東西	t͡s	ɹe̠ᶦ	˧˥							
知	知	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
智	智	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
池	池	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
馳	驰	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
篩	筛	sɐ̞ɪ̯˧˥		s	ɐ̞ɪ̯	˧˥							
孜	孜	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
眵	眵	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
㽻	㽻	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
䧴	䧴	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
𧌔	𧌔	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
𨈛	𨈛	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
𩍲	𩍲	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
𪂅	𪂅	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
㽻	㽻	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
㲍	㲍	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
㯄	㯄	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
㩼	㩼	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
衼	衼	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
胑	胑	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
榰	榰	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
巵	巵	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
梔	梔	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
支	支	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
枝	枝	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
肢	肢	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
衹	只	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
紙	纸	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
侈	侈	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
廌	廌	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
䚦	䚦	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
傂	傂	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
豸	豸	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
施	施	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
豕	豕	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
啻	啻	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
翅	翅	t͡sɹe̠ᶦ˨˦	翅膀	t͡s	ɹe̠ᶦ	˨˦							
匙	匙	sɹe̠ᶦ˧˩		s	ɹe̠ᶦ	˧˩							
是	是	se˧˥	白讀	s	e	˧˥							
是	是	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
氏	氏	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
豉	豉	sɹe̠ᶦ˧˩		s	ɹe̠ᶦ	˧˩							
兒	儿	ɭᵉ˧˩		Ø	ɭᵉ	˧˩							
爾	尔	ɭᵉ˥˧		Ø	ɭᵉ	˥˧							
羈	羁	t͡ɕi˧˥		t͡ɕ	i	˧˥							
寄	寄	t͡ɕi˨˦		t͡ɕ	i	˨˦							
吡	吡	pi˥˧		p	i	˥˧							
企	企	t͡ɕʰi˨˦		t͡ɕʰ	i	˨˦							
奇	奇	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
騎	骑	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
岐	岐	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
技	技	t͡ɕi˨˦		t͡ɕ	i	˨˦							
妓	妓	t͡ɕi˨˦		t͡ɕ	i	˨˦							
宜	宜	n̠ʲi˧˩		n̠ʲ	i	˧˩							
儀	仪	n̠ʲi˧˩		n̠ʲ	i	˧˩							
蟻	蚁	ji˥˧		j	i	˥˧							
蟻	蚁	n̠ʲi˧˩	老派文讀	n̠ʲ	i	˧˩							
義	义	n̠ʲi˨˦		n̠ʲ	i	˨˦							
議	议	n̠ʲi˨˦		n̠ʲ	i	˨˦							
誼	谊	n̠ʲi˨˦		n̠ʲ	i	˨˦							
犧	牺	ɕi˧˥		ɕ	i	˧˥							
戲	戏	ɕi˨˦		ɕ	i	˨˦							
椅	椅	ji˥˧		j	i	˥˧							
移	移	ji˧˩		j	i	˧˩							
易	易	ji˨˦		j	i	˨˦							
悲	悲	pɛ̝ɪ̯˧˥		p	ɛ̝ɪ̯	˧˥							
嚭	嚭	pʰi˥˧		pʰ	i	˥˧							
鄙	鄙	pʰi˥˧		pʰ	i	˥˧							
痞	痞	pʰi˥˧		pʰ	i	˥˧							
娝	娝	pʰi˥˧		pʰ	i	˥˧							
啚	啚	pʰi˥˧		pʰ	i	˥˧							
秕	秕	pʰi˥˧		pʰ	i	˥˧							
妣	妣	pi˥˧		p	i	˥˧							
匕	匕	pi˥˧		p	i	˥˧							
比	比	pi˥˧		p	i	˥˧							
夶	夶	pi˥˧		p	i	˥˧							
庇	庇	pʰi˨˦		pʰ	i	˨˦							
敝	敝	pʰi˨˦	表示東西破，爛	pʰ	i	˨˦							
痹	痹	pʰi˧˩		pʰ	i	˧˩							
泌	泌	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
祕	秘	pɛ̝ɪ̯˨˦	最老派	p	ɛ̝ɪ̯	˨˦							
祕	秘	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
秘	秘	pɛ̝ɪ̯˨˦	最老派	p	ɛ̝ɪ̯	˨˦							
秘	秘	mᵇi̯e˨˨˩		mᵇ	i̯e	˨˨˩							
轡	辔	pʰɛ̝ɪ̯˨˦		pʰ	ɛ̝ɪ̯	˨˦							
丕	丕	pʰɛ̝ɪ̯˧˥		pʰ	ɛ̝ɪ̯	˧˥							
紕	纰	pʰi˨˦		pʰ	i	˨˦							
屁	屁	pʰi˨˦		pʰ	i	˨˦							
蚍	蚍	pʰi˧˩		pʰ	i	˧˩							
琵	琵	pʰi˧˩		pʰ	i	˧˩							
豼	豼	pʰi˧˩		pʰ	i	˧˩							
貔	貔	pʰi˧˩		pʰ	i	˧˩							
阰	阰	pʰi˧˩		pʰ	i	˧˩							
㮰	㮰	pʰi˧˩		pʰ	i	˧˩							
毗	毗	pʰi˧˩		pʰ	i	˧˩							
毘	毘	pʰi˧˩		pʰ	i	˧˩							
𣬈	𣬈	pʰi˧˩		pʰ	i	˧˩							
𦊁	𦊁	pʰi˧˩		pʰ	i	˧˩							
𦳈	𦳈	pʰi˧˩		pʰ	i	˧˩							
𧑜	𧑜	pʰi˧˩		pʰ	i	˧˩							
𧖈	𧖈	pʰi˧˩		pʰ	i	˧˩							
𨈚	𨈚	pʰi˧˩		pʰ	i	˧˩							
備	备	pi˨˦		p	i	˨˦							
鼻	鼻	pi̯e˨˨˩		p	i̯e	˨˨˩							
篦	篦	pi˨˦		p	i	˨˦							
詖	诐	pi˨˦		p	i	˨˦							
眉	眉	mᵇi˧˩		mᵇ	i	˧˩							
眉	眉	mᵇɛ̝ɪ̯˧˩	文讀	mᵇ	ɛ̝ɪ̯	˧˩							
楣	楣	mᵇɛ̝ɪ̯˧˩		mᵇ	ɛ̝ɪ̯	˧˩							
黴	霉	mᵇɛ̝ɪ̯˧˩		mᵇ	ɛ̝ɪ̯	˧˩							
美	美	mᵇɛ̝ɪ̯˥˧		mᵇ	ɛ̝ɪ̯	˥˧							
鎂	镁	mᵇɛ̝ɪ̯˥˧		mᵇ	ɛ̝ɪ̯	˥˧							
媚	媚	mᵇɛ̝ɪ̯˨˦		mᵇ	ɛ̝ɪ̯	˨˦							
寐	寐	mᵇɛ̝ɪ̯˨˦		mᵇ	ɛ̝ɪ̯	˨˦							
地	地	ti˨˦		t	i	˨˦							
尼	尼	n̠ʲi˧˩		n̠ʲ	i	˧˩							
呢	呢	n̠ʲi˧˩	毛呢，呢子	n̠ʲ	i	˧˩							
怩	怩	n̠ʲi˧˩		n̠ʲ	i	˧˩							
膩	腻	n̠ʲi˨˦		n̠ʲ	i	˨˦							
梨	梨	ni˧˩		n	i	˧˩							
履	履	ny˥˧		n	y	˥˧							
猁	猁	ni˨˦	猞～	n	i	˨˦							
利	利	ni˨˦		n	i	˨˦							
𪭼	𪭼	ni˨˦	移動	n	i	˨˦							
痢	痢	ni˨˦		n	i	˨˦							
咨	咨	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
資	资	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
姿	姿	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
姊	姊	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
次	次	t͡sʰɹe̠ᶦ˨˦		t͡sʰ	ɹe̠ᶦ	˨˦							
茨	茨	t͡sʰɹe̠ᶦ˧˩	～菰	t͡sʰ	ɹe̠ᶦ	˧˩							
餈	餈	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
𥿆	𥿆	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
𧓉	𧓉	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
𩜴	𩜴	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
𩆂	𩆂	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
瓷	瓷	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
垐	垐	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
糍	糍	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
自	自	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
厶	厶	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
私	私	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
死	死	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
四	四	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
龱	龱	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
肆	肆	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
致	致	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
鴟	鸱	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
遲	迟	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
雉	雉	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
稚	稚	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
師	师	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
獅	狮	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
脂	脂	t͡sɹe̠ᶦ˧˥	胭脂	t͡s	ɹe̠ᶦ	˧˥							
指	指	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
旨	旨	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
至	至	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
𠇣	𠇣	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
示	示	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
屍	尸	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
鈰	铈	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
矢	矢	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
屎	屎	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
嗜	嗜	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
視	视	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
二	二	ɭᵉ˨˦		Ø	ɭᵉ	˨˦							
貳	贰	ɭᵉ˨˦		Ø	ɭᵉ	˨˦							
肌	肌	t͡ɕi˧˥		t͡ɕ	i	˧˥							
飢	飢	t͡ɕi˧˥		t͡ɕ	i	˧˥							
幾	几	t͡ɕi˧˥		t͡ɕ	i	˧˥							
幾	几	t͡ɕi˥˧		t͡ɕ	i	˥˧							
