繁體	简体	音標	註釋	聲	韻	調							
渡	渡	tu˨˦		t	u	˨˦							
鍍	镀	tu˨˦		t	u	˨˦							
奴	奴	nu˧˩		n	u	˧˩							
努	努	nu˥˧		n	u	˥˧							
怒	怒	nu˨˦		n	u	˨˦							
驢	驢	nu˧˩		n	u	˧˩							
盧	卢	nu˧˩		n	u	˧˩							
嚧	𠰷	nu˧˩	嘴裏~著糖，表示嘴裏含著糖	n	u	˧˩							
爐	炉	nu˧˩		n	u	˧˩							
鹵	卤	nu˥˧		n	u	˥˧							
魯	鲁	nu˥˧		n	u	˥˧							
櫓	橹	nu˥˧		n	u	˥˧							
虜	虏	nu˥˧		n	u	˥˧							
露	露	nu˨˦		n	u	˨˦							
璐	璐	nu˨˦		n	u	˨˦							
簬	簬	nu˨˦		n	u	˨˦							
鷺	鹭	nu˨˦		n	u	˨˦							
𦌕	𦌕	nu˨˦		n	u	˨˦							
虂	虂	nu˨˦		n	u	˨˦							
𤅟	𤅟	nu˨˦		n	u	˨˦							
潞	潞	nu˨˦		n	u	˨˦							
路	路	nu˨˦		n	u	˨˦							
賂	赂	nu˨˦		n	u	˨˦							
租	租	t͡su˧˥		t͡s	u	˧˥							
祖	祖	t͡su˥˧		t͡s	u	˥˧							
組	组	t͡su˥˧		t͡s	u	˥˧							
做	做	t͡su˨˦		t͡s	u	˨˦							
粗	粗	t͡sʰu˧˥		t͡sʰ	u	˧˥							
醋	醋	t͡sʰu˨˦		t͡sʰ	u	˨˦							
錯	错	t͡sʰɔ˨˦		t͡sʰ	ɔ	˨˦							
措	措	t͡sʰu˨˦		t͡sʰ	u	˨˦							
蘇	苏	su˧˥		s	u	˧˥							
酥	酥	su˧˥		s	u	˧˥							
素	素	su˨˦		s	u	˨˦							
愫	愫	su˨˦		s	u	˨˦							
塑	塑	su˨˦		s	u	˨˦							
訴	诉	su˨˦		s	u	˨˦							
嗉	嗉	su˨˦		s	u	˨˦							
辜	辜	ku˧˥		k	u	˧˥							
菰	菰	ku˧˥	茨～	k	u	˧˥							
孤	孤	ku˧˥		k	u	˧˥							
箍	箍	kʰu˧˥		k	u	˧˥							
咕	咕	ku˧˥	~蝎･	k	u	˧˥							
姑	姑	ku˧˥		k	u	˧˥							
估	估	ku˥˧		k	u	˥˧							
古	古	ku˥˧		k	u	˥˧							
賈	贾	ku˥˧		k	u	˥˧							
股	股	ku˥˧		k	u	˥˧							
鼓	鼓	ku˥˧		k	u	˥˧							
蠱	蛊	ku˥˧		k	u	˥˧							
牯	牯	ku˥˧	1.表示公牛。2.形容人犟，固執	k	u	˥˧							
故	故	ku˨˦		k	u	˨˦							
顧	顾	ku˨˦		k	u	˨˦							
固	固	ku˨˦		k	u	˨˦							
雇	雇	ku˨˦		k	u	˨˦							
僱	雇	ku˨˦		k	u	˨˦							
跍	跍	kʰu˧˩	動詞，表示蹲下。同（躣）	kʰ	u	˧˩							
枯	枯	kʰu˧˥		kʰ	u	˧˥							
苦	苦	kʰu˥˧		kʰ	u	˥˧							
庫	库	kʰu˨˦		kʰ	u	˥˧							
褲	裤	kʰu˨˦		kʰ	u	˨˦							
梧	梧	v̩˧˩		Ø	v̩	˧˩							
吾	吾	v̩˥˧		Ø	v̩	˥˧							
吳	吴	v̩˧˩		Ø	v̩	˧˩							
五	五	v̩˥˧		Ø	v̩	˥˧							
忤	忤	v̩˥˧		Ø	v̩	˥˧							
啎	啎	v̩˥˧		Ø	v̩	˥˧							
迕	迕	v̩˥˧		Ø	v̩	˥˧							
午	午	v̩˥˧		Ø	v̩	˥˧							
伍	伍	v̩˥˧		Ø	v̩	˥˧							
悟	悟	v̩˨˦		Ø	v̩	˨˦							
誤	误	v̩˨˦		Ø	v̩	˨˦							
呼	呼	fv̩˧˥		f	v̩	˧˥							
雽	雽	fv̩˧˥		f	v̩	˧˥							
虎	虎	fv̩˥˧		f	v̩	˥˧							
琥	琥	fv̩˥˧		f	v̩	˥˧							
滸	滸	fv̩˥˧		f	v̩	˥˧							
戽	戽	fv̩˨˦		f	v̩	˨˦							
乯	乯	fv̩˧˩		f	v̩	˧˩							
乎	乎	fv̩˧˩		f	v̩	˧˩							
壺	壶	fv̩˧˩		f	v̩	˧˩							
瓠	瓠	fv̩˧˩		f	v̩	˧˩							
胡	胡	fv̩˧˩		f	v̩	˧˩							
狐	狐	fv̩˧˩		f	v̩	˧˩							
弧	弧	fv̩˧˩		f	v̩	˧˩							
湖	湖	fv̩˧˩		f	v̩	˧˩							
雽	雽	fv̩˨˦		f	v̩	˨˦							
戶	户	fv̩˨˦		f	v̩	˨˦							
祜	祜	fv̩˨˦		f	v̩	˨˦							
扈	扈	fv̩˨˦		f	v̩	˨˦							
滬	沪	fv̩˨˦		f	v̩	˨˦							
互	互	fv̩˨˦		f	v̩	˨˦							
護	护	fv̩˨˦		f	v̩	˨˦							
瓠	瓠	fv̩˨˦		f	v̩	˨˦							
鄔	邬	v̩˧˥		Ø	v̩	˧˥							
烏	乌	v̩˧˥		Ø	v̩	˧˥							
汙	污	v̩˧˥		Ø	v̩	˧˥							
塢	坞	v̩˧˥		Ø	v̩	˧˥							
惡	恶	v̩˨˦		Ø	v̩	˨˦							
女	女	n̠ʲy˥˧		n̠ʲ	y	˥˧							
廬	庐	nu˧˩		n	u	˧˩							
驢	驴	nu˧˩		n	u	˧˩							
呂	吕	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
鋁	铝	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
侶	侣	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
旅	旅	ny˥˧		n	y	˥˧							
慮	虑	nwɛ̝ɪ̯˨˦		n	wɛ̝ɪ̯	˨˦							
濾	滤	nwɛ̝ɪ̯˨˦		n	wɛ̝ɪ̯	˨˦							
蛆	蛆	t͡ɕʰy˧˥		t͡ɕʰ	y	˧˥							
疽	疽	t͡ɕy˧˥		t͡ɕ	y	˧˥							
苴	苴	t͡ɕy˧˥		t͡ɕ	y	˧˥							
䃊	䃊	t͡ɕy˥˧		t͡ɕ	y	˥˧							
咀	咀	t͡ɕy˥˧		t͡ɕ	y	˥˧							
咀	咀	t͡swɛ̝ɪ̯˥˧	主要用于地名	t͡s	wɛ̝ɪ̯	˥˧							
胥	胥	ɕy˨˦		s	y	˨˦							
絮	絮	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
徐	徐	ɕy˧˩		ɕ	y	˧˩							
序	序	ɕy˨˦		ɕ	y	˨˦							
緒	绪	ɕy˨˦		ɕ	y	˨˦							
敘	叙	ɕy˨˦		ɕ	y	˨˦							
豬	猪	t͡su˧˥		t͡s	u	˧˥							
著	着	tɑʊ̯˥˧	白讀，如：站著 坐著	t	ɑʊ̯	˥˧							
褚	褚	t͡sʰu˧˩		t͡sʰ	u	˧˩							
除	除	t͡sʰu˧˩		t͡sʰ	u	˧˩							
儲	储	t͡sʰu˧˩		t͡sʰ	u	˧˩							
䊰	䊰	t͡sʰu˧˩		t͡sʰ	u	˧˩							
苧	苎	t͡su˨˦		t͡s	u	˨˦							
箸	箸	t͡su˨˦	筷子	t͡s	u	˨˦							
詛	诅	t͡su˥˧		t͡s	u	˥˧							
阻	阻	t͡su˥˧		t͡s	u	˥˧							
榋	榋	t͡sʰu˧˥		t͡sʰ	u	˧˥							
初	初	t͡sʰu˧˥		t͡sʰ	u	˧˥							
𪓐	𪓐	t͡sʰu˥˧		t͡sʰ	u	˥˧							
濋	濋	t͡sʰu˥˧		t͡sʰ	u	˥˧							
憷	憷	t͡sʰu˥˧		t͡sʰ	u	˥˧							
礎	础	t͡sʰu˥˧		t͡sʰ	u	˥˧							
楚	楚	t͡sʰu˥˧		t͡sʰ	u	˥˧							
鋤	锄	t͡sʰu˧˩		t͡sʰ	u	˧˩							
鋤	锄	t͡sʰu˧˩	鋤頭	t͡sʰ	u	˧˩							
疏	疏	su˧˥		s	u	˧˥							
蔬	蔬	su˧˥		s	u	˧˥							
梳	梳	su˧˥		s	u	˧˥							
所	所	sɔ˥˧		s	ɔ	˥˧							
疏	疏	su˧˥		s	u	˧˥							
諸	诸	t͡su˧˥		t͡s	u	˧˥							
煮	煮	t͡su˥˧		t͡s	u	˥˧							
處	处	t͡sʰu˥˧		t͡sʰ	u	˥˧							
處	处	t͡sʰu˨˦		t͡sʰ	u	˨˦							
書	书	su˧˥		s	u	˧˥							
舒	舒	su˧˥		s	u	˧˥							
鼠	鼠	swɛ̝ɪ̯˥˧	白讀，如：檐老～	s	wɛ̝ɪ̯	˥˧							
鼠	鼠	su˥˧	老鼠	s	u	˥˧							
暑	暑	su˥˧		s	u	˥˧							
黍	黍	su˥˧		s	u	˥˧							
墅	墅	su˥˧		s	u	˥˧							
庶	庶	su˨˦		s	u	˨˦							
恕	恕	su˨˦		s	u	˨˦							
薯	薯	su˥˧	蕃薯	s	u	˥˧							
署	署	su˥˧		s	u	˥˧							
龧	龧	su˥˧		s	u	˥˧							
暑	暑	su˥˧		s	u	˥˧							
曙	曙	su˥˧		s	u	˥˧							
𥌓	𥌓	su˥˧		s	u	˥˧							
𭿦	𭿦	su˥˧		s	u	˥˧							
如	如	zu˧˩		z	u	˧˩							
汝	汝	zu˥˧		z	u	˥˧							
擩	擩	zu˧˥	表示把東西塞進某處	z	u	˧˥							
擩	擩	zu˨˦	表示把東西塞進某處	z	u	˨˦							
㹘	㹘	zu˨˦		z	u	˨˦							
居	居	t͡ɕy˧˥		t͡ɕ	y	˧˥							
車	车	t͡ɕy˧˥		t͡ɕ	y	˧˥							
舉	举	t͡ɕy˥˧		t͡ɕ	y	˥˧							
鋸	锯	t͡ɕy˨˦		t͡ɕ	y	˨˦							
鋸	锯	ki˨˦	白讀，表示切割	k	i	˨˦							
據	据	t͡ɕy˨˦		t͡ɕ	y	˨˦							
圩	圩	ɕy˧˥	嶺南地名中“墟”的俗字	ɕ	y	˧˥							
墟	墟	ɕy˧˥		ɕ	y	˧˥							
𢴮	𢴮	kʰe˧˥	1.表示批評 2. 𠽐～，表示刁難之意	kʰ	e	˧˥							
去	去	t͡ɕʰi̯e˨˦	白讀	t͡ɕʰ	i̯e	˨˦							
去	去	t͡ɕʰy˨˦		t͡ɕʰ	y	˨˦							
弆	弆	t͡ɕʰy˨˦		t͡ɕʰ	y	˨˦							
渠	渠	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
蟝	蟝	t͡ɕʰy˧˩	～蟆指青蛙	t͡ɕʰ	y	˧˩							
巨	巨	t͡ɕy˨˦		t͡ɕ	y	˨˦							
距	距	t͡ɕy˨˦		t͡ɕ	y	˨˦							
拒	拒	t͡ɕy˨˦		t͡ɕ	y	˨˦							
遽	遽	t͡ɕy˨˦		t͡ɕ	y	˨˦							
𠽐	𠽐	ŋe˧˥	～𢴮，表示刁難	ŋ	e	˧˥							
𢳶	𢳶	ŋɑ˧˥	~拤：刁难	ŋ	ɑ	˧˥							
䔡	𬝁	jy˧˩		j	y	˧˩							
𬝁	𬝁	jy˧˩		j	y	˧˩							
魚	鱼	jy˧˩		j	y	˧˩							
漁	渔	jy˧˩		j	y	˧˩							
語	语	jy˥˧		j	y	˧˩							
禦	御	jy˨˦		j	y	˨˦							
御	御	jy˨˦		j	y	˨˦							
馭	驭	jy˨˦		j	y	˨˦							
虛	虚	ɕy˧˥		ɕ	y	˨˦							
噓	嘘	ɕy˧˥		ɕ	y	˧˥							
許	许	xɛ̝ɪ̯˥˧	白讀1，如：許實，許起	x	ɛ̝ɪ̯	˥˧							
許	许	xwɛ̝ɪ̯˥˧	白讀2，表示許願之意	x	wɛ̝ɪ̯	˥˧							
許	许	ɕy˥˧		ɕ	y	˥˧							
淤	淤	jy˧˥		j	y	˧˥							
圩	圩	jy˧˩		j	y	˧˩							
𡋌	𡋌	jy˧˩		j	y	˧˩							
雩	雩	jy˧˩		j	y	˧˩							
于	于	jy˧˩	姓氏	j	y	˧˩							
於	于	ji˧˩	等於是，等於，屬於	j	i	˧˩							
餘	余	jy˧˩		j	y	˧˩							
余	余	jy˧˩		j	y	˧˩							
與	与	jy˥˧		j	y	˥˧							
與	与	jy˨˦		j	y	˨˦							
譽	誉	jy˨˦		j	y	˨˦							
預	预	jy˨˦		j	y	˨˦							
豫	豫	jy˨˦		j	y	˨˦							
夫	夫	fv̩˧˥		f	v̩	˧˥							
麩	麸	fv̩˧˥		f	v̩	˧˥							
膚	肤	fv̩˧˥		f	v̩	˧˥							
甫	甫	pʰu˥˧		pʰ	u	˥˧							
斧	斧	fv̩˥˧		f	v̩	˥˧							
府	府	fv̩˥˧		f	v̩	˥˧							
腑	腑	fv̩˥˧		f	v̩	˥˧							
俯	俯	fv̩˥˧		f	v̩	˥˧							
賦	赋	fv̩˨˦		f	v̩	˨˦							
傅	傅	fv̩˨˦		f	v̩	˧˥							
傅	傅	fv̩˨˦		f	v̩	˨˦							
付	付	fv̩˨˦		f	v̩	˨˦							
敷	敷	fv̩˧˥		f	v̩	˧˥							
俘	俘	fv̩˧˥		f	v̩	˧˥							
怤	怤	fv̩˧˥		f	v̩	˧˥							
孚	孚	fv̩˧˥	～信用。形容此人講話信得過值得信任	f	v̩	˧˥							
尃	尃	fv̩˧˥		f	v̩	˧˥							
孵	孵	fv̩˧˥		f	v̩	˧˥							
撫	抚	fv̩˥˧		f	v̩	˥˧							
赴	赴	fv̩˨˦		f	v̩	˨˦							
赴	赴	fv̩˨˦		f	v̩	˨˦							
訃	讣	fv̩˨˦		f	v̩	˨˦							
訃	讣	pʰe˨˨˩		pʰ	e	˨˨˩							
符	符	fv̩˧˩		f	v̩	˧˩							
鳧	凫	fv̩˧˩	洗澡，游泳。也可用於形容人水性好	f	v̩	˧˩							
扶	扶	fv̩˧˩		f	v̩	˧˩							
釜	釜	fv̩˥˧		f	v̩	˥˧							
腐	腐	fv̩˥˧		f	v̩	˥˧							
輔	辅	fv̩˥˧		f	v̩	˥˧							
父	父	fv̩˨˦		f	v̩	˨˦							
附	附	fv̩˨˦		f	v̩	˨˦							
毋	毋	v̩˧˩		Ø	v̩	˧˩							
巫	巫	v̩˧˥		Ø	v̩	˧˥							
誣	诬	v̩˧˥		Ø	v̩	˧˥							
嫵	妩	v̩˧˩		Ø	v̩	˧˩							
無	无	v̩˧˩		Ø	v̩	˧˩							
舞	舞	v̩˥˧		Ø	v̩	˥˧							
侮	侮	v̩˥˧		Ø	v̩	˥˧							
武	武	v̩˥˧		Ø	v̩	˥˧							
𢯞	𢯞	v̩˥˧	做，弄，擺弄	Ø	v̩	˥˧							
鵡	鹉	v̩˥˧		Ø	v̩	˥˧							
霧	雾	v̩˨˦		Ø	v̩	˨˦							
務	务	v̩˨˦		Ø	v̩	˨˦							
縷	缕	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
縷	缕	nɜ̟ʊ̯˥˧		n	ɜ̟ʊ̯	˥˧							
屢	屡	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
趨	趋	t͡sʰwɛ̝ɪ̯˧˥		t͡sʰ	wɛ̝ɪ̯	˧˥							
取	取	t͡ɕʰy˥˧		t͡ɕʰ	y	˥˧							
娶	娶	t͡ɕʰy˥˧		t͡ɕʰ	y	˥˧							
趣	趣	t͡sʰwɛ̝ɪ̯˨˦	老派，如：知趣，興趣	t͡sʰ	wɛ̝ɪ̯	˨˦							
聚	聚	t͡ɕy˨˦		t͡ɕ	y	˨˦							
需	需	ɕy˧˥		ɕ	y	˧˥							
須	须	ɕy˧˥		ɕ	y	˧˥							
烏	乌	v̩˧˥		Ø	v̩	˧˥							
鎢	钨	v̩˧˥		Ø	v̩	˧˥							
續	续	ɕy̑ɛ˨˨˩		ɕ	y̑ɛ	˨˨˩							
珠	珠	t͡su˧˥		t͡s	u	˧˥							
蛛	蛛	t͡su˧˥		t͡s	u	˧˥							
株	株	t͡su˧˥		t͡s	u	˧˥							
誅	诛	t͡su˧˥		t͡s	u	˧˥							
駐	驻	t͡su˨˦		t͡s	u	˨˦							
注	注	t͡su˨˦		t͡s	u	˨˦							
廚	厨	t͡sʰu˧˩		t͡sʰ	u	˧˩							
柱	拄	t͡sʰu˥˧	白讀動詞，表示用力向下戳	t͡sʰ	u	˥˧							
柱	柱	t͡su˨˦		t͡s	u	˨˦							
住	住	t͡sɔ˨˦	白讀動詞，如：在xx〜	t͡s	ɔ	˨˦							
住	住	t͡su˨˦		t͡s	u	˨˦							
芻	刍	t͡sʰu˧˩		t͡sʰ	u	˧˩							
雛	雏	t͡sʰu˧˩		t͡sʰ	u	˧˩							
數	数	su˥˧		s	u	˥˧							
數	数	su˨˦		s	u	˨˦							
珠	珠	t͡su˧˥		t͡s	u	˧˥							
朱	朱	t͡su˧˥		t͡s	u	˧˥							
主	主	t͡su˥˧		t͡s	u	˥˧							
注	注	t͡su˨˦		t͡s	u	˨˦							
鑄	铸	t͡su˨˦		t͡s	u	˨˦							
鑄	铸	tɑʊ̯˨˦	鍋兒是鐵～的	t	ɑʊ̯	˨˦							
姝	姝	su˧˥		s	u	˧˥							
樞	枢	su˧˥		s	u	˧˥							
輸	输	su˧˥		s	u	˧˥							
戍	戍	su˨˦		s	u	˨˦							
殊	殊	su˧˥		s	u	˧˥							
豎	竖	su˨˦		s	u	˨˦							
樹	树	su˨˦		s	u	˨˦							
儒	儒	zu˧˩		z	u	˧˩							
乳	乳	zu˥˧		z	u	˥˧							
孺	孺	zu˨˦		z	u	˨˦							
拘	拘	t͡ɕy˧˥		t͡ɕ	y	˧˥							
駒	驹	t͡ɕy˧˥		t͡ɕ	y	˧˥							
俱	俱	t͡ɕy˨˦		t͡ɕ	y	˨˦							
矩	矩	t͡ɕy˥˧		t͡ɕ	y	˥˧							
句	句	t͡ɕy˨˦		t͡ɕ	y	˨˦							
區	区	t͡ɕʰy˧˥		t͡ɕʰ	y	˧˥							
驅	驱	t͡ɕʰy˧˥		t͡ɕʰ	y	˧˥							
躣	躣	kʰu˧˩	動詞，表示蹲下。同（跍）	kʰ	u	˧˩							
瞿	瞿	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
鸜	𬸱	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
𬸱	𬸱	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
臞	臞	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
癯	癯	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
忂	忂	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
鼩	鼩	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
劬	劬	t͡ɕʰy˧˩		t͡ɕʰ	y	˧˩							
具	具	t͡ɕy˨˦		t͡ɕ	y	˨˦							
懼	惧	t͡ɕy˨˦		t͡ɕ	y	˨˦							
𧙆	𧙆	ɕy˧˥		ɕ	y	˧˥							
吁	吁	ɕy˧˥	氣喘~~（噓噓）	ɕ	y	˧˥							
盱	盱	ɕy˧˥		ɕ	y	˧˥							
栩	栩	ɕy˥˧		ɕ	y	˥˧							
詡	诩	ɕy˥˧		ɕ	y	˥˧							
煦	煦	ɕy˨˦		ɕ	y	˨˦							
昫	昫	ɕy˨˦		ɕ	y	˨˦							
酗	酗	ɕy˨˦	戏弄，發火	ɕ	y	˨˦							
虞	虞	jy˧˩		j	y	˧˩							
愚	愚	jy˧˩		j	y	˧˩							
娛	娱	jy˧˩		j	y	˧˩							
遇	遇	jy˨˦		j	y	˨˦							
寓	寓	jy˨˦		j	y	˨˦							
籲	吁	jy˨˦		j	y	˨˦							
扜	扜	jy˧˥	動詞，表示蜷縮或彎曲	j	y	˧˥							
迂	迂	jy˧˥		j	y	˧˥							
盂	盂	jy˧˥		j	y	˧˥							
雨	雨	jy˥˧		j	y	˥˧							
禹	禹	jy˥˧		j	y	˥˧							
宇	宇	jy˥˧		j	y	˧˩							
逾	逾	jy˧˩		j	y	˧˩							
羽	羽	jy˥˧		j	y	˥˧							
羽	羽	jy˨˦		j	y	˨˦							
芋	芋	jy˨˦		j	y	˨˦							
逾	逾	jy˨˦		j	y	˨˦							
榆	榆	jy˧˩		j	y	˧˩							
愉	愉	jy˧˩		j	y	˧˩							
覦	觎	jy˧˩		j	y	˧˩							
揄	揄	jy˧˩		j	y	˧˩							
牏	牏	jy˧˩		j	y	˧˩							
萮	萮	jy˧˩		j	y	˧˩							
崳	崳	jy˧˩		j	y	˧˩							
俞	俞	jy˧˩		j	y	˧˩							
俞	俞	jy˨˦		j	y	˨˦							
喻	喻	jy˨˦		j	y	˨˦							
鋊	鋊	jy˨˦	（刀）等生銹	j	y	˨˦							
裕	裕	jy˨˦		j	y	˨˦							
獃	獃	ŋɐ̞ɪ̯˧˩		ŋ	ɐ̞ɪ̯	˧˩							
嗨	嗨	xɐ̞ɪ̯˧˥		x	ɐ̞ɪ̯	˧˥							
咍	咍	xɐ̞ɪ̯˧˥		x	ɐ̞ɪ̯	˧˥							
戴	戴	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
胎	胎	tʰɐ̞ɪ̯˧˥		tʰ	ɐ̞ɪ̯	˧˥							
臺	台	tʰɐ̞ɪ̯˧˥	臺州	tʰ	ɐ̞ɪ̯	˧˥							
態	态	tʰɐ̞ɪ̯˨˦		tʰ	ɐ̞ɪ̯	˨˦							
貸	贷	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
臺	台	tʰɐ̞ɪ̯˧˩		tʰ	ɐ̞ɪ̯	˧˩							
苔	苔	tʰɐ̞ɪ̯˧˩		tʰ	ɐ̞ɪ̯	˧˩							
抬	抬	tʰɐ̞ɪ̯˧˩		tʰ	ɐ̞ɪ̯	˧˩							
殆	殆	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
待	待	tʰɐ̞ɪ̯˧˥	白讀1，作動詞。表示使~~東西保持在某一狀態。如：用手把什麼東西~著	tʰ	ɐ̞ɪ̯	˧˥							
待	待	tʰɐ̞ɪ̯˥˧	白讀2,作動詞。表示(使)停止，擱下，俗字可作(𢪯)	tʰ	ɐ̞ɪ̯	˥˧							
待	待	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
怠	怠	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
逮	逮	tɐ̞ɪ̯˥˧	白讀	t	ɐ̞ɪ̯	˥˧							
代	代	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
埭	埭	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
岱	岱	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
帒	帒	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
瑇	瑇	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
甙	甙	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
靆	靆	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
黛	黛	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
黱	黱	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
𡍖	𡍖	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
𨠾	𨠾	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
袋	袋	tɐ̞ɪ̯˨˦		t	ɐ̞ɪ̯	˨˦							
乃	乃	nɐ̞ɪ̯˥˧		n	ɐ̞ɪ̯	˥˧							
耐	耐	nɐ̞ɪ̯˨˦		n	ɐ̞ɪ̯	˨˦							
來	来	nɐ̞ɪ̯˧˩		n	ɐ̞ɪ̯	˧˩							
崍	崃	nɐ̞ɪ̯˧˩		n	ɐ̞ɪ̯	˧˩							
渽	渽	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
𡿧	𡿧	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
哉	哉	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
𦸜	𦸜	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
𦳦	𦳦	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
烖	烖	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
𢦔	𢦔	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
災	灾	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
𤆎	𤆎	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
栽	栽	t͡sɐ̞ɪ̯˧˥		t͡s	ɐ̞ɪ̯	˧˥							
宰	宰	t͡sɐ̞ɪ̯˥˧		t͡s	ɐ̞ɪ̯	˥˧							
載	载	t͡sɐ̞ɪ̯˥˧		t͡s	ɐ̞ɪ̯	˥˧							
再	再	t͡sɐ̞ɪ̯˨˦		t͡s	ɐ̞ɪ̯	˨˦							
載	载	t͡sɐ̞ɪ̯˨˦		t͡s	ɐ̞ɪ̯	˨˦							
猜	猜	t͡sʰɐ̞ɪ̯˧˥		t͡sʰ	ɐ̞ɪ̯	˧˥							
采	采	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
睬	睬	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
彩	彩	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
寀	寀	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
採	採	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
㥒	㥒	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
綵	䌽	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
踩	踩	t͡sʰɐ̞ɪ̯˥˧		t͡sʰ	ɐ̞ɪ̯	˥˧							
菜	菜	t͡sʰɐ̞ɪ̯˨˦		t͡sʰ	ɐ̞ɪ̯	˨˦							
裁	裁	t͡sʰɐ̞ɪ̯˧˩		t͡sʰ	ɐ̞ɪ̯	˧˩							
材	材	t͡sʰɐ̞ɪ̯˧˩		t͡sʰ	ɐ̞ɪ̯	˧˩							
纔	才	tʰɐ̞ɪ̯˧˩	白讀	tʰ	ɐ̞ɪ̯	˧˩							
才	才	t͡sʰɐ̞ɪ̯˧˩		t͡sʰ	ɐ̞ɪ̯	˧˩							
纔	才	t͡sʰɐ̞ɪ̯˧˩		t͡sʰ	ɐ̞ɪ̯	˧˩							
財	财	t͡sʰɐ̞ɪ̯˧˩		t͡sʰ	ɐ̞ɪ̯	˧˩							
在	在	tɐ̞ɪ̯˨˦	白讀	t	ɐ̞ɪ̯	˨˦							
在	在	t͡sɐ̞ɪ̯˨˦		t͡s	ɐ̞ɪ̯	˨˦							
𭖘	𭖘	t͡sɐ̞ɪ̯˨˦		t͡s	ɐ̞ɪ̯	˨˦							
腮	腮	sɐ̞ɪ̯˧˥		s	ɐ̞ɪ̯	˧˥							
賽	赛	sɐ̞ɪ̯˨˦		s	ɐ̞ɪ̯	˨˦							
該	该	kɐ̞ɪ̯˧˥		k	ɐ̞ɪ̯	˧˥							
垓	垓	kɐ̞ɪ̯˧˥		k	ɐ̞ɪ̯	˧˥							
姟	姟	kɐ̞ɪ̯˧˥		k	ɐ̞ɪ̯	˧˥							
峐	峐	kɐ̞ɪ̯˧˥		k	ɐ̞ɪ̯	˧˥							
