	注釋：=文，-白																																																
ts	[7]接褶｛衣～｝摺-｛～紙｝[8]舌-折-｛已斷｝																																																
s	[7]薛[8]䘋｛蟹的一種｝蝕｛～水｝																																																
k	[7]砌｛～花台｝																																																
kʰ	[7]缺｛～角｝[8]□｛膠著：～鼎｝																																																
#ĩ																																																	
p	[1]邊-鞭-□｛逼，強～｝編-｛～造｝[3]扁-[5]變-[6]編｛～頭鬃：編辮子｝																																																
pʰ	[1]篇-便-｛～人：占人便宜｝[5]片-｛量詞｝[6]鼻-濞																																																
m	[1]彌[2]棉-綿-[6]麵-媚																																																
t	[1]甜[2]纏-[6]□｛滿：水～｝																																																
tʰ	[1]天-添-[5]剃[6]𬘜｛縫補，～衫｝																																																
n	[1]拈[2]尼年-泥=膽連-｛姓｝蓮-｛川～｝簾｛門～｝[3]染您																																																
ts	[1]晶櫼｛楔木：柴～｝[2]錢-簷-簷-[3]□｛幼嫩：～雞｝[5]箭-																																																
s	[1]鮮-｛新～｝青-｛藍色：～衫仔｝[2]□｛鹽漬物：橄欖～｝[3]淺-｛～色｝[5]扇-[6]鹽｛醃製｝																																																
k	[1]堿-[2]舷-｛船～｝墘[5]見-																																																
kʰ	[2]鉗																																																
h	[2]弦-｛弓～｝[5]獻-｛丟出｝[6]耳-硯-																																																
∅	[1]□｛給嬰孩催眠：～囝仔｝[2]圓-[3]□｛嫩芽：～仔｝[5]燕-[6]院																																																
#ĩʔ																																																	
p	[8]□｛要｝																																																
m	[8]物																																																
n	[7]𥍉｛眨眼暗示｝																																																
s	[7]閃-																																																
#ia																																																	
t	[1]爹																																																
ts	[1]嗟這[3]者赭姐｛小～｝[5]蔗柘鷓[6]謝｛姓｝																																																
s	[1]賒車-奢[2]邪斜餘佘[3]寫[5]舍赦瀉卸[6]射榭謝社麝啥																																																
dz	[1]遮[3]惹喏																																																
k	[5]寄[6]崎｛陡｝																																																
kʰ	[1]奇-｛～數｝[2]騎-[6]徛｛站；豎；住：～厝｝伽																																																
ɡ	[2]蜈｛～蚣｝䗁｛蟧～：蜘蛛｝攑｛掮：～柴｝																																																
h	[1]靴桸｛匏～：舀水用的器具｝遐｛那｝[6]瓦-蟻-																																																
∅	[1]埃｛轟～：灰塵｝[2]爺耶椰揶[3]野壄冶[5]懨｛疲倦｝[6]夜也□｛撤：～沙｝																																																
#iaʔ																																																	
p	[7]壁																																																
pʰ	[7]僻-癖-辟-｛開～｝[8]甓｛瓦～｝㾦																																																
t	[7]摘-謫-[8]糴-																																																
tʰ	[7]拆																																																
l	[7]剽[8]掠｛抓捕｝搦																																																
ts	[7]跡隻-脊-｛胛～｝借｛～口｝[8]食																																																
s	[7]削錫-赤-刺-｛～繡｝[8]杓｛油～｝																																																
k	[8]屐																																																
kʰ	[7]隙-																																																
ɡ	[7]撠｛挑開｝[8]額｛名～｝																																																
h	[7]□｛那麼：～好｝[8]額｛～頭｝																																																
∅	[8]驛頁役亦蝶｛美～：蝴蝶｝易｛《～經》｝																																																
#iã																																																	
p	[1]□｛亂丟｝[3]餅-丙-[5]拼-																																																
pʰ	[1]兵｛天～：身材魅梧｝𩩍｛胛～：背部｝[2]坪[3]□｛—～肉｝																																																
m	[2]名-銘[6]命-																																																
t	[1]顛｛行不穩｝[2]庭-呈-埕-程-[3]鼎-[5]碇-[6]定-錠-																																																
tʰ	[1]聽-廳-[2]程-｛姓｝[5]痛																																																
n	[3]領嶺[6]崚｛山～｝																																																
ts	[1]正-精-[2]情-｛人～｝成｛～人｝[3]䭕｛味淡｝□｛～色：淺色｝[5]正-[6]淨-｛白～｝																																																
s	[1]清-｛福～：地名｝[2]城-成-□｛引誘：～囡仔｝[3]且請-[5]聖-倩｛～工｝[6]□｛～籃：把籃子做完整｝																																																
k	[1]京-驚-[2]行-墘｛打～：地名｝[3]囝｛孩子｝[5]鏡-[6]健-件-																																																
h	[1]兄-[2]燃-｛～火｝[5]向｛偏倒：～倒｝[6]艾-																																																
∅	[2]營-贏-[3]影-[6]揚｛～旗仔｝掞｛～開：抖開｝炎｛赤～｝																																																
#iãʔ																																																	
ɡ	[8]愕｛戇～｝																																																
h	[7]□｛挾抱：～衫仔｝[8]愕｛驚～｝																																																
#io																																																	
p	[1]標-｛招～｝[3]表-[6]鏢																																																
pʰ	[2]薸-瓢-[5]票-漂-																																																
b	[2]描-[6]廟																																																
t	[2]潮-跳-長-｛～興：地名｝[5]釣-[6]趙-□｛跳動｝																																																
tʰ	[1]挑-[5]糶-																																																
l	[2]撩｛～油：把浮在表面的油渣撈出來｝																																																
ts	[1]椒-蕉-招-[3]少-[5]照-醮-[6]嚼																																																
s	[1]燒-霄-｛雲～：地名｝𤞚｛～雞｝相-｛～共｝[3]小-[5]笑-																																																
dz	[6]尿																																																
k	[2]橋茄[5]叫[6]轎蕎																																																
ɡ	[6]□｛有意說人短處取樂｝																																																
∅	[1]腰-么-[2]窯-搖-姚-｛姓｝																																																
#ioʔ																																																	
t	[7]□｛抽動：～衫仔裾｝[8]著｛～火燒｝																																																
ts	[7]借襀｛棉～：棉胎｝斫｛砍：～柴｝[8]石-																																																
s	[7]惜-尺-[8]蓆-｛草～｝□｛魚肉不鮮：～味｝																																																
k	[7]□｛好～：人品出眾｝角｛戲～：演戲的角色｝																																																
kʰ	[7]挈｛撿拾：～錢｝抾｛～囝仔：生孩子｝																																																
ɡ	[7]□｛用眼調情｝□｛翹走｝																																																
h	[8]箬｛葉，樹～｝葉｛訓｝																																																
∅	[7]□｛猜｝[8]藥-																																																
#iei																																																	
p	[1]□｛竹～：竹片｝[5]蔽[6]陛																																																
pʰ	[1]批[3]□䫌｛喙～：嘴巴｝[5]紕劈｛～竹｝[6]稗-																																																
b	[2]迷謎[3]買[6]賣𣍐｛不會，“毋解”合音｝																																																
t	[2]題蹄[3]底-貯-[5]帝締[6]弟等地遞逮遞棣																																																
tʰ	[2]堤提[3]體[5]啻涕-																																																
l	[2]犁-[3]禮醴蠡奶｛娘～：母親｝[5]礪-[6]麗隸																																																
ts	[1]劑薺儕擠躋臍=[2]齊臍-[5]濟祭際晬｛小孩滿周歲｝[6]多｛訓｝																																																
s	[1]西=棲梳-疏-犀些萋妻=初淒[3]洗-所｛～有｝[5]粞｛米～｝箲｛鼎～：藤蔓製成的鍋刷｝																																																
k	[1]街雞階[2]鮭[3]改-解-[5]計疥-繼																																																
kʰ	[1]溪稽[2]慀｛厚～｝[3]啟[5]契鍥																																																
ɡ	[2]霓[3]詣倪閱[6]藝羿毅																																																
h	[1]□｛眼斜視｝[2]奚蹊[3]眭｛側目｝[6]系係兮蟹-																																																
∅	[1]挨-[2]鞋-[6]解																																																
#im																																																	
t	[2]沉[6]聯□｛鍋裏蒸燉：～雞｝																																																
tʰ	[1]琛[5]鴆□｛～頭：點頭｝																																																
l	[1]啉｛飲：～水｝[2]林=臨淋霖[3]凜懍廩[5]□｛稍睡｝																																																
ts	[1]斟｛～酌｝針□｛吻：相～｝[2]蟳[3]枕[5]浸																																																
s	[1]心芯侵深新｛～婦｝[2]尋=潯=[3]沈瀋嬸審寢[5]□｛上下抖動｝[6]甚																																																
dz	[2]壬□｛掏｝[3]衽荏[6]任賃刃韌妊紉仞																																																
k	[1]今金[3]錦[5]禁[6]妗																																																
kʰ	[1]襟飲衾[2]琴禽擒噙																																																
ɡ	[2]吟岑[6]扲｛抓住｝																																																
h	[1]欣昕[2]熊-																																																
∅	[1]音陰淹-[2]淫[3]飲=[5]蔭																																																
#ip																																																	
l	[7]囁｛小口飲｝[8]立																																																
ts	[7]執[8]集																																																
s	[7]濕楫輯緝葺[8]十=拾=習什=熠																																																
dz	[8]入																																																
k	[7]急級給[8]及芨																																																
kʰ	[7]吸泣汲[8]□｛抓｝																																																
ɡ	[7]岌																																																
h	[7]熻｛密罩｝																																																
∅	[7]揖｛作～｝																																																
#in																																																	
p	[1]賓揀濱斌彬繽[2]貧瀕頻屏憑顰蘋[3]稟別｛～針｝[5]鬢篦｛櫛～：齒細的梳頭發用具｝儐擯殯[6]臏牝嬪																																																
pʰ	[1]乒[2]酩｛大醉：～～｝[3]品																																																
b	[2]民眠岷泯[3]敏抿閔憫[6]面-																																																
t	[1]珍征徵｛～求｝癥[2]陳=｛～列｝塵藤滕[3]振｛～動｝[5]鎮[6]陣																																																
tʰ	[2]斟｛～酒｝[6]□｛奉陪：～人坐｝																																																
l	[1]粼｛青～～｝[2]憐鄰麟燐粼[3]恁[6]吝藺｛姓｝																																																
ts	[1]真津臻蓁瞋升｛一～｝甄[2]秦[3]振震拯診疹賑[5]進晉證縉症[6]盡儘燼																																																
s	[1]新身申伸=新｛～婦｝辛薪紳親[2]神辰晨繩蠅丞臣承[5]信汛訊迅囟秤-凊襯[6]腎慎剩縝																																																
dz	[1]人仁[6]認																																																
k	[1]巾斤鈞均根跟筋[2]□｛倒餘水｝[3]緊謹瑾囡｛查～仔｝[5]絹[6]近謹覲																																																
kʰ	[1]輕[2]芹勤[3]□｛水淺｝																																																
ɡ	[2]銀齦																																																
h	[1]興[2]眩-｛～船｝暈-｛頭～｝[3]很[5]興｛高～｝釁[6]恨狠																																																
∅	[1]因□｛他們｝姻恩茵氤殷慇[2]勻寅雲=云芸耘[3]引尹蚓隱允｛答應｝[5]印應｛～聲｝[6]孕胤																																																
#it																																																	
p	[7]筆畢篳嘩必[8]弼辟鼻=｛～祖｝																																																
pʰ	[7]匹疋																																																
b	[8]密｛～切｝蜜覓｛尋～｝																																																
t	[7]得-[8]直侄蟄值																																																
tʰ	[7]敕飭[8]□｛舒展：～骨｝																																																
l	[7]慄																																																
ts	[7]職織瘠脊質鯽[8]矢疾嫉																																																
s	[7]失息熄式媳=識拭七柒軾室悉蟋[8]實食=翼-植夕蝕=殖襲汐																																																
dz	[8]日																																																
k	[7]吉桔□｛刺人｝□｛濃稠：～粥｝																																																
kʰ	[7]乞[8]橛｛牛～｝																																																
ɡ	[7]訖迄屹吃｛口～｝																																																
h	[7]迄																																																
∅	[7]一乙憶｛～著：被看中｝壹噎[8]逸軼聿佾翼=																																																
#iau																																																	
p	[3]表=殍婊裱																																																
pʰ	[1]標=飄縹螵漂｛～流｝飆[2]嫖瓢=薸=[3]剽殍[5]票漂																																																
b	[1]苗描=[3]秒藐渺杳邈淼[6]秒廟=																																																
t	[1]雕碉凋雕朝｛～夕｝貂[2]潮=條調｛～和｝朝｛～代｝蜩迢[5]吊釣=[6]調｛聲～｝兆肇召晁																																																
tʰ	[1]挑=超刁祧[2]鰷｛花～｝[3]窕｛窈～｝[5]跳眺[6]柱□｛痹｝																																																
l	[1]□｛痹：腳～手軟｝[2]僚療遼寥聊繚嘹撩蹽｛～溪：赤著腳走過溪｝[3]了瞭蓼[6]廖料燎																																																
ts	[1]昭釗譙焦=礁=椒=招=蕉=[2]樵憔□｛均勾｝[3]鳥[5]照=詔醮=																																																
s	[1]宵消瀟霄=硝銷峭蕭簫燒=搜-逍[2]韶潲｛男子精液｝□｛移動：～桌｝[3]少=小=悄稍嬲｛女人不穩重：起～｝[5]少=｛～年｝肖誚俏峭悄稍笑｛見～｝數｛算～｝嘯[6]紹邵劭																																																
dz	[2]饒嬈皺｛訓｝[3]爪繞擾[5]縐抓｛訓，～癢｝[6]尿=																																																
k	[1]嬌驕[2]喬橋=僑翹[3]攪繳餃皎矯佼[5]叫=[6]撬｛～石｝□｛～人：對人罵粗話｝																																																
kʰ	[1]橇蹺｛踏～：踩高蹺；～欹：因不能隨心所欲而作態｝																																																
ɡ	[2]堯峣蟯																																																
h	[1]枵囂僥梟邀[2]姣｛女人行為不正｝[3]曉																																																
∅	[1]妖枵｛饑餓｝要=｛～求｝么腰吆[2]謠遙瑤徭窯=姚=搖=[3]夭｛～壽：心地不好或夭折｝窈｛～窕｝[5]要=[6]耀曜																																																
#iãu																																																	
n	[1]貓[2]鳥=嫋[5]皺｛訓｝																																																
ŋ	[1]□｛搔癢｝																																																
#iãuʔ																																																	
ŋ	[8]蟯｛～～動｝																																																
#iu																																																	
p	[1]彪																																																
pʰ	[5]□｛不受拘束｝																																																
b	[6]謬																																																
t	[1]丟[2]綢籌疇儔惆稠[3]肘[5]晝[6]宙紂胄粙｛稻｝																																																
tʰ	[1]抽[2]頭=																																																
l	[1]溜｛～走｝鰍[2]榴琉硫瘤旒流=留=劉=樓=[3]柳紐扭[5]溜｛滑｝蹓[6]餾																																																
ts	[1]州洲周舟珠-｛目～：眼睛｝[3]酒守-｛～寡｝帚[5]蛀-咒[6]就鷲																																																
s	[1]修收羞秋鬚鞦[2]售仇泅囚愁酬[3]守=手醜[5]秀繡鏽袖宿｛星～｝獸□｛嚇～：打噴嚏｝[6]壽受授岫樹																																																
dz	[2]柔揉柔																																																
k	[1]勼｛縮：會伸也會～｝[2]求球[3]久=赳九=玖=[5]救究□｛縮小：新布～水｝[6]咎舊=臼=舅=																																																
kʰ	[1]鳩蚯=丘=[2]虯[3]揪[6]□｛軟而韌：糕仔真～｝																																																
h	[1]休庥咻[2]裘-｛棉～｝[3]朽[5]臭溴嗅																																																
∅	[1]優憂幽悠[2]尤猶由油郵釉遊猷酋[3]友酉誘有=[5]幼[6]又右宥祐佑																																																
#iũ																																																	
t	[1]張-[2]場-[3]長-[5]漲-脹-帳-[6]丈-｛～人｝																																																
tʰ	[3]丑																																																
n	[2]娘-糧-量-梁-涼-｛～傘｝[3]兩-[6]讓-量-｛大秤：～仔｝																																																
ts	[1]漿-章-樟-漳-｛～浦｝[2]裳-｛衣～｝[3]槳-蔣-掌-｛手～｝[5]醬-[6]上-｛～山｝癢-																																																
s	[1]箱-廂-鑲-相-｛～思｝槍-｛刀～｝鯧-[2]瘍-牆-薔-揚-｛～穀｝[3]賞-鯗-｛魚～｝搶-廠-[5]相-｛～命｝肖-｛生～｝唱-[6]想-尚-｛和～｝																																																
k	[1]薑-姜-																																																
kʰ	[1]腔-｛～調｝[6]儉｛訓，～口：少食或戒食｝																																																
h	[1]香-鄉-｛～裏｝																																																
∅	[1]鴦-[2]羊-洋-楊-揚-溶-[3]舀-｛～水｝養-[6]樣-																																																
#iɔŋ																																																	
t	[1]中忠[2]重=｛量詞：層｝[5]中=[6]重=｛～用｝仲																																																
tʰ	[1]衷[2]蟲=[3]塚寵[5]暢｛快樂｝[6]挺｛凸出｝																																																
l	[2]龍隆[3]朧[5]□｛用腳～｝																																																
ts	[1]鍾終鐘盅舂螽[2]從[3]種腫[5]眾種																																																
s	[1]嵩沖衝忡充[2]松榕-淞[5]銃縱慫[6]頌穿｛訓｝褣｛穿｝訟誦																																																
dz	[2]絨戎茸[3]冗																																																
k	[1]弓宮供躬恭芎[2]窮=[3]拱珙龔[5]供[6]共																																																
kʰ	[1]筐框穹[2]瓊[3]鞏恐[6]虹																																																
ɡ	[2]邛																																																
h	[1]胸凶兇匈洶兄=[2]雄熊=																																																
∅	[1]癰雍邕[2]容蓉融溶=庸傭榕=甕｛酒～｝[3]勇甬湧涌俑[5]壅擁蕹｛～菜：空心菜｝[6]用傭																																																
#iɔk																																																	
t	[7]竹竺[8]逐軸																																																
tʰ	[7]搐																																																
l	[7]餒｛訓，～氣：失去旺氣｝[8]錄綠戮六=陸=																																																
ts	[7]足囑祝燭矚																																																
s	[7]縮宿夙肅粟｛稻穀｝叔=淑倏捉=觸=促蹴[8]俗贖續蜀熟孰塾□｛上下抖動｝																																																
dz	[7]□｛追｝[8]辱褥肉=搦｛握捏：～肉丸仔｝																																																
k	[7]菊掬鞠溺｛訓，被水～死｝[8]局侷跼□｛悲傷｝																																																
kʰ	[7]曲麴																																																
ɡ	[8]玉鈺																																																
h	[7]蓄畜郁旭惑彧																																																
∅	[7]溢｛～水｝[8]浴慾欲育煜鬻毓																																																
#ian																																																	
p	[1]邊鞭[2]胼[3]貶匾扁蝙砭[5]遍變[6]卞便辯辮=																																																
pʰ	[1]篇=偏=編=[5]片=｛一～汪洋｝騙																																																
b	[2]棉=綿=眠=[3]免娩勉緬靦冕[6]面=麵=																																																
t	[1]顛癲巔[2]纏田[3]展典碘[6]電殿佃奠澱甸靛																																																
tʰ	[1]天=[2]填翻嗔滇[3]腆殄																																																
l	[1]蔫｛花～｝[2]蓮連年=聯鰱璉[3]臉輦碾攆撚撚[5]□｛掉落：～落來｝[6]練煉																																																
ts	[1]煎=箋氈[2]前=[3]踐餞剪翦[5]戰薦箭=[6]賤濺=																																																
s	[1]仙先鮮鉎｛鏽｝千遷阡韆躚[2]蟬禪嬋涎單｛姓｝延｛～時間｝[3]鮮｛朝～｝癬冼跣淺[5]扇=煽線=茜倩[6]鰭善膳繕擅單｛～於｝倦｛疲～｝																																																
dz	[2]燃然																																																
k	[1]肩=堅慳[3]謇[5]見=建[6]健=鍵腱																																																
kʰ	[1]牽=搴騫愆[2]乾虔[3]犬遣繾吠[5]譴																																																
ɡ	[1]妍汧[2]言[3]研=[5]癮																																																
h	[1]軒掀[2]賢眩=玄炫弦懸=舷=[3]顯[5]憲獻□｛異味：臭～｝[6]現硯=莧=																																																
∅	[1]淵胭煙嫣焉燕｛～京｝[2]延沿鉛緣芫｛～荽｝[3]演袞｛～州｝偃遠=[5]宴燕=咽[6]衍																																																
#iat																																																	
p	[7]別蹩憋[8]別｛離～｝																																																
pʰ	[7]撇瞥[8]□｛禽類扇翼｝																																																
b	[8]滅蔑																																																
t	[7]哲[8]跌秩軼轍瓞																																																
tʰ	[7]澈鐵=徹撤																																																
l	[8]列烈冽裂=																																																
ts	[7]折｛～價｝節=浙櫛[8]捷截睫婕																																																
s	[7]泄設洩褻燮切竊[8]舌=																																																
dz	[8]熱																																																
k	[7]結=潔羯[8]傑竭桀碣																																																
kʰ	[7]揭孑頡訐[8]竭｛乾涸：幹～｝																																																
ɡ	[7]齧｛～斷：咬斷或剪斷｝[8]孽臬鎳蘖虐																																																
h	[7]血=□｛丟：～出去｝[8]穴																																																
∅	[7]謁=蠍[8]悅曰□｛搧：～風｝																																																
#iam																																																	
t	[1]砧掂[2]沉[3]點[5]店惦□｛躲藏｝[6]墊恬｛～靜｝																																																
tʰ	[1]添=[2]舔[3]忝□｛勞苦｝諂[6]填｛投物水中：～海｝																																																
l	[1]拈跕｛～骹行：輕緩地走路｝[2]簾廉粘鐮奩臁｛骹～：小腿前部｝[3]斂瀲殮瞼[5]撚[6]念窆｛掩～：埋葬｝																																																
ts	[1]詹尖瞻占｛～卜｝沾針[2]潛[5]佔[6]暫漸																																																
s	[1]簽籤殲纖[2]尋｛一～｝□｛抱｝橙[3]閃陝鋟｛鐵～｝[5]僭滲｛～水｝[6]暹贍																																																
dz	[3]染冉苒姌																																																
k	[1]兼[2]鹹｛菜～｝[3]減檢撿堿=[5]劍																																																
kʰ	[1]謙[2]鉗鈐黔[3]歉[5]欠[6]儉																																																
ɡ	[2]嚴岩閻[3]儼[6]驗																																																
h	[1]薟｛臭～：臭味｝[2]嫌[3]險[5]喊-｛～雞｝																																																
∅	[1]淹=閹醃陰｛半～陽｝[2]鹽[3]掩[5]厭懨[6]炎豔焰																																																
#iap																																																	
t	[7]碟=蝶=諜牒喋撻｛鞭打身體｝堞[8]蝶																																																
tʰ	[7]貼帖[8]疊																																																
l	[7]聶懾捏攝掠[8]粒																																																
ts	[7]接[8]躡｛疾行｝□｛頻繁：很～來｝																																																
s	[7]澀妾霎唼｛咀～｝[8]涉																																																
k	[7]夾峽劫裌｛～裘：夾襖｝																																																
kʰ	[7]夾｛～世：醜陋｝□｛損壞：～去｝[8]□｛用腳夾：～緊緊｝																																																
ɡ	[7]鑷-[8]業鄴孽｛～債：一生坎坷｝																																																
h	[7]□｛悶熱｝[8]協脅俠狹挾洽																																																
∅	[7]挹｛～後：拿著放在身後｝曄[8]葉｛姓｝																																																
#iaŋ																																																	
t	[1]張=[2]長=[3]長=[5]漲=脹=帳=賬[6]丈杖																																																
tʰ	[3]倘躺=[5]暢																																																
l	[2]良涼梁=量=娘=粱糧=[3]輛兩=魎[6]亮量=諒																																																
ts	[1]彰漳將章=漿=璋樟=[3]獎槳=掌=蔣=[5]將障醬=																																																
s	[1]雙相商箱=湘襄鑲=廂傷殤昌槍=猖娼[2]詳祥常嘗翔嫦庠裳=牆=腸=嬙薔償[3]想=賞廠=敞搶=[5]相唱=倡[6]象=像上=尚橡=匠=																																																
dz	[3]嚷壤釀瓤攘[6]讓=																																																
k	[1]薑姜僵疆羌=韁[2]強｛～大｝[3]強｛勉～｝繈																																																
kʰ	[1]腔=鏗=羌[5]勥｛～人：能人｝																																																
ɡ	[1]□｛鈴：～仔｝[2]昂[3]仰[5]□｛外露：～齒｝																																																
h	[1]鄉=薌香=[3]享響[5]向=餉																																																
∅	[1]央=秧=殃[2]陽羊=洋=揚=楊=庠煒佯瘍[3]養=氧癢[5]映泱[6]漾恙□｛背：～囝仔｝樣=																																																
#iak																																																	
t	[7]□｛用手指彈｝																																																
l	[8]略																																																
ts	[7]酌灼爵勺芍嚼=[8]著｛～落｝																																																
s	[7]雀=綽鵲屑																																																
dz	[7]弱若嫋																																																
k	[8]劇矍																																																
kʰ	[7]卻怯																																																
∅	[7]約[8]藥=｛芍～｝躍鑰｛～匙｝																																																
#u																																																	
p	[1]炰｛～番薯｝煲｛文火煮｝[2]匏-燔｛火燒：～鐵｝[3]斧釜[5]富-[6]婦-｛新～｝孵-																																																
pʰ	[2]浮-□｛油炸：～油條｝[3]殕｛變黴：臭～｝																																																
b	[2]無=巫誣蕪[3]舞武鵡撫侮=母｛阿～｝憮[6]務霧暓□｛噴：～水｝																																																
t	[1]堆-蛛｛蜘～｝推[2]廚躕櫥[3]拄｛～拐仔｝佇[5]注｛一～｝[6]□｛抵住：～門｝																																																
l	[5]□｛來回磨擦｝[6]□｛滑：～倒｝																																																
ts	[1]朱硃珠侏資姿茲滋諸孳咨孜銖緇[2]瓷磁=慈[3]主子嘬｛吮吸：～奶｝[5]注駐鑄蛀註[6]住自柱=□｛墊：尿～仔｝																																																
s	[1]輸師=私=思=斯司伺嘶□｛煙～：身軀｝[2]辭=祠詞殊嗣疵玼[3]使史駛=死=此[5]賜絮使=四=肆=思｛意～｝駟厝次[6]事似士仕祀=姒飼=□｛滑｝																																																
dz	[3]愈｛～走～快｝[6]裕																																																
k	[1]龜痀[2]□｛加衣：～裘仔｝[3]久韭[5]句灸[6]舊舅																																																
kʰ	[1]丘邱[2]跔｛蹲｝[6]臼柩																																																
ɡ	[2]牛-																																																
h	[1]夫=麩=膚敷孚灰伕[2]符扶浮=俘芙[3]腐府甫釜=腑俯脯｛肉～｝斧=[5]副赴訃富=咐賦[6]腐｛豆～｝負附付傅父婦駙輔																																																
∅	[1]汙趺｛骹～：膝蓋｝[3]宇羽[5]□｛～燒｝[6]有-																																																
#uʔ																																																	
p	[7]發-｛～芽｝																																																
pʰ	[8]浡｛浛～：水腫｝																																																
t	[8]剢｛戳｝																																																
tʰ	[7]托｛～手尾：一種遊戲運動｝捅｛訓，用手指戳｝																																																
ts	[7]□｛擠：～牙膏｝[8]□｛擠出｝																																																
s	[7]嗍｛吮吸：～湯｝																																																
k	[7]□｛強吞：～落去｝																																																
kʰ	[7]□｛隨地隱身：～在牆邊｝																																																
#ua																																																	
p	[5]簸｛～箕｝																																																
pʰ	[1]拋｛～網｝[5]破-																																																
b	[2]磨-																																																
t	[5]帶-[6]大-舵-																																																
tʰ	[1]拖-[5]泰-｛長～：地名｝[6]豸｛蟲～｝																																																
l	[2]羅-偌[5]瀨-[6]賴-																																																
ts	[1]抓[2]蛇-[3]紙-[6]誓-｛咒～：發誓｝□｛趟，去一～｝																																																
s	[1]沙-砂鯊[3]徙｛移動｝耍刷[5]蔡-□｛接續｝[6]娶-□｛帶：～路｝																																																
k	[1]歌-柯-□｛菜不幼嫩｝[5]蓋芥-掛過-｛罪～｝																																																
kʰ	[1]誇垮跨胯[5]擱｛訓，船～沙｝																																																
ɡ	[3]我[6]外																																																
h	[1]華=花｛～錢｝[2]華鏵□｛合算：無～｝嘩[5]化華｛姓｝[6]嘩｛喊～｝																																																
∅	[1]娃蝸蛙窪[2]何-｛無奈～｝[3]瓦倚｛～靠｝																																																
#uaʔ																																																	
p	[7]撥缽[8]鉉跋□｛～倒：摔倒｝博-｛賭博｝																																																
pʰ	[7]潑-｛～水｝																																																
b	[7]抹-[8]抹-攫｛撲取：～雞仔｝																																																
tʰ	[7]獺屜																																																
l	[7]捋[8]辣-捋｛～頭鬃｝																																																
ts	[7]□｛搖動：地會～｝□｛漾出：水～出來｝[8]□｛移位：走～｝																																																
s	[7]煞-撒-｛～胡椒｝□｛跳動：目～｝																																																
dz	[8]熱-																																																
kʰ	[7]渴-闊-																																																
h	[7]喝-[8]伐□｛跨越｝																																																
∅	[8]活-																																																
#uã																																																	
p	[1]搬-般-[2]盤販｛～貨｝磐-[3]阪-[5]半-絆-[6]拌-																																																
pʰ	[1]潘｛姓｝[5]判[6]伴																																																
m	[1]□｛覆蓋｝披｛披肩｝[2]麻｛～繩｝瞞-鰻-[3]滿-[6]蔓｛纏～～：被纏繞掙脫不開｝																																																
t	[1]單-[2]彈-｛子～｝壇-[5]旦-｛小～｝[6]段-惰-彈-｛～弓仔｝																																																
tʰ	[1]攤-灘-[3]鏟-｛～草｝[5]炭-																																																
n	[2]欄-攔-｛阻～｝[3]揉｛訓｝撋[5]□｛癱倒：～在路邊｝僆｛雞～仔：未孵的母雞｝[6]爛涎｛唾液｝																																																
ts	[1]煎-[2]泉-[3]盞-怎[6]濺																																																
s	[1]山□｛取直：～過去｝[5]散-線-傘-閂-拴[6]鱔｛田～｝																																																
k	[1]官-棺-乾-肝-[2]寒-[3]趕-寡-[6]汗-摜｛提，用手～｝㢨｛一～炮仔｝																																																
kʰ	[5]看-快｛～活｝曠｛心放寬｝																																																
h	[1]歡-｛～喜｝[3]旰｛昏晚：～烏｝																																																
∅	[1]鞍-安-｛同～：地名｝垵[3]碗-[5]晏-｛遲｝案-｛幾～｝[6]換-旱-																																																
#ui																																																	
p	[2]肥-[5]痱-｛～仔｝[6]吠-																																																
pʰ	[3]呸[5]屁-																																																
t	[1]堆=追=[2]槌追錘[5]對碓｛舂米器具｝[6]隊墜縋																																																
tʰ	[1]梯推=[2]槌錘[3]腿[6]墜繾																																																
l	[1]鐳｛銅～：銅元｝[2]雷擂[3]累｛～計｝蕊磊壘儡[6]累｛連～｝類淚																																																
ts	[1]錐椎騅[2]斫-｛砍：～柴｝[3]水-[5]醉[6]誰｛是～｝萃瘁																																																
s	[1]雖綏衰=蓑荽｛芫～｝吹=炊=崔摧催[2]垂=睡誰=隋隨[3]水=嫷｛美｝揣遄惴[5]翠碎焠粹喙｛嘴｝脆=[6]穗隧瑞祟燧																																																
k	[1]奎規歸閨圭龜=機｛布～｝[2]遺葵揆夔馗睽[3]鬼宄幾｛～只雞｝詭[5]癸桂貴季[6]跪櫃饋餽																																																
kʰ	[1]虧開-[2]瑰[3]軌傀簋[5]愧悸氣-																																																
ɡ	[2]危嵬巍[6]魏偽																																																
h	[1]揮輝非徽扉妃暉緋飛=麾[2]瓷｛訓｝肥=[3]匪誹斐毀翡[5]諱卉費廢肺-[6]彗慧惠蕙																																																
∅	[1]威逶葳衣-｛胎～｝[2]為唯惟桅圍違遺帷維[3]委偉葦諉痿韋萎[5]畏｛膩：食到真～｝[6]位為胃謂蝟蝟																																																
#uĩ																																																	
p	[1]方-｛姓｝風-｛南～仔天：濕氣很重的天｝[6]飯-																																																
m	[2]門-[3]晚-[6]問																																																
t	[3]轉-[5]頓-｛一～飯｝擲｛訓，對準目標丟去｝丟｛訓，～石頭｝[6]斷-段-｛柴～｝																																																
tʰ	[2]團傳-｛有～：有傳宗，有後代｝[5]褪-｛雞～毛｝[6]□｛剩菜重煮｝																																																
