字表	聲母	韻母	聲調		序號
杰	dʑ	iɪʔ	7		2759
拮	tɕ	iɪʔ	7		2239
洁	tɕ	iɪʔ	7		3251
桀	dʑ	iɪʔ	7		2843
捷	z	iɪʔ	8		2307
傑	dʑ	iɪʔ	7		352
結	tɕ	iɪʔ	7		4629
結	tɕ	iɪʔ	7		4775
睫	z	iɪʔ	8		4151
節	ts	iɪʔ	7		4501
節	ts	iɪʔ	7		5154
截	z	iɪʔ	8		2121
竭	dʑ	iɪʔ	7		4430
潔	tɕ	iɪʔ	7		3468
姐	ts	i	5		1331
姐-	ts	ia	5		1332
解	tɕ	ia	5	~放	5748
解-	k	a	5		5749
解-	g	a	6	~山河：聊天	5750
介	tɕ	ia	5		138
介-	k	a	5		139
戒	tɕ	ia	5		2111
戒-	k	a	5		2112
芥	k	a	1		5164
庎	k	a	5		1754
屆	tɕ	ia	5		1575
屆	tɕ	ia	5		1580
屆-	k	a	5		1576
屆-	k	a	5		1581
界	tɕ	ia	5		3913
界-	k	a	5		3914
疥	k	a	5		3958
借	ts	ia	5		319
骱	g	a	6		7393
誡	tɕ	ia	5		5822
誡	tɕ	ia	5		5973
巾	tɕ	iŋ	1		1686
斤	tɕ	iŋ	1		2570
今	tɕ	iŋ	1		137
金	tɕ	iŋ	1		6591
津	ts	iŋ	1		3258
矜	tɕ	iŋ	1		4183
筋	tɕ	iŋ	1		4463
襟	tɕ	iŋ	1		5704
仅	dʑ	iŋ	6		132
尽	ts	iŋ	5		1562
尽	z	iŋ	6		1563
堇	tɕ	iŋ	5		1158
僅	dʑ	iŋ	6		370
緊	tɕ	iŋ	5		4615
緊	tɕ	iŋ	5		4667
槿	tɕ	iŋ	5		2966
儘	ts	iŋ	5		270
儘	ts	iŋ	5		394
錦	tɕ	iŋ	5		6665
錦	tɕ	iŋ	5		6829
謹	tɕ	iŋ	5		5877
謹	tɕ	iŋ	5		6020
近	dʑ	iŋ	6		6396
妗	ɕ	i	1	~夾夾：炫耀	1313
勁	tɕ	iŋ	5		605
勁	tɕ	iŋ	5		610
晉	ts	iŋ	5		2635
晉	ts	iŋ	5		2636
浸	ts	iŋ	5		3293
進	ts	iŋ	5		6401
進	ts	iŋ	5		6444
靳	tɕ	iŋ	5		7099
禁	tɕ	iŋ	5		4305
盡	ts	iŋ	5		4094
盡	z	iŋ	6		4095
凚	dʑ	iŋ	6		491
噤	dʑ	iŋ	6		1026
覲	dʑ	iŋ	6		5721
覲	dʑ	iŋ	6		5744
燼	z	iŋ	6		3597
燼	z	iŋ	6		3663
京	tɕ	iŋ	1		119
荆	tɕ	iŋ	1		5234
荊	tɕ	iŋ	1		5236
莖	tɕ	iŋ	1		5213
莖	tɕ	iŋ	1		5263
涇	tɕ	iŋ	1		3250
涇	tɕ	iŋ	1		3296
菁	ts	iŋ	1		5281
旌	ts	iŋ	1		2590
惊	tɕ	iŋ	1		1996
晶	ts	iŋ	1		2655
睛	ts	iŋ	1		4144
粳	k	ã	1		4564
經	tɕ	iŋ	1		4646
經	tɕ	iŋ	1		4771
兢	tɕ	iŋ	1		428
精	ts	iŋ	1		4570
鯨	dʑ	iŋ	6		7463
鯨	dʑ	iŋ	6		7511
驚	tɕ	iŋ	1		7341
井	ts	iŋ	5		102
阱	ts	iŋ	5		6961
剄	tɕ	iŋ	5		539
剄	tɕ	iŋ	5		554
景	tɕ	iŋ	5		2652
儆	tɕ	iŋ	5		388
憬	tɕ	iŋ	5		2069
頸	tɕ	iŋ	5		7154
頸	tɕ	iŋ	5		7191
警	tɕ	iŋ	5		5889
逕	tɕ	iŋ	5		6430
徑	tɕ	iŋ	5		1862
徑	tɕ	iŋ	5		1871
竟	tɕ	iŋ	5		4423
淨	z	iŋ	6		482
淨	z	iŋ	6		3339
敬	tɕ	iŋ	5		2547
痙	dʑ	iŋ	6		3976
痙	dʑ	iŋ	6		3983
靖	z	iŋ	6		7088
境	tɕ	iŋ	5		1187
靜	z	iŋ	6		7089
靜	z	iŋ	6		7091
鏡	tɕ	iŋ	5		6702
鏡	tɕ	iŋ	5		6851
競	dʑ	iŋ	6		4422
競	dʑ	iŋ	6		4432
迥	tɕ	ioŋ	5		6407
炯	tɕ	ioŋ	1		3573
窘	tɕ	ioŋ	5		4398
究	tɕ	iɤ	1		4381
糾	tɕ	iɔ	1		4590
糾	tɕ	iɤ	1		4591
糾	tɕ	iɔ	1		4730
糾	tɕ	iɤ	1		4731
赳	tɕ	iɤ	1		6188
揪	tsʰ	iɤ	1		2368
揪	ts	iɤ	1		2369
啾	ts	iɤ	1		950
鳩	tɕ	iɤ	1		7529
鳩	tɕ	iɤ	1		7573
鬮	tɕ	iɤ	1		6941
鬮	tɕ	iɤ	1		7424
九	tɕ	iɤ	5		70
久	tɕ	iɤ	5		53
玖	tɕ	iɤ	5		3796
灸	tɕ	iɤ	5		3554
韭	tɕ	iɤ	5		7126
酒	ts	iɤ	5		6540
臼	dʑ	iɤ	6		5107
咎	dʑ	iɤ	6		866
疚	tɕ	iɤ	5		3950
柩	dʑ	iɤ	6		2810
桕	dʑ	iɤ	6		2856
救	tɕ	iɤ	5		2533
厩	tɕ	iɤ	5		731
就	z	iɤ	6		1554
廐	tɕ	iɤ	5		1783
舅	dʑ	iɤ	6		5111
舊	dʑ	iɤ	6		2599
舊	dʑ	iɤ	6		5117
鷲	z	iɤ	6		7563
鷲	z	iɤ	6		7608
拘	tɕ	y	1		2224
居	tɕ	y	1		1574
居-	k	ᴇ	1	擁有	
疽	ts	y	1		3969
疸	t	ᴇ	5		3970
掬	tɕ	ioʔ	7		2340
琚	tɕ	y	1		3829
跔	g	ɤ	6		6220
裾	tɕ	y	1		5687
駒	tɕ	y	1		7315
駒	tɕ	y	1		7362
鞠	tɕ	ioʔ	7		7108
局	dʑ	ioʔ	7		1569
桔	tɕ	iɪʔ	7		2855
菊	tɕ	ioʔ	7		5284
橘	tɕ	yɪʔ	7		2996
矩	tɕ	y	5		4187
舉	tɕ	y	5		50
舉	tɕ	y	5		5116
擧	tɕ	y	5		2486
櫸	tɕ	y	5		2940
櫸	tɕ	y	5		3032
巨	dʑ	y	6		1674
句	tɕ	y	5		769
拒	dʑ	y	6		2218
苣	tɕ	y	5		5197
具	dʑ	y	6		444
炬	dʑ	y	6		3570
俱	dʑ	y	6		300
倨	tɕ	y	5		324
据	tɕ	y	5		2303
距	dʑ	y	6		6222
聚	z	y	6		4941
劇	dʑ	iaʔ	7		570
劇	dʑ	iaʔ	7		584
踞	tɕ	y	5		6242
據	tɕ	y	5		2481
遽	dʑ	y	6		6482
鋸	tɕ	y	5		6656
鋸-	k	ᴇ	5		
鋸	tɕ	y	5		6833
鋸-	k	ᴇ	5		
颶	dʑ	y	6		7215
颶	dʑ	y	6		7221
懼	dʑ	y	6		2005
懼	dʑ	y	6		2095
捐	tɕ	yø	1		2292
涓	tɕ	yø	1		3302
娟	tɕ	yø	1		1360
鵑	tɕ	yø	1		7546
鵑	tɕ	yø	1		7594
卷	tɕ	yø	5		708
捲	tɕ	yø	5		2306
倦	dʑ	yø	6		323
眷	tɕ	yø	5		4131
絹	tɕ	yø	5		4643
絹	tɕ	yø	5		4786
撅	dʑ	yɪʔ	7		2432
孓	tɕ	yɪʔ	7		1426
决	tɕ	yɪʔ	7		475
抉	tɕ	yɪʔ	7		2170
決	tɕ	yɪʔ	7		3184
珏	tɕ	ioʔ	7		3814
倔	dʑ	yɪʔ	7		315
掘	dʑ	yɪʔ	7		2326
崛	dʑ	yɪʔ	7		1644
訣	tɕ	yɪʔ	7		5770
訣	tɕ	yɪʔ	7		5935
厥	tɕ	yɪʔ	7		727
絕	z	iɪʔ	8		4630
絕	z	iɪʔ	8		4782
蕨	tɕ	yɪʔ	7		5398
爵	ts	iaʔ	7		3680
蹶	tɕ	yɪʔ	7		6270
嚼	z	iaʔ	8		1047
覺	tɕ	iɔ	5		5724
覺	tɕ	ioʔ	7		5726
覺	tɕ	iaʔ	7		5727
覺	tɕ	iɔ	5		5739
覺	tɕ	ioʔ	7		5741
覺	tɕ	iaʔ	7		5742
覺-	k	ɔ	5		5725
覺-	k	oʔ	7		5728
覺-	k	ɔ	5		5740
覺-	k	oʔ	7		5743
攫	tɕ	ioʔ	7		2516
钁	tɕ	ioʔ	7		6737
均	tɕ	ioŋ	1		1101
君	tɕ	ioŋ	1		808
軍	tɕ	ioŋ	1		462
軍	tɕ	ioŋ	1		6297
菌	tɕ	ioŋ	1		5287
鈞	tɕ	ioŋ	1		6608
鈞	tɕ	ioŋ	1		6759
皸	tɕ	ioŋ	1		4063
皸	tɕ	ioŋ	1		4067
俊	ts	iŋ	5		280
郡	dʑ	ioŋ	6		6517
峻	ts	iŋ	5		1633
浚	ts	iŋ	5		3282
竣	ts	iŋ	5		4425
駿	ts	iŋ	5		7325
駿	ts	iŋ	5		7380
咖	k	a	1	~喱	870
咖	kʰ	a	1	~啡	
卡	kʰ	a	5		692
揩	kʰ	a	1		2367
開	kʰ	ᴇ	1		1801
開	kʰ	ᴇ	1		6870
凱	kʰ	ᴇ	5		501
凱	kʰ	ᴇ	5		503
慨	kʰ	ᴇ	5		2048
楷	kʰ	a	5		2933
愷	kʰ	ᴇ	5		1967
愷	kʰ	ᴇ	5		2032
鍇	kʰ	ᴇ	5		6676
鍇	kʰ	ᴇ	5		6837
鎧	kʰ	ᴇ	5		6691
鎧	kʰ	ᴇ	5		6785
忾	kʰ	ᴇ	5		1913
愾	kʰ	ᴇ	5		2033
刊	kʰ	ᴇ	5		518
勘	kʰ	ᴇ	5		619
堪	kʰ	ᴇ	1		1164
堪	kʰ	ᴇ	5		1165
戡	kʰ	ᴇ	1		2118
龕	kʰ	ᴇ	1		7694
龕	kʰ	ᴇ	1		7698
坎	kʰ	ᴇ	5		1105
侃	kʰ	ᴇ	5		247
砍	kʰ	ᴇ	5		4202
欖	l	ᴇ	6		2960
檻	kʰ	ᴇ	5		2961
欖	l	ᴇ	6		3019
檻	kʰ	ᴇ	5		3020
看	kʰ	ø	5		4118
看	kʰ	ø	1		4119
康	kʰ	ɑ̃	1		1773
慷	kʰ	ɑ̃	5		2055
糠	kʰ	ɑ̃	1		4581
扛	k	ɑ̃	1		2148
扛	g	ɑ̃	6		
亢	kʰ	ɑ̃	5		109
伉	kʰ	ɑ̃	5		173
抗	kʰ	ɑ̃	5		2180
囥	kʰ	ɑ̃	5		1063
炕	kʰ	ɑ̃	1		3566
考	kʰ	ɔ	5		4908
拷	kʰ	ɔ	5		2244
栲	kʰ	əʔ	7		2834
烤	kʰ	ɔ	5		3591
犒	kʰ	ɔ	5		3720
銬	kʰ	ɔ	5		6638
銬	kʰ	ɔ	5		6780
靠	kʰ	ɔ	5		7093
苛	kʰ	uᵝ	1		5192
柯	kʰ	uᵝ	1		2812
科	kʰ	uᵝ	1		4331
棵	kʰ	uᵝ	1		2909
軻	kʰ	uᵝ	1		6303
軻	kʰ	uᵝ	1		6342
搕	∅	iɪʔ	7	用手遮蓋：~牢弗畀人家看	2389
搕	kʰ	əʔ	7	擊：~碎	2390
稞	kʰ	uᵝ	1		4354
窠	kʰ	uᵝ	1		4403
磕	kʰ	əʔ	7		4260
瞌	kʰ	əʔ	7		4158
蝌	kʰ	uᵝ	1		5556
顆	kʰ	uᵝ	5		7158
顆	kʰ	uᵝ	5		7201
髁	kʰ	uᵝ	1		7398
可	kʰ	uᵝ	5		780
坷	kʰ	uᵝ	5		1127
渴	kʰ	əʔ	7		3375
克	kʰ	əʔ	7		418
刻	kʰ	əʔ	7		548
剋	kʰ	əʔ	7		557
客	kʰ	aʔ	7		1473
課	kʰ	uᵝ	5		5832
課	kʰ	uᵝ	5		5991
肯	kʰ	əŋ	5		4983
垦	kʰ	əŋ	5		1137
啃	kʰ	əŋ	5		927
墾	kʰ	əŋ	5		1202
懇	kʰ	əŋ	5		1964
懇	kʰ	əŋ	5		2075
坑	kʰ	ã	1		1108
坑	kʰ	ɑ̃	1		1109
吭	kʰ	ɑ̃	5		820
鏗	kʰ	əŋ	1		6698
鏗	kʰ	əŋ	1		6803
空	kʰ	oŋ	1		4385
空	kʰ	oŋ	5		4386
箜	kʰ	oŋ	1		4491
孔	kʰ	oŋ	5		1427
恐	kʰ	oŋ	5		1946
控	kʰ	oŋ	5		2335
摳	kʰ	ɤ	1		2187
摳	kʰ	ɤ	1		2424
瞘	kʰ	ɤ	1		4120
瞘	kʰ	ɤ	1		4163
口	kʰ	ɤ	5		767
叩	kʰ	ɤ	5		773
扣	kʰ	ɤ	5		2149
寇	kʰ	ɤ	5		1497
蔻	kʰ	ɤ	5		5385
枯	kʰ	uᵝ	1		2784
枯	ɦ	iɤ	6		2785
哭	kʰ	oʔ	7		906
窟	kʰ	uəʔ	7		4401
窟	kʰ	oʔ	7		4402
骷	kʰ	uᵝ	1		7394
苦	kʰ	uᵝ	5		5199
庫	kʰ	uᵝ	1		1757
庫	kʰ	uᵝ	1		1769
酷	kʰ	oʔ	7		6553
褲	kʰ	uᵝ	5		5677
褲	kʰ	uᵝ	5		5696
夸	kʰ	ua	1		1258
夸-	kʰ	uˠ	1		1259
誇	kʰ	ua	1		5809
誇-	kʰ	uˠ	1		5810
垮	kʰ	ua	5		1139
垮-	kʰ	uˠ	5		1140
跨	kʰ	ua	5		6228
跨-	kʰ	uˠ	5		6229
蒯	kʰ	ua	5		5352
块	kʰ	uᴇ	5		1111
快	kʰ	ua	5		1908
快	kʰ	a	5	~活	1908
塊	kʰ	uᴇ	5		1172
筷	kʰ	uᴇ	1		4478
筷	kʰ	ua	5		4479
寬	kʰ	uø	1		1489
寬	kʰ	uø	1		1518
髖	kʰ	uø	1		7401
髖	kʰ	uø	1		7407
款	kʰ	uø	5		3051
窾	kʰ	uø	5		4411
窾	kʰ	uᴇ	5		4412
匡	kʰ	uɑ̃	1		654
匡-	tɕʰ	iɑ̃	1		
筐	kʰ	uɑ̃	1		4466
狂	g	uɑ̃	6		3728
誑	g	uɑ̃	6		5816
誑	g	uɑ̃	6		5980
况	kʰ	uɑ̃	5		476
况	h	uɑ̃	5		477
況	h	uɑ̃	5		3220
框	kʰ	uɑ̃	1		2849
眶	kʰ	uɑ̃	1		4130
鄺	k	uɑ̃	5		6496
鄺	k	uɑ̃	5		6534
曠	kʰ	uɑ̃	5		2608
曠	kʰ	uɑ̃	5		2685
礦	kʰ	uɑ̃	5		4196
礦	kʰ	uɑ̃	5		4275
矌	k	uaʔ	7		4178
亏	kʰ	uᴇ	1		94
亏-	tɕʰ	y	1		95
盔	kʰ	uᴇ	1		4084
窺	kʰ	uᴇ	1		4404
窺	kʰ	uᴇ	1		4410
虧	kʰ	uᴇ	1		5470
虧-	tɕʰ	y	1		5471
奎	kʰ	uᴇ	1		1270
逵	g	uᴇ	6		6445
馗	g	uᴇ	6		7299
馗-	dʑ	y	6		7300
揆	g	uᴇ	6		2354
葵	g	uᴇ	6		5340
魁	kʰ	uᴇ	1		7431
睽	g	uᴇ	6		4154
夔	g	uᴇ	6		1235
傀	kʰ	uᴇ	5		348
愧	g	uᴇ	6		2030
潰	g	uᴇ	6		3391
潰	g	uᴇ	6		3479
坤	kʰ	uəŋ	1		1120
昆	kʰ	uəŋ	1		2612
琨	kʰ	uəŋ	1		3834
鯤	kʰ	uəŋ	1		7461
鯤	kʰ	uəŋ	1		7509
捆	kʰ	uəŋ	5		2284
困	kʰ	uəŋ	5		1067
睏	kʰ	uəŋ	5		4141
括	k	uaʔ	7		2237
廓	kʰ	oʔ	7		1784
廓	k	oʔ	7		1785
擴	kʰ	uəʔ	7		2152
擴	kʰ	uəʔ	7		2494
闊	kʰ	uəʔ	7		6899
闊	kʰ	uəʔ	7		6950
垃	l	a	6		1130
拉	l	a	1		2211
邋	l	aʔ	8		6491
喇	l	a	6		956
腊	l	aʔ	8		5041
蜡	l	aʔ	8		5546
瘌	l	aʔ	8		4003
辣	l	aʔ	8		6372
臘	l	aʔ	8		5096
蠟	l	aʔ	8		5604
來	l	ᴇ	6		249
來	l	ᴇ	6		2755
萊	l	ᴇ	6		5270
萊	l	ᴇ	6		5305
睞	l	ᴇ	6		4142
睞	l	ᴇ	6		4147
賚	l	ᴇ	6		6094
賚	l	ᴇ	6		6163
賴	l	ᴇ	6		6105
賴	l	ᴇ	6		6172
賴-	l	a	6	~地坐	6106
賴-	l	a	6	~地坐	6173
攋	l	a	6		2504
瀨	l	a	6		3506
瀨	l	ᴇ	6		3507
瀨	l	a	6		3538
瀨	l	ᴇ	6		3539
癩	l	a	6		4031
癩	l	a	6		4037
籟	l	ᴇ	6		4533
籟	l	ᴇ	6		4538
籟-	l	a	6		4534
籟-	l	a	6		4539
婪	l	ᴇ	6		1380
嵐	l	ᴇ	6		1612
嵐	l	ᴇ	6		1653
藍	l	ᴇ	6		5366
藍	l	ᴇ	6		5426
闌	l	ᴇ	6		6900
闌	l	ᴇ	6		6949
攔	l	ᴇ	6		2234
攔	l	ᴇ	6		2507
蘭	l	ᴇ	6		437
蘭	l	ᴇ	6		5455
籃	l	ᴇ	6		4515
籃	l	ᴇ	6		4535
瀾	l	ᴇ	6		3493
瀾	l	ᴇ	6		3541
攔	l	ᴇ	6		2824
攔	l	ᴇ	6		3035
斕	l	ᴇ	6		2563
斕	l	ᴇ	6		2564
讕	l	ᴇ	6		5901
讕	l	ᴇ	6		6026
罱	ȵ	iᴇ	6		4864
懶	l	ᴇ	6		2084
懶	l	ᴇ	6		2090
覽	l	ᴇ	6		5729
覽	l	ᴇ	6		5738
攬	l	ᴇ	6		2375
攬	l	ᴇ	6		2518
欖	l	ᴇ	6		2937
欖	l	ᴇ	6		3038
纜	l	ᴇ	6		4729
纜	l	ᴇ	6		4815
濫	l	ᴇ	6		3430
濫	l	ᴇ	6		3519
爛	l	ᴇ	6		3582
爛	l	ᴇ	6		3669
郎	l	ɑ̃	6		6513
狼	l	ɑ̃	6		3749
琅	l	ɑ̃	6		3824
廊	l	ɑ̃	6		1782
榔	l	ɑ̃	6		2941
螂	l	ɑ̃	6		5571
鋃	l	ɑ̃	6		6646
鋃	l	ɑ̃	6		6818
朗	l	ɑ̃	6		2716
誏	l	ɑ̃	1		5815
浪	l	ɑ̃	6		3288
撈	l	ɔ	1		2294
撈	l	ɔ	1		2434
牢	l	ɔ	6		3705
勞	l	ɔ	6		606
勞	l	ɔ	6		625
嘮	l	ɔ	1		916
嘮	l	ɔ	1		1012
憦	l	ɔ	6		2066
癆	l	ɔ	6		3990
癆	l	ɔ	6		4026
醪	l	ɔ	6		6570
老	l	ɔ	6		4907
佬	l	ɔ	6		238
姥	l	ɔ	6		1341
姥	m	uᵝ	6	天~山	
栳	l	ɔ	6		2835
烙	l	oʔ	8		3588
酪	l	oʔ	8		6547
澇	l	ɔ	6		3307
澇	l	ɔ	6		3488
了	l	iɔ	6		85
勒	l	əʔ	8		617
雷	l	ᴇ	6		7058
擂	l	ᴇ	6		2468
鐳	l	ᴇ	6		6717
鐳	l	ᴇ	6		6857
耒	l	ᴇ	6		4915
垒	l	ᴇ	6		1133
誄	l	ᴇ	6		5807
誄	l	ᴇ	6		5952
磊	l	ᴇ	6		4257
蕾	l	ᴇ	6		5407
儡	l	ᴇ	6		396
壘	l	ᴇ	6		1209
纍	l	ᴇ	6		4723
肋	l	əʔ	8		4964
类	l	ᴇ	6		4545
累	l	ᴇ	6		4618
淚	l	i	6		3239
淚	l	i	6		3333
類	l	ᴇ	6		7165
棱	l	əŋ	6		2906
棱	l	iŋ	6		2907
冷	l	ã	6		479
愣	l	əŋ	1		2027
厘	l	i	6		722
狸	l	i	6		3746
离	l	i	6		4317
梨	l	i	6		2883
犁	l	i	6		3718
喱	l	i	6		975
蜊	l	i	6		5537
漓	l	i	6		3447
璃	l	i	6		3861
黎	l	i	6		7641
篱	l	i	6		4516
釐	l	i	6		6590
藜	l	i	6		5432
離	l	i	6		7049
灕	l	i	6		3544
蠡	l	i	6		5605
籬	l	i	6		4541
驪	l	i	6		7347
驪	l	i	6		7377
鸝	l	i	6		7569
鸝	l	i	6		7593
鱺	l	i	6		7486
鱺	l	i	6		7500
李	l	i	6		2745
里	l	i	6		6586
俚	l	i	6		288
娌	l	i	6		1354
理	l	i	6		3825
裡	l	i	6		5675
裏	l	i	6		5665
澧	l	i	6		3498
禮	l	i	6		4281
禮	l	i	6		4314
鯉	l	i	6		7456
鯉	l	i	6		7502
醴	l	i	6		6575
力	l	iɪʔ	8		592
历	l	iɪʔ	8		717
立	l	iɪʔ	8		4418
吏	l	i	6		802
丽	l	i	6		49
利	l	i	6		535
例	l	i	6		251
戾	l	i	6		2131
隶	d	i	6		7030
荔	l	iɪʔ	8		5240
俐	l	i	6		284
莉	l	i	6		5258
莅	l	iɪʔ	8		5256
莅	l	i	6		5257
栗	l	iɪʔ	8		2828
笠	l	iɪʔ	8		4449
粒	l	iɪʔ	8		4549
詈	l	i	6		5782
痢	l	i	6		3987
蒞	l	iɪʔ	8		5349
蒞	l	i	6		5350
溧	l	iɪʔ	8		3403
慄	l	iɪʔ	8		2035
厲	l	i	6		718
厲	l	i	6		734
勵	l	i	6		604
勵	l	i	6		632
歷	l	iɪʔ	8		3070
曆	l	iɪʔ	8		2678
隸	d	i	6		7031
櫟	l	iɪʔ	8		2823
櫟	l	iɪʔ	8		3027
麗	l	i	6		7621
礪	l	i	6		4218
礪	l	i	6		4276
瀝	l	iɪʔ	8		3204
瀝	l	iɪʔ	8		3536
櫪	l	iɪʔ	8		2780
櫪	l	iɪʔ	8		3030
礫	l	iɪʔ	8		4220
礫	l	iɪʔ	8		4277
儷	l	i	6		296
儷	l	i	6		399
靂	l	iɪʔ	8		7056
靂	l	iɪʔ	8		7084
怜	l	i	6		1929
帘	l	i	6		1698
連	l	i	6		6404
連	l	i	6		6440
蓮	l	i	6		5271
蓮	l	i	6		5369
廉	l	i	6		1781
漣	l	i	6		3308
漣	l	i	6		3453
奩	l	i	6		1265
奩	l	i	6		1285
憐	l	i	6		2059
褳	l	i	6		5676
褳	l	i	6		5697
聯	l	i	6		4938
聯	l	i	6		4945
謰	l	i	6		5874
镰	l	i	6		6859
簾	l	i	6		4531
鐮	l	i	6		6715
鰱	l	i	6		7474
鰱	l	i	6		7501
斂	l	i	6		2540
斂	l	i	6		2555
臉	l	i	6		5038
臉	l	i	6		5091
炼	l	i	6		3580
链	l	i	6		6802
楝	l	i	6		2926
煉	l	i	6		3613
練	l	i	6		4681
練	l	i	6		4760
殮	l	i	6		3087
殮	l	i	6		3096
鍊	l	i	6		6677
鏈	l	i	6		6695
戀	l	i	6		1944
戀	l	i	6		2097
良	l	iã	6		5144
凉	l	iã	6		485
涼	l	iã	6		3320
梁	l	iã	6		2871
粱	l	iã	6		4562
糧	l	iã	6		4561
糧	l	iã	6		4582
兩	l	iã	6		30
兩	l	iã	6		432
倆	l	iã	6		295
倆	l	iã	6		306
魎	l	iã	6		7438
魎	l	iã	6		7440
亮	l	iã	6		121
量	l	iã	6		6589
晾	l	iã	6		2658
踉	l	iã	6		6237
輛	l	iã	6		6311
輛	l	iã	6		6353
諒	l	iã	6		5840
諒	l	iã	6		5996
撩	l	iɔ	1		2449
撩	l	iɔ	6		2450
聊	l	iɔ	6		4935
僚	l	iɔ	6		376
寥	l	iɔ	6		1511
遼	l	iɔ	6		6384
遼	l	iɔ	6		6481
獠	l	iɔ	6		3778
潦	l	iɔ	6		3475
燎	l	iɔ	6		3652
療	l	iɔ	6		3946
療	l	iɔ	6		4024
疔	t	iŋ	1		4025
繚	l	iɔ	6		4705
繚	l	iɔ	6		4835
蓼	l	iɔ	6		5371
尥	l	iɔ	1		1550
料	l	iɔ	6		2566
廖	l	iɔ	6		1786
瞭	l	iɔ	6		4172
鐐	l	iɔ	6		6711
鐐	l	iɔ	6		6853
列	l	iɪʔ	8		524
劣	l	iɪʔ	8		599
冽	l	iɪʔ	8		481
烈	l	iɪʔ	8		3583
捩	l	iɪʔ	8		2301
猎	l	aʔ	8		3751
裂	l	iɪʔ	8		5661
裂	ts	ɿ	5		5662
獵	l	aʔ	8		3783
拎	l	iŋ	1		2216
林	l	iŋ	6		2773
淋	l	iŋ	6		3327
琳	l	iŋ	6		3836
鄰	l	iŋ	6		6508
鄰	l	iŋ	6		6531
粼	l	iŋ	6		4568
霖	l	iŋ	6		7072
臨	l	iŋ	6		44
臨	l	iŋ	6		5100
磷	l	iŋ	6		4269
繗	l	iŋ	6		4704
鱗	l	iŋ	6		7481
鱗	l	iŋ	6		7526
麟	l	iŋ	6		7623
凛	l	iŋ	6		492
凜	l	iŋ	6		493
廩	l	iŋ	6		1793
廩	l	iŋ	6		1794
懍	l	iŋ	6		2082
懍	l	iŋ	6		2085
檁	l	iŋ	6		3008
檁	l	iŋ	6		3014
吝	l	iŋ	6		809
賃	ȵ	iŋ	6		6084
賃	ȵ	iŋ	6		6156
藺	l	iŋ	6		5384
藺	l	iŋ	6		5441
躪	l	iŋ	6		6281
躪	l	iŋ	6		6285
伶	l	iŋ	6		206
灵	l	iŋ	6		3552
苓	l	iŋ	6		5187
囹	l	iŋ	6		1072
泠	l	iŋ	6		3233
玲	l	iŋ	6		3805
瓴	l	iŋ	6		3884
凌	l	iŋ	6		487
陵	l	iŋ	6		7002
聆	l	iŋ	6		4934
菱	l	iŋ	6		5298
蛉	l	iŋ	6		5506
翎	l	iŋ	6		4890
羚	l	iŋ	6		4876
零	l	iŋ	6		7057
鈴	l	iŋ	6		6610
鈴	l	iŋ	6		6775
綾	l	iŋ	6		4665
綾	l	iŋ	6		4793
鴒	l	iŋ	6		7537
鴒	l	iŋ	6		7584
齡	l	iŋ	6		7675
齡	l	iŋ	6		7684
靈	l	iŋ	6		7086
欞	l	iŋ	6		2891
欞	l	iŋ	6		3041
岭	l	iŋ	6		1617
領	l	iŋ	6		7148
領	l	iŋ	6		7189
嶺	l	iŋ	6		1657
另	l	iŋ	6		770
令	l	iŋ	6		159
溜	l	iɤ	1		3398
留	l	iɤ	6		3916
流	l	iɤ	6		3269
琉	l	iɤ	6		3827
硫	l	iɤ	6		4227
榴	l	iɤ	6		2952
劉	l	iɤ	6		525
劉	l	iɤ	6		586
瘤	l	iɤ	6		4012
餾	l	iɤ	6		7257
餾	l	iɤ	6		7294
瀏	l	iɤ	6		3276
瀏	l	iɤ	6		3530
柳	l	iɤ	6		2814
綹	l	iɤ	6		4660
綹	l	iɤ	6		4806
六	l	oʔ	8		435
隆	l	oŋ	6		7009
龍	l	oŋ	6		7690
龍	l	oŋ	6		7695
窿	l	oŋ	6		4413
嚨	l	oŋ	6		871
嚨	l	oŋ	6		1043
瓏	l	oŋ	6		3817
瓏	l	oŋ	6		3873
朧	l	oŋ	6		2724
朧	l	oŋ	6		5008
礱	l	oŋ	6		4219
礱	l	oŋ	6		4279
籠	l	oŋ	6		4459
籠	l	oŋ	6		4540
聾	l	oŋ	6		4936
聾	l	oŋ	6		4955
隴	l	oŋ	6		6979
隴	l	oŋ	6		7029
攏	l	oŋ	6		2230
攏	l	oŋ	6		2506
壟	l	oŋ	6		1131
壟	l	oŋ	6		1211
婁	l	ɤ	6		1352
婁	l	ɤ	6		1372
僂	l	ɤ	6		345
僂	l	ɤ	6		369
樓	l	ɤ	6		2935
樓	l	ɤ	6		2972
耬	l	ɤ	6		4923
耬	l	ɤ	6		4924
螻	l	ɤ	6		5570
螻	l	ɤ	6		5582
謱	l	ɤ	6		5875
髏	l	ɤ	6		7399
髏	l	ɤ	6		7402
摟	l	ɤ	6		2380
摟	l	ɤ	6		2418
簍	l	ɤ	6		4507
簍	l	ɤ	6		4523
陋	l	ɤ	6		6981
漏	l	ɤ	6		3446
瘻	l	ɤ	6		4007
瘺	l	ɤ	6		4022
鏤	l	ɤ	6		6704
鏤	l	ɤ	6		6843
擼	l	uᵝ	6		2461
