#調值	[1]21 [2]24 [3]53 [5]44		
587	ʦuɤ	陽平24	鑿, 鐲, 昨
588	ʦuɤ	上聲53	左
589	ʦuɤ	去聲44	坐, 座
590	ʦai	陰平21	栽, 崽, 災, 齋
591	ʦai	陽平24	咱
592	ʦai	上聲53	宰, 載
593	ʦai	去聲44	再, 在, 債, 寨
594	ʦei	陰平21	則, 責, 側, 窄, 摘
595	ʦei	陽平24	澤, 宅, 擇, 賊
596	ʦuei	上聲53	嘴
597	ʦuei	去聲44	最, 醉, 罪
598	ʦau	陰平21	騷, 糟, 遭
599	ʦau	上聲53	澡, 棗, 早, 找, 爪
600	ʦau	去聲44	竃, 皂, 罩, 焯, 笊
601	ʦɤu	陰平21	鄒, 粥
602	ʦɤu	陽平24	□{~幹：精幹}
603	ʦɤu	上聲53	走
604	ʦɤu	去聲44	皺, 奏, 縐, 就, 揍, 助, 驟
605	ʦã	陰平21	眨, 簪, 噆{乾~：（不喝水、不就菜）吃（饅頭、餅子）等：他拿咧個饃乾~呢}
606	ʦã	上聲53	盞, 斬, 攢
607	ʦã	去聲44	贊, 蘸, 灒, 鏨, 棧, 暫, 站, 篸
608	ʦuã	陰平21	鑽{往進~}
609	ʦuã	上聲53	䰖
610	ʦuã	去聲44	鑽{~子}, 攥
611	ʦẽ	陰平21	砧, 肫
612	ʦuẽ	陰平21	尊, 遵
613	ʦɑɣ̃	陰平21	髒, 贓
614	ʦɑɣ̃	去聲44	臟, 藏, 葬
615	ʦəɣ̃	陰平21	曾, 睜, 箏, 爭, 增
616	ʦəɣ̃	去聲44	憎, 鋥, 綜{織布機上的~}, 贈, 掙, 繒
617	ʦuoɣ̃	陰平21	宗, 綜, 鬃, 椶, 蹤
618	ʦuoɣ̃	上聲53	糉, 總
619	ʦuoɣ̃	去聲44	縱
620	ʦʰɿ	陰平21	刺, 齜, 癡
621	ʦʰɿ	陽平24	瓷, 慈, 詞, 辭, 磁, 祠, 遲
622	ʦʰɿ	去聲44	刺, 伺, 翅, 齒, 此, 次
623	ʦʰu	陰平21	粗, 促
624	ʦʰu	去聲44	醋
625	ʦʰa	陰平21	擦, 杈, 差, 餷, 察, 插, 叉
626	ʦʰa	陽平24	查, 搽, 茬, 茶
627	ʦʰa	去聲44	岔, 叉
628	ʦʰuɤ	陰平21	錯, 挫, 撮, 搓
629	ʦʰuɤ	陽平24	矬
630	ʦʰuɤ	去聲44	錯
631	ʦʰai	陰平21	差, 猜, 搋
632	ʦʰai	陽平24	財, 材, 才, 柴, 纔, 裁
633	ʦʰai	上聲53	踩, 採, 彩, 睬
634	ʦʰai	去聲44	蔡, 菜
635	ʦʰei	陰平21	廁, 側, 測, 策, 拆, 册
636	ʦʰuei	陰平21	崔, 催
637	ʦʰuei	去聲44	翠, 脆
638	ʦʰau	陰平21	抄, 鈔, 操, 㪕
639	ʦʰau	陽平24	曹, 嘈, 褿, 槽
640	ʦʰau	上聲53	吵, 騲, 炒, 草
641	ʦʰau	去聲44	慥, 糙, 燥, 造
642	ʦʰɤu	陰平21	搊{扶：死狗~不上墻}, 促, 初
643	ʦʰɤu	陽平24	愁
644	ʦʰɤu	上聲53	矁, 礎, 楚
645	ʦʰɤu	去聲44	湊
646	ʦʰã	陰平21	餐, 攙, 參
647	ʦʰã	陽平24	蠶, 殘, 饞
648	ʦʰã	上聲53	剗, 產, 滻, 鏟
649	ʦʰã	去聲44	綻
650	ʦʰuã	陰平21	躥, 汆
651	ʦʰuã	陽平24	泉, 全
652	ʦʰuã	去聲44	竄
653	ʦʰẽ	上聲53	磣
654	ʦʰẽ	去聲44	襯
655	ʦʰuẽ	陰平21	村, 皴
656	ʦʰuẽ	陽平24	存
657	ʦʰuẽ	去聲44	寸
658	ʦʰɑɣ̃	陰平21	蒼, 倉{~庫，糧~}
659	ʦʰɑɣ̃	陽平24	藏
660	ʦʰəɣ̃	陰平21	撐{~起}
661	ʦʰəɣ̃	陽平24	層, 曾
662	ʦʰəɣ̃	去聲44	牚{~子：桌椅等腿之間的橫木}
663	ʦʰuoɣ̃	陰平21	葱, 聰
664	ʦʰuoɣ̃	陽平24	叢, 從
665	sɿ	陰平21	屍, 絲, 撕, 氏, 燍, 思, 私, 司, 斯, 師, 獅, 尸, 詩, 施
666	sɿ	陽平24	時, 飼
667	sɿ	上聲53	屎, 似, 死, 史, 使, 始, 駛
668	sɿ	去聲44	士, 巳, 仕, 柿, 似, 市, 四, 肆, 事, 是, 視, 嗜, 示, 寺, 試
669	su	陰平21	蘇, 酥, 速
670	su	去聲44	塑, 訴, 嗉, 素, 漱
671	sa	陰平21	沙, 渣, 杉, 仨, 靸, 煞, 紗, 撒, 殺
672	sa	上聲53	霎, 灑, 薩, 廈, 撒
673	sa	去聲44	啥, 沙
674	suɤ	陰平21	索, 塑, 梭, 蓑
675	suɤ	上聲53	嗩, 鎖, 瑣
676	sai	陰平21	諰, 腮, 鰓, 篩
677	sai	上聲53	摋, 篩
678	sai	去聲44	曬, 賽
679	sei	陰平21	色, 澀, 塞, 蝨, 嗇
680	sei	陽平24	誰
681	suei	陰平21	雖
682	suei	陽平24	隨, 隋, 遂
683	suei	上聲53	髓
684	suei	去聲44	歲, 碎, 穗
685	sau	陰平21	捎, 筲, 梢, 鞘, 臊, 騷
686	sau	上聲53	嫂, 稍, 掃
687	sau	去聲44	臊, 哨, 掃, 潲
688	sɤu	陰平21	颼, 搜, 舒, 蒐
689	sɤu	上聲53	叟，擻，艘，嗖
690	sɤu	去聲44	瘦
691	sã	陰平21	衫, 三, 删, 山
692	sã	上聲53	散, 傘
693	sã	去聲44	散
694	suã	陰平21	酸
695	suã	去聲44	蒜, 算
696	sẽ	陰平21	森, 參
697	sẽ	去聲44	瘆, 滲
698	suẽ	陰平21	孫
699	suẽ	上聲53	損, 筍, 榫
700	sɑɣ̃	陰平21	喪, 桑
701	sɑɣ̃	上聲53	搡, 嗓, 磉
702	sɑɣ̃	去聲44	喪
703	səɣ̃	陰平21	生, 僧, 甥, 笙, 牲
704	səɣ̃	上聲53	省
705	suoɣ̃	陰平21	鬆, 松
706	suoɣ̃	陽平24	㞞
707	suoɣ̃	去聲44	送, 頌, 誦, 訟, 宋
708	tʂʅ	陰平21	質, 擲, 職, 知, 執, 汁, 隻, 織
709	tʂʅ	陽平24	殖, 值, 直, 置, 姪, 植
710	tʂʅ	去聲44	稚, 致, 製, 智, 滯, 這, 置, 治, 制
711	tʂɤ	陰平21	褶, 蜇, 着, 折, 者, 摺, 浙, 遮
712	tʂɤ	陽平24	蔗, 蟄, 轍
713	tʂɤ	上聲53	這, 折
714	tʂɤ	去聲44	哲
715	tʂei	上聲53	這
716	tʂau	陰平21	朝, 沼, 招, 召, 昭, 着
717	tʂau	陽平24	着
718	tʂau	去聲44	兆, 照, 趙
719	tʂɤu	陰平21	州, 周, 舟, 洲
720	tʂɤu	上聲53	肘
721	tʂɤu	去聲44	晝, 宙, 咒, 紂
722	tʂã	陰平21	粘, 沾, 瞻, 占, 氈
723	tʂã	上聲53	展, 搌
724	tʂã	去聲44	佔, 戰, 顫
725	tʂẽ	陰平21	珍, 診, 貞, 眞, 疹, 偵, 斟, 針
726	tʂẽ	上聲53	枕
727	tʂẽ	去聲44	振, 鎮, 陣, 震
728	tʂɑɣ̃	陰平21	樟, 張, 彰, 章, 蟑
729	tʂɑɣ̃	上聲53	長, 漲, 掌
730	tʂɑɣ̃	去聲44	丈, 漲, 脹, 帳, 瘴, 仗, 障, 杖, 賬
731	tʂəɣ̃	陰平21	征, 徵, 正, 眞, 蒸
732	tʂəɣ̃	上聲53	整
733	tʂəɣ̃	去聲44	證, 症, 政, 正, 鄭
734	tʂʰʅ	陰平21	吃, 尺
735	tʂʰʅ	陽平24	池, 持, 馳
736	tʂʰʅ	上聲53	斥, 恥, 赤, 侈
737	tʂʰɤ	陰平21	車
738	tʂʰɤ	陽平24	徹
739	tʂʰɤ	上聲53	扯, 撤
740	tʂʰɤ	去聲44	拙
741	tʂʰau	陰平21	超
742	tʂʰau	陽平24	潮, 朝
743	tʂʰɤu	陰平21	抽
744	tʂʰɤu	陽平24	酬, 籌, 稠, 仇, 綢
745	tʂʰɤu	上聲53	醜, 丑
746	tʂʰɤu	去聲44	臭
747	tʂʰã	陽平24	纏
748	tʂʰã	去聲44	纏，蛇{屬~的，訓讀音}
749	tʂʰẽ	陽平24	沉, 塵, 陳, 晨, 臣
750	tʂʰẽ	去聲44	趁, 稱
751	tʂʰɑɣ̃	陰平21	場
752	tʂʰɑɣ̃	陽平24	常, 腸, 場, 長, 嘗, 償，倀{狂，狂妄}
753	tʂʰɑɣ̃	上聲53	敞, 暢, 廠, 昌, 場, 倡
754	tʂʰɑɣ̃	去聲44	唱
755	tʂʰəɣ̃	陰平21	稱
756	tʂʰəɣ̃	陽平24	成, 程, 澄, 誠, 乘, 懲, 呈, 承, 橙, 盛, 城, 丞
757	tʂʰəɣ̃	上聲53	逞
758	tʂʰəɣ̃	去聲44	秤
759	ʂʅ	陰平21	適, 釋, 式, 濕, 飾, 室, 失, 識，豉
760	ʂʅ	陽平24	食, 十, 石, 實, 射, 拾, 蝕
761	ʂʅ	去聲44	勢, 誓, 世, 逝
762	ʂa	上聲53	傻
763	ʂɤ	陰平21	說, 賒, 涉, 設, 攝
764	ʂɤ	陽平24	舌, 蛇, 佘, 折
765	ʂɤ	上聲53	赦, 捨
766	ʂɤ	去聲44	社, 麝, 舍, 射
767	ʂau	陰平21	燒
768	ʂau	陽平24	韶, 邵, 紹
769	ʂau	上聲53	少{多~}
770	ʂau	去聲44	少{~年}, 燒
771	ʂɤu	陰平21	收
772	ʂɤu	上聲53	守, 手, 首
773	ʂɤu	去聲44	壽, 受, 獸, 授, 售
774	ʂã	陰平21	羶, 搧
775	ʂã	陽平24	蟬, 單
776	ʂã	上聲53	閃, 陝
777	ʂã	去聲44	疝, 扇, 善, 騸, 苫
778	ʂẽ	陰平21	呻, 身, 深, 伸, 申
779	ʂẽ	陽平24	辰, 神
780	ʂẽ	上聲53	嬸, 審, 沈
781	ʂẽ	去聲44	腎, 愼, 甚
782	ʂɑɣ̃	陰平21	商, 傷, 殤
783	ʂɑɣ̃	上聲53	晌, 賞
784	ʂɑɣ̃	去聲44	尚, 上
785	ʂəɣ̃	陰平21	升, 聲
786	ʂəɣ̃	陽平24	繩
787	ʂəɣ̃	去聲44	盛, 聖, 剩, 勝
788	ʐɤ	陰平21	熱
789	ʐɤ	上聲53	惹
790	ʐau	陽平24	饒
791	ʐau	上聲53	繞, 擾
792	ʐau	去聲44	照{~鏡}，耀{耀眼}
793	ʐɤu	陽平24	揉, 柔
794	ʐɤu	上聲53	揉{有破壞性地揉搓：一本書教娃給~爛咧},辱
795	ʐɤu	去聲44	肉
796	ʐã	陽平24	燃, 然, 黏
797	ʐã	上聲53	染, 冉
798	ʐã	去聲44	染
799	ʐẽ	陽平24	壬, 人, 任, 仁
800	ʐẽ	上聲53	忍, 韌
801	ʐẽ	去聲44	紝, 刃, 任, 認
802	ʐɑɣ̃	陽平24	瓤
803	ʐɑɣ̃	上聲53	釀
804	ʐɑɣ̃	去聲44	讓, 嚷
805	ʐəɣ̃	陰平21	扔
806	ʨi	陰平21	稽, 集, 幾, 飢, 雞, 輯, 基, 犄, 吉, 給, 脊, 殛, 積, 跡, 鯽, 即, 激, 擊, 肌, 譏, 機, 籍, 饑, 績, 級
807	ʨi	陽平24	急, 極, 疾, 集, 及
808	ʨi	上聲53	蟣, 擠, 幾, 己
809	ʨi	去聲44	技, 集, 計, 妓, 繼, 寄, 劑, 旣, 薺, 季, 祭, 際, 忌, 濟, 冀, 紀, 記
810	ʨy	陰平21	居, 拘, 橘, 車, 菊, 駒, 掬
811	ʨy	陽平24	局
812	ʨy	上聲53	舉
813	ʨy	去聲44	拒, 巨, 距, 據, 具, 句, 鋸, 劇, 聚, 瞿
814	ʨia	陰平21	家, 加, 裌, 玠, 甲, 胛, 佳, 挾, 嘉, 傢, 挾, 夾, 痂
815	ʨia	上聲53	賈, 假
816	ʨia	去聲44	駕, 架, 嫁, 價, 假
817	ʨiɛ	陰平21	節, 街, 揭, 結, 接, 劫
818	ʨiɛ	陽平24	潔, 截, 捷, 竭, 傑
819	ʨiɛ	上聲53	解, 姐
820	ʨiɛ	去聲44	界, 介, 戒, 芥, 借, 械, 屆, 褯, 疥
821	ʨyɛ	陰平21	㔢, 掘, 訣, 钁, 決, 蹶, 撅
822	ʨyɛ	陽平24	噘, 橛, 絕
823	ʨyɛ	去聲44	憠
824	ʨyɤ	陰平21	角, 覺, 腳
825	ʨyɤ	陽平24	嚼
826	ʨiai	陰平21	皆, 階
827	ʨiau	陰平21	跤, 澆, 焦, 繳, 嬌, 蕉, 椒, 郊, 教, 交, 膠
828	ʨiau	上聲53	較, 攪, 絞, 茭, 狡, 餃, 驕, 鉸
829	ʨiau	去聲44	教, 叫, 窖, 轎, 覺, 校, 酵
830	ʨiɤu	陰平21	揫, 糾, 究
831	ʨiɤu	上聲53	久, 九, 韭, 酒, 灸
832	ʨiɤu	去聲44	救, 就, 舊, 舅, 臼
833	ʨiã	陰平21	莧, 犍, 尖, 奸, 堅, 監, 肩, 煎, 搛, 兼, 間, 艱
834	ʨiã	上聲53	簡, 檢, 儉, 鹻, 減, 剪, 柬, 揀, 繭
835	ʨiã	去聲44	薦, 間, 踐, 艦, 鍵, 建, 健, 腱, 見, 件, 毽, 劍, 賤, 賺, 鑑, 箭, 鐧
836	ʨyã	陰平21	捐
837	ʨyã	上聲53	捲
838	ʨyã	去聲44	倦, 券, 圈, 眷, 卷
839	ʨiẽ	陰平21	今, 金, 筋, 斤, 巾, 襟, 津
840	ʨiẽ	上聲53	儘, 錦, 謹, 僅, 緊
841	ʨiẽ	去聲44	妗, 晉, 進, 禁, 盡, 近, 勁
842	ʨyẽ	陰平21	鈞, 君, 軍, 均
843	ʨyẽ	去聲44	菌, 俊, 郡
844	ʨiɑɣ̃	陰平21	將, 漿, 疆, 槳, 繮, 僵, 豇, 江, 姜, 薑, 礓
845	ʨiɑɣ̃	上聲53	槳, 獎, 講, 蔣
846	ʨiɑɣ̃	去聲44	糨, 將, 匠, 醬, 強, 降, 漿, 虹
847	ʨiɣ̃	陰平21	睛, 精, 晶, 驚, 津, 京, 荆, 經
848	ʨiɣ̃	上聲53	警, 景, 井
849	ʨiɣ̃	去聲44	甑, 鏡, 競, 靜, 徑, 淨, 莖, 竟, 頸, 境, 敬
850	ʨʰi	陰平21	欺, 沏, 妻, 緝, 期, 七, 漆, 膝
851	ʨʰi	陽平24	奇, 騎, 旗, 歧, 臍, 企, 齊, 其, 棋
852	ʨʰi	上聲53	起, 啓
853	ʨʰi	去聲44	器, 氣, 去{白讀}, 契, 汽
854	ʨʰy	陰平21	趨, 驅, 蛆, 區, 屈, 曲, 麴
855	ʨʰy	陽平24	渠
856	ʨʰy	上聲53	娶, 取
857	ʨʰy	去聲44	去{文讀，~皮}, 趣
858	ʨʰia	陰平21	卡, 掐
859	ʨʰia	上聲53	恰, 卡
860	ʨʰia	去聲44	揢, 卡
861	ʨʰiɛ	陰平21	竊, 切, 怯, 砌
862	ʨʰiɛ	陽平24	茄
863	ʨʰiɛ	上聲53	且, 起
864	ʨʰiɛ	去聲44	趄
865	ʨʰyɛ	陰平21	缺
866	ʨʰyɛ	陽平24	瘸
867	ʨʰyɤ	陰平21	卻, 搉
868	ʨʰyɤ	上聲53	確
869	ʨʰiau	陰平21	蹺, 敲, 悄
870	ʨʰiau	陽平24	蕎, 喬, 僑, 橋
871	ʨʰiau	上聲53	雀, 巧
872	ʨʰiau	去聲44	撬, 俏, 翹, 竅
873	ʨʰiɤu	陰平21	丘, 鰍, 仇, 秋, 楸, 鞦
874	ʨʰiɤu	陽平24	毬, 求, 球
875	ʨʰiã	陰平21	籤, 殲, 鉛, 簽, 鵮, 釺, 遷, 千, 扡, 謙, 牽
876	ʨʰiã	陽平24	鉗, 虔, 錢, 乾, 前
877	ʨʰiã	上聲53	淺, 遣
878	ʨʰiã	去聲44	歉, 芡, 欠
879	ʨʰyã	陰平21	圈
880	ʨʰyã	陽平24	拳, 權
881	ʨʰyã	上聲53	犬
882	ʨʰyã	去聲44	勸
883	ʨʰiẽ	陰平21	欽, 侵, 親
884	ʨʰiẽ	陽平24	秦, 擒, 噙, 勤, 芹, 禽, 芩, 琴
885	ʨʰiẽ	上聲53	寢
886	ʨʰiẽ	去聲44	沁, 親
887	ʨʰyẽ	陽平24	羣, 裙
888	ʨʰiɑɣ̃	陰平21	槍, 戧, 腔, 羌
889	ʨʰiɑɣ̃	陽平24	強, 藏, 牆
890	ʨʰiɑɣ̃	上聲53	強, 搶
891	ʨʰiɑɣ̃	去聲44	嗆
892	ʨʰiɣ̃	陰平21	清, 輕, 青, 卿
893	ʨʰiɣ̃	陽平24	情, 晴
894	ʨʰiɣ̃	上聲53	請, 頃
895	ʨʰiɣ̃	去聲44	檾, 慶, 凝, 磬
896	ʨʰyoɣ̃	陽平24	瓊, 窮
897	ʨʰyoɣ̃	上聲53	傾
898	ɕi	陰平21	吸, 錫, 嘻, 悉, 熄, 昔, 媳, 夕, 恓, 息, 惜, 析, 希, 犧, 西, 犀, 稀, 溪
899	ɕi	陽平24	席, 習
900	ɕi	上聲53	喜, 洗
901	ɕi	去聲44	繫, 系, 戲, 細, 惠, 係, 畦
902	ɕy	陰平21	肅, 虛, 畜, 須, 鬚, 需, 宿, 蓄, 戌
903	ɕy	陽平24	俗, 徐
904	ɕy	上聲53	許
905	ɕy	去聲44	序, 穗, 敍, 絮, 續, 緒
906	ɕia	陰平21	蝦
907	ɕia	陽平24	狹, 峽, 轄, 霞, 匣
908	ɕia	去聲44	夏, 下{文讀}
909	ɕiɛ	陰平21	些, 楔, 薛, 血, 泄, 歇, 蠍
910	ɕiɛ	陽平24	協, 邪, 穴, 斜
911	ɕiɛ	上聲53	寫
912	ɕiɛ	去聲44	卸, 解, 謝, 瀉, 蟹
913	ɕyɛ	陰平21	靴, 雪
914	ɕyɛ	陽平24	踅
915	ɕyɤ	陰平21	削
916	ɕyɤ	陽平24	學
917	ɕiau	陰平21	銷, 囂, 消, 枵, 硝, 宵, 蕭, 簫
918	ɕiau	上聲53	小, 曉
919	ɕiau	去聲44	笑, 校, 校, 效, 孝
920	ɕiɤu	陰平21	休, 羞, 修
921	ɕiɤu	陽平24	囚
922	ɕiɤu	上聲53	嗅, 朽
923	ɕiɤu	去聲44	銹, 袖, 秀, 繡
924	ɕiã	陰平21	先, 鮮, 鍁, 掀, 仙
925	ɕiã	陽平24	鹹, 銜, 嫌, 咸, 弦, 賢
926	ɕiã	上聲53	癬, 顯, 險
927	ɕiã	去聲44	憲, 現, 限, 獻, 縣, 陷, 線, 羡, 先
928	ɕyã	陰平21	喧, 宣
929	ɕyã	陽平24	旋, 玄, 懸
930	ɕyã	上聲53	選
931	ɕyã	去聲44	餡, 楦, 鏇
932	ɕiẽ	陰平21	辛, 心, 新, 欣, 薪
933	ɕiẽ	陽平24	尋
934	ɕiẽ	去聲44	信, 迅, 釁, 訊, 囟
935	ɕyẽ	陰平21	熏, 勳
936	ɕyẽ	陽平24	巡, 旬, 荀, 循
937	ɕyẽ	去聲44	訓
938	ɕiɑɣ̃	陰平21	箱, 廂, 香, 鄉, 湘, 相, 鑲
939	ɕiɑɣ̃	陽平24	降, 祥, 詳, 翔
940	ɕiɑɣ̃	上聲53	響, 享, 想, 餉
941	ɕiɑɣ̃	去聲44	像, 象, 向, 相
942	ɕiɣ̃	陰平21	猩, 腥, 興, 星
943	ɕiɣ̃	陽平24	刑, 餳, 形, 型, 行
944	ɕiɣ̃	上聲53	省, 擤, 醒
945	ɕiɣ̃	去聲44	性, 興, 幸, 姓
946	ɕyoɣ̃	陰平21	匈, 胸, 兇, 兄, 凶
947	ɕyoɣ̃	陽平24	雄, 熊
948	kɯ	陰平21	胳, 疙, 圪
949	ku	陰平21	骨, 姑, 孤, 穀, 箍, 軲
950	ku	上聲53	鼓, 股, 估, 古
951	ku	去聲44	雇, 顧, 估, 故, 固
952	ka	上聲53	玍
953	ka	去聲44	尜
954	kua	陰平21	刮, 瓜
955	kua	上聲53	剮, 寡, 蝸
956	kua	去聲44	卦, 掛
957	kɤ	陰平21	葛, 歌, 哥, 各, 合, 閣, 鴿, 割, 佮
958	kɤ	陽平24	擱
959	kɤ	去聲44	個
960	kuɤ	陰平21	蟈, 鍋, 聒, 郭
961	kuɤ	上聲53	餜, 果, 裹
962	kuɤ	去聲44	過
963	kai	陰平21	該, 跟
964	kai	上聲53	改
965	kai	去聲44	漑, 蓋, 丐, 概
966	kuai	陰平21	乖
967	kuai	上聲53	拐
968	kuai	去聲44	怪
969	kei	陰平21	革, 隔, 格, 槅
970	kei	上聲53	給
971	kuei	陰平21	歸, 閨, 國, 龜, 虢, 規
972	kuei	上聲53	軌, 鬼, 詭, 癸
973	kuei	去聲44	貴, 櫃, 跪, 瑰, 桂
974	kau	陰平21	糕, 膏, 高
975	kau	上聲53	稿, 搞, 膏
976	kau	去聲44	告, 膏
977	kɤu	陰平21	勾, 鉤, 溝
978	kɤu	上聲53	垢, 狗, 枸{~杞}
979	kɤu	去聲44	够, 構, 購, 妬, 彀, 苟，枸{~樹：楮樹}
980	kã	陰平21	柑, 肝, 竿, 乾, 甘, 干, 桿
981	kã	上聲53	感, 趕, 橄, 稈, 桿, 幹, 敢, 擀
982	kã	去聲44	幹
983	kuã	陰平21	棺, 關, 官, 觀
984	kuã	上聲53	管, 館
985	kuã	去聲44	罐, 灌, 貫, 觀, 慣, 冠
986	kẽ	陰平21	根, 跟
987	kuẽ	上聲53	滾
988	kuẽ	去聲44	棍
989	kɑɣ̃	陰平21	崗, 岡, 缸, 剛, 鋼, 綱
990	kɑɣ̃	陽平24	剛{~才，白讀}
991	kɑɣ̃	上聲53	港
992	kɑɣ̃	去聲44	杠
993	kuɑɣ̃	陰平21	光
994	kuɑɣ̃	陽平24	光
995	kuɑɣ̃	上聲53	廣
996	kuɑɣ̃	去聲44	逛, 光, 桄
997	kəɣ̃	陰平21	粳, 耕, 更{~換，三~半夜}, 羹, 庚
998	kəɣ̃	上聲53	梗, 耿
999	kəɣ̃	去聲44	更{~加}
1000	kuoɣ̃	陰平21	供, 恭, 公, 躬, 弓, 宫, 工, 功
1001	kuoɣ̃	上聲53	汞, 鞏, 攻, 拱
1002	kuoɣ̃	去聲44	供, 共, 貢
1003	kʰɯ	陰平21	咳{~嗽}, 坷
1004	kʰu	陰平21	哭, 枯, 窟
1005	kʰu	上聲53	苦
1006	kʰu	去聲44	庫, 褲
1007	kʰa	上聲53	卡
1008	kʰua	陰平21	誇
1009	kʰua	上聲53	骻, 垮, 跨
1010	kʰɤ	陰平21	渴, 可, 磕, 殼, 瞌
1011	kʰɤ	上聲53	可
1012	kʰuɤ	陰平21	擴, 闊, 廓, 科, 括
1013	kʰuɤ	上聲53	顆, 棵
1014	kʰuɤ	去聲44	嗑, 課
1015	kʰai	陰平21	開
1016	kʰai	上聲53	凱, 楷, 慨
1017	kʰuai	上聲53	塊, 會
1018	kʰuai	去聲44	快, 筷
1019	kʰei	陰平21	刻, 客, 克
1020	kʰuei	陰平21	盔, 虧, 規
1021	kʰuei	陽平24	茴, 葵, 逵, 奎, 魁
1022	kʰuei	去聲44	潰, 愧
1023	kʰau	上聲53	烤, 考, 拷
1024	kʰau	去聲44	銬, 犒, 靠
1025	kʰɤu	陰平21	口, 摳
1026	kʰɤu	陽平24	扣{~住，白讀}
1027	kʰɤu	上聲53	口
1028	kʰɤu	去聲44	扣, 叩
1029	kʰã	陰平21	勘, 看, 堪, 刊
1030	kʰã	上聲53	砍, 龕, 坎
1031	kʰã	去聲44	看
1032	kʰuã	陰平21	寬
1033	kʰuã	上聲53	款
1034	kʰẽ	陰平21	懇, 墾
1035	kʰẽ	上聲53	肯
1036	kʰuẽ	陰平21	昆, 坤, 崑
1037	kʰuẽ	上聲53	綑, 齦
1038	kʰuẽ	去聲44	困
1039	kʰɑɣ̃	陰平21	慷, 糠, 扛, 康
1040	kʰɑɣ̃	去聲44	抗, 炕
1041	kʰuɑɣ̃	陰平21	框, 眶, 筐
1042	kʰuɑɣ̃	陽平24	狂
1043	kʰuɑɣ̃	去聲44	曠, 礦, 况, 框
1044	kʰəɣ̃	陰平21	坑{火~，挖~}
1045	kʰuoɣ̃	陰平21	空
1046	kʰuoɣ̃	上聲53	孔, 恐, 控
1047	kʰuoɣ̃	去聲44	空, 控
1048	ŋɤ	陰平21	惡
1049	ŋɤ	陽平24	蛾, 訛, 鵝, 俄
1050	ŋɤ	上聲53	我
1051	ŋɤ	去聲44	餓
1052	ŋai	陰平21	哀, 挨, 俺
1053	ŋai	陽平24	癌, 呆
1054	ŋai	上聲53	矮, 礙
1055	ŋai	去聲44	艾, 愛
1056	ŋei	陰平21	額, 扼
1057	ŋau	陰平21	爊, 熬
1058	ŋau	陽平24	熬
1059	ŋau	上聲53	襖
1060	ŋau	去聲44	鏊, 傲, 奧, 澳
1061	ŋɤu	陰平21	嘔, 慪, 歐
1062	ŋɤu	上聲53	偶, 藕, 毆
1063	ŋɤu	去聲44	慪, 漚
1064	ŋã	陰平21	庵, 鞍, 鵪, 安
1065	ŋã	上聲53	揞
1066	ŋã	去聲44	暗, 案, 按, 岸
1067	ŋẽ	陰平21	恩
1068	ŋɑɣ̃	陰平21	昂
1069	xɯ	陽平24	核{~桃}
1070	xu	陰平21	忽, 乎, 呼
1071	xu	陽平24	核, 狐, 和, 蝴, 胡, 喉, 湖, 糊, 瓠, 壺, 鬍
1072	xu	上聲53	虎
1073	xu	去聲44	戶, 互, 瓠, 糊, 護
1074	xa	陰平21	, 瞎
1075	xa	去聲44	下{白讀}, 嚇,
1076	xua	陰平21	華, 化, 花
1077	xua	陽平24	滑, 鏵, 猾, 划
1078	xua	去聲44	華, 畫, 話, 化, 樺, 劃
1079	xuɤ	陰平21	豁, 霍, 喝, 鶴, 獲, 郝, 藿, 劐
1080	xuɤ	陽平24	盒, 和, 活, 河, 禾, 合, 飴, 荷, 何
1081	xuɤ	上聲53	火, 夥
1082	xuɤ	去聲44	禍, 賀, 貨, 和
1083	xai	陰平21	核{審~}
1084	xai	陽平24	鞋, 還, 孩
1085	xai	上聲53	海
1086	xai	去聲44	亥, 害
1087	xuai	陽平24	槐, 淮, 懷
1088	xuai	去聲44	壞
1089	xei	陰平21	黑
1090	xuei	陰平21	恢, 灰, 揮, 輝, 徽
1091	xuei	陽平24	或, 回
1092	xuei	上聲53	毀, 悔
1093	xuei	去聲44	惠, 檜, 會, 彙, 匯, 慧, 繪, 潰, 彗, 燴, 賄
1094	xau	陰平21	蒿
1095	xau	陽平24	壕, 豪, 號, 毫, 耗
1096	xau	上聲53	好
1097	xau	去聲44	浩, 好, 號
1098	xɤu	陽平24	猴, 瘊, 侯
1099	xɤu	上聲53	吼
1100	xɤu	去聲44	候, 後, 厚
1101	xã	陰平21	涎, 鼾
1102	xã	陽平24	函, 含, 鹹, 寒, 韓, 閒
1103	xã	上聲53	罕, 撼, 喊, 憾
1104	xã	去聲44	漢, 汗, 旱, 翰, 銲
1105	xuã	陰平21	歡
1106	xuã	陽平24	還, 桓, 環
1107	xuã	上聲53	緩
1108	xuã	去聲44	換, 幻, 患, 宦, 煥, 喚
1109	xẽ	陽平24	痕
1110	xẽ	上聲53	很, 狠
1111	xẽ	去聲44	恨
1112	xuẽ	陰平21	葷, 婚, 昏
1113	xuẽ	陽平24	魂, 餛, 渾
1114	xuẽ	去聲44	渾, 混{~工，~社會，~文憑}
1115	xɑɣ̃	陰平21	巷
1116	xɑɣ̃	陽平24	行, 杭, 航
1117	xɑɣ̃	上聲53	夯
