拼音	IPA	調號	單字
dhau	ȶɐu	1	周州洲舟
dhau	ȶɐu	3	久九韭帚肘
dhau	ȶɐu	5	救晝究咒灸
dhau	ȶɐu	6	舊舅
dhau	ȶɐu	7	竹燭築祝粥囑蜀鐲
thau	ȶʰɐu	1	抽丘
thau	ȶʰɐu	2	仇球求裘綢稠酬籌疇
thau	ȶʰɐu	3	丑醜
thau	ȶʰɐu	5	臭
thau	ȶʰɐu	7	曲[歌～；彎彎～～]觸束畜[～牲]
gnau	ȵɐu	2	牛
gnau	ȵɐu	3	紐杻扭[繞，絞：～緊鐵絲]
gnau	ȵɐu	5	扭[蚯蚓等身體擺動：～起很高]
gnau	ȵɐu	7	肉-褥扭[彎曲以後塞進去]
diau	tiɐu	1	丟
liau	liɐu	1	溜[從高頭～下來]
liau	liɐu	2	留榴瘤餾劉瀏流琉硫
liau	liɐu	3	柳
liau	liɐu	5	溜[很：～滑嘅]
zhiau	tɕiɐu	1	揪-[小孩纏著大人的身體不放]
zhiau	tɕiɐu	2	揪-
zhiau	tɕiɐu	3	酒
zhiau	tɕiɐu	5	㲃[擰，用手或指頭抓住轉動：～帕子，～起皮痛]
zhiau	tɕiɐu	6	就袖-
chiau	tɕʰiɐu	1	秋揪=
chiau	tɕʰiɐu	2	愁=
shiau	ɕiɐu	1	收羞休修
shiau	ɕiɐu	2	手[(變調)～手]
shiau	ɕiɐu	3	手熟孰
shiau	ɕiɐu	5	秀繡鏽=手[(變調)手～]
shiau	ɕiɐu	6	壽受授袖=
shiau	ɕiɐu	7	黍[高粱]畜[～牧業]蓄宿-[雞上～]叔
iau	iɐu	1	優憂攸悠幽
iau	iɐu	2	油由郵游尤猶魷
iau	iɐu	3	有友酉
iau	iɐu	5	幼[年齡小：～兒；顆粒小：灰～嘅沙子]柚釉誘莠
iau	iɐu	6	又右
iau	iɐu	7	肉=慾欲浴育郁鬱
bou	pɔu	1	包胞
bou	pɔu	3	保堡褒褓寶飽
bou	pɔu	5	豹報齙[牙齒向嘴巴外面傾斜突出]爆-[～芽子：發芽；～花：爆米花]
bou	pɔu	6	暴抱菢[孵小雞]泡[～子：浮在液體上面的水泡]
pou	pʰɔu	1	拋泡[燈～]苞[花～；烏～子：像草莓的野果子]脬[尿]
pou	pʰɔu	2	浮-袍咆庖刨
pou	pʰɔu	3	跑
pou	pʰɔu	5	炮泡[水～，腳上起～；～茶]爆=[～炸]
mou	mɔu	1	貓
mou	mɔu	2	毛茅
mou	mɔu	3	卯鉚[～釘]
mou	mɔu	6	帽冒冇[沒有]貌
dou	tɔu	1	刀
dou	tɔu	3	到[着，實現：看不～，捉～噠]倒[壁頭～下來]島搗禱
dou	tɔu	5	到[做～，做不～]倒[～順；～過來；～茶；～退]
dou	tɔu	6	道稻蹈導悼盜
tou	tʰɔu	1	滔叨
tou	tʰɔu	2	桃逃淘[～米，～氣]綯[牛～：牽牛的繩子]陶萄啕[嚎～大哭]
tou	tʰɔu	3	討
tou	tʰɔu	5	套
lou	lɔu	1	臊-[尿～氣]撈[～來噠；很；～空嘅]
lou	lɔu	2	勞澇撈[～魚；～柴]癆牢
lou	lɔu	3	老腦惱
lou	lɔu	6	鬧癆[用藥毒，使中毒：～魚，～老鼠子，農藥～人]
zou	tsɔu	1	糟[酒～；～糕]遭燥-[餅乾等食品脆，沒有潮濕：炒～]
zou	tsɔu	3	早棗蚤澡藻爪找
zou	tsɔu	5	罩灶燥=噪=躁=
zou	tsɔu	6	造皂
cou	tsʰɔu	1	操抄鈔耖
cou	tsʰɔu	2	巢曹槽嘈[～起顫起來；有餓的感覺：心裏～起來]
cou	tsʰɔu	3	炒吵草
cou	tsʰɔu	5	糙[～米]燥-[乾～]躁-[急～，煩～]噪-[～音]
sou	sɔu	1	騷搔臊=筲[～箕]
sou	sɔu	3	掃[打～]稍嫂
sou	sɔu	5	掃[～屋，～把]潲[豬～，～水子]嫂[(變調)嫂～：嫂子]
dhou	ȶɔu	1	交郊驕嬌招昭朝[～陽，～氣]釗沼跤=[摔～]
dhou	ȶɔu	3	攪=[～拌]絞-狡佼繅剿皎餃[～子]
dhou	ȶɔu	5	叫教=照[～鏡]覺=[睡～]
dhou	ȶɔu	6	趙轎[～子]召兆撬-[動詞：～開]
thou	ȶʰɔu	1	超[～越；～天：說大話的人]
thou	ȶʰɔu	2	橋僑朝[～南；～廷；～鮮]潮[～濕：物體受潮濕變形：板子～咕噠]嘲
thou	ȶʰɔu	3	巧[～來噠：奇怪了]
thou	ȶʰɔu	5	翹=[～尾巴]撬=竅
gnou	ȵɔu	2	饒嬈堯姚撓
gnou	ȵɔu	3	鳥=
gnou	ȵɔu	5	翹-[～尾帽：翹尾巴]
gnou	ȵɔu	6	尿
gou	kɔu	1	高篙膏羔糕膠-[驢～]跤-[絆～]
gou	kɔu	3	搞稿[～子，～薦]攪-[～潲棍：搗亂的人]
gou	kɔu	5	較[換：～工；用筆和你～本子]告窖覺-[睏～；～來噠]教-[～人，～道好]
kou	kʰɔu	1	敲-尻[卵～子；睾丸]
kou	kʰɔu	3	考烤拷
kou	kʰɔu	5	靠銬
ngou	ŋɔu	1	熬[～菜]
ngou	ŋɔu	2	熬[用慢火煮：～藥，～骨頭湯]搖-[～鈴；～不動]
ngou	ŋɔu	3	咬-襖
ngou	ŋɔu	5	坳奧懊澳
ngou	ŋɔu	6	傲
xou	xɔu	1	蒿
xou	xɔu	2	豪壕[～棋：山坡上攔水的土墻，外面有水坑]嚎[大哭]毫
xou	xɔu	3	好[～壞]
xou	xɔu	5	好[愛～；～喫]耗
xou	xɔu	6	號[日：三～；名字，名字叫：你～嗎嘅]浩皓
ou	ɔu	1	熬[～菜：做菜，與煮飯對應]
ou	ɔu	5	坳
biou	piɔu	1	猋[走得快：趕起是个～]
biou	piɔu	3	表錶婊
piou	pʰiɔu	1	飄漂[～流]標彪膘鏢
piou	pʰiɔu	2	瓢[瓜～，水～]嫖[～婊子]
piou	pʰiɔu	3	剽瞟
piou	pʰiɔu	5	漂[～白，～亮]票
miou	miɔu	1	喵瞄[看住：～噠他]
miou	miɔu	2	苗描瞄[～準]
miou	miɔu	3	秒渺緲
miou	miɔu	5	廟妙
diou	tiɔu	1	刁叼凋雕貂
diou	tiɔu	3	鳥-
diou	tiɔu	5	吊[把東西往上掛在空中：～高些；繫：～鞋帶子]釣掉
diou	tiɔu	6	吊[東西往下懸著：奶子一～起，把繩子～下來]調[～動]
tiou	tʰiɔu	1	挑
tiou	tʰiɔu	2	條調[～羹；～整]
tiou	tʰiɔu	3	斢[換：～一隻好嘅]
tiou	tʰiɔu	5	跳糶[～出]糴[～進]
liou	liɔu	1	撩-[把在燃燒的柴撥動一下：～火叉]
liou	liɔu	2	遼療聊[無～]僚燎鐐獠撩=繚潦
liou	liɔu	3	了瞭
liou	liɔu	6	料撂[放：～放一邊；扔：～遠些]廖
zhiou	tɕiɔu	1	蕉焦膠=
zhiou	tɕiɔu	3	絞=
zhiou	tɕiɔu	5	餃-[～子：本地做法，沒有餡，用麵灰和濕分成小部分放在開水中煮成的類似北方餃子的食品]
chiou	tɕʰiɔu	1	邀-
chiou	tɕʰiɔu	2	瞧[～不起]憔
chiou	tɕʰiɔu	3	悄
chiou	tɕʰiɔu	5	俏[走～；今天場上豬～]雀-[麻～子]峭
shiou	ɕiɔu	1	燒消銷宵霄逍簫蕭肖囂
shiou	ɕiɔu	2	韶
shiou	ɕiɔu	3	少小曉
shiou	ɕiɔu	5	笑孝嘯邵
shiou	ɕiɔu	6	校效紹
iou	iɔu	1	腰要[～求]妖夭邀=[～請]吆
iou	iɔu	2	搖=窯遙謠瑤
iou	iɔu	3	舀[～水，～湯]擾繞杳窈
iou	iɔu	5	要[～不～去]
iou	iɔu	6	腰[用稻草等從腰中間大致捆住：～緊]
min	mĩ	1	眯[眼睛微微合攏]
min	mĩ	2	棉綿眠迷謎彌獼
min	mĩ	3	米洣[～河]娩勉免冕
min	mĩ	5	眯[～眼子：捉迷藏]秘=尾-[～帽：尾巴]
min	mĩ	6	面麵湎緬謎[～語，～子]
min	mĩ	7	密蜜汨
din	tĩ	1	顛癲巔玷[～污]
din	tĩ	3	點典碘
din	tĩ	5	店踮[～起腳看]
din	tĩ	6	電墊奠殿佃甸
tin	tʰĩ	1	天添
tin	tʰĩ	2	田塡甜
tin	tʰĩ	3	舔
lin	lĩ	2	連鰱蓮聯廉鐮
lin	lĩ	3	臉
lin	lĩ	6	練煉鏈戀
gnin	ȵĩ	1	你[(變調)非所有格]研拈[用手～噠喫]蔫
gnin	ȵĩ	2	年聯[又]嚴燃閻言鮎
gnin	ȵĩ	3	捻碾你臉[又]
gnin	ȵĩ	6	義念你[(變調)所有格]黏[濃：潲巴～嘅]戀[又]
gnin	ȵĩ	7	日逆
zhin	tɕĩ	1	尖堅煎[～蛋]肩兼氈沾[～光，～染]
zhin	tɕĩ	3	撿檢碱剪展繭
zhin	tɕĩ	5	箭薦見戰顫占佔建鍵濺[～一身水]
zhin	tɕĩ	6	件儉健踐賤餞
chin	tɕʰĩ	1	千遷牽簽籤謙殲纖[～維]
chin	tɕʰĩ	2	錢前鉗纏潛-乾虔黔全痊泉撏[～雞毛；～鬍子]
chin	tɕʰĩ	3	淺潛=
chin	tɕʰĩ	5	欠歉縴[拖～]
shin	ɕĩ	1	雖-先仙掀=宣喧=萱=
shin	ɕĩ	2	涎蜒嫌賢
shin	ɕĩ	3	選險顯癬陝閃-
shin	ɕĩ	5	獻綫憲羨扇煽現[出～]擅
shin	ɕĩ	6	縣現[～在；～飯]善鱔膳
ban	pæ̃	1	扳班斑頒番-[～椒：辣椒]
ban	pæ̃	3	板[～子]版
ban	pæ̃	5	絆-[摔倒：～一跤]
ban	pæ̃	6	辦扮
pan	pʰæ̃	1	攀潘
pan	pʰæ̃	5	攀[把繩子等的一端繫住：～到樹上]盼
man	mæ̃	2	蠻晚-[(變調)～晚：叔叔]
man	mæ̃	3	晚-[兄弟姐妹中最小的：～妹唧]
man	mæ̃	5	晚-[(變調)晚～：叔叔]
man	mæ̃	6	慢漫蔓謾曼墁
fan	fæ̃	1	翻番=帆=[～布]
fan	fæ̃	2	完=[～成]凡帆[～船；一～風順]礬煩繁樊環=還[歸～]
fan	fæ̃	3	反返
fan	fæ̃	5	範泛販
fan	fæ̃	6	飯犯
dan	tæ̃	1	單擔[～負；～心；～水]耽丹
dan	tæ̃	3	膽
dan	tæ̃	5	擔[～子，扁～]
dan	tæ̃	6	蛋但旦誕彈[子～]
tan	tʰæ̃	1	灘攤癱貪
tan	tʰæ̃	2	壇罎彈[～弓；～起]談潭檀譚
tan	tʰæ̃	3	毯坦袒
tan	tʰæ̃	5	炭探[納閑～事]歎
lan	læ̃	2	難[～做]南楠男攔欄蘭藍籃婪嵐闌
lan	læ̃	3	懶攬覽冷-
lan	læ̃	5	爛濫難[困～；災～]
zan	tsæ̃	1	蘸[～水]爭-[～多]粘=
zan	tsæ̃	3	斬[～脫]嶄[～新]盞攢
zan	tsæ̃	5	站=[～起來]湛綻贊讚
zan	tsæ̃	6	站-[車～]賺暫鏨
can	tsʰæ̃	1	參[～加]摻餐
can	tsʰæ̃	2	痰殘[吃～噠就吃完]蠶慚潺攙
can	tsʰæ̃	3	產鏟闡諂慘禪蟬
can	tsʰæ̃	5	燦懺
san	sæ̃	1	三叁山衫刪珊姍生-
san	sæ̃	3	傘散[～錢；搞～噠]
san	sæ̃	5	散[～學，～工]涮[～口：漱口]汕
dhan	ȶæ̃	1	間=[房～]
dhan	ȶæ̃	3	診-[～病]整-[修理：～屋，～機器]頸-[～筋：脖子；～箍：圍在脖子上的銀圈子]
dhan	ȶæ̃	5	鏡間=[～接]
dhan	ȶæ̃	6	間[有病的人注意不吃、不接觸不利于病好的：～鯉魚，～冷水]
than	ȶʰæ̃	1	輕-
than	ȶʰæ̃	5	磬-[撿噠个隻～不得了：比喻丟不開的人和事]
gan	kæ̃	1	間-[一～屋]乾=[～濕]奸姦肝=甘柑艱
gan	kæ̃	3	減感敢趕桿稈=簡
gan	kæ̃	5	間-[隔：～開成三間屋；界限：劃一條～]監鑒諫幹[～部；～勁]贛
kan	kʰæ̃	1	刊堪勘墈=[田土周圍像堤岸可以阻攔的高低]
kan	kʰæ̃	3	砍坎
kan	kʰæ̃	5	看
ngan	ŋæ̃	1	安[～鎖；～大門]庵鞍鵪
ngan	ŋæ̃	2	顏-
ngan	ŋæ̃	3	眼-[洞：戳一隻大～；～珠：眼睛；～認：喜歡；～淺：嫉妒]
ngan	ŋæ̃	5	晏[晚：來～噠]案按暗
ngan	ŋæ̃	6	岸
xan	xæ̃	1	憨鼾[打～]
xan	xæ̃	2	咸鹹含閑[～空]寒=韓函涵=
xan	xæ̃	3	喊罕
xan	xæ̃	5	漢翰瀚
xan	xæ̃	6	汗=旱=捍焊撼限陷莧
bian	piæ̃	3	餅-
bian	piæ̃	6	病-
pian	pʰiæ̃	2	平-坪
pian	pʰiæ̃	7	平-[(變調)抵償：你欠我五元，我欠你五元，我人～咕噠]
mian	miæ̃	2	明-[～日]名-[～子：名堂；～字：姓名]
mian	miæ̃	6	命-[～不好；捨死判～做]
dian	tiæ̃	1	釘-[～子]粘-[～緊紙；乾飯不～]
dian	tiæ̃	3	鼎-[～鍋]
dian	tiæ̃	5	釘-[～進去]
tian	tʰiæ̃	5	聽-
lian	liæ̃	2	零-[～碎飲食]鈴-
lian	liæ̃	3	嶺-領-[衣～；找：～些事來做]
zhian	tɕiæ̃	1	精-[～肉]
zhian	tɕiæ̃	3	井-
zhian	tɕiæ̃	5	靜-[(變調)：躲～：捉迷藏]
zhian	tɕiæ̃	6	淨-[～肥肉：淨是肥肉]
chian	tɕʰiæ̃	1	靑-[～布]淸-[～水]
chian	tɕʰiæ̃	2	晴-
chian	tɕʰiæ̃	3	請-
shian	ɕiæ̃	1	星-[～子]聲-[～音；做～；一～喊]
shian	ɕiæ̃	2	醒-[(變調)活過來了：栽下去嘅菜～噠]成-[姓]
shian	ɕiæ̃	3	醒-
shian	ɕiæ̃	5	腥-
ian	iæ̃	2	贏-顏=
ian	iæ̃	3	影-眼=
ian	iæ̃	5	眼[放牧：～牛]
dhuan	ȶuæ̃	1	卷[身體卷縮：凍起～噠隻背]
guan	kuæ̃	1	關=
guan	kuæ̃	5	慣[～習：慣壞]貫
kuan	kʰuæ̃	1	關-
uan	uæ̃	1	彎灣豌[大～豆：蠶豆]
uan	uæ̃	2	頑玩丸=完=還-[～錢]
uan	uæ̃	3	晚挽腕婉惋宛
uan	uæ̃	6	萬
benn	pẽĩ	1	搬般崩[～山]奔
benn	pẽĩ	5	半
benn	pẽĩ	6	拌絆=伴
penn	pʰẽĩ	1	潘
penn	pʰẽĩ	2	盤盆彭膨蹣
penn	pʰẽĩ	5	叛判[～斷；～給別个：要賣出的東西估計一个價錢全部賣給別人]拼-[捨死～命]
menn	mẽĩ	2	瞞
menn	mẽĩ	3	滿[～屋是人；～意思]
fenn	fẽĩ	1	歡=
fenn	fẽĩ	2	寒-[～毛]環-[鐵～]涵-[～心：心臟，指思考問題的器官；冇～心：不會動腦筋；～筒：涵洞]
fenn	fẽĩ	3	緩[他做事～]
fenn	fẽĩ	5	喚煥瘓
fenn	fẽĩ	6	患換幻宦汗-旱[～茶：餅乾、糖果招待客人的副食]
denn	tẽĩ	1	燈登端
denn	tẽĩ	3	等戥短
denn	tẽĩ	5	凳斷[裁判：～理]
denn	tẽĩ	6	鄧段緞鍛塅[比塘小的水坑：水～，～裏]斷[～開]
tenn	tʰẽĩ	1	吞
tenn	tʰẽĩ	2	團藤騰疼
tenn	tʰẽĩ	5	震-[車子在不平整的路上上下跳動：那條路不好走，車子～起很高]
lenn	lẽĩ	1	啃-[從比較硬的東西周圍一點一點咬：狗～骨頭]
lenn	lẽĩ	2	能圝巒鑾
lenn	lẽĩ	3	暖卵[雄性生殖器；～談：亂談，亂說]孿
lenn	lẽĩ	6	亂
zenn	tsẽĩ	1	爭=[鬥～；～論]掙[～扎]箏罾[扳～]曾[姓]增
zenn	tsẽĩ	3	鑽[～研]
zenn	tsẽĩ	5	甑[蒸飯用的木桶子形狀的工具]憎鑽[～一隻眼]
cenn	tsʰẽĩ	1	汆[把湯煮開再把食物放進去煮熟：～蛋，～湯；跳：～塘]竄[到處亂跑]
cenn	tsʰẽĩ	2	層曾[～經]
cenn	tsʰẽĩ	5	贈
senn	sẽĩ	1	生=牲甥竹森參[人～]酸
senn	sẽĩ	3	省
senn	sẽĩ	5	算蒜
genn	kẽĩ	1	根跟更[～正]庚羹[調～：勺子]耕
genn	kẽĩ	3	亙梗=哽=埂耿
genn	kẽĩ	5	更[～加]
kenn	kʰẽĩ	3	肯啃=墾懇狠-
ngenn	ȵẽĩ	1	恩
ngenn	ȵẽĩ	6	硬[～棍子；堅決：他～要；堅持：他～不好久]
xenn	xẽĩ	1	很-[～多，～大，～高]哼
xenn	xẽĩ	2	痕衡恆
xenn	xẽĩ	3	很=狠=
dhuenn	ȶuẽĩ	1	專磚捐娟涓
dhuenn	ȶuẽĩ	3	卷[～動，～起袖子]轉[～彎，折，～移；～正：更加]
dhuenn	ȶuẽĩ	5	轉[～身；～路：走彎路]
dhuenn	ȶuẽĩ	6	倦卷[第二～]傳[～書，講～]眷
thuenn	ȶʰuẽĩ	1	穿圈川
thuenn	ȶʰuẽĩ	2	傳[～遞；～統]船拳[～頭]權
thuenn	ȶʰuẽĩ	3	喘犬
thuenn	ȶʰuẽĩ	5	勸串券
gnuenn	ȵuẽĩ	3	軟
guenn	kuẽĩ	1	官肝-[豬～]乾-[～泥巴，～垱，～蘿蔔]冠[雞～子]
guenn	kuẽĩ	3	管館稈-[稻草：挑～，曬～]
guenn	kuẽĩ	5	灌[～水]罐[～子]冠[～軍]
kuenn	kʰuẽĩ	1	寬歡-[～喜：高興]
kuenn	kʰuẽĩ	3	款
kuenn	kʰuẽĩ	5	墈-[田～：田埂；圳～：水溝的小隄；壕～：山坡下房屋後面攔水的小隄]
uenn	uẽĩ	3	碗
shyenn	ɕyẽĩ	1	喧-[不停地罵：看她～好久]掀-[～開蓋子]萱[～洲]
shyenn	ɕyẽĩ	2	懸玄
shyenn	ɕyẽĩ	5	扇[～子；～風]
yenn	yẽĩ	1	冤淵鴛
yenn	yẽĩ	2	完-[做～噠]丸-[肉～子]圓園元員袁猿援原源
yenn	yẽĩ	3	遠
yenn	yẽĩ	5	怨苑
yenn	yẽĩ	6	願院
bon	põ	1	幫梆邦
bon	põ	3	綁榜膀
bon	põ	5	磅[～秤]謗棒
bon	põ	6	蚌傍
pon	pʰõ	1	乓[乒～]
pon	pʰõ	2	旁
pon	pʰõ	5	胖
mon	mõ	2	忙芒茫氓虻盲
mon	mõ	3	網-莽蟒
mon	mõ	5	望-[張望：你去～一下]
mon	mõ	6	望-[～噠：覺得]
don	tõ	1	當[～村長；應～]襠[褲～]
don	tõ	5	當[恰～；～時]壋[哪～：什麼地方；隻～：到處；攔～：占地方]檔[床～頭，桌子～頭]
don	tõ	6	蕩=
ton	tʰõ	1	湯
ton	tʰõ	2	塘糖唐堂棠螳
ton	tʰõ	3	蕩-躺倘
ton	tʰõ	5	燙趟
lon	lõ	2	狼郎[女壻：你～來噠]廊[～柱]
lon	lõ	3	冷-朗[～讀；開～]囊攮
lon	lõ	6	浪
zon	tsõ	1	爭-[～多，～贏]裝=髒樁莊贓妝
zon	tsõ	5	壯葬撞=
zon	tsõ	6	藏[西～，～經殿]狀臟[心～，內～]撞[碰：莫～]
con	tsʰõ	1	撐-[～傘]窗倉瘡滄
con	tsʰõ	2	藏[收～；躲～]床
con	tsʰõ	3	撞-[碰見：～見；碰：～噠人會痛]
con	tsʰõ	5	創牚[從側面斜著撐住]愴
son	sõ	1	生-[～蛋；～飯]霜雙孀桑
son	sõ	3	爽嗓磉[磚～子：斷磚]
son	sõ	5	喪
dhon	ȶõ	1	張裝[盛：用桶子～水，用碗～飯]姜江章樟彰
dhon	ȶõ	3	長[～大]掌講=
dhon	ȶõ	5	賬帳脹降[～落]障瘴[烏煙～氣]仗
dhon	ȶõ	6	丈杖犟-[固執：～死人]
thon	ȶʰõ	1	腔疆僵繮昌倡-[提～]猖娼[～婦養嘅]框-筐-眶
thon	ȶʰõ	2	長[～短；～處]場[趕～：趕集]腸強常=嘗=償
thon	ȶʰõ	3	廠敞[～開蓋子]
thon	ȶʰõ	5	唱倡=[～議]暢悵
gnon	ȵõ	2	娘[爺～；芋頭～；雞婆～]
gnon	ȵõ	3	仰
gnon	ȵõ	6	讓-[放～：作出讓步]
gon	kõ	1	光剛綱鋼[～鐵]缸
gon	kõ	3	講-梗-[～子：蔬菜、禾苗等植物的莖]港
gon	kõ	5	虹-杠-[單～，雙～]鋼[在鐵器的口子上通過熔化加入鋼]
gon	kõ	6	缸[～屋：農村裝裏的大陶瓷缸，可以裝几擔水]
kon	kʰõ	1	康糠=框=筐=坑-[沒有水的低窪地方]
kon	kʰõ	3	哽-[咳嗽：～血，日日～；水缸受震動而破：～爛]慷
kon	kʰõ	5	抗炕=[烘乾]況礦曠
xon	xõ	1	糠-方芳荒慌肓
xon	xõ	2	房防妨肪坊航杭行[銀～；～列]狂誑黃簧磺皇煌凰蝗蟥=[螞～]
xon	xõ	3	紡仿訪謊=[騙：你莫～我]恍晃[一～就過去]
xon	xõ	5	放炕[烘乾]晃[搖～]謊-[鬥～子：開玩笑]
xon	xõ	6	巷
on	õ	1	汪
on	õ	2	王亡忘
on	õ	3	枉往網=
on	õ	6	望=旺妄枉[～子；～住]
lion	liõ	2	涼[～快，歇～]量[～高矮；丈～]糧良梁粱釀
lion	liõ	3	兩倆輛魎
lion	liõ	6	量[數～；飯～]亮諒
zhion	tɕiõ	1	漿將[～來]
zhion	tɕiõ	3	漿蔣
zhion	tɕiõ	5	醬[～油，～色]將[～帥]犟=[倔～]
zhion	tɕiõ	6	像-[特征相近：她～她娘，好～飛一樣快]匠
chion	tɕʰiõ	1	槍鏘
chion	tɕʰiõ	2	墻[～頭；～起很高：堆起很高]詳祥翔降[投～]
chion	tɕʰiõ	3	搶
chion	tɕʰiõ	5	嗆
shion	ɕiõ	1	香鄉鑲相[～信；互～]箱廂商傷
shion	ɕiõ	2	嘗-[～鹹淡，～味]常-[～事]賞
shion	ɕiõ	3	想響享
shion	ɕiõ	5	像=[好～；畫～]相[樣子：出洋～，～貌；～公]象=[氣～]向[做介詞]
shion	ɕiõ	6	上[～樓；安裝：～門扣子]尚[和～]象-[大～]橡
ion	iõ	1	秧[水稻苗：扯～；～子：蔬菜等的小苗]央殃鴦泱
ion	iõ	2	羊洋烊陽揚楊瘍
ion	iõ	3	養[～崽：生小孩；飼養：～貓，～魚]癢[摳～：撓癢]
ion	iõ	6	樣漾讓=[出～]
ben	pəȵ	1	繃[～緊繩子；～硬：很硬]
ben	pəȵ	5	繃[～緊：很緊]泵蹦[～跳]
pen	pʰəȵ	1	砰碰[指小孩亂跑亂撞]烹峰-[黃～]
pen	pʰəȵ	2	朋棚硼鵬篷蓬
pen	pʰəȵ	3	捧
pen	pʰəȵ	5	碰[汽車～架：汽車相撞；～撞：碰巧；～壁頭]噴-[～頭；～香：很香]
men	məȵ	1	蒙[蓋：腦殼上～條帕子，～住眼珠]
men	məȵ	2	朦[模糊，看不見：眼珠發～]檬
men	məȵ	3	猛錳蜢懵[～子：呆子；嚇～噠]
men	məȵ	6	夢孟
fen	fəȵ	1	分芬紛吩風楓瘋封[～口]豐峯=[山～]混昏婚葷鋒蜂=[蜜～]烽
fen	fəȵ	2	墳焚馮逢縫[～補]魂
fen	fəȵ	3	粉諷渾
fen	fəȵ	5	噴=[～霧器]奮憤糞
fen	fəȵ	6	份[～量，福～，緣～]氛封[一～信]峯-縫[丫開一條～]鳳奉諢[～號]混[～合；～亂]
den	təȵ	1	東冬咚橋礅[橋～]敦
den	təȵ	3	懂董
den	təȵ	5	凍棟[一～屋]噸燉[～雞]頓蹾[重重地放：往地頭上一～]鈍=[～角]盾
den	təȵ	6	動=[運～；～作]洞恫侗鈍-[不鋒利：刀死～嘅]
ten	tʰəȵ	1	通
ten	tʰəȵ	2	同桐筒-[竹～罐，筆～]銅胴童瞳屯盹囤臀
ten	tʰəȵ	3	桶捅筒=[長～子套鞋]
ten	tʰəȵ	5	痛
len	ləȵ	1	聾[～子]
len	ləȵ	2	龍籠壠[～裏：有大片稻田的地方]瓏朧隆窿倫輪綸農濃膿
len	ləȵ	3	攏壟[～斷]櫳[～子：嫁女隨嫁的裝被子的大箱子]冷=
len	ləȵ	5	動-[坐噠莫～]
len	ləȵ	6	嫩論弄
zen	tsəȵ	1	蹲尊遵宗綜棕蹤
zen	tsəȵ	3	總怎
zen	tsəȵ	5	縱粽
cen	tsʰəȵ	1	蔥匆村撐=聰從[～容]
cen	tsʰəȵ	2	從[～來]叢存崇淙
cen	tsʰəȵ	5	寸
sen	səȵ	1	松鬆孫
sen	səȵ	2	尋=旬
sen	səȵ	3	筍悚榫[～子]損聳[～立]
sen	səȵ	5	送宋
sen	səȵ	6	頌訟誦
dhen	ȶəȵ	1	蒸筋金真針珍貞偵經荊京驚今斤巾斟正[～月]征
dhen	ȶəȵ	3	緊景憬警頸=整=診=疹枕錦謹
dhen	ȶəȵ	5	正政證症鎮振震=境鏡=竟競敬勁徑脛禁
dhen	ȶəȵ	6	鄭陣近
then	ȶʰəȵ	1	抻[扯直：～腰]稱[～呼；～重量]輕=欽卿郴
then	ȶʰəȵ	2	陳晨=臣塵勤芹琴忱禽擒沉=橙澄承呈程鯨成=[～功，做不～氣]城誠乘=[～風破浪]
then	ȶʰəȵ	3	懲逞拯騁
then	ȶʰəȵ	5	稱[對～；～心]秤趁慶磬=
gnen	ȵəȵ	2	人-[～家，客～；做複數詞尾：我～，你～，他～；～家]寧擰凝銀[～子；～行]
gnen	ȵəȵ	5	認-[眼～：喜歡]
gnen	ȵəȵ	6	認=甯吝佞
gen	kəȵ	1	工功攻弓躬公蚣宮恭
gen	kəȵ	3	鞏汞拱[～橋]凸[～起；有一隻～]
gen	kəȵ	5	供拱[鑽：～起一身盡是灰；種子～出泥巴]貢杠=
gen	kəȵ	6	共
ken	kʰəȵ	1	空[～箱子，～手，～肚子]坑=[～害]
ken	kʰəȵ	3	孔恐
ken	kʰəȵ	5	空[休息時間：有～；使有時間和空間：～一間屋出來，～几日再來；沒有作用：做一世～嘅]控
xen	xəȵ	1	轟烘
xen	xəȵ	2	紅弘虹=鴻宏洪
xen	xəȵ	3	哄
bien	piəȵ	1	冰兵賓濱檳彬斌
bien	piəȵ	3	本餅=丙柄炳秉稟
bien	piəȵ	5	併並鬢
bien	piəȵ	6	病=
pien	pʰiəȵ	1	拼[～音，～攏]
pien	pʰiəȵ	2	盆貧頻顰瀕屏平=坪=評苹萍憑屏瓶
pien	pʰiəȵ	3	品
pien	pʰiəȵ	5	拼=[～命]聘牝
mien	miəȵ	1	蚊-
mien	miəȵ	2	門捫們盟萌民泯名=銘明=鳴瞑
mien	miəȵ	3	敏憫閔抿閩皿
mien	miəȵ	5	悶燜
mien	miəȵ	6	命=
dien	tiəȵ	1	丁叮=盯釘=[～子]
dien	tiəȵ	3	頂鼎=
dien	tiəȵ	5	訂釘=[～釘子]
dien	tiəȵ	6	定
tien	tʰiəȵ	1	廳汀挺[使彎曲變直，不平整變平整：～紙]
tien	tʰiəȵ	2	停亭庭廷
tien	tʰiəȵ	3	挺=艇
tien	tʰiəȵ	5	聽=
lien	liəȵ	2	林淋鄰臨磷鱗麟靈欞伶零=鈴=齡蛉玲凌陵綾菱
lien	liəȵ	3	領=嶺=
lien	liəȵ	6	另令
zhien	tɕiəȵ	1	津晶精=
zhien	tɕiəȵ	3	儘[～噠：總是]井=
