1	#漢字	聲	韻	調	解釋
3139	水	s	ᴇ	3	
3140	永		ioŋ	3	
3141	氹	d	ɑ̃ˠ	6	
3142	氽	tʰ	ən	3	
3143	氿	tɕ	ʏ	3	
3144	汀	t	in	1	
3145	汀	tʰ	in	1	
3146	汁	ts(tʃ)	əʔ	7	
3147	求	dʑ	ʏ	2	
3148	汆	tsʰ	ɵ	1	
3149	汊	tsʰ	uˠ	5	
3150	汏	d	ɑˠ	6	
3151	汐	z	iɪʔ	8	
3152	汕	s	ᴇ	1	
3153	汗	ɦ	ɵ	6	
3154	汙		ɜuᵝ	1	
3155	汛	s	in	5	
3156	汜	z	ɿ	6	
3157	汝	z(ʒ)	ʮ(ʯ)	6	
3158	汞	k	oŋ	5	
3159	江	tɕ	iã	1	
3160	江	k	ɑ̃ˠ	1	
3161	江	tɕ	iɑ̃ˠ	1	
3162	池	z(ʒ)	ʮ(ʯ)	2	
3163	污		ɜuᵝ	1	
3164	汨	m	iɪʔ	8	
3165	汩	k	uəʔ	7	
3166	汪		uɑ̃ˠ	1	
3167	汪		uɑ̃ˠ	5	
3168	汰	tʰ	ᴇ	5	
3169	汲	dʑ	iəʔ	8	
3170	汴	b	i	6	
3171	汶	v	ən	2	
3172	決	tɕ	yəʔ	7	
3173	汽	tɕʰ	iᶽ	5	
3174	汾	v	ən	2	
3175	沁	tsʰ	in	5	
3176	沂	ɦ	iᶽ	2	
3177	沃		oʔ	7	
3178	沅	ȵ	iɵ	2	
3179	沈	s(ʃ)	ən	3	
3180	沉	z(ʒ)	ən	2	
3181	沌	d	ən	6	
3182	沐	m	oʔ	8	
3183	沑	ȵ	ʏ	6	
3184	沒	m	əʔ	8	
3185	沓	d	aʔ	8	
3186	沔	m	i	6	
3187	沖	tsʰ(tʃʰ)	oŋ	1	
3188	沙	s	uˠ	1	
3189	沛	pʰ	ᴇ	5	
3190	沫	m	əʔ	8	
3191	沮	ts	iᶽ	3	
3192	沰	t	oʔ	7	
3193	沱	d	ɜuᵝ	2	
3194	河	ɦ	ɜuᵝ	2	
3195	沸	f	iᶽ	5	
3196	油	ɦ	ʏ	2	
3197	治	z(ʒ)	ʮ(ʯ)	6	
3198	沼	ts(tʃ)	æ	3	
3199	沽	k	ɜuᵝ	1	
3200	沾	ts(tʃ)	ɵ	1	
3201	沿	ɦ	i	2	
3202	況	h	uɑ̃ˠ	5	
3203	泄	s	iɪʔ	7	
3204	泅	z	øʏ	2	
3205	泉	z	i	2	
3206	泊	pʰ	ɑˠʔ	7	
3207	泊	pʰ	əʔ	7	
3208	泌	p	iᶽ	5	
3209	泐	l	əʔ	8	
3210	泓	ɦ	oŋ	2	
3211	泔	k	ɵ	1	
3212	法	f	aʔ	7	
3213	泗	s	ɿ	5	
3214	泛	f	ᴇ	5	
3215	泠	l	in	2	
3216	泡	pʰ	æ	1	
3217	泡	pʰ	æ	5	
3218	波	p	ʉᵝ	1	
3219	泣	tɕʰ	iəʔ	7	
3220	泥	ȵ	iᶽ	2	
3221	注	ts(tʃ)	ʮ(ʯ)	5	
3222	泮	pʰ	ɵ	5	
3223	泯	m	in	2	
3224	泰	tʰ	ɑˠ	5	
3225	泱		iã	1	
3226	泳		ioŋ	3	
3227	泵	p	ã	5	
3228	洄	ɦ	uᴇ	2	
3229	洇		iən	1	
3230	洋	ɦ	iã	2	
3231	洓	s	ɑˠʔ	7	
3232	洗	s	iᶽ	3	
3233	洗	s	i	3	
3234	洙	ts(tʃ)	ʮ(ʯ)	1	
3235	洛	l	oʔ	8	
3236	洞	d	oŋ	6	
3237	津	ts	in	1	~~有味
3238	津	tsʰ	in	1	天~
3239	津	s	in	1	西~橋
3240	洩	s	iɪʔ	7	
3241	洪	ɦ	oŋ	2	
3242	洮	d	æ	2	
3243	洱		əl	6	
3244	洲	ts(tʃ)	øʏ	1	
3245	洵	z	in	2	
3246	洶	ɕ	ioŋ	1	
3247	洸	k	uɑ̃ˠ	1	
3248	活	ɦ	uəʔ	8	
3249	洽	ɦ	iəʔ	8	
3250	派	pʰ	ɑˠ	1	
3251	派	pʰ	ɑˠ	5	
3252	流	l	øʏ	2	
3253	浙	ts(tʃ)	əʔ	7	
3254	浚	ts	in	3	
3255	浜	p	ã	1	
3256	浞	z(ʒ)	oʔ	8	
3257	浠	ɕ	iᶽ	1	
3258	浣		uɵ	3	
3259	浥		iəʔ	7	
3260	浦	pʰ	ʉᵝ	3	
3261	浩	ɦ	æ	6	
3262	浪	l	ɑ̃ˠ	6	
3263	浬	l	iᶽ	6	
3264	浮	v	ʉᵝ	2	
3265	浮	v	øʏ	2	
3266	浴	ɦ	ioʔ	8	
3267	海	h	ᴇ	3	
3268	浸	ts	in	5	
3269	浹	k	aʔ	7	
3270	浹	ts	iɪʔ	7	
3271	涅	ȵ	iəʔ	8	
3272	涇	tɕ	iən	1	
3273	消	s	iæ	1	
3274	涉	z(ʒ)	əʔ	8	
3275	涌		ioŋ	3	
3276	涎	ɦ	i	2	
3277	涓	tɕ	iɵ	1	
3278	涕	tʰ	iᶽ	5	
3279	涪	f	ʉᵝ	3	
3280	涯	ɦ	iɑˠ	2	
3281	液	ɦ	iəʔ	8	
3282	涵	ɦ	ɵ	2	
3283	涸	ɦ	oʔ	8	
3284	涼	l	iã	2	
3285	涿	t	oʔ	7	
3286	涿	ts(tʃ)	oʔ	7	
3287	淄	ts	ɿ	1	
3288	淅	s	iɪʔ	7	
3289	淆	ɦ	iæ	2	
3290	淇	dʑ	iᶽ	2	
3291	淋	l	in	2	
3292	淌	tʰ	ɑ̃ˠ	3	
3293	淑	z(ʒ)	oʔ	8	
3294	淒	tsʰ	iᶽ	1	
3295	淖	n	æ	6	
3296	淘	d	æ	2	
3297	淙	tsʰ	oŋ	1	
3298	淚	l	iᶽ	6	
3299	淚	l	ᴇ	6	
3300	淝	v	iᶽ	2	
3301	淞	s	oŋ	1	
3302	淡	d	ᴇ	6	
3303	淤		yᶽ	1	
3304	淦	k	ɵ	5	
3305	淨	z	in	6	
3306	淩	l	in	2	
3307	淪	l	ən	2	
3308	淫	ɦ	iən	2	
3309	淬	ts	ᴇ	5	
3310	淮	ɦ	uɑˠ	2	
3311	淮	ɦ	uᴇ	2	
3312	深	s(ʃ)	ən	1	
3313	淲	p	iæ	1	
3314	淳	z(ʒ)	ən	2	
3315	淴	h	oʔ	7	
3316	淵	ɦ	iɵ	2	
3317	混	h	uən	5	
3318	混	ɦ	uən	6	
3319	淹		i	1	
3320	淺	tsʰ	i	3	
3321	添	tʰ	i	1	
3322	淼	m	iæ	3	
3323	清	tsʰ	in	1	
3324	渙	h	uɵ	5	
3325	渚	ts(tʃ)	ʮ(ʯ)	3	
3326	減	k	ᴇ	3	
3327	減	tɕ	i	3	
3328	渝	ɦ	yᶽ	2	
3329	渠	dʑ	yᶽ	2	
3330	渡	d	ɜuᵝ	6	
3331	渣	ts	uˠ	1	
3332	渤	b	əʔ	8	
3333	渥		oʔ	7	
3334	渦		ɜuᵝ	1	
3335	渧	t	iᶽ	5	
3336	測	tsʰ	əʔ	7	
3337	渭	ɦ	uᴇ	6	
3338	港	k	ɑ̃ˠ	3	
3339	渳	m	iᶽ	1	
3340	渴	kʰ	əʔ	7	
3341	游	ɦ	ʏ	2	
3342	渹	h	oŋ	1	
3343	渺	m	iæ	3	
3344	渾	ɦ	uən	2	
3345	湃	p	ɑˠ	5	
3346	湊	tsʰ	øʏ	5	
3347	湍	tʰ	ɵ	1	
3348	湎	m	i	6	
3349	湔	ts	i	1	
3350	湖	ɦ	ɜuᵝ	2	
3351	湘	s	iã	1	
3352	湛	z	ᴇ	6	
3353	湣	m	in	3	
3354	湧		ioŋ	3	
3355	湫	tsʰ	iæ	1	
3356	湫	tsʰ	øʏ	1	
3357	湮		i	1	
3358	湮		iən	1	
3359	湯	tʰ	ã	1	
3360	湯	tʰ	ɑ̃ˠ	1	
3361	溉	k	ᴇ	5	
3362	溏	d	ɑ̃ˠ	2	
3363	源	ȵ	iɵ	2	
3364	準	ts(tʃ)	ən	3	
3365	溘	kʰ	əʔ	7	
3366	溚	t	aʔ	7	
3367	溜	l	øʏ	1	
3368	溝	k	øʏ	1	
3369	溟	m	in	1	
3370	溢		iəʔ	7	
3371	溥	pʰ	ʉᵝ	3	
3372	溧	l	iɪʔ	8	
3373	溪	tɕʰ	iᶽ	1	
3374	溫		uən	1	
3375	溯	s	ɜuᵝ	5	
3376	溱	ts	ən	1	
3377	溲	s	øʏ	1	
3378	溲	s	øʏ	3	
3379	溴	ɕ	ʏ	5	
3380	溶	ɦ	ioŋ	2	
3381	溷	ɦ	uən	6	
3382	溺	ȵ	iəʔ	8	
3383	溼	s(ʃ)	əʔ	7	
3384	溽	z(ʒ)	oʔ	8	
3385	滁	z(ʒ)	ʮ(ʯ)	2	
3386	滂	pʰ	ɑ̃ˠ	1	
3387	滄	tsʰ	ɑ̃ˠ	1	
3388	滅	m	iɪʔ	8	
3389	滆	k	ɑˠʔ	7	
3390	滇	d	i	2	
3391	滉	h	uɑ̃ˠ	3	
3392	滋	ts	ɿ	1	
3393	滌	d	iɪʔ	8	
3394	滎	ɦ	iən	2	
3395	滑	ɦ	uaʔ	8	
3396	滓	ts	ɿ	3	
3397	滔	tʰ	æ	1	
3398	滕	d	ən	2	
3399	滬	ɦ	ɜuᵝ	6	
3400	滯	z(ʒ)	ʮ(ʯ)	6	
3401	滲	s	ən	5	
3402	滴	t	iɪʔ	7	
3403	滷	l	ɜuᵝ	6	
3404	滸	h	ɜuᵝ	3	
3405	滸	ɕ	yᶽ	3	~墅關
3406	滹	h	ɜuᵝ	1	
3407	滾	k	uən	3	
3408	滿	m	ɵ	6	
3409	漁	ɦ	yᶽ	2	
3410	漂	pʰ	iæ	1	
3411	漂	pʰ	iæ	3	
3412	漂	pʰ	iæ	5	
3413	漆	tsʰ	iɪʔ	7	
3414	漉	l	oʔ	8	
3415	漏	l	øʏ	6	
3416	漓	l	iᶽ	2	
3417	演		i	3	
3418	漕	z	æ	2	
3419	漚		øʏ	5	
3420	漠	m	oʔ	8	
3421	漢	h	ɵ	5	
3422	漣	l	i	2	
3423	漩	z	i	2	
3424	漪		iᶽ	1	
3425	漪		iᶽ	5	
3426	漫	m	ᴇ	6	
3427	漫	m	ɵ	6	
3428	漬	ts	ɿ	5	
3429	漱	s	ɜuᵝ	5	
3430	漱	s	øʏ	5	
3431	漲	ts(tʃ)	ã	3	
3432	漲	ts(tʃ)	ã	5	
3433	漳	ts(tʃ)	ã	1	
3434	漳	ts	ɑ̃ˠ	1	
3435	漸	z	i	6	
3436	漺	s(ʃ)	ɑ̃ˠ	3	
3437	漾	ɦ	iã	6	
3438	漿	ts	iã	1	
3439	潁	ɦ	iən	6	
3440	潑	pʰ	əʔ	7	
3441	潔	tɕ	iəʔ	7	
3442	潘	pʰ	ɵ	1	
3443	潛	z	i	2	
3444	潞	l	ɜuᵝ	6	
3445	潢	ɦ	uɑ̃ˠ	2	
3446	潤	z(ʒ)	ən	6	
3447	潦	l	iæ	2	
3448	潭	d	ɵ	2	
3449	潮	z(ʒ)	æ	2	
3450	潯	z	in	2	
3451	潰	ɡ	uᴇ	6	
3452	潷	p	iɪʔ	7	
3453	潸	s	ᴇ	1	
3454	潺	z	ᴇ	2	
3455	潼	d	oŋ	2	
3456	潽	pʰ	ʉᵝ	1	
3457	潾	l	in	2	
3458	澀	s	əʔ	7	
3459	澄	z	ã	2	陽~湖
3460	澄	z(ʒ)	ən	2	~湖
3461	澆	tɕ	iæ	1	
3462	澇	l	æ	6	
3463	澈	tsʰ(tʃʰ)	əʔ	7	
3464	澌	s	ɿ	1	
3465	澎	b	ã	2	
3466	澗	k	ᴇ	5	
3467	澗	tɕ	i	5	
3468	澠	m	i	6	
3469	澡	ts	æ	3	
3470	澣		uɵ	3	
3471	澤	z	ɑˠʔ	8	
3472	澤	z	əʔ	8	
3473	澥	h	ɑˠ	3	
3474	澱	d	i	6	
3475	澳		æ	5	
3476	澹	d	ᴇ	6	
3477	澾	tʰ	aʔ	7	
3478	激	tɕ	iəʔ	7	
3479	濁	z(ʒ)	oʔ	8	
3480	濂	l	i	2	
3481	濃	ȵ	ioŋ	2	
3482	濕	s(ʃ)	əʔ	7	
3483	濘	ȵ	iən	2	
3484	濛	m	oŋ	2	
3485	濟	ts	iᶽ	5	
3486	濠	ɦ	æ	2	
3487	濡	z(ʒ)	ʮ(ʯ)	2	
3488	濤	d	æ	2	
3489	濫	l	ᴇ	6	
3490	濮	b	oʔ	8	
3491	濯	z(ʒ)	oʔ	8	
3492	濱	p	in	1	
3493	濺	ts	i	5	
3494	濾	l	iᶽ	6	
3495	瀅	ɦ	iən	2	
3496	瀆	d	oʔ	8	
3497	瀉	s	iɑˠ	5	
3498	瀊	b	ɵ	2	
3499	瀏	l	øʏ	2	
3500	瀑	b	oʔ	8	
3501	瀕	p	in	1	
3502	瀕	b	in	2	
3503	瀘	l	ɜuᵝ	2	
3504	瀚	ɦ	ɵ	2	
3505	瀚	ɦ	ɵ	6	
3506	瀛	ɦ	iən	2	
3507	瀝	l	iɪʔ	8	
3508	瀟	s	iæ	1	
3509	瀰	m	iᶽ	2	
3510	瀲	l	i	6	
3511	瀴		iən	5	
3512	瀺	z	ᴇ	2	
3513	瀾	l	ᴇ	2	
3514	灈	dʑ	yᶽ	2	
3515	灌	k	uɵ	5	
3516	灑	s	ɑˠ	3	
3517	灒	z	ᴇ	6	
3518	灕	l	iᶽ	2	
3519	灘	tʰ	ᴇ	1	
3520	灝	ɦ	æ	6	
3521	灠	l	ᴇ	6	
3522	灣		uᴇ	1	
3523	灤	l	ɵ	2	
3524	灩	ɦ	i	6	
3525	火	h	ɜuᵝ	3	
3526	灰	h	uᴇ	1	
3527	灶	ts	æ	5	
3528	灸	tɕ	ʏ	3	
3529	灼	ts(tʃ)	ɑˠʔ	7	
3530	災	ts	ᴇ	1	
3531	炊	tsʰ	ᴇ	1	
3532	炎	ɦ	i	2	
3533	炒	tsʰ	æ	3	
3534	炔	tɕʰ	yəʔ	7	
3535	炕	kʰ	ɑ̃ˠ	5	
3536	炙	ts(tʃ)	ʮ(ʯ)	5	
3537	炙	ts(tʃ)	əʔ	7	
3538	炫	ɦ	iɵ	6	
3539	炬	dʑ	yᶽ	6	
3540	炭	tʰ	ᴇ	5	
3541	炮	pʰ	æ	5	
3542	炮	b	æ	2	
3543	炯	tɕ	ioŋ	3	
3544	炳	p	in	3	
3545	炷	ts(tʃ)	ʮ(ʯ)	3	
3546	炸	ts	uˠ	5	
3547	炸	z	aʔ	8	
3548	爲	ɦ	uᴇ	2	
3549	爲	ɦ	uᴇ	6	
3550	烈	l	iɪʔ	8	
3551	烊	ɦ	iã	2	
3552	烊	ɦ	iã	6	
3553	烏		ɜuᵝ	1	
3554	烔	d	oŋ	2	
3555	烘	h	oŋ	1	
3556	烙	l	oʔ	8	
3557	烤	kʰ	æ	5	
3558	烹	pʰ	ã	1	
3559	烹	pʰ	ən	1	
3560	烽	f	oŋ	1	
3561	焆	tɕ	iɵ	1	
3562	焉		i	1	
3563	焊	h	ɵ	5	
3564	焊	ɦ	ɵ	6	
3565	焊		ɵ	5	
3566	焌	tsʰ	əʔ	7	
3567	焐		ɜuᵝ	5	
3568	焗	dʑ	ioʔ	8	
3569	焙	b	ᴇ	6	
3570	焚	v	ən	2	
3571	無	v	ʉᵝ	2	
3572	無	m	uˠ	2	
3573	無	m		2	
3574	焦	ts	iæ	1	
3575	焯	tsʰ(tʃʰ)	ɑˠʔ	7	
3576	焰	ɦ	i	6	
3577	然	z(ʒ)	ɵ	2	
3578	煆	h	ɑˠ	1	
3579	煆	h	uˠ	5	
3580	煉	l	i	6	
3581	煊	ɕ	iɵ	1	
3582	煌	ɦ	uɑ̃ˠ	2	
3583	煎	ts	i	1	
3584	煒	ɦ	uᴇ	6	
3585	煙		i	1	
3586	煜		ioʔ	7	
3587	煝	m	ᴇ	6	
3588	煞	s	aʔ	7	
3589	煠	z	aʔ	8	
3590	煤	m	ᴇ	2	
3591	煥	h	uɵ	5	
3592	煦	ɕ	yᶽ	3	
3593	照	ts(tʃ)	æ	5	
3594	煨		uᴇ	1	
3595	煩	v	ᴇ	2	
3596	煬	ɦ	iã	2	
3597	煮	ts(tʃ)	ʮ(ʯ)	3	
3598	煲	p	æ	1	
3599	煳	ɦ	ɜuᵝ	2	
3600	煸	p	i	1	
3601	煺	tʰ	ᴇ	5	
3602	煽	s(ʃ)	ɵ	5	
3603	熄	s	iɪʔ	7	
3604	熊	ɦ	ioŋ	2	
3605	熏	ɕ	yən	1	
3606	熒	ɦ	iən	2	
3607	熔	ɦ	ioŋ	2	
3608	熗	tsʰ	iã	5	
3609	熙	ɕ	iᶽ	1	
3610	熟	z(ʒ)	oʔ	8	
3611	熠	ɦ	iəʔ	8	
3612	熢	b	oŋ	6	
3613	熨	ɦ	yən	6	
3614	熬	ŋ	æ	2	
3615	熯	h	ɵ	5	
3616	熱	z(ʒ)	əʔ	8	
3617	熱	ȵ	iəʔ	8	
3618	熳	m	ᴇ	6	
3619	熹	ɕ	iᶽ	1	
3620	熾	ts(tʃ)	ʮ(ʯ)	5	
3621	熾	tsʰ(tʃʰ)	əʔ	7	
3622	燁	ɦ	iəʔ	8	
3623	燃	z(ʒ)	ɵ	2	
3624	燈	t	ən	1	
3625	燉	t	ən	5	
3626	燎	l	iæ	2	
3627	燏	ɦ	yəʔ	8	
3628	燒	s(ʃ)	æ	1	
3629	燕		i	5	
3630	燘	k	uᴇ	3	
3631	燙	tʰ	ɑ̃ˠ	5	
3632	燜	m	ən	1	
3633	營	ɦ	iən	2	
3634	燠		ioʔ	7	
3635	燥	s	æ	5	
3636	燦	tsʰ	ᴇ	5	
3637	燧	z	ᴇ	6	
3638	燭	ts(tʃ)	oʔ	7	
3639	燮	s	iɪʔ	7	
3640	燴	h	uᴇ	5	
3641	燻	ɕ	yən	1	
3642	燼	z	in	6	
3643	燾	d	æ	2	
3644	爆	p	æ	5	
3645	爆	b	æ	6	
3646	爊		æ	1	
3647	爍	s(ʃ)	ɑˠʔ	7	
3648	爐	l	ɜuᵝ	2	
3649	爛	l	ᴇ	6	
3650	爨	tsʰ	ɵ	5	
3651	爪	ts	æ	3	
3652	爬	b	uˠ	2	
3653	爭	ts	ã	1	
3654	爭	ts	ən	1	
3655	爰	ɦ	iɵ	2	
3656	爲	ɦ	uᴇ	2	
3657	爲	ɦ	uᴇ	6	
3658	爵	ts	iɑˠʔ	7	
3659	父	v	ʉᵝ	6	
3660	爸	p	ɑˠ	1	
3661	爹	t	iᶽ	1	
3662	爹	t	iɑˠ	1	
3663	爺	ɦ	iɑˠ	2	
3664	爺	ɦ	i	2	
3665	爻	ɦ	iæ	2	
3666	爽	s(ʃ)	ɑ̃ˠ	3	
3667	爾		əl	1	
3668	爾		əl	6	
3669	爿	b	ᴇ	2	
3670	牀	z(ʒ)	ɑ̃ˠ	2	
3671	牆	z	iã	2	
3672	片	pʰ	i	5	
3673	版	p	ᴇ	3	
3674	牌	b	ɑˠ	2	
3675	牒	d	iɪʔ	8	
3676	牖	ɦ	ʏ	6	
3677	牘	d	oʔ	8	
3678	牙	ŋ	ɑˠ	2	
3679	牙	ɦ	iɑˠ	2	
3680	牛	ȵ	ʏ	2	
3681	牝	b	in	6	
3682	牟	m	øʏ	2	
3683	牡	m	æ	6	
3684	牡	m	øʏ	6	
3685	牢	l	æ	2	
3686	牧	m	oʔ	8	
3687	物	m	əʔ	8	
3688	物	v	əʔ	8	
3689	牯	k	ɜuᵝ	3	
3690	牲	s	ã	1	
3691	牲	s	ən	1	
3692	牴	t	iᶽ	3	
3693	特	d	əʔ	8	
3694	特	d	iɪʔ	8	
3695	牽	tɕʰ	i	1	
3696	牾	ŋ	ɜuᵝ	6	
3697	牿	k	oʔ	7	
3698	犀	s	iᶽ	1	
3699	犁	l	iᶽ	2	
3700	犄		iᶽ	1	
3701	犍	dʑ	i	2	
3702	犒	kʰ	æ	5	
3703	犖	l	oʔ	8	
3704	犛	m	æ	2	
3705	犟	dʑ	iã	6	
3706	犢	d	oʔ	8	
3707	犧	ɕ	iᶽ	1	
3708	犬	tɕʰ	iɵ	3	
3709	犯	v	ᴇ	6	
3710	狀	z(ʒ)	ɑ̃ˠ	6	
3711	狂	ɡ	uɑ̃ˠ	2	
3712	狄	d	iɪʔ	8	
3713	狐	ɦ	ɜuᵝ	2	
3714	狗	k	øʏ	3	
3715	狙	tsʰ	iᶽ	1	
3716	狠	h	ən	3	
3717	狠	ɦ	ən	6	
3718	狡	tɕ	iæ	3	
3719	狧	tʰ	əʔ	7	
3720	狩	s(ʃ)	øʏ	5	
3721	狷	tɕ	iɵ	5	
3722	狸	l	iᶽ	2	
3723	狹	ɦ	aʔ	8	
3724	狹	ɦ	iaʔ	8	
3725	狻	s	ɵ	1	
3726	狼	l	ɑ̃ˠ	2	
3727	狽	p	ᴇ	5	
3728	猁	l	iᶽ	6	
3729	猊	ȵ	iᶽ	2	
3730	猖	tsʰ	ɑ̃ˠ	1	
3731	猙	ts	ən	1	
3732	猛	m	ã	6	
3733	猛	m	ən	3	
3734	猜	tsʰ	ᴇ	1	
3735	猝	tsʰ	əʔ	7	
3736	猢	ɦ	ɜuᵝ	2	
3737	猥	ɦ	uᴇ	6	
3738	猥		uᴇ	3	
3739	猩	s	in	1	
3740	猰	tɕʰ	iəʔ	7	
3741	猴	ɦ	øʏ	2	
3742	猶	ɦ	ʏ	2	
3743	猷	ɦ	ʏ	2	
3744	猻	s	ən	1	
3745	猾	ɦ	uaʔ	8	
3746	猿	ɦ	iɵ	2	
3747	獃	ŋ	ᴇ	2	
3748	獄	ȵ	ioʔ	8	
3749	獅	s	ɿ	1	
3750	獍	tɕ	iən	5	
3751	獎	ts	iã	3	
3752	獐	ts	ɑ̃ˠ	1	
3753	獒	ŋ	æ	2	
3754	獗	tɕ	yəʔ	7	
3755	獠	l	iæ	2	
3756	獨	d	oʔ	8	
3757	獪	k	uᴇ	5	
3758	獰	ȵ	iən	2	
3759	獲	ɦ	uəʔ	8	
3760	獴	m	oŋ	6	
3761	獵	l	aʔ	8	
3762	獷	k	uɑ̃ˠ	3	
3763	獸	s(ʃ)	øʏ	5	
3764	獺	tʰ	aʔ	7	
3765	獻	ɕ	i	5	
3766	獼	m	iᶽ	2	
3767	獾	h	uɵ	1	
3768	玀	l	ɜuᵝ	2	
3769	玄	ɦ	iɵ	2	
3770	玅	m	iæ	6	
3771	率	s	ᴇ	5	
3772	率	s	əʔ	7	
3773	率	l	iɪʔ	8	
3774	玉	ȵ	ioʔ	8	
3775	王	ɦ	uɑ̃ˠ	2	
3776	玕	k	ɵ	1	
3777	玖	tɕ	ʏ	3	
3778	玘	tɕʰ	iᶽ	3	
3779	玦	tɕ	yəʔ	7	
3780	玨	tɕ	ioʔ	7	
3781	玩	ɦ	uɵ	2	
3782	玫	m	ᴇ	2	
3783	玲	l	in	2	
3784	玳	d	ᴇ	6	
3785	玷	t	i	3	
3786	玻	p	ʉᵝ	1	
3787	珀	pʰ	ɑˠʔ	7	
3788	珀	pʰ	əʔ	7	
3789	珂	kʰ	ɜuᵝ	1	
3790	珈	ɡ	ɑˠ	2	
3791	珉	m	in	2	
3792	珊	s	ᴇ	1	
3793	珌	p	iɪʔ	7	
3794	珍	ts(tʃ)	ən	1	
3795	珓	k	æ	5	
3796	珓	tɕ	iæ	5	
3797	珙	k	oŋ	3	
3798	珞	l	oʔ	8	
3799	珠	ts(tʃ)	ʮ(ʯ)	1	
3800	珥		əl	6	
3801	珩	ɦ	iən	2	
3802	班	p	ᴇ	1	
3803	珮	b	ᴇ	6	
3804	現	ɦ	i	6	
3805	琀	ɦ	ɵ	6	
3806	球	dʑ	ʏ	2	
3807	琅	l	ɑ̃ˠ	2	
3808	理	l	iᶽ	6	
3809	琉	l	øʏ	2	
3810	琊	ɦ	iɑˠ	2	
3811	琖	ts	ᴇ	3	
3812	琚	tɕ	yᶽ	1	
3813	琛	tsʰ(tʃʰ)	ən	1	
3814	琢	ts(tʃ)	oʔ	7	
3815	琤	tsʰ	ən	1	
3816	琥	h	ɜuᵝ	3	
3817	琦	dʑ	iᶽ	2	
3818	琨	kʰ	uən	1	
3819	琪	dʑ	iᶽ	2	
3820	琬		uɵ	3	
3821	琮	tsʰ	oŋ	1	
3822	琰	ɦ	i	6	
3823	琳	l	in	2	
3824	琴	dʑ	iən	2	
3825	琵	b	iᶽ	2	
3826	琶	b	uˠ	2	
3827	琺	f	aʔ	7	
3828	琿	h	uᴇ	1	
3829	琿	ɦ	uən	2	
3830	瑁	m	æ	6	
3831	瑁	m	ᴇ	6	
3832	瑋	ɦ	uᴇ	6	
3833	瑕		iɑˠ	1	
3834	瑕		iuˠ	1	
3835	瑗	ɦ	iɵ	6	
3836	瑙	n	æ	6	
3837	瑚	ɦ	ɜuᵝ	2	
3838	瑛		iən	1	
3839	瑜	ɦ	yᶽ	2	
3840	瑞	z	ᴇ	6	
3841	瑟	s	əʔ	7	
3842	瑣	s	ɜuᵝ	3	
3843	瑤	ɦ	iæ	2	
3844	瑩	ɦ	iən	2	
3845	瑪	m	uˠ	6	
3846	瑰	k	uᴇ	1	
3847	瑾	dʑ	iən	6	
3848	璀	tsʰ	ᴇ	3	
3849	璃	l	iᶽ	2	
3850	璉	l	i	2	
3851	璋	ts(tʃ)	ã	1	
3852	璋	ts	ɑ̃ˠ	1	
3853	璐	l	ɜuᵝ	6	
3854	璘	l	in	2	
3855	璜	ɦ	uɑ̃ˠ	2	
3856	璞	pʰ	oʔ	7	
3857	璟	tɕ	iən	3	
3858	璣	tɕ	iᶽ	1	
3859	璦		ᴇ	5	
3860	璧	p	iɪʔ	7	
3861	璨	tsʰ	ᴇ	5	
3862	璫	t	ɑ̃ˠ	1	
3863	環	ɡ	uᴇ	2	
3864	璺	v	ən	2	
3865	璽	s	iᶽ	3	
3866	璿	z	i	2	
3867	瓉	ts	ᴇ	5	
3868	瓊	dʑ	ioŋ	2	
3869	瓏	l	oŋ	2	
3870	瓔		iən	1	
3871	瓜	k	uˠ	1	
3872	瓞	d	iɪʔ	8	
3873	瓠	ɦ	ɜuᵝ	2	
3874	瓢	b	iæ	2	
3875	瓣	p	ᴇ	5	
3876	瓣	b	ᴇ	6	
3877	瓤	z(ʒ)	ã	6	
3878	瓤	n	ɑ̃ˠ	2	
3879	瓦	ŋ	uˠ	6	
3880	瓭	t	ɵ	3	
3881	瓴	l	in	2	
3882	瓶	b	in	2	
3883	瓷	z	ɿ	2	
3884	甄	ts(tʃ)	ən	1	
3885	甌		øʏ	1	
3886	甍	m	oŋ	2	
3887	甏	b	ã	6	
3888	甑	ts	ən	5	
3889	甕		oŋ	5	
3890	甘	k	ɵ	1	
3891	甚	z(ʒ)	ən	6	
3892	甜	d	i	2	
3893	生	s	ã	1	
3894	生	s	ən	1	
3895	產	tsʰ	ᴇ	3	
3896	甥	s	ã	1	
3897	甥	s	ən	1	
3898	甦	s	ɜuᵝ	1	
3899	用	ɦ	ioŋ	6	
3900	甩	h	uaʔ	7	
3901	甪	l	oʔ	8	
3902	甫	f	ʉᵝ	3	
3903	甬		ioŋ	3	
3904	田	d	i	2	
3905	由	ɦ	ʏ	2	
3906	甲	k	aʔ	7	
3907	甲	tɕ	iaʔ	7	
3908	申	s(ʃ)	ən	1	
3909	男	n	ɵ	2	
3910	甸	d	i	6	
3911	界	k	ɑˠ	5	
3912	界	tɕ	iɑˠ	5	
3913	畏		uᴇ	5	
3914	畔	b	ɵ	6	
3915	留	l	øʏ	2	
3916	畚	p	ən	1	
3917	畜	tsʰ(tʃʰ)	oʔ	7	
3918	畜	ɕ	ioʔ	7	
3919	畝	m	øʏ	6	
3920	畝	m		6	
