连城县文亨镇文保村客家话同音字表			资料来自开篇vol.21							
pʰ	标飘漂（口语不用）	瓢嫖（~~赌赌）薸（浮萍）	漂（漂亮）	漂（~白粉）票（车~）						
m		锚苗描	藐渺秒	猫	庙妙谬					
t	刁貂雕丢	留（白，~下来）	鸟（文）	掉			六陆绿（白，~树叶）			
tʰ	挑	条（文）调（~工资）	调（调换）	跳	调（音~）调（~动）					
l	溜（文）	燎燎（火燎眉毛）疗（文）聊辽撩（文，撩起来）寥瞭（瞭望）流刘留（文）榴（石~）硫（~黄）琉（~璃）馏□（~秋：秋千）	了（文，~不起）柳	溜（白，~胎：动物流产）	料廖（姓）□（聪明能干）		略掠陆绿（文）录			
ʦ	焦蕉（香~）椒揪（~佢莫：别理他）		剿酒	醮（打~）皱绉		爵雀（麻雀：麻将）捉足				
ʦʰ	鬚（白，胡须）锹缲（~边）瞧秋（春~二祭）秋（liəu2秋：秋千）鞦（牛鞦）	樵（柴火）		俏	噍（嚼）就袖	戳（白）促				
s	梢（树梢）捎（捎带）稍消宵霄硝销萧修羞休	囚泅（泅水）	小	笑鞘（刀~）秀绣锈（铁锈）莠屑（不屑）肖（口语不用）□（~门：插门）		宿（二十八~）削肃宿粟□（静~~：本地人模仿普通话静悄悄的说法，不是地道的口语词）	俗续			
ȵ		铙挠肴淆饶浇尧	绕（围绕）绕（绕线）鸟（文）纽（文）扭		尿□（~䘆：蚯蚓）	□（~人：形容芒刺在身的感觉）	弱虐疟（疟疾，发疟子）溺（溺死）			
k	骄娇矫（矫诈）鸠究		绞搅（文）缴（上~）纠（纠缠）九久韭纠（纠正）饺（~子）	叫灸（针灸）咎救柩		脚钁（~头：锄头）				
kʰ	敲丘（文）臼（脱~）舅	茄乔侨桥荞求球	巧窍（文，~门）藠（藠头）	窍（白，七孔八~）	轿旧撬（训）	怯（畏怯）却				
0	妖邀腰要（~求）幺（幺二三）吆（吆喝）忧优幽	摇谣窑姚柔揉尤邮由油游犹悠（悠悠）遥（口语不用）鱿（~鱼）	扰杳（杳无音信）有（文）友酉诱稀（泥：稀泥）	要（唔~：不要）幼	鹞（麦*鸟~：鹞鹰）又右佑柚釉	耀约跃	诺若药匿欲（~食：嘴馋）			
#iuə										
0		耶爷	野（白，~杂种（詈语）|~心家）搲（~一把米：抓一把米）		夜					
#uə										
p	疤邦㧍（拔，拉）		把（~门|一~）	霸壩坝（草~：草地）		百柏伯掰（用手掰开）檗（黄~：药名）				
pʰ		爬琶（琵~）杷（枇~）鈀（一种农具）耙（~田）棚（白）□（椹~：菜板）	颇㼞（瓮一类的器具）	怕帕肨胖（口语不用）泛（不实：~谷）	罢鲃（一种小型淡水鱼：红丝~|滑口~）		白			
m	摸	魔摩（~擦|~托车）麻痳蟆（蛤~）嫲（牛~：母牛|~姊：姐姐（背称）|有大~：孕妇））模（模子）模（模范）摹（摹仿）巫（~婆）诬（~告）媒谋蘑（~菇）	马码（码子）舞（白，~狮）每某亩牡母（文，父~）拇蜢（草~：蝗虫）	骂（口语不用）	慕暮墓茂么（什~）		拍（训，打）麦			
f	花	华（中~）铧华（文，华山）桦（桦树）凡矾	否	化	华（白，姓）画范範犯	话（文，连城~）法（无~：没办法）	活			
v	剜挖（文）	横（~直）横（蛮横）			话（白，~事：说话）		划			
t	爹耽担（~担：挑脚）担（担~：挑脚）		胆打（白，打架）			答搭搭（盖，动词）				
tʰ	贪淡（只有一些上年纪的才这么读）听探（手~长来（把手伸长））	潭谭谈痰	探（~子）毯	探（文，~亲）	淡（多数人的说法）	塔	踏（牛脚~：牛蹄子）			
n	拿□（~鱼：抓鱼）	南男颅（头~壳：脑袋）					纳			
l		蓝篮	览揽榄（橄~）		滥舰（老）	摞（训，一~碗）巷（训）	腊蜡鑞（锡鑞）			
ʦ	楂（山~）渣差（白，~不多）簪争（白）踭（手~卵：手肘）疮（训，冻~：冻疮）		斩	诈榨（~油）炸（~弹）乍翟		札				
ʦʰ	叉杈（枝杈）差（~别）岔（三~路）参	茶搽（涂）查（~户口）蚕	杉按（训）	撑□（~禾ŋiəu1：打场时伸开两手弯成耙状把混在稻谷中的稻草屑聚拢清除）	暂錾（~花）栈昨（文）郑撑（大食大~：暴饮暴食）	拆㿭（pie7 ~：土地干裂）绑（训）舀（训，~水）	杂什（什物，可能是训读，本子为杂）			
s	沙纱三衫生（白，~卵：下单|~当人：陌生人）牲（白，头~：家禽家畜的统称）鉎（~黸：铁锈）痧（成~：中暑）	侪（别~：别人）	飒省（节省）糁（饭~：饭粒）	晒（~谷：翻晒稻谷）		撒（~盐）	煠（用水或酒煮）			
ʧ	遮正（~月）		整（白，~单车：修自行车）	蔗正（白，才：九点~来）		隻炙（~热头：晒太阳）				
ʧʰ	车（汽~）奢		扯			赤尺				
ʃ	赊佘（姓）声（白）	蛇成（白，做唔~：做不成）城（连~：地名）	捨社（白，春~|秋~）	赦舍（宿~）圣（白，问~：迷信的人去求问巫婆）	社（白，~会）射麝（麝香）墭（盛礼物用的圆形竹器）		石			
k	家加痂嘉傢（~具）瓜（白，艻~：黄瓜）佳甘（问，~草|~心）柑泔（泔水）尴（~尬）监（~考）更（muə7 更：打更）庚枷（热头担~：太阳周围出现内红外紫的彩色光环）豭（猪~：雄性种猪|蚊~：蚊子）		假（真~）贾（姓~）假（文，放~）寡剐感撼敢橄（~榄）杆哽梗（白，藤菜~：空心菜的茎）	假（入年~|出年~）驾架嫁稼价挂卦鉴（~定）监（太~）降（文，下~）		觉（睡觉）裌（~衫：裌衣）峡甲胛（肩胛）匣（巷匣）觉隔（~川：地名）合（合（介词或连词））蛤（雨~：雨蛙）				
kʰ	堪勘（~误|~探）坑		砍	磡坎		客	咳（咳嗽）掐			
ŋ		牙芽衙岩癌	我（文）雅瓦		硬		逆（白，忤~）			
h		虾（~公：虾|赤~毛：婴儿）霞瑕遐蛤（~蟆）暇含（文）函咸鹹衔行（白，~路：走路）茎（白，条：一~鱼）桁（~子：檁条）涵（尾窿~：烟囱）	下（白，~头|~帽|~落来|~惊（收惊））	喊	厦下（~一次）夏下（~降）下（~日晡：后天）	吓赫	合（十合一升）合洽核（~卵：睾丸）			
w	蛙									
0	鸦（老~：乌鸦）丫（丫头）桠（手指~：手指头相连的部分）庵罂（毯子）		哑	亚暗很（训，~多：很多）		鸭押压握轭				
#ɪe										
0	挨（白，~尸磨骨：形容磨洋工）俺（咱们）		矮	硌（训）		嫼（生气）				
#aŋ										
p	奔逩分（白，~家|~佢*拍：被他打）崩冰（白，凌~：冰）枫（白）绷（~带）		本捧绑（~饭：就饭）	笨粪						
pʰ	烹蜂	帆（白，一~风顺）盆庞朋彭膨（膨胀）棚（文）篷蓬（~laŋ2：浓密的荆棘丛）冯鹏		喷（喷~）	缝（门~）凭（依靠，凭靠）	喷（~香）				
m	满（白，担~米：把水挑满。满的阴平读法年轻一代较少说）蚊	眠（白，~床：床）瞒门鸣（白，寒~：打鼾）蒙雺（~露：雾）	莽蟒猛懵（~~懂懂）		闷问（白，~路）孟梦焖（~饭）					
f	昏婚分（文，一~钱|~散）芬纷荤轰风枫（文）疯丰讽封峰锋吩（~咐）	魂浑（文）焚坟弘宏洪鸿	粉	愤忿奋	混（~乱）份（一~报纸）凤俸奉					
v	温瘟	浑（白，水~）文纹闻	稳□（投掷）		问（问，~题）揾（牛~窟：水牛在小水坑里泡凉）					
t	敦（敦厚）墩登灯镫（鞍镫）瞪（瞪眼）丁钉靪（补鞋底，口语不用）疔订（~婚）冬东铛（金耳~：金耳环）		盾（矛~）等顶鼎董懂桩（训，木桩）	屯囤沌顿扽钝凳冻栋蹬（蹭~：指各种挫折和不幸）						
tʰ	厅汀通	豚臀誊（~写）腾藤疼澄亭停廷庭蜓（蜻蜓）同铜桐筒童瞳	躺趟艇挺（问，一~机枪）桶动（白，~棋：下棋）统	痛	绽（破绽）遁（~土）邓锭定动（文，劳~）洞					
n	奶（白，乳汁）	能宁（~化：地名）宁（~愿）农	捻（以指捻碎）	齈（鼻~~：形容鼻涕很多）脓	嫩					
l	聋窿（窟窿）	仑（昆仑）伦沦轮凌（白，~冰：冰）灵（~感：菩萨等灵验）零伶笼（鸡~）垅咙（喉~）□（蓬~：浓密的荆棘丛）砍（训）	冷笼（白，胡~：一种盛物竹器）拢（一~总：一共）		论弄蜦（石~：一种生活在山涧里的青蛙）					
ʦ	遵尊蹲曾（姓）增憎争（文，斗~）筝睁棕鬃（猪~）综（~合）踪（踪迹）椹		总	站粽甑（饭~：木制蒸饭的炊具）						
ʦʰ	村窗聪匆葱囱从	存曾（唔曾去：没有去）层丛崇	惨（白，~火：惨了）	衬寸蹭（~蹬：指各种挫折和不幸）	赠只（训，~有：只有）					
s	森参（人~）新（白，~妇：儿媳妇）孙双（一~鞋）僧生（文，放~）牲（文）笙甥星猩（口语不用）		损笋榫（~头）搡（用力推）省耸（口语不用）	渗（~水）逊送宋腥（文）						
ʧ	张章樟		长（队~）涨掌	仗帐账胀障瘴						
ʧʰ	昌菖（菖蒲，本地叫香蒲）	长（~短）肠场	丈（白，姨~：姨夫）闯厂绱（~鞋：把鞋帮和鞋底缝在一起）	畅唱倡（提倡）	丈杖					
ʃ	商伤	常尝裳偿	赏上（白，~山落水：跋山涉水）		上（文，~课）尚（和~）上（方位词）					
k	禁（白，~着：禁穿）根跟巾斤筋羹耕公蚣（蜈~）工功攻（进~）		耿孔（壁~：隔扇）拱（~手）	梗（文，桔梗）更贡驼（训，~子）						
kʰ	龛牵（白，~牛）倾（白，倾倒）空		恳垦啃（蚂蚁啃骨头）肯（文，~定）孔（文）	控焢（烤：~火桶（把手或脚放在手炉上取暖）	共（白，~一下：一起）凝（凝结：~凌冰（结冰））					
ŋ		银银（~豆腐：一种腌制豆腐）								
h	鼾（打翻）夯（打夯）亨	喉（白，~咙）含（白）酣痕恒行（文，行为）衡红虹	很肯（白，唔~：不肯）	憾	恨杏行（品行）幸恨（吵架）					
0	恩鹰（白，~婆：老鹰）撒（训，~谷种（播稻种））			应（白，~喙：顶嘴）□（~uei1：蜻蜓）						
#iaŋ										
p	坊（蒋~：地名）枋（木板）			放（白）						
m		芒（茅草）	网		望					
t		良（白，的确~）凉量（用尺~布）辆	两							
ʦ	将（~来）浆		蒋奖桨	酱将（大~）纵（纵横）怂（怂恿）						
ʦʰ	枪	墙从（跟从）	抢		像（白，唔像：不像）匠					
s	相（~好）箱厢湘襄镶嵩松（文，~柏）	详祥翔	想	像（文，主席~）相（~貌）	象橡（~胶）诵颂讼					
ȵ		娘	仰		壤（土壤）攘嚷酿让					
ʃ	香乡		晌（晌午）享响饷	向						
k	薑姜									
kʰ	疆（新~：地名）僵缰羌框（门~）筐腔匡	强（形容词）	强（勉~）		强（白，~死遭瘟：形容人倔强，没法跟他讲清道理）					
0	央秧殃鸯（鸳~）	羊洋烊（融化）杨阳扬疡（溃~）萤扬（飞~：蝴蝶）	养痒		酿（白，~豆腐：一种食品，用南豆腐裹馅制成）样旺（人多：墟唔知~（墟集上的人非常多））养（供~）恙					
#uaŋ										
k			滚（~水：开水）棍（白）	棍（文，光~：混混儿）						
kʰ	昆崑坤	拳（白，~头）裙	滚（~落来：滚下来）捆菌（白，统称野生蘑菇）	困睏						
#ʯaŋ										
n		浓								
ʃ	胸凶兇匈	熊（文，~猫）雄								
tɹ	中（~学）忠终弓躬宫钟锺盅舂（~米）恭供（~应|~囝（生孩子）|~猪（喂猪））衷（~心感谢）		冢种（谷~：稻种）肿	中（射~）众种（~树）供（~养）						
tɹʰ	充衝	虫穷重	宠重（白）巩（巩固）恐	铳（土制猎枪）衝（~笋：竹笋破土而出）	仲重（文，~要）共（文，~产党）					
0	雍痈	绒戎熊（白，山人~：熊）融茸（鹿~）容蓉（芙~花）鎔庸熔溶榕（~树）	拥甬勇涌踊		用					
#eiŋ										
p	彬宾槟（槟榔芋：一种芋头）殡（文，~仪馆）鬓冰（文）浜兵		秉	禀殡（白，出~）倂並						
pʰ	迸拼（~命）	贫频凭（文，文~）平（文，公~）评姘瓶屏萍	品							
m		眠（文）闽民萌鸣（文）明（文）盟名（文）铭	悯敏皿		命（文，革~）					
f	熏勋薰兄（文，~弟）	唇纯醇		舜	顺					
v		匀云雲荥荣茔	永		润闰韵运晕泳咏					
t	鳞（白）	林（白，姓）淋（白，~湿）临（老派）								
tʰ			挺（腹屎~~：形容大腹便便）	听（文）						
l		林（文，~业）淋（淋漓）临（新派）怜（~惜）邻鳞（文）磷吝（吝啬）楞陵凌（文）菱灵铃伶拎翎麟（麒~）	领（文，~导）		刃令另（文）					
ʦ	侵津榛臻精（文，~神）晶睛（眼睛）斟（~喙：亲嘴）		□（~够：足够）	浸进晋俊浚						
ʦʰ	亲亲（~家）衬清青（文）蜻（蜻蜓）	寻（白，找）秦情松（白，~树）寻（两手平伸，也指两手平伸的长度：两手~开来）	寝		尽静靖净					
s	心辛新（文）薪	荀旬循巡殉蝇（白）	醒（文）	信讯迅（又音）性	迅					
ʧ	针斟珍真诊疹徵惩蒸贞侦征		枕振震拯	镇证症正（改~）政						
ʧʰ	参（参差）深趁称（~呼）	沉陈尘臣澄橙绳丞蝇（文）呈程逞	称（~重量）秤		阵沉（~水（用吊桶汲水）|~酒（温酒））					
ʃ	掀身申伸欣升兴（~旺）声（文，~学）馨	神娠辰晨眩乘塍（田~：田埂）承（多~：多谢）成（文）城（文）诚形型刑唇（檐~：檐下）	沈审婶	衅胜兴圣（文，~人）	甚肾慎剩盛					
#ieiŋ										
ȵ		人	忍□（（腰，脚）扭伤）		认					
k	今金襟筋（文，翻~斗）京荆惊（文）鲸经		锦紧仅谨景警	禁（文，禁不住）禁（~止）劲茎（文）境敬竟径						
kʰ	钦卿轻（文，~机枪）倾（文，~向）	琴禽擒勤芹	肾（鸟类的胃：鸡~）	庆磬	近（文，~视）□（~唔hai8：禁不住）					
0	音阴荫（屋忒~：房子太荫）因姻殷鹰（文）莺鹦樱英婴缨□（中~心：中间）	壬吟淫仁仍迎盈赢（文）	饮（~酒）饮（米汤）引隐影（文，~响）颖	荫（庇~）印应（~该）应（文，响~）映	任（姓）赁任（责~）纫孕賸（剩：~饭）					
#ʯeiŋ										
n					韧					
tɹ	均钧君军振（打颤）		凖准	圳（水沟：水~）						
tɹʰ	伸椿（椿树）春菌（文，细~|~种）蛏（~干）	裙琼		蠢顷	窘郡					
0			允							
#ouŋ										
p	帮		榜谤绑□（地~：菜畦）							
pʰ		滂（滂沱）旁螃傍			碰					
m		忙芒（~种）茫亡忙（麦芒儿）忘妄盲虻（牛虻）			望（白）					
f	慌荒谎方芳	黄（文，雄~酒）皇蝗肪（脂肪）妨（~碍）房防逢缝（裁~）楻（一种容积很大的无耳木桶，是制作淀粉，米粉的必备工具，也可用来盛水）	晃倣纺访仿访	放（文，解~）						
v	汪（姓）翁	黄（白）簧王	枉往		望（文）旺（兴~）					
t	当（~时）装（~唔落：装不下）		党挡	当（典当）当（生~人：陌生人）						
tʰ	汤盪（~喙：漱口）	堂棠螳（螳螂）唐糖塘	倘		荡宕					
n	瓤（瓜~）			满（训）						
l		囊郎廊狼蜋（螳螂）榔（槟~芋：一种芋头）	朗拢陇笼（文，~罩）	燎（训）	浪□（划痕）					
ʦ	赃庄装桩妆			葬壮						
ʦʰ	仓苍疮	藏	创		藏（西~）脏（心~病）撞					
s	桑丧（婚~）丧霜孀鬆	床	嗓爽		状					
k	冈岗刚纲缸光江扛豇		广讲港	钢杠降（白，霜~）虹（东~晴，西~雨，南~北~浸大水）汞						
kʰ	康糠	狂	慷	抗矿旷□（把革绷紧固定在鼓框周围，做成鼓面：~鼓）		钢（~~。新泉话的说法是kʰa1 kʰa1。刚可能是本字。）				
h	烘哄	行（银~）航杭降（投~）			项巷笐（~篙：晾衣服的竹竿）					
0			影（白，人~）							
