來源：	Hynuza 整理增補自：趙駿程 1963《汾陽話与普通話》；李衛鋒 2018《汾陽方言研究》																				
x	［1］灰恢揮輝徽麾［2］回茴蛔迴［3］悔毀毁［5］會燴繪匯汇彙賄諱潰殨{～膿}卉晦穢惠慧檜																				
Ø	［1］危威［2］爲{～人}圍違桅□{～挪：坐着挪動}維［3］煨{慢煮，慢燃：把茶放到砂鏊兒裡圪～上吧；～火火；孩兒們把茅柴～著啦}委萎諉偉韋葦緯僞［5］碨*磑衛爲{因～}位喂餵胃謂慰魏外-{～人，～後天}蔚{～藍}畏																				
#ɑʊ																					
p	［1］包苞褒胞雹刨{～挖}［3］保寶飽褓堡=［5］雹報暴爆曝豹鮑刨{～子，木匠的一種工具}抱=																				
pʰ	［1］泡{～子：燈泡}［2］脬{尿～}庖胞剖袍刨{～除}炮{～製}拋{扔}抛{扔}［3］跑［5］炮{槍～}泡{～豆子}拋{～的遠遠地：滾開}抛{～的远远地：滚开}																				
m	［1］眊*［2］毛={～病}矛茅貓猫錨［3］卯鉚［5］冒帽茂貿貌																				
t	［1］刀叨{～～：嘮叨}捯［3］搗倒{跌～}島禱蹈導{新派}道{汽～；二道澗河；道讗：聊天}［5］導{老派}到倒{～退}道盜□{難～：小孩好動淘氣}稻																				
tʰ	［1］掏絛［2］桃逃淘陶萄濤滔［3］討［5］套䵚{～黍：高粱}																				
n	［1］孬［2］呶?{～～：多言}怓{心亂}鐃堖撓□{黏～～：黏糊；一～：一團黏糊的東西}□{～魚：一種魚，生长在老河槽、老水坑在水底貼泥浆緩慢游動，不常出現在水面。}［3］□{～起：扛起重物}腦惱瑙［5］鬧																				
l	［1］旯*{旮～：“角”的分音詞}［2］嘮醪勞撈{～～飯：硬小米煮至半熟撈到蒸籠蒸的米飯；河～：一種用工具壓制漏入鍋中煮食的麵食，外省稱河漏、饸饹}癆牢［3］老姥栳{栲～～：一種麪食}□{圪～：“攪”的分音後字}滷{老派。圪～：指滷水}鹵{老派。圪～：指滷水}卤{老派。圪～：指滷水}［5］落{停～}澇酪烙駱{～駝}																				
ts	［1］遭糟糟［3］早棗蚤澡找爪［5］皁皂造{製～，創～}笊罩焯□{睏乏}竈灶																				
tsʰ	［1］操抄鈔［2］曹槽嘈巢褿{失～：衣服沒有及時清洗導致污漬難以洗去}［3］騲{雌性}草吵炒麨{～麪：米豆炒熟磨粉成的乾糧}［5］糙燥躁造{（老派）～麻煩；～成；～紙廠}																				
s	［1］臊{～味}騷捎梢稍抄-{背～住手}［3］嫂掃{打～}［5］臊{害～}瘙{麥～}哨潲掃{～帚}𢜶{～氣：寂寞。凉～：天氣涼}燥-																				
tʂ	［1］召招={～呼}昭朝{～氣}着{～急}釗［3］沼［5］詔照={～明}趙={～錢孫李}兆																				
tʂʰ	［2］朝={～代}潮={～水}超																				
ʂ	［2］紹{介～}韶超={～過，～越（老派）}［3］少=晌{變讀。～午：中午}［5］少{～年}紹{～興}邵																				
ɳ	［1］撓																				
ɻ	［2］饒=［3］繞={圍～}［5］擾繞={～口令兒}																				
k	［1］高={～中}羔=糕={～點}膏={石～}［3］搞稿［5］告=																				
kʰ	［3］考烤拷=［5］靠={可～}犒=																				
ŋ	［3］拗{～折；～價}襖［5］奧奥傲坳拗{～開}澳																				
x	［1］薅［2］號{～叫}号{～叫}毫豪壕嚎濠貉蒿［3］好{～賴}［5］好={愛～}耗號{～召}号{～召}浩																				
#iɑʊ																					
p	［1］鏢驃標彪膘=［3］表=裱=錶［5］摽?{～住幹：相互比較、競爭着幹}																				
pʰ	［1］飄=漂{～浮}［2］嫖=［3］漂={～白}［5］票={～友兒}漂{～亮}																				
m	［2］苗=描={～寫}［3］秒瞄藐渺［5］廟={～會}妙={巧～}																				
t	［1］刁=叼貂碉雕={～刻}鵰［5］調={～度}釣=掉=吊=																				
tʰ	［1］挑=［2］條={～件兒}調={～理}［5］跳=																				
l	［2］撩=聊寥僚繚遼療［3］潦了={～結}瞭{～解}［5］料={材～}撂廖瞭{～望}																				
tɕ	［1］交茭膠跤郊澆=焦={～距}教{～書}椒={～鹽}蕉驕［3］絞={～絲旁}鉸{～開：剪開}餃狡攪繳=僥剿矯角{號～，天涯海～}［5］叫={～喊}校{～對}教{～學}酵窖較轎=覺{睡～}嚼{倒～}																				
tɕʰ	［1］敲蹺=［2］喬=僑橋=樵瞧［3］巧［5］俏竅撬{栓～}鞘=翹=□{添加配菜。豆腐里～上些兒韭菜。}																				
ɕ	［1］肖=消={～化}宵逍銷蕭簫鴞霄囂［2］學{～車子：學騎車}［3］小={～學}曉={春～}［5］孝效校{學～}笑=																				
ȵ	［3］鳥咬撓{～人：瘙癢}［5］尿{不～：不怕}																				
Ø	［1］妖={～精}腰={～鼓兒}要{～鬧，～求}邀=幺{一的別稱}約={～摸}［2］姚=窯={～子：妓院}窑={～子：妓院}謠遙=遥=餚堯［3］杳［5］要={重～，需～}耀躍=靿{襪子～～，鞋～～：襪筒，鞋筒}																				
#oʊ																					
m	［2］謀［3］某																				
t	［1］都{～是}兜［3］斗{升～}抖蚪陡敨?{～開：把捲着或包着的東西散開}［5］豆痘逗鬥{～爭}竇□{～煙：冒煙}																				
tʰ	［1］偷［2］頭投［5］透																				
n	［2］奴呶{撒嬌}［3］努{～力}																				
l	［1］嘍*{句中語氣詞，相當於“了”}［2］摟{～摳：搜尋}樓耬婁盧廬爐炉蘆顱［3］摟{～抱}簍滷鹵卤虜擄魯櫓［5］漏陋路{～標}露賂鷺																				
ts	［1］鄒租謅掫{端起}縐［3］走祖［5］驟奏揍皺就{～是}甃{～井兒：一種砌磚法}做{舊讀。用法見於讀書、諺語}																				
tsʰ	［1］粗［2］仇{《汾陽話與普通話》}愁［5］湊措醋																				
s	［1］搜餿酥穌蘇苏蒐{～集}［2］颼［3］擻叟［5］素嗉訴塑瘦漱嗽																				
tʂ	［1］州洲舟軸{新派}粥周週賙{～濟}［3］肘扭?{～住：看着強制催促監督做某事}［5］咒宙晝紂{～棍}葤{一～碗，量詞，碗碟等用草繩束成一捆叫一葤}籀{～文}																				
tʂʰ	［1］抽［2］稠綢酬籌躊仇{《汾陽方言研究》}［3］瞅醜丑［5］臭																				
ʂ	［1］收［3］首手守［5］受授售壽獸																				
ɳ	［3］扭紐肘{圪～：肘關節。肘《集韻》：或作䏔。䏔《廣韻》：女久切，流開三上有孃}																				
ɻ	［2］柔揉蹂［5］肉																				
k	［1］勾溝鉤［3］狗苟枸［5］夠够構購																				
kʰ	［1］摳［3］口［5］扣叩寇釦																				
ŋ	［1］歐毆甌鷗瞘［3］偶嘔藕熰*{～啦：糊了}［5］慪漚																				
x	［2］侯猴喉瘊□{小}［3］吼［5］候後{～背}后{～土廟}厚																				
#ioʊ																					
t	［1］丟□{～倒：把人摔到；～跤：摔跤}																				
l	［1］溜{～舔：巴結}□{圪～：樛的分音詞，彎曲}［2］流硫琉留榴瘤劉［3］柳陸{～陸，村名}［5］六溜{一～：一行}鎦{金～子：金戒指}遛餾{烹飪中的蒸法}																				
tɕ	［2］究糾鳩鬮咎鬏啾［3］九久玖酒韭灸［5］就{～菜}救舊舅柩																				
tɕʰ	［1］秋鞦求球{足～}裘囚泅丘蚯［2］脙{詈詞，男陰}㞗*{詈詞，男陰}［3］糗																				
ɕ	［1］休羞修［2］囚{老派} 泅{老派}［3］朽［5］秀繡鏽袖宿{星～}嗅																				
ȵ	［2］牛琉?{～璃蛋兒}［3］謬{～論}扭=紐=［5］謬{荒～}拗{執～}																				
Ø	［1］優憂悠幽［2］尤猶犹由郵油游蝣遊莜黝［3］有友酉莠［5］又右佑幼柚釉誘祐																				
#ʉ																					
p	［3］補捕堡-［5］布佈怖步埠部簿菢{～雞娃兒}抱-{～住}																				
pʰ	［1］鋪{～張}［2］匍葡菩蒲脯{雞～子}僕［3］浦譜普［5］鋪{～子}																				
m	［2］模{～範}摹毛-{桃～}蘑膜謀-［2］蔓{玉～菁：苤藍}［3］母拇畝牡某［5］慕幕墓暮募牧																				
#v̩																					
f	［1］膚{～淺}乎呼夫敷麩污?{～嘍衣裳：把衣服弄髒了}［2］膚{皮～}鬍{～才}符葫瑚浮俘芙扶孵跗呼胡湖狐壺斛蜉［3］撫釜腐輔虎琥腑俯府斧腐唬滸甫脯{果～}［5］糊{合～的：燴菜粉條燉煮；澥～：勾芡}駙傅父富附訃負婦副赴符互戶滬護瓠付賦																				
Ø	［1］烏塢污{～染}巫誣吾［2］無无蕪吳吴蜈梧嗚［3］武伍捂侮舞鵡嫵吾午［5］惡{可～}恶{可～}誤悟務霧戊晤鶩																				
#ᵚʋ																					
t	［1］□{圪～子：拳頭}都{首～}嘟［3］肚{豬～子}賭堵睹［5］肚{～皮}妒度渡鍍杜																				
tʰ	［2］圖塗涂途徒屠荼［3］土吐［5］兔																				
n	［3］弩努{儘量使出力氣}［5］怒																				
tʂ	［1］豬猪諸瀦朱誅蛛株硃珠［3］組詛阻主拄煮囑矚帚黍{䵚～：高粱}［5］著注住柱駐蛀助鑄貯箸註處{～暑}处{～暑}																				
tʂʰ	［1］舒{～手：伸手}初{～一，指年級}［2］除初{～二，用於農曆每月前十天的序數}鋤廚櫥芻雛［3］暑{老派}處{～理}楚杵儲褚礎［5］處{到～}																				
ʂ	［1］書輸梳疏淑舒樞抒蔬殊杵?{石～兒，打地基的夯土工具之一}［3］數{動詞}暑{新派}署薯曙鼠［5］數{名詞}豎樹庶恕墅戍																				
ɳ	［3］女																				
ɻ	［2］如茹［3］儒孺蠕汝乳擩{～出手來。～點：主動行賄}［5］玉{～蔓菁：苤藍，變讀}																				
k	［1］□{～兒：老鼠}孤箍姑沽咕菇詁牯辜鴣{鵓～兒}［3］古估鼓股賈{商～}蠱汩䀇?{比大碗更大的飯食容器：一～子拌羹}［5］估{～衣}故固錮僱顧																				
kʰ	［1］枯骷［3］苦［5］庫褲絝																				
#ã																					
p	［1］班斑頒扳般=搬=瘢［3］版板扁{～擔兒}闆{老～}［5］半=辦絆扮瓣																				
pʰ	［1］攀［2］盤=潘=蟠［5］判={～斷}叛盼襻{～～：褲帶襻}																				
m	［2］媽{老派背稱；新派面稱+背稱}埋{～怨}蠻瞞={隱～}［3］滿={～意}［5］慢{～動作}漫幔																				
f	［1］番翻幡［2］煩樊凡礬帆蕃藩繁［3］反返［5］飯販範犯泛氾																				
ʋ	［3］晚挽綰?{～袖子：擼起袖子}輓{～聯}［5］萬万蔓{拉～：紅薯類的植物開始長枝葉}																				
t	［1］單{～位}丹耽擔{～心}覘{～起的腦：抬起頭來}［3］膽疸撣［5］旦但擔{～子}蛋彈{子～}石{量詞}淡啖誕□{邁腳過去}撣{～麪：籮麪}																				
tʰ	［1］灘攤癱貪［2］壇{祭～}罈{一～兒汾酒}坛{祭～；一～儿汾酒}潭檀談痰彈{～簧}譚曇［3］毯坦［5］炭嘆探歎																				
n	［2］男南楠難{～受}［3］赧［5］難{困～}																				
l	［2］蘭攔欄藍籃闌瀾斕嵐婪燣{1.輕炒：～肉，～洋柿子；2.形容黃色：黃～～地}［3］懶覽欖攬纜漤{～柿子}□{圪～：“杆”的分音後字}［5］爛濫																				
ts	［1］簪［3］攢斬盞嶄［5］贊讚暫鏨蘸綻棧站																				
tsʰ	［1］參{～加}参{～加}餐攙摻［2］殘蠶蚕慚饞讒［3］慘產鏟剷剗?{只，單單}［5］燦□{～開：從一點向周圍擴散開}																				
s	［1］三山衫杉刪珊［3］散{～開}傘饊閃={～電}陝［5］散{分～}棧{房頂支撐瓦片的木條。鋪～；抹～}																				
tʂ	［1］占{～卜}氈=毡=瞻［3］展={～覽}［5］佔={～座兒}戰湛																				
tʂʰ	［1］蟬禪{～經}纏=蟾［3］諂［5］顫韂																				
ʂ	［5］扇={電～}善=膳鱔擅贍單禪{～讓}																				
ɳ	［2］諵喃［5］𩅠{陷入泥中}																				
ɻ	［2］然燃［3］染={傳～}冉																				
k	［1］甘=柑泔=坩乾={～淨}干{～淨}肝={～病}桿={槓～兒}杆{旗～}尷［3］感敢橄趕={～緊}［5］幹{～部}干{～部}																				
kʰ	［1］看={～守所}刊堪勘龕［3］砍=坎檻={門～兒}［5］看=																				
ŋ	［1］安={～全}鞍={～前馬後}庵={桃花～}淊{淹没意}淹{淹没意，本字为「淊」}［3］淊{用桶或瓢舀取液體}淹{本字为「淊」，用桶或瓢舀取液體}［5］按岸案={破～}暗黯																				
x	［1］憨酣［2］銜寒={風～}含函韓=還{～是}鹹-{～菜}咸-{～菜}［3］罕喊［5］汗=漢={～族}旱={乾～}焊翰撼憾																				
#iã																					
p	［1］邊={～疆}鞭=編=蝙［3］扁=匾貶［5］卞汴便={方～麪}變={～化}辯辨遍=辮=																				
pʰ	［1］篇=偏={～旁}翩［2］便={～宜}［5］片=騙={～子}																				
m	［2］眠棉={純～}綿={海～}［3］勉免冕娩緬靦［5］麪={～包}																				
t	［1］顛=蹎?{卜～：奔跑}［3］點={糕～}典{字～}碘［5］電奠殿=澱淀甸																				
tʰ	［1］天={～安門}［3］田={責任～}［3］腆																				
l	［2］連={～長}蓮={女性名字用字}憐聯廉［3］斂臉=［5］煉=炼=練=殮=鍊=																				
tɕ	［1］奸姦艱兼間{中～}肩={～章}堅={～持}煎={～雞蛋}監{～工}殲［3］撿簡繭減儉檢鹼毑*{～爺：外公}剪={～紙}揀柬［5］件=建健箭={火～}漸間{～接}澗鐧{～～：切成條的食物}踐餞見{～喜，村名}劍=鍵艦薦犍諫鑑																				
tɕʰ	［1］鉛千={～金}謙鵮{啄}牽={～牛花}簽={～名兒}［2］錢=前={～進}虔乾［3］潛潜淺=遣［5］欠=嵌歉簽{～到}签{～到}																				
ɕ	［1］先=鮮={新～}仙={何～姑}纖嫌{～棄}［2］閒賢銜鹹={～鹽}咸-{～盐}嫌{～疑}絃弦［3］顯={明～}險［5］縣=線=限現={～金}獻={貢～}献={貢～}憲宪羨餡陷{～害}腺																				
ȵ	［2］年={～級}顏巖{仁～，村名}黏=粘=［3］眼［5］雁{老派}念{思～}唸=																				
Ø	［1］菸={～草}胭=咽={～炎}焉燕{～京}閹殷{～色}烟=［2］岩={～石}嚴={～肅}鹽={～水}炎癌{中醫讀音}延筵言研閻={姓}沿=［3］掩魘儼演{～戲}衍兗兖［5］宴厭燕={～窩}驗=豔焰雁{新派}諺彥晏贗嚥=																				
#uã																					
t	［1］端={～正}［5］段={姓}斷={判～}鍛緞={綢～}																				
tʰ	［2］團={～結}团={～结}																				
l	［2］孿攣鑾{～駕：不好的打扮}鸞［3］卵［5］亂={搗～}戀{～愛，舊讀}恋{～愛，舊讀}																				
tʂ	［1］鑽=專=［3］纂轉={～學}［5］鑽=傳{～記}賺撰篆轉={～盤}																				
tʂʰ	［1］川=［2］船={～長}傳={～達}［3］𥽽{～皮：去穀物皮。～破：皮膚被反覆摩擦磨破}［5］串={～聯}竄=																				
ʂ	［1］酸={硫～}栓拴閂{～正：人老實善良品性好}痠=［5］涮疝{～氣}算={～術}																				
ɻ	［3］軟={～難鬥：形容某人不好相處}阮																				
k	［1］官={～僚}倌關觀={～察}鰥冠={雞～花}［3］館管={～道}［5］貫慣摜觀={道～}冠={～軍}罐={～頭}																				
kʰ	［1］寬={長～高}［3］款={大～}																				
x	［1］歡=［2］橫{～順}横{～順}還{～原}環鬟寰桓［3］緩［5］幻換=喚=煥渙患=宦																				
Ø	［1］彎=灣［2］完=頑玩丸=［3］宛婉碗=腕=惋																				
#yã																					
tɕ	［1］捐娟鵑［3］啳*{～人：罵人}捲=［5］卷={～面兒}眷=倦絹=																				
tɕʰ	［2］拳={～擊}權全={完～中學}泉={神～}［3］犬［5］勸=																				
ɕ	［1］宣喧軒［2］煊{饅頭、黃兒糕等蒸得很疏鬆}玄懸旋=［3］選［5］眩炫																				
Ø	［1］冤=淵鴛［2］援袁猿圓={～規}園{公～兒}員元=原=源緣={～分}［3］遠=［5］院={醫～}怨願																				
#əŋ																					
p	［1］奔{～走}錛崩繃頒{～頭兒：額頭。後～：後腦勺}［3］本［5］奔{投～}笨泵蹦=磅?坌{～嘍眼：土眯了眼}迸={～發}□{擒～：控制住。如「他那來要強，你還能擒～住他咧？」}																				
pʰ	［1］噴{～水}烹［2］盆朋棚={靈～}硼鵬彭膨蓬篷［3］捧［5］碰																				
m	［1］們燜矇朦懵悶［2］們門盟萌虻=［3］蒙猛={起得～啦}蜢懵［5］悶孟夢□{浸泡}																				
f	［1］分{～開}吩芬紛風楓瘋豐丰封峯峰鋒蜂［2］汾墳焚馮逢縫［3］粉諷［5］分{～量}份忿憤糞奮鳳縫俸奉																				
ʋ	［2］文蚊紋聞［3］吻刎［5］問璺																				
t	［1］登蹬燈［3］等戥［5］鄧凳瞪澄磴鐙																				
tʰ	［1］吞［2］疼謄藤騰［3］熥{將食物再次蒸熱}																				
n	［2］能𨃳{腳尖點地站立}																				
l	［1］棱*{側～：側身}［2］棱［3］冷［5］楞愣																				
ts	［1］怎曾{姓}增榛臻爭={～取}睜=［3］怔{愣～}［5］贈憎繒{細繩捆，～辮子}掙{～錢}罾?{～兒架架，紗～兒，窗～子：鑲嵌紗窗的架子或者指舊日固定玻璃用的窗戶內框}																				
tsʰ	［1］撐撑［2］曾{～經}層撐岑［3］磣［5］蹭襯																				
s	［1］僧森參{海～}参{海～，人～}蔘{人～}糝籸{麻～}甥=生={學～，～活}笙牲［3］省{～長}［5］滲瘮																				
tʂ	［1］真珍甄貞偵禎斟畛徵征針正{～月}蒸={～發}箏{風～}［3］疹診整={～齊}拯［5］振震鎮陣正={～好}證症政鄭枕賑□{使物體吸水。把麥子～上再推；～棉花}																				
tʂʰ	［1］稱{～東西}懲嗔［2］陳塵尘辰晨臣橙澄沉成={～功}城=誠承呈程乘{～除}盛={～飯}丞［3］逞［5］秤稱{相～}趁成{七～新}																				
ʂ	［1］身申伸深升={上～}聲={～母}声={～母}娠昇嗔{嫌。他～我回來遲啦，不給我熱飯。}［2］神繩晨{早～}［3］審嬸沈［5］腎甚盛{茂～}聖勝慎剩=																				
ɳ	［2］擰{～緊}［3］□{轉圓周剪}																				
ɻ	［1］扔仍［2］人仁任{姓}［3］忍［5］認刃任{責～}葚{桑～}紉韌																				
k	［1］根跟更{～改}庚賡耕=羹=［3］哽梗埂耿［5］更{～好}																				
kʰ	［1］坑吭［2］肯懇墾［5］靠?{～前，變讀}																				
ŋ	［1］恩［3］俺{第一人稱領屬格，～媽：我媽}我{（實際為「俺」，即「我們」的合音）第一人稱領屬格，～媽}［5］摁{～手印}																				
x	［1］哼［2］亨横={～豎}橫={～豎}衡恆恒痕［3］很狠恨{～得不行}［5］恨橫{蠻～}																				
#ĩ																					
p	［1］兵賓濱檳冰彬并{～州}［3］稟丙柄炳餅=秉［5］殯鬢併{合～}並{～立}病=甭																				
pʰ	［1］拼{～圖兒}姘乒［2］貧憑凭頻平={～房兒}蘋萍評坪屏瓶□{我～他強：我比他厲害}［3］品［5］聘噴{～香}拼{～一個涼菜}																				
m	［2］民名鳴明={光～}銘冥=［3］抿敏皿閔憫閩［5］命={～運}渳*{～甜甜：喫糖}																				
t	［1］丁叮盯疔靪［3］頂={～用}鼎盹{打丟～：打瞌睡}［5］訂定=錠釘={～書}																				
tʰ	［1］廳聽={～寫}听={～写}亭廷庭蜓［2］停={～車}［3］挺艇［5］聽={～等的，～候，～下牌}听{～等的，～候，～下牌}																				
l	［1］拎［2］林淋琳霖臨鱗麟鄰玲伶鈴=羚零苓瓴翎陵凌=菱綾靈燐磷［3］領嶺=岭=凜凛檁廩［5］吝賃令另{單～：另外}																				
tɕ	［1］今斤巾筋金津衿{～腰帶}紟襟京驚鯨荊經莖晶精={～幹：精明強幹}睛=更{打～}禁{～用：耐用}兢菁={～華}［3］緊{鬆～}錦僅謹景井={～蓋兒}警儘{先～你用吧}尽{先～你用吧}頸［5］近靳妗進晉盡{沒～}儘{～量}尽{没～；～量}燼浸競竞竟鏡=境禁{～止}敬靜=淨靖徑勁																				
tɕʰ	［1］親{～戚}欽侵輕青={～少年}清={～明}蜻傾{～斜}卿［2］芹勤琴秦禽擒噙情晴擎［3］寢請頃［5］親{～家}沁撳慶磬罄吣																				
ɕ	［1］心芯辛新薪欣馨興={～盛}星={～期}腥={魚～味}猩［2］行{～走}刑形型邢尋{～人}陘［3］省{反～}醒［5］信釁幸倖悻姓性杏{～花，村名}囟{～門門}興{高～}葚{桑～}訊-迅-																				
ȵ	［2］銀寧={安～}嚀擰={～繩繩}凝［5］硬={來～的}寧={姓}佞																				
Ø	［1］因姻茵音陰寅尹殷{姓}英瑛鷹鶯嬰櫻鸚纓［2］寅吟淫迎盈營螢滎塋瑩匀{～稱，抹～，～式式地，～開}勻{～稱，抹～，～式式地，～開}［3］引隱癮飲{～料}影={～響}穎蚓［5］印映={反～}飲{～馬}窨{地～子}應蔭廕孕{避～}洇																				
#uŋ																					
t	［1］敦墩礅蹾噸吨蹲冬咚東凍{～凌：冰块。《廣韻》平聲東韻德紅切「凍，凍凌。」}［3］盹躉{成批地。～賣，～住歇}董懂［5］頓飩沌鈍燉炖囤盾遁動洞凍棟																				
tʰ	［1］通{交～}赨{～紅}［2］臀豚屯同銅桐童瞳［3］統筒桶捅［5］痛通{三～鼓}褪{～後幾天，往後～～}																				
n	［2］農膿濃儂［5］嫩																				
l	［2］侖仑倫輪圇淪論{～語}龍瓏籠聾隆［3］攏隴壟□{圪～：“滾”的分音後字}窿［5］論{討～}弄																				
tʂ	［1］尊遵宗綜棕騌鬃中{～央}忠盅衷終鍾鐘衠螽{百～：蝗蟲}蹤［3］總腫種{～子}準{～備，標～}准{～許}冢［5］縱中{～風}仲種{～樹}重{～量}衆																				
tʂʰ	［1］皴聰蔥匆村春椿充衝{～突}冲{～突}沖{～茅房}冲{～茅房}中{當～}［2］存從叢唇*脣純蟲重{～新}崇［3］忖蠢寵［5］寸沖{味道太～}																				
ʂ	［1］孫鬆松嵩［2］慫［3］損筍隼榫聳髓{骨～}［5］送宋訟頌誦順舜																				
ɻ	［2］戎絨茸冗融{新派}容{新派}溶{新派}蓉{新派}熔{新派}榕{新派}鎔{新派}榮{新派}［5］閏潤																				
k	［1］工攻功公蚣弓躬恭宮供{～給}［3］鞏拱汞礦{～子。鐵礦石}滾［5］貢共供{～養}棍																				
kʰ	［1］空{～的}昆坤［3］捆恐孔啃齫{啃：～玉䵚黍，咬～}［5］空{填～}控困睏																				
x	［1］烘轟昏婚葷［2］紅宏洪虹{彩～}鴻渾魂餛弘泓訇［3］哄{～孩兒}［5］混鬨{起～}																				
Ø	［1］溫温瘟醞{（老）～釀}翁嗡［3］穩［5］甕瓮蘊慍																				
#yŋ																					
tɕ	［1］君軍均鈞［3］窘迥菌［3］郡俊峻駿竣㓋{～～肉：肉凍兒}糉粽																				
tɕʰ	［2］窮瓊穹{～頂}羣裙［5］穹{貓腰～胯：彎腰駝背}																				
ɕ	［1］勳勛勋燻{煙～}熏{煙～}胸兇凶兄={難～難弟}洶汹［2］旬荀詢循巡熊雄［3］嗊?{豬拱嘴}［5］遜訓馴迅薰{～甜}殉燻{～棗，～醋}熏{～棗，～醋}訊																				
Ø	［1］庸擁暈臃雍傭壅{～墳，～葬：臨時下葬，過幾年擇日再葬。}［2］雲芸耘紜匀勻融{老派}容{老派}溶{老派}蓉{老派}熔{老派}榕{老派}鎔{老派}榮{老派}［3］允隕湧勇恿蛹踊永詠咏泳甬［5］用佣韻運熨{～衣裳}孕{懷～}員{～莊}醞{（新）}																				
#aʔ																					
p	［7］八剝駁{雜～～}捌{～子：無齒耙}［8］拔{～尖兒}跋冹{～人}脖鵓{～鴣兒}把{介詞}□{耍尖～，耍節～：玩遊戲玩牌耍奸}																				
pʰ	［7］胖-																				
m	［8］抹{揩～}摸{約～}拔?{～筆帽}末{～子：最後一個}																				
f	［7］發{～財}法髮{头～}发{发～，头～}［8］乏伐筏罰																				
ʋ	［8］襪袜																				
t	［7］答搭瘩褡{～被子}［8］達达噠{赤腳八～：赤腳}蹋{蹬踩}																				
tʰ	［7］獺踏{～實}蹋{糟～}塌托{手承物}溻{～溼}遢{邋～}榻{～～米}拓{～碑}塔沓庹?{等～：比劃}脫{～帽兒}［8］趿{～拉鞋}																				
n	［7］喏諾{給與東西時的語氣詞}［8］衲納□{睡～：睡着了說夢話/夢魘}捺																				
l	［7］邋［8］喇辣蠟勒{老派}肋{～支扇：肋骨}臘{～月}蝲{～蛄}擸{粗略地研磨：～玉䵚黍}笿{食～：放置點心的食盒}樂落絡洛																				
ts	［7］作{～難；～踏；老～家}扎{～掙}摘窄眨則{否～}擇責趾{腳～頭兒}指{手～頭兒}□{～蹋：糟蹋}咂{圪～：吸嘬}側{～棱：向一邊側身}咱{～們}匝{～道}睫［8］閘炸{～油條}煠軋砸雜澤宅仄鑿鍘轍{車～道}蒺{～籬兒}□{用縫紉機縫，～上幾針}																				
tsʰ	［7］冊拆策側{～面兒}測廁擦察插鍤{～炭：鏟炭}逪{刮～：有來往有交情}岔{～出氣}皟{白～～：白不拉擦}																				
s	［7］索{利～。麻～疙瘩}澀色嗇穡{～地：尚未重新耕的地}𢶍{搕～:垃圾}殺剎刹煞靸{～鞋}挲{撥～：撥拉}撒{～酒瘋}蝨虱瑟薩{菩～}䜺{～～：碾碎的豆子玉米等}柵{開～，文水縣一村名}察{覺～}																				
ɳ	［8］㘝{把衣服被子掖進去}																				
ɻ	［7］熱																				
ŋ	［7］押鴨壓{～住}																				
x	［7］哈{～巴狗}瞎［8］匣峽{向陽～，石～：地名}																				
#iaʔ																					
p	［7］百柏伯掰擘褙{袼～片：用碎布或舊布加襯紙裱成的厚片，用來製布鞋}［8］帛白{～的}																				
pʰ	［7］拍迫魄□{箭～～：高粱稈箅子}																				
m	［8］螞*{～蜉兒：螞蟻}麥脈脉拇{大～指頭兒，猴～指頭兒}																				
tɕ	［7］夾甲胛{肩～膀子}角覺{～悟}隔{～開；～過}槅{～棍；被～子}□{～mu：蠻幹莽撞}矸{～石，煤中石}［8］□{介詞，～這兒走：從這裏走}																				
tɕʰ	［7］掐{～疙瘩：一種麪食}恰確确卻却鵲客{～人；上～；送～；前～避後～}洽																				
ɕ	［7］讗{道～：聊天}俠狹呷轄浹{～人：使人覺得寒冷}［8］學{～生}習{又讀。～慣，學～}峽{三～}																				
Ø	［7］約{～摸}［8］樂{音～}嶽岳獄																				
#uaʔ																					
tʂ	［7］捉桌卓啄琢																				
tʂʰ	［7］戳促齪																				
ʂ	［7］刷縮鎙{手～：手鐲}朔蟀摔率甩{～後}																				
ɳ	［8］搙?{～折：頭朝下撞折}																				
k	［7］聒刮摑趏{到處跑}虢{～義河}颳{～風}																				
kʰ	［7］擴括廓{寥~}闊{遼~}																				
x	［8］滑猾獲穫获																				
Ø	［7］握沃齷																				
#yaʔ																					
tɕʰ	［7］確?{粘。～～紙：貼紙；～住：粘住}确?{粘。～～紙：貼紙；～住：粘住}																				
ɕ	［8］穴																				
Ø	［7］熨{～貼}浴欲慾育悅閱越{～南，超～}域曰粵躍																				
#əʔ																					
p	［7］不北-{～關，～面兒}鉢帛［8］卜蔔撥鈸勃餑*{麪～：和麪時防粘的麪粉}𡋯{麪～：和麪時防粘的麪粉}博搏煿膊薄笸{～籃}鼻{～涕}箔{～子：穀草打成的簾子}																				
pʰ	［7］潑泊撲扑仆樸{～素。樹～子，一～酸棗}朴{～素。樹～子，一～酸棗}勃渤醭豰𡋯{麪～：和麪時防粘的麪粉，又音}餑*{麪～：和麪時防粘的麪粉，又音}㶿{煙從竈火裏湧出來}																				
m	［8］摸沫沒没歿殁莫寞漠陌木苜{～蓿}目穆睦																				
f	［7］福幅［8］佛{～爺爺，彌勒～，五～樓}複{～製}復{反～}复{～制」反～}彿{彷～}服伏腹縛{～笤帚}覆{～蓋}蝠																				
ʋ	［8］物勿																				
