#ɿ				
ts	[1]資姿咨痔[2]字[3]子姊紫[6]自			
ȵ	[6]認			
ʃ	[1]升[2]乘{～法}繩承丞成城誠盛{～飯，旺～}[5]勝{～任，獲～}聖[6]滕剩乘{萬～（之國）}			
k	[1]京荊驚經[3]境景警竟□{嘚瑟}[5]勁{幹～}莖{～葉，根～}敬徑脛[6]競勁{強～}			
kʰ	[1]傾[2]澄{～清}擎鯨瓊[3]頃			
ŋ	[2]仍迎			
h	[1]興{時～}卿馨兄[5]興{高～}慶磬			
j	[1]應{～當}鷹蠅鸚櫻英嬰纓[2]盈形型刑瑩營瑩螢[3]影映[4]穎[5]應{響～}			
w	[4]永泳詠			
#œŋ				
n	[2]孃娘			
ɬ	[1]相{互～}箱廂湘鑲[3]想[5]相{長～}			
l	[2]良涼量{測～}糧梁粱[3]輛[4]兩{～個，斤～}倆[6]亮諒量{數～}			
tʃ	[1]將{～來}漿張章樟彰[3]蔣獎槳長{生～}掌[5]醬將{大～}漲{～水，～大}帳賬脹仗{打～}障瘴匠[6]象像橡丈仗{依～，儀～}杖			
tʃʰ	[1]槍昌菖倡鰭娼猖[2]牆詳祥翔{飛～}長{短～}腸場常嫦[3]搶[5]暢唱			
ȵ	[4]壤[5]攘嚷[6]讓			
ʃ	[1]霜孀商傷雙[2]嘗償[3]賞[4]上{～山}[6]尚上{天～}			
k	[1]僵薑韁姜			
kʰ	[1]疆[2]強{堅～}[4]強{勉～}			
h	[1]香鄉[3]晌餉享響[5]向			
j	[1]央秧殃鴦泱[2]羊洋楊陽揚瘍恙{無～}佯漾[4]仰烊養癢樣[6]釀			
#ɔŋ				
p	[1]幫邦[3]榜綁[6]謗傍磅鎊			
pʰ	[2]滂旁膀[4]蚌			
m	[1]虻[2]忙芒茫亡氓[4]莽蟒網輞罔[6]忘望妄			
f	[1]方肪坊芳[2]妨房防[3]恍仿紡訪幌[4]晃[5]放			
t	[1]當{應～}鐺[3]黨擋[5]當{妥～}檔[6]蕩宕			
tʰ	[1]湯堂棠螳唐糖塘膛搪[3]倘躺淌[5]燙趟摥			
n	[1]襠[2]囊			
ɬ	[1]桑喪{婚～}嗓[5]喪{～失}			
l	[2]郎廊狼螂榔[3]□{涮洗，漱口}[4]朗埌[6]浪			
tʃ	[1]贓髒莊裝妝樁[5]葬[6]藏{寶～}臟狀撞壯			
tʃʰ	[1]倉蒼艙瘡窗滄[2]藏{隱～}床牀[3]闖廠[5]創{～傷，～造}敞			
ʃ	[3]爽			
k	[1]岡崗剛綱鋼{～鐵}缸光胱{膀～}江真肛桄[3]廣講港[5]鋼{～一～（菜刀）}杠降{下～，投～}贛			
kʰ	[1]慷[2]狂扛[5]抗炕曠況礦獷[6]逛			
ŋ	[4]昂[5]戇{呆傻}			
h	[1]康糠腔[2]行{銀～}航杭[4]項巷			
w	[1]荒慌謊汪[2]黃簧皇蝗凰隍蟥王磺煌惶[3]枉[4]往[6]旺			
#oŋ				
pʰ	[2]蓬篷[3]捧[5]碰			
m	[1]□{鬆軟}[2]蒙螺瞬蒙朦檬[3]懵[6]夢			
f	[1]風楓瘋豐封峰蜂鋒烽[2]馮逢縫{～補，裂～}[3]諷俸[6]鳳奉			
t	[1]東冬[2]彤地[3]董懂[5]凍[6]棟動洞侗			
tʰ	[1]通熥囪[2]同銅桐筒童瞳茼[3]桶捅統蛹[5]痛			
n	[1]燶[2]農膿儂濃			
ɬ	[1]鬆[5]送宋			
l	[1]窿[2]籠{鳥～}聾朧隆龍嚨瓏[4]攏籠{～箱}隴壟[6]弄			
tʃ	[1]棕鬃{豬～}宗綜中{當～}忠終蹤縱{～橫}鐘盅[3]總種{品～}腫[5]粽中{打～}眾縱{放～}種{耕～}[6]仲{伯～，還/再}誦頌訟			
tʃʰ	[1]聰匆蔥衷沖充衝舂[2]叢蟲崇從慫松重{雙～}[3]聳寵[4]重{輕～}[5]撞			
k	[1]公蚣工功攻弓躬宮恭供{～應}龔[3]拱鞏[5]貢汞供{上～}□{從底部奮力向上，～山，爬山}[6]共			
kʰ	[2]窮			
h	[1]空{天～，～缺}烘胸匈凶洶[2]弘宏紅洪鴻虹雄[3]吼孔哄恐[5]控			
j	[1]翁癰壅臃嗡邕[2]戎熊融茸容蓉鎔庸溶榕熔俑榮[3]擁傭[4]絨勇湧恿踴[6]用			
∅	[5]甕蘊□{埋下去}			
#ap				
t	[8]答{～應，回～}搭[9]踏遝			
tʰ	[8]塔榻塌溻			
n	[9]納			
ɬ	[8]霎			
l	[9]臘蠟鐮			
tʃ	[9]雜閘鋤			
ʃ	[9]□{熬煮}			
k	[8]夾{～板}甲胛[9]搛挾{～菜}			
h	[9]狹峽匣俠挾{～持}轄			
j	[8]眨			
∅	[8]鴨押			
#ɐp				
t	[9]□{敲}			
n	[7]粒			
l	[7]笠泣□{套上}[9]立			
tʃ	[7]執汁[9]習襲集			
tʃʰ	[7]緝輯			
ʃ	[7]濕[9]十什拾			
k	[7]急[9]及			
kʰ	[7]級給{交～，供～}吸□{蓋，動詞}			
h	[7]□{欺負}			
j	[9]入揖			
#ɛp				
n	[9]鑷躡			
tʃʰ	[8]插			
k	[8]夾{～衣}			
#ɔp				
p	[9]□{打，扇臉}			
m	[8]凹			
k	[8]蛤{～蚧}鴿			
h	[8]闔[9]合{配～}盒洽			
#ip				
t	[9]疊碟蝶諜秩			
tʰ	[8]帖{妥～，請～，字～}貼			
n	[9]聶業孽			
tʃ	[8]接摺{～疊}褶			
tʃʰ	[8]妾			
ʃ	[8]攝涉協			
k	[8]劫□{澀}			
h	[8]怯脅[9]葉頁			
j	[8]醃			
#at				
p	[9]拔			
m	[8]抹{～煞，～布}			
f	[8]法髮發[9]乏伐筏罰閥{軍～，～門}			
t	[9]達			
tʰ	[8]遢獺			
n	[8]□{燙手}[9]捺			
ɬ	[8]撒薩			
l	[9]邋辣			
tʃ	[8]紮劄[9]砸□{kat2～，蟑螂}			
tʃʰ	[8]擦察涮刷			
ʃ	[8]殺煞{～車，～費苦心}刹			
w	[9]猾			
∅	[8]壓軋			
#uat				
k	[8]括			
#ɐt				
p	[7]筆畢不			
pʰ	[7]匹			
m	[7]乜[9]密蜜物勿襪			
f	[7]弗拂[9]佛			
t	[9]突			
ɬ	[7]膝蟋戌恤			
l	[7]□{嗑瓜子，～瓜子}[9]栗律率{效～}			
tʃ	[7]蟀質卒率{～領}[9]疾侄			
tʃʰ	[7]七漆猝出			
ȵ	[9]日			
ʃ	[7]虱失室[9]實術述			
k	[7]桔吉橘			
h	[7]乞[9]核{審～}核{～桃}			
j	[7]一[9]逸			
w	[7]蹬忽屈鬱{憂～}[9]核{果～}倔			
#uɐt				
k	[7]骨[9]掘			
#ɛt				
p	[8]八捌			
m	[9]簫蔑			
f	[8]□{紅～～，紅豔豔}			
t	[9]□{動，躲藏}			
n	[8]捏□{黏黏的}			
w	[8]挖[9]滑			
∅	[8]□{趕走}			
#uɛt				
k	[8]刮			
#ɔt				
n	[8]□{肥～～}			
k	[8]割葛{～麻，姓～}			
h	[8]喝{～水，～彩}渴			
#it				
p	[7]必[8]鱉憋[9]別			
pʰ	[8]撇{～開，～捺}			
m	[7]□{最後一名}[9]滅			
t	[8]跌{～交}			
tʰ	[8]鐵			
n	[8]撚			
ɬ	[8]楔			
l	[9]獵列烈裂劣			
tʃ	[8]哲蟄折{挫～}浙節疳[9]捷截			
tʃʰ	[8]徹撤轍設切{～開，一～}竊			
ʃ	[9]舌折{～本}			
k	[8]竭結{～實，打～}潔[9]傑□{粥稠}			
kʰ	[8]揭蠍			
h	[8]歇			
j	[8]噎乙[9]熱			
#ut				
p	[7]□{汽車，童語}[8]缽[9]撥勃渤脖			
pʰ	[8]潑			
m	[9]末沫沒{沉～，～有}茉			
f	[8]闊			
kʰ	[8]豁			
h	[9]活			
#yt				
t	[7]□{滴滴聲}[9]奪			
tʰ	[8]脫			
ɬ	[8]薛泄雪			
l	[7]□{滑下來}[9]捋			
tʃ	[8]撮拙[9]絕			
ʃ	[8]說{遊～，小～}			
k	[8]蕨決訣缺闕獗			
h	[8]血[9]悅閱越曰粵穴			
j	[9]月			
#ak				
p	[8]百伯[9]白鉗蔔{蘿～}			
pʰ	[8]帕泊{湖～，停～}柏迫拍魄珀粕帛			
l	[9]□{裂開}			
tʃ	[8]窄責[9]澤擇{～菜（挑揀可吃），選～}宅摘擲			
tʃʰ	[8]策冊[9]拆			
k	[8]格革隔膈			
ŋ	[9]額			
h	[8]嚇郝客			
w	[9]划{～船}畫或惑劃{～撥}			
∅	[8]軛			
#ɐk				
p	[7]北			
m	[7]□{～頭，模樣}[9]墨默陌麥脈			
t	[7]得德[9]特			
ɬ	[7]塞{～給，堵～}			
l	[9]肋勒{～緊，～索}箭			
tʃ	[7]則鯽			
tʃʰ	[7]廁側測[9]賊			
kʰ	[7]刻克			
ŋ	[7]握呃			
h	[7]黑			
∅	[7]扼□{打嗝}□{～手，手鐲}			
#ek				
p	[7]逼碧璧壁煏			
pʰ	[7]辟{復～}僻闢{開～}霹			
m	[7]擘[9]覓			
t	[7]的滴嫡啲{一點兒}[9]敵狄汆滌荻迪			
tʰ	[7]剔惕			
n	[7]溺搦匿			
ɬ	[7]悉息熄媳飾惜昔釋析			
l	[7]靂爍{閃～}鑠{鑠金}礫[9]力曆歷瀝			
tʃ	[7]幟即織職積跡績[8]隻[9]蟄直值殖植籍藉席夕寂			
tʃʰ	[7]赤斥戚{姓～，親～}			
ʃ	[7]色嗇識式適[9]食蝕碩			
k	[7]戟擊激[9]極			
kʰ	[9]劇屐			
ŋ	[9]逆			
j	[7]憶億抑益[9]翼亦譯易{交～}液腋疫役驛奕弈			
w	[9]域			
#ɛk				
pʰ	[8]劈			
t	[8]趯[9]笛			
tʰ	[8]踢			
ɬ	[8]錫			
l	[8]嚦			
tʃ	[8]脊			
tʃʰ	[8]尺			
ʃ	[9]石食			
#œk				
t	[8]剁			
ɬ	[8]削{剝～，～皮}			
l	[9]略掠			
tʃ	[8]嚼著{～衣}酌灼[9]著{～落，睡～}			
tʃʰ	[8]雀鵲綽{～號，寬～}焯芍卓桌爵琢			
ȵ	[9]若弱虐瘧{發～子，～疾}			
k	[8]腳			
kʰ	[8]卻覺{發～}			
j	[8]約{預～，～重量}躍□{腐爛}[9]藥			
#ɔk				
p	[8]博剝駁卜{占～}搏膊[9]薄{～荷，厚～}縛舶礴箔			
pʰ	[8]樸撲[9]雹			
m	[8]□{凹下去}[9]莫膜幕寞漠{沙～}			
t	[8]啄[9]鐸踱			
tʰ	[8]託托			
ɬ	[8]索{繩～，探～}朔塑			
l	[8]烙駱酪洛絡[9]諾落樂{快～}			
tʃ	[8]作{～坊，工～}捉[9]鑿{開～，穿～附會}濁鐲			
tʃʰ	[8]戳齪			
k	[8]各閣擱角國幗旮郭			
kʰ	[8]廓擴霍藿確推			
ŋ	[9]齶鄂嶽岳樂{音～}愕顎			
h	[8]鶴殼[9]學			
w	[9]鐫獲			
∅	[8]惡{～心，善～，厭～}[9]噩			
#ok				
p	[9]僕			
m	[9]木目牧睦			
f	[7]複復福幅蝠腹輻覆[9]服伏茯袱			
t	[7]篤督{總～，戳}豚{～底}[9]獨讀牘犢毒瀆			
tʰ	[8]禿			
ɬ	[7]宿{星～，一～，～舍}餿肅縮粟夙			
l	[7]轆麓碌燎睩[9]鹿祿六陸{大～，姓～}綠錄漉			
tʃ	[7]竹祝粥足燭囑觸矚[9]昨族逐軸俗續			
tʃʰ	[7]速築畜{～生，～牧}蓄促束			
ȵ	[9]肉玉獄浴欲慾			
ʃ	[7]叔[9]熟淑孰塾屬{連～，歸～}贖蜀			
k	[7]穀谷菊[9]局侷焗			
kʰ	[7]鞠曲麴			
h	[8]哭			
j	[7]郁{姓～}育旭煜喐[9]辱褥			
∅	[7]屋			
#ŋ				
∅	[2]吳蜈吾梧[4]五伍午[6]誤悟			
