音標	調類	調值	
ʥʰiəu	6	34	就臼舅咎舊柩
ʥʰiəuʔ	7	5	麴曲局
ʥʰiɛ	5	14	去
ʥʰiɛn	1	212	籤簽謙遷千牽
ʥʰiɛn	2	33	潛鉗錢乾虔掮犍前全泉曾層
ʥʰiɛn	6	34	漸件賤餞鍵健腱
ʥʰiɛn	5	14	欠歉踐
ʥʰiɛn	3	41	淺遣
ʥʰiɛnʔ	7	5	妾捷怯傑切截絕
ʥʰiɔŋ	1	212	槍羌腔
ʥʰiɔŋ	2	33	牆詳祥強
ʥʰiɔŋ	3	41	搶強匠
ʥʰiɔŋ	6	34	像
ʥʰiʔ	7	5	緝集輯及七漆疾乞極籍藉戚寂
ʥʰyʔ	7	5	觸
ȵi	3	41	女語蟻議擬尾
ȵi	2	33	鱼泥倪宜儀尼疑
ȵi	6	34	遇藝内誼義膩毅
ȵiau	6	34	陋
ȵin	6	34	任賃任紝刃認韌潤閏寧佞
ȵin	2	33	吟人仁銀凝凝迎寧
ȵin	3	41	忍
ȵinʔ	7	5	日
ȵioʔ	7	5	若弱虐瘧
ȵiɑu	2	33	燎療聊遼撩寥
ȵiɑu	3	41	燎瞭
ȵiɑu	6	34	尿料廖
ȵiəu	3	41	紐扭
ȵiəu	2	33	牛
ȵiəuʔ	7	5	肉
ȵiɛn	2	33	黏嚴鮎然燃言年能
ȵiɛn	3	41	染冉碾輦撚軟
ȵiɛn	6	34	驗釅念諺𥽸
ȵiɛn	1	212	拈蔫蔫攆研
ȵiɛnʔ	7	5	聶鑷躡業苶熱孽捏
ȵiɔŋ	2	33	娘
ȵiɔŋ	3	41	仰
ȵiɔŋ	6	34	釀讓
ȵiʔ	7	5	匿逆溺
ȵy	2	33	渔愚娱
ȵy	6	34	寓
ŋ	2	33	吳蜈梧
ŋ	3	41	五
ŋa	2	33	牙芽伢
ŋa	1	212	鴉丫椏
ŋa	3	41	啞瓦
ŋai	2	33	呆崖捱巖
ŋai	6	34	礙艾外
ŋai	1	212	哀埃挨
ŋai	5	14	愛隘
ŋai	3	41	藹矮
ŋaiʔ	7	5	砑鴨押壓軋
ŋan	3	41	眼
ŋan	5	14	晏
ŋaʔ	7	5	額
ŋiɑu	3	41	偶偶
ŋiɑu	1	212	歐毆
ŋiɛ	6	34	豫
ŋiɛn	1	212	恩
ŋo	2	33	蛾鵝俄訛
ŋo	3	41	我
ŋo	6	34	餓
ŋo	1	212	阿
ŋoʔ	7	5	鄂惡
ŋɑu	2	33	熬
ŋɑu	5	14	傲鏊懊奥懊坳
ŋɑu	3	41	襖咬
ŋɑŋ	6	34	硬
ŋɛ	3	41	藕嘔
ŋɛ	5	14	漚慪
ŋɛʔ	7	5	扼
ŋœn	1	212	庵安鞍
ŋœn	3	41	揞
ŋœn	5	14	暗按案
ŋœn	6	34	岸
ŋɔŋ	2	33	昂
ŋɔŋ	1	212	骯
ʨi	5	14	祭際濟劑計繼繫髻最贅寄冀記忌旣醉季
ʨi	3	41	擠几己紀幾嘴給
ʨi	1	212	雞稽飢肌基幾機譏饑錐屐
ʨia	1	212	嘉傢佳
ʨia	3	41	賈假姐
ʨia	5	14	價借藉
ʨiaʔ	7	5	跡脊
ʨin	1	212	今金禁襟津巾斤筋莖京荆驚鲸精晶經
ʨin	3	41	錦儘緊僅謹景警迥
ʨin	5	14	浸禁進晉勁俊境敬竟競勁徑經
ʨinʔ	7	5	鯽
ʨioʔ	7	5	脚覺
ʨiɑu	1	212	郊膠焦蕉椒驕嬌澆鄒
ʨiɑu	3	41	絞狡鉸攪剿矯繳僥走餃
ʨiɑu	5	14	教校較叫奏
ʨiɑŋ	5	14	鏡
ʨiɑŋ	1	212	睛
ʨiɑŋ	3	41	井頸
ʨiəu	1	212	揫鬏鳩鬮糾糾
ʨiəu	3	41	酒九久韭灸
ʨiəu	5	14	救究
ʨiəuʔ	7	5	菊掬足
ʨiɛn	3	41	鹻檢儉簡柬剪繭趼筧
ʨiɛn	1	212	監尖殲兼艱奸煎箋肩堅曾增
ʨiɛn	5	14	鑑監艦劍諫澗鐧箭濺建薦見憎
ʨiɛnʔ	7	5	接劫節結潔
ʨiɛʔ	7	5	側責
ʨiɔŋ	1	212	將漿疆僵薑繮姜江
ʨiɔŋ	3	41	蔣獎槳
ʨiɔŋ	5	14	醬將降
ʨiʔ	7	5	急級吉即戟積績擊激
ʨy	5	14	著
ʨyʔ	7	5	築
ʦa	1	212	査渣髽抓
ʦa	5	14	詐榨炸
ʦai	1	212	災栽齋
ʦai	3	41	宰載
ʦai	5	14	再載債
ʦaiʔ	7	5	劄眨炸札紮鍘
ʦan	5	14	站站蘸贊棧
ʦan	3	41	斬盞
ʦaʔ	7	5	閘摘
ʦo	3	41	左佐
ʦoʔ	7	5	作桌卓琢啄捉
ʦɑu	1	212	遭糟昭
ʦɑu	3	41	早棗蚤澡爪找沼
ʦɑu	5	14	躁竃罩
ʦɑŋ	1	212	爭睜
ʦən	1	212	簪榛臻尊遵箏貞偵椶鬃宗綜終蹤
ʦən	5	14	鎮震政糉縱縱
ʦən	3	41	拯總
ʦənʔ	7	5	卒
ʦəu	3	41	組阻
ʦəu	5	14	皺
ʦəu	1	212	舟州洲
ʦɛ	3	41	者
ʦɛʔ	7	5	廁蟄哲蜇則窄䜺
ʦœn	1	212	簪瞻鑽
ʦœn	3	41	纂
ʦœn	5	14	鑽
ʦɔŋ	1	212	贓髒莊装樟樁
ʦɔŋ	5	14	葬帳賬壯
ʦɿ	1	212	租知支枝肢梔資姿咨脂茲滋輜之芝
ʦɿ	3	41	祖紫紙只姊旨子梓滓止址
ʦɿ	5	14	做制製智翅致至置志誌痣
ʦɿ	6	34	指趾
ʦɿʔ	7	5	執織職
