简	繁	注释	IPA	吴拼
黄	黃	～鼠狼	uɔ̃⁴⁴³	uaon1
汪	汪		uɔ̃⁴⁴³	uaon1
黄	黃		uɔ̃²³²	uaon2
簧	簧		uɔ̃²³²	uaon2
蝗	蝗		uɔ̃²³²	uaon2
皇	皇		uɔ̃²³²	uaon2
徨	徨		uɔ̃²³²	uaon2
惶	惶		uɔ̃²³²	uaon2
煌	煌		uɔ̃²³²	uaon2
凰	凰		uɔ̃²³²	uaon2
王	王		uɔ̃²³²	uaon2
枉	枉		uɔ̃³²⁴	uaon3
往	往		uɔ̃³²⁴	uaon3
旺	旺		uɔ̃⁵⁵	uaon5
庄	莊		tsʮɔ̃⁴⁴³	tsyuaon1
装	裝		tsʮɔ̃⁴⁴³	tsyuaon1
桩	樁		tsʮɔ̃⁴⁴³	tsyuaon1
壮	壯		tsʮɔ̃⁵⁵	tsyuaon5
状	狀	文读，形～	dzʮɔ̃³¹³	dzyuaon6
撞	撞		dzʮɔ̃³¹³	dzyuaon6
幢	幢		dzʮɔ̃³¹³	dzyuaon6
双	雙		sʮɔ̃⁴⁴³	syuaon1
舂	舂		sʮɔ̃⁴⁴³	syuaon1
爽	爽		sʮɔ̃³²⁴	syuaon3
搬	搬	白读，～东西	pɪŋ⁴⁴³	pen1
彬	彬		pɪŋ⁴⁴³	pen1
宾	賓		pɪŋ⁴⁴³	pen1
槟	檳		pɪŋ⁴⁴³	pen1
殡	殯		pɪŋ⁴⁴³	pen1
奔	奔		pɪŋ⁴⁴³	pen1
冰	冰		pɪŋ⁴⁴³	pen1
兵	兵		pɪŋ⁴⁴³	pen1
禀	稟		pɪŋ³²⁴	pen3
本	本		pɪŋ³²⁴	pen3
丙	丙		pɪŋ³²⁴	pen3
秉	秉		pɪŋ³²⁴	pen3
并	併	合～	pɪŋ³²⁴	pen3
饼	餅		pɪŋ³²⁴	pen3
柄	柄		pɪŋ⁵⁵	pen5
并	併	兼～	pɪŋ⁵⁵	pen5
喷	噴	～出	pʰɪŋ⁴⁴³	phen1
烹	烹		pʰɪŋ⁴⁴³	phen1
迸	迸		pʰɪŋ⁴⁴³	phen1
姘	姘		pʰɪŋ⁴⁴³	phen1
拼	拼		pʰɪŋ⁴⁴³	phen1
品	品		pʰɪŋ³²⁴	phen3
喷	噴	～香	pʰɪŋ⁵⁵	phen5
聘	聘		pʰɪŋ⁵⁵	phen5
贫	貧		bɪŋ²³²	ben2
苹	蘋		bɪŋ²³²	ben2
频	頻		bɪŋ²³²	ben2
盆	盆		bɪŋ²³²	ben2
凭	憑		bɪŋ²³²	ben2
平	平		bɪŋ²³²	ben2
坪	坪		bɪŋ²³²	ben2
评	評		bɪŋ²³²	ben2
瓶	瓶		bɪŋ²³²	ben2
屏	屏		bɪŋ²³²	ben2
笨	笨		bɪŋ³¹³	ben6
病	病		bɪŋ³¹³	ben6
并	並	～且	bɪŋ³¹³	ben6
闽	閩		mɪŋ²³²	men2
民	民		mɪŋ²³²	men2
门	門		mɪŋ²³²	men2
蚊	蚊		mɪŋ²³²	men2
闻	聞	白读，嗅	mɪŋ²³²	men2
萌	萌		mɪŋ²³²	men2
明	明		mɪŋ²³²	men2
鸣	鳴		mɪŋ²³²	men2
盟	盟		mɪŋ²³²	men2
名	名		mɪŋ²³²	men2
铭	銘		mɪŋ²³²	men2
茗	茗		mɪŋ²³²	men2
冥	冥		mɪŋ²³²	men2
暝	暝		mɪŋ²³²	men2
泯	泯		mɪŋ³²⁴	men3
敏	敏		mɪŋ³²⁴	men3
悯	憫		mɪŋ³²⁴	men3
闵	閔		mɪŋ³²⁴	men3
猛	猛	文读，～烈	mɪŋ³²⁴	men3
皿	皿		mɪŋ³²⁴	men3
闷	悶		mɪŋ³¹³	men6
问	問	白读，动词	mɪŋ³¹³	men6
命	命		mɪŋ³¹³	men6
分	分	～数	fɪŋ⁴⁴³	fen1
芬	芬		fɪŋ⁴⁴³	fen1
纷	紛		fɪŋ⁴⁴³	fen1
汾	汾		fɪŋ⁴⁴³	fen1
粉	粉		fɪŋ³²⁴	fen3
粪	糞		fɪŋ⁵⁵	fen5
奋	奮		fɪŋ⁵⁵	fen5
焚	焚		vɪŋ²³²	ven2
文	文		vɪŋ²³²	ven2
纹	紋		vɪŋ²³²	ven2
坟	墳		vɪŋ²³²	ven2
闻	聞	文读，新～	vɪŋ²³²	ven2
愤	憤		vɪŋ³¹³	ven6
忿	忿		vɪŋ³¹³	ven6
分	分	处～	vɪŋ³¹³	ven6
份	份		vɪŋ³¹³	ven6
吻	吻		vɪŋ³¹³	ven6
刎	刎		vɪŋ³¹³	ven6
问	問	文读，～题	vɪŋ³¹³	ven6
紊	紊		vɪŋ³¹³	ven6
敦	敦		tɪŋ⁴⁴³	ten1
墩	墩		tɪŋ⁴⁴³	ten1
吨	噸		tɪŋ⁴⁴³	ten1
蹲	蹲		tɪŋ⁴⁴³	ten1
登	登		tɪŋ⁴⁴³	ten1
灯	燈		tɪŋ⁴⁴³	ten1
丁	丁		tɪŋ⁴⁴³	ten1
钉	釘	名词	tɪŋ⁴⁴³	ten1
等	等		tɪŋ³²⁴	ten3
戥	戥		tɪŋ³²⁴	ten3
顶	頂		tɪŋ³²⁴	ten3
鼎	鼎		tɪŋ³²⁴	ten3
趸	躉		tɪŋ³²⁴	ten3
顿	頓		tɪŋ⁵⁵	ten5
炖	燉		tɪŋ⁵⁵	ten5
凳	凳		tɪŋ⁵⁵	ten5
钉	釘	动词	tɪŋ⁵⁵	ten5
订	訂		tɪŋ⁵⁵	ten5
瞪	瞪		tɪŋ⁵⁵	ten5
吞	吞		tʰɪŋ⁴⁴³	then1
听	聽	耳朵～	tʰɪŋ⁴⁴³	then1
汀	汀		tʰɪŋ⁴⁴³	then1
厅	廳		tʰɪŋ⁴⁴³	then1
挺	挺		tʰɪŋ³²⁴	then3
褪	褪		tʰɪŋ⁵⁵	then5
煺	煺		tʰɪŋ⁵⁵	then5
听	聽	剩下	tʰɪŋ⁵⁵	then5
屯	屯		dɪŋ²³²	den2
豚	豚		dɪŋ²³²	den2
饨	飩		dɪŋ²³²	den2
囤	囤		dɪŋ²³²	den2
藤	藤		dɪŋ²³²	den2
滕	滕		dɪŋ²³²	den2
腾	騰		dɪŋ²³²	den2
疼	疼		dɪŋ²³²	den2
誊	謄		dɪŋ²³²	den2
廷	廷		dɪŋ²³²	den2
停	停		dɪŋ²³²	den2
亭	亭		dɪŋ²³²	den2
婷	婷		dɪŋ²³²	den2
庭	庭		dɪŋ²³²	den2
蜓	蜓		dɪŋ²³²	den2
霆	霆		dɪŋ²³²	den2
□	□	反驳	dɪŋ²³²	den2
沌	沌		dɪŋ³¹³	den6
盾	盾		dɪŋ³¹³	den6
钝	鈍		dɪŋ³¹³	den6
遁	遁		dɪŋ³¹³	den6
邓	鄧		dɪŋ³¹³	den6
艇	艇		dɪŋ³¹³	den6
锭	錠		dɪŋ³¹³	den6
定	定		dɪŋ³¹³	den6
灵	靈	～苑：地名	lɪŋ⁴⁴³	len1
林	林		lɪŋ²³²	len2
淋	淋		lɪŋ²³²	len2
琳	琳		lɪŋ²³²	len2
霖	霖		lɪŋ²³²	len2
临	臨		lɪŋ²³²	len2
邻	鄰		lɪŋ²³²	len2
鳞	鱗		lɪŋ²³²	len2
磷	磷		lɪŋ²³²	len2
囵	圇		lɪŋ²³²	len2
囹	囹		lɪŋ²³²	len2
论	論	～语	lɪŋ²³²	len2
仑	侖		lɪŋ²³²	len2
伦	倫		lɪŋ²³²	len2
沦	淪		lɪŋ²³²	len2
轮	輪		lɪŋ²³²	len2
能	能		lɪŋ²³²	len2
楞	楞		lɪŋ²³²	len2
凌	淩		lɪŋ²³²	len2
菱	菱		lɪŋ²³²	len2
陵	陵		lɪŋ²³²	len2
灵	靈		lɪŋ²³²	len2
零	零		lɪŋ²³²	len2
铃	鈴		lɪŋ²³²	len2
伶	伶		lɪŋ²³²	len2
凛	凜		lɪŋ³²⁴	len3
廪	廩		lɪŋ³²⁴	len3
领	領		lɪŋ³²⁴	len3
岭	嶺		lɪŋ³²⁴	len3
吝	吝		lɪŋ³¹³	len6
嫩	嫩		lɪŋ³¹³	len6
论	論	～文	lɪŋ³¹³	len6
令	令		lɪŋ³¹³	len6
另	另		lɪŋ³¹³	len6
榛	榛		tsɪŋ⁴⁴³	tsen1
臻	臻		tsɪŋ⁴⁴³	tsen1
尊	尊		tsɪŋ⁴⁴³	tsen1
遵	遵		tsɪŋ⁴⁴³	tsen1
俊	俊		tsɪŋ⁴⁴³	tsen1
增	增		tsɪŋ⁴⁴³	tsen1
憎	憎		tsɪŋ⁴⁴³	tsen1
曾	曾	姓氏	tsɪŋ⁴⁴³	tsen1
旌	旌		tsɪŋ⁴⁴³	tsen1
争	爭	读书音	tsɪŋ⁴⁴³	tsen1
朕	朕		tsɪŋ⁵⁵	tsen5
琛	琛		tsʰɪŋ⁴⁴³	tshen1
竣	竣		tsʰɪŋ⁴⁴³	tshen1
倾	傾		tsʰɪŋ³²⁴	tshen3
顷	頃		tsʰɪŋ³²⁴	tshen3
磬	磬		tsʰɪŋ⁵⁵	tshen5
存	存		dzɪŋ²³²	dzen2
心	心		sɪŋ⁴⁴³	sen1
芯	芯		sɪŋ⁴⁴³	sen1
森	森		sɪŋ⁴⁴³	sen1
参	參	人～	sɪŋ⁴⁴³	sen1
深	深		sɪŋ⁴⁴³	sen1
辛	辛		sɪŋ⁴⁴³	sen1
新	新		sɪŋ⁴⁴³	sen1
薪	薪		sɪŋ⁴⁴³	sen1
身	身		sɪŋ⁴⁴³	sen1
申	申		sɪŋ⁴⁴³	sen1
伸	伸		sɪŋ⁴⁴³	sen1
欣	欣		sɪŋ⁴⁴³	sen1
孙	孫		sɪŋ⁴⁴³	sen1
狲	猻	猢～：猴子	sɪŋ⁴⁴³	sen1
荀	荀		sɪŋ⁴⁴³	sen1
询	詢		sɪŋ⁴⁴³	sen1
恂	恂		sɪŋ⁴⁴³	sen1
僧	僧		sɪŋ⁴⁴³	sen1
升	升		sɪŋ⁴⁴³	sen1
兴	興	～旺	sɪŋ⁴⁴³	sen1
蝇	蠅		sɪŋ⁴⁴³	sen1
生	生	文读，～命	sɪŋ⁴⁴³	sen1
笙	笙		sɪŋ⁴⁴³	sen1
声	聲		sɪŋ⁴⁴³	sen1
蜻	蜻		sɪŋ⁴⁴³	sen1
星	星		sɪŋ⁴⁴³	sen1
腥	腥		sɪŋ⁴⁴³	sen1
猩	猩		sɪŋ⁴⁴³	sen1
惺	惺		sɪŋ⁴⁴³	sen1
馨	馨		sɪŋ⁴⁴³	sen1
歆	歆		sɪŋ⁴⁴³	sen1
昕	昕		sɪŋ⁴⁴³	sen1
锌	鋅		sɪŋ⁴⁴³	sen1
忻	忻		sɪŋ⁴⁴³	sen1
鑫	鑫		sɪŋ⁴⁴³	sen1
沈	瀋		sɪŋ³²⁴	sen3
审	審		sɪŋ³²⁴	sen3
婶	嬸		sɪŋ³²⁴	sen3
损	損		sɪŋ³²⁴	sen3
笋	筍		sɪŋ³²⁴	sen3
省	省	反～；文读，～份	sɪŋ³²⁴	sen3
醒	醒		sɪŋ³²⁴	sen3
渗	滲		sɪŋ⁵⁵	sen5
信	信		sɪŋ⁵⁵	sen5
讯	訊		sɪŋ⁵⁵	sen5
衅	釁		sɪŋ⁵⁵	sen5
逊	遜		sɪŋ⁵⁵	sen5
迅	迅		sɪŋ⁵⁵	sen5
浚	浚		sɪŋ⁵⁵	sen5
胜	勝		sɪŋ⁵⁵	sen5
兴	興	高～	sɪŋ⁵⁵	sen5
姓	姓		sɪŋ⁵⁵	sen5
性	性		sɪŋ⁵⁵	sen5
圣	聖		sɪŋ⁵⁵	sen5
寻	尋		zɪŋ²³²	zen2
浔	潯		zɪŋ²³²	zen2
秦	秦		zɪŋ²³²	zen2
神	神		zɪŋ²³²	zen2
辰	辰		zɪŋ²³²	zen2
晨	晨		zɪŋ²³²	zen2
人	人	文读，～民	zɪŋ²³²	zen2
仁	仁		zɪŋ²³²	zen2
唇	唇		zɪŋ²³²	zen2
曾	曾	～经	zɪŋ²³²	zen2
层	層		zɪŋ²³²	zen2
绳	繩		zɪŋ²³²	zen2
晴	晴		zɪŋ²³²	zen2
情	情		zɪŋ²³²	zen2
盛	盛	～饭	zɪŋ²³²	zen2
塍	塍		zɪŋ²³²	zen2
赁	賃		zɪŋ³¹³	zen6
蕈	蕈	蘑菇	zɪŋ³¹³	zen6
葚	葚		zɪŋ³¹³	zen6
甚	甚		zɪŋ³¹³	zen6
任	任	～务	zɪŋ³¹³	zen6
肾	腎		zɪŋ³¹³	zen6
慎	慎		zɪŋ³¹³	zen6
刃	刃		zɪŋ³¹³	zen6
赠	贈		zɪŋ³¹³	zen6
剩	剩		zɪŋ³¹³	zen6
盛	盛	姓氏	zɪŋ³¹³	zen6
认	認	文读，～真	zɪŋ³¹³	zen6
尽	盡	～根牙：智齿	zɪŋ³¹³	zen6
尽	儘		zɪŋ³¹³	zen6
蜃	蜃		zɪŋ³¹³	zen6
吮	吮		zɪŋ³¹³	zen6
根	根		kɪŋ⁴⁴³	ken1
跟	跟		kɪŋ⁴⁴³	ken1
更	更	文读，～新	kɪŋ⁴⁴³	ken1
羹	羹	文读，瓢～	kɪŋ⁴⁴³	ken1
耿	耿		kɪŋ³²⁴	ken3
亘	亙		kɪŋ⁵⁵	ken5
垦	墾		kʰɪŋ³²⁴	khen3
恳	懇		kʰɪŋ³²⁴	khen3
肯	肯		kʰɪŋ³²⁴	khen3
啃	啃		kʰɪŋ³²⁴	khen3
亨	亨		hɪŋ⁴⁴³	hen1
哼	哼		hɪŋ⁴⁴³	hen1
很	很		hɪŋ³²⁴	hen3
狠	狠		hɪŋ³²⁴	hen3
龈	齦		ɪŋ²³²	en2
痕	痕		ɪŋ²³²	en2
恒	恒		ɪŋ²³²	en2
衡	衡		ɪŋ²³²	en2
横	橫	强～：蛮横	ɪŋ²³²	en2
恨	恨		ɪŋ³¹³	en6
针	針		tɕiɪŋ⁴⁴³	cin1
斟	斟		tɕiɪŋ⁴⁴³	cin1
今	今		tɕiɪŋ⁴⁴³	cin1
金	金		tɕiɪŋ⁴⁴³	cin1
襟	襟		tɕiɪŋ⁴⁴³	cin1
甄	甄		tɕiɪŋ⁴⁴³	cin1
津	津		tɕiɪŋ⁴⁴³	cin1
珍	珍		tɕiɪŋ⁴⁴³	cin1
胗	胗		tɕiɪŋ⁴⁴³	cin1
真	真		tɕiɪŋ⁴⁴³	cin1
巾	巾		tɕiɪŋ⁴⁴³	cin1
斤	斤		tɕiɪŋ⁴⁴³	cin1
筋	筋		tɕiɪŋ⁴⁴³	cin1
征	征		tɕiɪŋ⁴⁴³	cin1
蒸	蒸		tɕiɪŋ⁴⁴³	cin1
兢	兢		tɕiɪŋ⁴⁴³	cin1
争	爭	文读，战～	tɕiɪŋ⁴⁴³	cin1
筝	箏		tɕiɪŋ⁴⁴³	cin1
京	京		tɕiɪŋ⁴⁴³	cin1
荆	荊		tɕiɪŋ⁴⁴³	cin1
惊	驚		tɕiɪŋ⁴⁴³	cin1
精	精		tɕiɪŋ⁴⁴³	cin1
晶	晶		tɕiɪŋ⁴⁴³	cin1
旌	旌	又读	tɕiɪŋ⁴⁴³	cin1
睛	睛		tɕiɪŋ⁴⁴³	cin1
腈	腈		tɕiɪŋ⁴⁴³	cin1
菁	菁		tɕiɪŋ⁴⁴³	cin1
贞	貞		tɕiɪŋ⁴⁴³	cin1
侦	偵		tɕiɪŋ⁴⁴³	cin1
正	正	～月	tɕiɪŋ⁴⁴³	cin1
经	經		tɕiɪŋ⁴⁴³	cin1
茎	莖		tɕiɪŋ⁴⁴³	cin1
枕	枕		tɕiɪŋ³²⁴	cin3
锦	錦		tɕiɪŋ³²⁴	cin3
诊	診		tɕiɪŋ³²⁴	cin3
疹	疹		tɕiɪŋ³²⁴	cin3
紧	緊		tɕiɪŋ³²⁴	cin3
谨	謹		tɕiɪŋ³²⁴	cin3
拯	拯		tɕiɪŋ³²⁴	cin3
景	景		tɕiɪŋ³²⁴	cin3
警	警		tɕiɪŋ³²⁴	cin3
井	井		tɕiɪŋ³²⁴	cin3
阱	阱		tɕiɪŋ³²⁴	cin3
整	整		tɕiɪŋ³²⁴	cin3
颈	頸		tɕiɪŋ³²⁴	cin3
浸	浸		tɕiɪŋ⁵⁵	cin5
禁	禁		tɕiɪŋ⁵⁵	cin5
尽	盡	～够：很够	tɕiɪŋ⁵⁵	cin5
进	進		tɕiɪŋ⁵⁵	cin5
晋	晉		tɕiɪŋ⁵⁵	cin5
镇	鎮		tɕiɪŋ⁵⁵	cin5
振	振		tɕiɪŋ⁵⁵	cin5
震	震		tɕiɪŋ⁵⁵	cin5
证	證		tɕiɪŋ⁵⁵	cin5
症	症		tɕiɪŋ⁵⁵	cin5
境	境		tɕiɪŋ⁵⁵	cin5
敬	敬		tɕiɪŋ⁵⁵	cin5
竟	竟		tɕiɪŋ⁵⁵	cin5
镜	鏡		tɕiɪŋ⁵⁵	cin5
政	政		tɕiɪŋ⁵⁵	cin5
正	正	～反	tɕiɪŋ⁵⁵	cin5
径	徑		tɕiɪŋ⁵⁵	cin5
迳	逕		tɕiɪŋ⁵⁵	cin5
圳	圳		tɕiɪŋ⁵⁵	cin5
侵	侵		tɕʰiɪŋ⁴⁴³	chin1
钦	欽		tɕʰiɪŋ⁴⁴³	chin1
亲	親	～眷	tɕʰiɪŋ⁴⁴³	chin1
村	村		tɕʰiɪŋ⁴⁴³	chin1
称	稱	～呼	tɕʰiɪŋ⁴⁴³	chin1
卿	卿		tɕʰiɪŋ⁴⁴³	chin1
清	清		tɕʰiɪŋ⁴⁴³	chin1
蛏	蟶		tɕʰiɪŋ⁴⁴³	chin1
轻	輕		tɕʰiɪŋ⁴⁴³	chin1
青	青		tɕʰiɪŋ⁴⁴³	chin1
氢	氫		tɕʰiɪŋ⁴⁴³	chin1
请	請		tɕʰiɪŋ³²⁴	chin3
逞	逞		tɕʰiɪŋ³²⁴	chin3
骋	騁		tɕʰiɪŋ³²⁴	chin3
寝	寢		tɕʰiɪŋ⁵⁵	chin5
揿	撳	按压	tɕʰiɪŋ⁵⁵	chin5
亲	親	～家	tɕʰiɪŋ⁵⁵	chin5
趁	趁		tɕʰiɪŋ⁵⁵	chin5
衬	襯		tɕʰiɪŋ⁵⁵	chin5
忖	忖	想	tɕʰiɪŋ⁵⁵	chin5
寸	寸		tɕʰiɪŋ⁵⁵	chin5
称	稱	～职	tɕʰiɪŋ⁵⁵	chin5
秤	秤		tɕʰiɪŋ⁵⁵	chin5
庆	慶		tɕʰiɪŋ⁵⁵	chin5
沉	沉		dʑiɪŋ²³²	jin2
岑	岑		dʑiɪŋ²³²	jin2
琴	琴		dʑiɪŋ²³²	jin2
禽	禽		dʑiɪŋ²³²	jin2
擒	擒		dʑiɪŋ²³²	jin2
陈	陳		dʑiɪŋ²³²	jin2
尘	塵		dʑiɪŋ²³²	jin2
臣	臣		dʑiɪŋ²³²	jin2
勤	勤		dʑiɪŋ²³²	jin2
芹	芹		dʑiɪŋ²³²	jin2
巡	巡		dʑiɪŋ²³²	jin2
澄	澄		dʑiɪŋ²³²	jin2
橙	橙		dʑiɪŋ²³²	jin2
乘	乘		dʑiɪŋ²³²	jin2
承	承		dʑiɪŋ²³²	jin2
丞	丞		dʑiɪŋ²³²	jin2
擎	擎		dʑiɪŋ²³²	jin2
鲸	鯨		dʑiɪŋ²³²	jin2
呈	呈		dʑiɪŋ²³²	jin2
程	程		dʑiɪŋ²³²	jin2
成	成		dʑiɪŋ²³²	jin2
城	城		dʑiɪŋ²³²	jin2
诚	誠		dʑiɪŋ²³²	jin2
惩	懲		dʑiɪŋ²³²	jin2
仅	僅		dʑiɪŋ³¹³	jin6
瑾	瑾		dʑiɪŋ³¹³	jin6
阵	陣		dʑiɪŋ³¹³	jin6
劲	勁		dʑiɪŋ³¹³	jin6
近	近		dʑiɪŋ³¹³	jin6
竞	競		dʑiɪŋ³¹³	jin6
静	靜		dʑiɪŋ³¹³	jin6
净	淨		dʑiɪŋ³¹³	jin6
郑	鄭		dʑiɪŋ³¹³	jin6
壬	壬		ȵiɪŋ²³²	gnin2
任	任	姓氏	ȵiɪŋ²³²	gnin2
吟	吟		ȵiɪŋ²³²	gnin2
人	人	白读，一个～	ȵiɪŋ²³²	gnin2
仍	仍		ȵiɪŋ²³²	gnin2
迎	迎		ȵiɪŋ²³²	gnin2
宁	寧	～波	ȵiɪŋ²³²	gnin2
银	銀		ȵiɪŋ²³²	gnin2
忍	忍		ȵiɪŋ³²⁴	gnin3
认	認	白读，～得	ȵiɪŋ³¹³	gnin6
宁	寧	～可	ȵiɪŋ³¹³	gnin6
佞	佞		ȵiɪŋ³¹³	gnin6
韧	韌		ȵiɪŋ³¹³	gnin6
音	音		iɪŋ⁴⁴³	in1
阴	陰		iɪŋ⁴⁴³	in1
恩	恩		iɪŋ⁴⁴³	in1
因	因		iɪŋ⁴⁴³	in1
姻	姻		iɪŋ⁴⁴³	in1
殷	殷		iɪŋ⁴⁴³	in1
应	應		iɪŋ⁴⁴³	in1
鹰	鷹		iɪŋ⁴⁴³	in1
莺	鶯		iɪŋ⁴⁴³	in1
鹦	鸚	～哥：鹦鹉	iɪŋ⁴⁴³	in1
樱	櫻	文读，～花	iɪŋ⁴⁴³	in1
英	英		iɪŋ⁴⁴³	in1
瑛	瑛		iɪŋ⁴⁴³	in1
婴	嬰		iɪŋ⁴⁴³	in1
缨	纓		iɪŋ⁴⁴³	in1
淫	淫		iɪŋ²³²	in2
寅	寅		iɪŋ²³²	in2
行	行	～市：流行	iɪŋ²³²	in2
盈	盈		iɪŋ²³²	in2
赢	贏		iɪŋ²³²	in2
嬴	嬴		iɪŋ²³²	in2
刑	刑		iɪŋ²³²	in2
型	型		iɪŋ²³²	in2
形	形		iɪŋ²³²	in2
营	營		iɪŋ²³²	in2
茔	塋		iɪŋ²³²	in2
荧	熒		iɪŋ²³²	in2
萤	螢		iɪŋ²³²	in2
莹	瑩		iɪŋ²³²	in2
饮	飲		iɪŋ³²⁴	in3
引	引		iɪŋ³²⁴	in3
隐	隱		iɪŋ³²⁴	in3
尹	尹		iɪŋ³²⁴	in3
影	影		iɪŋ³²⁴	in3
颖	穎		iɪŋ³²⁴	in3
颍	潁		iɪŋ³²⁴	in3
荫	蔭		iɪŋ⁵⁵	in5
窨	窨		iɪŋ⁵⁵	in5
印	印		iɪŋ⁵⁵	in5
熨	熨		iɪŋ⁵⁵	in5
映	映	放～	iɪŋ⁵⁵	in5
洇	洇	液体渗透	iɪŋ⁵⁵	in5
瀴	瀴	～凉	iɪŋ⁵⁵	in5
幸	幸		iɪŋ³¹³	in6
滚	滾		kuɪŋ³²⁴	kuen3
棍	棍		kuɪŋ⁵⁵	kuen5
昆	昆		kʰuɪŋ⁴⁴³	khuen1
昆	崑		kʰuɪŋ⁴⁴³	khuen1
鲲	鯤		kʰuɪŋ⁴⁴³	khuen1
坤	坤		kʰuɪŋ⁴⁴³	khuen1
捆	捆		kʰuɪŋ³²⁴	khuen3
困	困		kʰuɪŋ⁵⁵	khuen5
困	睏		kʰuɪŋ⁵⁵	khuen5
昏	昏		huɪŋ⁴⁴³	huen1
婚	婚		huɪŋ⁴⁴³	huen1
荤	葷		huɪŋ⁴⁴³	huen1
温	溫		uɪŋ⁴⁴³	uen1
瘟	瘟		uɪŋ⁴⁴³	uen1
魂	魂		uɪŋ²³²	uen2
馄	餛		uɪŋ²³²	uen2
稳	穩		uɪŋ³²⁴	uen3
混	混		uɪŋ³¹³	uen6
浑	渾		uɪŋ³¹³	uen6
匀	勻		yɪŋ²³²	iun2
云	雲		yɪŋ²³²	iun2
陨	隕		yɪŋ³²⁴	iun3
允	允		yɪŋ³²⁴	iun3
咏	詠		yɪŋ³²⁴	iun3
韵	韻		yɪŋ³¹³	iun6
运	運		yɪŋ³¹³	iun6
晕	暈		yɪŋ³¹³	iun6
孕	孕		yɪŋ³¹³	iun6
闰	閏		yɪŋ³¹³	iun6
谆	諄		tsʮɪŋ⁴⁴³	tsyun1
均	均		tsʮɪŋ⁴⁴³	tsyun1
钧	鈞		tsʮɪŋ⁴⁴³	tsyun1
菌	菌		tsʮɪŋ⁴⁴³	tsyun1
君	君		tsʮɪŋ⁴⁴³	tsyun1
军	軍		tsʮɪŋ⁴⁴³	tsyun1
准	准		tsʮɪŋ³²⁴	tsyun3
准	準		tsʮɪŋ³²⁴	tsyun3
椿	椿		tsʰʮɪŋ⁴⁴³	tshyun1
春	春		tsʰʮɪŋ⁴⁴³	tshyun1
蠢	蠢		tsʰʮɪŋ³²⁴	tshyun3
群	群		dzʮɪŋ²³²	dzyun2
裙	裙		dzʮɪŋ²³²	dzyun2
窘	窘		dzʮɪŋ³¹³	dzyun6
郡	郡		dzʮɪŋ³¹³	dzyun6
迥	迥		dzʮɪŋ³¹³	dzyun6
旬	旬		sʮɪŋ⁴⁴³	syun1
熏	熏		sʮɪŋ⁴⁴³	syun1
勋	勳		sʮɪŋ⁴⁴³	syun1
薰	薰		sʮɪŋ⁴⁴³	syun1
舜	舜		sʮɪŋ⁵⁵	syun5
瞬	瞬		sʮɪŋ⁵⁵	syun5
训	訓		sʮɪŋ⁵⁵	syun5
循	循		zʮɪŋ²³²	zyun2
纯	純		zʮɪŋ²³²	zyun2
莼	蓴		zʮɪŋ²³²	zyun2
醇	醇		zʮɪŋ²³²	zyun2
淳	淳		zʮɪŋ²³²	zyun2
殉	殉		zʮɪŋ³¹³	zyun6
顺	順		zʮɪŋ³¹³	zyun6
润	潤		zʮɪŋ³¹³	zyun6
崩	崩		poŋ⁴⁴³	pon1
捧	捧		pʰoŋ³²⁴	phon3
朋	朋		boŋ²³²	bon2
棚	棚	文读	boŋ²³²	bon2
篷	篷		boŋ²³²	bon2
蓬	蓬		boŋ²³²	bon2
棒	棒		boŋ³¹³	bon6
蒙	蒙		moŋ²³²	mon2
朦	朦		moŋ²³²	mon2
矇	矇		moŋ²³²	mon2
獴	獴		moŋ²³²	mon2
濛	濛		moŋ²³²	mon2
檬	檬		moŋ²³²	mon2
蠓	蠓	～蚣：蜈蚣	moŋ²³²	mon2
懵	懵		moŋ²³²	mon2
望	望	白读，看	moŋ³¹³	mon6
孟	孟	文读，～子	moŋ³¹³	mon6
梦	夢		moŋ³¹³	mon6
风	風		foŋ⁴⁴³	fon1
疯	瘋		foŋ⁴⁴³	fon1
丰	豐		foŋ⁴⁴³	fon1
封	封		foŋ⁴⁴³	fon1
峰	峰		foŋ⁴⁴³	fon1
蜂	蜂		foŋ⁴⁴³	fon1
锋	鋒		foŋ⁴⁴³	fon1
冯	馮		voŋ²³²	von2
逢	逢		voŋ²³²	von2
缝	縫	动词	voŋ²³²	von2
凤	鳳		voŋ³¹³	von6
奉	奉		voŋ³¹³	von6
俸	俸		voŋ³¹³	von6
缝	縫	名词	voŋ³¹³	von6
东	東		toŋ⁴⁴³	ton1
冬	冬		toŋ⁴⁴³	ton1
董	董		toŋ³²⁴	ton3
懂	懂		toŋ³²⁴	ton3
栋	棟		toŋ⁵⁵	ton5
冻	凍		toŋ⁵⁵	ton5
通	通		tʰoŋ⁴⁴³	thon1
捅	捅		tʰoŋ³²⁴	thon3
统	統		tʰoŋ³²⁴	thon3
痛	痛		tʰoŋ⁵⁵	thon5
同	同		doŋ²³²	don2
铜	銅		doŋ²³²	don2
桐	桐		doŋ²³²	don2
童	童		doŋ²³²	don2
瞳	瞳		doŋ²³²	don2
桶	桶		doŋ³¹³	don6
筒	筒		doŋ³¹³	don6
动	動		doŋ³¹³	don6
洞	洞		doŋ³¹³	don6
胴	胴	～疘：直肠	doŋ³¹³	don6
侬	儂	人称代词单数后缀	noŋ²³²	non2
