简	繁	注释	IPA	吴拼
崔	崔		tsʰɪ⁴⁴³	tshe1
采	采		tsʰɪ³²⁴	tshe3
睬	睬		tsʰɪ³²⁴	tshe3
彩	彩		tsʰɪ³²⁴	tshe3
菜	菜		tsʰɪ⁵⁵	tshe5
脆	脆		tsʰɪ⁵⁵	tshe5
翠	翠		tsʰɪ⁵⁵	tshe5
悴	悴		tsʰɪ⁵⁵	tshe5
在	在	文读	dzɪ³¹³	dze6
奢	奢		sɪ⁴⁴³	se1
腮	腮		sɪ⁴⁴³	se1
栖	棲	白读，鸡～进去：鸡归舍	sɪ⁴⁴³	se1
绥	綏		sɪ⁴⁴³	se1
虽	雖		sɪ⁴⁴³	se1
洗	洗		sɪ³²⁴	se3
舍	舍	宿～	sɪ⁵⁵	se5
赛	賽		sɪ⁵⁵	se5
碎	碎		sɪ⁵⁵	se5
岁	歲		sɪ⁵⁵	se5
说	說	～服	sɪ⁵⁵	se5
粹	粹		sɪ⁵⁵	se5
摔	摔		sɪ⁵⁵	se5
帅	帥		sɪ⁵⁵	se5
率	率	表～	sɪ⁵⁵	se5
裁	裁		zɪ²³²	ze2
材	材		zɪ²³²	ze2
才	才		zɪ²³²	ze2
财	財		zɪ²³²	ze2
豺	豺	～狼虎豹	zɪ²³²	ze2
射	射	文读	zɪ³¹³	ze6
罪	罪		zɪ³¹³	ze6
该	該		kɪ⁴⁴³	ke1
居	居	白读，有：～车子，～钞票	kɪ⁴⁴³	ke1
改	改		kɪ³²⁴	ke3
溉	溉		kɪ⁵⁵	ke5
概	概		kɪ⁵⁵	ke5
盖	蓋		kɪ⁵⁵	ke5
丐	丐		kɪ⁵⁵	ke5
开	開		kʰɪ⁴⁴³	khe1
凯	凱		kʰɪ³²⁴	khe3
恺	愷		kʰɪ³²⁴	khe3
慨	慨		kʰɪ³²⁴	khe3
呆	呆	又读	ŋɪ²³²	nge2
碍	礙	又读	ŋɪ³¹³	nge6
艾	艾		ŋɪ³¹³	nge6
虚	虛	白读，浮肿	hɪ⁴⁴³	he1
海	海		hɪ³²⁴	he3
哀	哀		ɪ⁴⁴³	e1
埃	埃		ɪ⁴⁴³	e1
呆	呆		ɪ²³²	e2
孩	孩		ɪ²³²	e2
爱	愛		ɪ⁵⁵	e5
蔼	藹		ɪ⁵⁵	e5
霭	靄		ɪ⁵⁵	e5
碍	礙		ɪ³¹³	e6
亥	亥		ɪ³¹³	e6
害	害		ɪ³¹³	e6
骇	駭		ɪ³¹³	e6
瑰	瑰		kuɪ⁴⁴³	kue1
圭	圭		kuɪ⁴⁴³	kue1
闺	閨		kuɪ⁴⁴³	kue1
规	規		kuɪ⁴⁴³	kue1
龟	龜		kuɪ⁴⁴³	kue1
归	歸		kuɪ⁴⁴³	kue1
鲑	鮭		kuɪ⁴⁴³	kue1
诡	詭		kuɪ³²⁴	kue3
轨	軌		kuɪ³²⁴	kue3
癸	癸		kuɪ³²⁴	kue3
晷	晷		kuɪ³²⁴	kue3
鬼	鬼		kuɪ³²⁴	kue3
鳜	鱖		kuɪ⁵⁵	kue5
桂	桂		kuɪ⁵⁵	kue5
贵	貴		kuɪ⁵⁵	kue5
刽	劊		kuɪ⁵⁵	kue5
会	會	～计	kuɪ⁵⁵	kue5
盔	盔		kʰuɪ⁴⁴³	khue1
魁	魁	～星	kʰuɪ⁴⁴³	khue1
傀	傀		kʰuɪ⁴⁴³	khue1
奎	奎		kʰuɪ⁴⁴³	khue1
亏	虧		kʰuɪ⁴⁴³	khue1
窥	窺		kʰuɪ⁴⁴³	khue1
跬	跬		kʰuɪ³²⁴	khue3
块	塊		kʰuɪ⁵⁵	khue5
愧	愧		kʰuɪ⁵⁵	khue5
卉	卉		kʰuɪ⁵⁵	khue5
溃	潰		guɪ²³²	gue2
蒯	蒯		guɪ²³²	gue2
葵	葵		guɪ²³²	gue2
逵	逵		guɪ²³²	gue2
夔	夔		guɪ²³²	gue2
揆	揆		guɪ²³²	gue2
馗	馗		guɪ²³²	gue2
跪	跪		guɪ³¹³	gue6
柜	櫃		guɪ³¹³	gue6
诙	詼		huɪ⁴⁴³	hue1
恢	恢		huɪ⁴⁴³	hue1
灰	灰		huɪ⁴⁴³	hue1
挥	揮		huɪ⁴⁴³	hue1
辉	輝		huɪ⁴⁴³	hue1
徽	徽		huɪ⁴⁴³	hue1
毁	毀		huɪ³²⁴	hue3
悔	悔		huɪ⁵⁵	hue5
贿	賄		huɪ⁵⁵	hue5
晦	晦		huɪ⁵⁵	hue5
麾	麾		huɪ⁵⁵	hue5
讳	諱		huɪ⁵⁵	hue5
煨	煨	～番薯	uɪ⁴⁴³	ue1
威	威		uɪ⁴⁴³	ue1
桅	桅		uɪ²³²	ue2
回	回		uɪ²³²	ue2
危	危		uɪ²³²	ue2
为	為		uɪ²³²	ue2
帷	帷		uɪ²³²	ue2
违	違		uɪ²³²	ue2
围	圍		uɪ²³²	ue2
苇	葦		uɪ²³²	ue2
伟	偉		uɪ²³²	ue2
纬	緯		uɪ²³²	ue2
秽	穢		uɪ⁵⁵	ue5
伪	偽		uɪ⁵⁵	ue5
委	委		uɪ⁵⁵	ue5
喂	喂		uɪ⁵⁵	ue5
畏	畏		uɪ⁵⁵	ue5
慰	慰		uɪ⁵⁵	ue5
汇	匯	～款	uɪ³¹³	ue6
汇	彙	词～	uɪ³¹³	ue6
会	會	开～	uɪ³¹³	ue6
绘	繪		uɪ³¹³	ue6
彗	彗		uɪ³¹³	ue6
卫	衛		uɪ³¹³	ue6
慧	慧		uɪ³¹³	ue6
惠	惠		uɪ³¹³	ue6
为	為		uɪ³¹³	ue6
位	位		uɪ³¹³	ue6
巍	巍		uɪ³¹³	ue6
魏	魏		uɪ³¹³	ue6
胃	胃		uɪ³¹³	ue6
谓	謂		uɪ³¹³	ue6
猬	蝟		uɪ³¹³	ue6
惴	惴		tsʮɪ⁵⁵	tsyue5
遂	遂	又读	tsʮɪ⁵⁵	tsyue5
炊	炊		tsʰʮɪ⁴⁴³	tshyue1
衰	衰		sʮɪ⁴⁴³	syue1
坠	墜		sʮɪ⁵⁵	syue5
随	隨		zʮɪ²³²	zyue2
垂	垂		zʮɪ²³²	zyue2
锤	錘		zʮɪ²³²	zyue2
谁	誰		zʮɪ²³²	zyue2
社	社		zʮɪ³¹³	zyue6
锐	銳		zʮɪ³¹³	zyue6
睡	睡		zʮɪ³¹³	zyue6
瑞	瑞		zʮɪ³¹³	zyue6
蕊	蕊	文读，花～	zʮɪ³¹³	zyue6
遂	遂		zʮɪ³¹³	zyue6
隧	隧		zʮɪ³¹³	zyue6
穗	穗		zʮɪ³¹³	zyue6
睿	睿		zʮɪ³¹³	zyue6
谋	謀		mø²³²	meu2
牟	牟		mø²³²	meu2
某	某		mø³²⁴	meu3
茂	茂		mø³¹³	meu6
戊	戊		mø³¹³	meu6
贸	貿		mø³¹³	meu6
谬	謬		mø³¹³	meu6
否	否		fø³²⁴	feu3
浮	浮	文读，～起来	vø²³²	veu2
负	負	白读，～责	vø³¹³	veu6
兜	兜		tø⁴⁴³	teu1
丢	丟		tø⁴⁴³	teu1
斗	斗	量词	tø³²⁴	teu3
抖	抖		tø³²⁴	teu3
陡	陡		tø³²⁴	teu3
斗	鬥	～鸡	tø⁵⁵	teu5
偷	偷		tʰø⁴⁴³	theu1
透	透		tʰø⁵⁵	theu5
头	頭		dø²³²	deu2
投	投		dø²³²	deu2
豆	豆		dø³¹³	deu6
逗	逗		dø³¹³	deu6
脰	脰	～颈：脖子	dø³¹³	deu6
楼	樓		lø²³²	leu2
娄	婁		lø²³²	leu2
留	留		lø²³²	leu2
榴	榴		lø²³²	leu2
遛	遛		lø²³²	leu2
刘	劉		lø²³²	leu2
流	流		lø²³²	leu2
硫	硫		lø²³²	leu2
琉	琉		lø²³²	leu2
缕	縷		lø³²⁴	leu3
屡	屢	～次	lø³²⁴	leu3
搂	摟		lø³²⁴	leu3
篓	簍		lø³²⁴	leu3
柳	柳		lø³²⁴	leu3
溜	溜		lø⁵⁵	leu5
漏	漏		lø³¹³	leu6
陋	陋		lø³¹³	leu6
揉	揉		zø²³²	zeu2
勾	勾		kø⁴⁴³	keu1
钩	鉤		kø⁴⁴³	keu1
沟	溝		kø⁴⁴³	keu1
阄	鬮	撮～：抓阄	kø⁴⁴³	keu1
狗	狗		kø³²⁴	keu3
苟	苟		kø³²⁴	keu3
锯	鋸		kø⁵⁵	keu5
垢	垢		kø⁵⁵	keu5
彀	彀		kø⁵⁵	keu5
够	夠		kø⁵⁵	keu5
构	構		kø⁵⁵	keu5
购	購		kø⁵⁵	keu5
媾	媾		kø⁵⁵	keu5
口	口		kʰø³²⁴	kheu3
扣	扣		kʰø⁵⁵	kheu5
寇	寇		kʰø⁵⁵	kheu5
蔻	蔻		kʰø⁵⁵	kheu5
厚	厚		gø³¹³	geu6
偶	偶	无独有～	ŋø³²⁴	ngeu3
呴	呴	吸水	hø⁴⁴³	heu1
□	□	叫作	hø⁴⁴³	heu1
吼	吼		hø⁵⁵	heu5
鲎	鱟		hø⁵⁵	heu5
□	□	彩虹	hø⁵⁵	heu5
讴	謳		ø⁴⁴³	eu1
欧	歐		ø⁴⁴³	eu1
区	區	姓氏	ø⁴⁴³	eu1
鸥	鷗		ø⁴⁴³	eu1
瓯	甌		ø⁴⁴³	eu1
侯	侯		ø²³²	eu2
喉	喉	文读，～气	ø²³²	eu2
猴	猴		ø²³²	eu2
藕	藕		ø³²⁴	eu3
呕	嘔		ø⁵⁵	eu5
殴	毆		ø⁵⁵	eu5
沤	漚		ø⁵⁵	eu5
怄	慪		ø⁵⁵	eu5
后	後	王～	ø³¹³	eu6
后	後	～头	ø³¹³	eu6
候	候		ø³¹³	eu6
邹	鄒		tɕiø⁴⁴³	cieu1
周	周		tɕiø⁴⁴³	cieu1
舟	舟		tɕiø⁴⁴³	cieu1
洲	洲		tɕiø⁴⁴³	cieu1
州	州		tɕiø⁴⁴³	cieu1
鸠	鳩		tɕiø⁴⁴³	cieu1
纠	糾		tɕiø⁴⁴³	cieu1
走	走		tɕiø³²⁴	cieu3
酒	酒		tɕiø³²⁴	cieu3
帚	帚	文读，扫～	tɕiø³²⁴	cieu3
九	九		tɕiø³²⁴	cieu3
玖	玖		tɕiø³²⁴	cieu3
久	久		tɕiø³²⁴	cieu3
韭	韭		tɕiø³²⁴	cieu3
灸	灸		tɕiø³²⁴	cieu3
奏	奏		tɕiø⁵⁵	cieu5
皱	皺		tɕiø⁵⁵	cieu5
绉	縐		tɕiø⁵⁵	cieu5
咒	咒		tɕiø⁵⁵	cieu5
究	究		tɕiø⁵⁵	cieu5
救	救		tɕiø⁵⁵	cieu5
疚	疚		tɕiø⁵⁵	cieu5
揪	揪		tɕʰiø⁴⁴³	chieu1
秋	秋		tɕʰiø⁴⁴³	chieu1
抽	抽		tɕʰiø⁴⁴³	chieu1
丘	丘		tɕʰiø⁴⁴³	chieu1
邱	邱		tɕʰiø⁴⁴³	chieu1
惆	惆		tɕʰiø⁴⁴³	chieu1
帚	帚	白读，笤～，筅～	tɕʰiø³²⁴	chieu3
丑	醜	人～	tɕʰiø³²⁴	chieu3
凑	湊		tɕʰiø⁵⁵	chieu5
肘	肘		tɕʰiø⁵⁵	chieu5
昼	晝		tɕʰiø⁵⁵	chieu5
丑	丑	小～	tɕʰiø⁵⁵	chieu5
臭	臭		tɕʰiø⁵⁵	chieu5
绸	綢		dʑiø²³²	jieu2
稠	稠		dʑiø²³²	jieu2
筹	籌		dʑiø²³²	jieu2
雠	讎		dʑiø²³²	jieu2
求	求		dʑiø²³²	jieu2
球	球		dʑiø²³²	jieu2
仇	仇		dʑiø²³²	jieu2
纣	紂		dʑiø³¹³	jieu6
宙	宙		dʑiø³¹³	jieu6
骤	驟		dʑiø³¹³	jieu6
售	售		dʑiø³¹³	jieu6
舅	舅		dʑiø³¹³	jieu6
臼	臼		dʑiø³¹³	jieu6
桕	桕		dʑiø³¹³	jieu6
旧	舊		dʑiø³¹³	jieu6
咎	咎		dʑiø³¹³	jieu6
柩	柩		dʑiø³¹³	jieu6
扭	扭	～一把	ȵiø⁴⁴³	gnieu1
妞	妞		ȵiø⁴⁴³	gnieu1
牛	牛		ȵiø²³²	gnieu2
纽	紐		ȵiø³²⁴	gnieu3
扭	扭	～曲	ȵiø³²⁴	gnieu3
钮	鈕		ȵiø³²⁴	gnieu3
修	修		ɕiø⁴⁴³	shieu1
羞	羞		ɕiø⁴⁴³	shieu1
秀	秀		ɕiø⁴⁴³	shieu1
馊	餿		ɕiø⁴⁴³	shieu1
搜	搜		ɕiø⁴⁴³	shieu1
飕	颼		ɕiø⁴⁴³	shieu1
艘	艘		ɕiø⁴⁴³	shieu1
收	收		ɕiø⁴⁴³	shieu1
休	休		ɕiø⁴⁴³	shieu1
手	手		ɕiø³²⁴	shieu3
首	首		ɕiø³²⁴	shieu3
守	守		ɕiø³²⁴	shieu3
叟	叟		ɕiø⁵⁵	shieu5
嗽	嗽		ɕiø⁵⁵	shieu5
锈	鏽		ɕiø⁵⁵	shieu5
绣	繡		ɕiø⁵⁵	shieu5
瘦	瘦		ɕiø⁵⁵	shieu5
漱	漱		ɕiø⁵⁵	shieu5
兽	獸		ɕiø⁵⁵	shieu5
朽	朽		ɕiø⁵⁵	shieu5
嗅	嗅		ɕiø⁵⁵	shieu5
宿	宿	星～	ɕiø⁵⁵	shieu5
囚	囚		ʑiø²³²	zhieu2
愁	愁		ʑiø²³²	zhieu2
柔	柔		ʑiø²³²	zhieu2
就	就		ʑiø³¹³	zhieu6
袖	袖		ʑiø³¹³	zhieu6
受	受		ʑiø³¹³	zhieu6
寿	壽		ʑiø³¹³	zhieu6
授	授		ʑiø³¹³	zhieu6
绶	綬		ʑiø³¹³	zhieu6
□	□	人迂腐：～搭搭	ʑiø³¹³	zhieu6
忧	憂		iø⁴⁴³	ieu1
优	優		iø⁴⁴³	ieu1
悠	悠		iø⁴⁴³	ieu1
幽	幽		iø⁴⁴³	ieu1
尤	尤		iø²³²	ieu2
邮	郵		iø²³²	ieu2
油	油		iø²³²	ieu2
游	遊		iø²³²	ieu2
犹	猶		iø²³²	ieu2
由	由		iø²³²	ieu2
猷	猷		iø²³²	ieu2
酋	酋		iø²³²	ieu2
□	□	vi2～：蝙蝠	iø²³²	ieu2
有	有		iø³²⁴	ieu3
友	友		iø³²⁴	ieu3
酉	酉		iø³²⁴	ieu3
莠	莠		iø⁵⁵	ieu5
诱	誘		iø⁵⁵	ieu5
幼	幼		iø⁵⁵	ieu5
又	又		iø³¹³	ieu6
右	右		iø³¹³	ieu6
宥	宥		iø³¹³	ieu6
囿	囿		iø³¹³	ieu6
祐	祐		iø³¹³	ieu6
佑	佑		iø³¹³	ieu6
釉	釉		iø³¹³	ieu6
柚	柚		iø³¹³	ieu6
班	班		pɛ⁴⁴³	pae1
扳	扳		pɛ⁴⁴³	pae1
浜	浜		pɛ⁴⁴³	pae1
板	板		pɛ³²⁴	pae3
版	版		pɛ³²⁴	pae3
扮	扮		pɛ⁵⁵	pae5
颁	頒	～发	pʰɛ⁴⁴³	phae1
攀	攀		pʰɛ⁴⁴³	phae1
□	□	摘：～笋	pʰɛ⁴⁴³	phae1
盼	盼		pʰɛ⁵⁵	phae5
瓣	瓣	花～	pʰɛ⁵⁵	phae5
襻	襻		pʰɛ⁵⁵	phae5
彭	彭		bɛ²³²	bae2
甏	甏		bɛ²³²	bae2
𦗭	𦗭	聋～：聋子	bɛ²³²	bae2
棚	棚	白读	bɛ²³²	bae2
爿	爿		bɛ²³²	bae2
办	辦		bɛ³¹³	bae6
蚌	蚌		bɛ³¹³	bae6
蛮	蠻		mɛ²³²	mae2
鳗	鰻		mɛ²³²	mae2
玩	玩	白读	mɛ²³²	mae2
猛	猛	白读，闹～：热闹	mɛ³²⁴	mae3
蜢	蜢		mɛ³²⁴	mae3
曼	曼		mɛ³¹³	mae6
慢	慢		mɛ³¹³	mae6
漫	漫		mɛ³¹³	mae6
幔	幔		mɛ³¹³	mae6
晚	晚	白读，～稻	mɛ³¹³	mae6
万	萬	白读，～子	mɛ³¹³	mae6
孟	孟	白读，姓氏	mɛ³¹³	mae6
翻	翻		fɛ⁴⁴³	fae1
番	番		fɛ⁴⁴³	fae1
蕃	蕃		fɛ⁴⁴³	fae1
反	反		fɛ³²⁴	fae3
泛	氾		fɛ⁵⁵	fae5
泛	泛		fɛ⁵⁵	fae5
贩	販		fɛ⁵⁵	fae5
畈	畈		fɛ⁵⁵	fae5
凡	凡		vɛ²³²	vae2
帆	帆	机～船	vɛ²³²	vae2
烦	煩		vɛ²³²	vae2
矾	礬		vɛ²³²	vae2
繁	繁		vɛ²³²	vae2
藩	藩		vɛ²³²	vae2
范	範		vɛ³¹³	vae6
范	範		vɛ³¹³	vae6
犯	犯		vɛ³¹³	vae6
梵	梵		vɛ³¹³	vae6
饭	飯		vɛ³¹³	vae6
万	萬	文读，一～	vɛ³¹³	vae6
耽	耽		tɛ⁴⁴³	tae1
担	擔	～任	tɛ⁴⁴³	tae1
丹	丹		tɛ⁴⁴³	tae1
单	單		tɛ⁴⁴³	tae1
躭	躭	～身：怀孕	tɛ⁴⁴³	tae1
郸	鄲		tɛ⁴⁴³	tae1
胆	膽		tɛ³²⁴	tae3
打	打		tɛ³²⁴	tae3
担	擔	～子	tɛ⁵⁵	tae5
旦	旦		tɛ⁵⁵	tae5
石	石	量词	tɛ⁵⁵	tae5
坍	坍		tʰɛ⁴⁴³	thae1
滩	灘		tʰɛ⁴⁴³	thae1
摊	攤		tʰɛ⁴⁴³	thae1
瘫	癱		tʰɛ⁴⁴³	thae1
毯	毯		tʰɛ³²⁴	thae3
坦	坦		tʰɛ³²⁴	thae3
叹	嘆		tʰɛ⁵⁵	thae5
叹	歎		tʰɛ⁵⁵	thae5
炭	炭		tʰɛ⁵⁵	thae5
碳	碳		tʰɛ⁵⁵	thae5
谭	譚	姓氏	dɛ²³²	dae2
痰	痰		dɛ²³²	dae2
谈	談		dɛ²³²	dae2
檀	檀		dɛ²³²	dae2
坛	壇	花～	dɛ²³²	dae2
弹	彈	动词	dɛ²³²	dae2
淡	淡		dɛ³¹³	dae6
诞	誕		dɛ³¹³	dae6
弹	彈	名词	dɛ³¹³	dae6
蛋	蛋		dɛ³¹³	dae6
惮	憚		dɛ³¹³	dae6
蓝	藍		lɛ²³²	lae2
篮	籃		lɛ²³²	lae2
兰	蘭		lɛ²³²	lae2
拦	攔	阻～	lɛ²³²	lae2
栏	欄	～杆	lɛ²³²	lae2
榄	欖		lɛ³²⁴	lae3
揽	攬		lɛ³²⁴	lae3
览	覽		lɛ³²⁴	lae3
缆	纜		lɛ³²⁴	lae3
懒	懶		lɛ³²⁴	lae3
冷	冷		lɛ³²⁴	lae3
滥	濫		lɛ³¹³	lae6
烂	爛		lɛ³¹³	lae6
难	難	形容词	nɛ²³²	nae2
难	難	名词	nɛ³¹³	nae6
劗	劗	剁	tsɛ⁴⁴³	tsae1
争	爭	白读，动词	tsɛ⁴⁴³	tsae1
睁	睜		tsɛ⁴⁴³	tsae1
斩	斬		tsɛ³²⁴	tsae3
盏	盞		tsɛ³²⁴	tsae3
蘸	蘸		tsɛ⁵⁵	tsae5
赞	贊		tsɛ⁵⁵	tsae5
灒	灒	溅	tsɛ⁵⁵	tsae5
搀	攙		tsʰɛ⁴⁴³	tshae1
撑	撐		tsʰɛ⁴⁴³	tshae1
灿	燦		tsʰɛ³²⁴	tshae3
铲	鏟		tsʰɛ³²⁴	tshae3
潺	潺		tsʰɛ³²⁴	tshae3
产	產	文读，生～	tsʰɛ³²⁴	tshae3
餐	餐		tsʰɛ⁵⁵	tshae5
惭	慚		dzɛ²³²	dzae2
谗	讒		dzɛ²³²	dzae2
馋	饞	～痨：馋	dzɛ²³²	dzae2
残	殘		dzɛ²³²	dzae2
暂	暫		dzɛ³¹³	dzae6
站	站		dzɛ³¹³	dzae6
赚	賺		dzɛ³¹³	dzae6
绽	綻	谷粒饱满	dzɛ³¹³	dzae6
栈	棧		dzɛ³¹³	dzae6
三	三		sɛ⁴⁴³	sae1
叁	三		sɛ⁴⁴³	sae1
杉	杉		sɛ⁴⁴³	sae1
衫	衫		sɛ⁴⁴³	sae1
珊	珊		sɛ⁴⁴³	sae1
山	山		sɛ⁴⁴³	sae1
删	刪		sɛ⁴⁴³	sae1
讪	訕		sɛ⁴⁴³	sae1
生	生	白读，动词	sɛ⁴⁴³	sae1
牲	牲		sɛ⁴⁴³	sae1
甥	甥		sɛ⁴⁴³	sae1
散	散		sɛ³²⁴	sae3
省	省	白读，～钱	sɛ³²⁴	sae3
伞	傘		sɛ⁵⁵	sae5
疝	疝		sɛ⁵⁵	sae5
馋	饞	～唾：口水	zɛ²³²	zae2
监	監	白读，牢～	kɛ⁴⁴³	kae1
尴	尷		kɛ⁴⁴³	kae1
间	間	白读，中～	kɛ⁴⁴³	kae1
奸	姦	强～	kɛ⁴⁴³	kae1
更	更	白读，敲～	kɛ⁴⁴³	kae1
庚	庚		kɛ⁴⁴³	kae1
羹	羹	白读，～饭	kɛ⁴⁴³	kae1
耕	耕		kɛ⁴⁴³	kae1
减	減	白读，～掉	kɛ³²⁴	kae3
拣	揀	选择	kɛ³²⁴	kae3
嵌	嵌		kʰɛ⁴⁴³	khae1
铅	鉛		kʰɛ⁴⁴³	khae1
坑	坑		kʰɛ⁴⁴³	khae1
舰	艦		kʰɛ³²⁴	khae3
槛	檻		kʰɛ³²⁴	khae3
眼	眼	文读	ŋɛ³²⁴	ngae3
馅	餡		ŋɛ³¹³	ngae6
硬	硬		ŋɛ³¹³	ngae6
喊	喊		hɛ⁵⁵	hae5
苋	莧	～菜	hɛ⁵⁵	hae5
樱	櫻	白读，～珠：樱桃	ɛ⁴⁴³	ae1
咸	鹹	～淡	ɛ²³²	ae2
岩	岩		ɛ²³²	ae2
衔	銜	～头：头衔	ɛ²³²	ae2
闲	閑		ɛ²³²	ae2
颜	顏	白读，～色	ɛ²³²	ae2
眼	眼	白读	ɛ³²⁴	ae3
限	限	白读，～牢	ɛ³²⁴	ae3
杏	杏		ɛ³²⁴	ae3
馅	餡	白读，～进去	ɛ³¹³	ae6
两	兩	数词	liɛ³²⁴	liae3
也	也	文读，之乎者～	iɛ³²⁴	iae3
懿	懿		iɛ³²⁴	iae3
冶	冶		iɛ³²⁴	iae3
两	兩	新派：～个	iɛ³²⁴	iae3
官	官		kuɛ⁴⁴³	kuae1
棺	棺		kuɛ⁴⁴³	kuae1
观	觀	～察	kuɛ⁴⁴³	kuae1
冠	冠	～冕	kuɛ⁴⁴³	kuae1
鳏	鰥		kuɛ⁴⁴³	kuae1
关	關		kuɛ⁴⁴³	kuae1
梗	梗		kuɛ⁴⁴³	kuae1
管	管		kuɛ³²⁴	kuae3
馆	館		kuɛ³²⁴	kuae3
冠	冠	～军	kuɛ⁵⁵	kuae5
观	觀	道～	kuɛ⁵⁵	kuae5
灌	灌		kuɛ⁵⁵	kuae5
罐	罐		kuɛ⁵⁵	kuae5
贯	貫		kuɛ⁵⁵	kuae5
惯	慣		kuɛ⁵⁵	kuae5
宽	寬		kʰuɛ⁴⁴³	khuae1
款	款		kʰuɛ³²⁴	khuae3
环	環		guɛ²³²	guae2
掼	摜	扔	guɛ³¹³	guae6
欢	歡		huɛ⁵⁵	huae5
唤	喚		huɛ⁵⁵	huae5
焕	煥		huɛ⁵⁵	huae5
涣	渙		huɛ⁵⁵	huae5
痪	瘓		huɛ⁵⁵	huae5
奂	奐		huɛ⁵⁵	huae5
弯	彎		uɛ⁴⁴³	uae1
湾	灣		uɛ⁴⁴³	uae1
嬛	嬛		uɛ²³²	uae2
鬟	鬟		uɛ²³²	uae2
寰	寰		uɛ²³²	uae2
玩	玩	文读	uɛ²³²	uae2
桓	桓		uɛ²³²	uae2
完	完		uɛ²³²	uae2
丸	丸		uɛ²³²	uae2
纨	紈		uɛ²³²	uae2
顽	頑		uɛ²³²	uae2
还	還		uɛ²³²	uae2
横	橫	～竖	uɛ²³²	uae2
缓	緩		uɛ³²⁴	uae3
皖	皖		uɛ³²⁴	uae3
豌	豌		uɛ³²⁴	uae3
碗	碗		uɛ³²⁴	uae3
幻	幻		uɛ³²⁴	uae3
晚	晚	文读，～会	uɛ³²⁴	uae3
挽	挽		uɛ³²⁴	uae3
宛	宛		uɛ³²⁴	uae3
婉	婉		uɛ³²⁴	uae3
浣	浣		uɛ³²⁴	uae3
腕	腕		uɛ⁵⁵	uae5
换	換		uɛ³¹³	uae6
患	患		uɛ³¹³	uae6
宦	宦	～塘：地名	uɛ³¹³	uae6
搬	搬	文读	pæ̃⁴⁴³	peen1
般	般		pæ̃⁴⁴³	peen1
半	半		pæ̃⁵⁵	peen5
潘	潘		pʰæ̃⁴⁴³	pheen1
判	判		pʰæ̃⁵⁵	pheen5
泮	泮	～池：文庙内池子	pʰæ̃⁵⁵	pheen5
盘	盤		bæ̃²³²	been2
绊	絆		bæ̃³¹³	been6
伴	伴		bæ̃³¹³	been6
叛	叛		bæ̃³¹³	been6
瞒	瞞		mæ̃²³²	meen2
馒	饅		mæ̃²³²	meen2
□	□	窗～：窗户	mæ̃²³²	meen2
满	滿		mæ̃³²⁴	meen3
端	端		tæ̃⁴⁴³	teen1
短	短		tæ̃³²⁴	teen3
锻	鍛		tæ̃⁵⁵	teen5
贪	貪		tʰæ̃⁴⁴³	theen1
探	探		tʰæ̃⁵⁵	theen5
潭	潭		dæ̃²³²	deen2
坛	罎	酒～	dæ̃²³²	deen2
团	團		dæ̃²³²	deen2
断	斷		dæ̃³¹³	deen6
段	段		dæ̃³¹³	deen6
缎	緞		dæ̃³¹³	deen6
南	南		næ̃²³²	neen2
男	男		næ̃²³²	neen2
暖	暖		næ̃³²⁴	neen3
婪	婪		læ̃²³²	leen2
鸾	鸞		læ̃²³²	leen2
銮	鑾		læ̃²³²	leen2
峦	巒		læ̃²³²	leen2
栾	欒		læ̃²³²	leen2
孪	孿		læ̃²³²	leen2
滦	灤		læ̃²³²	leen2
娈	孌		læ̃²³²	leen2
卵	卵		læ̃³²⁴	leen3
乱	亂		læ̃³¹³	leen6
簪	簪		tsæ̃⁴⁴³	tseen1
钻	鑽	动词	tsæ̃⁴⁴³	tseen1
纂	纂		tsæ̃³²⁴	tseen3
缵	纘	～禹亭：地名	tsæ̃³²⁴	tseen3
钻	鑽	名词	tsæ̃⁵⁵	tseen5
参	參	～加	tsʰæ̃⁴⁴³	tsheen1
惨	慘		tsʰæ̃³²⁴	tsheen3
窜	竄		tsʰæ̃⁵⁵	tsheen5
汆	汆		tsʰæ̃⁵⁵	tsheen5
篡	篡		tsʰæ̃⁵⁵	tsheen5
酸	酸		sæ̃⁴⁴³	seen1
算	算		sæ̃⁵⁵	seen5
蒜	蒜		sæ̃⁵⁵	seen5
蚕	蠶		zæ̃²³²	zeen2
柑	柑		kæ̃⁴⁴³	keen1
泔	泔		kæ̃⁴⁴³	keen1
甘	甘		kæ̃⁴⁴³	keen1
肝	肝		kæ̃⁴⁴³	keen1
干	干		kæ̃⁴⁴³	keen1
干	乾		kæ̃⁴⁴³	keen1
感	感		kæ̃³²⁴	keen3
敢	敢		kæ̃³²⁴	keen3
橄	橄		kæ̃³²⁴	keen3
瞰	瞰		kæ̃³²⁴	keen3
竿	竿		kæ̃³²⁴	keen3
杆	杆		kæ̃³²⁴	keen3
秆	稈		kæ̃³²⁴	keen3
擀	擀		kæ̃³²⁴	keen3
赶	趕		kæ̃³²⁴	keen3
淦	淦		kæ̃⁵⁵	keen5
干	幹		kæ̃⁵⁵	keen5
看	看	～牛	kʰæ̃⁴⁴³	kheen1
刊	刊		kʰæ̃⁴⁴³	kheen1
砍	砍		kʰæ̃³²⁴	kheen3
侃	侃		kʰæ̃³²⁴	kheen3
