简	繁	注释	IPA	吴拼
商	商	白读	sã⁵³	san1
伤	傷		sã⁵³	san1
磉	磉	～鼓：柱下石	sã⁵⁵	san3
嗓	嗓		sã⁵⁵	san3
赏	賞		sã⁵⁵	san3
丧	喪	～失	sã³³⁵	san5
床	牀		zã²²³	zan2
尝	嘗		zã²²³	zan2
裳	裳	衣～	zã²²³	zan2
绱	緔	把鞋底和鞋帮缝在一起	zã²²³	zan2
上	上		zã³¹³	zan6
尚	尚	和～	zã³¹³	zan6
冈	岡		kã⁵³	kan1
岗	崗		kã⁵³	kan1
刚	剛		kã⁵³	kan1
纲	綱		kã⁵³	kan1
钢	鋼		kã⁵³	kan1
缸	缸		kã⁵³	kan1
豇	豇	～豆	kã⁵³	kan1
更	更	白读，五～	kã⁵³	kan1
羹	羹	豆腐～	kã⁵³	kan1
粳	粳	～米	kã⁵³	kan1
庚	庚		kã⁵³	kan1
耕	耕		kã⁵³	kan1
江	江	浙～	kã⁵³	kan1
扛	扛	多人搬：蚂蚁～～香骨头	kã⁵³	kan1
䢚	䢚	钻洞或是缝	kã⁵³	kan1
讲	講		kã⁵⁵	kan3
港	港	河流	kã⁵⁵	kan3
降	降	霜～	kã³³⁵	kan5
杠	槓	～子，抬～	kã³³⁵	kan5
康	康		kʰã⁵³	khan1
糠	糠		kʰã⁵³	khan1
坑	坑		kʰã⁵³	khan1
囥	囥		kʰã³³⁵	khan5
抗	抗		kʰã³³⁵	khan5
哽	哽	刺卡喉咙	gã³¹³	gan6
戆	戇	～头～脑	gã³¹³	gan6
□	□	～螂：螳螂	gã³¹³	gan6
□	□	隆起的障碍物：园～：篱笆，防洪坝	gã³¹³	gan6
樱	櫻	～珠：樱桃	ã⁵³	an1
鹦	鸚	～哥	ã⁵³	an1
行	行	银～；～得住：扛得住；～情～市：紧俏	ã²²³	ghan2
绗	絎	一种缝纫技法：～棉被	ã²²³	ghan2
桁	桁	～条：檩	ã²²³	ghan2
航	航		ã²²³	ghan2
杭	杭		ã²²³	ghan2
昂	昂	仰头	ã²²³	ghan2
杏	杏	～梅：杏树	ã³³⁵	an5
项	項		ã³¹³	ghan6
硬	硬		ã³¹³	ghan6
良	良		liã²²³	lian2
凉	涼		liã²²³	lian2
量	量	～米	liã²²³	lian2
粮	糧		liã²²³	lian2
梁	梁		liã²²³	lian2
粱	粱		liã²²³	lian2
两	兩	二～	liã⁵⁵	lian3
两	兩	～个	liã³¹³	lian6
亮	亮		liã³¹³	lian6
谅	諒		liã³¹³	lian6
量	量	数～	liã³¹³	lian6
浆	漿	～水：浸出液	tsiã⁵³	tsian1
将	將	象棋～军	tsiã⁵³	tsian1
蒋	蔣		tsiã⁵⁵	tsian3
桨	槳		tsiã⁵⁵	tsian3
奖	獎		tsiã³³⁵	tsian5
酱	醬		tsiã³³⁵	tsian5
将	將	大～	tsiã³³⁵	tsian5
□	□	踩在泥里	tsiã³³⁵	tsian5
枪	槍		tsʰiã⁵³	tshian1
□	□	量词，一阵风	tsʰiã⁵³	tshian1
抢	搶	铲的动作	tsʰiã⁵⁵	tshian3
呛	嗆	咳嗽	tsʰiã³³⁵	tshian5
戗	戧	斜撑	tsʰiã³³⁵	tshian5
详	詳		dziã²²³	dzian2
祥	祥		dziã²²³	dzian2
象	象		dziã³¹³	dzian6
像	像	文读，头～	dziã³¹³	dzian6
橡	橡	～皮	dziã³¹³	dzian6
箱	箱		siã⁵³	sian1
相	相	～信	siã⁵³	sian1
厢	廂		siã⁵³	sian1
湘	湘		siã⁵³	sian1
襄	襄		siã⁵³	sian1
镶	鑲		siã⁵³	sian1
想	想		siã⁵⁵	sian3
鲞	鯗		siã⁵⁵	sian3
相	相	～貌	siã³³⁵	sian5
墙	牆		ziã²²³	zian2
蔷	薔	～薇花	ziã²²³	zian2
像	像	白读，～样，～弗～	ziã³¹³	zian6
匠	匠	～人：工匠	ziã³¹³	zian6
张	張		tɕiã⁵³	cian1
疆	疆		tɕiã⁵³	cian1
僵	僵		tɕiã⁵³	cian1
姜	薑		tɕiã⁵³	cian1
缰	韁		tɕiã⁵³	cian1
姜	姜		tɕiã⁵³	cian1
争	爭	白读，争吵	tɕiã⁵³	cian1
□	□	～刚：刚刚	tɕiã⁵³	cian1
长	長	～身体	tɕiã⁵⁵	cian3
涨	漲		tɕiã⁵⁵	cian3
帐	帳		tɕiã³³⁵	cian5
账	賬		tɕiã³³⁵	cian5
胀	脹		tɕiã³³⁵	cian5
掌	掌	巴～	tɕiã³³⁵	cian5
仗	仗	打～	tɕiã³³⁵	cian5
羌 	羌		tɕʰiã⁵³	chian1
腔	腔		tɕʰiã⁵³	chian1
撑	撐	～伞，～船，眼睛～开	tɕʰiã⁵³	chian1
□	□	～簟：竹簟	tɕʰiã⁵³	chian1
□	□	粪～：畚箕	tɕʰiã⁵³	chian1
厂	廠		tɕʰiã⁵⁵	chian3
牚	牚	～档	tɕʰiã³³⁵	chian5
畅	暢		tɕʰiã³³⁵	chian5
□	□	～家私	tɕʰiã³³⁵	chian5
□	□	踢一脚	tɕʰiã³³⁵	chian5
长	長	人～	dʑiã²²³	jian2
肠	腸		dʑiã²²³	jian2
场	場	～口：地名	dʑiã²²³	jian2
强	強	～大	dʑiã²²³	jian2
丈	丈		dʑiã³¹³	jian6
杖	杖		dʑiã³¹³	jian6
仗	仗	炮～	dʑiã³¹³	jian6
犟	強		dʑiã³¹³	jian6
强	強	勉强，凑合	dʑiã³¹³	jian6
娘	娘		ȵiã²²³	gnian2
穰	穰	稻、麦芒：麦～把	ȵiã²²³	gnian2
仰	仰		ȵiã⁵⁵	gnian3
让	讓		ȵiã³¹³	gnian6
酿	釀	甜酒～	ȵiã³¹³	gnian6
香	香		ɕiã⁵³	shian1
乡	鄉		ɕiã⁵³	shian1
生	生		ɕiã⁵³	shian1
甥	甥	外～	ɕiã⁵³	shian1
牲	牲	畜～	ɕiã⁵³	shian1
响	響		ɕiã⁵⁵	shian3
省	省	～钞票	ɕiã⁵⁵	shian3
向	向		ɕiã³³⁵	shian5
享	享		ɕiã³³⁵	shian5
秧	秧		iã⁵³	ian1
央	央		iã⁵³	ian1
羊	羊		iã²²³	yan2
洋	洋		iã²²³	yan2
烊	烊	融化	iã²²³	yan2
杨	楊		iã²²³	yan2
阳	陽		iã²²³	yan2
扬	揚		iã²²³	yan2
疡	瘍	溃～	iã²²³	yan2
降	降	投～；受～：地名	iã²²³	yan2
养	養	～娘	iã⁵⁵	ian3
痒	癢		iã⁵⁵	ian3
样	樣		iã³¹³	yan6
漾	漾	随水流漂浮	iã³¹³	yan6
养	養	～头发	iã³¹³	yan6
巷	巷	小营～：地名	iã³¹³	yan6
光	光		kuã⁵³	kuan1
广	廣		kuã⁵⁵	kuan3
梗	梗	茎	kuã⁵⁵	kuan3
逛	逛		kuã³³⁵	kuan5
□	□	因晃动外溢，水波动荡	kuã³³⁵	kuan5
匡	匡		kʰuã⁵³	khuan1
筐	筐		kʰuã⁵³	khuan1
框	框		kʰuã⁵³	khuan1
矿	礦		kʰuã⁵⁵	khuan3
旷	曠	～课	kʰuã³³⁵	khuan5
□	□	“筷儿”的合音，筷子	kʰuã³³⁵	khuan5
狂	狂	文读，～犬病，～风	guã²²³	guan2
荒	荒		huã⁵³	huan1
慌	慌		huã⁵³	huan1
谎	謊		huã³³⁵	huan5
况	況		huã³³⁵	huan5
汪	汪		uã⁵³	uan1
横	橫	蛮横不讲理	uã⁵³	uan1
黄	黃	～鼠佬：黄鼠狼	uã⁵³	uan1
黄	黃	蛋～，～色	uã²²³	wan2
横	橫	～直	uã²²³	wan2
簧	簧		uã²²³	wan2
磺	磺	硫～	uã²²³	wan2
蟥	蟥		uã²²³	wan2
皇	皇		uã²²³	wan2
蝗	蝗		uã²²³	wan2
隍	隍	城～庙	uã²²³	wan2
凰	凰		uã²²³	wan2
王	王		uã²²³	wan2
往	往	来～	uã⁵⁵	uan3
枉	枉	冤～	uã⁵⁵	uan3
旺	旺		uã³¹³	wan6
庄	莊	文读，～家	tɕyã⁵³	ciuan1
桩	樁		tɕyã⁵³	ciuan1
装	裝	文读，～饰	tɕyã⁵³	ciuan1
壮	壯	文读，～族	tɕyã³³⁵	ciuan5
窗	窗		tɕʰyã⁵³	chiuan1
闯	闖		tɕʰyã³³⁵	chiuan5
铳	銃	放～	tɕʰyã³³⁵	chiuan5
□	□	停船	tɕʰyã³³⁵	chiuan5
狂	狂	白读，发～：发狂，耍无赖	dʑyã²²³	jiuan2
状	狀		dʑyã³¹³	jiuan6
弶	弶	陷阱	dʑyã³¹³	jiuan6
撞	撞		dʑyã³¹³	jiuan6
重	重	叠起来	dʑyã³¹³	jiuan6
幢	幢		dʑyã³¹³	jiuan6
霜	霜		ɕyã⁵³	shiuan1
孀	孀	孤～：寡妇	ɕyã⁵³	shiuan1
礵	礵	砒～	ɕyã⁵³	shiuan1
双	雙		ɕyã⁵³	shiuan1
商	商	文读，～量	ɕyã⁵³	shiuan1
舂	舂	捶打：～年糕	ɕyã⁵³	shiuan1
爽	爽	～快	ɕyã⁵⁵	shiuan3
搡	搡	推一下	ɕyã³³⁵	shiuan5
□	□	手拄～：手肘	ɕyã³³⁵	shiuan5
□	□	用力向下砸	ɕyã³³⁵	shiuan5
蓖	蓖	～麻	pɛ̃⁵³	peen1
班	班	文读，～级	pɛ̃⁵³	peen1
斑	斑	老年～	pɛ̃⁵³	peen1
颁	頒		pɛ̃⁵³	peen1
般	般		pɛ̃⁵³	peen1
扮	扮		pɛ̃⁵⁵	peen3
半	半	新读	pɛ̃³³⁵	peen5
攀	攀	文读，～登	pʰɛ̃⁵³	pheen1
盼	盼		pʰɛ̃³³⁵	pheen5
判	判	新读	pʰɛ̃³³⁵	pheen5
办	辦		bɛ̃³¹³	been6
叛	叛		bɛ̃³¹³	been6
磐	磐	～安：地名	bɛ̃³¹³	been6
蛮	蠻	文读	mɛ̃²²³	meen2
番	番	～薯	fɛ̃⁵³	feen1
凡	凡		vɛ̃²²³	veen2
烦	煩	文读	vɛ̃²²³	veen2
矾	礬	白～：明矾	vɛ̃²²³	veen2
繁	繁		vɛ̃²²³	veen2
帆	帆		vɛ̃²²³	veen2
范	範	规～	vɛ̃³¹³	veen6
晚	晚	～会	vɛ̃³¹³	veen6
担	擔	文读，～任	tɛ̃⁵³	teen1
丹	丹		tɛ̃⁵³	teen1
单	單	文读，简～	tɛ̃⁵³	teen1
短	短	文读	tɛ̃⁵⁵	teen3
疸	疸	黄～	tɛ̃⁵⁵	teen3
锻	鍛		tɛ̃³³⁵	teen5
旦	旦		tɛ̃³³⁵	teen5
贪	貪		tʰɛ̃⁵³	theen1
毯	毯	电热～	tʰɛ̃⁵⁵	theen3
坦	坦	文读，～白	tʰɛ̃⁵⁵	theen3
探	探		tʰɛ̃³³⁵	theen5
潭	潭		dɛ̃²²³	deen2
谭	譚		dɛ̃²²³	deen2
谈	談		dɛ̃²²³	deen2
痰	痰	文读，～盂；～呼病：哮喘	dɛ̃²²³	deen2
檀	檀	文读，紫～，～香	dɛ̃²²³	deen2
坛	壇		dɛ̃²²³	deen2
团	團	文读	dɛ̃²²³	deen2
团	糰	～子	dɛ̃²²³	deen2
诞	誕		dɛ̃³¹³	deen6
断	斷		dɛ̃³¹³	deen6
段	段		dɛ̃³¹³	deen6
蛋	蛋		dɛ̃³¹³	deen6
弹	彈	～子	dɛ̃³¹³	deen6
但	但		dɛ̃³¹³	deen6
缎	緞	～子	dɛ̃³¹³	deen6
兰	蘭	～花	lɛ̃²²³	leen2
婪	婪		lɛ̃²²³	leen2
蓝	藍	文读，甘～	lɛ̃²²³	leen2
榄	欖	橄～	lɛ̃⁵⁵	leen3
銮	鑾	金～殿	lɛ̃⁵⁵	leen3
南	南		nɛ̃²²³	neen2
楠	楠		nɛ̃²²³	neen2
男	男		nɛ̃²²³	neen2
难	難	～度	nɛ̃²²³	neen2
难	難	名词	nɛ̃³¹³	neen6
斩	斬	～头	tsɛ̃⁵⁵	tseen3
赞	贊		tsɛ̃³³⁵	tseen5
参	參		tsʰɛ̃⁵³	tsheen1
餐	餐		tsʰɛ̃⁵³	tsheen1
惨	慘		tsʰɛ̃⁵⁵	tsheen3
灿	燦		tsʰɛ̃³³⁵	tsheen5
产	產	文读	tsʰɛ̃³³⁵	tsheen5
忏	懺	拜～	tsʰɛ̃³³⁵	tsheen5
篡	篡		tsʰɛ̃³³⁵	tsheen5
残	殘		dzɛ̃²²³	dzeen2
暂	暫		dzɛ̃³¹³	dzeen6
赚	賺		dzɛ̃³¹³	dzeen6
站	站	车～	dzɛ̃³¹³	dzeen6
栈	棧		dzɛ̃³¹³	dzeen6
绽	綻	文读，～放	dzɛ̃³¹³	dzeen6
珊	珊	～瑚	sɛ̃⁵³	seen1
蒜	蒜		sɛ̃³³⁵	seen5
蚕	蠶	文读，桑～	zɛ̃²²³	zeen2
竿	竿		kɛ̃⁵³	keen1
干	幹	～支	kɛ̃⁵³	keen1
肝	肝	文读，～炎	kɛ̃⁵³	keen1
柑	柑		kɛ̃⁵⁵	keen3
感	感		kɛ̃⁵⁵	keen3
敢	敢		kɛ̃⁵⁵	keen3
橄	橄	～榄	kɛ̃⁵⁵	keen3
甘	甘	文读，心弗～	kɛ̃⁵⁵	keen3
尴	尷	～尬	kɛ̃⁵⁵	keen3
介	介	蒋～石	kɛ̃³³⁵	keen5
堪	堪		kʰɛ̃⁵³	kheen1
龛	龕		kʰɛ̃³³⁵	kheen5
勘	勘		kʰɛ̃³³⁵	kheen5
看	看	文读，尝试体助词：试试～	kʰɛ̃³³⁵	kheen5
撼	撼		hɛ̃³³⁵	heen5
憾	憾		hɛ̃³³⁵	heen5
罕	罕		hɛ̃³³⁵	heen5
汉	漢		hɛ̃³³⁵	heen5
庵	庵		ɛ̃⁵³	een1
安	安	文读，～全	ɛ̃⁵³	een1
鞍	鞍		ɛ̃⁵³	een1
按	按		ɛ̃⁵³	een1
寒	寒	文读，大～，小～	ɛ̃²²³	gheen2
韩	韓		ɛ̃²²³	gheen2
衔	銜	～头	ɛ̃²²³	gheen2
含	含	文读，包～	ɛ̃²²³	gheen2
函	函		ɛ̃²²³	gheen2
暗	暗		ɛ̃³³⁵	een5
汗	汗		ɛ̃³³⁵	een5
案	案		ɛ̃³³⁵	een5
岸	岸		ɛ̃³¹³	gheen6
旱	旱		ɛ̃³¹³	gheen6
焊	焊		ɛ̃³¹³	gheen6
翰	翰		ɛ̃³¹³	gheen6
鞭	鞭		piɛ̃⁵³	pien1
编	編	文读	piɛ̃⁵³	pien1
边	邊	文读，～上	piɛ̃⁵³	pien1
蝙	蝙		piɛ̃⁵³	pien1
扁	扁	文读，～鱼	piɛ̃⁵⁵	pien3
匾	匾	文读	piɛ̃⁵⁵	pien3
变	變	～戏法	piɛ̃³³⁵	pien5
偏	偏		pʰiɛ̃⁵³	phien1
篇	篇		pʰiɛ̃³³⁵	phien5
片	片	文读	pʰiɛ̃³³⁵	phien5
骗	騙	文读	pʰiɛ̃³³⁵	phien5
便	便	～宜	biɛ̃²²³	bien2
辨	辨		biɛ̃³¹³	bien6
辩	辯		biɛ̃³¹³	bien6
汴	汴		biɛ̃³¹³	bien6
便	便	～当	biɛ̃³¹³	bien6
绵	綿	文读，～白糖	miɛ̃²²³	mien2
眠	眠	文读，～床：床	miɛ̃²²³	mien2
免	免		miɛ̃⁵⁵	mien3
勉	勉		miɛ̃⁵⁵	mien3
面	麵		miɛ̃³¹³	mien6
颠	顛	文读	tiɛ̃⁵³	tien1
点	點	文读，～头，几～	tiɛ̃⁵⁵	tien3
典	典	文读，字～	tiɛ̃⁵⁵	tien3
天	天	文读，～子	tʰiɛ̃⁵³	thien1
钱	錢	铜～：钱	diɛ̃²²³	dien2
电	電		diɛ̃³¹³	dien6
奠	奠	文读	diɛ̃³¹³	dien6
佃	佃		diɛ̃³¹³	dien6
淀	澱	白洋～	diɛ̃³¹³	dien6
连	連		liɛ̃²²³	lien2
联	聯		liɛ̃²²³	lien2
怜	憐		liɛ̃²²³	lien2
莲	蓮		liɛ̃²²³	lien2
廉	廉		liɛ̃²²³	lien2
帘	簾		liɛ̃²²³	lien2
镰	鐮	～刀	liɛ̃²²³	lien2
□	□	一种做纸的工具	liɛ̃²²³	lien2
脸	臉		liɛ̃³¹³	lien6
练	練		liɛ̃³¹³	lien6
炼	煉		liɛ̃³¹³	lien6
恋	戀		liɛ̃³¹³	lien6
链	鏈	文读	liɛ̃³¹³	lien6
敛	斂	收～	liɛ̃³¹³	lien6
殓	殮	落～	liɛ̃³¹³	lien6
尖	尖	文读，杏梅～：山名	tsiɛ̃⁵³	tsien1
煎	煎	文读，～熬	tsiɛ̃⁵³	tsien1
荐	薦	文读	tsiɛ̃³³⁵	tsien5
迁	遷		tsʰiɛ̃⁵³	tshien1
歼	殲	～灭	tsʰiɛ̃⁵³	tshien1
签	籤	牙～	tsʰiɛ̃⁵³	tshien1
纤	纖	～维	tsʰiɛ̃⁵³	tshien1
浅	淺	文读，～薄	tsʰiɛ̃⁵³	tshien1
潜	潛		dziɛ̃²²³	dzien2
钱	錢		dziɛ̃²²³	dzien2
全	全		dziɛ̃²²³	dzien2
泉	泉		dziɛ̃²²³	dzien2
虔	虔		dziɛ̃²²³	dzien2
践	踐		dziɛ̃³¹³	dzien6
仙	仙	文读，～人掌	siɛ̃⁵³	sien1
鲜	鮮		siɛ̃⁵³	sien1
宣	宣		siɛ̃⁵³	sien1
喧	喧		siɛ̃⁵³	sien1
□	□	称重时秤杆上扬	siɛ̃⁵³	sien1
选	選	～举	siɛ̃⁵⁵	sien3
线	線	文读，电～，纬～	siɛ̃³³⁵	sien5
贱	賤	文读	ziɛ̃³¹³	zien6
羡	羨		ziɛ̃³¹³	zien6
兼	兼		tɕiɛ̃⁵³	cien1
间	間	文读，空～	tɕiɛ̃⁵³	cien1
奸	奸		tɕiɛ̃⁵³	cien1
奸	姦		tɕiɛ̃⁵³	cien1
坚	堅		tɕiɛ̃⁵³	cien1
监	監	文读，～考	tɕiɛ̃⁵³	cien1
减	減	文读	tɕiɛ̃⁵⁵	cien3
检	檢		tɕiɛ̃⁵⁵	cien3
简	簡		tɕiɛ̃⁵⁵	cien3
鉴	鑒		tɕiɛ̃³³⁵	cien5
剑	劍		tɕiɛ̃³³⁵	cien5
谏	諫		tɕiɛ̃³³⁵	cien5
建	建		tɕiɛ̃³³⁵	cien5
见	見	文读	tɕiɛ̃³³⁵	cien5
苋	莧	～浦：河名	tɕiɛ̃³³⁵	cien5
谦	謙		tɕʰiɛ̃⁵³	chien1
牵	牽	文读，～牛花	tɕʰiɛ̃⁵³	chien1
□	□	轻浮	tɕʰiɛ̃⁵³	chien1
欠	欠		tɕʰiɛ̃³³⁵	chien5
歉	歉		tɕʰiɛ̃³³⁵	chien5
舰	艦	文读，航空母～	tɕʰiɛ̃³³⁵	chien5
乾	乾	～坤	dʑiɛ̃²²³	jien2
掮	掮	～客	dʑiɛ̃²²³	jien2
键	鍵		dʑiɛ̃³¹³	jien6
件	件	文读，文～	dʑiɛ̃³¹³	jien6
健	健	文读，～康	dʑiɛ̃³¹³	jien6
俭	儉	文读，节～	dʑiɛ̃³¹³	jien6
研	研		ȵiɛ̃⁵³	gnien1
阎	閻	～罗王	ȵiɛ̃²²³	gnien2
严	嚴		ȵiɛ̃²²³	gnien2
年	年	文读，～～有余	ȵiɛ̃²²³	gnien2
验	驗		ȵiɛ̃³¹³	gnien6
念	念	文读，纪～	ȵiɛ̃³¹³	gnien6
□	□	女子发情	ɕiɛ̃⁵³	shien1
险	險	危～	ɕiɛ̃⁵⁵	shien3
宪	憲		ɕiɛ̃³³⁵	shien5
献	獻		ɕiɛ̃³³⁵	shien5
显	顯		ɕiɛ̃³³⁵	shien5
胭	胭	～脂	iɛ̃⁵³	ien1
阉	閹		iɛ̃⁵³	ien1
蔫	蔫	食物不新鲜	iɛ̃⁵³	ien1
咸	咸	～丰	iɛ̃²²³	yen2
炎	炎		iɛ̃²²³	yen2
颜	顏	文读	iɛ̃²²³	yen2
延	延		iɛ̃²²³	yen2
言	言		iɛ̃²²³	yen2
贤	賢		iɛ̃²²³	yen2
弦	弦		iɛ̃²²³	yen2
嫌	嫌	文读，～疑	iɛ̃²²³	yen2
魇	魘	着～：鬼压床	iɛ̃⁵⁵	ien3
雁	雁	文读，大～	iɛ̃³³⁵	ien5
厌	厭	犯～	iɛ̃³³⁵	ien5
燕	燕		iɛ̃³³⁵	ien5
掩	掩		iɛ̃³³⁵	ien5
演	演		iɛ̃³¹³	yen6
限	限	文读，～定	iɛ̃³¹³	yen6
陷	陷	文读，～阱	iɛ̃³¹³	yen6
现	現	文读，～实	iɛ̃³¹³	yen6
关	關	文读，～系	kuɛ̃⁵³	kueen1
官	官	文读	kuɛ̃⁵³	kueen1
观	觀	参～	kuɛ̃⁵³	kueen1
馆	館	文读	kuɛ̃⁵⁵	kueen3
贯	貫	文读	kuɛ̃³³⁵	kueen5
冠	冠	～军	kuɛ̃³³⁵	kueen5
观	觀	道～	kuɛ̃³³⁵	kueen5
款	款		kʰuɛ̃⁵⁵	khueen3
欢	歡		huɛ̃⁵³	hueen1
唤	喚		huɛ̃³³⁵	hueen5
焕	煥		huɛ̃³³⁵	hueen5
寰	寰	～球	guɛ̃²²³	gueen2
完	完		uɛ̃²²³	ween2
丸	丸		uɛ̃²²³	ween2
缓	緩	文读	uɛ̃³³⁵	ueen5
幻	幻		uɛ̃³¹³	ween6
患	患		uɛ̃³¹³	ween6
宦	宦		uɛ̃³¹³	ween6
皖	皖		uɛ̃³¹³	ween6
绢	絹		tɕyɛ̃⁵³	ciuen1
娟	娟		tɕyɛ̃⁵³	ciuen1
捐	捐		tɕyɛ̃⁵³	ciuen1
毡	氈	牛毛～	tɕyɛ̃⁵³	ciuen1
专	專		tɕyɛ̃⁵³	ciuen1
砖	磚		tɕyɛ̃⁵³	ciuen1
詹	詹		tɕyɛ̃⁵³	ciuen1
展	展		tɕyɛ̃⁵⁵	ciuen3
转	轉	文读，～动	tɕyɛ̃⁵⁵	ciuen3
卷	捲		tɕyɛ̃⁵⁵	ciuen3
战	戰		tɕyɛ̃³³⁵	ciuen5
占	占	～领	tɕyɛ̃³³⁵	ciuen5
卷	卷	～子	tɕyɛ̃³³⁵	ciuen5
圈	圈	圆～	tɕʰyɛ̃⁵³	chiuen1
川	川		tɕʰyɛ̃⁵³	chiuen1
犬	犬		tɕʰyɛ̃⁵⁵	chiuen3
串	串		tɕʰyɛ̃³³⁵	chiuen5
劝	勸		tɕʰyɛ̃³³⁵	chiuen5
券	券		tɕʰyɛ̃³³⁵	chiuen5
缠	纏		dʑyɛ̃²²³	jiuen2
传	傳	～达	dʑyɛ̃²²³	jiuen2
拳	拳		dʑyɛ̃²²³	jiuen2
权	權		dʑyɛ̃²²³	jiuen2
颧	顴		dʑyɛ̃²²³	jiuen2
篆	篆		dʑyɛ̃³¹³	jiuen6
撰	撰		dʑyɛ̃³¹³	jiuen6
传	傳	～记	dʑyɛ̃³¹³	jiuen6
原	原		ȵyɛ̃²²³	gniuen2
源	源		ȵyɛ̃²²³	gniuen2
软	軟		ȵyɛ̃⁵⁵	gniuen3
愿	願		ȵyɛ̃³¹³	gniuen6
闪	閃	新读	ɕyɛ̃³³⁵	shiuen5
扇	扇	新读	ɕyɛ̃³³⁵	shiuen5
善	善		ʑyɛ̃³¹³	zhiuen6
膳	膳		ʑyɛ̃³¹³	zhiuen6
鳝	鱔	文读，～鱼丝	ʑyɛ̃³¹³	zhiuen6
然	然		ʑyɛ̃³¹³	zhiuen6
燃	燃		ʑyɛ̃³¹³	zhiuen6
单	單	姓	ʑyɛ̃³¹³	zhiuen6
禅	禪		ʑyɛ̃³¹³	zhiuen6
赡	贍	～养	ʑyɛ̃³¹³	zhiuen6
冤	冤		yɛ̃⁵³	iuen1
怨	怨		yɛ̃⁵³	iuen1
渊	淵		yɛ̃⁵³	iuen1
圆	圓		yɛ̃²²³	yuen2
员	員		yɛ̃²²³	yuen2
缘	緣		yɛ̃²²³	yuen2
元	元		yɛ̃²²³	yuen2
园	園		yɛ̃²²³	yuen2
袁	袁		yɛ̃²²³	yuen2
辕	轅		yɛ̃²²³	yuen2
援	援		yɛ̃²²³	yuen2
玄	玄		yɛ̃²²³	yuen2
悬	懸		yɛ̃²²³	yuen2
远	远		yɛ̃⁵⁵	iuen3
院	院		yɛ̃³¹³	yuen6
县	縣		yɛ̃³¹³	yuen6
搬	搬	～家	peŋ⁵³	pen1
畚	畚		peŋ⁵³	pen1
本	本	一～书	peŋ⁵⁵	pen3
奔	奔		peŋ⁵⁵	pen3
本	本	～来	peŋ³³⁵	pen5
烹	烹	文读	pʰeŋ⁵³	phen1
喷	噴		pʰeŋ⁵³	phen1
喷	噴	～香	pʰeŋ³³⁵	phen5
盆	盆		beŋ²²³	ben2
笨	笨		beŋ³¹³	ben6
门	門		meŋ²²³	men2
们	們	老娘～：已婚女子	meŋ²²³	men2
闻	聞	白读，鼻子嗅	meŋ²²³	men2
明	明	～朝：明天	meŋ²²³	men2
问	問	白读	meŋ³¹³	men6
闷	悶		meŋ³¹³	men6
焖	燜	～番薯	meŋ³¹³	men6
分	分		feŋ⁵³	fen1
芬	芬		feŋ⁵³	fen1
纷	紛		feŋ⁵³	fen1
吩	吩	～咐	feŋ⁵³	fen1
粉	粉		feŋ⁵⁵	fen3
粪	糞		feŋ³³⁵	fen5
奋	奮		feŋ³³⁵	fen5
坟	墳		veŋ²²³	ven2
文	文		veŋ²²³	ven2
纹	紋		veŋ²²³	ven2
闻	聞	文读	veŋ²²³	ven2
份	份		veŋ³¹³	ven6
问	問	文读	veŋ³¹³	ven6
敦	敦		teŋ⁵³	ten1
墩	墩	土～头	teŋ⁵³	ten1
礅	礅	石～鼓：鼓形石头	teŋ⁵³	ten1
登	登		teŋ⁵³	ten1
蹬	蹬	跺脚	teŋ⁵³	ten1
灯	燈		teŋ⁵³	ten1
蹲	蹲		teŋ⁵³	ten1
□	□	住	teŋ⁵³	ten1
等	等		teŋ⁵⁵	ten3
戥	戥	～子：小天平	teŋ⁵⁵	ten3
膯	膯	～食：消化不良	teŋ³³⁵	ten5
顿	頓		teŋ³³⁵	ten5
扽	扽	用力拽	teŋ³³⁵	ten5
凳	凳		teŋ³³⁵	ten5
吞	吞		tʰeŋ⁵³	then1
褪	褪	蜕皮	tʰeŋ³³⁵	then5
屯	屯		deŋ²²³	den2
豚	豚		deŋ²²³	den2
饨	飩		deŋ²²³	den2
臀	臀		deŋ²²³	den2
滕	滕		deŋ²²³	den2
腾	騰		deŋ²²³	den2
藤	藤		deŋ²²³	den2
钝	鈍		deŋ³¹³	den6
盾	盾		deŋ³¹³	den6
遁	遁	～走	deŋ³¹³	den6
邓	鄧		deŋ³¹³	den6
□	□	固执	deŋ³¹³	den6
轮	輪		leŋ²²³	len2
伦	倫		leŋ²²³	len2
沦	淪		leŋ²²³	len2
能	能	～干	leŋ²²³	len2
咙	嚨	喉～头	leŋ²²³	len2
嫩	嫩		leŋ³¹³	len6
论	論	议～	leŋ³¹³	len6
珍	珍		tseŋ⁵³	tsen1
臻	臻		tseŋ⁵³	tsen1
尊	尊		tseŋ⁵³	tsen1
遵	遵		tseŋ⁵³	tsen1
增	增		tseŋ⁵³	tsen1
争	爭	文读，～论	tseŋ⁵³	tsen1
筝	箏		tseŋ⁵³	tsen1
憎	憎	～嫌：嫌弃	tseŋ⁵³	tsen1
曾	曾	姓氏	tseŋ⁵³	tsen1
诊	診		tseŋ⁵⁵	tsen3
村	村		tsʰeŋ⁵³	tshen1
蛏	蟶		tsʰeŋ⁵³	tshen1
忖	忖	想	tsʰeŋ⁵⁵	tshen3
衬	襯		tsʰeŋ³³⁵	tshen5
