汉字	拼音	IPA	注释		
片	phinn5	pʰĩ˨˩˨	白		
辮	pinn4	pĩ˨˥	動詞		
辮	pinn1	pĩ˧˧	名詞		
眠	ming2	miŋ˥˥			
眠	mung2	muŋ˥˥	~起，早上		
麵	minn6	mĩ˨˩			
顛	tiang1	tiaŋ˧˧	文		
顛	ting1	tiŋ˧˧	~倒		
典	tiang3	tiaŋ˥˩			
天	thiang1	tʰiaŋ˧˧	文		
天	thinn1	tʰĩ˧˧	白		
田	tshang2	tsʰaŋ˥˥	訓		
填	thiang2	tʰiaŋ˥˥			
電	tiang4	tiaŋ˨˥			
殿	tiang4	tiaŋ˨˥	文		
殿	toinn6	tõi˨˩	白		
奠	tiang4	tiaŋ˨˥			
年	ninn2	nĩ˥˥			
憐	liang2	liaŋ˥˥			
蓮	liang2	liaŋ˥˥	文		
蓮	noinn2	nõi˥˥	白		
練	liang6	liaŋ˨˩			
煉	liang6	liaŋ˨˩			
楝	noinn6	nõi˨˩			
箋	tsiang1	tsiaŋ˧˧			
薦	tsing5	tsiŋ˨˩˨			
千	tshoinn1	tsʰõi˧˧			
筅	tshoinn3	tsʰõi˥˩			
前	tsoinn2	tsõi˥˥			
先	sing1	siŋ˧˧	~生		
先	soinn1	sõi˧˧			
肩	koinn1	kõi˧˧			
堅	kiang1	kiaŋ˧˧			
繭	koinn3	kõi˥˩			
見	kiang5	kiaŋ˨˩˨			
見	kinn5	kĩ˨˩˨			
牽	khang1	kʰaŋ˧˧			
研	ngiang1	ŋiaŋ˧˧	文		
研	ngiang3	ŋiaŋ˥˩	文，細看		
研	ngoinn3	ŋõi˥˩	白		
硯	inn6	ĩ˨˩			
顯	hiang3	hiaŋ˥˩			
賢	hiang2	hiaŋ˥˥			
弦	hiang2	hiaŋ˥˥	文		
弦	hinn2	hĩ˥˥	白		
現	hing6	hiŋ˨˩			
煙	ing1	iŋ˧˧			
燕	iang1	iaŋ˧˧	文		
燕	iang5	iaŋ˨˩˨	文，~窩		
燕	inn5	ĩ˨˩˨	白		
宴	ang5	aŋ˨˩˨			
獺	thuah7	tʰuaʔ˨			
達	tak8	tak˥˦			
捺	nai4	nai˨˥	俗		
辣	luah7	luaʔ˨			
辣	luah8	luaʔ˥˦			
擦	tshak7	tsʰak˨			
撒	sak7	sak˨	文		
撒	suah7	suaʔ˨	白		
薩	sak7	sak˨			
割	kuah7	kuaʔ˨			
葛	kuah7	kuaʔ˨			
渴	kuah7	kuaʔ˨			
渴	khuah7	kʰuaʔ˨			
喝	hak7	hak˨	文		
喝	huah7	huaʔ˨	白		
八	poih7	poiʔ˨			
拔	puak8	puak˥˦	文		
拔	poih8	poiʔ˥˦	白		
札	tsak7	tsak˨			
扎	tsak7	tsak˨			
察	tshak7	tsʰak˨			
殺	suah7	suaʔ˨			
軋	tsak7	tsak˨	俗		
軋	khoih7	kʰoiʔ˨	替		
瞎	hak7	hak˨			
轄	hak7	hak˨			
憋	pih7	piʔ˨			
鱉	pih7	piʔ˨			
別	piak8	piak˥˦	文		
別	pak8	pak˥˦	白，~儂		
別	pak7	pak˨	白		
滅	mik8	mik˥˦			
列	liak8	liak˥˦			
裂	lih8	liʔ˥˦			
烈	liak8	liak˥˦			
薛	sih7	siʔ˨			
褻	siak7	siak˨			
泄	siap8	siap˥˦			
哲	tiak7	tiak˨			
徹	thiak7	tʰiak˨			
撤	thiak7	tʰiak˨			
轍	thiak7	tʰiak˨			
浙	tsik7	tsik˨			
舌	tsih8	tsiʔ˥˦			
設	siak7	siak˨			
折	sih8	siʔ˥˦			
折	tsih8	tsiʔ˥˦			
折	tsih7	tsiʔ˨			
熱	jiak8	dziak˥˦	文		
熱	juah8	dzuaʔ˥˦	白		
傑	kiak8	kiak˥˦			
孽	ngiak8	ŋiak˥˦			
揭	kik7	kik˨	地名		
揭	kiah7	kiaʔ˨	白		
竭	kiak8	kiak˥˦			
歇	hiah7	hiaʔ˨			
蝎	hiak7	hiak˨			
蝎	hak7	hak˨			
撇	phiak7	pʰiak˨	文		
撇	phuak7	pʰuak˨			
篾	bih8	biʔ˥˦			
鐵	thih7	tʰiʔ˨			
迭	tiak7	tiak˨			
跌	tiak7	tiak˨			
跌	tiak8	tiak˥˦	又		
捏	niap7	niap˨	文		
捏	niap8	niap˥˦			
節	tsiak7	tsiak˨	文		
節	tsoih7	tsoiʔ˨	白，節日		
節	tsak7	tsak˨	白		
切	tshiak7	tsʰiak˨	文		
切	tshek7	tsʰɛk˨	又，~要		
截	tsoih8	tsoiʔ˥˦			
屑	siak7	siak˨			
屑	suk7	suk˨			
結	kik7	kik˨			
結	kak7	kak˨	白		
潔	kiak7	kiak˨			
搬	puann1	puã˧˧			
般	puann1	puã˧˧			
半	puann5	puã˨˩˨			
潘	phuann1	pʰuã˧˧			
潘	phung1	pʰuŋ˧˧	泔水		
拚	pung5	puŋ˨˩˨			
拚	piann5	piã˨˩˨			
判	phuang5	pʰuaŋ˨˩˨	文		
判	phuann5	pʰuã˨˩˨	白		
盤	phuang2	pʰuaŋ˥˥	文		
盤	puann2	puã˥˥	白		
伴	phuann4	pʰuã˨˥			
叛	puang4	puaŋ˨˥			
瞞	muann2	muã˥˥			
饅	muang3/buang3	muaŋ˥˩/buaŋ˥˩			
滿	muang3	muaŋ˥˩	文，小~		
滿	muann3	muã˥˩	白		
漫	muang3/buang3	muaŋ˥˩/buaŋ˥˩			
漫	muang4/buang4	muaŋ˨˥/buaŋ˨˥	又		
端	tuang1	tuaŋ˧˧			
短	to3	to˥˩			
斷	tuang5	tuaŋ˨˩˨	文		
鍛	tuang5	tuaŋ˨˩˨			
團	thuang2	tʰuaŋ˥˥			
斷	tuang4	tuaŋ˨˥	文		
斷	tng4	tŋ˨˥	白		
段	tuang4	tuaŋ˨˥	文		
段	tng6	tŋ˨˩	白		
緞	tng6	tŋ˨˩			
暖	luang3	luaŋ˥˩			
鸞	luang2	luaŋ˥˥			
卵	luang3	luaŋ˥˩	文		
卵	nng4	nŋ˨˥	白		
亂	luang4	luaŋ˨˥			
鑽	tsng5	tsŋ˨˩˨			
竄	tshuang5	tsʰuaŋ˨˩˨			
酸	sng1	sŋ˧˧			
算	suang5	suaŋ˨˩˨	文		
算	sng5	sŋ˨˩˨	白		
蒜	sng5	sŋ˨˩˨			
官	kuann1	kuã˧˧			
觀	kuang1	kuaŋ˧˧			
冠	kuang1	kuaŋ˧˧			
管	kuang3	kuaŋ˥˩	文		
管	kng3	kŋ˥˩	白		
館	kuang3	kuaŋ˥˩			
冠	kuang5	kuaŋ˨˩˨			
觀	kuang5	kuaŋ˨˩˨			
灌	kuang5	kuaŋ˨˩˨			
罐	kuang5	kuaŋ˨˩˨			
貫	kuang5	kuaŋ˨˩˨	文		
貫	kng5	kŋ˨˩˨	白		
寬	khuang1	kʰuaŋ˧˧	文		
寬	khuann1	kʰuã˧˧	白		
款	khuang3	kʰuaŋ˥˩			
玩	nguang3	ŋuaŋ˥˩			
歡	huang1	huaŋ˧˧	文		
歡	huann1	huã˧˧	白		
喚	huang5	huaŋ˨˩˨			
煥	huang5	huaŋ˨˩˨			
桓	heng2	hɛŋ˥˥	俗		
桓	hueng2	hueŋ˥˥	俗，又		
完	uang2	uaŋ˥˥			
丸	uang2	uaŋ˥˥			
丸	inn2	ĩ˥˥	訓“圓”		
緩	huang3	huaŋ˥˩			
緩	mang6	maŋ˨˩	訓“慢”		
皖	uang3	uaŋ˥˩			
換	huang5	huaŋ˨˩˨	文		
換	uann6	uã˨˩	白		
豌	uang1	uaŋ˧˧			
碗	uann3	uã˥˩			
腕	uang3	uaŋ˥˩			
鰥	kuang1	kuaŋ˧˧			
幻	huam5	huam˨˩˨			
篡	tshuang5	tsʰuaŋ˨˩˨			
撰	tsuang4	tsuaŋ˨˥			
閂	tshuann5	tsʰuã˨˩˨			
涮	sueh7	sueʔ˨	俗		
涮	suang5	suaŋ˨˩˨			
關	kuang1	kuaŋ˧˧	文		
關	kuenn1	kuẽ˧˧	白		
慣	kuang5	kuaŋ˨˩˨	文		
慣	kuinn5	kũi˨˩˨	白，~勢		
頑	nguang3	ŋuaŋ˥˩			
頑	nguinn2	ŋũi˥˥	麻痹		
還	huang2	huaŋ˥˥	文		
還	hoinn2	hõi˥˥	白，動詞		
環	huang2	huaŋ˥˥			
患	huam4	huam˨˥			
宦	huam4	huam˨˥			
彎	uang1	uaŋ˧˧			
灣	uang1	uaŋ˧˧			
戀	luang5	luaŋ˨˩˨			
痊	tshuang2	tsʰuaŋ˥˥			
全	tshuang2	tsʰuaŋ˥˥	文		
全	tsng2	tsŋ˥˥	白		
泉	tsuann2	tsuã˥˥			
宣	suang1	suaŋ˧˧			
選	suang3	suaŋ˥˩			
旋	suang2	suaŋ˥˥			
旋	tsng6	tsŋ˨˩			
轉	tsuang3	tsuaŋ˥˩	文		
轉	tng3	tŋ˥˩	白		
傳	thuang2	tʰuaŋ˥˥			
椽	uang2	uaŋ˥˥	俗		
篆	tuang4	tuaŋ˨˥			
傳	tng6	tŋ˨˩			
專	tsuang1	tsuaŋ˧˧			
磚	tsng1	tsŋ˧˧			
川	tshuang1	tsʰuaŋ˧˧			
穿	tshuang1	tsʰuaŋ˧˧	文		
穿	tshng1	tsʰŋ˧˧	白		
喘	tshuang3	tsʰuaŋ˥˩			
舛	tshuang3	tsʰuaŋ˥˩			
串	tshuang5	tsʰuaŋ˨˩˨			
船	tsung2	tsuŋ˥˥			
軟	nng3	nŋ˥˩			
捲	kuang3	kuaŋ˥˩	文		
捲	kng3	kŋ˥˩	白		
眷	kuang5	kuaŋ˨˩˨			
卷	kuang3	kuaŋ˥˩	文		
卷	kng3	kŋ˥˩	白		
圈	khuang1	kʰuaŋ˧˧			
權	khuang2	kʰuaŋ˥˥			
拳	khung2	kʰuŋ˥˥			
拳	kung2	kuŋ˥˥	~頭		
倦	kuang4	kuaŋ˨˥			
員	uang2	uaŋ˥˥			
圓	inn2	ĩ˥˥			
院	inn6	ĩ˨˩			
緣	uang2	uaŋ˥˥			
沿	ing2	iŋ˥˥			
鉛	ing2	iŋ˥˥			
捐	kiang1	kiaŋ˧˧			
藩	phuang1	pʰuaŋ˧˧			
反	huang3	huaŋ˥˩	文		
反	poinn3	põi˥˩	白		
翻	huang1	huaŋ˧˧			
番	huang1	huaŋ˧˧			
販	huang5	huaŋ˨˩˨			
煩	huang2	huaŋ˥˥			
礬	huam5	huam˨˩˨			
繁	huang2	huaŋ˥˥			
飯	huang4	huaŋ˨˥	文		
飯	huam4	huam˨˥	文，又		
飯	pung6	puŋ˨˩	白		
晚	mung3	muŋ˥˩			
挽	mang3	maŋ˥˩			
萬	muang6/buang6	muaŋ˨˩/buaŋ˨˩			
勸	khng5	kʰŋ˨˩˨			
券	kuang5	kuaŋ˨˩˨			
元	nguang2	ŋuaŋ˥˥			
芫	uang2	uaŋ˥˥			
原	nguang2	ŋuaŋ˥˥			
源	nguang2	ŋuaŋ˥˥			
阮	nguang3	ŋuaŋ˥˩			
願	nguang4	ŋuaŋ˨˥			
喧	suang1	suaŋ˧˧			
冤	uang1	uaŋ˧˧			
鴛	uang1	uaŋ˧˧			
宛	uang3	uaŋ˥˩			
婉	uang3	uaŋ˥˩			
怨	uang5	uaŋ˨˩˨			
袁	uang2	uaŋ˥˥			
園	hng2	hŋ˥˥			
援	iang4	iaŋ˨˥			
遠	iang3	iaŋ˥˩	文		
遠	hng4	hŋ˨˥	白		
涓	kiang1	kiaŋ˧˧			
犬	khiang3	kʰiaŋ˥˩			
懸	hiang2	hiaŋ˥˥	文		
懸	kuinn2	kũi˥˥	白，高		
玄	hiang2	hiaŋ˥˥			
縣	kuinn6	kũi˨˩			
眩	hiang2	hiaŋ˥˥	文		
眩	hing2	hiŋ˥˥			
淵	iang1	iaŋ˧˧			
缽	puah7	puaʔ˨			
撥	phuah7	pʰuaʔ˨			
潑	phuah7	pʰuaʔ˨			
跋	puak8	puak˥˦			
末	muak8	muak˥˦	文		
末	buah8	buaʔ˥˦	白		
抹	buah7	buaʔ˨			
沫	muak8	muak˥˦	文		
沫	buah8	buaʔ˥˦	白		
脫	thuk7	tʰuk˨			
奪	toh8	toʔ˥˦			
捋	luah8	luaʔ˥˦	替		
捋	luk8	luk˥˦	白		
撮	tshoh7	tsʰoʔ˨			
括	kuak7	kuak˨			
闊	khuah7	kʰuaʔ˨			
豁	huah7	huaʔ˨			
豁	khuah7	kʰuaʔ˨	又		
活	uah8	uaʔ˥˦			
斡	uak7	uak˨	文		
斡	uk7	uk˨	白		
滑	kuk8	kuk˥˦			
猾	kuk8	kuk˥˦			
挖	ue1	ue˧˧	俗		
挖	uai1	uai˧˧	又，俗		
挖	ueh7	ueʔ˨			
刷	sueh7	sueʔ˨			
刮	kueh7	kueʔ˨			
劣	luak7	luak˨			
絕	tsoh8	tsoʔ˥˦			
雪	soh7	soʔ˨			
輟	tshuak7	tsʰuak˨			
拙	tshuak7	tsʰuak˨			
說	sueh7	sueʔ˨			
悅	juak8	dzuak˥˦			
閲	luak7	luak˨			
髮	huak7	huak˨			
發	huak7	huak˨			
伐	huak8	huak˥˦			
筏	huak8	huak˥˦			
罰	huak8	huak˥˦			
襪	gueh8	gueʔ˥˦			
厥	khiak7	kʰiak˨			
厥	kueh7	kueʔ˨	白		
闕	khueh7	kʰueʔ˨			
掘	kuk8	kuk˥˦			
橛	kueh8	kueʔ˥˦	一截		
月	gueh8	gueʔ˥˦			
噦	ueh7	ueʔ˨			
越	uak8	uak˥˦			
曰	uak7	uak˨			
粵	uak8	uak˥˦			
決	kuak7	kuak˨			
訣	kuak7	kuak˨			
缺	khueh7	kʰueʔ˨			
缺	khih7	kʰiʔ˨			
血	hueh7	hueʔ˨			
穴	huak8	huak˥˦			
吞	thung1	tʰuŋ˧˧			
根	kurng1	kɯŋ˧˧			
跟	kurng1	kɯŋ˧˧			
墾	khurng3	kʰɯŋ˥˩			
懇	khurng3	kʰɯŋ˥˩			
齦	khurng3	kʰɯŋ˥˩			
齦	ngurng2	ŋɯŋ˥˥			
痕	hung2	huŋ˥˥			
很	hurng3	hɯŋ˥˩			
恨	hurng4	hɯŋ˨˥			
恩	urng1	ɯŋ˧˧			
彬	ping1	piŋ˧˧			
賓	ping1	piŋ˧˧			
檳	ping1	piŋ˧˧			
殯	ping5	piŋ˨˩˨			
殯	ping1	piŋ˧˧	又		
貧	phing2	pʰiŋ˥˥	文		
貧	pang2	paŋ˥˥	白，~懶		
頻	phing2	pʰiŋ˥˥			
閩	mang2	maŋ˥˥			
民	ming2	miŋ˥˥			
敏	miang3	miaŋ˥˩			
憫	miang3	miaŋ˥˩			
鄰	ling2	liŋ˥˥			
鱗	ling2	liŋ˥˥	文		
鱗	lang2	laŋ˥˥	白		
磷	ling2	liŋ˥˥			
吝	liang4	liaŋ˨˥			
津	tsing1	tsiŋ˧˧			
盡	tsing4	tsiŋ˨˥			
進	tsing5	tsiŋ˨˩˨			
晉	tsing5	tsiŋ˨˩˨			
親	tshing1	tsʰiŋ˧˧			
秦	tshing2	tsʰiŋ˥˥			
辛	sing2	siŋ˥˥			
新	sing2	siŋ˥˥			
薪	tsing2	tsiŋ˥˥			
信	sing5	siŋ˨˩˨			
訊	sing5	siŋ˨˩˨			
珍	tiang1	tiaŋ˧˧			
鎮	ting5	tiŋ˨˩˨			
趁	tsiang3	tsiaŋ˥˩	俗		
趁	thang5	tʰaŋ˨˩˨	白，賺		
陳	thing2	tʰiŋ˥˥	文		
陳	tang2	taŋ˥˥	白，姓氏		
塵	ting2	tiŋ˥˥	文		
塵	thung2	tʰuŋ˥˥	白，筅~		
陣	ting6	tiŋ˨˩	文		
陣	tsung6	tsuŋ˨˩	白，時~		
陣	tsung2	tsuŋ˥˥	白，又		
榛	tsing1	tsiŋ˧˧			
臻	tsing1	tsiŋ˧˧			
襯	tshing5	tsʰiŋ˨˩˨			
真	tsing1	tsiŋ˧˧			
診	tsiang3	tsiaŋ˥˩			
疹	tsiang3	tsiaŋ˥˩			
振	tsing3	tsiŋ˥˩			
振	ting3	tiŋ˥˩	~動		
震	tsing3	tsiŋ˥˩			
娠	sing2	siŋ˥˥			
神	sing2	siŋ˥˥			
身	sing1	siŋ˧˧			
申	sing1	siŋ˧˧			
伸	sing1	siŋ˧˧	文		
伸	tshung1	tsʰuŋ˧˧	白		
呻	sing1	siŋ˧˧	文		
呻	tshang1	tsʰaŋ˧˧	白		
娠	sing2	siŋ˥˥			
辰	sing2	siŋ˥˥			
晨	sing2	siŋ˥˥			
臣	tshing2	tsʰiŋ˥˥			
腎	siang4	siaŋ˨˥			
慎	sim3	sim˥˩			
慎	sing3	siŋ˥˩	又		
人	jing2	dziŋ˥˥			
人	nang2	naŋ˥˥	訓		
仁	jing2	dziŋ˥˥			
忍	jim3	dzim˥˩	文		
忍	lung3	luŋ˥˩	白		
認	jing6	dziŋ˨˩			
刃	jim3	dzim˥˩			
韌	jim3	dzim˥˩			
韌	jung6	dzuŋ˨˩			
巾	kurng1	kɯŋ˧˧			
緊	king3	kiŋ˥˩			
僅	kurng3	kɯŋ˥˩			
銀	ngurng2	ŋɯŋ˥˥			
因	ing1	iŋ˧˧			
姻	ing1	iŋ˧˧			
印	ing5	iŋ˨˩˨			
寅	ing2	iŋ˥˥			
引	ing3	iŋ˥˩			
斤	kurng1	kɯŋ˧˧			
筋	kurng1	kɯŋ˧˧			
謹	kurng3	kɯŋ˥˩			
勤	khurng2	kʰɯŋ˥˥			
芹	khurng2	kʰɯŋ˥˥			
近	kurng4	kɯŋ˨˥			
欣	hurng1	hɯŋ˧˧			
殷	hurng1	hɯŋ˧˧			
隱	ung3	uŋ˥˩			
筆	pik7	pik˨			
畢	pik7	pik˨			
畢	pik8	pik˥˦	又，~業		
必	pik7	pik˨			
匹	phik7	pʰik˨			
弼	pik8	pik˥˦			
密	mik8	mik˥˦	文		
密	mak8	mak˥˦	白，又，~~		
密	bak8	bak˥˦	白		
蜜	mik8	mik˥˦	文		
蜜	bik8	bik˥˦			
栗	lak8	lak˥˦			
七	tshik7	tsʰik˨			
漆	tship7	tsʰip˨	文，~器		
漆	tshak7	tsʰak˨	白		
疾	tsik8	tsik˥˦			
悉	sek7	sɛk˨			
膝	tship7	tsʰip˨			
窒	tiak7	tiak˨			
侄	tiak8	tiak˥˦			
秩	tiak7	tiak˨			
瑟	sek7	sɛk˨			
虱	sak7	sak˨			
質	tsioh7	tsioʔ˨			
實	sik8	sik˥˦	文		
實	tsak8	tsak˥˦	白		
失	sik7	sik˨			
室	sik7	sik˨			
日	jik8	dzik˥˦			
吉	kik7	kik˨			
一	ik7	ik˨			
一	tsek8	tsɛk˥˦	訓		
乙	ik7	ik˨			
逸	ik8	ik˥˦			
乞	khurk7	kʰɯk˨			
迄	ngurk7	ŋɯk˨			
吃	ngurk7	ŋɯk˨			
奔	pung1	puŋ˧˧			
奔	phung1	pʰuŋ˧˧			
本	pung3	puŋ˥˩			
噴	phung5	pʰuŋ˨˩˨			
盆	phung2	pʰuŋ˥˥			
笨	pung3	puŋ˥˩			
門	mung2	muŋ˥˥			
敦	tung1	tuŋ˧˧			
墩	tung1	tuŋ˧˧			
頓	tung4	tuŋ˨˥	文		
頓	tung5	tuŋ˨˩˨	動詞		
頓	tng5	tŋ˨˩˨	白		
褪	tho5	tʰo˨˩˨	俗		
褪	thng5	tʰŋ˨˩˨			
屯	thung2	tʰuŋ˥˥			
豚	thung2	tʰuŋ˥˥			
飩	thung1	tʰuŋ˧˧			
臀	thung2	tʰuŋ˥˥			
臀	tiang4	tiaŋ˨˥	俗		
囤	thung2	tʰuŋ˥˥			
囤	tung1	tuŋ˧˧	俗		
沌	tung4	tuŋ˨˥			
盾	tung3	tuŋ˥˩			
鈍	tung4	tuŋ˨˥			
遁	tung4	tuŋ˨˥			
嫩	lung5	luŋ˨˩˨			
崙	lung2	luŋ˥˥			
論	lung4	luŋ˨˥			
尊	tsung1	tsuŋ˧˧			
村	tshng1	tsʰŋ˧˧			
寸	tshung5	tsʰuŋ˨˩˨			
存	tshung2	tsʰuŋ˥˥			
蹲	tsung1	tsuŋ˧˧			
蹲	tung1	tuŋ˧˧			
孫	sung1	suŋ˧˧			
孫	sng1	sŋ˧˧	白，姓氏		
損	sung3	suŋ˥˩	文		
損	sng3	sŋ˥˩	白		
遜	sung5	suŋ˨˩˨			
昆	khung1	kʰuŋ˧˧			
崑	khung1	kʰuŋ˧˧			
滾	kung3	kuŋ˥˩			
棍	kung5	kuŋ˨˩˨			
坤	khung1	kʰuŋ˧˧			
捆	khung3	kʰuŋ˥˩			
困	khung5	kʰuŋ˨˩˨			
昏	hung1	huŋ˧˧			
昏	hng1	hŋ˧˧	白，暝~，夜晚		
婚	hung1	huŋ˧˧			
魂	hung2	huŋ˥˥			
餛	hung2	huŋ˥˥			
混	hung4	huŋ˨˥			
渾	hung4	huŋ˨˥			
温	ung1	uŋ˧˧			
瘟	ung1	uŋ˧˧			
穩	ung3	uŋ˥˩			
倫	lung2	luŋ˥˥			
淪	lung2	luŋ˥˥			
輪	lung2	luŋ˥˥			
遵	tsung1	tsuŋ˧˧			
俊	tsung5	tsuŋ˨˩˨			
竣	tsung5	tsuŋ˨˩˨			
荀	sung2	suŋ˥˥			
詢	sung2	suŋ˥˥			
迅	sing5	siŋ˨˩˨			
旬	sung2	suŋ˥˥			
循	sung2	suŋ˥˥			
巡	sung2	suŋ˥˥			
殉	sung2	suŋ˥˥			
諄	tung1	tuŋ˧˧			
準	tsung3	tsuŋ˥˩			
准	tsung3	tsuŋ˥˩			
春	tshung1	tsʰuŋ˧˧			
蠢	tshung3	tsʰuŋ˥˩			
唇	tung2	tuŋ˥˥			
順	sung4	suŋ˨˥			
舜	sung5	suŋ˨˩˨			
瞬	sung5	suŋ˨˩˨			
純	sung2	suŋ˥˥			
蒓	sung2	suŋ˥˥			
醇	sung2	suŋ˥˥			
潤	jung4	dzuŋ˨˥	文		
潤	lung5	luŋ˨˩˨	替		
閏	jung6	dzuŋ˨˩			
均	kurng1	kɯŋ˧˧			
鈞	kurng1	kɯŋ˧˧			
菌	khung3	kʰuŋ˥˩			
隕	ung4	uŋ˨˥			
匀	ung2	uŋ˥˥			
允	jung3	dzuŋ˥˩			
尹	urng3	ɯŋ˥˩			
分	hung1	huŋ˧˧	文		
分	hung6	huŋ˨˩	文		
分	pung1	puŋ˧˧	白		
粉	hung3	huŋ˥˩			
糞	pung5	puŋ˨˩˨			
奮	hung5	huŋ˨˩˨			
芬	hung1	huŋ˧˧			
紛	hung1	huŋ˧˧			
墳	phung2	pʰuŋ˥˥			
焚	ung2	uŋ˥˥			
憤	hung5	huŋ˨˩˨			
份	hung6	huŋ˨˩			
文	mung2/bung2	muŋ˥˥/buŋ˥˥			
紋	mung2/bung2	muŋ˥˥/buŋ˥˥			
蚊	mung1/bung1	muŋ˧˧/buŋ˧˧			
聞	mung4/bung4	muŋ˨˥/buŋ˨˥			
吻	muk7	muk˨	俗		
刎	ung4	uŋ˨˥			
問	mung6	muŋ˨˩			
君	kung1	kuŋ˧˧			
軍	kung1	kuŋ˧˧			
群	khung2	kʰuŋ˥˥			
裙	kung2	kuŋ˥˥			
郡	kung4	kuŋ˨˥			
熏	hurng1	hɯŋ˧˧	文		
熏	hung1	huŋ˧˧			
勛	hurng1	hɯŋ˧˧			
薰	hurng1	hɯŋ˧˧	文		
薰	hung1	huŋ˧˧			
葷	hung1	huŋ˧˧			
訓	hung5	huŋ˨˩˨			
熨	uk7	uk˨			
雲	ung2	uŋ˥˥	地名		
雲	hung2	huŋ˥˥	白		
云	ung6	uŋ˨˩			
韻	ung4	uŋ˨˥			
運	ung6	uŋ˨˩			
暈	ung4	uŋ˨˥			
不	puk7	puk˨			
勃	puak8	puak˥˦			
脖	puak8	puak˥˦			
沒	muk8	muk˥˦			
沒	mok8	mok˥˦	又		
突	tuk8	tuk˥˦			
卒	tsuk7	tsuk˨			
猝	tsuk7	tsuk˨	俗		
骨	kuk7	kuk˨			
窟	khuk7	kʰuk˨			
忽	huk7	huk˨			
核	huk8	huk˥˦			
律	luk8	luk˥˦			
率	luk8	luk˥˦			
卒	tsuk7	tsuk˨			
戌	suk7	suk˨			
恤	suk7	suk˨			
蟀	suk7	suk˨			
率	tsuk7	tsuk˨			
出	tshuk7	tsʰuk˨			
術	suk8	suk˥˦			
述	suk8	suk˥˦			
秫	tsuk8	tsuk˥˦			
橘	kik7	kik˨			
弗	huk7	huk˨			
拂	huk7	huk˨			
佛	huk8	huk˥˦			
佛	huk7	huk˨			
物	mueh8	mueʔ˥˦			
勿	mai5	mai˨˩˨	訓		
屈	khuk7	kʰuk˨			
掘	kuk8	kuk˥˦			
倔	khuk7	kʰuk˨			
鬱	uk7	uk˨			
氯	lek8	lɛk˥˦	俗		
幫	pang1	paŋ˧˧			
榜	pang3	paŋ˥˩			
謗	pang4	paŋ˨˥			
滂	phang1	pʰaŋ˧˧			
旁	phang2	pʰaŋ˥˥			
傍	phang2	pʰaŋ˥˥			
忙	mang2	maŋ˥˥			
芒	mang2	maŋ˥˥			
茫	mang2	maŋ˥˥			
莽	mang3	maŋ˥˩			
當	tang1	taŋ˧˧	文		
當	tang5	taŋ˨˩˨	文		
當	tng1	tŋ˧˧	白		
當	tng5	tŋ˨˩˨	白		
黨	tang3	taŋ˥˩			
擋	tang3	taŋ˥˩			
湯	thang1	tʰaŋ˧˧	文，商~		
湯	thng1	tʰŋ˧˧	白		
倘	thang3	tʰaŋ˥˩			
躺	thang3	tʰaŋ˥˩			
燙	thng5	tʰŋ˨˩˨			
趟	thang3	tʰaŋ˥˩			
堂	thang2	tʰaŋ˥˥	文		
堂	tng2	tŋ˥˥	白		
唐	thang2	tʰaŋ˥˥	文		
唐	tng2	tŋ˥˥	白		
糖	thng2	tʰŋ˥˥			
塘	thang2	tʰaŋ˥˥	文		
塘	tng2	tŋ˥˥	白		
搪	thang2	tʰaŋ˥˥	文		
搪	thng6	tʰŋ˨˩	白，搪瓷		
螳	thang2	tʰaŋ˥˥			
蕩	tang4	taŋ˨˥	文		
蕩	tng4	tŋ˨˥	白		
宕	tang4	taŋ˨˥			
囊	lang3	laŋ˥˩			
曩	lang3	laŋ˥˩			
狼	lang2	laŋ˥˥			
廊	lang2	laŋ˥˥			
郎	lang2	laŋ˥˥	文		
郎	nng2	nŋ˥˥	白		
螂	lang2	laŋ˥˥			
朗	lang4	laŋ˨˥			
朗	lang2	laŋ˥˥	又，伊~		
浪	lang4	laŋ˨˥	文		
浪	nng6	nŋ˨˩	白		
臧	tsang1	tsaŋ˧˧			
贓	tsang1	tsaŋ˧˧			
髒	tsang1	tsaŋ˧˧			
葬	tsng5	tsŋ˨˩˨			
倉	tshang1	tsʰaŋ˧˧	文		
倉	tshng1	tsʰŋ˧˧	白		
蒼	tshang1	tsʰaŋ˧˧			
藏	tshang2	tsʰaŋ˥˥			
藏	tsang4	tsaŋ˨˥			
臓	tsang4	tsaŋ˨˥			
桑	sng1	sŋ˧˧			
桑	sing1	siŋ˧˧	桑葚		
嗓	sang3	saŋ˥˩			
喪	sang5	saŋ˨˩˨			
喪	sng1	sŋ˧˧			
岡	kang1	kaŋ˧˧	文		
岡	kng1	kŋ˧˧	白，地名		
剛	kang1	kaŋ˧˧			
鋼	kng5	kŋ˨˩˨			
缸	kang1	kaŋ˧˧	文		
缸	kng1	kŋ˧˧	白		
綱	kang1	kaŋ˧˧			
崗	kang1	kaŋ˧˧	文		
崗	kng1	kŋ˧˧	白，地名		
康	khang1	kʰaŋ˧˧			
糠	khang1	kʰaŋ˧˧	文		
糠	khng1	kʰŋ˧˧	白		
慷	khang3	kʰaŋ˥˩			
抗	khang5	kʰaŋ˨˩˨			
炕	khang5	kʰaŋ˨˩˨			
