来源：	王梅弘 2015《垣曲县新城镇方言语音研究》；Hynuza, Skanda 整理录入
t	［3］短［5］端={～盘子}断={～定}缎=段=
tʰ	［1］团赚-{～人：骗人}［5］断-{割～}缎-椴锻段-
l	［1］峦孪挛銮□{咕～：慢慢嚼}□{～菜：炒菜}［3］卵［5］乱恋
ts	［3］纂
tsʰ	［5］窜
s	［5］酸算蒜
tʂ	［3］转{～弯}［5］撰篆=转{～动}传{水浒～}专砖
tʂʰ	［1］传{～说}［3］喘［5］篡川穿串篆-
ʂ	［5］闩栓拴涮
ʐ	［3］软阮
k	［3］管馆［5］官冠棺观{～察}贯灌鳏关惯鹳{～雀楼}罐
kʰ	［3］款［5］宽
x	［1］桓环还{～钱}［3］缓［5］欢唤焕换幻患宦鬟{丫～}痪{瘫～}
Ø	［1］玩完丸顽［3］碗晚挽宛婉惋［5］皖豌腕弯湾万蔓剜
#yæ̃	
tɕ	［3］卷{～住}［5］卷{～子}眷圈=绢捐倦娟
tɕʰ	［1］全泉拳权颧蜷{腿～住}痊{～愈}［3］犬［5］圈-劝券□{曲～：蚯蚓}
ɕ	［1］旋{～转}楦玄悬璇漩{～涡}［3］选癣=［5］宣喧炫眩轩绚□{油～：当地一种面食，油面混合而成}
Ø	［1］元原源圆员缘袁辕园援媛垣猿［3］远鸢［5］愿院冤怨渊鸳{～鸯}苑□{动词，推}
#ə̃ 	
p	［3］本［5］奔锛笨=
pʰ	［1］盆［5］喷笨-{～瓜}
m	［1］门［5］闷们
f	［1］焚坟汾［3］粉［5］分粪奋芬纷愤忿份吩氛
v	［3］稳［5］温蚊
t	［3］等-{～人}的{～脑：头}［5］灯-
tʰ	［1］腾-{～飞}疼-{肚子～}誊-{～一遍}［5］吞
n	［5］嫩
ts	［5］□{动词，硆}
tsʰ	［1］岑碜{可～：食物中有类似于沙子等东西，吃到时的感觉}□{动词，用锨等工具从地面挪开}
s	［5］森
tʂ	［3］枕诊疹［5］针斟珍镇阵振震榛臻真朕赈
tʂʰ	［1］沉陈尘伸辰晨臣［5］趁衬抻{～开}
ʂ	［1］神［3］沈审婶［5］参{人～}渗深甚身申娠肾慎呻伸瘆{～人}
ʐ	［1］任{姓～}壬人仁［3］葚忍［5］任{责～}纫{缝～机}刃认韧{坚～}
k	［5］跟根
kʰ	［3］恳垦肯摁
ŋ	［5］恩
x	［1］痕［3］很狠［5］恨
#iə̃ 	
p	［5］彬宾槟殡鬓濒缤斌
pʰ	［1］贫频{～率}［3］品［5］姘拼聘
m	［1］民［3］闽悯敏抿泯皿脗{用舌头舔唇}
l	［1］林淋临邻鳞磷麟霖琳粼嶙［3］檩{～条}凛［5］赁吝蔺
tɕ	［3］锦紧仅谨［5］今金禁襟津进晋斤筋劲近=巾尽=甑{～糕}
tɕʰ	［1］琴禽擒秦芹勤噙［3］寝［5］侵浸钦妗-{舅母}亲尽-{～心}近-{离得～}沁
ȵ	［1］银-{～的}龈{齿～}［3］饮-{～马}［5］阴-{天～啦}
ɕ	［1］寻欣［5］心辛新薪信衅芯
Ø	［1］银=淫寅尹吟［3］饮={～料}引隐瘾［5］音因姻印殷阴=
#uə̃	
t	［5］敦墩顿扽饨{馄～}沌盾钝遁蹲
tʰ	［1］臀豚屯囤
l	［1］论{～语}伦轮沦仑纶抡囵［5］论{讨～}
ts	［5］尊遵
tsʰ	［1］存［3］忖［5］村寸
s	［5］孙
tʂ	［3］准［5］肫
tʂʰ	［1］纯莼醇［3］蠢［5］椿春
ʂ	［5］唇顺舜瞬
ʐ	［5］润闰
k	［3］滚［5］棍
kʰ	［3］捆［5］昆困坤
x	［1］魂馄浑［5］昏婚混荤
Ø	［1］文纹闻［3］吻刎［5］瘟问
tɕ	［5］俊均钧窘菌军君郡骏峻
tɕʰ	［1］裙群
ɕ	［1］旬荀询循巡［3］损笋［5］讯逊薰殉勋迅熏训
Ø	［1］匀云［3］允［5］熨韵运晕孕
#əŋ	
p	［3］榜绑膀={～子}［5］帮谤邦棒=迸蚌崩浜蹦嘣{拟声词}梆泵磅
pʰ	［1］滂旁螃庞彷{～徨}朋彭膨棚={～子}篷蓬鹏澎膀{～胱}［3］捧［5］傍胖乓烹棒-碰砰{拟声词}抨怦
m	［1］忙芒茫盲虻萌盟蒙{～古}朦懵{～懂}氓{流～}［3］莽蟒猛蠓{～虫}锰［5］孟梦矇
f	［1］肪妨房坊防冯{姓}逢缝{～衣服}［3］仿纺={～织厂}仿访讽［5］方放={解～}芳风枫疯丰凤封峰蜂锋奉俸缝{一条～}
t	［3］党挡等={～待}［5］当={～时}灯={～笼}荡宕登凳镫澄{～一～水}邓瞪裆={开～裤}档铛蹬{～脚}
tʰ	［1］堂棠螳唐糖塘腾={奔～}疼={～爱}藤膛搪［3］倘躺［5］趟汤={～圆}烫蹚
n	［1］囊能［3］攮{用刀子～}［5］齈{鼻子～}囔□{下雨后地面泥泞，无法下脚}
l	［1］狼={豺～}郎廊蜋琅螂［3］朗冷={～藏}［5］浪楞
ts	［5］脏葬藏{西～}憎曾{姓～}增赠□{～人：累人}奘
tsʰ	［1］藏{隐～}曾{～经}层［5］仓苍舱噌{象声词}蹭锃{～亮}
s	［3］嗓搡□{～地吃：掰开一块一块，含贬义}［5］桑={～塔纳}丧僧生={～活}声={～音}笙
tʂ	［3］长={生～}涨掌拯整［5］帐账胀障丈={～夫}杖={拐～}仗张={～扬}章樟瘴{乌烟～气}征蒸={～～日上}证症筝睁=争=郑=正{～反}征政
tʂʰ	［1］偿尝=长=澄{～清}肠=橙乘丞承呈程成诚城盛{～满}常惩［3］逞场厂［5］畅昌菖唱倡称={～呼}秤={～砣}撑铛郑-{姓}怅猖娼
ʂ	［1］绳［3］赏省{～长}晌=［5］商伤={受～}升={～官}剩={～余}胜牲尚上={～学}圣盛{兴～}
ʐ	［1］扔仍［3］壤{土～}攘嚷［5］让
k	［3］港哽梗埂耿［5］冈岗刚纲钢{～铁}缸肛杠{抬～}耕更{～加}庚羹
kʰ	［3］扛［5］康糠=炕=慷抗坑
x	［1］行{～列}航杭衡横{～竖}［5］亨横{蛮～}夯
Ø	［1］昂
#iəŋ	
p	［3］丙秉饼禀炳柄［5］冰={～雹}兵柄病={看～}并並
pʰ	［1］冯{姓～}平={水～}坪评瓶屏萍乒苹
m	［1］鸣={耳～}明={～白}名={～号}铭冥［5］命={～令}
t	［3］顶鼎□{堵塞，不消化}［5］丁钉={～子户}疔订{～约}定叮盯锭腚
tʰ	［1］亭廷庭停蜓婷［3］艇挺={笔～}［5］听={～见}厅汀
l	［1］良凉={～粉}量{测～}粮梁粱陵凌={～乱}菱灵={～活}零={～星}铃={～铛}伶翎拎蛉龄玲绫聆［3］两={斤～}领={～导}岭={山～}［5］亮谅辆量{数～}令另
tɕ	［3］蒋奖桨讲警景井={背～离乡}［5］将浆={豆～}酱匠={巨～}疆缰姜僵江豇{～豆}降{下～}虹-粳{～米}京荆惊={～动}境竟镜={眼～}敬鲸竞精晶睛静={安～}靖净={～化}经径茎菁痉兢竟
tɕʰ	［1］墙={城～}羌强{～硬}擎晴={多云转～}情［3］抢强{勉～}请顷［5］匠={木～}枪腔卿庆青={～山}清={～楚}轻={掉以～心}蜻磬倾氢卿
ȵ	［1］娘={姑～}凝宁{安～}狞拧咛柠［5］酿宁{～可}佞
ɕ	［1］祥详行{～为}杏=形型刑［3］想饷享响=省{反～}醒=［5］相{互～}箱厢湘镶襄象像橡向香乡降{投～}项巷兴幸性姓星={～～}腥={鱼～味}
Ø	［1］蝇={苍～}迎盈赢={～家}营羊萤荥洋扬杨阳疡茔{纸～}荧{～光}［3］仰={～头}养={饲～}痒={瘙～}影={～子}颖［5］央秧殃烊样应鹰硬={～笔}鹦樱英映婴瑛缨莺
#uəŋ	
t	［3］董懂［5］东冻栋动={～画片}洞={窑～}冬
tʰ	［1］同铜桐童瞳潼佟彤酮［3］桶捅统筒［5］通痛动-{～一下}洞-{山～}
n	［1］农脓侬浓［5］弄
l	［1］笼聋隆窿{骨～}茸{参～}咙［3］拢陇垅
ts	［3］总［5］棕综鬃{马～}宗粽踪纵
tsʰ	［1］从丛［5］聪匆葱囱
s	［1］□{：精液}［3］怂耸悚［5］送松宋嵩诵颂讼
tʂ	［3］冢种{～类}肿［5］装={～作}壮桩中忠仲终众锺盅重={举～}撞={顶～}状={～元}种{～树}衷庄妆状
tʂʰ	［1］床=虫崇重{～复}［3］闯宠［5］状-{奖～}创床={～板}疮=撞{～人}窗={～户}充铳{放～}重-{轻～}冲舂
ʂ	［3］爽［5］霜={～冻}孀双={～数}
ʐ	［1］荣={～耀}绒戎融容蓉镕［3］冗
k	［3］广汞拱巩龚［5］光={花～}逛公蚣工功攻贡共弓躬宫恭供
kʰ	［1］狂［3］孔恐［5］旷匡筐眶框况空控矿
x	［1］黄={～花菜}簧皇蝗弘潢{装～}宏红洪鸿虹={彩～}［3］谎哄{～一～}［5］荒慌晃烘哄{起～}轰
Ø	［1］亡王［3］枉往网［5］汪忘={～掉}妄望旺翁瓮嗡{象声词}
#yəŋ	
l	［1］龙
tɕ	［3］迥窘={～迫}炯囧
tɕʰ	［1］宆琼穷
ɕ	［1］雄熊［5］兄胸匈凶
Ø	［3］永泳勇甬涌咏蛹踊{～跃报名}［5］荣-{光～}雍壅拥庸墉{～肥}用佣臃
