繁體	简体	聲韻	聲調	注釋		調值
銜	衔	kã	42	～在嘴裏，軍～		
肥	肥	fi	42			
勤	勤	tsɐŋ	42			
塵	尘	tsɐŋ	42			
奇	奇	tsɿ	42			
岑	岑	tsɐŋ	42			
慚	惭	tsã	42			
持	持	tsɿ	42			
搽	搽	tsɔ	42			
擒	擒	tsɐŋ	42			
旗	旗	tsɿ	42			
期	期	tsɿ	42			
棋	棋	tsɿ	42			
橙	橙	tsã	42			
池	池	tsɿ	42			
沉	沉	tsɐŋ	42			
琴	琴	tsɐŋ	42			
祁	祁	tsɿ	42			
祈	祈	tsɿ	42			
禽	禽	tsɐŋ	42			
芩	芩	tsɐŋ	42			
芹	芹	tsɐŋ	42			
茶	茶	tsɔ	42			
遲	迟	tsɿ	42			
陣	阵	tsɐŋ	42			
陳	陈	tsɐŋ	42			
馳	驰	tsɿ	42			
騎	骑	tsɿ	42			
鰭	鳍	tsɿ	42			
伺	伺	sɿ	42			
剿	剿	sɔu	42	半邊		
匙	匙	sɿ	42	鎖～		
叢	丛	soŋ	42			
嗣	嗣	sɿ	42			
存	存	sœ	42			
尋	寻	sɐŋ	42			
層	层	sɛ	42			
崇	崇	soŋ	42			
巢	巢	sɔu	42			
愁	愁	səu	42			
慈	慈	sɿ	42			
慫	怂	soŋ	42			
戎	戎	soŋ	42			
才	才	sɛ	42			
時	时	sɿ	42			
晨	晨	sɐŋ	42			
曹	曹	sɔu	42			
曾	曾	sɛ	42			
材	材	sɛ	42			
柴	柴	sa	42			
槽	槽	sɔu	42			
殘	残	sã	42			
瓷	瓷	sɿ	42			
畦	畦	sɿ	42			
磁	磁	sɿ	42			
神	神	sɐŋ	42			
祠	祠	sɿ	42			
秦	秦	sɐŋ	42			
絨	绒	soŋ	42			
纔	纔	sɛ	42			
臍	脐	sɿ	42			
臣	臣	sɐŋ	42			
茸	茸	soŋ	42			
薺	荠	sɿ	42			
藏	藏	sɔ̃	42			
蠶	蚕	sɛ	42			
裁	裁	sɛ	42			
詞	词	sɿ	42			
讒	谗	sã	42			
豺	豺	sɛ	42			
財	财	sɛ	42			
辭	辞	sɿ	42			
辰	辰	sɐŋ	42			
鋤	锄	sɔ	42			
餈	餈	sɿ	42			
饞	馋	sã	42			
鰣	鲥	sɿ	42			
齊	齐	sɿ	42			
丞	丞	ɕiŋ	42			
仇	仇	ɕiəu	42			
仍	仍	ɕiŋ	42			
佘	佘	ɕiɔ	42	～客牯，～客嫲		
佘	佘	ɕiɔ	42			
償	偿	ɕiã	42			
全	全	ɕyœ	42			
前	前	ɕiã	42	股臀～		
唇	唇	ɕioŋ	42	口嘴～		
售	售	ɕiəu	42			
嘗	尝	ɕiã	42			
囚	囚	ɕiəu	42			
垂	垂	ɕy	42			
城	城	ɕiŋ	42			
塍	塍	ɕiŋ	42	新～，地名		
如	如	ɕy	42			
巡	巡	ɕioŋ	42			
常	常	ɕiã	42			
床	床	ɕiɔ̃	42			
徐	徐	ɕy	42			
從	从	ɕiɔ̃	42	～前		
循	循	ɕioŋ	42			
情	情	ɕiŋ	42			
成	成	ɕiŋ	42			
承	承	ɕiŋ	42			
揉	揉	ɕiəu	42			
斜	斜	ɕiɔ	42			
旋	旋	ɕyœ	42			
晴	晴	ɕiŋ	42			
松	松	ɕiɔ̃	42	～樹		
柔	柔	ɕiəu	42			
殊	殊	ɕy	42			
汝	汝	ɕy	42			
泅	泅	ɕiəu	42			
泉	泉	ɕyœ	42			
涎	涎	ɕie	42			
潛	潜	ɕie	42			
然	然	ɕie	42			
燃	燃	ɕie	42			
牆	墙	ɕiã	42			
祥	祥	ɕiã	42			
禪	禅	ɕie	42			
純	纯	ɕioŋ	42			
船	船	ɕyœ	42			
蛇	蛇	ɕiɔ	42			
蟬	蝉	ɕie	42			
蟾	蟾	ɕie	42			
裳	裳	ɕiã	42			
詳	详	ɕiã	42			
誠	诚	ɕiŋ	42			
誰	谁	ɕy	42			
邪	邪	ɕiɔ	42			
醇	醇	ɕioŋ	42			
隨	随	ɕy	42			
韶	韶	ɕiɔu	42			
亡	亡	mɔ̃	42			
名	名	miŋ	42			
埋	埋	mã	42			
媒	媒	mai	42			
巫	巫	mʏ	42			
忙	忙	mɔ̃	42			
描	描	miɔu	42			
摩	摩	mu	42	～托車		
摩	摩	mɔ	42			
摹	摹	mʏ	42			
明	明	miŋ	42	文		
枚	枚	mai	42			
梅	梅	mai	42			
棉	棉	mie	42			
模	模	mʏ	42			
毛	毛	mɔu	42			
民	民	miŋ	42			
煤	煤	mai	42			
盟	盟	miŋ	42	半邊		
盲	盲	mã	42			
眠	眠	mie	42			
瞞	瞒	mɛ	42			
矛	矛	mɔu	42			
磨	磨	mɔ	42			
綿	绵	mie	42			
芒	芒	moŋ	42	麥～		
芒	芒	mɔ̃	42	～種		
芒	芒	mɔ̃	42			
苗	苗	miɔu	42			
茅	茅	mɔu	42			
茫	茫	mɔ̃	42			
萌	萌	miŋ	42	半邊		
萌	萌	moŋ	42	又		
蒙	蒙	moŋ	42			
虻	虻	mã	42			
蚊	蚊	mɐŋ	42			
蟆	蟆	mɔ	42			
蠓	蠓	moŋ	42	油～，一種海蟹		
蠻	蛮	mã	42			
誣	诬	mʏ	42			
謀	谋	mɔu	42			
謎	谜	mi	42			
貓	猫	miɔu	42	文		
貓	猫	miɔu	42			
迷	迷	mi	42			
錨	锚	miɔu	42			
門	门	mɐŋ	42			
饅	馒	mɐŋ	42	～頭		
魔	魔	mɔ	42			
鳴	鸣	miŋ	42			
麻	麻	mɔ	42			
麻	麻	mɔ	42	～風		
黴	霉	mai	42			
儂	侬	nɛ	42			
南	南	nɛ	42			
囊	囊	nɔ̃	42			
奴	奴	nʏ	42			
寧	宁	niŋ	42			
扔	扔	niŋ	42			
瓤	瓤	nɔ̃	42			
男	男	nɛ	42			
能	能	nɛ	42			
膿	脓	noŋ	42			
農	农	noŋ	42			
難	难	nã	42	a		
人	人	ȵiŋ	42			
仁	仁	ȵiŋ	42			
儀	仪	ȵi	42			
元	元	ȵyœ	42			
凝	凝	ȵiŋ	42			
危	危	ȵy	42			
原	原	ȵyœ	42			
吟	吟	ȵiŋ	42			
嚴	严	ȵie	42			
堯	尧	ȵiɔu	42	～舜		
娘	娘	ȵiã	42			
宜	宜	ȵi	42			
尼	尼	ȵi	42			
年	年	ȵiã	42			
泥	泥	ȵi	42			
源	源	ȵyœ	42			
濃	浓	ȵiɔ̃	42			
牛	牛	ȵiəu	42			
疑	疑	ȵi	42			
蜈	蜈	ȵy	42	～蚣		
言	言	ȵie	42			
詭	诡	ȵy	42	半邊		
誼	谊	ȵi	42			
迎	迎	ȵiŋ	42			
銀	银	ȵiŋ	42			
饒	饶	ȵiɔu	42			
俄	俄	ŋo	42			
吳	吴	ŋʏ	42			
吾	吾	ŋʏ	42			
呆	呆	ŋɛ	42			
完	完	ŋuœ	42			
崖	崖	ŋã	42			
巖	巖	ŋã	42			
昂	昂	ŋɔ̃	42			
梧	梧	ŋʏ	42			
涯	涯	ŋã	42			
淆	淆	ŋɔu	42			
熬	熬	ŋɔu	42			
牙	牙	ŋɔ	42			
肴	肴	ŋɔu	42			
芽	芽	ŋɔ	42			
蛾	蛾	ŋo	42			
衙	衙	ŋɔ	42			
顔	顔	ŋã	42			
鵝	鹅	ŋo	42			
伶	伶	liŋ	42			
來	来	li	42			
來	来	lɛ	42	文		
侖	仑	lɐŋ	42			
倫	伦	lɐŋ	42			
劉	刘	liəu	42			
勞	劳	lɔu	42			
厘	厘	li	42			
嘮	唠	lɔu	42			
寥	寥	liɔu	42			
寮	寮	liɔu	42			
廉	廉	lie	42			
廊	廊	lɔ̃	42			
廖	廖	liɔu	42			
廬	庐	lʏ	42			
憐	怜	lie	42			
戀	恋	lœ	42			
拎	拎	liŋ	42			
撈	捞	lɔu	42			
撩	撩	liɔu	42			
攔	拦	lã	42			
林	林	liŋ	42			
梁	梁	liã	42			
梨	梨	li	42			
榴	榴	liəu	42			
樓	楼	ləu	42			
欄	栏	lã	42			
流	流	liəu	42			
涼	凉	liã	42			
淋	淋	liŋ	42			
淩	凌	liŋ	42			
淪	沦	lɐŋ	42			
燎	燎	liɔu	42			
爐	炉	lʏ	42			
牢	牢	lɔu	42			
犁	犁	li	42			
狸	狸	li	42			
狼	狼	lɔ̃	42			
琉	琉	liəu	42			
璃	璃	li	42			
留	留	liəu	42			
療	疗	liɔu	42			
盧	卢	lʏ	42			
硫	硫	liəu	42			
磷	磷	liŋ	42			
礱	砻	loŋ	42			
簾	帘	lie	42			
籃	篮	lã	42			
籠	笼	loŋ	42			
籬	篱	li	42			
籮	箩	la	42	6米～：淘米用的籮		
籮	箩	lo	42			
粱	粱	liã	42			
糧	粮	liã	42			
羅	罗	lo	42			
翎	翎	liŋ	42			
聊	聊	liɔu	42			
聯	联	lie	42			
聾	聋	loŋ	42			
腡	脶	lai	42			
臨	临	liŋ	42			
良	良	liã	42			
菱	菱	liŋ	42			
蓮	莲	lie	42			
藍	蓝	lã	42			
蘆	芦	lʏ	42			
蘭	兰	lã	42			
螂	螂	lɔ̃	42			
螺	螺	lo	42			
輪	轮	lɐŋ	42			
連	连	lie	42			
郎	郎	lɔ̃	42			
鄰	邻	liŋ	42			
量	量	liã	42	v		
鈴	铃	liŋ	42			
鐮	镰	lie	42	文		
鐮	镰	li	42	～：鐮刀		
鑼	锣	lo	42			
陵	陵	liŋ	42			
隆	隆	loŋ	42			
離	离	li	42			
零	零	liŋ	42			
雷	雷	lai	42			
靈	灵	liŋ	42			
驢	驴	lʏ	42			
鱗	鳞	liŋ	42			
鸕	鸬	lʏ	42			
鸞	鸾	lœ	42			
黎	黎	li	42			
丸	丸	yœ	42			
伊	伊	i	42			
何	何	o	42			
侯	侯	əu	42			
候	候	əu	42			
凡	凡	uã	42			
函	函	ɛ	42			
刑	刑	iŋ	42			
勻	匀	ioŋ	42			
含	含	ɛ	42			
和	和	uɔ	42			
員	员	yœ	42			
唯	唯	y	42	～心主義		
喉	喉	əu	42			
喻	喻	y	42			
回	回	uai	42			
圍	围	y	42	牆～，包～		
園	园	yœ	42			
圓	圆	yœ	42			
型	型	iŋ	42			
垟	垟	iã	42			
塋	茔	ioŋ	42			
墳	坟	uɐŋ	42			
壕	壕	əu	42			
壺	壶	ʏ	42			
夷	夷	i	42			
姚	姚	iɔu	42			
姨	姨	i	42			
嫌	嫌	ã	42	～疑		
孕	孕	iŋ	42			
孩	孩	ɛ	42			
宏	宏	uɛ	42			
容	容	ioŋ	42			
寅	寅	iŋ	42			
寒	寒	uɛ	42			
尤	尤	iəu	42			
帆	帆	uã	42			
庸	庸	ioŋ	42			
延	延	ie	42			
弘	弘	uoŋ	42			
弦	弦	iã	42			
形	形	iŋ	42			
恒	恒	uɛ	42			
悠	悠	iəu	42			
惟	惟	y	42			
愈	愈	y	42			
愉	愉	y	42			
懸	悬	yœ	42			
房	房	ɔ̃	42			
扶	扶	ʏ	42			
揚	扬	iã	42			
援	援	yœ	42			
搖	摇	iɔu	42			
攜	携	i	42			
文	文	uɐŋ	42			
杭	杭	ɔ̃	42			
桁	桁	ãi	42			
桅	桅	uai	42			
桓	桓	yœ	42			
楊	杨	iã	42			
楹	楹	iŋ	42			
榆	榆	y	42			
榮	荣	ioŋ	42			
樺	桦	uɔ	42			
橫	横	uã	42			
毫	毫	əu	42			
沂	沂	i	42			
河	河	o	42			
油	油	iəu	42			
沿	沿	ie	42			
洋	洋	iã	42			
洪	洪	uoŋ	42			
浮	浮	uɔu	42	文		
浮	浮	ʏ	42			
淫	淫	iŋ	42			
湖	湖	ʏ	42			
滎	荥	ioŋ	42	別，營		
烊	烊	iã	42			
焚	焚	uɐŋ	42			
無	无	u	42	文		
煩	烦	uã	42			
熊	熊	ioŋ	42			
熔	熔	ioŋ	42			
營	营	ioŋ	42			
爲	爲	y	42	～什麼		
爲	爲	y	42	行～		
爺	爷	iɔ	42			
狐	狐	ʏ	42			
猴	猴	əu	42			
猶	犹	iəu	42			
玄	玄	yœ	42			
王	王	iɔ̃	42			
環	环	uã	42	門～		
瓠	瓠	ʏ	42			
由	由	iəu	42			
瘍	疡	iã	42			
皇	皇	ɔ̃	42			
盂	盂	y	42			
盈	盈	iŋ	42			
礬	矾	uã	42			
禾	禾	uɔ	42			
移	移	i	42			
窰	窰	iɔu	42			
符	符	ʏ	42			
筵	筵	ie	42			
簧	簧	ɔ̃	42			
簷	檐	ie	42			
紅	红	uoŋ	42			
紋	纹	uɐŋ	42			
維	维	y	42	～持		
緣	缘	yœ	42			
縈	萦	ioŋ	42			
縫	缝	uoŋ	42	文		
繁	繁	uã	42			
羊	羊	iã	42			
聞	闻	uɐŋ	42			
肄	肄	i	42			
肮	肮	ɔ̃	42			
胡	胡	ʏ	42			
航	航	ɔ̃	42			
芙	芙	ʏ	42			
茴	茴	uai	42			
荷	荷	o	42			
荷	荷	o	42	薄～		
華	华	uɔ	42			
蓉	蓉	ioŋ	42			
虹	虹	uoŋ	42	文		
蚊	蚊	uɐŋ	42	文		
蛘	蛘	iã	42			
蝗	蝗	ɔ̃	42			
融	融	ioŋ	42			
螢	萤	ioŋ	42			
蠅	蝇	iŋ	42			
行	行	ãi	42			
行	行	ɔ̃	42			
衡	衡	uã	42			
袁	袁	yœ	42			
謡	謡	iɔu	42			
豪	豪	əu	42			
賢	贤	iã	42			
贏	赢	iŋ	42			
轅	辕	yœ	42			
逢	逢	uoŋ	42			
逾	逾	y	42			
遊	游	iəu	42			
違	违	y	42	～背		
遺	遗	y	42			
還	还	uã	42			
郵	邮	iəu	42			
鉛	铅	ie	42	～筆		
鏵	铧	uɔ	42			
閑	闲	ã	42			
閻	阎	ie	42			
防	防	ɔ̃	42			
降	降	ɔ̃	42	投～		
陽	阳	iã	42			
雄	雄	ioŋ	42			
雲	云	ioŋ	42			
鞋	鞋	a	42			
韓	韩	uɛ	42			
飴	饴	i	42			
餘	余	y	42			
魂	魂	uɛ	42			
鴻	鸿	uoŋ	42			
鹹	咸	ã	42	五味之一		
鹹	咸	ɛ	42	～豐		
鹽	盐	ie	42			
黃	黄	ɔ̃	42			
僕	仆	poʔ	1			
別	别	pieʔ	1			
勃	勃	pɛʔ	1			
帛	帛	paʔ	1			
拔	拔	pɔʔ	1			
泊	泊	poʔ	1			
白	白	paʔ	1			
縛	缚	poʔ	1			
薄	薄	poʔ	1			
薄	薄	poʔ	1	～荷		
蹩	蹩	pieʔ	1			
鈸	钹	pɛʔ	1			
雹	雹	pɛʔ	1	龍～		
鼻	鼻	piʔ	1			
奪	夺	tœʔ	1			
敵	敌	tiʔ	1			
牒	牒	tiɔʔ	1			
特	特	tɛʔ	1			
狄	狄	tiʔ	1			
疊	叠	tiɔʔ	1			
碟	碟	tiɔʔ	1			
秩	秩	tieʔ	1			
突	突	tœʔ	1			
笛	笛	tiʔ	1			
蝶	蝶	tiɔʔ	1			
諜	谍	tiɔʔ	1			
跌	跌	tieʔ	1			
踏	踏	tɔʔ	1			
達	达	tɔʔ	1			
鐸	铎	toʔ	1			
力	力	tʰiʔ	1			
律	律	tʰiʔ	1			
曆	历	tʰiʔ	1			
栗	栗	tʰiʔ	1			
率	率	tʰiʔ	1			
立	立	tʰiʔ	1			
笠	笠	tʰiʔ	1			
峽	峡	kɔʔ	1	山～		
侄	侄	tsɐiʔ	1			
值	值	tsɿʔ	1			
劇	剧	tsɿʔ	1			
及	及	tsɐiʔ	1			
宅	宅	tsaʔ	1			
屐	屐	tsɿʔ	1			
擇	择	tsaʔ	1			
擲	掷	tsɿʔ	1			
昨	昨	tsoʔ	1	文		
植	植	tsɿʔ	1			
極	极	tsɿʔ	1			
殖	殖	tsɿʔ	1			
澤	泽	tsaʔ	1			
直	直	tsɿʔ	1			
蟄	蛰	tsɿʔ	1	驚～		
夕	夕	sɿʔ	1			
寂	寂	sɿʔ	1			
席	席	sɿʔ	1			
煠	煠	sɔʔ	1			
石	石	sɿʔ	1			
籍	籍	sɿʔ	1			
蓆	蓆	sɿʔ	1			
蝕	蚀	sɿʔ	1			
賊	贼	sɛʔ	1			
鑿	凿	soʔ	1			
閘	闸	sɔʔ	1			
雜	杂	sɛʔ	1	～貨		
傑	杰	tɕieʔ	1			
局	局	tɕioʔ	1			
徹	彻	tɕieʔ	1			
掘	掘	tɕyœʔ	1			
掘	掘	tɕyœʔ	1	～田		
撒	撒	tɕiɔʔ	1	又		
撤	撤	tɕieʔ	1			
濁	浊	tɕioʔ	1			
竭	竭	tɕieʔ	1			
絶	絶	tɕyœʔ	1			
舌	舌	tɕieʔ	1	口～		
著	着	tɕiɔʔ	1			
蜀	蜀	tɕioʔ	1			
術	术	tɕyœʔ	1	白～		
贖	赎	tɕioʔ	1			
軸	轴	tɕiəuʔ	1			
轍	辙	tɕieʔ	1			
逐	逐	tɕiəuʔ	1			
鐲	镯	tɕioʔ	1			
獄	狱	tɕʰioʔ	1			
玉	玉	tɕʰioʔ	1			
俗	俗	ɕioʔ	1			
勺	勺	ɕiɔʔ	1			
屬	属	ɕioʔ	1			
截	截	ɕiɔʔ	1	～止		
折	折	ɕieʔ	1	～本		
捷	捷	ɕieʔ	1			
族	族	ɕiəuʔ	1			
昨	昨	ɕiɔʔ	1	～暮日：昨天		
涉	涉	ɕieʔ	1			
熟	熟	ɕiəuʔ	1			
續	续	ɕioʔ	1			
芍	芍	ɕiɔʔ	1			
若	若	ɕiɔʔ	1	如～		
術	术	ɕyœʔ	1			
褥	褥	ɕiəuʔ	1			
辱	辱	ɕiəuʔ	1			
述	述	ɕyœʔ	1			
墨	墨	mɛʔ	1			
密	密	miʔ	1			
明	明	mɛʔ	1	～朝日		
木	木	moʔ	1			
沒	没	mɐiʔ	1			
滅	灭	miɔʔ	1			
牧	牧	moʔ	1			
目	目	moʔ	1			
穆	穆	moʔ	1			
篾	篾	miɔʔ	1			
脈	脉	maʔ	1			
莫	莫	moʔ	1	～吵		
蜜	蜜	miʔ	1			
襪	袜	mɔʔ	1			
陌	陌	maʔ	1			
麥	麦	maʔ	1			
默	默	mɛʔ	1			
匿	匿	noʔ	1	～名，又		
捺	捺	nɔʔ	1			
日	日	nɛʔ	1			
納	纳	nɛʔ	1			
衲	衲	nɛʔ	1			
諾	诺	noʔ	1			
入	入	ȵieʔ	1			
匿	匿	ȵieʔ	1			
弱	弱	ȵiɔʔ	1			
捏	捏	ȵieʔ	1	～造		
捏	捏	ȵiɔʔ	1			
日	日	ȵieʔ	1	文		
月	月	ȵyœʔ	1			
業	业	ȵieʔ	1			
溺	溺	ȵiɔʔ	1			
熱	热	ȵieʔ	1			
瘧	疟	ȵiɔʔ	1			
肉	肉	ȵiəuʔ	1			
虐	虐	ȵiɔʔ	1			
逆	逆	ȵiʔ	1			
鮎	鮎	ȵiɔʔ	1	～魚		
咬	咬	ŋuœʔ	1			
嶽	岳	ŋoʔ	1			
樂	乐	ŋoʔ	1	音～，～清		
鄂	鄂	ŋoʔ	1			
額	额	ŋaʔ	1			
鱷	鳄	ŋoʔ	1			
鶴	鹤	ŋoʔ	1			
六	六	ləuʔ	1			
列	列	liɔʔ	1			
劣	劣	lɛʔ	1			
勒	勒	lɛʔ	1			
捋	捋	lɐiʔ	1			
掠	掠	lɛʔ	1			
樂	乐	loʔ	1			
洛	洛	loʔ	1			
烈	烈	liɔʔ	1			
烙	烙	loʔ	1			
獵	猎	lieʔ	1			
略	略	liɔʔ	1			
祿	禄	ləuʔ	1			
粒	粒	lɛʔ	1			
絡	络	loʔ	1			
緑	緑	lioʔ	1			
肋	肋	lɛʔ	1			
臘	腊	lɔʔ	1			
落	落	loʔ	1			
蠟	蜡	lɔʔ	1			
裂	裂	liɔʔ	1			
辣	辣	lɔʔ	1			
酪	酪	loʔ	1			
録	録	lioʔ	1			
鑞	鑞	lɔʔ	1			
陸	陆	ləuʔ	1			
駱	骆	loʔ	1			
鹿	鹿	ləuʔ	1			
乏	乏	uɔʔ	1			
亦	亦	iʔ	1			
伏	伏	uʔ	1			
伐	伐	uɔʔ	1			
佛	佛	uɐiʔ	1			
俠	侠	iɔʔ	1	又		
俠	侠	ɔʔ	1			
劃	划	uaʔ	1			
協	协	ieʔ	1			
合	合	ɛʔ	1			
□	□	uɔʔ	1	泡沫		
域	域	iʔ	1			
學	学	oʔ	1			
役	役	iʔ	1			
悅	悦	iɔʔ	1			
惑	惑	uɛʔ	1			
或	或	uɛʔ	1			
撼	撼	uɛʔ	1			
斛	斛	uʔ	1			
易	易	iʔ	1			
曰	曰	iɔʔ	1			
服	服	uʔ	1			
核	核	ɛʔ	1			
核	核	ɛʔ	1	桃～，～準		
欲	欲	ioʔ	1			
活	活	uɔʔ	1			
洽	洽	iɔʔ	1	接～		
浴	浴	ioʔ	1			
液	液	iʔ	1			
滑	滑	uɔʔ	1			
物	物	uɐiʔ	1			
狹	狭	ɔʔ	1			
猾	猾	uɔʔ	1			
獲	获	oʔ	1			
獲	获	uaʔ	1	文		
疫	疫	iʔ	1			
盒	盒	ɛʔ	1			
穴	穴	iɔʔ	1			
筏	筏	uɔʔ	1			
粵	粤	iɔʔ	1			
罰	罚	uɔʔ	1			
翼	翼	iʔ	1			
腋	腋	iʔ	1			
葉	叶	ieʔ	1			
藥	药	iɔʔ	1			
蠖	蠖	oʔ	1			
復	复	uʔ	1	恢～		
復	复	uʔ	1			
譯	译	iʔ	1			
越	越	iɔʔ	1			
逸	逸	iʔ	1			
鑊	镬	oʔ	1			
鑰	钥	iɔʔ	1			
閲	閲	iɔʔ	1			
頁	页	ieʔ	1			
鳥	鸟	tiɔu	33			
貓	猫	mɔu	33	小稱		
蟻	蚁	ŋãi	33			
